step,iter,train/loss,val/loss,lr,mfu,token_embedding_act_abs_mean,attn_act_abs_mean,mlp_act_abs_mean,lm_head_act_abs_mean
0,0,4.26873254776001,4.251374244689941,0.01,-100.0
1,1,3.417912006378174,3.645697593688965,0.01,-100.0,0.01589166186749935,0.012205873790662736,0.04404487693682313,0.3852471709251404
2,2,4.0196852684021,4.0107927322387695,0.01,-100.0,0.017444909550249577,0.1564608309417963,0.5698740147054195,1.1742891371250153
3,3,10.12618350982666,10.052952766418457,0.01,-100.0,0.01937650004401803,0.9055999368429184,2.1652069240808487,2.4369146823883057
4,4,4.193997383117676,4.109750747680664,0.01,-100.0,0.02105455007404089,4.853456437587738,3.701591283082962,4.656938195228577
5,5,4.20945405960083,4.346735954284668,0.01,-100.0,0.021658072713762522,8.389400720596313,9.587908744812012,1.3892369270324707
6,6,4.28018045425415,4.589415073394775,0.01,0.3958533998551667,0.022288064938038588,11.16240108013153,16.42142391204834,4.00533127784729
7,7,4.32350492477417,4.389987945556641,0.01,0.3953090496522698,0.022626627702265978,14.27706515789032,21.832125186920166,5.465666890144348
8,8,4.395554542541504,4.320354461669922,0.01,0.39535253729037517,0.022891453467309475,16.902668595314026,27.772915601730347,5.891548156738281
9,9,3.8314568996429443,4.047379493713379,0.01,0.3954728982702831,0.0229788008145988,19.24569296836853,34.267924308776855,5.731841206550598
10,10,3.823939800262451,3.9420108795166016,0.01,0.39541838247845496,0.02306594979017973,21.073795318603516,41.12877655029297,5.39373779296875
