step,iter,train/loss,val/loss,lr,mfu,token_embedding_act_abs_mean,attn_act_abs_mean,mlp_act_abs_mean,lm_head_act_abs_mean
0,0,4.180169105529785,4.182992935180664,0.01,-100.0
1,1,3.406008005142212,3.4257760047912598,0.01,-100.0,0.015982952900230885,0.011849267757497728,0.04398575145751238,0.8383428603410721
2,2,3.860353946685791,3.9116342067718506,0.01,-100.0,0.017739381175488234,0.12769031710922718,0.33311001397669315,4.802713632583618
3,3,5.32791805267334,5.174604892730713,0.01,-100.0,0.020407119300216436,1.831313207745552,4.826463043689728,14.560608148574829
4,4,4.32390832901001,4.357769966125488,0.01,-100.0,0.021763982251286507,4.331330299377441,8.087172865867615,7.082139849662781
5,5,4.047123908996582,3.8699984550476074,0.01,-100.0,0.022729978896677494,7.326573520898819,25.59372329711914,18.83802032470703
6,6,3.818871021270752,4.074216365814209,0.01,0.6008105243092002,0.023286630399525166,10.358679860830307,40.08107852935791,22.142050743103027
7,7,3.704477310180664,3.683656692504883,0.01,0.6019005195257731,0.023584223352372646,13.206489145755768,46.638869285583496,22.40256690979004
8,8,3.4999208450317383,3.4576058387756348,0.01,0.602921708016237,0.023708150256425142,16.78597417473793,62.9522647857666,22.071656227111816
9,9,3.6599860191345215,3.6497275829315186,0.01,0.6036553874013106,0.023949644062668085,20.582183688879013,80.18494987487793,21.050742149353027
10,10,3.6718568801879883,3.669668197631836,0.01,0.6043266277364244,0.02416324522346258,24.261356592178345,94.8232650756836,19.924346923828125
