step,iter,train/loss,val/loss,lr,mfu
0,0,4.306089401245117,4.29001522064209,0.01,-100.0
1,1,7.235504150390625,7.032318115234375,0.01,-100.0
2,2,8.375967025756836,8.431655883789062,0.01,-100.0
3,3,6.736261367797852,6.7369256019592285,0.01,-100.0
4,4,7.823941230773926,7.631594657897949,0.01,-100.0
5,5,8.488892555236816,8.780008316040039,0.01,-100.0
6,6,9.715413093566895,9.738662719726562,0.01,0.5048179370228066
7,7,10.162141799926758,10.815324783325195,0.01,0.5069667702135771
8,8,8.861010551452637,8.49512767791748,0.01,0.5094529012180963
9,9,8.275867462158203,7.693872451782227,0.01,0.513836469323889
10,10,6.77058219909668,6.602516174316406,0.01,0.5180668478879279
