step,iter,train/loss,val/loss,lr,mfu,token_embedding_act_abs_mean,attn_act_abs_mean,mlp_act_abs_mean,lm_head_act_abs_mean
0,0,4.212945461273193,4.2064104080200195,0.01,-100.0
1,1,3.3472306728363037,3.4275050163269043,0.01,-100.0,0.01607120456174016,0.010252288717310876,0.044053216464817524,0.2841049134731293
2,2,3.9282827377319336,3.9444799423217773,0.01,-100.0,0.017696294467896223,0.15237991884350777,0.5985793806612492,0.7208856642246246
3,3,5.683316230773926,5.917512893676758,0.01,-100.0,0.020263389218598604,1.4685566499829292,2.825790524482727,1.7121778726577759
4,4,4.214156150817871,4.6748223304748535,0.01,-100.0,0.021964939311146736,3.6546269357204437,5.04185688495636,0.9583389759063721
5,5,3.922374963760376,4.033132076263428,0.01,-100.0,0.02307400293648243,7.243900954723358,16.20896279811859,3.395543932914734
6,6,3.620875597000122,3.7400333881378174,0.01,0.15791416806753553,0.023832344450056553,10.473215937614441,19.743439316749573,3.512283146381378
7,7,3.5865206718444824,3.6572136878967285,0.01,0.15831589030018212,0.024623911827802658,12.437116146087646,20.71250355243683,3.096491813659668
8,8,3.630967617034912,3.5055220127105713,0.01,0.15726506890024844,0.025157278403639793,14.15233314037323,18.948015570640564,2.2382748126983643
9,9,3.620549201965332,3.52308988571167,0.01,0.1591573029663239,0.025663071312010288,16.756319761276245,21.506234169006348,2.0058286488056183
10,10,3.3329520225524902,3.4890003204345703,0.01,0.15910958567065486,0.02603955613449216,20.983534693717957,28.972397565841675,2.1472079753875732
