step,iter,train/loss,val/loss,lr,mfu,token_embedding_act_abs_mean,attn_act_abs_mean,mlp_act_abs_mean,lm_head_act_abs_mean
0,0,4.335901737213135,4.345541954040527,0.01,-100.0
1,1,3.6726133823394775,3.735624313354492,0.01,-100.0,0.015853996388614178,0.011918186559341848,0.04392166156321764,0.39812851697206497
2,2,7.017706871032715,6.6646881103515625,0.01,-100.0,0.017192401457577944,0.17091111652553082,0.5623161606490612,1.2170864641666412
3,3,5.787502288818359,5.809599876403809,0.01,-100.0,0.018967926502227783,1.915898822247982,4.624521732330322,2.1430339217185974
4,4,5.909453868865967,5.749451637268066,0.01,-100.0,0.020363073330372572,3.6537974178791046,10.127967864274979,3.4403249621391296
5,5,5.562957763671875,5.311190605163574,0.01,-100.0,0.020898150745779276,6.697891533374786,14.262647658586502,4.66304886341095
6,6,4.463077545166016,4.573225021362305,0.01,0.3528771572656502,0.021504714619368315,10.643096089363098,15.612299263477325,5.17510199546814
7,7,4.239751815795898,4.556756496429443,0.01,0.3553102041028659,0.02219350729137659,14.846933484077454,20.150996804237366,5.474508285522461
8,8,4.791580677032471,4.790911674499512,0.01,0.3568598123461525,0.022967121563851833,18.721318006515503,19.20424234867096,4.987033128738403
9,9,4.653504371643066,4.490084648132324,0.01,0.3580016074682213,0.023784415796399117,22.13667631149292,25.32489365339279,5.253021001815796
10,10,4.254693031311035,4.37019681930542,0.01,0.35977025202002094,0.02427728846669197,25.63781189918518,32.61679971218109,5.571587920188904
