step,iter,train/loss,val/loss,lr,mfu,token_embedding_act_abs_mean,attn_act_abs_mean,mlp_act_abs_mean,lm_head_act_abs_mean
0,0,4.221254348754883,4.208528518676758,0.01,-100.0
1,1,3.4915215969085693,3.651031494140625,0.01,-100.0,0.01589166186749935,0.01219176419544965,0.04404776403680444,0.38528308272361755
2,2,3.4998393058776855,3.459984064102173,0.01,-100.0,0.01763253752142191,0.13898917194455862,0.5499833635985851,1.1320435106754303
3,3,8.300826072692871,8.249369621276855,0.01,-100.0,0.020463525783270597,1.1584863513708115,4.550782650709152,2.8951462507247925
4,4,4.058361053466797,3.9619977474212646,0.01,-100.0,0.022560256998986006,5.656097412109375,6.820598542690277,4.678471326828003
5,5,3.9502241611480713,4.013648986816406,0.01,-100.0,0.02349134860560298,8.110187113285065,18.64986491203308,2.584481358528137
6,6,3.611988067626953,3.806676149368286,0.01,0.38336280717015153,0.024020180571824312,11.636353731155396,28.856677770614624,4.225083351135254
7,7,3.478053092956543,3.5027852058410645,0.01,0.38245506009955677,0.024202500469982624,15.787031531333923,38.36371183395386,4.951831936836243
8,8,3.705683708190918,3.725041151046753,0.01,0.38169855899565136,0.024262697901576757,19.661671042442322,48.18535375595093,5.174979329109192
9,9,3.7142977714538574,3.835721492767334,0.01,0.38119196515880893,0.024838430806994438,22.469473838806152,58.13566446304321,5.012618899345398
10,10,3.688145875930786,3.811523914337158,0.01,0.38095048534038956,0.025170193053781986,25.08600652217865,67.29981231689453,4.893940806388855
