timestamp,gpu_index,temperature_C,utilization_gpu_percent,power_W
2025-09-24T03:42:37.756Z,3, 54, 100, 686.52
2025-09-24T03:42:37.756Z,4, 57, 100, 690.46
2025-09-24T03:42:37.756Z,5, 49, 100, 686.22
2025-09-24T03:42:37.756Z,6, 53, 100, 688.12
2025-09-24T03:42:37.756Z,7, 50, 100, 690.88
2025-09-24T03:42:38.126Z,0, 54, 100, 689.92
2025-09-24T03:42:38.126Z,1, 69, 100, 687.33
2025-09-24T03:42:38.126Z,2, 51, 100, 692.83
2025-09-24T03:42:38.126Z,3, 54, 100, 685.68
2025-09-24T03:42:38.126Z,4, 57, 100, 690.28
2025-09-24T03:42:38.126Z,5, 49, 100, 688.71
2025-09-24T03:42:38.126Z,6, 53, 100, 688.76
2025-09-24T03:42:38.126Z,7, 49, 100, 693.22
2025-09-24T03:42:38.450Z,0, 54, 99, 692.59
2025-09-24T03:42:38.450Z,1, 69, 100, 686.45
2025-09-24T03:42:38.450Z,2, 51, 100, 694.00
2025-09-24T03:42:38.450Z,3, 54, 100, 687.73
2025-09-24T03:42:38.450Z,4, 56, 100, 692.10
2025-09-24T03:42:38.450Z,5, 48, 100, 691.67
2025-09-24T03:42:38.450Z,6, 52, 100, 689.33
2025-09-24T03:42:38.450Z,7, 50, 100, 689.68
2025-09-24T03:42:38.793Z,0, 53, 100, 691.46
2025-09-24T03:42:38.793Z,1, 68, 100, 686.62
2025-09-24T03:42:38.793Z,2, 51, 100, 691.37
2025-09-24T03:42:38.793Z,3, 54, 100, 685.21
2025-09-24T03:42:38.793Z,4, 57, 100, 692.60
2025-09-24T03:42:38.793Z,5, 49, 100, 684.46
2025-09-24T03:42:38.793Z,6, 54, 100, 687.15
2025-09-24T03:42:38.793Z,7, 50, 100, 689.53
2025-09-24T03:42:39.152Z,0, 54, 99, 690.31
2025-09-24T03:42:39.152Z,1, 69, 100, 689.53
2025-09-24T03:42:39.152Z,2, 52, 100, 691.59
2025-09-24T03:42:39.152Z,3, 54, 100, 688.19
2025-09-24T03:42:39.152Z,4, 57, 100, 692.00
2025-09-24T03:42:39.152Z,5, 49, 100, 686.05
2025-09-24T03:42:39.152Z,6, 53, 100, 689.16
2025-09-24T03:42:39.152Z,7, 50, 100, 689.65
2025-09-24T03:42:39.506Z,0, 54, 100, 686.97
2025-09-24T03:42:39.506Z,1, 69, 100, 689.36
2025-09-24T03:42:39.506Z,2, 51, 100, 692.16
2025-09-24T03:42:39.506Z,3, 54, 100, 688.55
2025-09-24T03:42:39.506Z,4, 57, 100, 691.24
2025-09-24T03:42:39.506Z,5, 48, 100, 688.58
2025-09-24T03:42:39.506Z,6, 53, 100, 687.99
2025-09-24T03:42:39.506Z,7, 50, 100, 687.83
2025-09-24T03:42:39.852Z,0, 54, 100, 688.47
2025-09-24T03:42:39.852Z,1, 69, 100, 689.05
2025-09-24T03:42:39.852Z,2, 50, 100, 691.09
2025-09-24T03:42:39.852Z,3, 53, 100, 685.92
2025-09-24T03:42:39.852Z,4, 57, 100, 689.61
2025-09-24T03:42:39.852Z,5, 49, 100, 687.24
2025-09-24T03:42:39.852Z,6, 55, 100, 688.83
2025-09-24T03:42:39.852Z,7, 50, 100, 687.24
2025-09-24T03:42:40.190Z,0, 55, 99, 690.31
2025-09-24T03:42:40.190Z,1, 69, 100, 691.21
2025-09-24T03:42:40.190Z,2, 51, 100, 689.62
2025-09-24T03:42:40.190Z,3, 55, 100, 686.75
2025-09-24T03:42:40.190Z,4, 57, 100, 693.33
2025-09-24T03:42:40.190Z,5, 49, 100, 683.57
2025-09-24T03:42:40.190Z,6, 55, 100, 689.78
2025-09-24T03:42:40.190Z,7, 50, 100, 687.97
2025-09-24T03:42:40.539Z,0, 55, 100, 690.92
2025-09-24T03:42:40.539Z,1, 70, 100, 691.53
2025-09-24T03:42:40.539Z,2, 51, 100, 688.01
2025-09-24T03:42:40.539Z,3, 55, 100, 686.81
2025-09-24T03:42:40.539Z,4, 57, 100, 696.32
2025-09-24T03:42:40.539Z,5, 49, 100, 687.41
2025-09-24T03:42:40.539Z,6, 54, 100, 692.89
2025-09-24T03:42:40.539Z,7, 49, 100, 687.39
2025-09-24T03:42:40.870Z,0, 55, 99, 689.25
2025-09-24T03:42:40.870Z,1, 70, 100, 692.14
2025-09-24T03:42:40.870Z,2, 51, 100, 690.42
2025-09-24T03:42:40.870Z,3, 54, 100, 688.56
2025-09-24T03:42:40.870Z,4, 57, 100, 694.32
2025-09-24T03:42:40.870Z,5, 47, 100, 684.13
2025-09-24T03:42:40.870Z,6, 54, 100, 689.96
2025-09-24T03:42:40.870Z,7, 50, 100, 685.66
2025-09-24T03:42:41.199Z,0, 55, 100, 689.74
2025-09-24T03:42:41.199Z,1, 69, 100, 691.72
2025-09-24T03:42:41.199Z,2, 51, 100, 689.02
2025-09-24T03:42:41.199Z,3, 53, 100, 686.61
2025-09-24T03:42:41.199Z,4, 57, 100, 692.83
2025-09-24T03:42:41.199Z,5, 49, 100, 683.84
2025-09-24T03:42:41.199Z,6, 55, 100, 687.37
2025-09-24T03:42:41.199Z,7, 51, 100, 687.88
2025-09-24T03:42:41.525Z,0, 54, 99, 689.41
2025-09-24T03:42:41.525Z,1, 69, 100, 691.22
2025-09-24T03:42:41.525Z,2, 52, 100, 686.21
2025-09-24T03:42:41.525Z,3, 55, 100, 684.47
2025-09-24T03:42:41.525Z,4, 57, 100, 693.11
2025-09-24T03:42:41.525Z,5, 49, 100, 682.93
2025-09-24T03:42:41.525Z,6, 55, 100, 687.70
2025-09-24T03:42:41.525Z,7, 50, 100, 688.64
2025-09-24T03:42:41.839Z,0, 55, 100, 687.02
2025-09-24T03:42:41.839Z,1, 70, 100, 692.25
2025-09-24T03:42:41.839Z,2, 52, 100, 687.73
2025-09-24T03:42:41.839Z,3, 55, 100, 687.83
2025-09-24T03:42:41.839Z,4, 57, 100, 693.65
2025-09-24T03:42:41.839Z,5, 50, 100, 686.97
2025-09-24T03:42:41.839Z,6, 55, 100, 690.36
2025-09-24T03:42:41.839Z,7, 50, 100, 692.79
2025-09-24T03:42:42.199Z,0, 55, 100, 686.03
2025-09-24T03:42:42.199Z,1, 70, 100, 693.56
2025-09-24T03:42:42.199Z,2, 52, 100, 688.40
2025-09-24T03:42:42.199Z,3, 55, 100, 689.73
2025-09-24T03:42:42.199Z,4, 58, 100, 692.18
2025-09-24T03:42:42.199Z,5, 48, 100, 688.96
2025-09-24T03:42:42.199Z,6, 53, 100, 686.79
2025-09-24T03:42:42.199Z,7, 50, 100, 688.72
2025-09-24T03:42:42.535Z,0, 55, 99, 685.24
2025-09-24T03:42:42.535Z,1, 70, 100, 696.39
2025-09-24T03:42:42.535Z,2, 51, 100, 690.28
2025-09-24T03:42:42.535Z,3, 54, 100, 688.01
2025-09-24T03:42:42.535Z,4, 57, 100, 690.09
2025-09-24T03:42:42.535Z,5, 49, 100, 685.56
2025-09-24T03:42:42.535Z,6, 55, 100, 684.09
2025-09-24T03:42:42.535Z,7, 51, 100, 688.25
2025-09-24T03:42:42.866Z,0, 54, 100, 688.07
2025-09-24T03:42:42.866Z,1, 69, 100, 695.58
2025-09-24T03:42:42.866Z,2, 52, 100, 687.86
2025-09-24T03:42:42.866Z,3, 56, 100, 683.68
2025-09-24T03:42:42.866Z,4, 59, 100, 687.70
2025-09-24T03:42:42.866Z,5, 50, 100, 685.35
2025-09-24T03:42:42.866Z,6, 55, 100, 683.98
2025-09-24T03:42:42.866Z,7, 51, 100, 690.53
2025-09-24T03:42:43.200Z,0, 55, 99, 687.33
2025-09-24T03:42:43.200Z,1, 70, 100, 697.14
2025-09-24T03:42:43.200Z,2, 52, 100, 688.91
2025-09-24T03:42:43.200Z,3, 55, 100, 685.16
2025-09-24T03:42:43.200Z,4, 58, 100, 689.82
2025-09-24T03:42:43.200Z,5, 50, 100, 685.58
2025-09-24T03:42:43.200Z,6, 55, 100, 687.73
2025-09-24T03:42:43.200Z,7, 50, 100, 693.38
2025-09-24T03:42:43.535Z,0, 56, 100, 687.50
2025-09-24T03:42:43.535Z,1, 70, 100, 695.35
2025-09-24T03:42:43.535Z,2, 52, 100, 689.51
2025-09-24T03:42:43.535Z,3, 56, 100, 686.15
2025-09-24T03:42:43.535Z,4, 58, 100, 691.24
2025-09-24T03:42:43.535Z,5, 50, 100, 687.98
2025-09-24T03:42:43.535Z,6, 55, 100, 688.76
2025-09-24T03:42:43.535Z,7, 51, 100, 691.67
2025-09-24T03:42:43.840Z,0, 55, 99, 688.73
2025-09-24T03:42:43.840Z,1, 70, 100, 694.23
2025-09-24T03:42:43.840Z,2, 52, 100, 689.38
2025-09-24T03:42:43.840Z,3, 56, 100, 687.25
2025-09-24T03:42:43.840Z,4, 58, 100, 693.57
2025-09-24T03:42:43.840Z,5, 49, 100, 688.21
2025-09-24T03:42:43.840Z,6, 56, 100, 689.16
2025-09-24T03:42:43.840Z,7, 50, 100, 689.88
2025-09-24T03:42:44.169Z,0, 56, 100, 686.82
2025-09-24T03:42:44.169Z,1, 70, 100, 693.42
2025-09-24T03:42:44.169Z,2, 52, 100, 690.43
2025-09-24T03:42:44.169Z,3, 55, 100, 691.28
2025-09-24T03:42:44.169Z,4, 58, 100, 693.67
2025-09-24T03:42:44.169Z,5, 49, 100, 692.92
2025-09-24T03:42:44.169Z,6, 54, 100, 689.90
2025-09-24T03:42:44.169Z,7, 50, 100, 687.83
2025-09-24T03:42:44.486Z,0, 56, 99, 688.69
2025-09-24T03:42:44.486Z,1, 70, 100, 695.36
2025-09-24T03:42:44.486Z,2, 52, 100, 689.98
2025-09-24T03:42:44.486Z,3, 55, 100, 693.49
2025-09-24T03:42:44.486Z,4, 58, 100, 689.95
2025-09-24T03:42:44.486Z,5, 50, 100, 687.90
2025-09-24T03:42:44.486Z,6, 56, 100, 687.43
2025-09-24T03:42:44.486Z,7, 51, 100, 689.17
2025-09-24T03:42:44.819Z,0, 55, 100, 688.05
2025-09-24T03:42:44.819Z,1, 69, 100, 694.18
2025-09-24T03:42:44.819Z,2, 53, 100, 689.00
2025-09-24T03:42:44.819Z,3, 56, 100, 689.74
2025-09-24T03:42:44.819Z,4, 59, 100, 690.74
2025-09-24T03:42:44.819Z,5, 50, 100, 686.94
2025-09-24T03:42:44.819Z,6, 55, 100, 689.66
2025-09-24T03:42:44.819Z,7, 51, 100, 685.94
2025-09-24T03:42:45.147Z,0, 56, 99, 689.00
2025-09-24T03:42:45.147Z,1, 70, 100, 696.27
2025-09-24T03:42:45.147Z,2, 53, 100, 689.71
2025-09-24T03:42:45.147Z,3, 56, 100, 689.55
2025-09-24T03:42:45.147Z,4, 59, 100, 690.00
2025-09-24T03:42:45.147Z,5, 50, 100, 688.96
2025-09-24T03:42:45.147Z,6, 56, 100, 689.07
2025-09-24T03:42:45.147Z,7, 50, 100, 685.69
2025-09-24T03:42:45.516Z,0, 56, 100, 686.62
2025-09-24T03:42:45.516Z,1, 70, 100, 693.37
2025-09-24T03:42:45.516Z,2, 52, 100, 691.92
2025-09-24T03:42:45.516Z,3, 56, 100, 690.20
2025-09-24T03:42:45.516Z,4, 58, 100, 689.47
2025-09-24T03:42:45.516Z,5, 48, 100, 688.00
2025-09-24T03:42:45.516Z,6, 55, 100, 686.34
2025-09-24T03:42:45.516Z,7, 51, 100, 685.30
2025-09-24T03:42:45.850Z,0, 56, 100, 690.91
2025-09-24T03:42:45.850Z,1, 70, 100, 691.75
2025-09-24T03:42:45.850Z,2, 52, 100, 690.29
2025-09-24T03:42:45.850Z,3, 55, 100, 689.20
2025-09-24T03:42:45.850Z,4, 59, 100, 685.99
2025-09-24T03:42:45.850Z,5, 50, 100, 685.17
2025-09-24T03:42:45.850Z,6, 57, 100, 693.03
2025-09-24T03:42:45.850Z,7, 51, 100, 687.58
2025-09-24T03:42:46.227Z,0, 57, 99, 688.53
2025-09-24T03:42:46.227Z,1, 70, 100, 690.60
2025-09-24T03:42:46.227Z,2, 53, 100, 692.24
2025-09-24T03:42:46.227Z,3, 56, 100, 693.02
2025-09-24T03:42:46.227Z,4, 59, 100, 687.03
2025-09-24T03:42:46.227Z,5, 49, 100, 689.49
2025-09-24T03:42:46.227Z,6, 55, 100, 694.27
2025-09-24T03:42:46.227Z,7, 50, 100, 689.26
2025-09-24T03:42:46.588Z,0, 56, 100, 689.61
2025-09-24T03:42:46.588Z,1, 70, 100, 689.70
2025-09-24T03:42:46.588Z,2, 52, 100, 690.45
2025-09-24T03:42:46.588Z,3, 56, 100, 688.40
2025-09-24T03:42:46.588Z,4, 60, 100, 685.58
2025-09-24T03:42:46.588Z,5, 50, 100, 689.52
2025-09-24T03:42:46.588Z,6, 57, 100, 691.56
2025-09-24T03:42:46.588Z,7, 51, 100, 688.04
2025-09-24T03:42:46.949Z,0, 57, 99, 687.59
2025-09-24T03:42:46.949Z,1, 70, 100, 688.87
2025-09-24T03:42:46.949Z,2, 53, 100, 691.69
2025-09-24T03:42:46.949Z,3, 57, 100, 689.30
2025-09-24T03:42:46.949Z,4, 60, 100, 688.26
2025-09-24T03:42:46.949Z,5, 50, 100, 688.71
2025-09-24T03:42:46.949Z,6, 56, 100, 688.71
2025-09-24T03:42:46.949Z,7, 52, 100, 687.39
2025-09-24T03:42:47.289Z,0, 58, 100, 689.64
2025-09-24T03:42:47.289Z,1, 70, 100, 689.12
2025-09-24T03:42:47.289Z,2, 53, 100, 691.20
2025-09-24T03:42:47.289Z,3, 56, 100, 689.21
2025-09-24T03:42:47.289Z,4, 60, 100, 690.19
2025-09-24T03:42:47.289Z,5, 51, 100, 689.57
2025-09-24T03:42:47.289Z,6, 56, 100, 693.13
2025-09-24T03:42:47.289Z,7, 51, 100, 689.78
2025-09-24T03:42:47.622Z,0, 57, 100, 694.73
2025-09-24T03:42:47.622Z,1, 70, 100, 689.69
2025-09-24T03:42:47.622Z,2, 53, 100, 693.70
2025-09-24T03:42:47.622Z,3, 56, 100, 688.02
2025-09-24T03:42:47.622Z,4, 60, 100, 692.42
2025-09-24T03:42:47.622Z,5, 50, 100, 687.86
2025-09-24T03:42:47.622Z,6, 56, 100, 692.10
2025-09-24T03:42:47.622Z,7, 50, 100, 690.50
2025-09-24T03:42:47.949Z,0, 57, 100, 694.44
2025-09-24T03:42:47.949Z,1, 70, 100, 691.63
2025-09-24T03:42:47.949Z,2, 52, 100, 691.07
2025-09-24T03:42:47.949Z,3, 57, 100, 688.78
2025-09-24T03:42:47.949Z,4, 59, 100, 693.77
2025-09-24T03:42:47.949Z,5, 48, 100, 685.77
2025-09-24T03:42:47.949Z,6, 56, 100, 688.72
2025-09-24T03:42:47.949Z,7, 51, 100, 690.80
2025-09-24T03:42:48.258Z,0, 57, 100, 694.91
2025-09-24T03:42:48.258Z,1, 71, 100, 692.17
2025-09-24T03:42:48.258Z,2, 52, 100, 688.13
2025-09-24T03:42:48.258Z,3, 55, 100, 688.47
2025-09-24T03:42:48.258Z,4, 59, 100, 687.86
2025-09-24T03:42:48.258Z,5, 50, 100, 685.70
2025-09-24T03:42:48.258Z,6, 57, 100, 689.81
2025-09-24T03:42:48.258Z,7, 52, 100, 687.35
2025-09-24T03:42:48.588Z,0, 57, 99, 689.04
2025-09-24T03:42:48.588Z,1, 71, 100, 692.49
2025-09-24T03:42:48.588Z,2, 53, 100, 685.82
2025-09-24T03:42:48.588Z,3, 57, 100, 690.18
2025-09-24T03:42:48.588Z,4, 60, 100, 687.58
2025-09-24T03:42:48.588Z,5, 51, 100, 687.51
2025-09-24T03:42:48.588Z,6, 56, 100, 688.22
2025-09-24T03:42:48.588Z,7, 52, 100, 687.72
2025-09-24T03:42:48.941Z,0, 57, 100, 687.19
2025-09-24T03:42:48.941Z,1, 70, 100, 694.10
2025-09-24T03:42:48.941Z,2, 53, 100, 689.85
2025-09-24T03:42:48.941Z,3, 57, 100, 689.81
2025-09-24T03:42:48.941Z,4, 60, 100, 688.65
2025-09-24T03:42:48.941Z,5, 50, 100, 688.41
2025-09-24T03:42:48.941Z,6, 56, 100, 689.15
2025-09-24T03:42:48.941Z,7, 50, 100, 687.03
2025-09-24T03:42:49.288Z,0, 57, 99, 686.05
2025-09-24T03:42:49.288Z,1, 70, 100, 696.44
2025-09-24T03:42:49.288Z,2, 51, 100, 690.73
2025-09-24T03:42:49.288Z,3, 56, 100, 688.99
2025-09-24T03:42:49.288Z,4, 60, 100, 684.47
2025-09-24T03:42:49.288Z,5, 50, 100, 687.84
2025-09-24T03:42:49.288Z,6, 57, 100, 686.20
2025-09-24T03:42:49.288Z,7, 52, 100, 688.68
2025-09-24T03:42:49.649Z,0, 57, 100, 687.45
2025-09-24T03:42:49.649Z,1, 71, 100, 696.79
2025-09-24T03:42:49.649Z,2, 53, 100, 690.59
2025-09-24T03:42:49.649Z,3, 57, 100, 687.80
2025-09-24T03:42:49.649Z,4, 60, 100, 686.31
2025-09-24T03:42:49.649Z,5, 51, 100, 686.17
2025-09-24T03:42:49.649Z,6, 57, 100, 688.65
2025-09-24T03:42:49.649Z,7, 51, 100, 690.30
2025-09-24T03:42:49.990Z,0, 58, 100, 689.07
2025-09-24T03:42:49.990Z,1, 70, 100, 694.29
2025-09-24T03:42:49.990Z,2, 53, 100, 695.95
2025-09-24T03:42:49.990Z,3, 57, 100, 690.59
2025-09-24T03:42:49.990Z,4, 60, 100, 686.86
2025-09-24T03:42:49.990Z,5, 50, 100, 688.43
2025-09-24T03:42:49.990Z,6, 55, 100, 689.03
2025-09-24T03:42:49.990Z,7, 51, 100, 687.64
2025-09-24T03:42:50.354Z,0, 58, 100, 688.20
2025-09-24T03:42:50.354Z,1, 70, 100, 691.61
2025-09-24T03:42:50.354Z,2, 53, 100, 694.97
2025-09-24T03:42:50.354Z,3, 57, 100, 690.09
2025-09-24T03:42:50.354Z,4, 59, 100, 692.78
2025-09-24T03:42:50.354Z,5, 49, 100, 690.14
2025-09-24T03:42:50.354Z,6, 56, 100, 688.37
2025-09-24T03:42:50.354Z,7, 52, 100, 684.44
2025-09-24T03:42:50.667Z,0, 58, 100, 688.44
2025-09-24T03:42:50.667Z,1, 71, 100, 689.68
2025-09-24T03:42:50.667Z,2, 53, 100, 692.88
2025-09-24T03:42:50.667Z,3, 56, 100, 691.76
2025-09-24T03:42:50.667Z,4, 59, 100, 689.97
2025-09-24T03:42:50.667Z,5, 51, 100, 688.09
2025-09-24T03:42:50.667Z,6, 58, 100, 684.76
2025-09-24T03:42:50.667Z,7, 53, 100, 683.04
2025-09-24T03:42:50.992Z,0, 57, 99, 690.28
2025-09-24T03:42:50.992Z,1, 71, 100, 688.74
2025-09-24T03:42:50.992Z,2, 54, 100, 686.51
2025-09-24T03:42:50.992Z,3, 57, 100, 687.84
2025-09-24T03:42:50.992Z,4, 61, 100, 690.11
2025-09-24T03:42:50.992Z,5, 50, 100, 689.11
2025-09-24T03:42:50.992Z,6, 57, 100, 689.00
2025-09-24T03:42:50.992Z,7, 52, 100, 687.60
2025-09-24T03:42:51.352Z,0, 58, 100, 687.96
2025-09-24T03:42:51.352Z,1, 71, 100, 689.98
2025-09-24T03:42:51.352Z,2, 53, 100, 686.98
2025-09-24T03:42:51.352Z,3, 58, 100, 690.55
2025-09-24T03:42:51.352Z,4, 61, 100, 689.63
2025-09-24T03:42:51.352Z,5, 51, 100, 689.08
2025-09-24T03:42:51.352Z,6, 58, 100, 690.51
2025-09-24T03:42:51.352Z,7, 51, 100, 689.89
2025-09-24T03:42:51.688Z,0, 58, 99, 688.13
2025-09-24T03:42:51.688Z,1, 71, 100, 696.14
2025-09-24T03:42:51.688Z,2, 53, 100, 687.82
2025-09-24T03:42:51.688Z,3, 57, 100, 693.70
2025-09-24T03:42:51.688Z,4, 59, 100, 690.67
2025-09-24T03:42:51.688Z,5, 50, 100, 685.23
2025-09-24T03:42:51.688Z,6, 58, 100, 686.45
2025-09-24T03:42:51.688Z,7, 52, 100, 688.67
2025-09-24T03:42:52.030Z,0, 57, 100, 688.14
2025-09-24T03:42:52.030Z,1, 69, 100, 696.97
2025-09-24T03:42:52.030Z,2, 53, 100, 685.83
2025-09-24T03:42:52.030Z,3, 58, 100, 688.89
2025-09-24T03:42:52.030Z,4, 61, 100, 687.97
2025-09-24T03:42:52.030Z,5, 51, 100, 680.71
2025-09-24T03:42:52.030Z,6, 58, 100, 683.35
2025-09-24T03:42:52.030Z,7, 52, 100, 690.38
2025-09-24T03:42:52.368Z,0, 57, 99, 688.84
2025-09-24T03:42:52.368Z,1, 71, 100, 694.14
2025-09-24T03:42:52.368Z,2, 54, 100, 689.73
2025-09-24T03:42:52.368Z,3, 58, 100, 687.34
2025-09-24T03:42:52.368Z,4, 61, 100, 688.41
2025-09-24T03:42:52.368Z,5, 51, 100, 683.57
2025-09-24T03:42:52.368Z,6, 58, 100, 687.00
2025-09-24T03:42:52.368Z,7, 52, 100, 689.07
2025-09-24T03:42:52.691Z,0, 59, 100, 691.30
2025-09-24T03:42:52.691Z,1, 71, 100, 690.11
2025-09-24T03:42:52.691Z,2, 54, 100, 694.33
2025-09-24T03:42:52.691Z,3, 58, 100, 685.95
2025-09-24T03:42:52.691Z,4, 60, 100, 687.22
2025-09-24T03:42:52.691Z,5, 50, 100, 689.02
2025-09-24T03:42:52.691Z,6, 57, 100, 689.35
2025-09-24T03:42:52.691Z,7, 51, 100, 686.81
2025-09-24T03:42:53.069Z,0, 58, 99, 691.11
2025-09-24T03:42:53.069Z,1, 71, 100, 688.89
2025-09-24T03:42:53.069Z,2, 53, 100, 692.05
2025-09-24T03:42:53.069Z,3, 58, 100, 685.11
2025-09-24T03:42:53.069Z,4, 61, 100, 685.56
2025-09-24T03:42:53.069Z,5, 51, 100, 689.35
2025-09-24T03:42:53.069Z,6, 58, 100, 689.08
2025-09-24T03:42:53.069Z,7, 52, 100, 685.96
2025-09-24T03:42:53.424Z,0, 57, 100, 689.24
2025-09-24T03:42:53.424Z,1, 71, 100, 690.62
2025-09-24T03:42:53.424Z,2, 54, 100, 689.41
2025-09-24T03:42:53.424Z,3, 58, 100, 685.72
2025-09-24T03:42:53.424Z,4, 61, 100, 690.77
2025-09-24T03:42:53.424Z,5, 51, 100, 690.84
2025-09-24T03:42:53.424Z,6, 58, 100, 691.36
2025-09-24T03:42:53.424Z,7, 52, 100, 688.10
2025-09-24T03:42:53.753Z,0, 59, 99, 686.78
2025-09-24T03:42:53.753Z,1, 71, 100, 691.96
2025-09-24T03:42:53.753Z,2, 54, 100, 688.18
2025-09-24T03:42:53.753Z,3, 58, 100, 689.52
2025-09-24T03:42:53.753Z,4, 61, 100, 690.76
2025-09-24T03:42:53.753Z,5, 51, 100, 686.55
2025-09-24T03:42:53.753Z,6, 58, 100, 690.02
2025-09-24T03:42:53.753Z,7, 52, 100, 692.19
2025-09-24T03:42:54.083Z,0, 58, 100, 688.61
2025-09-24T03:42:54.083Z,1, 71, 100, 693.23
2025-09-24T03:42:54.083Z,2, 53, 100, 690.95
2025-09-24T03:42:54.083Z,3, 58, 100, 692.75
2025-09-24T03:42:54.083Z,4, 60, 100, 689.54
2025-09-24T03:42:54.083Z,5, 50, 100, 687.26
2025-09-24T03:42:54.083Z,6, 56, 100, 691.03
2025-09-24T03:42:54.083Z,7, 51, 100, 687.51
2025-09-24T03:42:54.426Z,0, 58, 100, 688.55
2025-09-24T03:42:54.426Z,1, 71, 100, 690.07
2025-09-24T03:42:54.426Z,2, 52, 100, 687.34
2025-09-24T03:42:54.426Z,3, 56, 100, 690.59
2025-09-24T03:42:54.426Z,4, 61, 100, 684.21
2025-09-24T03:42:54.426Z,5, 51, 100, 684.95
2025-09-24T03:42:54.426Z,6, 59, 100, 687.60
2025-09-24T03:42:54.426Z,7, 53, 100, 686.73
2025-09-24T03:42:54.769Z,0, 58, 100, 689.58
2025-09-24T03:42:54.769Z,1, 70, 100, 688.95
2025-09-24T03:42:54.769Z,2, 53, 100, 690.04
2025-09-24T03:42:54.769Z,3, 58, 100, 686.28
2025-09-24T03:42:54.769Z,4, 61, 100, 685.18
2025-09-24T03:42:54.769Z,5, 51, 100, 688.11
2025-09-24T03:42:54.769Z,6, 58, 100, 690.27
2025-09-24T03:42:54.769Z,7, 53, 100, 684.93
2025-09-24T03:42:55.116Z,0, 59, 100, 691.47
2025-09-24T03:42:55.116Z,1, 71, 100, 689.45
2025-09-24T03:42:55.116Z,2, 53, 100, 691.22
2025-09-24T03:42:55.116Z,3, 59, 100, 689.60
2025-09-24T03:42:55.116Z,4, 61, 100, 687.82
2025-09-24T03:42:55.116Z,5, 51, 100, 691.01
2025-09-24T03:42:55.116Z,6, 58, 100, 690.63
2025-09-24T03:42:55.116Z,7, 50, 100, 690.44
2025-09-24T03:42:55.468Z,0, 58, 99, 690.79
2025-09-24T03:42:55.468Z,1, 71, 100, 689.95
2025-09-24T03:42:55.468Z,2, 54, 100, 690.53
2025-09-24T03:42:55.468Z,3, 58, 100, 688.60
2025-09-24T03:42:55.468Z,4, 61, 100, 689.43
2025-09-24T03:42:55.468Z,5, 50, 100, 687.01
2025-09-24T03:42:55.468Z,6, 58, 100, 687.62
2025-09-24T03:42:55.468Z,7, 52, 100, 689.16
2025-09-24T03:42:55.793Z,0, 58, 100, 690.54
2025-09-24T03:42:55.793Z,1, 71, 100, 691.77
2025-09-24T03:42:55.793Z,2, 53, 100, 687.82
2025-09-24T03:42:55.793Z,3, 58, 100, 687.15
2025-09-24T03:42:55.793Z,4, 62, 100, 687.08
2025-09-24T03:42:55.793Z,5, 51, 100, 685.98
2025-09-24T03:42:55.793Z,6, 59, 100, 686.59
2025-09-24T03:42:55.793Z,7, 52, 100, 692.72
2025-09-24T03:42:56.128Z,0, 59, 99, 686.60
2025-09-24T03:42:56.128Z,1, 71, 100, 693.26
2025-09-24T03:42:56.128Z,2, 54, 100, 687.71
2025-09-24T03:42:56.128Z,3, 59, 100, 688.07
2025-09-24T03:42:56.128Z,4, 61, 100, 688.33
2025-09-24T03:42:56.128Z,5, 52, 100, 683.63
2025-09-24T03:42:56.128Z,6, 59, 100, 686.24
2025-09-24T03:42:56.128Z,7, 52, 100, 687.92
2025-09-24T03:42:56.471Z,0, 59, 100, 688.38
2025-09-24T03:42:56.471Z,1, 71, 100, 693.58
2025-09-24T03:42:56.471Z,2, 54, 100, 688.74
2025-09-24T03:42:56.471Z,3, 59, 100, 688.05
2025-09-24T03:42:56.471Z,4, 61, 100, 688.73
2025-09-24T03:42:56.471Z,5, 51, 100, 688.53
2025-09-24T03:42:56.471Z,6, 59, 100, 692.02
2025-09-24T03:42:56.471Z,7, 52, 100, 689.61
2025-09-24T03:42:56.806Z,0, 59, 100, 690.58
2025-09-24T03:42:56.806Z,1, 71, 100, 688.03
2025-09-24T03:42:56.806Z,2, 54, 100, 692.26
2025-09-24T03:42:56.806Z,3, 58, 100, 691.49
2025-09-24T03:42:56.806Z,4, 62, 100, 690.46
2025-09-24T03:42:56.806Z,5, 50, 100, 690.57
2025-09-24T03:42:56.806Z,6, 57, 100, 687.48
2025-09-24T03:42:56.806Z,7, 52, 100, 682.90
2025-09-24T03:42:57.152Z,0, 59, 100, 692.09
2025-09-24T03:42:57.152Z,1, 71, 100, 688.39
2025-09-24T03:42:57.152Z,2, 52, 100, 690.54
2025-09-24T03:42:57.152Z,3, 58, 100, 686.64
2025-09-24T03:42:57.152Z,4, 62, 100, 687.37
2025-09-24T03:42:57.152Z,5, 51, 100, 689.69
2025-09-24T03:42:57.152Z,6, 59, 100, 690.07
2025-09-24T03:42:57.152Z,7, 53, 100, 691.03
2025-09-24T03:42:57.492Z,0, 60, 100, 690.35
2025-09-24T03:42:57.492Z,1, 71, 100, 692.24
2025-09-24T03:42:57.492Z,2, 54, 100, 688.72
2025-09-24T03:42:57.492Z,3, 59, 100, 686.61
