run_name,run_id,state,created_at,url,bias,seed,device,min_lr,n_embd,n_head,dropout,n_layer,n_params,grad_clip,max_iters,norm_type,wandb_log,batch_size,block_size,eval_iters,vocab_size,linear_type,log_interval,pos_encoding,warmup_iters,weight_decay,eval_interval,learning_rate,residual_type,wandb_project,lr_decay_iters,norm_placement,activation_type,Sample Generation,_runtime,_step,_timestamp,_wandb,iter,lr,train/loss,train/step_loss,val/loss,training_time_sec
C3_12_heads,g4ay6776,finished,2026-05-25T08:51:42Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/g4ay6776,False,2026,cuda,0.0001,384,12,0.2,6,10745088,1,5000,layernorm,True,64,256,200,65,standard,10,learned,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_600e86f8b83a4961cd66.html', 'sha256': '600e86f8b83a4961cd6648d7136e2f37ddee6b69eb48512b88a04836b8f895db', 'size': 273}",729,522,1779699832.8836913,{'runtime': 729},5000,0.0001,0.6217368841171265,0.7901208996772766,1.7040066719055176,729
D1_relu,f39fdb8c,finished,2026-05-25T09:04:00Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/f39fdb8c,False,2026,cuda,0.0001,384,6,0.2,6,10745088,1,5000,layernorm,True,64,256,200,65,standard,10,learned,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,relu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_e4a609fe0673ab885d87.html', 'sha256': 'e4a609fe0673ab885d87b3cd6b55a8d26a463104f2ec87dceab23672824e9099', 'size': 272}",694,522,1779700535.6657915,{'runtime': 694},5000,0.0001,0.7475188970565796,0.882886528968811,1.591766357421875,694
D2_swiglu,t4aczc5k,finished,2026-05-25T09:15:38Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/t4aczc5k,False,2026,cuda,0.0001,384,6,0.2,6,10745088,1,5000,layernorm,True,64,256,200,65,standard,10,learned,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,swiglu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_9a33e1b371bc7047e3d2.html', 'sha256': '9a33e1b371bc7047e3d2b9338dfa0a96b62c8b5252606413296fe8255a3c837c', 'size': 278}",779,522,1779701318.4783132,{'runtime': 779},5000,0.0001,0.5312626361846924,0.7377179861068726,1.886714220046997,779
E1_scaled_residual,cmsge3nv,finished,2026-05-25T09:28:54Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/cmsge3nv,False,2026,cuda,0.0001,384,6,0.2,6,10745088,1,5000,layernorm,True,64,256,200,65,standard,10,learned,100,0.1,250,0.001,scaled,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_260f2a20f4f9e4ff38ea.html', 'sha256': '260f2a20f4f9e4ff38eaa0608b8d472cf3e6df37373f44f8d8584003cf484e78', 'size': 273}",686,522,1779702020.8003438,{'runtime': 686},5000,0.0001,0.6451936364173889,0.8106135725975037,1.6848373413085938,686
E2_no_residuals,00n831x5,finished,2026-05-25T09:40:38Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/00n831x5,False,2026,cuda,0.0001,384,6,0.2,6,10745088,1,5000,layernorm,True,64,256,200,65,standard,10,learned,100,0.1,250,0.001,none,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_7c0cd03790a6d30f2b31.html', 'sha256': '7c0cd03790a6d30f2b31c83a26cd73123d19743df2221369db35adb7c0fa32fe', 'size': 271}",637,522,1779702676.3863487,{'runtime': 637},5000,0.0001,3.313373327255249,3.3359532356262207,3.355945348739624,637
F1_context_128,wlydwq8r,finished,2026-05-25T09:51:23Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/wlydwq8r,False,2026,cuda,0.0001,384,6,0.2,6,10695936,1,5000,layernorm,True,64,128,200,65,standard,10,learned,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_25b65c61b2cb46c82aee.html', 'sha256': '25b65c61b2cb46c82aee69b36ad74e79c834b6e9f532d34e056f8e47a603fe00', 'size': 271}",318,522,1779703002.0387893,{'runtime': 318},5000,0.0001,0.9567761421203612,1.0486632585525513,1.4929481744766235,318
F2_context_512,78r0p6kp,finished,2026-05-25T09:56:50Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/78r0p6kp,False,2026,cuda,0.0001,384,6,0.2,6,10843392,1,5000,layernorm,True,64,512,200,65,standard,10,learned,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_61e60b3e5ede51f689bc.html', 'sha256': '61e60b3e5ede51f689bcb91c9354787bf68fcd80d4c93fbadfba2abb60616d4a', 'size': 272}",1488,522,1779704499.9155135,{'runtime': 1488},5000,0.0001,0.3682754039764404,0.6352999806404114,2.0003767013549805,1488
G1_ternary_weights,ixlmzt4p,finished,2026-05-25T10:21:45Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/ixlmzt4p,False,2026,cuda,0.0001,384,6,0.2,6,10745088,1,5000,layernorm,True,64,256,200,65,ternary,10,learned,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_7a80e14facc4fd5be1ee.html', 'sha256': '7a80e14facc4fd5be1eeb5d1d6a9372f493c34fc68ef0b46b305d82f914e0b3f', 'size': 274}",724,522,1779705229.9761896,{'runtime': 724},5000,0.0001,1.0511713027954102,1.11285400390625,1.466824293136597,724
baseline,en5jzpqb,finished,2026-05-25T10:42:25Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/en5jzpqb,False,6242,cuda,0.0001,384,6,0.2,6,10745088,1,5000,layernorm,True,64,256,200,65,standard,10,learned,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_2cbfdced9a22cd3d5e2a.html', 'sha256': '2cbfdced9a22cd3d5e2ae2052b2c08bedab8501e2941d1ef5f528e1b3141e704', 'size': 272}",700,522,1779706446.052141,{'runtime': 700},5000,0.0001,0.6361281871795654,0.8230010271072388,1.689523220062256,700
A1_no_pos_encoding,lsdpxyd4,finished,2026-05-25T10:54:09Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/lsdpxyd4,False,6242,cuda,0.0001,384,6,0.2,6,10646784,1,5000,layernorm,True,64,256,200,65,standard,10,none,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_3293c592cd64eaf99237.html', 'sha256': '3293c592cd64eaf992377c691ba6b027e214691c177e55fd70e42694e9e05632', 'size': 277}",717,522,1779707167.332327,{'runtime': 717},5000,0.0001,1.048511028289795,1.107114315032959,1.5589333772659302,717
A2_rope,tqiy2msj,finished,2026-05-25T11:06:10Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/tqiy2msj,False,6242,cuda,0.0001,384,6,0.2,6,10646784,1,5000,layernorm,True,64,256,200,65,standard,10,rope,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_e7d1a1dc864e79977a1f.html', 'sha256': 'e7d1a1dc864e79977a1ff22d83d318ba7f2cd40b8006e94a3e9bf44f20c12bfc', 'size': 271}",865,522,1779708036.9796095,{'runtime': 865},5000,0.0001,0.5712676048278809,0.7868649363517761,1.7268010377883911,865
A3_alibi,v7v02id9,finished,2026-05-25T11:20:42Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/v7v02id9,False,6242,cuda,0.0001,384,6,0.2,6,10646784,1,5000,layernorm,True,64,256,200,65,standard,10,alibi,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_fc7a3778f67437b1b705.html', 'sha256': 'fc7a3778f67437b1b7054bdbfb79dff3bb0ec5fa4c30b0c45e18686559580277', 'size': 275}",1338,522,1779709381.9702764,{'runtime': 1338},5000,0.0001,0.5353519916534424,0.7705314755439758,1.8102731704711912,1338
B1_rmsnorm,6jztinv6,finished,2026-05-25T11:43:07Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/6jztinv6,False,6242,cuda,0.0001,384,6,0.2,6,10745088,1,5000,rmsnorm,True,64,256,200,65,standard,10,learned,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_e312a4ffdfcc6070ac1c.html', 'sha256': 'e312a4ffdfcc6070ac1cb0c2680301465fccce5fb57e07d50402f7591a935d50', 'size': 280}",893,522,1779710280.703169,{'runtime': 893},5000,0.0001,0.6330646276473999,0.8209705948829651,1.6984707117080688,893
B2_post_ln,pe8x7qbf,finished,2026-05-25T11:58:03Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/pe8x7qbf,False,6242,cuda,0.0001,384,6,0.2,6,10745088,1,5000,layernorm,True,64,256,200,65,standard,10,learned,100,0.1,250,0.001,standard,nanogpt-ablations,5000,post,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_cd28da3da39c7d0f98e5.html', 'sha256': 'cd28da3da39c7d0f98e5cef0797a81dab311f462f71e75e2eb03ed14897d17aa', 'size': 272}",689,522,1779710973.741536,{'runtime': 689},5000,0.0001,0.8348947763442993,0.9658914804458618,1.5806834697723389,689
C1_1_head,cktolbo8,finished,2026-05-25T12:09:36Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/cktolbo8,False,6242,cuda,0.0001,384,1,0.2,6,10745088,1,5000,layernorm,True,64,256,200,65,standard,10,learned,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_42cadd4dea92148d0569.html', 'sha256': '42cadd4dea92148d0569b9746d7d65ac8dc423ac15daa67a817a5ca7d422b06c', 'size': 272}",766,522,1779711743.7214923,{'runtime': 766},5000,0.0001,0.8998706340789795,1.0304545164108276,1.5201514959335327,766
C2_8_heads,40fs0d2f,finished,2026-05-25T12:22:33Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/40fs0d2f,False,6242,cuda,0.0001,384,8,0.2,6,10745088,1,5000,layernorm,True,64,256,200,65,standard,10,learned,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_5475a4fb49e4238973ce.html', 'sha256': '5475a4fb49e4238973ce96671f80f4e0d702654aceb55229056a20d3b67319a6', 'size': 276}",761,522,1779712515.5643218,{'runtime': 761},5000,0.0001,0.611266553401947,0.7980095148086548,1.7144217491149902,761
C3_12_heads,nsy7i6nz,finished,2026-05-25T12:35:18Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/nsy7i6nz,False,6242,cuda,0.0001,384,12,0.2,6,10745088,1,5000,layernorm,True,64,256,200,65,standard,10,learned,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_711b9a425ecfdc0e0439.html', 'sha256': '711b9a425ecfdc0e043905426aae40f6e33085d9f361b0f92e222bce4390fe32', 'size': 275}",751,522,1779713270.129928,{'runtime': 751},5000,0.0001,0.6207520961761475,0.8103262186050415,1.727922797203064,751
D1_relu,urfkn6c1,finished,2026-05-25T12:48:16Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/urfkn6c1,False,6242,cuda,0.0001,384,6,0.2,6,10745088,1,5000,layernorm,True,64,256,200,65,standard,10,learned,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,relu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_1b3d3674b3e58bea6207.html', 'sha256': '1b3d3674b3e58bea62075592389452e6a9ab512d19a968b63bf93216f8689276', 'size': 271}",720,522,1779714017.6378467,{'runtime': 720},5000,0.0001,0.7373231649398804,0.891223669052124,1.6163253784179688,720
D2_swiglu,u0k7st3q,finished,2026-05-25T13:00:20Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/u0k7st3q,False,6242,cuda,0.0001,384,6,0.2,6,10745088,1,5000,layernorm,True,64,256,200,65,standard,10,learned,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,swiglu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_7dfc5585c1b3849a42c7.html', 'sha256': '7dfc5585c1b3849a42c78be01c82d047207e32fb34d781449a8a9f89d3b06ace', 'size': 272}",799,522,1779714821.002089,{'runtime': 799},5000,0.0001,0.5410283803939819,0.760930597782135,1.8857706785202024,799
E1_scaled_residual,xnn8dhqs,finished,2026-05-25T13:13:44Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/xnn8dhqs,False,6242,cuda,0.0001,384,6,0.2,6,10745088,1,5000,layernorm,True,64,256,200,65,standard,10,learned,100,0.1,250,0.001,scaled,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_f9f01436748bcb7f44a4.html', 'sha256': 'f9f01436748bcb7f44a419b41de7065d18baa7a5e0e0a2a71aa66d30fd68ce4e', 'size': 274}",736,522,1779715561.8904116,{'runtime': 736},5000,0.0001,0.6540091633796692,0.8326122164726257,1.6803134679794312,736
E2_no_residuals,xwg7b1g5,finished,2026-05-25T13:26:05Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/xwg7b1g5,False,6242,cuda,0.0001,384,6,0.2,6,10745088,1,5000,layernorm,True,64,256,200,65,standard,10,learned,100,0.1,250,0.001,none,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_16707c4828b973c36902.html', 'sha256': '16707c4828b973c369029c7c99a7823628774bad9ccd2f781d39edaefb4e710c', 'size': 278}",678,522,1779716244.6755228,{'runtime': 678},5000,0.0001,3.3153717517852783,3.3089442253112793,3.3593099117279053,678
F1_context_128,fwkjn1d4,finished,2026-05-25T13:37:27Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/fwkjn1d4,False,6242,cuda,0.0001,384,6,0.2,6,10695936,1,5000,layernorm,True,64,128,200,65,standard,10,learned,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_1c78acc08eb73ff14767.html', 'sha256': '1c78acc08eb73ff14767cccea7e0a9abc52bb61793161c068a3f32c136d44ea5', 'size': 272}",335,522,1779716583.5397322,{'runtime': 335},5000,0.0001,0.9512298703193665,1.0607279539108276,1.4931862354278564,335
F2_context_512,xoys2s0w,finished,2026-05-25T13:43:10Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/xoys2s0w,False,6242,cuda,0.0001,384,6,0.2,6,10843392,1,5000,layernorm,True,64,512,200,65,standard,10,learned,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_7e9f36317c9712e63182.html', 'sha256': '7e9f36317c9712e631829a07e11b8470535bbcedc315eb700c7a39400df40abb', 'size': 271}",1518,522,1779718109.934964,{'runtime': 1518},5000,0.0001,0.3324110507965088,0.6261779069900513,2.0293877124786377,1518
G1_ternary_weights,c7vwq5c6,finished,2026-05-25T14:08:33Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/c7vwq5c6,False,6242,cuda,0.0001,384,6,0.2,6,10745088,1,5000,layernorm,True,64,256,200,65,ternary,10,learned,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_0afc7c5b9c7ed65f9487.html', 'sha256': '0afc7c5b9c7ed65f94875ea55b4955f0da5c5a747a38036d9de2a6abb58415d7', 'size': 277}",729,522,1779718844.3318915,{'runtime': 729},5000,0.0001,1.038091778755188,1.124631643295288,1.4786324501037598,729
