step,iter,train/loss,val/loss,lr,mfu,token_embedding_act_abs_mean,attn_act_abs_mean,mlp_act_abs_mean,lm_head_act_abs_mean
0,0,9.306266784667969,9.323997497558594,0.01,-100.0
1,1,3.905383825302124,3.881833553314209,0.01,-100.0,0.015897417441010475,0.01229337404947728,0.04389913147315383,0.8731857091188431
2,2,23.310802459716797,22.156143188476562,0.01,-100.0,0.014976948499679565,0.6197962537407875,0.5011204294860363,2.2115509510040283
3,3,15.47024917602539,15.892723083496094,0.01,-100.0,0.016168677248060703,1.612460196018219,2.758400082588196,6.228847861289978
4,4,11.645999908447266,11.773632049560547,0.01,-100.0,0.01790113700553775,4.454017490148544,3.8617662638425827,5.229763627052307
5,5,19.24252700805664,19.49388313293457,0.01,-100.0,0.019975063856691122,9.5398188829422,6.110255479812622,9.502094507217407
6,6,24.119251251220703,23.13710594177246,0.01,0.6708772774207427,0.02201395481824875,14.726440072059631,9.267352879047394,10.75979471206665
7,7,27.28417205810547,26.166095733642578,0.01,0.6726845431393944,0.023925415240228176,20.678712725639343,12.233805656433105,15.089959383010864
8,8,25.903470993041992,26.580703735351562,0.01,0.673381745931002,0.02538021607324481,25.673259258270264,14.2764350771904,19.017656326293945
9,9,30.95600700378418,30.346038818359375,0.01,0.6754265473646207,0.026754803024232388,29.536663055419922,16.217869460582733,23.684025287628174
10,10,31.872343063354492,31.57379913330078,0.01,0.6722910416127247,0.027726310305297375,34.41773211956024,18.148019552230835,27.258084774017334
