step,iter,train/loss,val/loss,lr,mfu,token_embedding_act_abs_mean,attn_act_abs_mean,mlp_act_abs_mean,lm_head_act_abs_mean
0,0,4.206308364868164,4.223812103271484,0.01,-100.0
1,1,3.5189619064331055,3.5720431804656982,0.01,-100.0,0.01597608858719468,0.011294792115222663,0.043969772290438414,0.27266641706228256
2,2,3.617262601852417,3.6084914207458496,0.01,-100.0,0.01769582135602832,0.16838490590453148,0.485947635024786,0.7121917754411697
3,3,4.356314659118652,4.348757743835449,0.01,-100.0,0.01985779870301485,2.187124013900757,5.026907384395599,1.5073182582855225
4,4,4.063327789306641,4.095787525177002,0.01,-100.0,0.02124865772202611,4.2436162531375885,8.766101241111755,0.7528204470872879
5,5,3.961010456085205,4.045615196228027,0.01,-100.0,0.022430510260164738,9.585388362407684,23.281141996383667,2.698273479938507
6,6,3.6241934299468994,3.652128219604492,0.01,0.22554726384556414,0.023249479942023754,14.104744136333466,34.38418626785278,3.252056121826172
7,7,3.7712907791137695,3.604865312576294,0.01,0.2255157173885534,0.023791462182998657,18.640372693538666,42.57391357421875,3.3645728826522827
8,8,3.7579505443573,3.942408323287964,0.01,0.22576876408681554,0.024168990552425385,22.912116289138794,51.37380266189575,3.321308732032776
9,9,3.699758768081665,3.686711311340332,0.01,0.22198223989368693,0.02453362150117755,27.521336793899536,63.19394874572754,3.19165176153183
10,10,3.5345771312713623,3.550334930419922,0.01,0.21693348418348354,0.02477401029318571,31.983492851257324,75.97852516174316,3.1898757219314575
