step,iter,train/loss,val/loss,lr,mfu,token_embedding_act_abs_mean,attn_act_abs_mean,mlp_act_abs_mean,lm_head_act_abs_mean
0,0,4.206308364868164,4.223812103271484,0.01,-100.0
1,1,3.5189619064331055,3.572042942047119,0.01,-100.0,0.01597608858719468,0.011294792115222663,0.043969772290438414,0.27266641706228256
2,2,3.617262840270996,3.6084914207458496,0.01,-100.0,0.01769582135602832,0.16838490590453148,0.4859476275742054,0.7121917605400085
3,3,4.356314659118652,4.348757743835449,0.01,-100.0,0.01985779870301485,2.1871240735054016,5.026907384395599,1.5073182582855225
4,4,4.063327789306641,4.09578800201416,0.01,-100.0,0.02124865772202611,4.243616282939911,8.766101360321045,0.7528204470872879
5,5,3.961010456085205,4.045615196228027,0.01,-100.0,0.022430510260164738,9.585388481616974,23.281142234802246,2.698273539543152
6,6,3.6241934299468994,3.652128219604492,0.01,0.22840637565994826,0.023249479942023754,14.10474419593811,34.3841872215271,3.2520560026168823
7,7,3.7712907791137695,3.604865550994873,0.01,0.22763120082215618,0.023791462182998657,18.64037251472473,42.573914527893066,3.3645728826522827
8,8,3.7579505443573,3.942408323287964,0.01,0.22820929172008417,0.024168991018086672,22.912116527557373,51.37380313873291,3.3213086128234863
9,9,3.699758768081665,3.686711311340332,0.01,0.22841242695872624,0.024533621035516262,27.521336793899536,63.193949699401855,3.19165176153183
10,10,3.5345771312713623,3.550334930419922,0.01,0.22873764854053036,0.02477401029318571,31.983493447303772,75.97852611541748,3.1898757219314575
