step,iter,train/loss,val/loss,lr,mfu,token_embedding_act_abs_mean,attn_act_abs_mean,mlp_act_abs_mean,lm_head_act_abs_mean
0,0,4.253975868225098,4.232402324676514,0.01,-100.0
1,1,3.535562753677368,3.4848825931549072,0.01,-100.0,0.01601004833355546,0.014106235699728131,0.0441500642336905,0.3918817639350891
2,2,5.263316631317139,5.160702705383301,0.01,-100.0,0.017683650832623243,0.18418721575289965,0.5034331791102886,1.3542912900447845
3,3,3.942929267883301,4.102801322937012,0.01,-100.0,0.01949196821078658,1.741331934928894,0.9840199947357178,0.9192093163728714
4,4,5.237005233764648,5.17117977142334,0.01,-100.0,0.02123954240232706,1.902810961008072,2.1830007284879684,2.3379446268081665
5,5,4.0563578605651855,3.9876952171325684,0.01,-100.0,0.022766366135329008,4.898867696523666,4.558215320110321,1.296549141407013
6,6,3.7363383769989014,3.841118097305298,0.01,0.3951595906819331,0.02395664621144533,12.604128122329712,12.685433387756348,3.5554091334342957
7,7,3.781107187271118,3.7141027450561523,0.01,0.39523665808397435,0.024894914124161005,17.073068022727966,18.005051016807556,3.7522419691085815
8,8,3.6209254264831543,3.7076892852783203,0.01,0.39521083833909426,0.025765374302864075,22.225209712982178,20.928758561611176,2.4405466318130493
9,9,3.6840744018554688,3.563735246658325,0.01,0.3952788951265787,0.02657845988869667,26.06083369255066,25.777858912944794,2.4363115429878235
10,10,3.5003912448883057,3.5599024295806885,0.01,0.3953767823370469,0.027313613798469305,31.596779584884644,30.357788264751434,2.4007747173309326
