step,iter,train/loss,val/loss,lr,mfu,token_embedding_act_abs_mean,attn_act_abs_mean,mlp_act_abs_mean,lm_head_act_abs_mean
0,0,4.1568684577941895,4.142402172088623,0.01,-100.0
1,1,3.4457266330718994,3.443918228149414,0.01,-100.0,0.01573836710304022,0.012805974169168621,0.04385519726201892,0.3967392221093178
2,2,3.5988428592681885,3.577446937561035,0.01,-100.0,0.0175953172147274,0.2263037245720625,0.5542440675199032,1.5920914113521576
3,3,9.978883743286133,9.859052658081055,0.01,-100.0,0.020284811034798622,0.9661325216293335,3.062707245349884,3.2926509380340576
4,4,5.606546401977539,5.500983715057373,0.01,-100.0,0.02208928531035781,5.60404098033905,6.349115669727325,5.87052845954895
5,5,3.8631200790405273,3.9135689735412598,0.01,-100.0,0.02203368814662099,9.250492632389069,15.838854789733887,1.7715844810009003
6,6,3.8887290954589844,3.647216320037842,0.01,0.3752876147608698,0.02215700503438711,11.718161582946777,27.713696002960205,3.221072554588318
7,7,3.463989734649658,3.598463773727417,0.01,0.37630137889621595,0.02259882725775242,14.23007607460022,37.750452280044556,4.634156107902527
8,8,3.728175640106201,3.7722761631011963,0.01,0.3766180802636691,0.023283349350094795,17.09000587463379,47.35399627685547,5.495793461799622
9,9,3.8632476329803467,3.749762535095215,0.01,0.37663419263839143,0.023715395480394363,20.004376590251923,57.17768096923828,5.893394112586975
10,10,3.6472647190093994,4.081814765930176,0.01,0.3752836637613519,0.02402557199820876,22.611618399620056,66.81354665756226,6.125013709068298
