step,layer_name,layer_type,shape,max_rank,threshold_rank_tau_0.01,entropy_rank_tau_0.01,stable_rank_tau_0.01,threshold_rank_tau_0.05,entropy_rank_tau_0.05,stable_rank_tau_0.05,threshold_rank_tau_0.1,entropy_rank_tau_0.1,stable_rank_tau_0.1,threshold_rank_tau_0.2,entropy_rank_tau_0.2,stable_rank_tau_0.2,threshold_rank_tau_0.5,entropy_rank_tau_0.5,stable_rank_tau_0.5
1175,transformer.h.1.mlp.c_fc.weight,mlp,(1536x384),384,100,13.62,3.52,42,13.62,3.52,22,13.62,3.52,13,13.62,3.52,4,13.62,3.52
1175,transformer.h.1.mlp.c_proj.weight,mlp,(384x1536),384,100,24.73,4.84,83,24.73,4.84,45,24.73,4.84,21,24.73,4.84,4,24.73,4.84
1175,transformer.h.2.attn.c_attn.weight,attention,(1152x384),384,82,7.83,2.55,25,7.83,2.55,14,7.83,2.55,8,7.83,2.55,3,7.83,2.55
1175,transformer.h.2.attn.c_proj.weight,attention_proj,(384x384),384,89,9.76,3.11,38,9.76,3.11,21,9.76,3.11,9,9.76,3.11,4,9.76,3.11
1175,transformer.h.2.mlp.c_fc.weight,mlp,(1536x384),384,100,13.77,2.96,43,13.77,2.96,25,13.77,2.96,13,13.77,2.96,3,13.77,2.96
1175,transformer.h.2.mlp.c_proj.weight,mlp,(384x1536),384,100,19.70,2.92,70,19.70,2.92,36,19.70,2.92,15,19.70,2.92,2,19.70,2.92
1175,transformer.h.3.attn.c_attn.weight,attention,(1152x384),384,100,14.79,4.41,47,14.79,4.41,27,14.79,4.41,15,14.79,4.41,5,14.79,4.41
1175,transformer.h.3.attn.c_proj.weight,attention_proj,(384x384),384,89,13.11,3.24,37,13.11,3.24,24,13.11,3.24,12,13.11,3.24,3,13.11,3.24
1175,transformer.h.3.mlp.c_fc.weight,mlp,(1536x384),384,100,15.29,2.88,52,15.29,2.88,28,15.29,2.88,12,15.29,2.88,2,15.29,2.88
1175,transformer.h.3.mlp.c_proj.weight,mlp,(384x1536),384,100,21.29,4.21,87,21.29,4.21,42,21.29,4.21,19,21.29,4.21,3,21.29,4.21
1175,transformer.h.4.attn.c_attn.weight,attention,(1152x384),384,100,18.35,4.78,59,18.35,4.78,34,18.35,4.78,17,18.35,4.78,4,18.35,4.78
1175,transformer.h.4.attn.c_proj.weight,attention_proj,(384x384),384,100,16.66,3.68,48,16.66,3.68,31,16.66,3.68,16,16.66,3.68,3,16.66,3.68
1175,transformer.h.4.mlp.c_fc.weight,mlp,(1536x384),384,100,18.62,3.38,61,18.62,3.38,35,18.62,3.38,14,18.62,3.38,2,18.62,3.38
1175,transformer.h.4.mlp.c_proj.weight,mlp,(384x1536),384,100,17.85,2.72,66,17.85,2.72,30,17.85,2.72,13,17.85,2.72,1,17.85,2.72
1175,transformer.h.5.attn.c_attn.weight,attention,(1152x384),384,100,14.78,3.83,50,14.78,3.83,28,14.78,3.83,15,14.78,3.83,4,14.78,3.83
1175,transformer.h.5.attn.c_proj.weight,attention_proj,(384x384),384,100,11.45,2.56,41,11.45,2.56,23,11.45,2.56,9,11.45,2.56,2,11.45,2.56
1175,transformer.h.5.mlp.c_fc.weight,mlp,(1536x384),384,59,2.20,1.16,12,2.20,1.16,5,2.20,1.16,1,2.20,1.16,1,2.20,1.16
1175,transformer.h.5.mlp.c_proj.weight,mlp,(384x1536),384,100,3.80,1.31,22,3.80,1.31,8,3.80,1.31,2,3.80,1.31,1,3.80,1.31
1200,transformer.wte.weight,unknown,(50304x384),384,100,18.68,2.71,65,18.68,2.71,36,18.68,2.71,12,18.68,2.71,1,18.68,2.71
1200,transformer.wpe.weight,unknown,(256x384),256,100,22.20,7.49,100,22.20,7.49,51,22.20,7.49,18,22.20,7.49,10,22.20,7.49
1200,transformer.h.0.attn.c_attn.weight,attention,(1152x384),384,100,3.95,1.32,23,3.95,1.32,9,3.95,1.32,3,3.95,1.32,1,3.95,1.32
1200,transformer.h.0.attn.c_proj.weight,attention_proj,(384x384),384,66,7.12,2.29,22,7.12,2.29,14,7.12,2.29,8,7.12,2.29,2,7.12,2.29
1200,transformer.h.0.mlp.c_fc.weight,mlp,(1536x384),384,100,9.02,2.76,23,9.02,2.76,14,9.02,2.76,10,9.02,2.76,3,9.02,2.76
1200,transformer.h.0.mlp.c_proj.weight,mlp,(384x1536),384,100,10.27,3.04,38,10.27,3.04,20,10.27,3.04,10,10.27,3.04,3,10.27,3.04
1200,transformer.h.1.attn.c_attn.weight,attention,(1152x384),384,83,7.82,2.76,23,7.82,2.76,15,7.82,2.76,8,7.82,2.76,3,7.82,2.76
1200,transformer.h.1.attn.c_proj.weight,attention_proj,(384x384),384,87,11.72,2.77,40,11.72,2.77,23,11.72,2.77,12,11.72,2.77,2,11.72,2.77
1200,transformer.h.1.mlp.c_fc.weight,mlp,(1536x384),384,100,10.78,2.95,34,10.78,2.95,18,10.78,2.95,11,10.78,2.95,3,10.78,2.95
1200,transformer.h.1.mlp.c_proj.weight,mlp,(384x1536),384,100,22.37,4.89,77,22.37,4.89,42,22.37,4.89,20,22.37,4.89,4,22.37,4.89
1200,transformer.h.2.attn.c_attn.weight,attention,(1152x384),384,47,3.55,1.46,13,3.55,1.46,8,3.55,1.46,5,3.55,1.46,1,3.55,1.46
1200,transformer.h.2.attn.c_proj.weight,attention_proj,(384x384),384,100,11.68,3.75,44,11.68,3.75,26,11.68,3.75,12,11.68,3.75,3,11.68,3.75
1200,transformer.h.2.mlp.c_fc.weight,mlp,(1536x384),384,100,11.34,3.24,41,11.34,3.24,22,11.34,3.24,10,11.34,3.24,3,11.34,3.24
1200,transformer.h.2.mlp.c_proj.weight,mlp,(384x1536),384,100,11.55,2.00,49,11.55,2.00,23,11.55,2.00,7,11.55,2.00,1,11.55,2.00
1200,transformer.h.3.attn.c_attn.weight,attention,(1152x384),384,100,9.92,3.20,34,9.92,3.20,18,9.92,3.20,9,9.92,3.20,4,9.92,3.20
1200,transformer.h.3.attn.c_proj.weight,attention_proj,(384x384),384,100,16.57,4.11,46,16.57,4.11,29,16.57,4.11,15,16.57,4.11,5,16.57,4.11
1200,transformer.h.3.mlp.c_fc.weight,mlp,(1536x384),384,100,13.20,2.81,48,13.20,2.81,26,13.20,2.81,10,13.20,2.81,2,13.20,2.81
1200,transformer.h.3.mlp.c_proj.weight,mlp,(384x1536),384,100,17.81,3.03,71,17.81,3.03,33,17.81,3.03,12,17.81,3.03,2,17.81,3.03
1200,transformer.h.4.attn.c_attn.weight,attention,(1152x384),384,100,13.89,4.00,51,13.89,4.00,29,13.89,4.00,13,13.89,4.00,4,13.89,4.00
1200,transformer.h.4.attn.c_proj.weight,attention_proj,(384x384),384,100,19.59,3.77,52,19.59,3.77,36,19.59,3.77,19,19.59,3.77,3,19.59,3.77
1200,transformer.h.4.mlp.c_fc.weight,mlp,(1536x384),384,100,11.68,2.11,48,11.68,2.11,24,11.68,2.11,9,11.68,2.11,1,11.68,2.11
1200,transformer.h.4.mlp.c_proj.weight,mlp,(384x1536),384,100,12.24,2.05,54,12.24,2.05,24,12.24,2.05,8,12.24,2.05,1,12.24,2.05
1200,transformer.h.5.attn.c_attn.weight,attention,(1152x384),384,100,15.88,2.91,50,15.88,2.91,30,15.88,2.91,13,15.88,2.91,2,15.88,2.91
1200,transformer.h.5.attn.c_proj.weight,attention_proj,(384x384),384,100,11.97,2.29,44,11.97,2.29,24,11.97,2.29,10,11.97,2.29,1,11.97,2.29
1200,transformer.h.5.mlp.c_fc.weight,mlp,(1536x384),384,69,2.68,1.24,16,2.68,1.24,6,2.68,1.24,2,2.68,1.24,1,2.68,1.24
1200,transformer.h.5.mlp.c_proj.weight,mlp,(384x1536),384,100,4.64,1.44,26,4.64,1.44,9,4.64,1.44,3,4.64,1.44,1,4.64,1.44
1225,transformer.wte.weight,unknown,(50304x384),384,100,11.29,2.28,49,11.29,2.28,21,11.29,2.28,7,11.29,2.28,2,11.29,2.28
1225,transformer.wpe.weight,unknown,(256x384),256,100,21.84,6.54,100,21.84,6.54,45,21.84,6.54,17,21.84,6.54,9,21.84,6.54
1225,transformer.h.0.attn.c_attn.weight,attention,(1152x384),384,100,9.76,1.99,41,9.76,1.99,17,9.76,1.99,7,9.76,1.99,1,9.76,1.99
1225,transformer.h.0.attn.c_proj.weight,attention_proj,(384x384),384,78,9.87,3.72,28,9.87,3.72,17,9.87,3.72,11,9.87,3.72,5,9.87,3.72
1225,transformer.h.0.mlp.c_fc.weight,mlp,(1536x384),384,100,10.60,4.22,26,10.60,4.22,16,10.60,4.22,11,10.60,4.22,5,10.60,4.22
1225,transformer.h.0.mlp.c_proj.weight,mlp,(384x1536),384,100,11.74,3.04,38,11.74,3.04,21,11.74,3.04,11,11.74,3.04,4,11.74,3.04
1225,transformer.h.1.attn.c_attn.weight,attention,(1152x384),384,91,8.49,3.07,25,8.49,3.07,16,8.49,3.07,9,8.49,3.07,4,8.49,3.07
1225,transformer.h.1.attn.c_proj.weight,attention_proj,(384x384),384,82,10.61,3.35,35,10.61,3.35,21,10.61,3.35,12,10.61,3.35,3,10.61,3.35
1225,transformer.h.1.mlp.c_fc.weight,mlp,(1536x384),384,100,12.98,3.88,42,12.98,3.88,22,12.98,3.88,12,12.98,3.88,5,12.98,3.88
1225,transformer.h.1.mlp.c_proj.weight,mlp,(384x1536),384,100,20.14,3.69,64,20.14,3.69,35,20.14,3.69,17,20.14,3.69,3,20.14,3.69
1225,transformer.h.2.attn.c_attn.weight,attention,(1152x384),384,52,3.97,1.61,15,3.97,1.61,9,3.97,1.61,4,3.97,1.61,2,3.97,1.61
1225,transformer.h.2.attn.c_proj.weight,attention_proj,(384x384),384,86,8.75,3.04,35,8.75,3.04,19,8.75,3.04,9,8.75,3.04,3,8.75,3.04
1225,transformer.h.2.mlp.c_fc.weight,mlp,(1536x384),384,100,13.43,3.79,46,13.43,3.79,25,13.43,3.79,13,13.43,3.79,5,13.43,3.79
1225,transformer.h.2.mlp.c_proj.weight,mlp,(384x1536),384,100,10.38,1.89,47,10.38,1.89,21,10.38,1.89,7,10.38,1.89,1,10.38,1.89
1225,transformer.h.3.attn.c_attn.weight,attention,(1152x384),384,100,12.37,3.40,36,12.37,3.40,21,12.37,3.40,12,12.37,3.40,4,12.37,3.40
1225,transformer.h.3.attn.c_proj.weight,attention_proj,(384x384),384,90,13.34,3.50,40,13.34,3.50,24,13.34,3.50,12,13.34,3.50,4,13.34,3.50
1225,transformer.h.3.mlp.c_fc.weight,mlp,(1536x384),384,100,17.06,4.23,57,17.06,4.23,33,17.06,4.23,16,17.06,4.23,4,17.06,4.23
1225,transformer.h.3.mlp.c_proj.weight,mlp,(384x1536),384,100,17.18,3.49,70,17.18,3.49,33,17.18,3.49,13,17.18,3.49,3,17.18,3.49
1225,transformer.h.4.attn.c_attn.weight,attention,(1152x384),384,100,14.91,4.18,52,14.91,4.18,30,14.91,4.18,14,14.91,4.18,5,14.91,4.18
1225,transformer.h.4.attn.c_proj.weight,attention_proj,(384x384),384,100,17.60,4.06,50,17.60,4.06,33,17.60,4.06,18,17.60,4.06,4,17.60,4.06
1225,transformer.h.4.mlp.c_fc.weight,mlp,(1536x384),384,100,18.25,3.70,62,18.25,3.70,36,18.25,3.70,15,18.25,3.70,3,18.25,3.70
1225,transformer.h.4.mlp.c_proj.weight,mlp,(384x1536),384,100,14.15,2.58,57,14.15,2.58,27,14.15,2.58,9,14.15,2.58,2,14.15,2.58
1225,transformer.h.5.attn.c_attn.weight,attention,(1152x384),384,100,17.77,4.62,59,17.77,4.62,35,17.77,4.62,17,17.77,4.62,4,17.77,4.62
1225,transformer.h.5.attn.c_proj.weight,attention_proj,(384x384),384,100,12.40,2.90,43,12.40,2.90,24,12.40,2.90,11,12.40,2.90,3,12.40,2.90
1225,transformer.h.5.mlp.c_fc.weight,mlp,(1536x384),384,87,4.49,1.47,24,4.49,1.47,9,4.49,1.47,4,4.49,1.47,1,4.49,1.47
1225,transformer.h.5.mlp.c_proj.weight,mlp,(384x1536),384,100,8.02,1.90,37,8.02,1.90,16,8.02,1.90,5,8.02,1.90,2,8.02,1.90
1250,transformer.wte.weight,unknown,(50304x384),384,100,25.43,4.66,86,25.43,4.66,50,25.43,4.66,22,25.43,4.66,3,25.43,4.66
1250,transformer.wpe.weight,unknown,(256x384),256,100,21.43,7.23,100,21.43,7.23,48,21.43,7.23,17,21.43,7.23,9,21.43,7.23
1250,transformer.h.0.attn.c_attn.weight,attention,(1152x384),384,100,7.43,1.74,32,7.43,1.74,16,7.43,1.74,5,7.43,1.74,1,7.43,1.74
1250,transformer.h.0.attn.c_proj.weight,attention_proj,(384x384),384,73,8.67,3.25,25,8.67,3.25,14,8.67,3.25,10,8.67,3.25,4,8.67,3.25
1250,transformer.h.0.mlp.c_fc.weight,mlp,(1536x384),384,100,9.67,3.43,24,9.67,3.43,15,9.67,3.43,11,9.67,3.43,5,9.67,3.43
1250,transformer.h.0.mlp.c_proj.weight,mlp,(384x1536),384,100,11.21,2.86,37,11.21,2.86,21,11.21,2.86,10,11.21,2.86,3,11.21,2.86
1250,transformer.h.1.attn.c_attn.weight,attention,(1152x384),384,100,10.47,3.68,31,10.47,3.68,19,10.47,3.68,10,10.47,3.68,4,10.47,3.68
1250,transformer.h.1.attn.c_proj.weight,attention_proj,(384x384),384,83,10.45,2.54,36,10.45,2.54,20,10.45,2.54,10,10.45,2.54,2,10.45,2.54
1250,transformer.h.1.mlp.c_fc.weight,mlp,(1536x384),384,100,12.73,3.21,40,12.73,3.21,22,12.73,3.21,12,12.73,3.21,4,12.73,3.21
1250,transformer.h.1.mlp.c_proj.weight,mlp,(384x1536),384,100,24.06,5.19,85,24.06,5.19,46,24.06,5.19,21,24.06,5.19,6,24.06,5.19
1250,transformer.h.2.attn.c_attn.weight,attention,(1152x384),384,51,3.46,1.43,13,3.46,1.43,7,3.46,1.43,4,3.46,1.43,1,3.46,1.43
1250,transformer.h.2.attn.c_proj.weight,attention_proj,(384x384),384,99,10.64,3.38,41,10.64,3.38,24,10.64,3.38,10,10.64,3.38,4,10.64,3.38
1250,transformer.h.2.mlp.c_fc.weight,mlp,(1536x384),384,100,12.99,3.47,45,12.99,3.47,24,12.99,3.47,12,12.99,3.47,4,12.99,3.47
1250,transformer.h.2.mlp.c_proj.weight,mlp,(384x1536),384,100,13.76,2.17,57,13.76,2.17,27,13.76,2.17,8,13.76,2.17,1,13.76,2.17
1250,transformer.h.3.attn.c_attn.weight,attention,(1152x384),384,91,6.67,1.84,27,6.67,1.84,13,6.67,1.84,6,6.67,1.84,1,6.67,1.84
1250,transformer.h.3.attn.c_proj.weight,attention_proj,(384x384),384,96,13.69,3.05,41,13.69,3.05,25,13.69,3.05,13,13.69,3.05,3,13.69,3.05
1250,transformer.h.3.mlp.c_fc.weight,mlp,(1536x384),384,100,16.42,3.33,56,16.42,3.33,31,16.42,3.33,13,16.42,3.33,3,16.42,3.33
1250,transformer.h.3.mlp.c_proj.weight,mlp,(384x1536),384,100,18.52,3.26,77,18.52,3.26,36,18.52,3.26,13,18.52,3.26,2,18.52,3.26
1250,transformer.h.4.attn.c_attn.weight,attention,(1152x384),384,100,14.53,4.15,52,14.53,4.15,29,14.53,4.15,14,14.53,4.15,4,14.53,4.15
1250,transformer.h.4.attn.c_proj.weight,attention_proj,(384x384),384,100,21.40,5.11,58,21.40,5.11,39,21.40,5.11,23,21.40,5.11,4,21.40,5.11
1250,transformer.h.4.mlp.c_fc.weight,mlp,(1536x384),384,100,19.53,3.82,66,19.53,3.82,39,19.53,3.82,16,19.53,3.82,3,19.53,3.82
1250,transformer.h.4.mlp.c_proj.weight,mlp,(384x1536),384,100,16.29,2.53,66,16.29,2.53,30,16.29,2.53,10,16.29,2.53,2,16.29,2.53
1250,transformer.h.5.attn.c_attn.weight,attention,(1152x384),384,100,17.04,3.66,58,17.04,3.66,32,17.04,3.66,15,17.04,3.66,4,17.04,3.66
1250,transformer.h.5.attn.c_proj.weight,attention_proj,(384x384),384,100,15.93,3.54,53,15.93,3.54,30,15.93,3.54,13,15.93,3.54,3,15.93,3.54
1250,transformer.h.5.mlp.c_fc.weight,mlp,(1536x384),384,74,2.61,1.20,16,2.61,1.20,5,2.61,1.20,2,2.61,1.20,1,2.61,1.20
1250,transformer.h.5.mlp.c_proj.weight,mlp,(384x1536),384,100,7.27,1.66,37,7.27,1.66,15,7.27,1.66,5,7.27,1.66,1,7.27,1.66
1275,transformer.wte.weight,unknown,(50304x384),384,100,26.90,4.67,87,26.90,4.67,49,26.90,4.67,22,26.90,4.67,4,26.90,4.67
1275,transformer.wpe.weight,unknown,(256x384),256,100,18.60,3.91,85,18.60,3.91,26,18.60,3.91,13,18.60,3.91,6,18.60,3.91
1275,transformer.h.0.attn.c_attn.weight,attention,(1152x384),384,100,6.72,1.74,31,6.72,1.74,13,6.72,1.74,5,6.72,1.74,1,6.72,1.74
1275,transformer.h.0.attn.c_proj.weight,attention_proj,(384x384),384,69,7.98,3.09,24,7.98,3.09,14,7.98,3.09,10,7.98,3.09,4,7.98,3.09
1275,transformer.h.0.mlp.c_fc.weight,mlp,(1536x384),384,100,9.00,3.20,22,9.00,3.20,14,9.00,3.20,11,9.00,3.20,4,9.00,3.20
1275,transformer.h.0.mlp.c_proj.weight,mlp,(384x1536),384,100,8.46,2.26,31,8.46,2.26,16,8.46,2.26,8,8.46,2.26,2,8.46,2.26
1275,transformer.h.1.attn.c_attn.weight,attention,(1152x384),384,81,7.53,2.46,22,7.53,2.46,15,7.53,2.46,9,7.53,2.46,3,7.53,2.46
1275,transformer.h.1.attn.c_proj.weight,attention_proj,(384x384),384,77,8.66,2.42,31,8.66,2.42,18,8.66,2.42,8,8.66,2.42,3,8.66,2.42
1275,transformer.h.1.mlp.c_fc.weight,mlp,(1536x384),384,100,10.20,2.61,33,10.20,2.61,17,10.20,2.61,10,10.20,2.61,3,10.20,2.61
1275,transformer.h.1.mlp.c_proj.weight,mlp,(384x1536),384,100,21.27,4.80,79,21.27,4.80,42,21.27,4.80,18,21.27,4.80,4,21.27,4.80
1275,transformer.h.2.attn.c_attn.weight,attention,(1152x384),384,55,4.24,1.53,16,4.24,1.53,9,4.24,1.53,6,4.24,1.53,1,4.24,1.53
1275,transformer.h.2.attn.c_proj.weight,attention_proj,(384x384),384,93,10.38,3.13,39,10.38,3.13,21,10.38,3.13,10,10.38,3.13,4,10.38,3.13
1275,transformer.h.2.mlp.c_fc.weight,mlp,(1536x384),384,100,12.57,3.03,44,12.57,3.03,24,12.57,3.03,11,12.57,3.03,3,12.57,3.03
1275,transformer.h.2.mlp.c_proj.weight,mlp,(384x1536),384,100,16.31,2.53,64,16.31,2.53,30,16.31,2.53,11,16.31,2.53,2,16.31,2.53
1275,transformer.h.3.attn.c_attn.weight,attention,(1152x384),384,100,9.90,3.08,35,9.90,3.08,21,9.90,3.08,9,9.90,3.08,3,9.90,3.08
1275,transformer.h.3.attn.c_proj.weight,attention_proj,(384x384),384,100,14.96,4.18,44,14.96,4.18,28,14.96,4.18,16,14.96,4.18,5,14.96,4.18
1275,transformer.h.3.mlp.c_fc.weight,mlp,(1536x384),384,100,17.11,3.38,57,17.11,3.38,31,17.11,3.38,13,17.11,3.38,4,17.11,3.38
1275,transformer.h.3.mlp.c_proj.weight,mlp,(384x1536),384,100,24.54,4.51,96,24.54,4.51,48,24.54,4.51,20,24.54,4.51,4,24.54,4.51
1275,transformer.h.4.attn.c_attn.weight,attention,(1152x384),384,100,14.81,4.48,54,14.81,4.48,30,14.81,4.48,15,14.81,4.48,4,14.81,4.48
1275,transformer.h.4.attn.c_proj.weight,attention_proj,(384x384),384,100,18.60,4.55,55,18.60,4.55,37,18.60,4.55,19,18.60,4.55,4,18.60,4.55
1275,transformer.h.4.mlp.c_fc.weight,mlp,(1536x384),384,100,18.55,3.49,62,18.55,3.49,36,18.55,3.49,15,18.55,3.49,3,18.55,3.49
1275,transformer.h.4.mlp.c_proj.weight,mlp,(384x1536),384,100,18.41,2.89,70,18.41,2.89,32,18.41,2.89,13,18.41,2.89,2,18.41,2.89
1275,transformer.h.5.attn.c_attn.weight,attention,(1152x384),384,100,18.46,4.56,58,18.46,4.56,32,18.46,4.56,17,18.46,4.56,5,18.46,4.56
1275,transformer.h.5.attn.c_proj.weight,attention_proj,(384x384),384,100,16.55,3.82,54,16.55,3.82,32,16.55,3.82,15,16.55,3.82,4,16.55,3.82
1275,transformer.h.5.mlp.c_fc.weight,mlp,(1536x384),384,100,8.38,2.15,37,8.38,2.15,16,8.38,2.15,6,8.38,2.15,2,8.38,2.15
1275,transformer.h.5.mlp.c_proj.weight,mlp,(384x1536),384,100,12.99,2.63,54,12.99,2.63,24,12.99,2.63,9,12.99,2.63,2,12.99,2.63
1300,transformer.wte.weight,unknown,(50304x384),384,100,24.93,4.50,85,24.93,4.50,47,24.93,4.50,20,24.93,4.50,4,24.93,4.50
1300,transformer.wpe.weight,unknown,(256x384),256,100,20.41,4.92,100,20.41,4.92,33,20.41,4.92,15,20.41,4.92,7,20.41,4.92
1300,transformer.h.0.attn.c_attn.weight,attention,(1152x384),384,100,6.12,1.60,30,6.12,1.60,12,6.12,1.60,5,6.12,1.60,1,6.12,1.60
1300,transformer.h.0.attn.c_proj.weight,attention_proj,(384x384),384,73,8.57,2.82,25,8.57,2.82,16,8.57,2.82,9,8.57,2.82,3,8.57,2.82
1300,transformer.h.0.mlp.c_fc.weight,mlp,(1536x384),384,100,9.28,2.84,22,9.28,2.84,14,9.28,2.84,11,9.28,2.84,3,9.28,2.84
1300,transformer.h.0.mlp.c_proj.weight,mlp,(384x1536),384,100,8.96,2.19,31,8.96,2.19,17,8.96,2.19,9,8.96,2.19,2,8.96,2.19
1300,transformer.h.1.attn.c_attn.weight,attention,(1152x384),384,100,10.16,3.33,28,10.16,3.33,18,10.16,3.33,12,10.16,3.33,3,10.16,3.33
1300,transformer.h.1.attn.c_proj.weight,attention_proj,(384x384),384,80,9.16,2.30,33,9.16,2.30,17,9.16,2.30,8,9.16,2.30,2,9.16,2.30
1300,transformer.h.1.mlp.c_fc.weight,mlp,(1536x384),384,100,10.80,2.62,33,10.80,2.62,17,10.80,2.62,10,10.80,2.62,2,10.80,2.62
1300,transformer.h.1.mlp.c_proj.weight,mlp,(384x1536),384,100,23.56,4.89,80,23.56,4.89,43,23.56,4.89,20,23.56,4.89,4,23.56,4.89
1300,transformer.h.2.attn.c_attn.weight,attention,(1152x384),384,72,5.96,1.82,21,5.96,1.82,11,5.96,1.82,7,5.96,1.82,1,5.96,1.82
1300,transformer.h.2.attn.c_proj.weight,attention_proj,(384x384),384,91,9.51,2.53,36,9.51,2.53,19,9.51,2.53,8,9.51,2.53,2,9.51,2.53
1300,transformer.h.2.mlp.c_fc.weight,mlp,(1536x384),384,100,14.41,3.32,47,14.41,3.32,25,14.41,3.32,14,14.41,3.32,4,14.41,3.32
1300,transformer.h.2.mlp.c_proj.weight,mlp,(384x1536),384,100,15.33,2.40,60,15.33,2.40,28,15.33,2.40,10,15.33,2.40,1,15.33,2.40
1300,transformer.h.3.attn.c_attn.weight,attention,(1152x384),384,100,13.52,4.18,44,13.52,4.18,26,13.52,4.18,13,13.52,4.18,4,13.52,4.18
1300,transformer.h.3.attn.c_proj.weight,attention_proj,(384x384),384,100,15.12,4.05,42,15.12,4.05,28,15.12,4.05,16,15.12,4.05,5,15.12,4.05
1300,transformer.h.3.mlp.c_fc.weight,mlp,(1536x384),384,100,16.71,3.67,57,16.71,3.67,32,16.71,3.67,15,16.71,3.67,4,16.71,3.67
1300,transformer.h.3.mlp.c_proj.weight,mlp,(384x1536),384,100,17.27,2.92,69,17.27,2.92,33,17.27,2.92,13,17.27,2.92,3,17.27,2.92
1300,transformer.h.4.attn.c_attn.weight,attention,(1152x384),384,100,12.82,3.72,48,12.82,3.72,26,12.82,3.72,12,12.82,3.72,4,12.82,3.72
1300,transformer.h.4.attn.c_proj.weight,attention_proj,(384x384),384,100,17.93,3.56,50,17.93,3.56,34,17.93,3.56,17,17.93,3.56,3,17.93,3.56
1300,transformer.h.4.mlp.c_fc.weight,mlp,(1536x384),384,100,21.10,4.04,69,21.10,4.04,40,21.10,4.04,17,21.10,4.04,3,21.10,4.04
1300,transformer.h.4.mlp.c_proj.weight,mlp,(384x1536),384,100,19.03,2.97,70,19.03,2.97,33,19.03,2.97,13,19.03,2.97,2,19.03,2.97
1300,transformer.h.5.attn.c_attn.weight,attention,(1152x384),384,100,15.98,3.99,54,15.98,3.99,31,15.98,3.99,15,15.98,3.99,4,15.98,3.99
1300,transformer.h.5.attn.c_proj.weight,attention_proj,(384x384),384,100,17.64,5.31,58,17.64,5.31,37,17.64,5.31,19,17.64,5.31,5,17.64,5.31
1300,transformer.h.5.mlp.c_fc.weight,mlp,(1536x384),384,100,6.83,1.80,31,6.83,1.80,13,6.83,1.80,5,6.83,1.80,1,6.83,1.80
1300,transformer.h.5.mlp.c_proj.weight,mlp,(384x1536),384,100,12.23,2.30,50,12.23,2.30,22,12.23,2.30,8,12.23,2.30,2,12.23,2.30
1325,transformer.wte.weight,unknown,(50304x384),384,100,26.56,5.03,89,26.56,5.03,50,26.56,5.03,23,26.56,5.03,4,26.56,5.03
1325,transformer.wpe.weight,unknown,(256x384),256,100,22.58,7.22,100,22.58,7.22,51,22.58,7.22,18,22.58,7.22,9,22.58,7.22
1325,transformer.h.0.attn.c_attn.weight,attention,(1152x384),384,100,6.31,1.57,32,6.31,1.57,13,6.31,1.57,4,6.31,1.57,1,6.31,1.57
1325,transformer.h.0.attn.c_proj.weight,attention_proj,(384x384),384,72,8.29,2.80,25,8.29,2.80,14,8.29,2.80,9,8.29,2.80,4,8.29,2.80
1325,transformer.h.0.mlp.c_fc.weight,mlp,(1536x384),384,100,9.46,3.18,24,9.46,3.18,15,9.46,3.18,11,9.46,3.18,4,9.46,3.18
1325,transformer.h.0.mlp.c_proj.weight,mlp,(384x1536),384,100,11.43,3.01,40,11.43,3.01,22,11.43,3.01,10,11.43,3.01,3,11.43,3.01
1325,transformer.h.1.attn.c_attn.weight,attention,(1152x384),384,100,10.66,4.19,31,10.66,4.19,20,10.66,4.19,13,10.66,4.19,5,10.66,4.19
1325,transformer.h.1.attn.c_proj.weight,attention_proj,(384x384),384,76,8.53,2.82,33,8.53,2.82,19,8.53,2.82,9,8.53,2.82,3,8.53,2.82
1325,transformer.h.1.mlp.c_fc.weight,mlp,(1536x384),384,100,12.06,3.30,38,12.06,3.30,19,12.06,3.30,12,12.06,3.30,4,12.06,3.30
1325,transformer.h.1.mlp.c_proj.weight,mlp,(384x1536),384,100,24.48,5.25,84,24.48,5.25,46,24.48,5.25,21,24.48,5.25,5,24.48,5.25
1325,transformer.h.2.attn.c_attn.weight,attention,(1152x384),384,41,3.01,1.38,13,3.01,1.38,7,3.01,1.38,4,3.01,1.38,1,3.01,1.38
1325,transformer.h.2.attn.c_proj.weight,attention_proj,(384x384),384,90,8.83,3.32,35,8.83,3.32,19,8.83,3.32,8,8.83,3.32,4,8.83,3.32
1325,transformer.h.2.mlp.c_fc.weight,mlp,(1536x384),384,100,12.06,3.65,44,12.06,3.65,24,12.06,3.65,12,12.06,3.65,3,12.06,3.65
1325,transformer.h.2.mlp.c_proj.weight,mlp,(384x1536),384,100,7.89,1.75,40,7.89,1.75,17,7.89,1.75,4,7.89,1.75,1,7.89,1.75
1325,transformer.h.3.attn.c_attn.weight,attention,(1152x384),384,100,7.78,2.13,29,7.78,2.13,15,7.78,2.13,7,7.78,2.13,3,7.78,2.13
1325,transformer.h.3.attn.c_proj.weight,attention_proj,(384x384),384,99,13.80,4.18,43,13.80,4.18,27,13.80,4.18,15,13.80,4.18,4,13.80,4.18
