step,layer_name,layer_type,shape,max_rank,threshold_rank_tau_0.01,entropy_rank_tau_0.01,stable_rank_tau_0.01,threshold_rank_tau_0.05,entropy_rank_tau_0.05,stable_rank_tau_0.05,threshold_rank_tau_0.1,entropy_rank_tau_0.1,stable_rank_tau_0.1,threshold_rank_tau_0.2,entropy_rank_tau_0.2,stable_rank_tau_0.2,threshold_rank_tau_0.5,entropy_rank_tau_0.5,stable_rank_tau_0.5
1000,transformer.h.3.attn.c_attn.weight,attention,(1152x384),384,100,11.48,3.11,34,11.48,3.11,20,11.48,3.11,11,11.48,3.11,3,11.48,3.11
1000,transformer.h.3.attn.c_proj.weight,attention_proj,(384x384),384,98,15.96,4.67,45,15.96,4.67,29,15.96,4.67,16,15.96,4.67,5,15.96,4.67
1000,transformer.h.3.mlp.c_fc.weight,mlp,(1536x384),384,100,17.20,3.64,54,17.20,3.64,32,17.20,3.64,15,17.20,3.64,5,17.20,3.64
1000,transformer.h.3.mlp.c_proj.weight,mlp,(384x1536),384,100,20.73,3.85,77,20.73,3.85,39,20.73,3.85,17,20.73,3.85,3,20.73,3.85
1000,transformer.h.4.attn.c_attn.weight,attention,(1152x384),384,100,16.13,4.67,50,16.13,4.67,30,16.13,4.67,16,16.13,4.67,6,16.13,4.67
1000,transformer.h.4.attn.c_proj.weight,attention_proj,(384x384),384,100,17.12,4.51,51,17.12,4.51,33,17.12,4.51,17,17.12,4.51,5,17.12,4.51
1000,transformer.h.4.mlp.c_fc.weight,mlp,(1536x384),384,100,17.10,3.27,54,17.10,3.27,32,17.10,3.27,14,17.10,3.27,3,17.10,3.27
1000,transformer.h.4.mlp.c_proj.weight,mlp,(384x1536),384,100,17.77,2.84,63,17.77,2.84,31,17.77,2.84,13,17.77,2.84,2,17.77,2.84
1000,transformer.h.5.attn.c_attn.weight,attention,(1152x384),384,100,12.46,3.10,43,12.46,3.10,25,12.46,3.10,11,12.46,3.10,3,12.46,3.10
1000,transformer.h.5.attn.c_proj.weight,attention_proj,(384x384),384,100,12.88,3.13,43,12.88,3.13,27,12.88,3.13,13,12.88,3.13,3,12.88,3.13
1000,transformer.h.5.mlp.c_fc.weight,mlp,(1536x384),384,100,6.51,1.73,31,6.51,1.73,15,6.51,1.73,5,6.51,1.73,1,6.51,1.73
1000,transformer.h.5.mlp.c_proj.weight,mlp,(384x1536),384,100,10.69,2.50,47,10.69,2.50,23,10.69,2.50,7,10.69,2.50,2,10.69,2.50
1025,transformer.wte.weight,embedding,(50304x384),384,100,28.74,5.98,90,28.74,5.98,52,28.74,5.98,28,28.74,5.98,6,28.74,5.98
1025,transformer.wpe.weight,embedding,(256x384),256,100,20.15,5.23,100,20.15,5.23,35,20.15,5.23,16,20.15,5.23,6,20.15,5.23
1025,transformer.h.0.attn.c_attn.weight,attention,(1152x384),384,100,10.48,2.11,46,10.48,2.11,18,10.48,2.11,7,10.48,2.11,1,10.48,2.11
1025,transformer.h.0.attn.c_proj.weight,attention_proj,(384x384),384,68,8.17,3.58,25,8.17,3.58,15,8.17,3.58,9,8.17,3.58,4,8.17,3.58
1025,transformer.h.0.mlp.c_fc.weight,mlp,(1536x384),384,100,9.84,4.35,26,9.84,4.35,15,9.84,4.35,11,9.84,4.35,5,9.84,4.35
1025,transformer.h.0.mlp.c_proj.weight,mlp,(384x1536),384,100,9.20,2.43,32,9.20,2.43,18,9.20,2.43,9,9.20,2.43,3,9.20,2.43
1025,transformer.h.1.attn.c_attn.weight,attention,(1152x384),384,85,7.64,2.73,24,7.64,2.73,15,7.64,2.73,9,7.64,2.73,3,7.64,2.73
1025,transformer.h.1.attn.c_proj.weight,attention_proj,(384x384),384,75,9.94,2.63,33,9.94,2.63,19,9.94,2.63,10,9.94,2.63,3,9.94,2.63
1025,transformer.h.1.mlp.c_fc.weight,mlp,(1536x384),384,100,11.09,2.89,35,11.09,2.89,19,11.09,2.89,11,11.09,2.89,3,11.09,2.89
1025,transformer.h.1.mlp.c_proj.weight,mlp,(384x1536),384,100,20.28,4.53,67,20.28,4.53,37,20.28,4.53,18,20.28,4.53,5,20.28,4.53
1025,transformer.h.2.attn.c_attn.weight,attention,(1152x384),384,85,7.21,3.10,25,7.21,3.10,15,7.21,3.10,8,7.21,3.10,4,7.21,3.10
1025,transformer.h.2.attn.c_proj.weight,attention_proj,(384x384),384,70,6.64,1.94,27,6.64,1.94,14,6.64,1.94,6,6.64,1.94,2,6.64,1.94
1025,transformer.h.2.mlp.c_fc.weight,mlp,(1536x384),384,100,12.69,2.89,41,12.69,2.89,23,12.69,2.89,11,12.69,2.89,3,12.69,2.89
1025,transformer.h.2.mlp.c_proj.weight,mlp,(384x1536),384,100,21.84,3.96,73,21.84,3.96,40,21.84,3.96,17,21.84,3.96,3,21.84,3.96
1025,transformer.h.3.attn.c_attn.weight,attention,(1152x384),384,100,12.72,4.03,39,12.72,4.03,24,12.72,4.03,14,12.72,4.03,4,12.72,4.03
1025,transformer.h.3.attn.c_proj.weight,attention_proj,(384x384),384,90,13.51,3.49,41,13.51,3.49,24,13.51,3.49,14,13.51,3.49,4,13.51,3.49
1025,transformer.h.3.mlp.c_fc.weight,mlp,(1536x384),384,100,15.74,3.36,50,15.74,3.36,29,15.74,3.36,13,15.74,3.36,4,15.74,3.36
1025,transformer.h.3.mlp.c_proj.weight,mlp,(384x1536),384,100,19.24,3.68,71,19.24,3.68,36,19.24,3.68,16,19.24,3.68,3,19.24,3.68
1025,transformer.h.4.attn.c_attn.weight,attention,(1152x384),384,100,12.84,3.86,43,12.84,3.86,27,12.84,3.86,14,12.84,3.86,3,12.84,3.86
1025,transformer.h.4.attn.c_proj.weight,attention_proj,(384x384),384,100,17.20,4.16,50,17.20,4.16,32,17.20,4.16,17,17.20,4.16,3,17.20,4.16
1025,transformer.h.4.mlp.c_fc.weight,mlp,(1536x384),384,100,17.33,3.77,55,17.33,3.77,33,17.33,3.77,16,17.33,3.77,3,17.33,3.77
1025,transformer.h.4.mlp.c_proj.weight,mlp,(384x1536),384,100,16.45,2.96,58,16.45,2.96,30,16.45,2.96,13,16.45,2.96,2,16.45,2.96
1025,transformer.h.5.attn.c_attn.weight,attention,(1152x384),384,100,9.20,2.33,33,9.20,2.33,19,9.20,2.33,9,9.20,2.33,2,9.20,2.33
1025,transformer.h.5.attn.c_proj.weight,attention_proj,(384x384),384,97,12.13,2.72,41,12.13,2.72,23,12.13,2.72,11,12.13,2.72,3,12.13,2.72
1025,transformer.h.5.mlp.c_fc.weight,mlp,(1536x384),384,96,6.10,1.76,27,6.10,1.76,14,6.10,1.76,5,6.10,1.76,2,6.10,1.76
1025,transformer.h.5.mlp.c_proj.weight,mlp,(384x1536),384,100,4.82,1.42,27,4.82,1.42,12,4.82,1.42,3,4.82,1.42,1,4.82,1.42
1050,transformer.wte.weight,embedding,(50304x384),384,100,24.44,4.52,80,24.44,4.52,46,24.44,4.52,20,24.44,4.52,4,24.44,4.52
1050,transformer.wpe.weight,embedding,(256x384),256,100,22.19,6.66,100,22.19,6.66,47,22.19,6.66,18,22.19,6.66,8,22.19,6.66
1050,transformer.h.0.attn.c_attn.weight,attention,(1152x384),384,100,10.90,1.96,49,10.90,1.96,20,10.90,1.96,7,10.90,1.96,1,10.90,1.96
1050,transformer.h.0.attn.c_proj.weight,attention_proj,(384x384),384,79,10.51,4.09,28,10.51,4.09,18,10.51,4.09,12,10.51,4.09,5,10.51,4.09
1050,transformer.h.0.mlp.c_fc.weight,mlp,(1536x384),384,100,12.05,5.08,33,12.05,5.08,18,12.05,5.08,12,12.05,5.08,8,12.05,5.08
1050,transformer.h.0.mlp.c_proj.weight,mlp,(384x1536),384,100,13.83,3.72,43,13.83,3.72,26,13.83,3.72,13,13.83,3.72,4,13.83,3.72
1050,transformer.h.1.attn.c_attn.weight,attention,(1152x384),384,100,9.95,3.61,29,9.95,3.61,18,9.95,3.61,11,9.95,3.61,5,9.95,3.61
1050,transformer.h.1.attn.c_proj.weight,attention_proj,(384x384),384,84,11.73,3.82,40,11.73,3.82,24,11.73,3.82,12,11.73,3.82,4,11.73,3.82
1050,transformer.h.1.mlp.c_fc.weight,mlp,(1536x384),384,100,14.04,3.69,42,14.04,3.69,24,14.04,3.69,14,14.04,3.69,5,14.04,3.69
1050,transformer.h.1.mlp.c_proj.weight,mlp,(384x1536),384,100,20.91,4.39,70,20.91,4.39,39,20.91,4.39,18,20.91,4.39,4,20.91,4.39
1050,transformer.h.2.attn.c_attn.weight,attention,(1152x384),384,50,3.43,1.43,14,3.43,1.43,7,3.43,1.43,4,3.43,1.43,1,3.43,1.43
1050,transformer.h.2.attn.c_proj.weight,attention_proj,(384x384),384,77,8.71,2.24,33,8.71,2.24,17,8.71,2.24,9,8.71,2.24,2,8.71,2.24
1050,transformer.h.2.mlp.c_fc.weight,mlp,(1536x384),384,100,14.10,3.45,44,14.10,3.45,26,14.10,3.45,13,14.10,3.45,4,14.10,3.45
1050,transformer.h.2.mlp.c_proj.weight,mlp,(384x1536),384,100,7.87,1.65,40,7.87,1.65,17,7.87,1.65,4,7.87,1.65,1,7.87,1.65
1050,transformer.h.3.attn.c_attn.weight,attention,(1152x384),384,83,6.05,1.95,24,6.05,1.95,13,6.05,1.95,5,6.05,1.95,2,6.05,1.95
1050,transformer.h.3.attn.c_proj.weight,attention_proj,(384x384),384,100,17.75,5.01,47,17.75,5.01,31,17.75,5.01,18,17.75,5.01,6,17.75,5.01
1050,transformer.h.3.mlp.c_fc.weight,mlp,(1536x384),384,100,19.16,4.32,60,19.16,4.32,35,19.16,4.32,16,19.16,4.32,5,19.16,4.32
1050,transformer.h.3.mlp.c_proj.weight,mlp,(384x1536),384,100,21.47,3.49,79,21.47,3.49,39,21.47,3.49,14,21.47,3.49,3,21.47,3.49
1050,transformer.h.4.attn.c_attn.weight,attention,(1152x384),384,100,13.67,3.21,45,13.67,3.21,25,13.67,3.21,13,13.67,3.21,4,13.67,3.21
1050,transformer.h.4.attn.c_proj.weight,attention_proj,(384x384),384,100,20.85,5.49,57,20.85,5.49,39,20.85,5.49,22,20.85,5.49,7,20.85,5.49
1050,transformer.h.4.mlp.c_fc.weight,mlp,(1536x384),384,100,20.94,4.69,65,20.94,4.69,39,20.94,4.69,19,20.94,4.69,5,20.94,4.69
1050,transformer.h.4.mlp.c_proj.weight,mlp,(384x1536),384,100,19.43,3.17,71,19.43,3.17,34,19.43,3.17,14,19.43,3.17,2,19.43,3.17
1050,transformer.h.5.attn.c_attn.weight,attention,(1152x384),384,100,17.86,4.53,55,17.86,4.53,33,17.86,4.53,17,17.86,4.53,4,17.86,4.53
1050,transformer.h.5.attn.c_proj.weight,attention_proj,(384x384),384,100,16.40,4.17,51,16.40,4.17,32,16.40,4.17,17,16.40,4.17,4,16.40,4.17
1050,transformer.h.5.mlp.c_fc.weight,mlp,(1536x384),384,88,4.38,1.42,25,4.38,1.42,9,4.38,1.42,3,4.38,1.42,1,4.38,1.42
1050,transformer.h.5.mlp.c_proj.weight,mlp,(384x1536),384,100,9.30,2.02,43,9.30,2.02,18,9.30,2.02,7,9.30,2.02,2,9.30,2.02
1075,transformer.wte.weight,embedding,(50304x384),384,100,27.83,4.79,85,27.83,4.79,50,27.83,4.79,24,27.83,4.79,4,27.83,4.79
1075,transformer.wpe.weight,embedding,(256x384),256,100,19.64,4.89,100,19.64,4.89,32,19.64,4.89,15,19.64,4.89,6,19.64,4.89
1075,transformer.h.0.attn.c_attn.weight,attention,(1152x384),384,100,5.18,1.46,28,5.18,1.46,12,5.18,1.46,3,5.18,1.46,1,5.18,1.46
1075,transformer.h.0.attn.c_proj.weight,attention_proj,(384x384),384,58,7.20,2.25,21,7.20,2.25,13,7.20,2.25,8,7.20,2.25,2,7.20,2.25
1075,transformer.h.0.mlp.c_fc.weight,mlp,(1536x384),384,100,7.31,2.13,19,7.31,2.13,13,7.31,2.13,9,7.31,2.13,2,7.31,2.13
1075,transformer.h.0.mlp.c_proj.weight,mlp,(384x1536),384,100,9.31,2.42,33,9.31,2.42,17,9.31,2.42,9,9.31,2.42,2,9.31,2.42
1075,transformer.h.1.attn.c_attn.weight,attention,(1152x384),384,100,10.02,3.07,27,10.02,3.07,16,10.02,3.07,12,10.02,3.07,4,10.02,3.07
1075,transformer.h.1.attn.c_proj.weight,attention_proj,(384x384),384,75,9.15,2.86,33,9.15,2.86,18,9.15,2.86,9,9.15,2.86,3,9.15,2.86
1075,transformer.h.1.mlp.c_fc.weight,mlp,(1536x384),384,100,9.75,2.38,31,9.75,2.38,17,9.75,2.38,10,9.75,2.38,2,9.75,2.38
1075,transformer.h.1.mlp.c_proj.weight,mlp,(384x1536),384,100,22.78,4.96,79,22.78,4.96,43,22.78,4.96,21,22.78,4.96,5,22.78,4.96
1075,transformer.h.2.attn.c_attn.weight,attention,(1152x384),384,67,5.16,1.72,19,5.16,1.72,10,5.16,1.72,5,5.16,1.72,1,5.16,1.72
1075,transformer.h.2.attn.c_proj.weight,attention_proj,(384x384),384,73,6.63,1.81,27,6.63,1.81,14,6.63,1.81,6,6.63,1.81,1,6.63,1.81
1075,transformer.h.2.mlp.c_fc.weight,mlp,(1536x384),384,100,12.50,2.94,43,12.50,2.94,23,12.50,2.94,11,12.50,2.94,3,12.50,2.94
1075,transformer.h.2.mlp.c_proj.weight,mlp,(384x1536),384,100,19.76,3.05,70,19.76,3.05,36,19.76,3.05,13,19.76,3.05,2,19.76,3.05
1075,transformer.h.3.attn.c_attn.weight,attention,(1152x384),384,100,11.44,3.88,39,11.44,3.88,22,11.44,3.88,12,11.44,3.88,4,11.44,3.88
1075,transformer.h.3.attn.c_proj.weight,attention_proj,(384x384),384,100,16.01,5.33,48,16.01,5.33,32,16.01,5.33,18,16.01,5.33,7,16.01,5.33
1075,transformer.h.3.mlp.c_fc.weight,mlp,(1536x384),384,100,17.85,3.82,59,17.85,3.82,34,17.85,3.82,16,17.85,3.82,4,17.85,3.82
1075,transformer.h.3.mlp.c_proj.weight,mlp,(384x1536),384,100,26.04,5.54,100,26.04,5.54,52,26.04,5.54,24,26.04,5.54,5,26.04,5.54
1075,transformer.h.4.attn.c_attn.weight,attention,(1152x384),384,100,18.40,5.58,61,18.40,5.58,35,18.40,5.58,19,18.40,5.58,6,18.40,5.58
1075,transformer.h.4.attn.c_proj.weight,attention_proj,(384x384),384,100,21.28,4.91,57,21.28,4.91,38,21.28,4.91,22,21.28,4.91,5,21.28,4.91
1075,transformer.h.4.mlp.c_fc.weight,mlp,(1536x384),384,100,19.37,3.72,62,19.37,3.72,36,19.37,3.72,16,19.37,3.72,4,19.37,3.72
1075,transformer.h.4.mlp.c_proj.weight,mlp,(384x1536),384,100,23.34,3.62,83,23.34,3.62,39,23.34,3.62,17,23.34,3.62,3,23.34,3.62
1075,transformer.h.5.attn.c_attn.weight,attention,(1152x384),384,100,17.72,3.54,53,17.72,3.54,29,17.72,3.54,16,17.72,3.54,3,17.72,3.54
1075,transformer.h.5.attn.c_proj.weight,attention_proj,(384x384),384,100,16.50,3.66,50,16.50,3.66,31,16.50,3.66,17,16.50,3.66,3,16.50,3.66
1075,transformer.h.5.mlp.c_fc.weight,mlp,(1536x384),384,88,3.74,1.34,23,3.74,1.34,8,3.74,1.34,3,3.74,1.34,1,3.74,1.34
1075,transformer.h.5.mlp.c_proj.weight,mlp,(384x1536),384,100,10.35,1.99,45,10.35,1.99,19,10.35,1.99,7,10.35,1.99,1,10.35,1.99
1100,transformer.wte.weight,embedding,(50304x384),384,100,23.65,4.74,80,23.65,4.74,45,23.65,4.74,21,23.65,4.74,4,23.65,4.74
1100,transformer.wpe.weight,embedding,(256x384),256,100,20.94,6.56,100,20.94,6.56,43,20.94,6.56,16,20.94,6.56,8,20.94,6.56
1100,transformer.h.0.attn.c_attn.weight,attention,(1152x384),384,100,9.99,1.94,44,9.99,1.94,18,9.99,1.94,6,9.99,1.94,1,9.99,1.94
1100,transformer.h.0.attn.c_proj.weight,attention_proj,(384x384),384,75,9.32,3.93,27,9.32,3.93,17,9.32,3.93,10,9.32,3.93,6,9.32,3.93
1100,transformer.h.0.mlp.c_fc.weight,mlp,(1536x384),384,100,10.92,3.91,28,10.92,3.91,16,10.92,3.91,11,10.92,3.91,6,10.92,3.91
1100,transformer.h.0.mlp.c_proj.weight,mlp,(384x1536),384,100,11.22,2.72,38,11.22,2.72,20,11.22,2.72,11,11.22,2.72,3,11.22,2.72
1100,transformer.h.1.attn.c_attn.weight,attention,(1152x384),384,94,8.58,2.73,26,8.58,2.73,17,8.58,2.73,10,8.58,2.73,3,8.58,2.73
1100,transformer.h.1.attn.c_proj.weight,attention_proj,(384x384),384,78,10.01,2.87,34,10.01,2.87,21,10.01,2.87,10,10.01,2.87,3,10.01,2.87
1100,transformer.h.1.mlp.c_fc.weight,mlp,(1536x384),384,100,12.46,3.25,38,12.46,3.25,21,12.46,3.25,12,12.46,3.25,3,12.46,3.25
1100,transformer.h.1.mlp.c_proj.weight,mlp,(384x1536),384,100,19.93,3.67,66,19.93,3.67,34,19.93,3.67,16,19.93,3.67,3,19.93,3.67
1100,transformer.h.2.attn.c_attn.weight,attention,(1152x384),384,60,4.56,1.59,17,4.56,1.59,10,4.56,1.59,5,4.56,1.59,1,4.56,1.59
1100,transformer.h.2.attn.c_proj.weight,attention_proj,(384x384),384,80,8.43,2.37,32,8.43,2.37,18,8.43,2.37,8,8.43,2.37,2,8.43,2.37
1100,transformer.h.2.mlp.c_fc.weight,mlp,(1536x384),384,100,14.35,3.28,47,14.35,3.28,27,14.35,3.28,13,14.35,3.28,4,14.35,3.28
1100,transformer.h.2.mlp.c_proj.weight,mlp,(384x1536),384,100,14.46,2.26,59,14.46,2.26,29,14.46,2.26,8,14.46,2.26,1,14.46,2.26
1100,transformer.h.3.attn.c_attn.weight,attention,(1152x384),384,100,12.90,3.77,41,12.90,3.77,25,12.90,3.77,13,12.90,3.77,4,12.90,3.77
1100,transformer.h.3.attn.c_proj.weight,attention_proj,(384x384),384,100,16.58,4.30,46,16.58,4.30,31,16.58,4.30,17,16.58,4.30,4,16.58,4.30
1100,transformer.h.3.mlp.c_fc.weight,mlp,(1536x384),384,100,17.48,3.53,56,17.48,3.53,34,17.48,3.53,15,17.48,3.53,4,17.48,3.53
1100,transformer.h.3.mlp.c_proj.weight,mlp,(384x1536),384,100,22.01,3.82,83,22.01,3.82,40,22.01,3.82,16,22.01,3.82,2,22.01,3.82
1100,transformer.h.4.attn.c_attn.weight,attention,(1152x384),384,100,16.77,4.29,53,16.77,4.29,32,16.77,4.29,16,16.77,4.29,4,16.77,4.29
1100,transformer.h.4.attn.c_proj.weight,attention_proj,(384x384),384,100,20.11,4.67,56,20.11,4.67,36,20.11,4.67,20,20.11,4.67,5,20.11,4.67
1100,transformer.h.4.mlp.c_fc.weight,mlp,(1536x384),384,100,20.32,4.36,65,20.32,4.36,38,20.32,4.36,18,20.32,4.36,4,20.32,4.36
1100,transformer.h.4.mlp.c_proj.weight,mlp,(384x1536),384,100,20.36,3.50,75,20.36,3.50,36,20.36,3.50,16,20.36,3.50,3,20.36,3.50
1100,transformer.h.5.attn.c_attn.weight,attention,(1152x384),384,100,15.03,4.30,51,15.03,4.30,29,15.03,4.30,15,15.03,4.30,5,15.03,4.30
1100,transformer.h.5.attn.c_proj.weight,attention_proj,(384x384),384,100,16.56,4.45,52,16.56,4.45,33,16.56,4.45,17,16.56,4.45,4,16.56,4.45
1100,transformer.h.5.mlp.c_fc.weight,mlp,(1536x384),384,97,5.38,1.55,27,5.38,1.55,11,5.38,1.55,4,5.38,1.55,1,5.38,1.55
1100,transformer.h.5.mlp.c_proj.weight,mlp,(384x1536),384,100,9.07,1.89,40,9.07,1.89,17,9.07,1.89,6,9.07,1.89,1,9.07,1.89
1125,transformer.wte.weight,embedding,(50304x384),384,100,22.76,4.77,76,22.76,4.77,44,22.76,4.77,21,22.76,4.77,4,22.76,4.77
1125,transformer.wpe.weight,embedding,(256x384),256,100,23.83,6.46,100,23.83,6.46,50,23.83,6.46,18,23.83,6.46,9,23.83,6.46
1125,transformer.h.0.attn.c_attn.weight,attention,(1152x384),384,100,9.20,1.82,42,9.20,1.82,16,9.20,1.82,7,9.20,1.82,1,9.20,1.82
1125,transformer.h.0.attn.c_proj.weight,attention_proj,(384x384),384,75,9.26,3.49,26,9.26,3.49,18,9.26,3.49,11,9.26,3.49,4,9.26,3.49
1125,transformer.h.0.mlp.c_fc.weight,mlp,(1536x384),384,100,10.41,3.53,26,10.41,3.53,14,10.41,3.53,12,10.41,3.53,5,10.41,3.53
1125,transformer.h.0.mlp.c_proj.weight,mlp,(384x1536),384,100,12.43,3.59,43,12.43,3.59,24,12.43,3.59,13,12.43,3.59,4,12.43,3.59
1125,transformer.h.1.attn.c_attn.weight,attention,(1152x384),384,97,8.96,2.90,28,8.96,2.90,17,8.96,2.90,10,8.96,2.90,3,8.96,2.90
1125,transformer.h.1.attn.c_proj.weight,attention_proj,(384x384),384,78,10.98,3.29,37,10.98,3.29,21,10.98,3.29,12,10.98,3.29,3,10.98,3.29
1125,transformer.h.1.mlp.c_fc.weight,mlp,(1536x384),384,100,12.42,3.10,38,12.42,3.10,20,12.42,3.10,12,12.42,3.10,3,12.42,3.10
1125,transformer.h.1.mlp.c_proj.weight,mlp,(384x1536),384,100,25.68,6.76,89,25.68,6.76,49,25.68,6.76,26,25.68,6.76,8,25.68,6.76
1125,transformer.h.2.attn.c_attn.weight,attention,(1152x384),384,80,6.85,2.20,24,6.85,2.20,14,6.85,2.20,7,6.85,2.20,3,6.85,2.20
1125,transformer.h.2.attn.c_proj.weight,attention_proj,(384x384),384,78,8.08,2.51,31,8.08,2.51,17,8.08,2.51,8,8.08,2.51,2,8.08,2.51
1125,transformer.h.2.mlp.c_fc.weight,mlp,(1536x384),384,100,14.76,3.25,48,14.76,3.25,25,14.76,3.25,13,14.76,3.25,4,14.76,3.25
1125,transformer.h.2.mlp.c_proj.weight,mlp,(384x1536),384,100,20.87,3.91,76,20.87,3.91,40,20.87,3.91,16,20.87,3.91,3,20.87,3.91
1125,transformer.h.3.attn.c_attn.weight,attention,(1152x384),384,100,13.19,3.27,42,13.19,3.27,23,13.19,3.27,12,13.19,3.27,3,13.19,3.27
1125,transformer.h.3.attn.c_proj.weight,attention_proj,(384x384),384,100,16.81,5.08,47,16.81,5.08,31,16.81,5.08,18,16.81,5.08,5,16.81,5.08
1125,transformer.h.3.mlp.c_fc.weight,mlp,(1536x384),384,100,17.52,3.67,55,17.52,3.67,32,17.52,3.67,16,17.52,3.67,4,17.52,3.67
1125,transformer.h.3.mlp.c_proj.weight,mlp,(384x1536),384,100,21.91,4.67,87,21.91,4.67,44,21.91,4.67,20,21.91,4.67,4,21.91,4.67
1125,transformer.h.4.attn.c_attn.weight,attention,(1152x384),384,100,17.95,5.00,58,17.95,5.00,35,17.95,5.00,18,17.95,5.00,5,17.95,5.00
1125,transformer.h.4.attn.c_proj.weight,attention_proj,(384x384),384,100,18.84,4.88,55,18.84,4.88,37,18.84,4.88,19,18.84,4.88,5,18.84,4.88
1125,transformer.h.4.mlp.c_fc.weight,mlp,(1536x384),384,100,19.23,4.17,63,19.23,4.17,37,19.23,4.17,17,19.23,4.17,4,19.23,4.17
1125,transformer.h.4.mlp.c_proj.weight,mlp,(384x1536),384,100,18.99,3.59,70,18.99,3.59,33,18.99,3.59,15,18.99,3.59,3,18.99,3.59
1125,transformer.h.5.attn.c_attn.weight,attention,(1152x384),384,100,18.53,4.82,57,18.53,4.82,35,18.53,4.82,18,18.53,4.82,6,18.53,4.82
1125,transformer.h.5.attn.c_proj.weight,attention_proj,(384x384),384,100,13.76,3.21,46,13.76,3.21,27,13.76,3.21,12,13.76,3.21,3,13.76,3.21
1125,transformer.h.5.mlp.c_fc.weight,mlp,(1536x384),384,65,2.69,1.24,13,2.69,1.24,6,2.69,1.24,3,2.69,1.24,1,2.69,1.24
1125,transformer.h.5.mlp.c_proj.weight,mlp,(384x1536),384,100,8.01,1.86,36,8.01,1.86,15,8.01,1.86,5,8.01,1.86,1,8.01,1.86
1150,transformer.wte.weight,embedding,(50304x384),384,100,26.79,4.64,85,26.79,4.64,47,26.79,4.64,22,26.79,4.64,4,26.79,4.64
1150,transformer.wpe.weight,embedding,(256x384),256,100,22.38,5.91,100,22.38,5.91,43,22.38,5.91,17,22.38,5.91,8,22.38,5.91
1150,transformer.h.0.attn.c_attn.weight,attention,(1152x384),384,100,12.38,2.12,54,12.38,2.12,22,12.38,2.12,8,12.38,2.12,1,12.38,2.12
1150,transformer.h.0.attn.c_proj.weight,attention_proj,(384x384),384,84,10.09,4.67,30,10.09,4.67,18,10.09,4.67,11,10.09,4.67,6,10.09,4.67
1150,transformer.h.0.mlp.c_fc.weight,mlp,(1536x384),384,100,11.80,4.73,34,11.80,4.73,17,11.80,4.73,13,11.80,4.73,6,11.80,4.73
1150,transformer.h.0.mlp.c_proj.weight,mlp,(384x1536),384,100,12.99,3.08,42,12.99,3.08,23,12.99,3.08,12,12.99,3.08,3,12.99,3.08
1150,transformer.h.1.attn.c_attn.weight,attention,(1152x384),384,90,8.58,2.73,24,8.58,2.73,15,8.58,2.73,10,8.58,2.73,3,8.58,2.73
1150,transformer.h.1.attn.c_proj.weight,attention_proj,(384x384),384,76,9.10,2.51,34,9.10,2.51,20,9.10,2.51,8,9.10,2.51,3,9.10,2.51
1150,transformer.h.1.mlp.c_fc.weight,mlp,(1536x384),384,100,14.01,3.79,45,14.01,3.79,23,14.01,3.79,14,14.01,3.79,4,14.01,3.79
1150,transformer.h.1.mlp.c_proj.weight,mlp,(384x1536),384,100,20.44,3.35,67,20.44,3.35,36,20.44,3.35,16,20.44,3.35,2,20.44,3.35
1150,transformer.h.2.attn.c_attn.weight,attention,(1152x384),384,47,3.72,1.56,14,3.72,1.56,7,3.72,1.56,4,3.72,1.56,2,3.72,1.56
1150,transformer.h.2.attn.c_proj.weight,attention_proj,(384x384),384,69,5.26,1.58,24,5.26,1.58,11,5.26,1.58,5,5.26,1.58,1,5.26,1.58
1150,transformer.h.2.mlp.c_fc.weight,mlp,(1536x384),384,100,13.00,3.08,44,13.00,3.08,23,13.00,3.08,12,13.00,3.08,4,13.00,3.08
1150,transformer.h.2.mlp.c_proj.weight,mlp,(384x1536),384,100,11.22,1.93,48,11.22,1.93,23,11.22,1.93,8,11.22,1.93,1,11.22,1.93
1150,transformer.h.3.attn.c_attn.weight,attention,(1152x384),384,80,6.17,1.86,24,6.17,1.86,12,6.17,1.86,6,6.17,1.86,2,6.17,1.86
1150,transformer.h.3.attn.c_proj.weight,attention_proj,(384x384),384,100,16.63,4.57,47,16.63,4.57,30,16.63,4.57,18,16.63,4.57,5,16.63,4.57
1150,transformer.h.3.mlp.c_fc.weight,mlp,(1536x384),384,100,18.21,4.06,60,18.21,4.06,36,18.21,4.06,16,18.21,4.06,4,18.21,4.06
1150,transformer.h.3.mlp.c_proj.weight,mlp,(384x1536),384,100,19.18,3.12,74,19.18,3.12,35,19.18,3.12,13,19.18,3.12,2,19.18,3.12
1150,transformer.h.4.attn.c_attn.weight,attention,(1152x384),384,100,17.60,3.96,54,17.60,3.96,32,17.60,3.96,16,17.60,3.96,4,17.60,3.96
1150,transformer.h.4.attn.c_proj.weight,attention_proj,(384x384),384,100,21.97,5.38,59,21.97,5.38,40,21.97,5.38,22,21.97,5.38,6,21.97,5.38
1150,transformer.h.4.mlp.c_fc.weight,mlp,(1536x384),384,100,20.92,3.91,65,20.92,3.91,38,20.92,3.91,18,20.92,3.91,3,20.92,3.91
1150,transformer.h.4.mlp.c_proj.weight,mlp,(384x1536),384,100,22.83,3.90,81,22.83,3.90,39,22.83,3.90,16,22.83,3.90,4,22.83,3.90
