step,iter,train/loss,val/loss,lr,mfu,token_embedding_act_abs_mean,attn_act_abs_mean,mlp_act_abs_mean,lm_head_act_abs_mean
0,0,18.970605850219727,18.928020477294922,0.01,-100.0
1,1,4.408527374267578,4.5444488525390625,0.01,-100.0,0.015978727489709854,0.011599717545323074,0.043953771237283945,1.2916612923145294
2,2,42.30828857421875,42.25148010253906,0.01,-100.0,0.015008859802037477,0.6603502184152603,0.5278723426163197,2.85561066865921
3,3,30.92473602294922,30.838970184326172,0.01,-100.0,0.016201461665332317,1.8994865268468857,3.2167918384075165,13.756163358688354
4,4,24.399696350097656,23.551061630249023,0.01,-100.0,0.017857487313449383,5.828107833862305,5.000315964221954,19.871830463409424
5,5,30.733417510986328,31.776527404785156,0.01,-100.0,0.020065445452928543,10.727392315864563,6.952039986848831,24.68924045562744
6,6,33.87834930419922,35.36296463012695,0.01,0.20044134089478272,0.02220444893464446,15.42545485496521,8.473807722330093,29.645633220672607
7,7,41.30864334106445,39.646827697753906,0.01,0.19859373511509948,0.02426581410691142,21.40706503391266,10.547087252140045,40.58957862854004
8,8,42.372318267822266,42.056175231933594,0.01,0.2013154633841279,0.026339061092585325,25.491973996162415,11.46235454082489,42.72336006164551
9,9,44.22966003417969,42.07441711425781,0.01,0.1999696752390302,0.027889775577932596,31.15751051902771,12.53026556968689,45.05090522766113
10,10,39.89686584472656,38.23810958862305,0.01,0.20196709842751334,0.030121459160000086,35.54909121990204,13.325087428092957,44.13340950012207
