MPID;WikiDataLink;WikipediaLink;Name;LastName;Born;SexOrGender;Occupation;Religion;AbgeordnetenwatchID
16023;http://www.wikidata.org/entity/Q1038818;https://de.wikipedia.org/wiki/Carl_Hesberg;Carl Hesberg;;1898-12-30 00:00:00;männlich;['Politiker'];;
16027;http://www.wikidata.org/entity/Q1635436;https://de.wikipedia.org/wiki/Hugo_Mayer_(Politiker,_1899);Hugo Mayer;Mayer;1899-01-21 00:00:00;männlich;['Landwirt', 'Politiker'];;
16028;http://www.wikidata.org/entity/Q1286959;https://de.wikipedia.org/wiki/Hans_Henn_(Politiker);Hans Henn;Henn;1899-01-29 00:00:00;männlich;['Politiker'];;
16031;http://www.wikidata.org/entity/Q1282441;https://de.wikipedia.org/wiki/Elfriede_Jaeger;Elfriede Jaeger;Jaeger;1899-02-04 00:00:00;weiblich;['Politiker'];;
16032;http://www.wikidata.org/entity/Q1338986;https://de.wikipedia.org/wiki/Emmy_Meyer-Laule;Emmy Meyer-Laule;;1899-02-20 00:00:00;weiblich;['Politiker'];;
16034;http://www.wikidata.org/entity/Q1095169;https://de.wikipedia.org/wiki/Clara_D%C3%B6hring;Clara Döhring;;1899-03-13 00:00:00;weiblich;['Politiker'];;
16036;http://www.wikidata.org/entity/Q1316339;https://de.wikipedia.org/wiki/Heinrich_Hamacher;Heinrich Hamacher;Hamacher;1899-04-09 00:00:00;männlich;['Politiker'];;
16037;http://www.wikidata.org/entity/Q1698511;https://de.wikipedia.org/wiki/Albrecht_Aschoff;Albrecht Aschoff;Aschoff;1899-04-11 00:00:00;männlich;['Offizier', 'Politiker', 'Rechtsanwalt'];;
16038;http://www.wikidata.org/entity/Q1326588;https://de.wikipedia.org/wiki/Josef_Oesterle;Josef Oesterle;Oesterle;1899-04-14 00:00:00;männlich;['Politiker'];;
16040;http://www.wikidata.org/entity/Q1705274;https://de.wikipedia.org/wiki/Josef_Menke_(Politiker);Josef Menke;Menke;1899-05-10 00:00:00;männlich;['Politiker'];;
16041;http://www.wikidata.org/entity/Q1169877;https://de.wikipedia.org/wiki/Karl_Georg_Pfleiderer;Karl Georg Pfleiderer;;1899-05-10 00:00:00;männlich;['Politiker'];;
16043;http://www.wikidata.org/entity/Q2158484;https://de.wikipedia.org/wiki/Robert_Philipp_N%C3%B6ll_von_der_Nahmer;Robert Philipp Nöll von der Nahmer;;1899-05-24 00:00:00;männlich;['Hochschullehrer', 'Politiker', 'Richter'];;
16047;http://www.wikidata.org/entity/Q1634947;https://de.wikipedia.org/wiki/Hugo_Decker_(Politiker);Hugo Decker;Decker;1899-07-15 00:00:00;männlich;['Politiker'];;
16050;http://www.wikidata.org/entity/Q1448535;https://de.wikipedia.org/wiki/Franz_Pfender;Franz Pfender;Pfender;1899-08-05 00:00:00;männlich;['Politiker'];;
16051;http://www.wikidata.org/entity/Q1894968;https://de.wikipedia.org/wiki/Margarete_Gr%C3%B6wel;Margarete Gröwel;;1899-08-14 00:00:00;weiblich;['Politiker'];;
16052;http://www.wikidata.org/entity/Q1633406;https://de.wikipedia.org/wiki/Hubert_Schulze_Pellengahr;Hubert Schulze-Pellengahr;;1899-08-15 00:00:00;männlich;['Politiker'];;
16053;http://www.wikidata.org/entity/Q591955;https://de.wikipedia.org/wiki/Anton_Miller;Anton Miller;Miller;1899-08-25 00:00:00;männlich;['Politiker'];;
16054;http://www.wikidata.org/entity/Q90822;https://de.wikipedia.org/wiki/Hans_Wilhelmi;Hans Wilhelmi;Wilhelmi;1899-08-27 00:00:00;männlich;['Notar', 'Politiker', 'Rechtsanwalt'];;
16055;http://www.wikidata.org/entity/Q763510;https://de.wikipedia.org/wiki/August_Ramminger;August Ramminger;Ramminger;1899-08-28 00:00:00;männlich;['Politiker'];;
16058;http://www.wikidata.org/entity/Q2574164;https://de.wikipedia.org/wiki/Wilhelm_Mellies;Wilhelm Mellies;Mellies;1899-09-05 00:00:00;männlich;['Politiker'];;
16061;http://www.wikidata.org/entity/Q1704522;https://de.wikipedia.org/wiki/Josef_Eichner;Josef Eichner;Eichner;1899-10-12 00:00:00;männlich;['Politiker'];;
16062;http://www.wikidata.org/entity/Q1361327;https://de.wikipedia.org/wiki/Erwin_Schoettle;Erwin Schoettle;;1899-10-18 00:00:00;männlich;['Journalist', 'Politiker'];;
16063;http://www.wikidata.org/entity/Q2589879;https://de.wikipedia.org/wiki/Wolfgang_Hedler;Wolfgang Hedler;Hedler;1899-11-07 00:00:00;männlich;['Politiker'];;
16064;http://www.wikidata.org/entity/Q1618318;https://de.wikipedia.org/wiki/Hildegard_Bleyler;Hildegard Bleyler;;1899-11-12 00:00:00;weiblich;['Politiker'];;
16065;http://www.wikidata.org/entity/Q1469864;https://de.wikipedia.org/wiki/Johann_Harnischfeger;Johann Harnischfeger;Harnischfeger;1899-12-03 00:00:00;männlich;['Politiker'];;
16066;http://www.wikidata.org/entity/Q1511979;https://de.wikipedia.org/wiki/Gerhard_Kreyssig;Gerhard Kreyssig;Kreyssig;1899-12-25 00:00:00;männlich;['Gewerkschafter', 'Politiker'];;
16067;http://www.wikidata.org/entity/Q1577234;https://de.wikipedia.org/wiki/Walther_Kolbe_(Politiker);Walther Kolbe;Kolbe;1899-12-27 00:00:00;männlich;['Politiker'];;
16068;http://www.wikidata.org/entity/Q1611825;https://de.wikipedia.org/wiki/Hermann_Koch_(Politiker,_1899);Hermann Koch;Koch;1899-12-29 00:00:00;männlich;['Politiker'];;
16069;http://www.wikidata.org/entity/Q104203;https://de.wikipedia.org/wiki/Gustav_Fuchs_(Politiker);Gustav Fuchs;Fuchs;02.01.1900 00:00;männlich;['Politiker'];;
16070;http://www.wikidata.org/entity/Q1552857;https://de.wikipedia.org/wiki/Josef_Hufnagel_(Politiker);Josef Hufnagel;Hufnagel;13.01.1900 00:00;männlich;['Politiker'];;
16071;http://www.wikidata.org/entity/Q1597628;https://de.wikipedia.org/wiki/Heinrich_Hohl;Heinrich Hohl;Hohl;19.01.1900 00:00;männlich;['Politiker'];;
16072;http://www.wikidata.org/entity/Q95839;https://de.wikipedia.org/wiki/Werner_Schwarz_(Politiker,_1900);Werner Schwarz;Schwarz;21.01.1900 00:00;männlich;['Landwirt', 'Politiker'];;
16074;http://www.wikidata.org/entity/Q1827744;https://de.wikipedia.org/wiki/Lisa_Korspeter;Lisa Korspeter;Korspeter;31.01.1900 00:00;weiblich;['Politiker'];;
16075;http://www.wikidata.org/entity/Q1114385;https://de.wikipedia.org/wiki/Martin_Elsner;Martin Elsner;;03.02.1900 00:00;männlich;['Politiker'];;
16077;http://www.wikidata.org/entity/Q1593257;https://de.wikipedia.org/wiki/Hedi_Flitz;Hedi Flitz;;22.02.1900 00:00;weiblich;['Politiker'];;
16079;http://www.wikidata.org/entity/Q1731868;https://de.wikipedia.org/wiki/Karl_Kahn;Karl Kahn;Kahn;03.03.1900 00:00;männlich;['Politiker'];;
16081;http://www.wikidata.org/entity/Q1352849;https://de.wikipedia.org/wiki/Erich_Meyer_(Politiker,_1900);Erich Meyer;Meyer;15.03.1900 00:00;männlich;['Politiker'];;
16083;http://www.wikidata.org/entity/Q1722930;https://de.wikipedia.org/wiki/Roman_Lampl;Roman Lampl;Lampl;29.03.1900 00:00;männlich;['Politiker'];;
16084;http://www.wikidata.org/entity/Q824734;https://de.wikipedia.org/wiki/Bernhard_Bauknecht;Bernhard Bauknecht;Bauknecht;31.03.1900 00:00;männlich;['Landwirt', 'Politiker'];römisch-katholische Kirche;
16085;http://www.wikidata.org/entity/Q1611461;https://de.wikipedia.org/wiki/Hermann_Herberts;Hermann Herberts;Herberts;04.04.1900 00:00;männlich;['Politiker'];;
16087;http://www.wikidata.org/entity/Q96925;https://de.wikipedia.org/wiki/Franz_Stein_(Politiker,_1900);Franz Stein;Stein;24.04.1900 00:00;männlich;['Esperantist', 'Politiker'];;
16089;http://www.wikidata.org/entity/Q1040086;https://de.wikipedia.org/wiki/Carl_Pietscher;Carl Pietscher;Pietscher;30.04.1900 00:00;männlich;['Politiker'];;
16090;http://www.wikidata.org/entity/Q1505763;https://de.wikipedia.org/wiki/Georg_Ripken;Georg Ripken;Ripken;10.05.1900 00:00;männlich;['Diplomat', 'Politiker'];;
16091;http://www.wikidata.org/entity/Q1329548;https://de.wikipedia.org/wiki/Elinor_Hubert;Elinor Hubert;Hubert;11.05.1900 00:00;weiblich;['Politiker'];;
16092;http://www.wikidata.org/entity/Q991972;https://de.wikipedia.org/wiki/Karl_Kern_(Politiker);Karl Kern;Kern;18.05.1900 00:00;männlich;['Politiker'];;
16093;http://www.wikidata.org/entity/Q1782230;https://de.wikipedia.org/wiki/Konrad_M%C3%A4lzig;Konrad Mälzig;;26.05.1900 00:00;männlich;['Unternehmer', 'Politiker'];;
16094;http://www.wikidata.org/entity/Q1329920;https://de.wikipedia.org/wiki/Elisabeth_Ganswindt;Elisabeth Ganswindt;Ganswindt;30.05.1900 00:00;weiblich;['Politiker'];;
16095;http://www.wikidata.org/entity/Q2059982;https://de.wikipedia.org/wiki/Paul_Harig;Paul Harig;Harig;03.07.1900 00:00;männlich;['Politiker'];;
16096;http://www.wikidata.org/entity/Q98946;https://de.wikipedia.org/wiki/Conrad_Fink;Conrad Fink;Fink;07.07.1900 00:00;männlich;['Landrat', 'Politiker'];;
16097;http://www.wikidata.org/entity/Q2574560;https://de.wikipedia.org/wiki/Wilhelm_Rahn_(Politiker,_1900);Wilhelm Rahn;Rahn;15.07.1900 00:00;männlich;['Politiker'];;
16098;http://www.wikidata.org/entity/Q1459787;https://de.wikipedia.org/wiki/Friedrich_Holzapfel;Friedrich Holzapfel;Holzapfel;20.07.1900 00:00;männlich;['Politiker'];;
16100;http://www.wikidata.org/entity/Q1699697;https://de.wikipedia.org/wiki/Peter_Wilhelm_Brand;Peter Wilhelm Brand;Brand;03.08.1900 00:00;männlich;['Politiker'];;
16102;http://www.wikidata.org/entity/Q103836;https://de.wikipedia.org/wiki/Josef_Felder;Josef Felder;Felder;24.08.1900 00:00;männlich;['Journalist', 'Politiker'];;
16103;http://www.wikidata.org/entity/Q1319111;https://de.wikipedia.org/wiki/Fritz_Burgbacher;Fritz Burgbacher;Burgbacher;01.09.1900 00:00;männlich;['Politiker'];;
16104;http://www.wikidata.org/entity/Q1358947;https://de.wikipedia.org/wiki/Ernst_Keller_(Politiker,_September_1900);Ernst Keller;Keller;11.09.1900 00:00;männlich;['Politiker'];;
16105;http://www.wikidata.org/entity/Q121232;https://de.wikipedia.org/wiki/Friedrich_Funk_(Politiker,_1900);Friedrich Funk;Funk;03.10.1900 00:00;männlich;['Politiker'];;
16106;http://www.wikidata.org/entity/Q1522379;https://de.wikipedia.org/wiki/Otto_Reindl;Otto Reindl;;05.10.1900 00:00;männlich;['Politiker'];;
16107;http://www.wikidata.org/entity/Q2547198;https://de.wikipedia.org/wiki/Walther_Hasemann;Walther Hasemann;;18.10.1900 00:00;männlich;['Politiker'];;
16108;http://www.wikidata.org/entity/Q1733301;https://de.wikipedia.org/wiki/Karl_Walz;Karl Walz;Walz;22.10.1900 00:00;männlich;['Politiker'];;
16110;http://www.wikidata.org/entity/Q1705191;https://de.wikipedia.org/wiki/Josef_Maier_(Politiker);Josef Maier;Maier;24.11.1900 00:00;männlich;['Politiker', 'Richter'];;
16111;http://www.wikidata.org/entity/Q65397;https://de.wikipedia.org/wiki/Elisabeth_Schwarzhaupt;Elisabeth Schwarzhaupt;Schwarzhaupt;07.01.1901 00:00;weiblich;['Jurist', 'Politiker', 'Richter'];;
16113;http://www.wikidata.org/entity/Q1462281;https://de.wikipedia.org/wiki/Friedrich_Soetebier;Friedrich Soetebier;Soetebier;19.01.1901 00:00;männlich;['Politiker'];;
16115;http://www.wikidata.org/entity/Q1560474;https://de.wikipedia.org/wiki/G%C3%BCnter_Frede;Günter Frede;Frede;21.01.1901 00:00;männlich;['Politiker'];;
16116;http://www.wikidata.org/entity/Q110485;https://de.wikipedia.org/wiki/Hans_Sch%C3%BCtz_(Politiker);Hans Schütz;Schütz;14.02.1901 00:00;männlich;['Politiker'];;
16117;http://www.wikidata.org/entity/Q1372613;https://de.wikipedia.org/wiki/Eugen_Huth;Eugen Huth;Huth;16.02.1901 00:00;männlich;['Politiker'];;
16118;http://www.wikidata.org/entity/Q2572833;https://de.wikipedia.org/wiki/Wilhelm_Goldhagen;Wilhelm Goldhagen;;09.03.1901 00:00;männlich;['Politiker'];;
16119;http://www.wikidata.org/entity/Q1731656;https://de.wikipedia.org/wiki/Karl_Hoffmann_(Politiker,_1901);Karl Hoffmann;Hoffmann;11.03.1901 00:00;männlich;['Unternehmer', 'Politiker'];;
16120;http://www.wikidata.org/entity/Q1496937;https://de.wikipedia.org/wiki/Gebhard_Seelos;Gebhard Seelos;;13.03.1901 00:00;männlich;['Diplomat', 'Politiker'];;
16122;http://www.wikidata.org/entity/Q62185;https://de.wikipedia.org/wiki/Erich_Ollenhauer;Erich Ollenhauer;;27.03.1901 00:00;männlich;['Politiker'];;
16124;http://www.wikidata.org/entity/Q114080;https://de.wikipedia.org/wiki/Carl_Prennel;Carl Prennel;;21.04.1901 00:00;männlich;['Politiker'];;
16125;http://www.wikidata.org/entity/Q1109718;https://de.wikipedia.org/wiki/Heinrich_M%C3%BCller_(Politiker,_1901);Heinrich Müller;Müller;21.04.1901 00:00;männlich;['Politiker'];;
16126;http://www.wikidata.org/entity/Q2543747;https://de.wikipedia.org/wiki/Walter_Brookmann;Walter Brookmann;Brookmann;23.04.1901 00:00;männlich;['Politiker'];;
16127;http://www.wikidata.org/entity/Q1359963;https://de.wikipedia.org/wiki/Ernst_Roth_(Politiker,_1901);Ernst Roth;Roth;28.04.1901 00:00;männlich;['Politiker'];;
16128;http://www.wikidata.org/entity/Q1466635;https://de.wikipedia.org/wiki/Fritz_Held_(Politiker);Fritz Held;Held;01.05.1901 00:00;männlich;['Politiker'];;
16129;http://www.wikidata.org/entity/Q1291500;https://de.wikipedia.org/wiki/Robert_Leibbrand;Robert Leibbrand;;01.05.1901 00:00;männlich;['Politiker'];;
16130;http://www.wikidata.org/entity/Q1731400;https://de.wikipedia.org/wiki/Karl_Hahn_(Politiker,_1901);Karl Hahn;Hahn;17.05.1901 00:00;männlich;['Politiker'];;
16131;http://www.wikidata.org/entity/Q1586103;https://de.wikipedia.org/wiki/Harri_Bading;Harri Bading;Bading;23.05.1901 00:00;männlich;['Agronom', 'Politiker'];;
16133;http://www.wikidata.org/entity/Q1611828;https://de.wikipedia.org/wiki/Hermann_Kopf;Hermann Kopf;Kopf;29.05.1901 00:00;männlich;['Politiker', 'Rechtsanwalt'];;
16135;http://www.wikidata.org/entity/Q1359456;https://de.wikipedia.org/wiki/Ernst_Mayer_(Politiker,_1901);Ernst Mayer;Mayer;08.06.1901 00:00;männlich;['Politiker'];;
16139;http://www.wikidata.org/entity/Q1697974;https://de.wikipedia.org/wiki/Johannes_L%C3%BCcke;Johannes Lücke;Lücke;07.07.1901 00:00;männlich;['Politiker'];;
16140;http://www.wikidata.org/entity/Q1581456;https://de.wikipedia.org/wiki/Hans_M%C3%BCthling;Hans Müthling;;08.07.1901 00:00;männlich;['Politiker'];;
16141;http://www.wikidata.org/entity/Q1449241;https://de.wikipedia.org/wiki/Franz_Tausch-Treml;Franz Tausch-Treml;;10.07.1901 00:00;männlich;['Politiker'];;
16142;http://www.wikidata.org/entity/Q1298967;https://de.wikipedia.org/wiki/Richard_Oetzel;Richard Oetzel;Oetzel;12.07.1901 00:00;männlich;['Unternehmer', 'Politiker', 'Ingenieur'];;
16143;http://www.wikidata.org/entity/Q1383610;https://de.wikipedia.org/wiki/Ludwig_Knobloch;Ludwig Knobloch;Knobloch;23.07.1901 00:00;männlich;['Politiker'];;
16144;http://www.wikidata.org/entity/Q2149146;https://de.wikipedia.org/wiki/Richard_Burckardt;Richard Burckardt;Burckardt;23.07.1901 00:00;männlich;['Politiker'];;
16145;http://www.wikidata.org/entity/Q78089;https://de.wikipedia.org/wiki/Karl_Bechert;Karl Bechert;Bechert;23.08.1901 00:00;männlich;['Hochschullehrer', 'Physiker', 'Politiker', 'Schriftsteller'];Evangelisch-lutherische Kirchen;
16149;http://www.wikidata.org/entity/Q1339804;https://de.wikipedia.org/wiki/Wilhelm_Adam_Lulay;Wilhelm Adam Lulay;;04.10.1901 00:00;männlich;['Politiker'];;
16152;http://www.wikidata.org/entity/Q159995;https://de.wikipedia.org/wiki/Walter_Hallstein;Walter Hallstein;Hallstein;17.11.1901 00:00;männlich;['Hochschullehrer', 'Diplomat', 'Jurist', 'Politiker'];;
16153;http://www.wikidata.org/entity/Q124116;https://de.wikipedia.org/wiki/Arnold_Poepke;Arnold Poepke;;25.11.1901 00:00;männlich;['Politiker'];;
16154;http://www.wikidata.org/entity/Q1550670;https://de.wikipedia.org/wiki/Rudolf_B%C3%A4umer_(Politiker);Rudolf Bäumer;Bäumer;29.11.1901 00:00;männlich;['Politiker'];;
16155;http://www.wikidata.org/entity/Q2156405;https://de.wikipedia.org/wiki/Robert_Bach_(Politiker);Robert Bach;Bach;07.12.1901 00:00;männlich;['Politiker'];;
16157;http://www.wikidata.org/entity/Q1912620;https://de.wikipedia.org/wiki/Max_G%C3%BCde;Max Güde;Güde;06.01.1902 00:00;männlich;['Politiker', 'Richter'];;
16159;http://www.wikidata.org/entity/Q1947851;https://de.wikipedia.org/wiki/Moritz-Ernst_Priebe;Moritz-Ernst Priebe;Priebe;17.01.1902 00:00;männlich;['Politiker'];;
16162;http://www.wikidata.org/entity/Q1467708;https://de.wikipedia.org/wiki/Fritz_Ohlig;Fritz Ohlig;;20.01.1902 00:00;männlich;['Politiker'];;
16163;http://www.wikidata.org/entity/Q1458477;https://de.wikipedia.org/wiki/Friedrich_Blume_(Politiker);Friedrich Blume;Blume;30.01.1902 00:00;männlich;['Politiker'];;
16165;http://www.wikidata.org/entity/Q2156830;https://de.wikipedia.org/wiki/Robert_Dannemann;Robert Dannemann;;06.02.1902 00:00;männlich;['Politiker'];;
16169;http://www.wikidata.org/entity/Q361531;https://de.wikipedia.org/wiki/Adolf_Feuring;Adolf Feuring;;15.02.1902 00:00;männlich;['Politiker'];;
16170;http://www.wikidata.org/entity/Q1463403;https://de.wikipedia.org/wiki/Friedrich_Winter_(Politiker,_1902);Friedrich Winter;Winter;07.03.1902 00:00;männlich;['Politiker'];;
16172;http://www.wikidata.org/entity/Q2543994;https://de.wikipedia.org/wiki/Walter_Drechsel;Walter Drechsel;Drechsel;07.04.1902 00:00;männlich;['Unternehmer', 'Politiker', 'Ingenieur'];;
16174;http://www.wikidata.org/entity/Q1896225;https://de.wikipedia.org/wiki/Maria_Pannhoff;Maria Pannhoff;;12.04.1902 00:00;weiblich;['Politiker'];;
16176;http://www.wikidata.org/entity/Q1505086;https://de.wikipedia.org/wiki/Georg_Kurlbaum;Georg Kurlbaum;;02.05.1902 00:00;männlich;['Politiker'];;
16177;http://www.wikidata.org/entity/Q110922;https://de.wikipedia.org/wiki/Elisabeth_Vietje;Elisabeth Vietje;Vietje;11.05.1902 00:00;weiblich;['Politiker'];;
16178;http://www.wikidata.org/entity/Q75966;https://de.wikipedia.org/wiki/Siegfried_Balke;Siegfried Balke;Balke;01.06.1902 00:00;männlich;['Hochschullehrer', 'Chemiker', 'Politiker'];Evangelisch-lutherische Kirchen;
16179;http://www.wikidata.org/entity/Q1581296;https://de.wikipedia.org/wiki/Hans_Meis;Hans Meis;Meis;28.06.1902 00:00;männlich;['Politiker'];;
16181;http://www.wikidata.org/entity/Q1604788;https://de.wikipedia.org/wiki/Hermann_Nuding;Hermann Nuding;Nuding;03.07.1902 00:00;männlich;['Politiker'];;
16182;http://www.wikidata.org/entity/Q72657;https://de.wikipedia.org/wiki/Hans_Kr%C3%BCger_(Politiker,_1902);Hans Krüger;Krüger;06.07.1902 00:00;männlich;['Notar', 'Politiker', 'Rechtsanwalt', 'Richter'];;
16183;http://www.wikidata.org/entity/Q2573990;https://de.wikipedia.org/wiki/Wilhelm_Lotze_(Jurist);Wilhelm Lotze;;31.07.1902 00:00;männlich;['Notar', 'Politiker', 'Rechtsanwalt'];;
16185;http://www.wikidata.org/entity/Q1504490;https://de.wikipedia.org/wiki/Georg_Graf_Henckel_von_Donnersmarck;Georg Graf Henckel von Donnersmarck;;05.08.1902 00:00;männlich;['Politiker'];;
16186;http://www.wikidata.org/entity/Q70263;https://de.wikipedia.org/wiki/Franz_Etzel;Franz Etzel;Etzel;12.08.1902 00:00;männlich;['Bankier', 'Notar', 'Politiker', 'Rechtsanwalt'];;
16188;http://www.wikidata.org/entity/Q1614612;https://de.wikipedia.org/wiki/Herta_Ilk;Herta Ilk;;09.09.1902 00:00;weiblich;['Politiker'];;
16190;http://www.wikidata.org/entity/Q1598189;https://de.wikipedia.org/wiki/Heinrich_Lindenberg_(Politiker);Heinrich Lindenberg;Lindenberg;02.10.1902 00:00;männlich;['Politiker'];;
16192;http://www.wikidata.org/entity/Q593641;https://de.wikipedia.org/wiki/Anton_Sabel;Anton Sabel;Sabel;15.10.1902 00:00;männlich;['Politiker'];;
16193;http://www.wikidata.org/entity/Q61761;https://de.wikipedia.org/wiki/Pascual_Jordan;Pascual Jordan;Jordan;18.10.1902 00:00;männlich;['Sachbuchautor', 'Akademiker', 'Hochschullehrer', 'Mathematiker', 'Physiker', 'Politiker'];Evangelisch-lutherische Kirchen;
16194;http://www.wikidata.org/entity/Q1712199;https://de.wikipedia.org/wiki/Julie_R%C3%B6sch;Julie Rösch;Rösch;23.10.1902 00:00;weiblich;['Politiker'];;
16198;http://www.wikidata.org/entity/Q2582369;https://de.wikipedia.org/wiki/Wilmar_Saba%C3%9F;Wilmar Sabaß;;04.12.1902 00:00;männlich;['Politiker'];;
16199;http://www.wikidata.org/entity/Q1597007;https://de.wikipedia.org/wiki/Heinrich_Deist;Heinrich Deist;;10.12.1902 00:00;männlich;['Politiker'];;
16200;http://www.wikidata.org/entity/Q1230770;https://de.wikipedia.org/wiki/Josef_Sch%C3%BCttler;Josef Schüttler;Schüttler;11.12.1902 00:00;männlich;['Politiker'];;
16201;http://www.wikidata.org/entity/Q1286834;https://de.wikipedia.org/wiki/Edmund_Sinn;Edmund Sinn;Sinn;21.12.1902 00:00;männlich;['Politiker'];;
16202;http://www.wikidata.org/entity/Q763204;https://de.wikipedia.org/wiki/August_Neuburger_(Politiker);August Neuburger;Neuburger;22.12.1902 00:00;männlich;['Politiker'];;
16204;http://www.wikidata.org/entity/Q536095;https://de.wikipedia.org/wiki/Angelo_Kramel;Angelo Kramel;;18.01.1903 00:00;männlich;['Politiker'];;
16208;http://www.wikidata.org/entity/Q1519658;https://de.wikipedia.org/wiki/Joseph_Illerhaus;Joseph Illerhaus;;31.01.1903 00:00;männlich;['Politiker'];;
16209;http://www.wikidata.org/entity/Q1359952;https://de.wikipedia.org/wiki/Ernst_Rodiek;Ernst Rodiek;;09.02.1903 00:00;männlich;['Politiker'];;
16210;http://www.wikidata.org/entity/Q1282816;https://de.wikipedia.org/wiki/Gustav-Adolf_Gedat;Gustav-Adolf Gedat;;10.02.1903 00:00;männlich;['Autor', 'Politiker'];;
16211;http://www.wikidata.org/entity/Q1460558;https://de.wikipedia.org/wiki/Friedrich_Kreibaum;Friedrich Kreibaum;;14.02.1903 00:00;männlich;['Politiker'];;
16214;http://www.wikidata.org/entity/Q2544393;https://de.wikipedia.org/wiki/Walter_Ga%C3%9Fmann;Walter Gaßmann;Gassmann;03.03.1903 00:00;männlich;['Politiker'];;
16215;http://www.wikidata.org/entity/Q1705914;https://de.wikipedia.org/wiki/Josef_Trischler;Josef Trischler;Trischler;20.03.1903 00:00;männlich;['Politiker'];;
16216;http://www.wikidata.org/entity/Q1290290;https://de.wikipedia.org/wiki/Eduard_Wahl;Eduard Wahl;Wahl;29.03.1903 00:00;männlich;['Hochschullehrer', 'Politiker'];;
16217;http://www.wikidata.org/entity/Q2582196;https://de.wikipedia.org/wiki/Willy_Stahl;Willy Stahl;Stahl;10.04.1903 00:00;männlich;['Politiker'];;
16219;http://www.wikidata.org/entity/Q1556421;https://de.wikipedia.org/wiki/Gustav_Stein_(Politiker,_1903);Gustav Stein;Stein;19.04.1903 00:00;männlich;['Politiker'];;
16221;http://www.wikidata.org/entity/Q1201370;https://de.wikipedia.org/wiki/Detlef_Struve;Detlef Struve;Struve;12.05.1903 00:00;männlich;['Politiker'];;
16222;http://www.wikidata.org/entity/Q1449065;https://de.wikipedia.org/wiki/Franz_Seume;Franz Seume;Seume;14.05.1903 00:00;männlich;['Politiker'];;
16223;http://www.wikidata.org/entity/Q107050;https://de.wikipedia.org/wiki/Felix_von_Eckardt;Felix von Eckardt;von Eckardt;18.06.1903 00:00;männlich;['Journalist', 'Politiker', 'Drehbuchautor'];;
16224;http://www.wikidata.org/entity/Q1700284;https://de.wikipedia.org/wiki/Alexander_Menne;Alexander Menne;Menne;20.06.1903 00:00;männlich;['Politiker'];;
16225;http://www.wikidata.org/entity/Q1527563;https://de.wikipedia.org/wiki/Jakob_Franzen;Jakob Franzen;Franzen;27.06.1903 00:00;männlich;['Politiker'];;
16226;http://www.wikidata.org/entity/Q104177;https://de.wikipedia.org/wiki/Otto_Lenz;Otto Lenz;Lenz;06.07.1903 00:00;männlich;['Jurist', 'Politiker'];;
16227;http://www.wikidata.org/entity/Q1349613;https://de.wikipedia.org/wiki/Fritz_Oellers;Fritz Oellers;Oellers;25.07.1903 00:00;männlich;['Politiker', 'Rechtsanwalt'];;
16229;http://www.wikidata.org/entity/Q2589138;https://de.wikipedia.org/wiki/Wolfgang_Bartels_(Politiker,_1903);Wolfgang Bartels;Bartels;23.08.1903 00:00;männlich;['Politiker'];;
16230;http://www.wikidata.org/entity/Q2173431;https://de.wikipedia.org/wiki/Rudolf_Metter;Rudolf Metter;Metter;26.08.1903 00:00;männlich;['Politiker'];;
16231;http://www.wikidata.org/entity/Q1697317;https://de.wikipedia.org/wiki/Johannes_Br%C3%BCns;Johannes Brüns;;30.08.1903 00:00;männlich;['Politiker'];;
16232;http://www.wikidata.org/entity/Q1904020;https://de.wikipedia.org/wiki/Martin_Heix;Martin Heix;;02.09.1903 00:00;männlich;['Politiker'];;
16233;http://www.wikidata.org/entity/Q1603987;https://de.wikipedia.org/wiki/Helmut_Petersen;Helmut Petersen;Petersen;18.09.1903 00:00;männlich;['Politiker'];;
16234;http://www.wikidata.org/entity/Q1642012;https://de.wikipedia.org/wiki/Paul_Putzig;Paul Putzig;;03.10.1903 00:00;männlich;['Politiker'];;
16235;http://www.wikidata.org/entity/Q2582086;https://de.wikipedia.org/wiki/Willy_M%C3%BCller_(Politiker,_1903);Willy Müller;Müller;10.10.1903 00:00;männlich;['Politiker'];;
16236;http://www.wikidata.org/entity/Q1425602;https://de.wikipedia.org/wiki/Friedrich_Kraus_(Politiker);Friedrich Kraus;Kraus;26.10.1903 00:00;männlich;['Politiker'];;
16237;http://www.wikidata.org/entity/Q761017;https://de.wikipedia.org/wiki/August_Bruse;August Bruse;Bruse;26.10.1903 00:00;männlich;['Politiker'];;
16238;http://www.wikidata.org/entity/Q1610801;https://de.wikipedia.org/wiki/Hermann_Busse_(Politiker);Hermann Busse;Busse;23.11.1903 00:00;männlich;['Politiker', 'Rechtsanwalt', 'Richter'];;
16239;http://www.wikidata.org/entity/Q1728021;https://de.wikipedia.org/wiki/Wolfgang_Pohle;Wolfgang Pohle;Pohle;28.11.1903 00:00;männlich;['Rechtsanwalt', 'Politiker'];Reformierte Kirche;
16240;http://www.wikidata.org/entity/Q1599378;https://de.wikipedia.org/wiki/Heinrich_Wullenhaupt;Heinrich Wullenhaupt;;03.12.1903 00:00;männlich;['Politiker'];;
