MPID;WikiDataLink;WikipediaLink;Name;LastName;Born;SexOrGender;Occupation;Religion;AbgeordnetenwatchID
1;http://www.wikidata.org/entity/Q2571812;https://de.wikipedia.org/wiki/Wilhelm_Baessler;Wilhelm Baessler;Baessler;1878-01-31 00:00:00;männlich;['hotel owner', 'Politiker'];;
2;http://www.wikidata.org/entity/Q1631874;https://de.wikipedia.org/wiki/Albert_Pfl%C3%BCger;Albert Pflüger;Pflüger;1879-11-07 00:00:00;männlich;['Politiker'];;
3;http://www.wikidata.org/entity/Q1336565;https://de.wikipedia.org/wiki/Emil_M%C3%B6hrlin;Emil Möhrlin;;1883-02-01 00:00:00;männlich;['Politiker', 'Ingenieur'];;
4;http://www.wikidata.org/entity/Q1040293;https://de.wikipedia.org/wiki/Carl_Roth_(Politiker);Carl Roth;Roth;1884-01-25 00:00:00;männlich;['Politiker'];;
5;http://www.wikidata.org/entity/Q1704744;https://de.wikipedia.org/wiki/Josef_Harbrecht;Josef Harbrecht;Harbrecht;1884-12-22 00:00:00;männlich;['Pädagoge', 'Politiker'];;
6;http://www.wikidata.org/entity/Q1896242;https://de.wikipedia.org/wiki/Maria_Raiser;Maria Raiser;Raiser;1885-11-10 00:00:00;weiblich;['Politiker'];;
7;http://www.wikidata.org/entity/Q762529;https://de.wikipedia.org/wiki/August_Kuhn;August Kuhn;Kuhn;1886-01-11 00:00:00;männlich;['Politiker'];;
8;http://www.wikidata.org/entity/Q363080;https://de.wikipedia.org/wiki/Adolf_K%C3%BChn;Adolf Kühn;Kühn;1886-05-31 00:00:00;männlich;['Politiker'];;
9;http://www.wikidata.org/entity/Q1407374;https://de.wikipedia.org/wiki/Max_J%C3%A4ger_(Politiker,_1886);Max Jäger;Jäger;1886-10-02 00:00:00;männlich;['Politiker'];;
11;http://www.wikidata.org/entity/Q2665843;https://de.wikipedia.org/wiki/Carl_Schaefer_(Politiker);Carl Schaefer;Schaefer;1887-09-27 00:00:00;männlich;['Politiker'];;
12;http://www.wikidata.org/entity/Q1505385;https://de.wikipedia.org/wiki/Georg_Menges_(Politiker);Georg Menges;Menges;1888-02-05 00:00:00;männlich;['Politiker'];;
13;http://www.wikidata.org/entity/Q1467275;https://de.wikipedia.org/wiki/Fritz_Ulrich_(Politiker);Fritz Ulrich;Ulrich;1888-02-12 00:00:00;männlich;['Politiker'];;
14;http://www.wikidata.org/entity/Q1039888;https://de.wikipedia.org/wiki/Carl_Neinhaus;Carl Neinhaus;;1888-03-20 00:00:00;männlich;['Politiker'];;
15;http://www.wikidata.org/entity/Q1706135;https://de.wikipedia.org/wiki/Wilhelm_Simpfend%C3%B6rfer;Wilhelm Simpfendörfer;Simpfendörfer;1888-05-25 00:00:00;männlich;['Politiker'];;
16;http://www.wikidata.org/entity/Q2062968;https://de.wikipedia.org/wiki/Paul_Waeldin;Paul Waeldin;;1888-06-12 00:00:00;männlich;['Politiker'];;
17;http://www.wikidata.org/entity/Q2172710;https://de.wikipedia.org/wiki/Rudolf_Gehring_(Politiker,_1888);Rudolf Gehring;;1888-08-30 00:00:00;männlich;['Politiker'];;
18;http://www.wikidata.org/entity/Q1539687;https://de.wikipedia.org/wiki/Gotthilf_Bayh;Gotthilf Bayh;;1888-11-09 00:00:00;männlich;['Politiker'];;
19;http://www.wikidata.org/entity/Q1539702;https://de.wikipedia.org/wiki/Gotthilf_Schenkel;Gotthilf Schenkel;;1889-07-19 00:00:00;männlich;['Hochschullehrer', 'Theologe', 'Politiker'];evangelische Kirche;
21;http://www.wikidata.org/entity/Q1287305;https://de.wikipedia.org/wiki/Walter_Nischwitz;Walter Nischwitz;Nischwitz;1889-10-19 00:00:00;männlich;['Politiker'];;
22;http://www.wikidata.org/entity/Q1449453;https://de.wikipedia.org/wiki/Franz_Wiedemeier;Franz Wiedemeier;Wiedemeier;1890-05-01 00:00:00;männlich;['Politiker'];;
23;http://www.wikidata.org/entity/Q2575309;https://de.wikipedia.org/wiki/Wilhelm_Stump;Wilhelm Stump;Stump;1890-08-14 00:00:00;männlich;['Politiker'];;
25;http://www.wikidata.org/entity/Q641728;https://de.wikipedia.org/wiki/Arend_Braye;Arend Braye;;1890-11-03 00:00:00;männlich;['Politiker'];;
26;http://www.wikidata.org/entity/Q1903931;https://de.wikipedia.org/wiki/Martin_Haag_(Politiker,_1891);Martin Haag;Haag;1891-04-30 00:00:00;männlich;['Politiker'];;
27;http://www.wikidata.org/entity/Q1311272;https://de.wikipedia.org/wiki/Eugen_Wirsching;Eugen Wirsching;Wirsching;1891-11-29 00:00:00;männlich;['Politiker'];;
28;http://www.wikidata.org/entity/Q1610921;https://de.wikipedia.org/wiki/Hermann_Dold_(Politiker);Hermann Dold;Dold;1892-02-22 00:00:00;männlich;['Politiker'];;
29;http://www.wikidata.org/entity/Q1539838;https://de.wikipedia.org/wiki/Gottlieb_Reinbold;Gottlieb Reinbold;Reinbold;1892-11-19 00:00:00;männlich;['Politiker'];;
30;http://www.wikidata.org/entity/Q1657472;https://de.wikipedia.org/wiki/Ignaz_Kuhngamberger;Ignaz Kuhngamberger;;1892-12-06 00:00:00;männlich;['Landwirt', 'Politiker'];;
31;http://www.wikidata.org/entity/Q1459677;https://de.wikipedia.org/wiki/Friedrich_Herrmann_(Politiker);Friedrich Herrmann;Herrmann;1892-12-25 00:00:00;männlich;['Politiker'];;
32;http://www.wikidata.org/entity/Q1286512;https://de.wikipedia.org/wiki/Edmund_Kaufmann;Edmund Kaufmann;Kaufmann;1893-02-13 00:00:00;männlich;['Jurist', 'Politiker'];;
33;http://www.wikidata.org/entity/Q1446317;https://de.wikipedia.org/wiki/Franz_Bl%C3%A4si;Franz Bläsi;Bläsi;1893-03-28 00:00:00;männlich;['Politiker'];;
34;http://www.wikidata.org/entity/Q1289120;https://de.wikipedia.org/wiki/Eduard_Lais;Eduard Lais;Lais;1893-05-29 00:00:00;männlich;['Politiker'];;
35;http://www.wikidata.org/entity/Q1362905;https://de.wikipedia.org/wiki/Erwin_Eckert;Erwin Eckert;Eckert;1893-06-16 00:00:00;männlich;['Politiker'];;
36;http://www.wikidata.org/entity/Q2645713;https://de.wikipedia.org/wiki/Alfred_Rauch_(Politiker);Alfred Rauch;Rauch;1893-07-08 00:00:00;männlich;['Politiker'];;
37;http://www.wikidata.org/entity/Q973299;https://de.wikipedia.org/wiki/Gottlieb_Leeger;Gottlieb Leeger;Leeger;1893-10-17 00:00:00;männlich;['Politiker'];;
38;http://www.wikidata.org/entity/Q1580798;https://de.wikipedia.org/wiki/Hans_Kohler_(Politiker,_1893);Hans Kohler;Kohler;1893-11-21 00:00:00;männlich;['Politiker'];;
39;http://www.wikidata.org/entity/Q1336213;https://de.wikipedia.org/wiki/Emil_Henk;Emil Henk;Henk;1893-12-17 00:00:00;männlich;['Politiker'];;
40;http://www.wikidata.org/entity/Q2157549;https://de.wikipedia.org/wiki/Robert_Herzog_(Politiker);Robert Herzog;Duke;1894-04-11 00:00:00;männlich;['Politiker', 'Richter'];;
41;http://www.wikidata.org/entity/Q2696860;https://de.wikipedia.org/wiki/Friedrich_Rupps;Friedrich Rupps;;1894-06-16 00:00:00;männlich;['Politiker'];;
42;http://www.wikidata.org/entity/Q2060565;https://de.wikipedia.org/wiki/Paul_Keller_(Politiker);Paul Keller;Keller;1895-01-05 00:00:00;männlich;['Politiker'];;
43;http://www.wikidata.org/entity/Q1556483;https://de.wikipedia.org/wiki/Ludwig_Bohrmann;Ludwig Bohrmann;Bohrmann;1895-02-09 00:00:00;männlich;['Politiker'];;
45;http://www.wikidata.org/entity/Q13424235;https://de.wikipedia.org/wiki/Oscar_Hagen_(Politiker);Oscar Hagen;Hagen;1895-04-04 00:00:00;männlich;['Politiker'];;
48;http://www.wikidata.org/entity/Q1505941;https://de.wikipedia.org/wiki/Georg_Schulz_(Politiker);Georg Schulz;Schulz;1896-04-30 00:00:00;männlich;['Maler', 'Politiker'];;
49;http://www.wikidata.org/entity/Q1600661;https://de.wikipedia.org/wiki/Otto_G%C3%B6nnenwein;Otto Gönnenwein;Gönnenwein;1896-05-16 00:00:00;männlich;['Hochschullehrer', 'Jurist', 'Politiker'];;
50;http://www.wikidata.org/entity/Q1679319;https://de.wikipedia.org/wiki/Jakob_Ruppert;Jakob Ruppert;Ruppert;1896-05-21 00:00:00;männlich;['Politiker'];;
51;http://www.wikidata.org/entity/Q1505953;https://de.wikipedia.org/wiki/Georg_Schuster_(Politiker,_1896);Georg Schuster;Schuster;1896-07-01 00:00:00;männlich;['Politiker'];;
52;http://www.wikidata.org/entity/Q55566939;https://de.wikipedia.org/wiki/Alfred_Herbig;Alfred Herbig;;1896-11-04 00:00:00;männlich;['Politiker'];;
53;http://www.wikidata.org/entity/Q86095453;https://de.wikipedia.org/wiki/Robert_Ganter;Robert Ganter;;1896-11-08 00:00:00;männlich;['Schulrat', 'Politiker'];;
54;http://www.wikidata.org/entity/Q1612646;https://de.wikipedia.org/wiki/Hermann_Schneider_(Politiker,_1896);Hermann Schneider;Schneider;1896-12-07 00:00:00;männlich;['Politiker'];;
58;http://www.wikidata.org/entity/Q1730552;https://de.wikipedia.org/wiki/Karl_Braun_(Politiker,_1897);Karl Braun;Braun;1897-07-29 00:00:00;männlich;['Politiker'];;
59;http://www.wikidata.org/entity/Q25685197;https://de.wikipedia.org/wiki/Emil_M%C3%BCller_(Politiker,_1897);Emil Müller;Müller;1897-07-31 00:00:00;männlich;['Politiker'];;
60;http://www.wikidata.org/entity/Q1705107;https://de.wikipedia.org/wiki/Josef_Lang_(Politiker,_1897);Josef Lang;Lang;1897-08-24 00:00:00;männlich;['Politiker'];;
61;http://www.wikidata.org/entity/Q1505094;https://de.wikipedia.org/wiki/Georg_K%C3%B6nig_(Politiker,_1897);Georg König;König;1897-08-25 00:00:00;männlich;['Politiker'];;
62;http://www.wikidata.org/entity/Q1902923;https://de.wikipedia.org/wiki/Marta_Giesemann;Marta Giesemann;Giesemann;1897-09-04 00:00:00;weiblich;['Politiker'];;
64;http://www.wikidata.org/entity/Q2803470;https://de.wikipedia.org/wiki/Tiberius_Fundel;Tiberius Fundel;;1897-11-10 00:00:00;männlich;['Politiker'];;
65;http://www.wikidata.org/entity/Q1447024;https://de.wikipedia.org/wiki/Franz_Gurk;Franz Gurk;Gurk;1898-02-09 00:00:00;männlich;['Politiker'];;
66;http://www.wikidata.org/entity/Q2577429;https://de.wikipedia.org/wiki/Willi_Rieple;Willi Rieple;;1898-05-09 00:00:00;männlich;['Politiker'];;
68;http://www.wikidata.org/entity/Q2638083;https://de.wikipedia.org/wiki/Albert_Hartmann_(Politiker);Albert Hartmann;Hartmann;1899-01-09 00:00:00;männlich;['Politiker'];;
69;http://www.wikidata.org/entity/Q1462673;https://de.wikipedia.org/wiki/Friedrich_Vortisch;Friedrich Vortisch;;1899-03-05 00:00:00;männlich;['Politiker', 'Rechtsanwalt'];;
70;http://www.wikidata.org/entity/Q2637910;https://de.wikipedia.org/wiki/Albert_Flattich;Albert Flattich;;1899-03-05 00:00:00;männlich;['Politiker'];;
71;http://www.wikidata.org/entity/Q2693107;https://de.wikipedia.org/wiki/Erwin_Zinger;Erwin Zinger;Zinger;1899-03-15 00:00:00;männlich;['Politiker'];;
72;http://www.wikidata.org/entity/Q1730799;https://de.wikipedia.org/wiki/Karl_Ebert_(Politiker,_1899);Karl Ebert;Ebert;1899-04-29 00:00:00;männlich;['Politiker'];;
73;http://www.wikidata.org/entity/Q1468191;https://de.wikipedia.org/wiki/Fritz_Schieler;Fritz Schieler;Schieler;1899-05-07 00:00:00;männlich;['Politiker'];;
75;http://www.wikidata.org/entity/Q1611345;https://de.wikipedia.org/wiki/Hermann_Haake;Hermann Haake;Haake;1899-08-26 00:00:00;männlich;['Politiker'];;
76;http://www.wikidata.org/entity/Q1461173;https://de.wikipedia.org/wiki/Friedrich_Moltenbrey;Friedrich Moltenbrey;;1899-09-10 00:00:00;männlich;['Politiker'];;
77;http://www.wikidata.org/entity/Q1081490;https://de.wikipedia.org/wiki/Christian_Rack;Christian Rack;Rack;1899-09-21 00:00:00;männlich;['Politiker'];;
78;http://www.wikidata.org/entity/Q2524374;https://de.wikipedia.org/wiki/Viktor_Renner;Viktor Renner;Renner;1899-12-31 00:00:00;männlich;['Politiker', 'Richter'];;
79;http://www.wikidata.org/entity/Q560781;https://de.wikipedia.org/wiki/Anna_Hartnagel;Anna Hartnagel;Hartnagel;08.02.1900 00:00;weiblich;['Politiker'];;
82;http://www.wikidata.org/entity/Q1689270;https://de.wikipedia.org/wiki/Wilhelm_Gutmann;Wilhelm Gutmann;Gutmann;09.06.1900 00:00;männlich;['Politiker'];;
83;http://www.wikidata.org/entity/Q2063538;https://de.wikipedia.org/wiki/Paula_Doell;Paula Doell;Doell;29.06.1900 00:00;weiblich;['Opernsänger', 'Politiker'];;
84;http://www.wikidata.org/entity/Q1563192;https://de.wikipedia.org/wiki/Josef_Burger_(Politiker,_1900);Josef Burger;Burger;03.07.1900 00:00;männlich;['Politiker'];;
85;http://www.wikidata.org/entity/Q1705235;https://de.wikipedia.org/wiki/Josef_Matt_(Politiker,_1900);Josef Matt;Matt;29.07.1900 00:00;männlich;['Politiker'];;
86;http://www.wikidata.org/entity/Q1355927;https://de.wikipedia.org/wiki/Ermin_Hohlwegler;Ermin Hohlwegler;;04.08.1900 00:00;männlich;['Politiker'];;
87;http://www.wikidata.org/entity/Q1483926;https://de.wikipedia.org/wiki/Karl_Frank_(Politiker,_1900);Karl Frank;Frank;09.08.1900 00:00;männlich;['Jurist', 'Politiker', 'Rechtsanwalt'];;
88;http://www.wikidata.org/entity/Q2508472;https://de.wikipedia.org/wiki/Valentin_Schweiger;Valentin Schweiger;Schweiger;14.08.1900 00:00;männlich;['Politiker'];;
90;http://www.wikidata.org/entity/Q1352676;https://de.wikipedia.org/wiki/Paul_Meyle;Paul Meyle;Meyle;13.09.1900 00:00;männlich;['Politiker'];;
91;http://www.wikidata.org/entity/Q1668403;https://de.wikipedia.org/wiki/Martin_Storz;Martin Storz;;14.12.1900 00:00;männlich;['Politiker'];;
92;http://www.wikidata.org/entity/Q1582155;https://de.wikipedia.org/wiki/Hans_Rue%C3%9F;Hans Rueß;;31.01.1901 00:00;männlich;['Politiker'];;
93;http://www.wikidata.org/entity/Q1598364;https://de.wikipedia.org/wiki/Heinrich_M%C3%BChl;Heinrich Mühl;Mühl;22.04.1901 00:00;männlich;['Politiker'];;
94;http://www.wikidata.org/entity/Q1329283;https://de.wikipedia.org/wiki/Karl_Brachat;Karl Brachat;;24.04.1901 00:00;männlich;['Politiker'];;
95;http://www.wikidata.org/entity/Q1732598;https://de.wikipedia.org/wiki/Karl_Philipp_(Politiker);Karl Philipp;Philipp;02.05.1901 00:00;männlich;['Landwirt', 'Politiker'];;
97;http://www.wikidata.org/entity/Q588829;https://de.wikipedia.org/wiki/Anton_Dichtel;Anton Dichtel;;18.09.1901 00:00;männlich;['Politiker'];;
98;http://www.wikidata.org/entity/Q1705072;https://de.wikipedia.org/wiki/Josef_Kr%C3%A4mer_(Politiker,_1901);Josef Krämer;Krämer;11.10.1901 00:00;männlich;['Politiker'];;
100;http://www.wikidata.org/entity/Q1358441;https://de.wikipedia.org/wiki/Ernst_Haas_(Politiker,_1901);Ernst Haas;Haas;04.11.1901 00:00;männlich;['Politiker'];;
101;http://www.wikidata.org/entity/Q62101850;https://de.wikipedia.org/wiki/Georg_Neumann_(Politiker);Georg Neumann;Neumann;04.11.1901 00:00;männlich;['Politiker'];;
102;http://www.wikidata.org/entity/Q1474066;https://de.wikipedia.org/wiki/Stefie_Restle;Stefie Restle;;24.12.1901 00:00;weiblich;['Politiker'];;
103;http://www.wikidata.org/entity/Q2638707;https://de.wikipedia.org/wiki/Albert_Sauer_(Politiker);Albert Sauer;Sauer;27.02.1902 00:00;männlich;['Politiker', 'Rechtsanwalt'];;
104;http://www.wikidata.org/entity/Q1280697;https://de.wikipedia.org/wiki/Karl_Emig;Karl Emig;;13.05.1902 00:00;männlich;['Politiker'];;
105;http://www.wikidata.org/entity/Q110894;https://de.wikipedia.org/wiki/Paul_Binder;Paul Binder;Binder;29.07.1902 00:00;männlich;['Politiker'];;
106;http://www.wikidata.org/entity/Q1384487;https://de.wikipedia.org/wiki/Friedrich_Degeler;Friedrich Degeler;;02.08.1902 00:00;männlich;['Politiker'];;
107;http://www.wikidata.org/entity/Q347673;https://de.wikipedia.org/wiki/Adalbert_Seifriz;Adalbert Seifriz;Seifriz;22.08.1902 00:00;männlich;['Jurist', 'Politiker'];;
109;http://www.wikidata.org/entity/Q101457;https://de.wikipedia.org/wiki/Friedrich-Wilhelm_Schallwig;Friedrich-Wilhelm Schallwig;;22.10.1902 00:00;männlich;['Politiker'];;
110;http://www.wikidata.org/entity/Q1354315;https://de.wikipedia.org/wiki/Erika_Buchmann;Erika Buchmann;Buchmann;19.11.1902 00:00;weiblich;['Politiker'];;
113;http://www.wikidata.org/entity/Q24246361;https://de.wikipedia.org/wiki/Marianne_Maurer;Marianne Maurer;;12.03.1903 00:00;weiblich;['Politiker'];;
114;http://www.wikidata.org/entity/Q23062676;https://de.wikipedia.org/wiki/Eugen_Braun_(Politiker);Eugen Braun;Braun;15.03.1903 00:00;männlich;['Politiker'];;
115;http://www.wikidata.org/entity/Q15832913;https://de.wikipedia.org/wiki/Ludwig_Leber;Ludwig Leber;Leber;06.04.1903 00:00;männlich;['Politiker'];;
117;http://www.wikidata.org/entity/Q1686703;https://de.wikipedia.org/wiki/Wolfgang_Hau%C3%9Fmann;Wolfgang Haußmann;Haußmann;03.07.1903 00:00;männlich;['Notar', 'Politiker', 'Rechtsanwalt'];;
118;http://www.wikidata.org/entity/Q1671201;https://de.wikipedia.org/wiki/Fritz_K%C3%B6hler_(Politiker);Fritz Köhler;Köhler;19.07.1903 00:00;männlich;['Politiker'];;
119;http://www.wikidata.org/entity/Q2577185;https://de.wikipedia.org/wiki/Willi_H%C3%A4fner;Willi Häfner;Häfner;23.07.1903 00:00;männlich;['Politiker'];;
120;http://www.wikidata.org/entity/Q2158171;https://de.wikipedia.org/wiki/Robert_Maresch;Robert Maresch;Maresch;03.11.1903 00:00;männlich;['Politiker'];;
121;http://www.wikidata.org/entity/Q6021606;https://de.wikipedia.org/wiki/Franz_Hermann_(Politiker);Franz Hermann;Hermann;25.01.1904 00:00;männlich;['katholischer Priester', 'Politiker'];römisch-katholische Kirche;
123;http://www.wikidata.org/entity/Q1452608;https://de.wikipedia.org/wiki/Joachim_L%C3%B6ffler;Joachim Löffler;Löffler;17.03.1904 00:00;männlich;['Politiker'];;
124;http://www.wikidata.org/entity/Q1287440;https://de.wikipedia.org/wiki/Alexander_Eschenbach;Alexander Eschenbach;Eschenbach;28.03.1904 00:00;männlich;['Politiker'];;
125;http://www.wikidata.org/entity/Q1333612;https://de.wikipedia.org/wiki/Else_Berkmann;Else Berkmann;Berkmann;31.03.1904 00:00;weiblich;['Politiker'];;
126;http://www.wikidata.org/entity/Q2338263;https://de.wikipedia.org/wiki/Stefanie_Roeger;Stefanie Roeger;Roeger;31.03.1904 00:00;weiblich;['Politiker'];;
128;http://www.wikidata.org/entity/Q1817313;https://de.wikipedia.org/wiki/Lena_Maurer;Lena Maurer;Maurer;09.04.1904 00:00;weiblich;['Politiker'];;
129;http://www.wikidata.org/entity/Q1377978;https://de.wikipedia.org/wiki/Jakob_Mast;Jakob Mast;Mast;21.06.1904 00:00;männlich;['Politiker'];;
130;http://www.wikidata.org/entity/Q589654;https://de.wikipedia.org/wiki/Anton_Gillmann;Anton Gillmann;Gillmann;05.08.1904 00:00;männlich;['Politiker'];;
131;http://www.wikidata.org/entity/Q65521919;https://de.wikipedia.org/wiki/Walter_Ott_(Politiker);Walter Ott;;22.09.1904 00:00;männlich;['Politiker'];;
132;http://www.wikidata.org/entity/Q15812661;https://de.wikipedia.org/wiki/Gottlieb_Frank;Gottlieb Frank;Frank;28.10.1904 00:00;männlich;['Landwirt', 'Politiker'];;
133;http://www.wikidata.org/entity/Q1466649;https://de.wikipedia.org/wiki/Fritz_Helmst%C3%A4dter;Fritz Helmstädter;Helmstädter;01.12.1904 00:00;männlich;['Politiker'];;
134;http://www.wikidata.org/entity/Q15792079;https://de.wikipedia.org/wiki/Arnold_Schmidt-Br%C3%BCcken;Arnold Schmidt-Brücken;;01.01.1905 00:00;männlich;['Politiker'];;
135;http://www.wikidata.org/entity/Q15965185;https://de.wikipedia.org/wiki/Bernhard_M%C3%BCller_(Politiker,_1905);Bernhard Müller;Müller;27.02.1905 00:00;männlich;['Politiker'];;
136;http://www.wikidata.org/entity/Q95930;https://de.wikipedia.org/wiki/Toni_Menzinger;Toni Menzinger;;17.03.1905 00:00;weiblich;['Politiker'];;
137;http://www.wikidata.org/entity/Q1695779;https://de.wikipedia.org/wiki/Johann_Peter_Brandenburg;Johann Peter Brandenburg;Brandenburg;25.03.1905 00:00;männlich;['Politiker'];;
138;http://www.wikidata.org/entity/Q2737299;https://de.wikipedia.org/wiki/Julius_Habermeier;Julius Habermeier;Habermeier;31.03.1905 00:00;männlich;['Politiker'];;
139;http://www.wikidata.org/entity/Q2712878;https://de.wikipedia.org/wiki/Harro_Meyer;Harro Meyer;Meyer;01.04.1905 00:00;männlich;['Politiker'];;
140;http://www.wikidata.org/entity/Q590376;https://de.wikipedia.org/wiki/Anton_Huber_(Politiker,_1905);Anton Huber;Huber;04.06.1905 00:00;männlich;['Politiker'];;
141;http://www.wikidata.org/entity/Q2508301;https://de.wikipedia.org/wiki/Valentin_Gaa;Valentin Gaa;;15.08.1905 00:00;männlich;['Politiker'];;
142;http://www.wikidata.org/entity/Q1028951;https://de.wikipedia.org/wiki/Camill_Wurz;Camill Wurz;Wurz;26.09.1905 00:00;männlich;['Politiker', 'Rechtsanwalt'];;
146;http://www.wikidata.org/entity/Q1591098;https://de.wikipedia.org/wiki/Wilhelm_Bechtle;Wilhelm Bechtle;Bechtle;01.02.1906 00:00;männlich;['Politiker'];;
147;http://www.wikidata.org/entity/Q1608475;https://de.wikipedia.org/wiki/Herbert_Holtzhauer;Herbert Holtzhauer;Holtzhauer;17.03.1906 00:00;männlich;['Politiker'];;
148;http://www.wikidata.org/entity/Q15808756;https://de.wikipedia.org/wiki/Eugen_Breitling;Eugen Breitling;Breitling;03.06.1906 00:00;männlich;['Politiker'];;
149;http://www.wikidata.org/entity/Q2039023;https://de.wikipedia.org/wiki/Otto_Haag;Otto Haag;Haag;07.06.1906 00:00;männlich;['Politiker'];;
150;http://www.wikidata.org/entity/Q1037514;https://de.wikipedia.org/wiki/Carl_Dornes;Carl Dornes;Dornes;23.06.1906 00:00;männlich;['Politiker'];;
151;http://www.wikidata.org/entity/Q89288192;https://de.wikipedia.org/wiki/Ernst_Sch%C3%A4fer_(Politiker,_1906);Ernst Schäfer;Schäfer;27.06.1906 00:00;männlich;['Politiker'];;
152;http://www.wikidata.org/entity/Q972700;https://de.wikipedia.org/wiki/Karl_Bartunek;Karl Bartunek;Bartunek;07.09.1906 00:00;männlich;['Politiker'];;
154;http://www.wikidata.org/entity/Q2060247;https://de.wikipedia.org/wiki/Paul_Hofstetter;Paul Hofstetter;Hofstetter;05.02.1907 00:00;männlich;['Politiker'];;
155;http://www.wikidata.org/entity/Q1321212;https://de.wikipedia.org/wiki/Franz_Gog;Franz Gog;;24.04.1907 00:00;männlich;['Politiker', 'Richter'];;
156;http://www.wikidata.org/entity/Q1635607;https://de.wikipedia.org/wiki/Hugo_Roller;Hugo Roller;Roller;13.05.1907 00:00;männlich;['Politiker'];;
157;http://www.wikidata.org/entity/Q1690498;https://de.wikipedia.org/wiki/Joachim_Straub;Joachim Straub;Straub;30.05.1907 00:00;männlich;['Politiker'];;
158;http://www.wikidata.org/entity/Q1466112;https://de.wikipedia.org/wiki/Fritz_Einwald;Fritz Einwald;;19.06.1907 00:00;männlich;['Politiker'];;
159;http://www.wikidata.org/entity/Q1149639;https://de.wikipedia.org/wiki/Theopont_Diez;Theopont Diez;Diez;18.02.1908 00:00;männlich;['Politiker'];;
160;http://www.wikidata.org/entity/Q1321273;https://de.wikipedia.org/wiki/Josef_Vogt_(Politiker,_1908);Josef Vogt;Vogt;13.04.1908 00:00;männlich;['Politiker'];;
161;http://www.wikidata.org/entity/Q1731438;https://de.wikipedia.org/wiki/Karl_Hauff;Karl Hauff;;07.08.1908 00:00;männlich;['Politiker'];;
162;http://www.wikidata.org/entity/Q15837914;https://de.wikipedia.org/wiki/Otto_Lauer;Otto Lauer;Lauer;12.09.1908 00:00;männlich;['Politiker'];;
163;http://www.wikidata.org/entity/Q1580368;https://de.wikipedia.org/wiki/Hans_H%C3%A4ring;Hans Häring;Häring;16.09.1908 00:00;männlich;['Politiker'];;
164;http://www.wikidata.org/entity/Q1405075;https://de.wikipedia.org/wiki/Josef_Schmidt_(Politiker,_1908);Josef Schmidt;Schmidt;06.10.1908 00:00;männlich;['Politiker'];;
165;http://www.wikidata.org/entity/Q2544119;https://de.wikipedia.org/wiki/Walter_Erbe;Walter Erbe;Erbe;01.01.1909 00:00;männlich;['Hochschullehrer', 'Jurist', 'Politiker'];;
166;http://www.wikidata.org/entity/Q15434168;https://de.wikipedia.org/wiki/Alfred_L%C3%B6ffler;Alfred Löffler;Löffler;19.02.1909 00:00;männlich;['Politiker'];;
169;http://www.wikidata.org/entity/Q55442029;https://de.wikipedia.org/wiki/Ernst_H%C3%B6se;Ernst Höse;;14.08.1909 00:00;männlich;['Politiker'];;
170;http://www.wikidata.org/entity/Q2692084;https://de.wikipedia.org/wiki/Emil_Limbeck;Emil Limbeck;;12.10.1909 00:00;männlich;['Politiker'];;
172;http://www.wikidata.org/entity/Q2544437;https://de.wikipedia.org/wiki/Walter_Gerrads;Walter Gerrads;;22.02.1910 00:00;männlich;['Politiker'];;
174;http://www.wikidata.org/entity/Q1705712;https://de.wikipedia.org/wiki/Josef_Schwarz_(Politiker,_1910);Josef Schwarz;Schwarz;06.04.1910 00:00;männlich;['Politiker'];;
175;http://www.wikidata.org/entity/Q2692080;https://de.wikipedia.org/wiki/Emil_Feucht;Emil Feucht;;11.05.1910 00:00;männlich;['Politiker'];;
177;http://www.wikidata.org/entity/Q1458572;https://de.wikipedia.org/wiki/Friedrich_Br%C3%BCnner;Friedrich Brünner;Brünner;02.11.1910 00:00;männlich;['Politiker'];;
178;http://www.wikidata.org/entity/Q19279204;https://de.wikipedia.org/wiki/Erhard_Schrempp;Erhard Schrempp;Schrempp;02.11.1910 00:00;männlich;['Politiker'];;
179;http://www.wikidata.org/entity/Q2692079;https://de.wikipedia.org/wiki/Emil_Erlenbusch;Emil Erlenbusch;;31.01.1911 00:00;männlich;['Politiker'];;
182;http://www.wikidata.org/entity/Q2736405;https://de.wikipedia.org/wiki/Josef_Janota;Josef Janota;Janota;22.02.1911 00:00;männlich;['Politiker'];;
183;http://www.wikidata.org/entity/Q1241780;https://de.wikipedia.org/wiki/Werner_Kuhnt_(Politiker);Werner Kuhnt;;09.06.1911 00:00;männlich;['Politiker'];;
185;http://www.wikidata.org/entity/Q362027;https://de.wikipedia.org/wiki/Adolf_Hasen%C3%B6hrl;Adolf Hasenöhrl;Hasenöhrl;15.10.1911 00:00;männlich;['Politiker'];;
186;http://www.wikidata.org/entity/Q1712407;https://de.wikipedia.org/wiki/Richard_J%C3%A4ckle;Richard Jäckle;Jäckle;13.02.1912 00:00;männlich;['Politiker'];;
189;http://www.wikidata.org/entity/Q1446921;https://de.wikipedia.org/wiki/Franz_Gepperth;Franz Gepperth;Gepperth;25.09.1912 00:00;männlich;['Politiker'];;
191;http://www.wikidata.org/entity/Q2545158;https://de.wikipedia.org/wiki/Walter_Krause_(Politiker,_1912);Walter Krause;Krause;21.12.1912 00:00;männlich;['Politiker'];;
