step,iter,train/loss,val/loss,lr,mfu,token_embedding_act_abs_mean,attn_act_abs_mean,mlp_act_abs_mean,lm_head_act_abs_mean
0,0,4.212897300720215,4.206323623657227,0.01,-100.0
1,1,3.3468780517578125,3.427011013031006,0.01,-100.0,0.01607120456174016,0.010262150084599853,0.044047164265066385,0.2840965762734413
2,2,3.9345345497131348,3.9515929222106934,0.01,-100.0,0.01770305074751377,0.1543486900627613,0.5986199006438255,0.7216882109642029
3,3,3.8661646842956543,3.850748062133789,0.01,-100.0,0.020250978879630566,1.466036632657051,2.874206766486168,1.7349677085876465
4,4,3.4656295776367188,3.7886340618133545,0.01,-100.0,0.02199649903923273,3.8213523030281067,7.725913941860199,2.322375535964966
5,5,3.651277780532837,3.6460392475128174,0.01,-100.0,0.02296477649360895,7.509873926639557,13.501107215881348,2.435195803642273
6,6,3.5260207653045654,3.5982933044433594,0.01,0.23175484371619226,0.02375498553737998,11.273345351219177,15.656890630722046,1.624520182609558
7,7,3.4461984634399414,3.5605356693267822,0.01,0.23193382331896578,0.024527349043637514,15.868945956230164,28.720956087112427,2.4649548530578613
8,8,3.612114906311035,3.4597620964050293,0.01,0.2315168255289579,0.02488596411421895,20.12759804725647,38.34802865982056,2.632988154888153
9,9,3.5454890727996826,3.4350900650024414,0.01,0.2313607916859518,0.02524846186861396,24.703479766845703,46.89295053482056,2.5623056888580322
10,10,3.293236494064331,3.411438226699829,0.01,0.23135479839718828,0.02542512910440564,28.653129816055298,55.37749242782593,2.354477107524872
