step,iter,train/loss,val/loss,lr,mfu,token_embedding_act_abs_mean,attn_act_abs_mean,mlp_act_abs_mean,lm_head_act_abs_mean
0,0,4.209872245788574,4.19447135925293,0.01,-100.0
1,1,3.5317816734313965,3.4947009086608887,0.01,-100.0,0.01601004833355546,0.014106235699728131,0.0441500642336905,0.3918817639350891
2,2,3.5385255813598633,3.7404472827911377,0.01,-100.0,0.017841437365859747,0.17689182609319687,0.5013007633388042,1.3018594980239868
3,3,6.088561534881592,5.991401672363281,0.01,-100.0,0.020491755567491055,1.3838125169277191,4.735518723726273,3.8629602193832397
4,4,4.500282287597656,4.426900863647461,0.01,-100.0,0.021955028176307678,4.2159059047698975,8.644400835037231,2.6516753435134888
5,5,4.276205062866211,4.108546257019043,0.01,-100.0,0.022872942965477705,7.033997476100922,20.59698760509491,4.668620705604553
6,6,3.8041605949401855,3.9115920066833496,0.01,0.3975646949492721,0.023491150699555874,10.630880653858185,29.56833028793335,5.861476302146912
7,7,3.4991376399993896,3.5226168632507324,0.01,0.3973584089961537,0.02378800790756941,14.055980682373047,38.31785464286804,6.359938621520996
8,8,3.404219388961792,3.73089337348938,0.01,0.3970735824981284,0.024001522921025753,16.348011374473572,44.78580665588379,6.368308424949646
9,9,3.939332962036133,3.744403123855591,0.01,0.39630033710208445,0.024570581503212452,23.192394852638245,64.10056114196777,6.307932257652283
10,10,3.7500057220458984,3.8231911659240723,0.01,0.3963458444943613,0.024871396366506815,28.14109492301941,81.38675594329834,6.2073670625686646
