step,iter,train/loss,val/loss,lr,mfu,token_embedding_act_abs_mean,attn_act_abs_mean,mlp_act_abs_mean,lm_head_act_abs_mean
0,0,4.374704360961914,4.352590560913086,0.01,-100.0
1,1,3.5087108612060547,3.8427579402923584,0.01,-100.0,0.01589166186749935,0.012205873790662736,0.04404487693682313,0.3852471709251404
2,2,7.236062526702881,7.239051818847656,0.01,-100.0,0.017117456533014774,0.1768890842795372,0.5903607197105885,1.2779159843921661
3,3,7.1465744972229,7.116833686828613,0.01,-100.0,0.01851402036845684,1.769182875752449,1.8497261926531792,1.6677128970623016
4,4,4.483767509460449,4.545505523681641,0.01,-100.0,0.020026308950036764,2.3396486788988113,2.8214070200920105,1.5820856094360352
5,5,4.7501115798950195,4.981841087341309,0.01,-100.0,0.021397764328867197,9.563551247119904,8.567342817783356,3.6775532960891724
6,6,4.443031311035156,4.76563835144043,0.01,0.3759171499405945,0.022623450495302677,15.866235256195068,11.36496090888977,3.7833904027938843
7,7,4.181451797485352,4.190194606781006,0.01,0.3747505270499709,0.023392396979033947,20.068809866905212,17.88894586265087,4.430804014205933
8,8,4.097048759460449,4.1777663230896,0.01,0.37433013624089945,0.024141758680343628,24.68674397468567,22.875032603740692,4.332021951675415
9,9,3.9024853706359863,4.022552013397217,0.01,0.3735830110637732,0.024626878555864096,29.265942096710205,27.03298380970955,3.856312394142151
10,10,3.9080381393432617,4.026320457458496,0.01,0.3736411174246974,0.025169529486447573,33.08962059020996,32.02364778518677,3.5377639532089233
