step,iter,train/loss,val/loss,lr,mfu,token_embedding_act_abs_mean,attn_act_abs_mean,mlp_act_abs_mean,lm_head_act_abs_mean
0,0,4.1885576248168945,4.188718318939209,0.01,-100.0
1,1,3.3229048252105713,3.4387755393981934,0.01,-100.0,0.015978727489709854,0.01159304118482396,0.04395610140636563,1.2913517653942108
2,2,4.350155353546143,4.31895637512207,0.01,-100.0,0.017795318737626076,0.17443769052624702,0.48446566984057426,11.190744876861572
3,3,4.809260368347168,4.75326681137085,0.01,-100.0,0.020176155492663383,1.5984768569469452,1.9445077627897263,4.577349066734314
4,4,3.818164825439453,3.855496406555176,0.01,-100.0,0.022428330034017563,3.39860862493515,11.855281352996826,55.02738952636719
5,5,3.8806986808776855,3.8712127208709717,0.01,-100.0,0.022698017302900553,6.589871048927307,17.15590810775757,50.6586971282959
6,6,3.8172459602355957,3.741896867752075,0.01,0.5283312760499429,0.02291674679145217,9.985868215560913,18.707165002822876,38.16702651977539
7,7,3.564697742462158,3.6146764755249023,0.01,0.5281616241116214,0.022790197283029556,12.768504619598389,19.138197660446167,32.41800308227539
8,8,3.5890395641326904,3.514127016067505,0.01,0.5299312778156497,0.022772328928112984,15.950531601905823,23.684404134750366,32.29763126373291
9,9,3.4247446060180664,3.464150905609131,0.01,0.5313464043606857,0.022830606438219547,19.85741364955902,31.607961893081665,30.83107614517212
10,10,3.333333730697632,3.484010696411133,0.01,0.533196283165204,0.023111941292881966,24.096734046936035,40.32399129867554,31.165733337402344
