step,iter,train/loss,val/loss,lr,mfu,token_embedding_act_abs_mean,attn_act_abs_mean,mlp_act_abs_mean,lm_head_act_abs_mean
0,0,4.234604358673096,4.238868236541748,0.01,-100.0
1,1,3.567389965057373,3.5480239391326904,0.01,-100.0,0.01593916956335306,0.013265990070067346,0.04385960754007101,0.2626347988843918
2,2,3.9145290851593018,3.678098678588867,0.01,-100.0,0.01780925039201975,0.22554542124271393,0.4472602941095829,0.6448293924331665
3,3,7.0980000495910645,7.290432929992676,0.01,-100.0,0.020228449255228043,1.0140905678272247,4.130978193134069,2.2256564497947693
4,4,4.49977970123291,4.389901638031006,0.01,-100.0,0.02184661291539669,3.154815375804901,4.06405970454216,1.7020290791988373
5,5,3.787728786468506,3.8137803077697754,0.01,-100.0,0.023200638126581907,6.830617189407349,14.867345690727234,2.6901326775550842
6,6,3.9086720943450928,3.8274497985839844,0.01,0.22969753288909797,0.02414086926728487,11.39077877998352,21.327236890792847,2.612071216106415
7,7,3.658888816833496,3.545286178588867,0.01,0.2300982672634776,0.024873719085007906,16.2034512758255,26.86245059967041,2.412062704563141
8,8,3.7142157554626465,3.3991966247558594,0.01,0.2290867426929169,0.025608166586607695,20.55177366733551,34.574809551239014,2.3406516313552856
9,9,3.524097442626953,3.6897575855255127,0.01,0.2293407482010792,0.026479582767933607,24.64876675605774,42.858397006988525,2.2271682620048523
10,10,3.5558056831359863,3.567018985748291,0.01,0.22968234138787633,0.02737255673855543,28.475834369659424,51.29988622665405,2.079412519931793
