step,iter,train/loss,val/loss,lr,mfu,token_embedding_act_abs_mean,attn_act_abs_mean,mlp_act_abs_mean,lm_head_act_abs_mean
0,0,4.335901737213135,4.345541954040527,0.01,-100.0
1,1,3.656996726989746,3.7128958702087402,0.01,-100.0,0.015853996388614178,0.011918186559341848,0.04392166156321764,0.39812851697206497
2,2,6.432636260986328,6.135664463043213,0.01,-100.0,0.01719238981604576,0.2819426394999027,1.50990479439497,1.1058256328105927
3,3,5.623927593231201,5.6812639236450195,0.01,-100.0,0.018952309619635344,9.675243824720383,18.980592370033264,2.1743645668029785
4,4,5.2763824462890625,5.113974571228027,0.01,-100.0,0.020396254491060972,21.432544708251953,35.87856924533844,3.436136841773987
5,5,5.210367202758789,4.666233062744141,0.01,-100.0,0.020972421392798424,37.35006046295166,40.95975315570831,4.632351398468018
6,6,4.07806921005249,4.094144821166992,0.01,0.37282487462006886,0.021571616642177105,55.369141578674316,25.396139204502106,2.9205583333969116
7,7,3.637659788131714,3.725062608718872,0.01,0.3735204748314467,0.022148132789880037,81.60535955429077,52.21569561958313,2.949892818927765
8,8,3.7678444385528564,3.7600038051605225,0.01,0.374304525055832,0.02245410019531846,111.47821521759033,68.06511926651001,2.3794153928756714
9,9,3.757033348083496,3.719245433807373,0.01,0.37374754081608486,0.022875884547829628,133.80582523345947,75.27244222164154,1.6982140839099884
10,10,3.532449722290039,3.6137800216674805,0.01,0.3713168176270476,0.023315603844821453,174.18268203735352,83.26342558860779,1.4781405925750732
