step,iter,train/loss,val/loss,lr,mfu,token_embedding_act_abs_mean,attn_act_abs_mean,mlp_act_abs_mean,lm_head_act_abs_mean
0,0,5.153451919555664,5.19692850112915,0.01,-100.0
1,1,4.4980268478393555,4.873508453369141,0.01,-100.0,0.016057973727583885,0.011474757571704686,0.04382505128160119,0.5661014467477798
2,2,7.908530235290527,7.840226173400879,0.01,-100.0,0.015651405323296785,3.770748481154442,3.9665880501270294,3.736101984977722
3,3,9.071170806884766,9.070648193359375,0.01,-100.0,0.016610238701105118,33.32539618015289,40.0455060005188,3.8094321489334106
4,4,11.595849990844727,11.861339569091797,0.01,-100.0,0.017490403726696968,58.320008277893066,75.17380285263062,5.490225076675415
5,5,10.741922378540039,10.823859214782715,0.01,-100.0,0.018255853094160557,69.33792495727539,89.02225303649902,4.389864563941956
6,6,7.950872898101807,7.849036693572998,0.01,0.6056866867974284,0.01913336245343089,125.45436096191406,109.83057594299316,5.2383445501327515
7,7,7.224413871765137,7.339552879333496,0.01,0.606158844016033,0.020261672791093588,193.39849853515625,134.68903350830078,4.357399940490723
8,8,7.576501369476318,7.488720893859863,0.01,0.6059067069141971,0.020596363116055727,275.15977478027344,177.94561767578125,3.3641701340675354
9,9,6.931574821472168,7.161318778991699,0.01,0.6056188390054426,0.021014533005654812,382.88429832458496,218.36534881591797,3.087069272994995
10,10,6.412300109863281,6.534056663513184,0.01,0.6054667919355025,0.021801588591188192,488.3709487915039,251.4743251800537,3.853995382785797
