_step,val/loss,_timestamp,train/step_loss,iter,Sample Generation,_runtime,train/loss,lr,seed
366,,1779704060.2898176,0.776096522808075,3510.0,,1049.1023124,,,2026
367,,1779704062.2637503,0.7538259625434875,3520.0,,1051.0766071,,,2026
368,,1779704064.2406116,0.756365180015564,3530.0,,1053.0530161,,,2026
369,,1779704066.230364,0.7457418441772461,3540.0,,1055.0429656,,,2026
370,,1779704068.2059903,0.7646987438201904,3550.0,,1057.0188005,,,2026
371,,1779704070.1822162,0.7850151062011719,3560.0,,1058.9946197,,,2026
372,,1779704072.158701,0.7609854340553284,3570.0,,1060.9711475,,,2026
373,,1779704074.13363,0.7493071556091309,3580.0,,1062.9460351,,,2026
374,,1779704076.1093237,0.7739261388778687,3590.0,,1064.9218025,,,2026
375,,1779704078.0984716,0.7617266178131104,3600.0,,1066.910874,,,2026
376,,1779704080.071903,0.7488515973091125,3610.0,,1068.8845988,,,2026
377,,1779704082.0471015,0.7606090903282166,3620.0,,1070.859503,,,2026
378,,1779704084.0317101,0.7595652341842651,3630.0,,1072.8441183,,,2026
379,,1779704086.0051212,0.7367808818817139,3640.0,,1074.8175241,,,2026
380,,1779704087.9776678,0.7531504034996033,3650.0,,1076.7900705,,,2026
381,,1779704089.9551432,0.7462490797042847,3660.0,,1078.767546,,,2026
382,,1779704091.9300625,0.7433758974075317,3670.0,,1080.7429377,,,2026
383,,1779704093.9016645,0.760032057762146,3680.0,,1082.7135621,,,2026
384,,1779704095.8765128,0.7257720828056335,3690.0,,1084.6889191,,,2026
385,,1779704097.851537,0.7556440234184265,3700.0,,1086.6639413,,,2026
386,,1779704099.8270285,0.7438091039657593,3710.0,,1088.639484,,,2026
387,,1779704101.8046067,0.7485542297363281,3720.0,,1090.6170101,,,2026
388,,1779704103.7791843,0.7503662705421448,3730.0,,1092.591669,,,2026
389,,1779704105.759905,0.7377727627754211,3740.0,,1094.5723462,,,2026
390,1.8603357076644897,1779704131.2944005,,3750.0,,1120.1072997,0.49621450901031494,0.00023694285222843113,2026
391,,1779704131.4958575,0.7497864365577698,3750.0,,1120.3082625,,,2026
392,,1779704133.4720948,0.7295087575912476,3760.0,,1122.2846071,,,2026
393,,1779704135.4505208,0.7312469482421875,3770.0,,1124.2629236,,,2026
394,,1779704137.4258947,0.7428556084632874,3780.0,,1126.2382994,,,2026
395,,1779704139.4004033,0.7218901515007019,3790.0,,1128.212807,,,2026
396,,1779704141.3816397,0.7303459644317627,3800.0,,1130.1942728,,,2026
397,,1779704143.35512,0.7539747953414917,3810.0,,1132.1675253,,,2026
398,,1779704145.3302097,0.7194510698318481,3820.0,,1134.1428955,,,2026
399,,1779704147.3090558,0.7180782556533813,3830.0,,1136.1214603,,,2026
400,,1779704149.2832015,0.7177839875221252,3840.0,,1138.0957044,,,2026
401,,1779704151.2588649,0.7268486618995667,3850.0,,1140.0712677,,,2026
402,,1779704153.2343018,0.711934506893158,3860.0,,1142.0468467,,,2026
403,,1779704155.2101574,0.7175414562225342,3870.0,,1144.0229717,,,2026
404,,1779704157.1883817,0.7015320062637329,3880.0,,1146.0007849,,,2026
405,,1779704159.1641994,0.7216750383377075,3890.0,,1147.9766513,,,2026
406,,1779704161.1417832,0.7117859721183777,3900.0,,1149.954438,,,2026
407,,1779704163.1210961,0.7223736643791199,3910.0,,1151.9334999,,,2026
408,,1779704165.0980463,0.721825361251831,3920.0,,1153.9104482,,,2026
409,,1779704167.067179,0.6961816549301147,3930.0,,1155.879849,,,2026
410,,1779704169.042688,0.6969196200370789,3940.0,,1157.8550897,,,2026
411,,1779704171.0175426,0.7256022095680237,3950.0,,1159.829947,,,2026
412,,1779704172.9884255,0.7198526263237,3960.0,,1161.8013958,,,2026
413,,1779704174.9647613,0.7070205807685852,3970.0,,1163.7771731,,,2026
414,,1779704176.9383333,0.6865928173065186,3980.0,,1165.7507371,,,2026
415,,1779704178.9122465,0.6928423047065735,3990.0,,1167.7247634,,,2026
416,1.8845787048339844,1779704204.473027,,4000.0,,1193.2854553,0.46452218294143677,0.00018936387015941957,2026
417,,1779704204.6764343,0.7220454812049866,4000.0,,1193.4893158,,,2026
418,,1779704206.6520202,0.702218234539032,4010.0,,1195.4644562,,,2026
419,,1779704208.6264646,0.7203198671340942,4020.0,,1197.4397312,,,2026
420,,1779704210.6139338,0.7136669158935547,4030.0,,1199.426355,,,2026
421,,1779704212.5878794,0.7016785740852356,4040.0,,1201.4003142,,,2026
422,,1779704214.5636158,0.7063722610473633,4050.0,,1203.3760194,,,2026
423,,1779704216.5411284,0.7006409168243408,4060.0,,1205.3535344,,,2026
424,,1779704218.516364,0.7034522294998169,4070.0,,1207.3296241,,,2026
425,,1779704220.4910274,0.6914412975311279,4080.0,,1209.3034291,,,2026
426,,1779704222.4686923,0.7005638480186462,4090.0,,1211.2810982,,,2026
427,,1779704224.4436352,0.6903044581413269,4100.0,,1213.2562004,,,2026
428,,1779704226.4254336,0.6964651942253113,4110.0,,1215.2378366,,,2026
429,,1779704228.4019053,0.6716742515563965,4120.0,,1217.2148349,,,2026
430,,1779704230.3787777,0.6828218102455139,4130.0,,1219.1914719,,,2026
431,,1779704232.3603616,0.6870362162590027,4140.0,,1221.172766,,,2026
432,,1779704234.336316,0.6829169392585754,4150.0,,1223.148768,,,2026
433,,1779704236.3112314,0.6808670163154602,4160.0,,1225.1236367,,,2026
434,,1779704238.2872474,0.6939468383789062,4170.0,,1227.0996518,,,2026
435,,1779704240.2610168,0.6893016695976257,4180.0,,1229.0734203,,,2026
436,,1779704242.232693,0.6890115141868591,4190.0,,1231.0453884,,,2026
437,,1779704244.217643,0.6978476047515869,4200.0,,1233.0295406,,,2026
438,,1779704246.1908917,0.6836234927177429,4210.0,,1235.0032952,,,2026
439,,1779704248.1641188,0.6832456588745117,4220.0,,1236.9771494,,,2026
440,,1779704250.145788,0.6937984824180603,4230.0,,1238.9588396,,,2026
441,,1779704252.1229608,0.6655084490776062,4240.0,,1240.935785,,,2026
442,1.92352294921875,1779704277.6765635,,4250.0,,1266.4891993,0.4278336465358734,0.00015103031213214996,2026
443,,1779704277.8794448,0.6779236793518066,4250.0,,1266.6918483,,,2026
444,,1779704279.8637614,0.6928878426551819,4260.0,,1268.6763928,,,2026
445,,1779704281.8380141,0.679266095161438,4270.0,,1270.6504195,,,2026
446,,1779704283.812012,0.6745414733886719,4280.0,,1272.6254783,,,2026
447,,1779704285.7959251,0.6875883340835571,4290.0,,1274.6083774,,,2026
448,,1779704287.7670171,0.6659439206123352,4300.0,,1276.5799807,,,2026
449,,1779704289.7394865,0.6994014382362366,4310.0,,1278.5519163,,,2026
450,,1779704291.716486,0.6614229679107666,4320.0,,1280.5288892,,,2026
451,,1779704293.6923618,0.6852104067802429,4330.0,,1282.5047641,,,2026
452,,1779704295.6680498,0.6812987327575684,4340.0,,1284.4804553,,,2026
453,,1779704297.6397555,0.6814623475074768,4350.0,,1286.4526179,,,2026
454,,1779704299.613747,0.6809855103492737,4360.0,,1288.4266455,,,2026
455,,1779704301.5892575,0.671533465385437,4370.0,,1290.4016618,,,2026
456,,1779704303.5644093,0.6655392646789551,4380.0,,1292.3772879,,,2026
457,,1779704305.5395439,0.6663158535957336,4390.0,,1294.3519473,,,2026
458,,1779704307.5159125,0.6629372239112854,4400.0,,1296.3288655,,,2026
459,,1779704309.4932127,0.6567703485488892,4410.0,,1298.3058314,,,2026
460,,1779704311.466687,0.6606186032295227,4420.0,,1300.2790979,,,2026
461,,1779704313.4436183,0.6704794764518738,4430.0,,1302.2560194,,,2026
462,,1779704315.4185574,0.6625184416770935,4440.0,,1304.2309586,,,2026
463,,1779704317.3981178,0.6524800658226013,4450.0,,1306.2105233,,,2026
464,,1779704319.3718123,0.6649603247642517,4460.0,,1308.1847712,,,2026
465,,1779704321.3473077,0.6681439280509949,4470.0,,1310.1602738,,,2026
466,,1779704323.3203917,0.6581534743309021,4480.0,,1312.1327956,,,2026
467,,1779704325.300495,0.6594883799552917,4490.0,,1314.1138975,,,2026
468,1.9531069993972778,1779704350.8548274,,4500.0,,1339.6676174,0.4035485088825226,0.00012292491384519912,2026
469,,1779704351.057426,0.6586179137229919,4500.0,,1339.8698284,,,2026
470,,1779704353.0326133,0.6498498916625977,4510.0,,1341.8463429,,,2026
471,,1779704355.0073118,0.6761924028396606,4520.0,,1343.819762,,,2026
472,,1779704356.990874,0.6621354222297668,4530.0,,1345.8035381,,,2026
473,,1779704358.9675057,0.6722648739814758,4540.0,,1347.7799091,,,2026
474,,1779704360.9421287,0.6469059586524963,4550.0,,1349.7545345,,,2026
475,,1779704362.916157,0.6623548865318298,4560.0,,1351.7294661,,,2026
476,,1779704364.8902962,0.6583945751190186,4570.0,,1353.7027001,,,2026
477,,1779704366.8723464,0.6697103381156921,4580.0,,1355.6849093,,,2026
478,,1779704368.8470263,0.6627451181411743,4590.0,,1357.6595356,,,2026
479,,1779704370.819711,0.6479337811470032,4600.0,,1359.6321144,,,2026
480,,1779704372.7973552,0.6555681228637695,4610.0,,1361.6098247,,,2026
481,,1779704374.7753263,0.6505796909332275,4620.0,,1363.5877303,,,2026
482,,1779704376.7574077,0.6725219488143921,4630.0,,1365.5704922,,,2026
483,,1779704378.74135,0.6565359830856323,4640.0,,1367.5537628,,,2026
484,,1779704380.7175853,0.6561891436576843,4650.0,,1369.5302136,,,2026
485,,1779704382.6914651,0.6372352242469788,4660.0,,1371.504076,,,2026
486,,1779704384.6646364,0.6640036702156067,4670.0,,1373.4770431,,,2026
487,,1779704386.641885,0.6585557460784912,4680.0,,1375.4545488,,,2026
488,,1779704388.6188145,0.6524147391319275,4690.0,,1377.4312192,,,2026
489,,1779704390.593895,0.6572519540786743,4700.0,,1379.4064346,,,2026
490,,1779704392.5704308,0.6507351398468018,4710.0,,1381.3828392,,,2026
491,,1779704394.5448678,0.6651725172996521,4720.0,,1383.357549,,,2026
492,,1779704396.5152137,0.6487836241722107,4730.0,,1385.3276448,,,2026
493,,1779704398.4892836,0.6617519855499268,4740.0,,1387.3015258,,,2026
494,1.9858776330947876,1779704424.1665566,,4750.0,,1412.9791243,0.38348397612571716,0.00010576819746349742,2026
495,,1779704424.368445,0.6416200399398804,4750.0,,1413.1815572,,,2026
496,,1779704426.34313,0.6356015801429749,4760.0,,1415.1550279,,,2026
497,,1779704428.3291047,0.6525512337684631,4770.0,,1417.1417912,,,2026
498,,1779704430.3017294,0.6368916630744934,4780.0,,1419.114134,,,2026
499,,1779704432.2778208,0.6549111008644104,4790.0,,1421.090226,,,2026
500,,1779704434.2666109,0.6564072370529175,4800.0,,1423.0790154,,,2026
501,,1779704436.2414439,0.6465005278587341,4810.0,,1425.0544313,,,2026
502,,1779704438.317511,0.6429035663604736,4820.0,,1427.130116,,,2026
503,,1779704440.3437126,0.6441988945007324,4830.0,,1429.1562282,,,2026
504,,1779704442.3195536,0.6557344198226929,4840.0,,1431.1319545,,,2026
505,,1779704444.3060002,0.6381528377532959,4850.0,,1433.1184041,,,2026
506,,1779704446.279947,0.6531609892845154,4860.0,,1435.0923499,,,2026
507,,1779704448.2645907,0.6477282047271729,4870.0,,1437.0769944,,,2026
508,,1779704450.268519,0.6275099515914917,4880.0,,1439.0809259,,,2026
509,,1779704452.2750373,0.6244811415672302,4890.0,,1441.0874394,,,2026
510,,1779704454.2594805,0.6409215331077576,4900.0,,1443.0718866,,,2026
511,,1779704456.2839656,0.6459937691688538,4910.0,,1445.0963702,,,2026
512,,1779704458.2931914,0.6320399641990662,4920.0,,1447.1055967,,,2026
513,,1779704460.298248,0.6453285217285156,4930.0,,1449.1106616,,,2026
514,,1779704462.2920613,0.6335633397102356,4940.0,,1451.104466,,,2026
515,,1779704464.3242135,0.6422703862190247,4950.0,,1453.1366173,,,2026
516,,1779704466.344539,0.6463845372200012,4960.0,,1455.1569426,,,2026
517,,1779704468.3633926,0.6327491998672485,4970.0,,1457.1757956,,,2026
518,,1779704470.3863053,0.6463636159896851,4980.0,,1459.1987093,,,2026
519,,1779704472.4197428,0.6403867602348328,4990.0,,1461.2321469,,,2026
520,2.0003767013549805,1779704498.5236127,,5000.0,,1487.3367639,0.36827540397644043,0.0001,2026
521,,1779704498.7394426,0.6352999806404114,5000.0,,1487.5518456,,,2026
522,,1779704499.9155135,,,"{'path': 'media/html/Sample Generation_522_61e60b3e5ede51f689bc.html', 'size': 272, '_type': 'html-file', 'sha256': '61e60b3e5ede51f689bcb91c9354787bf68fcd80d4c93fbadfba2abb60616d4a'}",1488.7279005,,,2026
