_step,val/loss,_timestamp,train/step_loss,iter,Sample Generation,_runtime,train/loss,lr,seed
35,,1779703124.100836,2.016082763671875,330.0,,112.9132377,,,2026
36,,1779703126.074662,2.0008420944213867,340.0,,114.8870652,,,2026
37,,1779703128.047802,1.9761168956756592,350.0,,116.8610592,,,2026
38,,1779703130.0231755,1.9741560220718384,360.0,,118.8355806,,,2026
39,,1779703132.0001268,1.9153940677642822,370.0,,120.8125316,,,2026
40,,1779703133.9764068,1.9276360273361206,380.0,,122.7888089,,,2026
41,,1779703135.950792,1.8822262287139893,390.0,,124.7631965,,,2026
42,,1779703137.925956,1.853097677230835,400.0,,126.7385065,,,2026
43,,1779703139.898414,1.8234741687774658,410.0,,128.7111026,,,2026
44,,1779703141.8736691,1.8162084817886353,420.0,,130.6862687,,,2026
45,,1779703143.848178,1.809098482131958,430.0,,132.6605819,,,2026
46,,1779703145.8199778,1.7623652219772339,440.0,,134.6325893,,,2026
47,,1779703147.7982733,1.7607777118682861,450.0,,136.6106747,,,2026
48,,1779703149.7746243,1.7474055290222168,460.0,,138.5870264,,,2026
49,,1779703151.7485046,1.7153822183609009,470.0,,140.5610846,,,2026
50,,1779703153.7232797,1.7135374546051025,480.0,,142.5356862,,,2026
51,,1779703155.7021594,1.6883503198623657,490.0,,144.5146471,,,2026
52,1.768884301185608,1779703181.0321245,,500.0,,169.8447501,1.5678883790969849,0.0009852826883675631,2026
53,,1779703181.2334604,1.6627392768859863,500.0,,170.0464305,,,2026
54,,1779703183.2068822,1.66350257396698,510.0,,172.0192861,,,2026
55,,1779703185.181087,1.6528655290603638,520.0,,173.9934899,,,2026
56,,1779703187.1553183,1.6265692710876465,530.0,,175.9678198,,,2026
57,,1779703189.1306484,1.6054790019989014,540.0,,177.9430552,,,2026
58,,1779703191.1026073,1.6180574893951416,550.0,,179.9157207,,,2026
59,,1779703193.0779383,1.5881506204605103,560.0,,181.8904316,,,2026
60,,1779703195.050239,1.563994288444519,570.0,,183.8626432,,,2026
61,,1779703197.0223715,1.561561107635498,580.0,,185.834777,,,2026
62,,1779703198.9976232,1.5518298149108887,590.0,,187.8100249,,,2026
63,,1779703200.9761875,1.5230180025100708,600.0,,189.7885914,,,2026
64,,1779703202.951839,1.5551488399505615,610.0,,191.7642407,,,2026
65,,1779703204.9252527,1.5270746946334839,620.0,,193.7376542,,,2026
66,,1779703206.8979018,1.5103586912155151,630.0,,195.7103065,,,2026
67,,1779703208.878136,1.4633201360702515,640.0,,197.6905386,,,2026
68,,1779703210.8496332,1.4802607297897339,650.0,,199.6620371,,,2026
69,,1779703212.821785,1.465741753578186,660.0,,201.6349378,,,2026
70,,1779703214.7945523,1.4751086235046387,670.0,,203.6069535,,,2026
71,,1779703216.7681012,1.4338911771774292,680.0,,205.5805349,,,2026
72,,1779703218.7417567,1.4453729391098022,690.0,,207.554667,,,2026
73,,1779703220.7164116,1.4534493684768677,700.0,,209.528816,,,2026
74,,1779703222.6914465,1.4224278926849365,710.0,,211.5039189,,,2026
75,,1779703224.6652427,1.43340003490448,720.0,,213.4778977,,,2026
76,,1779703226.6422114,1.429734706878662,730.0,,215.4546605,,,2026
77,,1779703228.6152592,1.4208908081054688,740.0,,217.4277252,,,2026
78,1.5658053159713745,1779703253.948627,,750.0,,242.7620364,1.3314132690429688,0.0009614856803571157,2026
79,,1779703254.1522985,1.407787561416626,750.0,,242.9647008,,,2026
80,,1779703256.1297038,1.4117133617401123,760.0,,244.9421088,,,2026
81,,1779703258.105435,1.4369235038757324,770.0,,246.9178412,,,2026
82,,1779703260.0780327,1.4130066633224487,780.0,,248.8904339,,,2026
83,,1779703262.0524485,1.3839317560195923,790.0,,250.8648801,,,2026
84,,1779703264.0268707,1.3769866228103638,800.0,,252.8392773,,,2026
85,,1779703265.9994433,1.4036335945129395,810.0,,254.8118458,,,2026
86,,1779703267.9776597,1.3676834106445312,820.0,,256.7900626,,,2026
87,,1779703269.9536605,1.354766845703125,830.0,,258.7660678,,,2026
88,,1779703271.9267771,1.3929170370101929,840.0,,260.7397364,,,2026
89,,1779703273.8993077,1.3456908464431763,850.0,,262.7117089,,,2026
90,,1779703275.872642,1.3552650213241577,860.0,,264.6851301,,,2026
91,,1779703277.8442326,1.3347043991088867,870.0,,266.6566367,,,2026
92,,1779703279.81975,1.3240560293197632,880.0,,268.6321544,,,2026
93,,1779703281.794355,1.3247489929199219,890.0,,270.6067602,,,2026
94,,1779703283.7667022,1.3439557552337646,900.0,,272.5791033,,,2026
95,,1779703285.7410438,1.3430849313735962,910.0,,274.5542959,,,2026
96,,1779703287.7173605,1.3640553951263428,920.0,,276.5304132,,,2026
97,,1779703289.6916404,1.3157230615615845,930.0,,278.5040461,,,2026
98,,1779703291.6631675,1.3391779661178589,940.0,,280.4755705,,,2026
99,,1779703293.6391335,1.3164575099945068,950.0,,282.4515445,,,2026
100,,1779703295.614218,1.3099522590637207,960.0,,284.4268902,,,2026
101,,1779703297.5901337,1.2903584241867065,970.0,,286.4024914,,,2026
102,,1779703299.5643256,1.3166706562042236,980.0,,288.3767321,,,2026
103,,1779703301.542126,1.3123011589050293,990.0,,290.3545288,,,2026
104,1.5042290687561035,1779703326.9284523,,1000.0,,315.7413694,1.2213973999023438,0.0009271396472013282,2026
105,,1779703327.1306355,1.2789232730865479,1000.0,,315.9430393,,,2026
106,,1779703329.1076477,1.2868562936782837,1010.0,,317.9200496,,,2026
107,,1779703331.0850368,1.2898894548416138,1020.0,,319.8975396,,,2026
108,,1779703333.0604405,1.2770178318023682,1030.0,,321.8728482,,,2026
109,,1779703335.0347867,1.2729578018188477,1040.0,,323.8471904,,,2026
110,,1779703337.0073066,1.2777804136276245,1050.0,,325.8198003,,,2026
111,,1779703338.9806004,1.2582944631576538,1060.0,,327.7931249,,,2026
112,,1779703340.9520457,1.2709816694259644,1070.0,,329.764962,,,2026
113,,1779703342.9288552,1.2773544788360596,1080.0,,331.7412886,,,2026
114,,1779703344.901705,1.2853474617004395,1090.0,,333.7136026,,,2026
115,,1779703346.8768845,1.2854853868484497,1100.0,,335.6892875,,,2026
116,,1779703348.852206,1.2582956552505493,1110.0,,337.6641039,,,2026
117,,1779703350.8269618,1.274275541305542,1120.0,,339.6393654,,,2026
118,,1779703352.7993398,1.2414439916610718,1130.0,,341.6117436,,,2026
119,,1779703354.7718027,1.2441967725753784,1140.0,,343.5842066,,,2026
120,,1779703356.743958,1.2429132461547852,1150.0,,345.5563622,,,2026
121,,1779703358.7187138,1.2275822162628174,1160.0,,347.5319545,,,2026
122,,1779703360.6944754,1.2456177473068237,1170.0,,349.5070063,,,2026
123,,1779703362.6687574,1.2353789806365967,1180.0,,351.4811831,,,2026
124,,1779703364.6407201,1.2396032810211182,1190.0,,353.4532732,,,2026
125,,1779703366.6140873,1.2279964685440063,1200.0,,355.4264911,,,2026
126,,1779703368.5890665,1.2345128059387207,1210.0,,357.4014688,,,2026
127,,1779703370.564716,1.203748345375061,1220.0,,359.3771209,,,2026
128,,1779703372.5389924,1.1908354759216309,1230.0,,361.3515172,,,2026
129,,1779703374.51123,1.2043673992156982,1240.0,,363.3236954,,,2026
130,1.4826114177703857,1779703399.9152336,,1250.0,,388.728245,1.1350069046020508,0.000883125098683892,2026
131,,1779703400.1185446,1.2336984872817993,1250.0,,388.931265,,,2026
132,,1779703402.0933082,1.2095879316329956,1260.0,,390.9060407,,,2026
133,,1779703404.0678422,1.1983532905578613,1270.0,,392.880809,,,2026
134,,1779703406.0392175,1.2073372602462769,1280.0,,394.8516188,,,2026
135,,1779703408.0148516,1.1747184991836548,1290.0,,396.8272631,,,2026
136,,1779703409.9918013,1.1885876655578613,1300.0,,398.8042071,,,2026
137,,1779703411.9653213,1.1800651550292969,1310.0,,400.7777473,,,2026
138,,1779703413.9378915,1.1991742849349976,1320.0,,402.7511971,,,2026
139,,1779703415.912033,1.2041163444519043,1330.0,,404.7244369,,,2026
140,,1779703417.887009,1.2032822370529175,1340.0,,406.6995951,,,2026
141,,1779703419.862507,1.2075539827346802,1350.0,,408.6759032,,,2026
142,,1779703421.8378766,1.1560148000717163,1360.0,,410.6502796,,,2026
143,,1779703423.8120608,1.1531063318252563,1370.0,,412.6244643,,,2026
144,,1779703425.787857,1.1689767837524414,1380.0,,414.5997549,,,2026
145,,1779703427.7619836,1.177756667137146,1390.0,,416.5743898,,,2026
146,,1779703429.7372952,1.1596074104309082,1400.0,,418.5498405,,,2026
147,,1779703431.7111802,1.1781631708145142,1410.0,,420.5236108,,,2026
148,,1779703433.68195,1.1719707250595093,1420.0,,422.4943551,,,2026
149,,1779703435.6560345,1.1710448265075684,1430.0,,424.4690657,,,2026
150,,1779703437.6304657,1.1845085620880127,1440.0,,426.4428703,,,2026
151,,1779703439.6054852,1.167691707611084,1450.0,,428.4178876,,,2026
152,,1779703441.575878,1.1582245826721191,1460.0,,430.3886888,,,2026
153,,1779703443.5500288,1.1697224378585815,1470.0,,432.3624333,,,2026
154,,1779703445.5273771,1.1738821268081665,1480.0,,434.3399728,,,2026
155,,1779703447.5010133,1.1489495038986206,1490.0,,436.3134176,,,2026
156,1.4796618223190308,1779703472.9312701,,1500.0,,461.744036,1.0613563060760498,0.0008305704108364302,2026
157,,1779703473.1345553,1.163554310798645,1500.0,,461.9469567,,,2026
158,,1779703475.1081645,1.1451913118362427,1510.0,,463.9205658,,,2026
159,,1779703477.0799587,1.1381736993789673,1520.0,,465.8925343,,,2026
160,,1779703479.060133,1.1558318138122559,1530.0,,467.8725381,,,2026
161,,1779703481.031216,1.153369426727295,1540.0,,469.84362,,,2026
162,,1779703483.0056071,1.1307399272918701,1550.0,,471.818011,,,2026
163,,1779703484.9865882,1.1316747665405273,1560.0,,473.7992655,,,2026
164,,1779703486.9589915,1.1396856307983398,1570.0,,475.7715608,,,2026
165,,1779703488.932941,1.1188127994537354,1580.0,,477.7461257,,,2026
166,,1779703490.9097152,1.1207952499389648,1590.0,,479.7221194,,,2026
167,,1779703492.884641,1.12472665309906,1600.0,,481.6970767,,,2026
168,,1779703494.8614805,1.1146763563156128,1610.0,,483.674017,,,2026
169,,1779703496.832425,1.123358964920044,1620.0,,485.644832,,,2026
170,,1779703498.806888,1.1220580339431763,1630.0,,487.6192915,,,2026
171,,1779703500.782412,1.1444333791732788,1640.0,,489.5948154,,,2026
172,,1779703502.7538857,1.1123120784759521,1650.0,,491.5663974,,,2026
173,,1779703504.7307694,1.1233553886413574,1660.0,,493.5431635,,,2026
174,,1779703506.7110102,1.1404544115066528,1670.0,,495.5234139,,,2026
175,,1779703508.6868603,1.1212959289550781,1680.0,,497.4992644,,,2026
176,,1779703510.6642241,1.0807558298110962,1690.0,,499.4768221,,,2026
177,,1779703512.6385128,1.0802603960037231,1700.0,,501.4509168,,,2026
178,,1779703514.612448,1.1100316047668457,1710.0,,503.4251197,,,2026
179,,1779703516.5875337,1.093087911605835,1720.0,,505.4003467,,,2026
180,,1779703518.5650299,1.1053872108459473,1730.0,,507.3774332,,,2026
181,,1779703520.5400646,1.1151742935180664,1740.0,,509.3525432,,,2026
182,1.48954176902771,1779703546.09512,,1750.0,,534.9080628,0.9914300441741943,0.0007708228984017721,2026
183,,1779703546.3018878,1.092131495475769,1750.0,,535.1142986,,,2026
184,,1779703548.2860098,1.0987697839736938,1760.0,,537.0985549,,,2026
185,,1779703550.2648854,1.103838562965393,1770.0,,539.0772888,,,2026
186,,1779703552.2364106,1.0792299509048462,1780.0,,541.0492677,,,2026
187,,1779703554.21451,1.1101067066192627,1790.0,,543.026933,,,2026
188,,1779703556.1912696,1.0874329805374146,1800.0,,545.0038314,,,2026
189,,1779703558.1654224,1.0667587518692017,1810.0,,546.9783559,,,2026
190,,1779703560.1384604,1.0726159811019897,1820.0,,548.9508619,,,2026
191,,1779703562.1135492,1.0784108638763428,1830.0,,550.9260233,,,2026
192,,1779703564.0894747,1.0741406679153442,1840.0,,552.9018785,,,2026
193,,1779703566.0655773,1.0701730251312256,1850.0,,554.8779808,,,2026
194,,1779703568.040326,1.056646466255188,1860.0,,556.8527424,,,2026
195,,1779703570.0181282,1.083999514579773,1870.0,,558.8305312,,,2026
196,,1779703571.9979484,1.055580496788025,1880.0,,560.8104773,,,2026
197,,1779703573.9725697,1.0685466527938843,1890.0,,562.7851006,,,2026
198,,1779703575.948814,1.0714600086212158,1900.0,,564.7617089,,,2026
199,,1779703577.9250498,1.0688486099243164,1910.0,,566.7374569,,,2026
200,,1779703579.8997562,1.0225468873977661,1920.0,,568.7121897,,,2026
201,,1779703581.875045,1.0615742206573486,1930.0,,570.6874479,,,2026
202,,1779703583.849886,1.0451014041900635,1940.0,,572.6630191,,,2026
203,,1779703585.82235,1.040203332901001,1950.0,,574.6348589,,,2026
204,,1779703587.7969573,1.0412781238555908,1960.0,,576.6095513,,,2026
205,,1779703589.7702205,1.047070026397705,1970.0,,578.5826216,,,2026
206,,1779703591.745156,1.0396277904510498,1980.0,,580.5585636,,,2026
207,,1779703593.723349,1.0272200107574463,1990.0,,582.5357541,,,2026
208,1.5213842391967773,1779703619.2211268,,2000.0,,608.0340249,0.9213941693305969,0.0007054142744895884,2026
209,,1779703619.4250548,1.034519910812378,2000.0,,608.2374561,,,2026
210,,1779703621.4106216,1.006171464920044,2010.0,,610.2237878,,,2026
211,,1779703623.3859718,1.0536448955535889,2020.0,,612.199249,,,2026
212,,1779703625.360181,1.0455551147460938,2030.0,,614.1725838,,,2026
213,,1779703627.3365755,1.02940034866333,2040.0,,616.1494667,,,2026
214,,1779703629.3205032,1.0404739379882812,2050.0,,618.1331015,,,2026
215,,1779703631.2934296,1.0192965269088745,2060.0,,620.105859,,,2026
216,,1779703633.2655299,1.0269622802734375,2070.0,,622.0779342,,,2026
217,,1779703635.2396631,1.0318163633346558,2080.0,,624.0521703,,,2026
218,,1779703637.2135272,1.0432336330413818,2090.0,,626.0259345,,,2026
219,,1779703639.1890724,1.0099639892578125,2100.0,,628.0014778,,,2026
220,,1779703641.1667976,1.023488998413086,2110.0,,629.9794967,,,2026
221,,1779703643.1404154,1.0096819400787354,2120.0,,631.9528183,,,2026
222,,1779703645.1154456,1.026950478553772,2130.0,,633.9278521,,,2026
223,,1779703647.0881963,1.0301945209503174,2140.0,,635.9007196,,,2026
224,,1779703649.0633118,1.005886435508728,2150.0,,637.8757149,,,2026
225,,1779703651.0411859,1.0113959312438965,2160.0,,639.8535901,,,2026
226,,1779703653.015491,1.0167917013168335,2170.0,,641.8280393,,,2026
227,,1779703654.9888282,0.9835975170135498,2180.0,,643.8012326,,,2026
228,,1779703656.967379,0.9856855869293213,2190.0,,645.7802764,,,2026
229,,1779703658.9432843,0.9895659685134888,2200.0,,647.7558748,,,2026
230,,1779703660.9147217,1.0032860040664673,2210.0,,649.7279384,,,2026
231,,1779703662.888431,0.983933687210083,2220.0,,651.7011242,,,2026
232,,1779703664.8605504,0.9844575524330139,2230.0,,653.6735074,,,2026
233,,1779703666.832104,0.9792541265487671,2240.0,,655.6446027,,,2026
234,1.5599827766418457,1779703692.332122,,2250.0,,681.1445432,0.848724901676178,0.0006360213829156177,2026
235,,1779703692.5309718,0.9871323108673096,2250.0,,681.3437272,,,2026
236,,1779703694.5116544,0.9920376539230347,2260.0,,683.3240573,,,2026
237,,1779703696.4854972,0.9815852046012878,2270.0,,685.2980073,,,2026
238,,1779703698.4605677,0.9813776016235352,2280.0,,687.2729784,,,2026
239,,1779703700.436924,0.979999840259552,2290.0,,689.2498473,,,2026
240,,1779703702.411646,0.983350396156311,2300.0,,691.2240506,,,2026
241,,1779703704.3860097,0.9802091717720032,2310.0,,693.1986882,,,2026
242,,1779703706.3642154,0.962384819984436,2320.0,,695.1768346,,,2026
243,,1779703708.340693,0.9778622388839722,2330.0,,697.1530975,,,2026
244,,1779703710.3143578,0.9500200748443604,2340.0,,699.1271034,,,2026
245,,1779703712.2934065,0.9699081182479858,2350.0,,701.1067974,,,2026
246,,1779703714.2691796,0.9557961821556091,2360.0,,703.0816732,,,2026
247,,1779703716.2421772,0.9378957748413086,2370.0,,705.0545805,,,2026
248,,1779703718.2171483,0.9764676094055176,2380.0,,707.0295504,,,2026
249,,1779703720.192878,0.9690269231796265,2390.0,,709.0052797,,,2026
250,,1779703722.1727395,0.9549131393432617,2400.0,,710.9853841,,,2026
251,,1779703724.1478963,0.9604149460792542,2410.0,,712.9606115,,,2026
252,,1779703726.121376,0.9432483315467834,2420.0,,714.9343881,,,2026
253,,1779703728.1009717,0.9552051424980164,2430.0,,716.9134211,,,2026
254,,1779703730.0766351,0.9627559781074524,2440.0,,718.8890404,,,2026
255,,1779703732.051604,0.9425477981567383,2450.0,,720.864012,,,2026
256,,1779703734.034336,0.9458416104316711,2460.0,,722.8467374,,,2026
257,,1779703736.0107608,0.966822624206543,2470.0,,724.8231651,,,2026
258,,1779703737.9858053,0.943804144859314,2480.0,,726.7982108,,,2026
259,,1779703739.9653683,0.9330036640167236,2490.0,,728.7778998,,,2026
260,1.6015211343765259,1779703765.504356,,2500.0,,754.3171232,0.7817252278327942,0.000564423209907245,2026
261,,1779703765.7084205,0.9086589813232422,2500.0,,754.520894,,,2026
262,,1779703767.6826618,0.9670298099517822,2510.0,,756.4950636,,,2026
263,,1779703769.660748,0.9432063102722168,2520.0,,758.4731509,,,2026
264,,1779703771.6448047,0.9456408023834229,2530.0,,760.457544,,,2026
265,,1779703773.6182675,0.9322339296340942,2540.0,,762.4306723,,,2026
266,,1779703775.6021235,0.9275623559951782,2550.0,,764.4145269,,,2026
267,,1779703777.5748556,0.9269592761993408,2560.0,,766.3880436,,,2026
268,,1779703779.5515995,0.9205694198608398,2570.0,,768.3640033,,,2026
269,,1779703781.5274968,0.9314727783203125,2580.0,,770.3401318,,,2026
270,,1779703783.5001986,0.9192690253257751,2590.0,,772.312602,,,2026
271,,1779703785.4752095,0.9335379004478455,2600.0,,774.2876135,,,2026
272,,1779703787.4494216,0.9250274896621704,2610.0,,776.261827,,,2026
273,,1779703789.4250557,0.9225784540176392,2620.0,,778.2369535,,,2026
274,,1779703791.3970997,0.9030455946922302,2630.0,,780.2105022,,,2026
275,,1779703793.3734987,0.9225748777389526,2640.0,,782.1859015,,,2026
276,,1779703795.3480399,0.9108717441558838,2650.0,,784.1604446,,,2026
277,,1779703797.3225005,0.9131549596786499,2660.0,,786.1349059,,,2026
278,,1779703799.2962234,0.892171323299408,2670.0,,788.1086287,,,2026
279,,1779703801.2728126,0.9057555198669434,2680.0,,790.0852578,,,2026
280,,1779703803.2471156,0.9187484979629517,2690.0,,792.0595334,,,2026
281,,1779703805.2193165,0.9044941067695618,2700.0,,794.031875,,,2026
282,,1779703807.1917214,0.8987065553665161,2710.0,,796.004643,,,2026
283,,1779703809.1641302,0.8850301504135132,2720.0,,797.9767875,,,2026
284,,1779703811.1405208,0.8779373168945312,2730.0,,799.9532332,,,2026
285,,1779703813.1161366,0.8864045739173889,2740.0,,801.9285389,,,2026
286,1.6548749208450317,1779703838.6627722,,2750.0,,827.4754529,0.7162472605705261,0.0004924552772419723,2026
287,,1779703838.8648906,0.8863624334335327,2750.0,,827.6772945,,,2026
288,,1779703840.8439353,0.8901746869087219,2760.0,,829.6567319,,,2026
289,,1779703842.8265333,0.8792840242385864,2770.0,,831.6389389,,,2026
290,,1779703844.809396,0.885965883731842,2780.0,,833.6218001,,,2026
291,,1779703846.7821927,0.8763853907585144,2790.0,,835.5945976,,,2026
292,,1779703848.7564409,0.8808851838111877,2800.0,,837.5689415,,,2026
293,,1779703850.732015,0.8714240193367004,2810.0,,839.544417,,,2026
294,,1779703852.707812,0.8828254342079163,2820.0,,841.5209735,,,2026
295,,1779703854.6821928,0.8599555492401123,2830.0,,843.4940907,,,2026
296,,1779703856.6542654,0.8565568923950195,2840.0,,845.4676702,,,2026
297,,1779703858.628426,0.8729401230812073,2850.0,,847.4417487,,,2026
298,,1779703860.607572,0.8798348903656006,2860.0,,849.4204545,,,2026
299,,1779703862.5833569,0.8837510943412781,2870.0,,851.3957618,,,2026
300,,1779703864.5574372,0.8767252564430237,2880.0,,853.3698422,,,2026
301,,1779703866.5331273,0.8704687356948853,2890.0,,855.3455288,,,2026
302,,1779703868.5112782,0.8454856872558594,2900.0,,857.3236808,,,2026
303,,1779703870.4841208,0.8708292841911316,2910.0,,859.2967564,,,2026
304,,1779703872.4573214,0.8563486933708191,2920.0,,861.2697833,,,2026
305,,1779703874.4306679,0.8478245139122009,2930.0,,863.2430728,,,2026
306,,1779703876.4088166,0.8415140509605408,2940.0,,865.2213857,,,2026
307,,1779703878.3817492,0.8316670656204224,2950.0,,867.1941551,,,2026
308,,1779703880.3542051,0.8631049990653992,2960.0,,869.1668604,,,2026
309,,1779703882.3360722,0.8521511554718018,2970.0,,871.1493132,,,2026
310,,1779703884.3104458,0.8717005848884583,2980.0,,873.1231223,,,2026
311,,1779703886.283968,0.8658506274223328,2990.0,,875.096391,,,2026
312,1.6977137327194214,1779703911.817735,,3000.0,,900.6301414,0.6516492366790771,0.0004219625860160354,2026
313,,1779703912.023154,0.8512210249900818,3000.0,,900.8355569,,,2026
314,,1779703913.997191,0.8530263900756836,3010.0,,902.809819,,,2026
315,,1779703915.975413,0.8461165428161621,3020.0,,904.7880428,,,2026
316,,1779703917.9681957,0.8679149746894836,3030.0,,906.7808897,,,2026
317,,1779703919.9448607,0.8459120988845825,3040.0,,908.757393,,,2026
318,,1779703921.9187062,0.8436326384544373,3050.0,,910.7311083,,,2026
319,,1779703923.8960495,0.819223940372467,3060.0,,912.709303,,,2026
320,,1779703925.8703127,0.8359761238098145,3070.0,,914.6827192,,,2026
321,,1779703927.8447692,0.831322193145752,3080.0,,916.6571725,,,2026
322,,1779703929.8253582,0.8054969906806946,3090.0,,918.6377619,,,2026
323,,1779703931.800847,0.8153749108314514,3100.0,,920.6137447,,,2026
324,,1779703933.7755408,0.8320021033287048,3110.0,,922.5889047,,,2026
325,,1779703935.7545288,0.8176030516624451,3120.0,,924.5669313,,,2026
326,,1779703937.7304544,0.8138790726661682,3130.0,,926.542856,,,2026
327,,1779703939.709283,0.8333553671836853,3140.0,,928.5222145,,,2026
328,,1779703941.69059,0.8096386194229126,3150.0,,930.5035307,,,2026
329,,1779703943.665812,0.8392434120178223,3160.0,,932.4777096,,,2026
330,,1779703945.6429305,0.8152772784233093,3170.0,,934.455916,,,2026
331,,1779703947.6183348,0.8140354156494141,3180.0,,936.430779,,,2026
332,,1779703949.5918162,0.8126526474952698,3190.0,,938.4050825,,,2026
333,,1779703951.5668588,0.8201240301132202,3200.0,,940.3794462,,,2026
334,,1779703953.5418556,0.8054631352424622,3210.0,,942.3542568,,,2026
335,,1779703955.518176,0.8082483410835266,3220.0,,944.3305797,,,2026
336,,1779703957.4909947,0.8283900022506714,3230.0,,946.3039169,,,2026
337,,1779703959.465619,0.7937546372413635,3240.0,,948.278023,,,2026
338,1.7544982433319092,1779703984.9721203,,3250.0,,973.7845006,0.5963022112846375,0.00035475231739709885,2026
339,,1779703985.1757128,0.7970170974731445,3250.0,,973.9885017,,,2026
340,,1779703987.157124,0.821308970451355,3260.0,,975.9705838,,,2026
341,,1779703989.131853,0.7951650023460388,3270.0,,977.9444488,,,2026
342,,1779703991.1055045,0.8020467162132263,3280.0,,979.9179091,,,2026
343,,1779703993.0848622,0.8041391372680664,3290.0,,981.8972833,,,2026
344,,1779703995.059062,0.7948967814445496,3300.0,,983.8714656,,,2026
345,,1779703997.033906,0.8034101128578186,3310.0,,985.8464559,,,2026
346,,1779703999.011981,0.7849651575088501,3320.0,,987.8244457,,,2026
347,,1779704000.9870205,0.7947276830673218,3330.0,,989.7994222,,,2026
348,,1779704002.9625995,0.7950857281684875,3340.0,,991.775478,,,2026
349,,1779704004.9359229,0.786038339138031,3350.0,,993.7485389,,,2026
350,,1779704006.911919,0.7902555465698242,3360.0,,995.7243211,,,2026
351,,1779704008.8875613,0.8034178018569946,3370.0,,997.699968,,,2026
352,,1779704010.8598492,0.778270959854126,3380.0,,999.6726949,,,2026
353,,1779704012.8400052,0.7804067730903625,3390.0,,1001.6534253,,,2026
354,,1779704014.8168309,0.7854819297790527,3400.0,,1003.6292349,,,2026
355,,1779704016.7927682,0.7639719843864441,3410.0,,1005.6051702,,,2026
356,,1779704018.766842,0.7637447714805603,3420.0,,1007.5792435,,,2026
357,,1779704020.748334,0.7860394716262817,3430.0,,1009.5607387,,,2026
358,,1779704022.7269044,0.7740581631660461,3440.0,,1011.5393078,,,2026
359,,1779704024.7035859,0.7591459155082703,3450.0,,1013.5159896,,,2026
360,,1779704026.6789463,0.7714195847511292,3460.0,,1015.490844,,,2026
361,,1779704028.6555035,0.7831204533576965,3470.0,,1017.4679086,,,2026
362,,1779704030.6299167,0.7677428126335144,3480.0,,1019.4425284,,,2026
363,,1779704032.6036046,0.7591192126274109,3490.0,,1021.4160091,,,2026
364,1.812464952468872,1779704058.111537,,3500.0,,1046.9239392,0.5427663922309875,0.0002925475029450237,2026
365,,1779704058.3148818,0.7807748913764954,3500.0,,1047.1275506,,,2026
