Sample Generation,_runtime,train/step_loss,iter,_timestamp,lr,_step,train/loss,val/loss,seed
,46.3444981,,250.0,1779625291.1677256,0.0009979206008271391,26,2.0929007530212402,2.1777961254119873,3242
,46.4391988,2.1617136001586914,250.0,1779625291.2626524,,27,,,3242
,47.3326156,2.1391444206237793,260.0,1779625292.1553922,,28,,,3242
,48.2351094,2.0948727130889893,270.0,1779625293.0581079,,29,,,3242
,49.1369024,2.055298089981079,280.0,1779625293.9603727,,30,,,3242
,50.0356912,2.050031900405884,290.0,1779625294.8583386,,31,,,3242
,50.9240541,2.0439019203186035,300.0,1779625295.7468405,,32,,,3242
,51.81632,1.9932783842086792,310.0,1779625296.6387906,,33,,,3242
,52.7026519,1.952897310256958,320.0,1779625297.5258965,,34,,,3242
,53.5963737,1.924254059791565,330.0,1779625298.418804,,35,,,3242
,54.4841493,1.9264601469039917,340.0,1779625299.3074903,,36,,,3242
,55.3805414,1.8978954553604126,350.0,1779625300.2034824,,37,,,3242
,56.274203,1.8939599990844727,360.0,1779625301.09753,,38,,,3242
,57.1649434,1.8442087173461914,370.0,1779625301.9875703,,39,,,3242
,58.0688181,1.809373378753662,380.0,1779625302.8922977,,40,,,3242
,58.9567252,1.8393054008483887,390.0,1779625303.7802045,,41,,,3242
,59.8427808,1.772362232208252,400.0,1779625304.666062,,42,,,3242
,60.7360128,1.7544296979904175,410.0,1779625305.5594895,,43,,,3242
,61.6354213,1.7299845218658447,420.0,1779625306.4587412,,44,,,3242
,62.5242152,1.7386144399642944,430.0,1779625307.3474627,,45,,,3242
,63.4135717,1.6902813911437988,440.0,1779625308.2364488,,46,,,3242
,64.3048561,1.6850744485855103,450.0,1779625309.1281474,,47,,,3242
,65.1984753,1.70415198802948,460.0,1779625310.0213673,,48,,,3242
,66.0860616,1.6933876276016235,470.0,1779625310.9091148,,49,,,3242
,66.981002,1.6912016868591309,480.0,1779625311.8042874,,50,,,3242
,67.8693133,1.672188401222229,490.0,1779625312.6921935,,51,,,3242
,80.4676038,,500.0,1779625325.290322,0.0009852826883675631,52,1.5645850896835327,1.7534270286560059,3242
,80.5594049,1.622415542602539,500.0,1779625325.382603,,53,,,3242
,81.4640129,1.6389940977096558,510.0,1779625326.286578,,54,,,3242
,82.3456489,1.6109259128570557,520.0,1779625327.1691291,,55,,,3242
,83.23712,1.6022741794586182,530.0,1779625328.060553,,56,,,3242
,84.1264668,1.5896657705307007,540.0,1779625328.948932,,57,,,3242
,85.019077,1.5927364826202393,550.0,1779625329.8424108,,58,,,3242
,85.9077553,1.533779263496399,560.0,1779625330.7310865,,59,,,3242
,86.7959844,1.5465213060379028,570.0,1779625331.6187916,,60,,,3242
,87.6804228,1.5384585857391357,580.0,1779625332.5039043,,61,,,3242
,88.5762273,1.552258014678955,590.0,1779625333.3995333,,62,,,3242
,89.4591375,1.5170165300369263,600.0,1779625334.2823455,,63,,,3242
,90.3529599,1.5386629104614258,610.0,1779625335.1763244,,64,,,3242
,91.2365096,1.4879664182662964,620.0,1779625336.0599895,,65,,,3242
,92.1357459,1.5233711004257202,630.0,1779625336.958774,,66,,,3242
,93.0192328,1.489389419555664,640.0,1779625337.8422322,,67,,,3242
,93.9113665,1.5014500617980957,650.0,1779625338.7339227,,68,,,3242
,94.7967781,1.4862407445907593,660.0,1779625339.619901,,69,,,3242
,95.6841118,1.4600963592529297,670.0,1779625340.5074797,,70,,,3242
,96.5904073,1.4846556186676025,680.0,1779625341.4135838,,71,,,3242
,97.4689526,1.466262936592102,690.0,1779625342.2924352,,72,,,3242
,98.3563175,1.4903466701507568,700.0,1779625343.178705,,73,,,3242
,99.2685718,1.4526498317718506,710.0,1779625344.0920508,,74,,,3242
,100.1614487,1.421743631362915,720.0,1779625344.9840953,,75,,,3242
,101.049435,1.4439682960510254,730.0,1779625345.8726223,,76,,,3242
,101.9380615,1.4323760271072388,740.0,1779625346.7612627,,77,,,3242
,114.4951962,,750.0,1779625359.3179302,0.0009614856803571157,78,1.3737045526504517,1.6018850803375244,3242
,114.5903867,1.462433934211731,750.0,1779625359.412608,,79,,,3242
,115.4939383,1.4370489120483398,760.0,1779625360.3171391,,80,,,3242
,116.3834808,1.4075133800506592,770.0,1779625361.2062244,,81,,,3242
,117.2751361,1.3877460956573486,780.0,1779625362.09858,,82,,,3242
,118.1623155,1.4299237728118896,790.0,1779625362.9857962,,83,,,3242
,119.0541712,1.4297096729278564,800.0,1779625363.8767824,,84,,,3242
,119.9487369,1.4135185480117798,810.0,1779625364.7721314,,85,,,3242
,120.8403869,1.4286184310913086,820.0,1779625365.6637056,,86,,,3242
,121.7308467,1.4132306575775146,830.0,1779625366.553649,,87,,,3242
,122.6271181,1.4066334962844849,840.0,1779625367.4500546,,88,,,3242
,123.5193332,1.3922545909881592,850.0,1779625368.3421867,,89,,,3242
,124.4202533,1.3831225633621216,860.0,1779625369.243157,,90,,,3242
,125.3093562,1.3668397665023804,870.0,1779625370.1328108,,91,,,3242
,126.200603,1.3675806522369385,880.0,1779625371.0240827,,92,,,3242
,127.0883442,1.364463448524475,890.0,1779625371.9118254,,93,,,3242
,127.9846286,1.3592431545257568,900.0,1779625372.8081121,,94,,,3242
,128.8766722,1.3938236236572266,910.0,1779625373.6995285,,95,,,3242
,129.7644387,1.3751009702682495,920.0,1779625374.5871644,,96,,,3242
,130.6538985,1.3486143350601196,930.0,1779625375.4771004,,97,,,3242
,131.5487254,1.3561122417449951,940.0,1779625376.3717072,,98,,,3242
,132.4364935,1.348478078842163,950.0,1779625377.259344,,99,,,3242
,133.3238955,1.3371009826660156,960.0,1779625378.1467505,,100,,,3242
,134.2154055,1.336145043373108,970.0,1779625379.0385842,,101,,,3242
,135.1062771,1.2995878458023071,980.0,1779625379.929615,,102,,,3242
,136.0004608,1.3281164169311523,990.0,1779625380.8239117,,103,,,3242
,148.5344068,,1000.0,1779625393.357262,0.0009271396472013282,104,1.2706809043884277,1.527243971824646,3242
,148.6295686,1.3382736444473267,1000.0,1779625393.4530258,,105,,,3242
,149.5159457,1.3392136096954346,1010.0,1779625394.338766,,106,,,3242
,150.4043473,1.3464503288269043,1020.0,1779625395.227661,,107,,,3242
,151.3029282,1.3429919481277466,1030.0,1779625396.1262336,,108,,,3242
,152.2031525,1.3254622220993042,1040.0,1779625397.0266316,,109,,,3242
,153.0932169,1.3255927562713623,1050.0,1779625397.9164684,,110,,,3242
,153.9832165,1.327893853187561,1060.0,1779625398.806274,,111,,,3242
,154.8734416,1.324615240097046,1070.0,1779625399.696501,,112,,,3242
,155.765015,1.2925480604171753,1080.0,1779625400.5877602,,113,,,3242
,156.6578852,1.3104579448699951,1090.0,1779625401.4806483,,114,,,3242
,157.548096,1.3029977083206177,1100.0,1779625402.3714457,,115,,,3242
,158.4368865,1.28648042678833,1110.0,1779625403.260366,,116,,,3242
,159.3309392,1.283067226409912,1120.0,1779625404.1535661,,117,,,3242
,160.2229594,1.2940982580184937,1130.0,1779625405.0458164,,118,,,3242
,161.1079585,1.2893035411834717,1140.0,1779625405.9314406,,119,,,3242
,161.9997234,1.2811710834503174,1150.0,1779625406.8227198,,120,,,3242
,162.8970034,1.2926208972930908,1160.0,1779625407.720485,,121,,,3242
,163.8003654,1.3033150434494019,1170.0,1779625408.623451,,122,,,3242
,164.6845913,1.2877190113067627,1180.0,1779625409.507486,,123,,,3242
,165.5720167,1.307819128036499,1190.0,1779625410.395387,,124,,,3242
,166.4637657,1.2929325103759766,1200.0,1779625411.2872477,,125,,,3242
,167.3625466,1.299194097518921,1210.0,1779625412.1859422,,126,,,3242
,168.247136,1.2786498069763184,1220.0,1779625413.070137,,127,,,3242
,169.1387398,1.2482637166976929,1230.0,1779625413.9615686,,128,,,3242
,170.028782,1.2611910104751587,1240.0,1779625414.852261,,129,,,3242
,182.5973401,,1250.0,1779625427.4195006,0.000883125098683892,130,1.2020173072814941,1.486575722694397,3242
,182.6891049,1.2935558557510376,1250.0,1779625427.5121477,,131,,,3242
,183.5755817,1.2697336673736572,1260.0,1779625428.3988235,,132,,,3242
,184.4683315,1.2943928241729736,1270.0,1779625429.2915876,,133,,,3242
,185.3625491,1.2651335000991821,1280.0,1779625430.1860332,,134,,,3242
,186.2603578,1.26449716091156,1290.0,1779625431.0838392,,135,,,3242
,187.1438497,1.2441097497940063,1300.0,1779625431.966514,,136,,,3242
,188.0312303,1.2645912170410156,1310.0,1779625432.8547132,,137,,,3242
,188.9261822,1.2479082345962524,1320.0,1779625433.7495365,,138,,,3242
,189.8166863,1.2546770572662354,1330.0,1779625434.6396105,,139,,,3242
,190.7095379,1.2682573795318604,1340.0,1779625435.533022,,140,,,3242
,191.5969452,1.2377122640609741,1350.0,1779625436.4203036,,141,,,3242
,192.4853256,1.241593360900879,1360.0,1779625437.308807,,142,,,3242
,193.3828181,1.2369673252105713,1370.0,1779625438.2063007,,143,,,3242
,194.284888,1.2522364854812622,1380.0,1779625439.1083405,,144,,,3242
,195.1672251,1.24553382396698,1390.0,1779625439.989613,,145,,,3242
,196.0621052,1.2375258207321167,1400.0,1779625440.8845856,,146,,,3242
,196.9522385,1.2453947067260742,1410.0,1779625441.7754564,,147,,,3242
,197.8434249,1.2236531972885132,1420.0,1779625442.6669054,,148,,,3242
,198.7325964,1.2269912958145142,1430.0,1779625443.5558655,,149,,,3242
,199.6151515,1.2267054319381714,1440.0,1779625444.4386287,,150,,,3242
,200.5089853,1.2190251350402832,1450.0,1779625445.3324692,,151,,,3242
,201.3996517,1.2285734415054321,1460.0,1779625446.2231317,,152,,,3242
,202.2896092,1.2262622117996216,1470.0,1779625447.1130612,,153,,,3242
,203.1780728,1.2355021238327026,1480.0,1779625448.001452,,154,,,3242
,204.0740939,1.2173422574996948,1490.0,1779625448.8975732,,155,,,3242
,216.6316091,,1500.0,1779625461.4544833,0.0008305704108364302,156,1.150289535522461,1.4649351835250854,3242
,216.7237063,1.205803394317627,1500.0,1779625461.547186,,157,,,3242
,217.6137284,1.233082890510559,1510.0,1779625462.4372098,,158,,,3242
,218.5042408,1.1883116960525513,1520.0,1779625463.3277197,,159,,,3242
,219.3942531,1.2207690477371216,1530.0,1779625464.2177308,,160,,,3242
,220.2861396,1.2222392559051514,1540.0,1779625465.1096199,,161,,,3242
,221.1812117,1.2234125137329102,1550.0,1779625466.004409,,162,,,3242
,222.0752324,1.214550256729126,1560.0,1779625466.8987148,,163,,,3242
,222.965971,1.2091761827468872,1570.0,1779625467.7894514,,164,,,3242
,223.8660634,1.2143453359603882,1580.0,1779625468.6894,,165,,,3242
,224.7659704,1.1824672222137451,1590.0,1779625469.5896306,,166,,,3242
,225.7031969,1.181345820426941,1600.0,1779625470.526678,,167,,,3242
,226.6753148,1.1928788423538208,1610.0,1779625471.4985719,,168,,,3242
,227.572921,1.1823452711105347,1620.0,1779625472.396367,,169,,,3242
,228.5021667,1.2144973278045654,1630.0,1779625473.3256483,,170,,,3242
,229.4331819,1.195363163948059,1640.0,1779625474.2559838,,171,,,3242
,230.4686638,1.1766704320907593,1650.0,1779625475.2921455,,172,,,3242
,231.3795162,1.2187860012054443,1660.0,1779625476.2028759,,173,,,3242
,232.29328,1.1808335781097412,1670.0,1779625477.1164641,,174,,,3242
,233.1990288,1.1795068979263306,1680.0,1779625478.0215626,,175,,,3242
,234.1028855,1.1824449300765991,1690.0,1779625478.9263175,,176,,,3242
,235.0188692,1.194520115852356,1700.0,1779625479.8423533,,177,,,3242
,235.9230128,1.1658841371536255,1710.0,1779625480.7464952,,178,,,3242
,236.8269252,1.188273310661316,1720.0,1779625481.6497607,,179,,,3242
,237.7259154,1.1925292015075684,1730.0,1779625482.5486202,,180,,,3242
,238.6281902,1.150749921798706,1740.0,1779625483.4506814,,181,,,3242
,251.2797515,,1750.0,1779625496.1032348,0.0007708228984017721,182,1.1048170328140259,1.4801727533340454,3242
,251.3724659,1.214143991470337,1750.0,1779625496.1958992,,183,,,3242
,252.2667608,1.1788058280944824,1760.0,1779625497.090242,,184,,,3242
,253.1654318,1.1801717281341553,1770.0,1779625497.9882863,,185,,,3242
,254.0657153,1.1769533157348633,1780.0,1779625498.889198,,186,,,3242
,254.9651443,1.165894627571106,1790.0,1779625499.7882316,,187,,,3242
,255.8553491,1.1858665943145752,1800.0,1779625500.6779275,,188,,,3242
,256.7516936,1.1672461032867432,1810.0,1779625501.5751767,,189,,,3242
,257.6520755,1.1605643033981323,1820.0,1779625502.4755597,,190,,,3242
,258.5524616,1.1992772817611694,1830.0,1779625503.375101,,191,,,3242
,259.4444342,1.1597598791122437,1840.0,1779625504.2678425,,192,,,3242
,260.3420999,1.1602444648742676,1850.0,1779625505.164636,,193,,,3242
,261.2309299,1.173017978668213,1860.0,1779625506.0542648,,194,,,3242
,262.1337845,1.1405622959136963,1870.0,1779625506.956785,,195,,,3242
,263.0337422,1.150887131690979,1880.0,1779625507.857222,,196,,,3242
,263.9312113,1.182660460472107,1890.0,1779625508.754608,,197,,,3242
,264.8431863,1.1405918598175049,1900.0,1779625509.6666694,,198,,,3242
,265.7990801,1.1650162935256958,1910.0,1779625510.6225612,,199,,,3242
,266.795072,1.14696204662323,1920.0,1779625511.6179986,,200,,,3242
,267.7220501,1.1466166973114014,1930.0,1779625512.5450377,,201,,,3242
,268.6811917,1.170233130455017,1940.0,1779625513.5051796,,202,,,3242
,269.6552438,1.158576250076294,1950.0,1779625514.4787266,,203,,,3242
,270.6326002,1.1613919734954834,1960.0,1779625515.4560823,,204,,,3242
,271.5905839,1.1207780838012695,1970.0,1779625516.4139085,,205,,,3242
,272.5424165,1.1465656757354736,1980.0,1779625517.3658094,,206,,,3242
,273.4778099,1.159513235092163,1990.0,1779625518.301293,,207,,,3242
,286.7121727,,2000.0,1779625531.5352895,0.0007054142744895884,208,1.054074764251709,1.4742916822433472,3242
,286.807608,1.1466333866119385,2000.0,1779625531.630524,,209,,,3242
,287.7242501,1.1733464002609253,2010.0,1779625532.547483,,210,,,3242
,288.6477288,1.1501394510269165,2020.0,1779625533.4712088,,211,,,3242
,289.5894732,1.1141127347946167,2030.0,1779625534.4129517,,212,,,3242
,290.553465,1.1536824703216553,2040.0,1779625535.376384,,213,,,3242
,291.4777342,1.1466716527938843,2050.0,1779625536.3002338,,214,,,3242
,292.407137,1.1429904699325562,2060.0,1779625537.2298193,,215,,,3242
,293.3475288,1.1072301864624023,2070.0,1779625538.1708918,,216,,,3242
,294.3017016,1.1479451656341553,2080.0,1779625539.1251817,,217,,,3242
,295.2586837,1.1244699954986572,2090.0,1779625540.082164,,218,,,3242
,296.1947743,1.1174437999725342,2100.0,1779625541.0181658,,219,,,3242
,297.1252943,1.1400049924850464,2110.0,1779625541.9482045,,220,,,3242
,298.0437572,1.109420895576477,2120.0,1779625542.8672378,,221,,,3242
,298.9628813,1.1385374069213867,2130.0,1779625543.786001,,222,,,3242
,299.8761785,1.1012972593307495,2140.0,1779625544.699659,,223,,,3242
,300.79694,1.1159201860427856,2150.0,1779625545.6196406,,224,,,3242
,301.7362367,1.1185117959976196,2160.0,1779625546.5602245,,225,,,3242
,302.6944462,1.123782992362976,2170.0,1779625547.517788,,226,,,3242
,303.6418411,1.095241665840149,2180.0,1779625548.4651232,,227,,,3242
,304.5995473,1.136798620223999,2190.0,1779625549.4230278,,228,,,3242
,305.5461968,1.120981216430664,2200.0,1779625550.3695655,,229,,,3242
,306.4823864,1.0916218757629395,2210.0,1779625551.3058162,,230,,,3242
,307.4062674,1.0837218761444092,2220.0,1779625552.229748,,231,,,3242
,308.3542909,1.0860705375671387,2230.0,1779625553.1771402,,232,,,3242
,309.3072305,1.1109910011291504,2240.0,1779625554.1307123,,233,,,3242
,322.4032535,,2250.0,1779625567.22621,0.0006360213829156177,234,1.0062267780303955,1.4834495782852173,3242
,322.4977957,1.12802255153656,2250.0,1779625567.3211844,,235,,,3242
,323.40802,1.1162022352218628,2260.0,1779625568.2312691,,236,,,3242
,324.3838756,1.0633745193481445,2270.0,1779625569.206931,,237,,,3242
,325.3560207,1.077110767364502,2280.0,1779625570.179473,,238,,,3242
,326.3297346,1.105299472808838,2290.0,1779625571.1532173,,239,,,3242
,327.2565203,1.09999680519104,2300.0,1779625572.0794477,,240,,,3242
,328.1737817,1.0862705707550049,2310.0,1779625572.9968238,,241,,,3242
,329.0987754,1.0937336683273315,2320.0,1779625573.9219565,,242,,,3242
,330.0107664,1.078735113143921,2330.0,1779625574.83422,,243,,,3242
,330.9467621,1.0816094875335693,2340.0,1779625575.7701936,,244,,,3242
,331.8839111,1.062877893447876,2350.0,1779625576.7073889,,245,,,3242
,332.816097,1.0740814208984375,2360.0,1779625577.6394656,,246,,,3242
,333.7662986,1.0729517936706543,2370.0,1779625578.5897775,,247,,,3242
,334.7124761,1.1075563430786133,2380.0,1779625579.5359585,,248,,,3242
,335.6316453,1.1008843183517456,2390.0,1779625580.4551265,,249,,,3242
,336.5670731,1.095463514328003,2400.0,1779625581.390554,,250,,,3242
,337.5099628,1.0581237077713013,2410.0,1779625582.3332784,,251,,,3242
,338.4406382,1.0992248058319092,2420.0,1779625583.2646263,,252,,,3242
,339.3943246,1.08018159866333,2430.0,1779625584.2171018,,253,,,3242
,340.3133876,1.0823934078216553,2440.0,1779625585.1368675,,254,,,3242
,341.2513804,1.0563597679138184,2450.0,1779625586.074862,,255,,,3242
,342.173744,1.0662415027618408,2460.0,1779625586.997203,,256,,,3242
,343.1002697,1.059027075767517,2470.0,1779625587.9235415,,257,,,3242
,344.0267355,1.064225673675537,2480.0,1779625588.850216,,258,,,3242
,344.9813906,1.0819190740585327,2490.0,1779625589.8048594,,259,,,3242
,358.220362,,2500.0,1779625603.0437376,0.000564423209907245,260,0.9580729007720947,1.5064550638198853,3242
,358.3228192,1.0363824367523193,2500.0,1779625603.1457353,,261,,,3242
,359.3045127,1.0136239528656006,2510.0,1779625604.1279662,,262,,,3242
,360.2509191,1.069787621498108,2520.0,1779625605.0734143,,263,,,3242
,361.174272,1.0475927591323853,2530.0,1779625605.9975626,,264,,,3242
,362.0972251,1.028164267539978,2540.0,1779625606.9202142,,265,,,3242
,363.0110689,1.0450197458267212,2550.0,1779625607.8340003,,266,,,3242
,363.9313519,1.056204915046692,2560.0,1779625608.7547321,,267,,,3242
,364.8505096,1.0493147373199463,2570.0,1779625609.6739907,,268,,,3242
,365.7620097,1.023391842842102,2580.0,1779625610.585492,,269,,,3242
,366.6699526,1.0284217596054077,2590.0,1779625611.4927607,,270,,,3242
,367.5782546,1.0322575569152832,2600.0,1779625612.4017367,,271,,,3242
,368.4832621,1.0305172204971313,2610.0,1779625613.305668,,272,,,3242
,369.392687,1.0448843240737915,2620.0,1779625614.2155619,,273,,,3242
,370.2945312,1.0354609489440918,2630.0,1779625615.1179173,,274,,,3242
,371.2025887,1.0397069454193115,2640.0,1779625616.0260715,,275,,,3242
,372.1072872,1.0283564329147339,2650.0,1779625616.9307296,,276,,,3242
,373.0124108,1.048849105834961,2660.0,1779625617.835893,,277,,,3242
,373.9156017,1.0264708995819092,2670.0,1779625618.7380955,,278,,,3242
,374.8216406,1.0258816480636597,2680.0,1779625619.6450582,,279,,,3242
,375.7304077,1.0176578760147095,2690.0,1779625620.5533185,,280,,,3242
,376.6338494,1.0092333555221558,2700.0,1779625621.457331,,281,,,3242
,377.538414,1.027666687965393,2710.0,1779625622.361587,,282,,,3242
,378.452726,1.0290693044662476,2720.0,1779625623.275967,,283,,,3242
,379.3575155,1.0318381786346436,2730.0,1779625624.180996,,284,,,3242
,380.2588429,1.0532954931259155,2740.0,1779625625.0822952,,285,,,3242
,392.9751295,,2750.0,1779625637.7986128,0.0004924552772419723,286,0.9098359942436218,1.5215191841125488,3242
,393.0684642,1.0269049406051636,2750.0,1779625637.8919327,,287,,,3242
,393.974933,1.0328941345214844,2760.0,1779625638.7979345,,288,,,3242
,394.8881095,1.0155980587005615,2770.0,1779625639.710839,,289,,,3242
,395.796575,1.034469723701477,2780.0,1779625640.6200554,,290,,,3242
,396.6974381,1.0343213081359863,2790.0,1779625641.5207744,,291,,,3242
,397.5981046,1.0058892965316772,2800.0,1779625642.421363,,292,,,3242
,398.5162473,1.0108087062835693,2810.0,1779625643.3397279,,293,,,3242
,399.4439477,1.0493685007095337,2820.0,1779625644.267429,,294,,,3242
,400.3643339,1.0049413442611694,2830.0,1779625645.187628,,295,,,3242
,401.2730847,0.9982996582984924,2840.0,1779625646.0965688,,296,,,3242
,402.1934628,1.003751516342163,2850.0,1779625647.0163374,,297,,,3242
,403.1159226,0.9841708540916443,2860.0,1779625647.9392545,,298,,,3242
,404.0957587,0.9991692304611206,2870.0,1779625648.9191296,,299,,,3242
,405.0305447,1.0242671966552734,2880.0,1779625649.8538444,,300,,,3242
,405.957319,0.9985384941101074,2890.0,1779625650.7801952,,301,,,3242
,406.873947,1.019779086112976,2900.0,1779625651.6974287,,302,,,3242
,407.7921853,1.0280349254608154,2910.0,1779625652.615667,,303,,,3242
,408.7661641,1.0260684490203857,2920.0,1779625653.5895233,,304,,,3242
,409.69520669999997,0.9908267855644226,2930.0,1779625654.5186877,,305,,,3242
,410.615014,1.0125672817230225,2940.0,1779625655.4384983,,306,,,3242
,411.5325808,0.979805052280426,2950.0,1779625656.3553114,,307,,,3242
,412.4498052,1.003952980041504,2960.0,1779625657.272319,,308,,,3242
,413.362877,1.0070703029632568,2970.0,1779625658.1858954,,309,,,3242
,414.2735081,0.9875353574752808,2980.0,1779625659.0960941,,310,,,3242
,415.1886536,1.0041526556015015,2990.0,1779625660.0121343,,311,,,3242
,427.9343768,,3000.0,1779625672.756733,0.0004219625860160354,312,0.8644615411758423,1.5405076742172241,3242
,428.02702,0.9872922301292419,3000.0,1779625672.8499818,,313,,,3242
,428.9303397,0.9927023649215698,3010.0,1779625673.7538173,,314,,,3242
,429.8285569,0.9910641312599182,3020.0,1779625674.651887,,315,,,3242
,430.7284902,0.9883931875228882,3030.0,1779625675.5519564,,316,,,3242
,431.6254104,0.9731264114379883,3040.0,1779625676.448893,,317,,,3242
,432.5339492,0.9664514064788818,3050.0,1779625677.357312,,318,,,3242
,433.4325606,0.9915693402290344,3060.0,1779625678.2551465,,319,,,3242
,434.3271365,0.9852830171585083,3070.0,1779625679.1506176,,320,,,3242
,435.2306817,0.970325767993927,3080.0,1779625680.0538692,,321,,,3242
,436.1320649,0.9639687538146973,3090.0,1779625680.954825,,322,,,3242
,437.026357,0.9843504428863525,3100.0,1779625681.8490176,,323,,,3242
,437.9268672,0.9895262718200684,3110.0,1779625682.750346,,324,,,3242
,438.8573865,0.9931255578994751,3120.0,1779625683.6803427,,325,,,3242
,439.7601647,0.9683321118354797,3130.0,1779625684.582871,,326,,,3242
,440.6626725,0.9535624384880066,3140.0,1779625685.485289,,327,,,3242
,441.570109,0.9608668088912964,3150.0,1779625686.3932297,,328,,,3242
,442.4742765,0.9565898180007935,3160.0,1779625687.2977574,,329,,,3242
,443.3776205,0.9698168039321899,3170.0,1779625688.201102,,330,,,3242
,444.2714174,0.9775043725967407,3180.0,1779625689.0954053,,331,,,3242
,445.1703511,0.9611714482307434,3190.0,1779625689.9928367,,332,,,3242
,446.0660247,0.9488741159439087,3200.0,1779625690.8894362,,333,,,3242
,446.9661419,0.9342804551124573,3210.0,1779625691.7896256,,334,,,3242
,447.866253,0.9619327783584595,3220.0,1779625692.689707,,335,,,3242
,448.7695764,0.964111328125,3230.0,1779625693.5921626,,336,,,3242
,449.6697854,0.9593138098716736,3240.0,1779625694.4932659,,337,,,3242
,462.2866095,,3250.0,1779625707.109243,0.00035475231739709885,338,0.8185232281684875,1.5757942199707031,3242
,462.3816495,0.964266836643219,3250.0,1779625707.2040524,,339,,,3242
,463.2841431,0.9355655312538147,3260.0,1779625708.107624,,340,,,3242
,464.1790906,0.9574283361434937,3270.0,1779625709.0015647,,341,,,3242
,465.0803709,0.9588072896003723,3280.0,1779625709.903232,,342,,,3242
,465.9738596,0.9755083322525024,3290.0,1779625710.7973423,,343,,,3242
,466.8729029,0.9332962036132812,3300.0,1779625711.6956587,,344,,,3242
,467.7740692,0.9783865213394165,3310.0,1779625712.5975332,,345,,,3242
,468.6697685,0.92558354139328,3320.0,1779625713.4932477,,346,,,3242
,469.5570067,0.9298911094665527,3330.0,1779625714.3797452,,347,,,3242
,470.4544943,0.9533307552337646,3340.0,1779625715.2778075,,348,,,3242
,471.3555594,0.9465785622596741,3350.0,1779625716.1790426,,349,,,3242
,472.2539981,0.9514936804771423,3360.0,1779625717.077482,,350,,,3242
,473.1641267,0.9493303298950195,3370.0,1779625717.986728,,351,,,3242
,474.0596047,0.930698573589325,3380.0,1779625718.8825927,,352,,,3242
,474.9576535,0.9254283905029297,3390.0,1779625719.7808254,,353,,,3242
,475.8544924,0.9647836089134216,3400.0,1779625720.6773624,,354,,,3242
,476.7501647,0.9265853762626648,3410.0,1779625721.573623,,355,,,3242
,477.6502783,0.9299019575119019,3420.0,1779625722.473753,,356,,,3242
,478.5471328,0.9390339851379395,3430.0,1779625723.3706136,,357,,,3242
,479.4482993,0.945554256439209,3440.0,1779625724.2711468,,358,,,3242
,480.3480808,0.9326195120811462,3450.0,1779625725.1715612,,359,,,3242
,481.2431669,0.9387837648391724,3460.0,1779625726.0661185,,360,,,3242
,482.1406431,0.9443066716194153,3470.0,1779625726.9633825,,361,,,3242
,483.0391959,0.9344431161880493,3480.0,1779625727.8626745,,362,,,3242
,483.9518148,0.9187443256378174,3490.0,1779625728.7752874,,363,,,3242
,496.555505,,3500.0,1779625741.3782551,0.0002925475029450237,364,0.777370274066925,1.6030806303024292,3242
,496.6491773,0.9221362471580505,3500.0,1779625741.4713533,,365,,,3242
,497.5517844,0.9022161960601807,3510.0,1779625742.3751442,,366,,,3242
,498.4511739,0.9377353191375732,3520.0,1779625743.2741556,,367,,,3242
