lr,_step,_timestamp,train/loss,_runtime,train/step_loss,val/loss,iter,Sample Generation,seed
,51,1779645055.5724723,,77.9787242,1.9162958860397339,,490.0,,3740
0.0009852826883675631,52,1779645072.3247097,1.8157374858856201,94.7309758,,1.9619402885437012,500.0,,3740
,53,1779645072.4470692,,94.8531733,1.9342509508132935,,500.0,,3740
,54,1779645073.6434429,,96.0495585,1.8826568126678467,,510.0,,3740
,55,1779645074.8318858,,97.2380136,1.8908050060272217,,520.0,,3740
,56,1779645075.946867,,98.3539836,1.9012001752853394,,530.0,,3740
,57,1779645077.1289077,,99.5350362,1.8981921672821045,,540.0,,3740
,58,1779645078.3011932,,100.7074777,1.8707523345947266,,550.0,,3740
,59,1779645079.4433362,,101.8494546,1.8395777940750122,,560.0,,3740
,60,1779645080.5569184,,102.9630374,1.8020724058151245,,570.0,,3740
,61,1779645081.6403394,,104.0465525,1.8085834980010986,,580.0,,3740
,62,1779645082.7110314,,105.1176992,1.8032206296920776,,590.0,,3740
,63,1779645083.8120236,,106.2190871,1.8002939224243164,,600.0,,3740
,64,1779645084.8797863,,107.2859018,1.8136667013168335,,610.0,,3740
,65,1779645085.9452703,,108.3513896,1.8046538829803467,,620.0,,3740
,66,1779645087.0091634,,109.415396,1.795406460762024,,630.0,,3740
,67,1779645088.0928617,,110.4989772,1.7626670598983765,,640.0,,3740
,68,1779645089.1696541,,111.5757758,1.7261966466903687,,650.0,,3740
,69,1779645090.2507803,,112.6569941,1.7665693759918213,,660.0,,3740
,70,1779645091.327657,,113.7337752,1.7598339319229126,,670.0,,3740
,71,1779645092.3959906,,114.8031072,1.7482928037643433,,680.0,,3740
,72,1779645093.4591763,,115.8658534,1.7219820022583008,,690.0,,3740
,73,1779645094.5172691,,116.9233883,1.7086684703826904,,700.0,,3740
,74,1779645095.5755804,,117.9818636,1.7024792432785034,,710.0,,3740
,75,1779645096.6317918,,119.0382391,1.6809275150299072,,720.0,,3740
,76,1779645097.6892188,,120.0959159,1.6988794803619385,,730.0,,3740
,77,1779645098.757129,,121.1632953,1.669070839881897,,740.0,,3740
0.0009614856803571157,78,1779645115.5171869,1.590043067932129,137.9235968,,1.777214765548706,750.0,,3740
,79,1779645115.6422148,,138.0493363,1.6792184114456177,,750.0,,3740
,80,1779645116.8627172,,139.2694295,1.6734548807144165,,760.0,,3740
,81,1779645118.0850532,,140.4912515,1.683269739151001,,770.0,,3740
,82,1779645119.2412813,,141.6475932,1.701790690422058,,780.0,,3740
,83,1779645120.378294,,142.7844088,1.676720142364502,,790.0,,3740
,84,1779645121.4791856,,143.8853831,1.6520391702651978,,800.0,,3740
,85,1779645122.6207178,,145.0271772,1.6596461534500122,,810.0,,3740
,86,1779645123.7472985,,146.1534142,1.630857229232788,,820.0,,3740
,87,1779645124.8604474,,147.2665641,1.6577847003936768,,830.0,,3740
,88,1779645125.9371598,,148.343275,1.6346279382705688,,840.0,,3740
,89,1779645127.0071297,,149.4132912,1.6416090726852417,,850.0,,3740
,90,1779645128.0831943,,150.4893714,1.6228060722351074,,860.0,,3740
,91,1779645129.1568935,,151.5632626,1.6011133193969727,,870.0,,3740
,92,1779645130.2280822,,152.6343372,1.6740527153015137,,880.0,,3740
,93,1779645131.2986417,,153.7053491,1.6166945695877075,,890.0,,3740
,94,1779645132.3641524,,154.7702687,1.545668363571167,,900.0,,3740
,95,1779645133.4301946,,155.8372968,1.5433555841445923,,910.0,,3740
,96,1779645134.4967656,,156.9031751,1.6151783466339111,,920.0,,3740
,97,1779645135.5582554,,157.9649561,1.5862674713134766,,930.0,,3740
,98,1779645136.6209726,,159.0273831,1.599685549736023,,940.0,,3740
,99,1779645137.6890802,,160.0954704,1.5722554922103882,,950.0,,3740
,100,1779645138.758687,,161.1653476,1.565337061882019,,960.0,,3740
,101,1779645139.8252397,,162.2314378,1.5572011470794678,,970.0,,3740
,102,1779645140.8942568,,163.300574,1.536623477935791,,980.0,,3740
,103,1779645141.956201,,164.3623212,1.584551215171814,,990.0,,3740
0.0009271396472013282,104,1779645158.6667597,1.4709200859069824,181.0729442,,1.6722596883773804,1000.0,,3740
,105,1779645158.7995749,,181.2056909,1.537034034729004,,1000.0,,3740
,106,1779645160.018714,,182.4248294,1.5484416484832764,,1010.0,,3740
,107,1779645161.197434,,183.6035507,1.5527851581573486,,1020.0,,3740
,108,1779645162.3396614,,184.7457788,1.5457603931427002,,1030.0,,3740
,109,1779645163.4494565,,185.8555734,1.5350021123886108,,1040.0,,3740
,110,1779645164.5491807,,186.9552966,1.5542521476745605,,1050.0,,3740
,111,1779645165.6363502,,188.0424661,1.5437908172607422,,1060.0,,3740
,112,1779645166.7127233,,189.1190294,1.521579623222351,,1070.0,,3740
,113,1779645167.8284352,,190.2352172,1.5054919719696045,,1080.0,,3740
,114,1779645168.956088,,191.3623605,1.5300846099853516,,1090.0,,3740
,115,1779645170.079538,,192.4857254,1.5218497514724731,,1100.0,,3740
,116,1779645171.170509,,193.5766267,1.503646731376648,,1110.0,,3740
,117,1779645172.2418747,,194.6480652,1.4997416734695435,,1120.0,,3740
,118,1779645173.3121042,,195.7182252,1.515190601348877,,1130.0,,3740
,119,1779645174.3781276,,196.7842558,1.5271797180175781,,1140.0,,3740
,120,1779645175.4400508,,197.8462029,1.5212671756744385,,1150.0,,3740
,121,1779645176.5003054,,198.9065161,1.498981237411499,,1160.0,,3740
,122,1779645177.566621,,199.9727368,1.4699797630310059,,1170.0,,3740
,123,1779645178.6380444,,201.0450396,1.478762149810791,,1180.0,,3740
,124,1779645179.7104995,,202.1166169,1.4724363088607788,,1190.0,,3740
,125,1779645180.7845547,,203.1906717,1.4698749780654907,,1200.0,,3740
,126,1779645181.8515704,,204.2577198,1.4572935104370117,,1210.0,,3740
,127,1779645182.9181106,,205.3242289,1.4481053352355957,,1220.0,,3740
,128,1779645183.9807315,,206.3868505,1.4712469577789307,,1230.0,,3740
,129,1779645185.0425725,,207.4494166,1.4492926597595215,,1240.0,,3740
0.000883125098683892,130,1779645201.6103635,1.3864531517028809,224.0169813,,1.5950901508331299,1250.0,,3740
,131,1779645201.7424016,,224.1485168,1.489461898803711,,1250.0,,3740
,132,1779645203.0467293,,225.4528448,1.4779679775238037,,1260.0,,3740
,133,1779645204.3211863,,226.7275604,1.427154302597046,,1270.0,,3740
,134,1779645205.4733777,,227.8798843,1.470649003982544,,1280.0,,3740
,135,1779645206.5954936,,229.0016137,1.4353300333023071,,1290.0,,3740
,136,1779645207.6958733,,230.1021111,1.472715139389038,,1300.0,,3740
,137,1779645208.7829366,,231.1890672,1.4422162771224976,,1310.0,,3740
,138,1779645209.860358,,232.2667597,1.3887890577316284,,1320.0,,3740
,139,1779645210.9327998,,233.3389196,1.4111381769180298,,1330.0,,3740
,140,1779645212.0160594,,234.4227423,1.437662124633789,,1340.0,,3740
,141,1779645213.1491852,,235.5553052,1.45524263381958,,1350.0,,3740
,142,1779645214.3652544,,236.7713737,1.450991153717041,,1360.0,,3740
,143,1779645215.5617769,,237.9681507,1.4148139953613281,,1370.0,,3740
,144,1779645216.7263117,,239.1327093,1.4293832778930664,,1380.0,,3740
,145,1779645217.873869,,240.2799855,1.445879340171814,,1390.0,,3740
,146,1779645219.0272872,,241.4334071,1.4324700832366943,,1400.0,,3740
,147,1779645220.1852674,,242.5913826,1.4129595756530762,,1410.0,,3740
,148,1779645221.3454602,,243.7517699,1.412919044494629,,1420.0,,3740
,149,1779645222.5027163,,244.908958,1.407416582107544,,1430.0,,3740
,150,1779645223.7009842,,246.1071005,1.4186863899230957,,1440.0,,3740
,151,1779645225.0045974,,247.4107125,1.3948689699172974,,1450.0,,3740
,152,1779645226.2197697,,248.6261446,1.3945040702819824,,1460.0,,3740
,153,1779645227.3939025,,249.8000365,1.4140644073486328,,1470.0,,3740
,154,1779645228.5115566,,250.9176796,1.40634286403656,,1480.0,,3740
,155,1779645229.6092086,,252.015328,1.408165454864502,,1490.0,,3740
0.0008305704108364302,156,1779645246.2473717,1.3321712017059326,268.6544187,,1.5671199560165405,1500.0,,3740
,157,1779645246.367482,,268.7744409,1.397493839263916,,1500.0,,3740
,158,1779645247.6189382,,270.0250537,1.4081230163574219,,1510.0,,3740
,159,1779645248.8892162,,271.2953339,1.4019477367401123,,1520.0,,3740
,160,1779645250.0897748,,272.4960521,1.381685495376587,,1530.0,,3740
,161,1779645251.2296588,,273.6358082,1.3811111450195312,,1540.0,,3740
,162,1779645252.3481042,,274.7542196,1.400195598602295,,1550.0,,3740
,163,1779645253.4401703,,275.8462883,1.38323175907135,,1560.0,,3740
,164,1779645254.5358152,,276.9419334,1.376923680305481,,1570.0,,3740
,165,1779645255.631422,,278.0375831,1.3829402923583984,,1580.0,,3740
,166,1779645256.7432146,,279.1493563,1.3981959819793701,,1590.0,,3740
,167,1779645257.8513033,,280.2574212,1.4036954641342163,,1600.0,,3740
,168,1779645259.054036,,281.4601517,1.3526612520217896,,1610.0,,3740
,169,1779645260.299329,,282.7054479,1.3548821210861206,,1620.0,,3740
,170,1779645261.4628453,,283.8691574,1.390799880027771,,1630.0,,3740
,171,1779645262.5837436,,284.9899231,1.3567949533462524,,1640.0,,3740
,172,1779645263.785814,,286.1919947,1.363516092300415,,1650.0,,3740
,173,1779645265.0468266,,287.4534921,1.3698028326034546,,1660.0,,3740
,174,1779645266.3062236,,288.7123587,1.3637568950653076,,1670.0,,3740
,175,1779645267.5666704,,289.9729824,1.3532252311706543,,1680.0,,3740
,176,1779645268.8302953,,291.2364208,1.3484838008880615,,1690.0,,3740
,177,1779645270.0398855,,292.4460051,1.370120644569397,,1700.0,,3740
,178,1779645271.2815528,,293.6876691,1.3487457036972046,,1710.0,,3740
,179,1779645272.5050318,,294.9120935,1.3782697916030884,,1720.0,,3740
,180,1779645273.6991785,,296.1056769,1.377783179283142,,1730.0,,3740
,181,1779645274.8817272,,297.2879482,1.3689906597137451,,1740.0,,3740
0.0007708228984017721,182,1779645291.440097,1.2856683731079102,313.8462453,,1.5387485027313232,1750.0,,3740
,183,1779645291.5620022,,313.9681209,1.3094301223754883,,1750.0,,3740
,184,1779645292.7701778,,315.1763242,1.3725003004074097,,1760.0,,3740
,185,1779645294.030551,,316.4369582,1.3551619052886963,,1770.0,,3740
,186,1779645295.2184198,,317.6245361,1.3625062704086304,,1780.0,,3740
,187,1779645296.3651898,,318.7715855,1.3716341257095337,,1790.0,,3740
,188,1779645297.5018823,,319.90893,1.3548636436462402,,1800.0,,3740
,189,1779645298.7022212,,321.1086495,1.3256421089172363,,1810.0,,3740
,190,1779645299.8971567,,322.3034544,1.338752269744873,,1820.0,,3740
,191,1779645301.16754,,323.5745881,1.3110274076461792,,1830.0,,3740
,192,1779645302.4392104,,324.845326,1.3440710306167603,,1840.0,,3740
,193,1779645303.7141347,,326.1202497,1.3567516803741455,,1850.0,,3740
,194,1779645305.0804992,,327.4866202,1.332879662513733,,1860.0,,3740
,195,1779645306.4216695,,328.8280037,1.3195759057998657,,1870.0,,3740
,196,1779645307.7196906,,330.1259062,1.3180253505706787,,1880.0,,3740
,197,1779645308.9945002,,331.4006184,1.3340702056884766,,1890.0,,3740
,198,1779645310.2682128,,332.674332,1.307493805885315,,1900.0,,3740
,199,1779645311.538261,,333.9451848,1.3312935829162598,,1910.0,,3740
,200,1779645312.8181243,,335.224321,1.3275212049484253,,1920.0,,3740
,201,1779645314.0898402,,336.4967381,1.3233654499053955,,1930.0,,3740
,202,1779645315.3656101,,337.7723027,1.359351634979248,,1940.0,,3740
,203,1779645316.728993,,339.1351124,1.356858253479004,,1950.0,,3740
,204,1779645318.0727878,,340.4790719,1.375666618347168,,1960.0,,3740
,205,1779645319.365081,,341.771355,1.3147927522659302,,1970.0,,3740
,206,1779645320.6464827,,343.0526021,1.3223209381103516,,1980.0,,3740
,207,1779645321.872037,,344.2785821,1.3439419269561768,,1990.0,,3740
0.0007054142744895884,208,1779645338.5208287,1.2581758499145508,360.9275465,,1.5189319849014282,2000.0,,3740
,209,1779645338.654803,,361.0609189,1.3157192468643188,,2000.0,,3740
,210,1779645339.9235177,,362.3296335,1.3238998651504517,,2010.0,,3740
,211,1779645341.1739676,,363.5807025,1.3243989944458008,,2020.0,,3740
,212,1779645342.4483812,,364.8546834,1.3381667137145996,,2030.0,,3740
,213,1779645343.7255332,,366.1316506,1.3252456188201904,,2040.0,,3740
,214,1779645345.0144465,,367.420564,1.3514655828475952,,2050.0,,3740
,215,1779645346.2927146,,368.6983256,1.2992790937423706,,2060.0,,3740
,216,1779645347.568686,,369.9748053,1.3275684118270874,,2070.0,,3740
,217,1779645348.848528,,371.2546451,1.2924805879592896,,2080.0,,3740
,218,1779645350.1915002,,372.5976495,1.3229873180389404,,2090.0,,3740
,219,1779645351.5888932,,373.9945045,1.2925347089767456,,2100.0,,3740
,220,1779645352.8898337,,375.2972908,1.3097535371780396,,2110.0,,3740
,221,1779645354.085904,,376.4920195,1.2850914001464844,,2120.0,,3740
,222,1779645355.2284086,,377.6349949,1.3112986087799072,,2130.0,,3740
,223,1779645356.3913357,,378.7977187,1.3125228881835938,,2140.0,,3740
,224,1779645357.6422224,,380.048339,1.2804704904556274,,2150.0,,3740
,225,1779645358.918395,,381.3245806,1.2987364530563354,,2160.0,,3740
,226,1779645360.201006,,382.6073424,1.318427562713623,,2170.0,,3740
,227,1779645361.43188,,383.8379959,1.29478120803833,,2180.0,,3740
,228,1779645362.640731,,385.0470031,1.306671142578125,,2190.0,,3740
,229,1779645363.8233094,,386.2298328,1.3058820962905884,,2200.0,,3740
,230,1779645365.0272763,,387.4333925,1.2943994998931885,,2210.0,,3740
,231,1779645366.302982,,388.7091009,1.2783455848693848,,2220.0,,3740
,232,1779645367.5762146,,389.9823352,1.2937597036361694,,2230.0,,3740
,233,1779645368.8607852,,391.2670061,1.3045192956924438,,2240.0,,3740
0.0006360213829156177,234,1779645385.5637343,1.2165123224258423,407.9705014,,1.5020560026168823,2250.0,,3740
,235,1779645385.693842,,408.0999594,1.2753738164901733,,2250.0,,3740
,236,1779645386.9443984,,409.3508219,1.2773433923721313,,2260.0,,3740
,237,1779645388.205246,,410.6115636,1.2998777627944946,,2270.0,,3740
,238,1779645389.4758177,,411.8819343,1.275375485420227,,2280.0,,3740
,239,1779645390.7465367,,413.1527239,1.3087313175201416,,2290.0,,3740
,240,1779645392.0299428,,414.4365371,1.3054146766662598,,2300.0,,3740
,241,1779645393.2294638,,415.6366008,1.275651216506958,,2310.0,,3740
,242,1779645394.4978557,,416.9045554,1.2902528047561646,,2320.0,,3740
,243,1779645395.6887836,,418.095776,1.300386905670166,,2330.0,,3740
,244,1779645396.9853983,,419.3916585,1.2776063680648804,,2340.0,,3740
,245,1779645398.3058586,,420.7134372,1.2831839323043823,,2350.0,,3740
,246,1779645399.5377986,,421.9445591,1.3127888441085815,,2360.0,,3740
,247,1779645400.69408,,423.1001966,1.2851903438568115,,2370.0,,3740
,248,1779645401.8419476,,424.2480643,1.2869848012924194,,2380.0,,3740
,249,1779645403.0401056,,425.4462206,1.3040885925292969,,2390.0,,3740
,250,1779645404.3245323,,426.7308737,1.2647210359573364,,2400.0,,3740
,251,1779645405.4756393,,427.8812505,1.3019206523895264,,2410.0,,3740
,252,1779645406.746749,,429.1528668,1.2707451581954956,,2420.0,,3740
,253,1779645408.1327384,,430.5390272,1.2472233772277832,,2430.0,,3740
,254,1779645409.4583454,,431.8651305,1.295920729637146,,2440.0,,3740
,255,1779645410.6674373,,433.0736702,1.2523256540298462,,2450.0,,3740
,256,1779645411.9177,,434.3238228,1.2959434986114502,,2460.0,,3740
,257,1779645413.1900716,,435.596456,1.2393430471420288,,2470.0,,3740
,258,1779645414.4176826,,436.8238029,1.2554997205734253,,2480.0,,3740
,259,1779645415.5939698,,438.0002135,1.2767938375473022,,2490.0,,3740
0.000564423209907245,260,1779645432.3743365,1.19499933719635,454.7810653,,1.4879881143569946,2500.0,,3740
,261,1779645432.5037065,,454.9098226,1.241877794265747,,2500.0,,3740
,262,1779645433.7462916,,456.1525825,1.2659451961517334,,2510.0,,3740
,263,1779645435.0204654,,457.4268236,1.2481646537780762,,2520.0,,3740
,264,1779645436.296017,,458.7021339,1.2485220432281494,,2530.0,,3740
,265,1779645437.5679603,,459.9742211,1.2513905763626099,,2540.0,,3740
,266,1779645438.8424428,,461.2493776,1.2572298049926758,,2550.0,,3740
,267,1779645440.112804,,462.5191384,1.2529486417770386,,2560.0,,3740
,268,1779645441.4001153,,463.8071619,1.2452340126037598,,2570.0,,3740
,269,1779645442.6883996,,465.0945179,1.2780946493148804,,2580.0,,3740
,270,1779645443.9940248,,466.4006099,1.2760640382766724,,2590.0,,3740
,271,1779645445.2776384,,467.683762,1.273349642753601,,2600.0,,3740
,272,1779645446.5492597,,468.9555069,1.2476569414138794,,2610.0,,3740
,273,1779645447.8225238,,470.2286405,1.2489476203918457,,2620.0,,3740
,274,1779645449.098078,,471.5045423,1.2679446935653687,,2630.0,,3740
,275,1779645450.3715,,472.7776175,1.2213481664657593,,2640.0,,3740
,276,1779645451.6455176,,474.0519626,1.2529886960983276,,2650.0,,3740
,277,1779645452.9752057,,475.3813224,1.2223345041275024,,2660.0,,3740
,278,1779645454.3860817,,476.7923474,1.258525013923645,,2670.0,,3740
,279,1779645455.6849837,,478.0910998,1.2215698957443237,,2680.0,,3740
,280,1779645456.9035506,,479.3096682,1.2701504230499268,,2690.0,,3740
,281,1779645458.0672965,,480.4735143,1.222469449043274,,2700.0,,3740
,282,1779645459.330511,,481.7368705,1.230666160583496,,2710.0,,3740
,283,1779645460.621644,,483.0278927,1.2284172773361206,,2720.0,,3740
,284,1779645461.840356,,484.2464713,1.240270733833313,,2730.0,,3740
,285,1779645463.1128008,,485.5189167,1.2430716753005981,,2740.0,,3740
0.0004924552772419723,286,1779645480.3118103,1.169070839881897,502.7187561,,1.4802110195159912,2750.0,,3740
,287,1779645480.4330995,,502.8392225,1.2253025770187378,,2750.0,,3740
,288,1779645481.6687148,,504.0749442,1.248056411743164,,2760.0,,3740
,289,1779645482.939327,,505.3454659,1.2488285303115845,,2770.0,,3740
,290,1779645484.210904,,506.6170241,1.2146421670913696,,2780.0,,3740
,291,1779645485.48829,,507.8944925,1.2589608430862427,,2790.0,,3740
,292,1779645486.7140765,,509.1208349,1.2282406091690063,,2800.0,,3740
,293,1779645488.0432146,,510.4502768,1.2422503232955933,,2810.0,,3740
,294,1779645489.3503196,,511.7566366,1.2579716444015503,,2820.0,,3740
,295,1779645490.620162,,513.0263022,1.2493921518325806,,2830.0,,3740
,296,1779645491.8558502,,514.261966,1.227401614189148,,2840.0,,3740
,297,1779645493.1251748,,515.5314841,1.2098121643066406,,2850.0,,3740
,298,1779645494.4005103,,516.8066265,1.2521138191223145,,2860.0,,3740
,299,1779645495.6065855,,518.0133708,1.2302113771438599,,2870.0,,3740
,300,1779645496.8776047,,519.2837259,1.2328296899795532,,2880.0,,3740
,301,1779645498.1653814,,520.5715001,1.2181836366653442,,2890.0,,3740
,302,1779645499.507151,,521.9135003,1.2382121086120605,,2900.0,,3740
,303,1779645500.7506776,,523.1568137,1.2414181232452393,,2910.0,,3740
,304,1779645502.00219,,524.4083076,1.2334961891174316,,2920.0,,3740
,305,1779645503.2735054,,525.6796219,1.2101671695709229,,2930.0,,3740
,306,1779645504.5416028,,526.9477852,1.2295483350753784,,2940.0,,3740
,307,1779645505.8342762,,528.2412023,1.2342318296432495,,2950.0,,3740
,308,1779645507.0215676,,529.4285593,1.2283949851989746,,2960.0,,3740
,309,1779645508.2027934,,530.6091446,1.202371597290039,,2970.0,,3740
,310,1779645509.3641477,,531.7703871,1.2104390859603882,,2980.0,,3740
,311,1779645510.7160814,,533.1226751,1.1968250274658203,,2990.0,,3740
0.0004219625860160354,312,1779645527.8960638,1.1495659351348877,550.302674,,1.4767210483551025,3000.0,,3740
,313,1779645528.0170665,,550.4237528,1.2253755331039429,,3000.0,,3740
,314,1779645529.2509687,,551.6574997,1.2296924591064453,,3010.0,,3740
,315,1779645530.5228508,,552.9290474,1.2327488660812378,,3020.0,,3740
,316,1779645531.8085306,,554.215034,1.238003134727478,,3030.0,,3740
,317,1779645533.0632377,,555.4697373,1.2344377040863037,,3040.0,,3740
,318,1779645534.3907213,,556.7968396,1.2248691320419312,,3050.0,,3740
,319,1779645535.6590772,,558.0651928,1.2280163764953613,,3060.0,,3740
,320,1779645536.8213704,,559.2274854,1.2175748348236084,,3070.0,,3740
,321,1779645538.0600429,,560.4661594,1.1905988454818726,,3080.0,,3740
,322,1779645539.3362448,,561.7423636,1.205470085144043,,3090.0,,3740
,323,1779645540.6152225,,563.0213413,1.256377935409546,,3100.0,,3740
,324,1779645541.8868778,,564.2935981,1.2062737941741943,,3110.0,,3740
,325,1779645543.1565113,,565.5636274,1.2209031581878662,,3120.0,,3740
,326,1779645544.5099263,,566.9160442,1.1975634098052979,,3130.0,,3740
,327,1779645545.8248608,,568.2309785,1.227463722229004,,3140.0,,3740
,328,1779645547.1039324,,569.5100476,1.2339832782745361,,3150.0,,3740
,329,1779645548.3743773,,570.7811761,1.2007354497909546,,3160.0,,3740
,330,1779645549.6410165,,572.0471409,1.2068026065826416,,3170.0,,3740
,331,1779645550.9082656,,573.3149553,1.1873929500579834,,3180.0,,3740
,332,1779645552.1890116,,574.5951287,1.198127031326294,,3190.0,,3740
,333,1779645553.3856335,,575.7919004,1.2075756788253784,,3200.0,,3740
,334,1779645554.6435432,,577.0496615,1.1992946863174438,,3210.0,,3740
,335,1779645555.9495313,,578.3556491,1.1976269483566284,,3220.0,,3740
,336,1779645557.2175791,,579.6246388,1.1994564533233643,,3230.0,,3740
,337,1779645558.4934964,,580.8996962,1.209328532218933,,3240.0,,3740
0.00035475231739709885,338,1779645575.601561,1.1277388334274292,598.008355,,1.4704281091690063,3250.0,,3740
,339,1779645575.7238731,,598.1305642,1.1746894121170044,,3250.0,,3740
,340,1779645576.9758391,,599.382201,1.1958099603652954,,3260.0,,3740
,341,1779645578.288127,,600.6942445,1.2302546501159668,,3270.0,,3740
,342,1779645579.6077063,,602.0138237,1.1994996070861816,,3280.0,,3740
,343,1779645580.9284678,,603.3345843,1.2158273458480835,,3290.0,,3740
,344,1779645582.1897519,,604.596033,1.1956086158752441,,3300.0,,3740
,345,1779645583.4684045,,605.8746935,1.1867618560791016,,3310.0,,3740
,346,1779645584.6781409,,607.083752,1.2202868461608887,,3320.0,,3740
,347,1779645585.9336421,,608.3397615,1.1861437559127808,,3330.0,,3740
,348,1779645587.2079146,,609.6140301,1.2046000957489014,,3340.0,,3740
,349,1779645588.4729264,,610.8790462,1.2354525327682495,,3350.0,,3740
,350,1779645589.7048984,,612.1110147,1.1890777349472046,,3360.0,,3740
,351,1779645591.056537,,613.4627319,1.2050819396972656,,3370.0,,3740
,352,1779645592.40381,,614.81009,1.2060366868972778,,3380.0,,3740
,353,1779645593.6135182,,616.0204751,1.187208652496338,,3390.0,,3740
,354,1779645594.8666065,,617.2727246,1.18928861618042,,3400.0,,3740
,355,1779645596.1492274,,618.555344,1.1687501668930054,,3410.0,,3740
,356,1779645597.3182049,,619.7243548,1.1993341445922852,,3420.0,,3740
,357,1779645598.5385818,,620.9447027,1.1977969408035278,,3430.0,,3740
,358,1779645599.8103418,,622.2164587,1.1797207593917847,,3440.0,,3740
,359,1779645601.158175,,623.5649446,1.2016890048980713,,3450.0,,3740
,360,1779645602.472739,,624.8788544,1.200735330581665,,3460.0,,3740
,361,1779645603.7561128,,626.1622287,1.1818126440048218,,3470.0,,3740
,362,1779645605.0254495,,627.4324614,1.190504550933838,,3480.0,,3740
,363,1779645606.2959726,,628.7021424,1.2000963687896729,,3490.0,,3740
0.0002925475029450237,364,1779645623.526275,1.106429100036621,645.9331469,,1.4694747924804688,3500.0,,3740
,365,1779645623.6543164,,646.0609875,1.1751538515090942,,3500.0,,3740
,366,1779645624.9350138,,647.3412031,1.2013611793518066,,3510.0,,3740
