lr,_step,_timestamp,train/loss,_runtime,train/step_loss,val/loss,iter,Sample Generation,seed
,367,1779645626.2705684,,648.6777406,1.2053306102752686,,3520.0,,3740
,368,1779645627.522942,,649.9290604,1.1979544162750244,,3530.0,,3740
,369,1779645628.6973324,,651.1034509,1.1617742776870728,,3540.0,,3740
,370,1779645629.9381847,,652.3447841,1.2076444625854492,,3550.0,,3740
,371,1779645631.2134774,,653.6195929,1.1906145811080933,,3560.0,,3740
,372,1779645632.4821818,,654.8882974,1.1618266105651855,,3570.0,,3740
,373,1779645633.7536564,,656.1597746,1.1739977598190308,,3580.0,,3740
,374,1779645635.034266,,657.4406088,1.1984623670578003,,3590.0,,3740
,375,1779645636.3582528,,658.7643717,1.1653023958206177,,3600.0,,3740
,376,1779645637.6372335,,660.043349,1.185810923576355,,3610.0,,3740
,377,1779645638.9064734,,661.3125914,1.1759167909622192,,3620.0,,3740
,378,1779645640.1768556,,662.583218,1.170657753944397,,3630.0,,3740
,379,1779645641.4320867,,663.8382087,1.191778302192688,,3640.0,,3740
,380,1779645642.6478372,,665.0539532,1.1869149208068848,,3650.0,,3740
,381,1779645643.9175906,,666.3238166,1.1783514022827148,,3660.0,,3740
,382,1779645645.1885898,,667.5947051,1.186157464981079,,3670.0,,3740
,383,1779645646.483924,,668.8902007,1.18073308467865,,3680.0,,3740
,384,1779645647.7980113,,670.2041316,1.1675763130187988,,3690.0,,3740
,385,1779645649.171603,,671.5777272,1.167803406715393,,3700.0,,3740
,386,1779645650.4569397,,672.8630804,1.167069435119629,,3710.0,,3740
,387,1779645651.7283473,,674.1344642,1.1753489971160889,,3720.0,,3740
,388,1779645653.002972,,675.4095247,1.1830921173095703,,3730.0,,3740
,389,1779645654.2105417,,676.6166589,1.154370665550232,,3740.0,,3740
0.00023694285222843113,390,1779645671.5615785,1.0857661962509155,693.9687907,,1.4626927375793457,3750.0,,3740
,391,1779645671.6944468,,694.1011593,1.1725423336029053,,3750.0,,3740
,392,1779645672.943985,,695.3509236,1.1507107019424438,,3760.0,,3740
,393,1779645674.2362833,,696.6424005,1.1581727266311646,,3770.0,,3740
,394,1779645675.4534388,,697.8595819,1.1919078826904297,,3780.0,,3740
,395,1779645676.7227054,,699.1288223,1.1626482009887695,,3790.0,,3740
,396,1779645677.9982715,,700.4046424,1.152798056602478,,3800.0,,3740
,397,1779645679.2762153,,701.6823331,1.15992271900177,,3810.0,,3740
,398,1779645680.5749207,,702.9810369,1.178004264831543,,3820.0,,3740
,399,1779645681.9437292,,704.3498461,1.1651431322097778,,3830.0,,3740
,400,1779645683.2480915,,705.6543431,1.1631797552108765,,3840.0,,3740
,401,1779645684.5248864,,706.9310053,1.1600598096847534,,3850.0,,3740
,402,1779645685.736105,,708.142223,1.1703181266784668,,3860.0,,3740
,403,1779645686.9862337,,709.3923497,1.1457215547561646,,3870.0,,3740
,404,1779645688.2778022,,710.6839193,1.1486958265304565,,3880.0,,3740
,405,1779645689.4743695,,711.880486,1.1633743047714233,,3890.0,,3740
,406,1779645690.7419739,,713.1480964,1.1646206378936768,,3900.0,,3740
,407,1779645692.049079,,714.455198,1.1767780780792236,,3910.0,,3740
,408,1779645693.3927734,,715.7992322,1.1695098876953125,,3920.0,,3740
,409,1779645694.6516979,,717.0578136,1.1504164934158325,,3930.0,,3740
,410,1779645695.9248104,,718.3308946,1.1749268770217896,,3940.0,,3740
,411,1779645697.1986828,,719.6049932,1.1659480333328247,,3950.0,,3740
,412,1779645698.4714358,,720.8778444,1.1608201265335083,,3960.0,,3740
,413,1779645699.740836,,722.1469511,1.1566952466964722,,3970.0,,3740
,414,1779645701.0362322,,723.4425283,1.1273876428604126,,3980.0,,3740
,415,1779645702.2639942,,724.6702815,1.142201542854309,,3990.0,,3740
0.00018936387015941957,416,1779645719.5490398,1.071670651435852,741.9557089,,1.4821964502334595,4000.0,,3740
,417,1779645719.6753452,,742.0819562,1.160360336303711,,4000.0,,3740
,418,1779645720.913701,,743.3198162,1.1635985374450684,,4010.0,,3740
,419,1779645722.1803935,,744.586569,1.1642271280288696,,4020.0,,3740
,420,1779645723.4508865,,745.8578331,1.1539043188095093,,4030.0,,3740
,421,1779645724.7216332,,747.1280326,1.1638882160186768,,4040.0,,3740
,422,1779645726.0194893,,748.4262026,1.1392799615859985,,4050.0,,3740
,423,1779645727.2865117,,749.6926302,1.1643317937850952,,4060.0,,3740
,424,1779645728.5918133,,750.9979288,1.1409803628921509,,4070.0,,3740
,425,1779645729.8663712,,752.2724901,1.1435891389846802,,4080.0,,3740
,426,1779645731.0967538,,753.5029133,1.1604993343353271,,4090.0,,3740
,427,1779645732.3683293,,754.7746099,1.1673494577407837,,4100.0,,3740
,428,1779645733.5345507,,755.9406709,1.188977599143982,,4110.0,,3740
,429,1779645734.798778,,757.2048936,1.1410592794418335,,4120.0,,3740
,430,1779645736.0706444,,758.4780228,1.1468725204467773,,4130.0,,3740
,431,1779645737.3358076,,759.742081,1.1466177701950073,,4140.0,,3740
,432,1779645738.5860167,,760.9922169,1.1668115854263306,,4150.0,,3740
,433,1779645739.931318,,762.3374337,1.1408354043960571,,4160.0,,3740
,434,1779645741.1241016,,763.530228,1.1498122215270996,,4170.0,,3740
,435,1779645742.3822618,,764.7884278,1.1343169212341309,,4180.0,,3740
,436,1779645743.6533084,,766.0594469,1.1742017269134521,,4190.0,,3740
,437,1779645744.9355185,,767.3416348,1.1398464441299438,,4200.0,,3740
,438,1779645746.149467,,768.5560043,1.145481824874878,,4210.0,,3740
,439,1779645747.4248252,,769.8309408,1.1594656705856323,,4220.0,,3740
,440,1779645748.6463974,,771.0534904,1.1320171356201172,,4230.0,,3740
,441,1779645749.8844092,,772.2905267,1.1418358087539673,,4240.0,,3740
0.00015103031213214996,442,1779645767.3670444,1.054896354675293,789.7739946,,1.4548406600952148,4250.0,,3740
,443,1779645767.5001106,,789.9062339,1.1572744846343994,,4250.0,,3740
,444,1779645768.7710578,,791.178027,1.1261532306671143,,4260.0,,3740
,445,1779645770.0467358,,792.4528517,1.1392310857772827,,4270.0,,3740
,446,1779645771.3179984,,793.7251217,1.11844003200531,,4280.0,,3740
,447,1779645772.5701213,,794.9757325,1.1556897163391113,,4290.0,,3740
,448,1779645773.920944,,796.3270598,1.1407140493392944,,4300.0,,3740
,449,1779645775.2599456,,797.666792,1.1194878816604614,,4310.0,,3740
,450,1779645776.5532644,,798.9593797,1.1357767581939697,,4320.0,,3740
,451,1779645777.7524354,,800.1596188,1.1692835092544556,,4330.0,,3740
,452,1779645778.991563,,801.3976786,1.13454270362854,,4340.0,,3740
,453,1779645780.2678454,,802.6739627,1.1391286849975586,,4350.0,,3740
,454,1779645781.502494,,803.9086134,1.148535132408142,,4360.0,,3740
,455,1779645782.7489674,,805.1552168,1.1546574831008911,,4370.0,,3740
,456,1779645784.095787,,806.5019048,1.1354988813400269,,4380.0,,3740
,457,1779645785.4536803,,807.8605498,1.1222461462020874,,4390.0,,3740
,458,1779645786.760525,,809.1667334,1.110671043395996,,4400.0,,3740
,459,1779645788.0002737,,810.4065474,1.156139850616455,,4410.0,,3740
,460,1779645789.246071,,811.6521865,1.1651833057403564,,4420.0,,3740
,461,1779645790.5108645,,812.9169837,1.1110599040985107,,4430.0,,3740
,462,1779645791.7072592,,814.1133758,1.1207101345062256,,4440.0,,3740
,463,1779645792.936165,,815.3433668,1.130738377571106,,4450.0,,3740
,464,1779645794.207427,,816.6137765,1.1396011114120483,,4460.0,,3740
,465,1779645795.5834734,,817.9895966,1.1237046718597412,,4470.0,,3740
,466,1779645796.8729496,,819.2790684,1.1498342752456665,,4480.0,,3740
,467,1779645798.1830661,,820.5891847,1.1302703619003296,,4490.0,,3740
0.00012292491384519912,468,1779645815.3364825,1.0447707176208496,837.7428747,,1.4667712450027466,4500.0,,3740
,469,1779645815.4594753,,837.8659406,1.1488385200500488,,4500.0,,3740
,470,1779645816.6642494,,839.0719019,1.1578211784362793,,4510.0,,3740
,471,1779645818.0016797,,840.407835,1.1463626623153687,,4520.0,,3740
,472,1779645819.284469,,841.6905841,1.1157264709472656,,4530.0,,3740
,473,1779645820.5773754,,842.9837699,1.1306196451187134,,4540.0,,3740
,474,1779645821.8171406,,844.2235107,1.1268939971923828,,4550.0,,3740
,475,1779645823.0105162,,845.4166315,1.125177025794983,,4560.0,,3740
,476,1779645824.2875805,,846.6937884,1.1712418794631958,,4570.0,,3740
,477,1779645825.457489,,847.8636339,1.1323813199996948,,4580.0,,3740
,478,1779645826.7150218,,849.120633,1.1238518953323364,,4590.0,,3740
,479,1779645827.9822328,,850.3885806,1.1309148073196411,,4600.0,,3740
,480,1779645829.3059466,,851.7120609,1.1696354150772095,,4610.0,,3740
,481,1779645830.6555684,,853.0616844,1.169761300086975,,4620.0,,3740
,482,1779645831.9151437,,854.3212621,1.1426818370819092,,4630.0,,3740
,483,1779645833.1874187,,855.5936391,1.1274387836456299,,4640.0,,3740
,484,1779645834.4783776,,856.8844936,1.141133427619934,,4650.0,,3740
,485,1779645835.659631,,858.0665331,1.1525239944458008,,4660.0,,3740
,486,1779645836.9339952,,859.3401107,1.130386471748352,,4670.0,,3740
,487,1779645838.2079773,,860.6140971,1.1311538219451904,,4680.0,,3740
,488,1779645839.4774532,,861.8835709,1.124594807624817,,4690.0,,3740
,489,1779645840.8013573,,863.2069686,1.1371862888336182,,4700.0,,3740
,490,1779645842.1495802,,864.5556963,1.1325740814208984,,4710.0,,3740
,491,1779645843.4613316,,865.8674476,1.1057984828948975,,4720.0,,3740
,492,1779645844.6834733,,867.0895891,1.0965559482574463,,4730.0,,3740
,493,1779645845.9539459,,868.3600613,1.1075431108474731,,4740.0,,3740
0.00010576819746349742,494,1779645863.173833,1.0348111391067505,885.5805968,,1.4717330932617188,4750.0,,3740
,495,1779645863.3001382,,885.7062556,1.1055103540420532,,4750.0,,3740
,496,1779645864.625637,,887.0312484,1.1336551904678345,,4760.0,,3740
,497,1779645865.9241326,,888.3310158,1.1463109254837036,,4770.0,,3740
,498,1779645867.1716034,,889.5775373,1.1318604946136475,,4780.0,,3740
,499,1779645868.4417882,,890.8487731,1.1182260513305664,,4790.0,,3740
,500,1779645869.7121654,,892.1182808,1.155692458152771,,4800.0,,3740
,501,1779645870.9843442,,893.3905669,1.140568494796753,,4810.0,,3740
,502,1779645872.2281973,,894.6343189,1.107638955116272,,4820.0,,3740
,503,1779645873.5008752,,895.9072888,1.1338963508605957,,4830.0,,3740
,504,1779645874.8047004,,897.210817,1.1306490898132324,,4840.0,,3740
,505,1779645876.0691543,,898.4759633,1.1262308359146118,,4850.0,,3740
,506,1779645877.3715355,,899.7776518,1.1369091272354126,,4860.0,,3740
,507,1779645878.578641,,900.9847714,1.106977105140686,,4870.0,,3740
,508,1779645879.8500276,,902.2565942,1.1234385967254639,,4880.0,,3740
,509,1779645881.1246302,,903.530747,1.1027700901031494,,4890.0,,3740
,510,1779645882.3600216,,904.7669817,1.111542820930481,,4900.0,,3740
,511,1779645883.6186752,,906.0255109,1.0988906621932983,,4910.0,,3740
,512,1779645884.8931544,,907.3002247,1.093017339706421,,4920.0,,3740
,513,1779645886.2057338,,908.6118514,1.090647578239441,,4930.0,,3740
,514,1779645887.5425613,,909.948678,1.1207226514816284,,4940.0,,3740
,515,1779645888.9226189,,911.3289862,1.1325708627700806,,4950.0,,3740
,516,1779645890.2015944,,912.6078692,1.1213791370391846,,4960.0,,3740
,517,1779645891.4757621,,913.8819546,1.1305361986160278,,4970.0,,3740
,518,1779645892.7504573,,915.1565751,1.137046456336975,,4980.0,,3740
,519,1779645894.0221796,,916.4287673,1.1110379695892334,,4990.0,,3740
0.0001,520,1779645911.3887424,1.0265308618545532,933.7956414,,1.4662405252456665,5000.0,,3740
,521,1779645911.5155907,,933.9223493,1.1118669509887695,,5000.0,,3740
,522,1779645912.9445586,,935.3511717,,,,"{'size': 275, '_type': 'html-file', 'sha256': '9791903f304721929000624f258cbe60f8903a0ca31395ef09f4aa96e7fb85e8', 'path': 'media/html/Sample Generation_522_9791903f304721929000.html'}",3740
