_step,val/loss,Sample Generation,lr,_runtime,_timestamp,iter,train/loss,train/step_loss,seed
370,,,,490.9324762,1779716056.9175894,3550.0,,3.3174986839294434,6242
371,,,,491.7982378,1779716057.78399,3560.0,,3.3403759002685547,6242
372,,,,492.6537936,1779716058.63955,3570.0,,3.3225903511047363,6242
373,,,,493.5035292,1779716059.48881,3580.0,,3.305164337158203,6242
374,,,,494.362562,1779716060.3473902,3590.0,,3.2954320907592773,6242
375,,,,495.2116709,1779716061.1965477,3600.0,,3.294684886932373,6242
376,,,,496.064949,1779716062.0504987,3610.0,,3.3442840576171875,6242
377,,,,496.9148028,1779716062.900557,3620.0,,3.293567180633545,6242
378,,,,497.7680552,1779716063.75381,3630.0,,3.345895290374756,6242
379,,,,498.621409,1779716064.6070945,3640.0,,3.3303847312927246,6242
380,,,,499.4707111,1779716065.4564674,3650.0,,3.3291702270507812,6242
381,,,,500.3196519,1779716066.305408,3660.0,,3.3213605880737305,6242
382,,,,501.1673226,1779716067.1530747,3670.0,,3.3423314094543457,6242
383,,,,502.0201873,1779716068.0059438,3680.0,,3.307425022125244,6242
384,,,,502.8628508,1779716068.8479898,3690.0,,3.3279733657836914,6242
385,,,,503.7072743,1779716069.6930275,3700.0,,3.305837631225586,6242
386,,,,504.5528624,1779716070.5384655,3710.0,,3.2899556159973145,6242
387,,,,505.3999907,1779716071.3857431,3720.0,,3.2940235137939453,6242
388,,,,506.2466215,1779716072.2323096,3730.0,,3.322458267211914,6242
389,,,,507.0961912,1779716073.0819457,3740.0,,3.2901930809020996,6242
390,3.356455087661743,,0.00023694285222843113,518.6136872,1779716084.5991023,3750.0,3.315375328063965,,6242
391,,,,518.7018293,1779716084.6873703,3750.0,,3.312896251678467,6242
392,,,,519.5475019,1779716085.5332527,3760.0,,3.3024840354919434,6242
393,,,,520.3939446,1779716086.3788135,3770.0,,3.3044471740722656,6242
394,,,,521.2351489,1779716087.2209017,3780.0,,3.307910919189453,6242
395,,,,522.0740896,1779716088.0598438,3790.0,,3.3128528594970703,6242
396,,,,522.9139343,1779716088.8995593,3800.0,,3.3117780685424805,6242
397,,,,523.7584707,1779716089.7435322,3810.0,,3.306288719177246,6242
398,,,,524.5973153,1779716090.582046,3820.0,,3.2991952896118164,6242
399,,,,525.4414915,1779716091.4272335,3830.0,,3.272280216217041,6242
400,,,,526.282729,1779716092.267776,3840.0,,3.3021645545959473,6242
401,,,,527.1266122,1779716093.112367,3850.0,,3.3270263671875,6242
402,,,,527.9710177,1779716093.9558847,3860.0,,3.3123998641967773,6242
403,,,,528.8156356,1779716094.8007164,3870.0,,3.282291889190674,6242
404,,,,529.6583529,1779716095.644105,3880.0,,3.2887630462646484,6242
405,,,,530.4999095,1779716096.4855788,3890.0,,3.3084945678710938,6242
406,,,,531.3490178,1779716097.334769,3900.0,,3.290703296661377,6242
407,,,,532.1950426,1779716098.1807466,3910.0,,3.3038597106933594,6242
408,,,,533.0308794,1779716099.0166323,3920.0,,3.3112401962280273,6242
409,,,,533.8753587,1779716099.861113,3930.0,,3.325254440307617,6242
410,,,,534.7183785,1779716100.7041311,3940.0,,3.335629463195801,6242
411,,,,535.5646513,1779716101.550403,3950.0,,3.31912899017334,6242
412,,,,536.4109258,1779716102.3965535,3960.0,,3.318373680114746,6242
413,,,,537.2545992,1779716103.2396038,3970.0,,3.3058295249938965,6242
414,,,,538.0975348,1779716104.0828996,3980.0,,3.327929973602295,6242
415,,,,538.9381361,1779716104.9235563,3990.0,,3.2905373573303223,6242
416,3.353658676147461,,0.00018936387015941957,550.4919366,1779716116.4771893,4000.0,3.315281629562378,,6242
417,,,,550.5810989,1779716116.5663145,4000.0,,3.2916994094848633,6242
418,,,,551.4233737,1779716117.4086568,4010.0,,3.339717388153076,6242
419,,,,552.2581119,1779716118.2436106,4020.0,,3.305502414703369,6242
420,,,,553.1024843,1779716119.0882146,4030.0,,3.3353466987609863,6242
421,,,,553.9475632,1779716119.9331465,4040.0,,3.3197245597839355,6242
422,,,,554.7847625,1779716120.770516,4050.0,,3.308803081512451,6242
423,,,,555.6275838,1779716121.6133387,4060.0,,3.3190078735351562,6242
424,,,,556.4691986,1779716122.454937,4070.0,,3.299152374267578,6242
425,,,,557.3207959,1779716123.3065503,4080.0,,3.2980566024780273,6242
426,,,,558.1620231,1779716124.147703,4090.0,,3.3424434661865234,6242
427,,,,559.0066481,1779716124.9924016,4100.0,,3.301281452178955,6242
428,,,,559.8589181,1779716125.8443358,4110.0,,3.3392677307128906,6242
429,,,,560.7073124,1779716126.692605,4120.0,,3.3284778594970703,6242
430,,,,561.5532649,1779716127.5390203,4130.0,,3.3124985694885254,6242
431,,,,562.4016872,1779716128.386746,4140.0,,3.311734199523926,6242
432,,,,563.2482319,1779716129.233451,4150.0,,3.3085365295410156,6242
433,,,,564.0927858,1779716130.0785384,4160.0,,3.2894444465637207,6242
434,,,,564.9721032,1779716130.9578571,4170.0,,3.3379807472229004,6242
435,,,,565.802672,1779716131.7884247,4180.0,,3.311720848083496,6242
436,,,,566.653388,1779716132.6381319,4190.0,,3.308413028717041,6242
437,,,,567.4984672,1779716133.4837742,4200.0,,3.326572895050049,6242
438,,,,568.3423485,1779716134.3280876,4210.0,,3.3128437995910645,6242
439,,,,569.1859781,1779716135.1712868,4220.0,,3.3148694038391113,6242
440,,,,570.0247388,1779716136.0104923,4230.0,,3.3270263671875,6242
441,,,,570.8652685,1779716136.8504143,4240.0,,3.2952404022216797,6242
442,3.3531298637390137,,0.00015103031213214996,582.4118118,1779716148.3970728,4250.0,3.3125078678131104,,6242
443,,,,582.5010418,1779716148.4867735,4250.0,,3.32627534866333,6242
444,,,,583.3343602,1779716149.3193815,4260.0,,3.305044174194336,6242
445,,,,584.1837509,1779716150.1695063,4270.0,,3.31768798828125,6242
446,,,,585.0233714,1779716151.0091252,4280.0,,3.340087413787842,6242
447,,,,585.8663216,1779716151.8520784,4290.0,,3.2977705001831055,6242
448,,,,586.7062339,1779716152.691791,4300.0,,3.3255391120910645,6242
449,,,,587.5558284,1779716153.5410151,4310.0,,3.3381919860839844,6242
450,,,,588.4044606,1779716154.3902144,4320.0,,3.327725410461426,6242
451,,,,589.2456844,1779716155.2314289,4330.0,,3.305543899536133,6242
452,,,,590.0897085,1779716156.0754614,4340.0,,3.3213629722595215,6242
453,,,,590.9272614,1779716156.9128838,4350.0,,3.304687976837158,6242
454,,,,591.7715205,1779716157.7572365,4360.0,,3.2906742095947266,6242
455,,,,592.6071188,1779716158.592872,4370.0,,3.301570415496826,6242
456,,,,593.4526338,1779716159.43814,4380.0,,3.3283514976501465,6242
457,,,,594.2926613,1779716160.2784119,4390.0,,3.3154687881469727,6242
458,,,,595.1706429,1779716161.1563885,4400.0,,3.2858200073242188,6242
459,,,,596.0148157,1779716162.0003958,4410.0,,3.3193483352661133,6242
460,,,,596.8558716,1779716162.841628,4420.0,,3.323258399963379,6242
461,,,,597.6984709,1779716163.6837327,4430.0,,3.2949891090393066,6242
462,,,,598.5440221,1779716164.529772,4440.0,,3.294752597808838,6242
463,,,,599.3890438,1779716165.3737879,4450.0,,3.316030502319336,6242
464,,,,600.2331836,1779716166.2181892,4460.0,,3.3110265731811523,6242
465,,,,601.0764994,1779716167.0612943,4470.0,,3.323023796081543,6242
466,,,,601.9169058,1779716167.9026594,4480.0,,3.30525541305542,6242
467,,,,602.7575226,1779716168.7432761,4490.0,,3.2775421142578125,6242
468,3.3603975772857666,,0.00012292491384519912,614.333688,1779716180.3194861,4500.0,3.315746545791626,,6242
469,,,,614.4202354,1779716180.4059887,4500.0,,3.307027816772461,6242
470,,,,615.2639258,1779716181.2496793,4510.0,,3.294063091278076,6242
471,,,,616.1055558,1779716182.0911672,4520.0,,3.312166690826416,6242
472,,,,616.952306,1779716182.937262,4530.0,,3.301602840423584,6242
473,,,,617.7869089,1779716183.7726295,4540.0,,3.2946858406066895,6242
474,,,,618.6386886,1779716184.6244392,4550.0,,3.3262319564819336,6242
475,,,,619.4828616,1779716185.468616,4560.0,,3.312653064727783,6242
476,,,,620.334275,1779716186.3199627,4570.0,,3.28293514251709,6242
477,,,,621.1754001,1779716187.1602793,4580.0,,3.31547212600708,6242
478,,,,622.0274932,1779716188.013247,4590.0,,3.347158432006836,6242
479,,,,622.8926254,1779716188.8782613,4600.0,,3.323913097381592,6242
480,,,,623.7257992,1779716189.7115533,4610.0,,3.2972464561462402,6242
481,,,,624.5784008,1779716190.56415,4620.0,,3.321389675140381,6242
482,,,,625.4140994,1779716191.3998516,4630.0,,3.35941743850708,6242
483,,,,626.2547211,1779716192.2404675,4640.0,,3.3180441856384277,6242
484,,,,627.098547,1779716193.0843022,4650.0,,3.3269543647766113,6242
485,,,,627.9372739,1779716193.92233,4660.0,,3.2975993156433105,6242
486,,,,628.7799415,1779716194.765696,4670.0,,3.295592784881592,6242
487,,,,629.6201213,1779716195.6058753,4680.0,,3.303802967071533,6242
488,,,,630.4604257,1779716196.44594,4690.0,,3.3488473892211914,6242
489,,,,631.298819,1779716197.2845469,4700.0,,3.3213815689086914,6242
490,,,,632.1425584,1779716198.1283126,4710.0,,3.325918674468994,6242
491,,,,632.9862327,1779716198.9719858,4720.0,,3.3007407188415527,6242
492,,,,633.8262641,1779716199.8117614,4730.0,,3.3068413734436035,6242
493,,,,634.6832655,1779716200.6690176,4740.0,,3.319572925567627,6242
494,3.360990047454834,,0.00010576819746349742,646.1676386,1779716212.1535914,4750.0,3.318561315536499,,6242
495,,,,646.2544136,1779716212.2401474,4750.0,,3.301697254180908,6242
496,,,,647.1012708,1779716213.0869153,4760.0,,3.323807716369629,6242
497,,,,647.9320579,1779716213.917542,4770.0,,3.3043527603149414,6242
498,,,,648.7923819,1779716214.7771454,4780.0,,3.3024187088012695,6242
499,,,,649.6467678,1779716215.632303,4790.0,,3.3171448707580566,6242
500,,,,650.4887692,1779716216.4743776,4800.0,,3.312732219696045,6242
501,,,,651.3281495,1779716217.313809,4810.0,,3.299203872680664,6242
502,,,,652.1697072,1779716218.1547995,4820.0,,3.3441386222839355,6242
503,,,,653.0053716,1779716218.991124,4830.0,,3.297844409942627,6242
504,,,,653.8387389,1779716219.82371,4840.0,,3.314633846282959,6242
505,,,,654.6812101,1779716220.6666439,4850.0,,3.2954049110412598,6242
506,,,,655.5213866,1779716221.5070584,4860.0,,3.3129749298095703,6242
507,,,,656.3618519,1779716222.3471985,4870.0,,3.2862277030944824,6242
508,,,,657.199544,1779716223.1847475,4880.0,,3.2994418144226074,6242
509,,,,658.0396931,1779716224.0247386,4890.0,,3.318845272064209,6242
510,,,,658.8689564,1779716224.8547115,4900.0,,3.326113224029541,6242
511,,,,659.7060506,1779716225.6915553,4910.0,,3.3339385986328125,6242
512,,,,660.550625,1779716226.5363789,4920.0,,3.298854351043701,6242
513,,,,661.3929512,1779716227.378165,4930.0,,3.320054054260254,6242
514,,,,662.2253817,1779716228.2111325,4940.0,,3.319760799407959,6242
515,,,,663.066016,1779716229.0517724,4950.0,,3.318118095397949,6242
516,,,,663.8998926,1779716229.8855853,4960.0,,3.312906265258789,6242
517,,,,664.739255,1779716230.7248988,4970.0,,3.292325496673584,6242
518,,,,665.5793948,1779716231.5649338,4980.0,,3.313633918762207,6242
519,,,,666.4202493,1779716232.4059768,4990.0,,3.3165268898010254,6242
520,3.3593099117279053,,0.0001,677.8761326,1779716243.861866,5000.0,3.3153717517852783,,6242
521,,,,677.9610734,1779716243.9468272,5000.0,,3.3089442253112793,6242
522,,"{'path': 'media/html/Sample Generation_522_16707c4828b973c36902.html', 'size': 278, '_type': 'html-file', 'sha256': '16707c4828b973c369029c7c99a7823628774bad9ccd2f781d39edaefb4e710c'}",,678.6902628,1779716244.6755228,,,,6242
