_step,val/loss,Sample Generation,lr,_runtime,_timestamp,iter,train/loss,train/step_loss,seed
44,,,,63.0106804,1779715628.996434,420.0,,3.312575340270996,6242
45,,,,63.9412598,1779715629.92752,430.0,,3.2992935180664062,6242
46,,,,64.8704113,1779715630.8561609,440.0,,3.3234610557556152,6242
47,,,,65.8162156,1779715631.8019674,450.0,,3.341543674468994,6242
48,,,,66.7367116,1779715632.722213,460.0,,3.3138427734375,6242
49,,,,67.6689995,1779715633.6547523,470.0,,3.2977638244628906,6242
50,,,,68.5993558,1779715634.5852242,480.0,,3.3059043884277344,6242
51,,,,69.5249709,1779715635.5105238,490.0,,3.3390660285949707,6242
52,3.3581631183624268,,0.0009852826883675631,82.3437195,1779715648.3295705,500.0,3.3133544921875,,6242
53,,,,82.4419818,1779715648.427688,500.0,,3.296536445617676,6242
54,,,,83.3697077,1779715649.3549461,510.0,,3.2927398681640625,6242
55,,,,84.3039671,1779715650.2897155,520.0,,3.296815872192383,6242
56,,,,85.2477138,1779715651.2328246,530.0,,3.3072471618652344,6242
57,,,,86.1830511,1779715652.1687434,540.0,,3.3025660514831543,6242
58,,,,87.1169371,1779715653.1026905,550.0,,3.3339366912841797,6242
59,,,,88.0571479,1779715654.0425336,560.0,,3.3131847381591797,6242
60,,,,88.9573706,1779715654.943631,570.0,,3.3114161491394043,6242
61,,,,89.8125223,1779715655.798276,580.0,,3.2902321815490723,6242
62,,,,90.6733698,1779715656.6587243,590.0,,3.2988247871398926,6242
63,,,,91.5484043,1779715657.534156,600.0,,3.3213071823120117,6242
64,,,,92.4337704,1779715658.4194846,610.0,,3.3021202087402344,6242
65,,,,93.3339904,1779715659.319744,620.0,,3.3095335960388184,6242
66,,,,94.2285061,1779715660.213734,630.0,,3.324634552001953,6242
67,,,,95.1520758,1779715661.1375022,640.0,,3.2862634658813477,6242
68,,,,96.0916438,1779715662.0772986,650.0,,3.2872371673583984,6242
69,,,,96.9635718,1779715662.949308,660.0,,3.331852436065674,6242
70,,,,97.8487354,1779715663.8344836,670.0,,3.3114681243896484,6242
71,,,,98.7235628,1779715664.7083163,680.0,,3.3481388092041016,6242
72,,,,99.6351222,1779715665.6208782,690.0,,3.3013720512390137,6242
73,,,,100.5307212,1779715666.5157866,700.0,,3.305365562438965,6242
74,,,,101.4139763,1779715667.3996856,710.0,,3.3323564529418945,6242
75,,,,102.2933454,1779715668.2781467,720.0,,3.3141651153564453,6242
76,,,,103.1722247,1779715669.1578913,730.0,,3.289553165435791,6242
77,,,,104.0444307,1779715670.0301814,740.0,,3.3180437088012695,6242
78,3.3618831634521484,,0.0009614856803571157,116.1834675,1779715682.1691873,750.0,3.3209826946258545,,6242
79,,,,116.2778539,1779715682.2636058,750.0,,3.3321499824523926,6242
80,,,,117.1680339,1779715683.1526685,760.0,,3.3219785690307617,6242
81,,,,118.0661774,1779715684.0519326,770.0,,3.3347220420837402,6242
82,,,,118.9296546,1779715684.9154055,780.0,,3.343484878540039,6242
83,,,,119.7988245,1779715685.7845807,790.0,,3.350264549255371,6242
84,,,,120.659791,1779715686.64449,800.0,,3.32045841217041,6242
85,,,,121.5619433,1779715687.547698,810.0,,3.298384666442871,6242
86,,,,122.4792728,1779715688.4646468,820.0,,3.286118507385254,6242
87,,,,123.3723424,1779715689.3579764,830.0,,3.3166937828063965,6242
88,,,,124.2551502,1779715690.2407382,840.0,,3.314589023590088,6242
89,,,,125.1349736,1779715691.1205146,850.0,,3.3446226119995117,6242
90,,,,126.0387675,1779715692.0245197,860.0,,3.3405508995056152,6242
91,,,,126.9213271,1779715692.9068809,870.0,,3.3085360527038574,6242
92,,,,127.8356185,1779715693.8206906,880.0,,3.3178629875183105,6242
93,,,,128.7714928,1779715694.7571256,890.0,,3.295200824737549,6242
94,,,,129.7198598,1779715695.7052214,900.0,,3.324401378631592,6242
95,,,,130.6473684,1779715696.6329126,910.0,,3.34505558013916,6242
96,,,,131.5321054,1779715697.5178618,920.0,,3.319735050201416,6242
97,,,,132.4354355,1779715698.4206169,930.0,,3.308839797973633,6242
98,,,,133.3683144,1779715699.3540683,940.0,,3.321349620819092,6242
99,,,,134.259745,1779715700.2454932,950.0,,3.301511764526367,6242
100,,,,135.1644335,1779715701.14989,960.0,,3.2761940956115723,6242
101,,,,136.0848766,1779715702.070281,970.0,,3.319497585296631,6242
102,,,,136.9968943,1779715702.982154,980.0,,3.308098316192627,6242
103,,,,137.861255,1779715703.84701,990.0,,3.322842597961426,6242
104,3.3558437824249268,,0.0009271396472013282,149.941014,1779715715.926621,1000.0,3.3137435913085938,,6242
105,,,,150.0409551,1779715716.0267098,1000.0,,3.2779855728149414,6242
106,,,,150.9937284,1779715716.9783995,1010.0,,3.327242851257324,6242
107,,,,151.8730847,1779715717.8585722,1020.0,,3.2979650497436523,6242
108,,,,152.7724662,1779715718.7577167,1030.0,,3.2983689308166504,6242
109,,,,153.6805642,1779715719.666318,1040.0,,3.2720656394958496,6242
110,,,,154.539797,1779715720.5247068,1050.0,,3.3149027824401855,6242
111,,,,155.3989235,1779715721.3836756,1060.0,,3.3125271797180176,6242
112,,,,156.2773117,1779715722.2630649,1070.0,,3.3144965171813965,6242
113,,,,157.1711911,1779715723.156715,1080.0,,3.3111042976379395,6242
114,,,,158.0714601,1779715724.0562468,1090.0,,3.301481246948242,6242
115,,,,158.9781484,1779715724.9639032,1100.0,,3.299417018890381,6242
116,,,,159.8491205,1779715725.8348749,1110.0,,3.322246551513672,6242
117,,,,160.7143598,1779715726.6998122,1120.0,,3.296757698059082,6242
118,,,,161.5981989,1779715727.5839522,1130.0,,3.3043670654296875,6242
119,,,,162.5029006,1779715728.488655,1140.0,,3.3151283264160156,6242
120,,,,163.3835908,1779715729.3688917,1150.0,,3.3166208267211914,6242
121,,,,164.2638703,1779715730.248626,1160.0,,3.2886719703674316,6242
122,,,,165.1429538,1779715731.1286752,1170.0,,3.3031554222106934,6242
123,,,,166.0388359,1779715732.0245864,1180.0,,3.325409412384033,6242
124,,,,166.9324323,1779715732.9171834,1190.0,,3.3083271980285645,6242
125,,,,167.8385036,1779715733.8241394,1200.0,,3.303966522216797,6242
126,,,,168.7212042,1779715734.7064972,1210.0,,3.2839293479919434,6242
127,,,,169.607683,1779715735.5934367,1220.0,,3.322934627532959,6242
128,,,,170.5227782,1779715736.508713,1230.0,,3.3225951194763184,6242
129,,,,171.4169285,1779715737.4019754,1240.0,,3.3034090995788574,6242
130,3.359924554824829,,0.000883125098683892,183.7204164,1779715749.7056434,1250.0,3.316979169845581,,6242
131,,,,183.8176614,1779715749.803239,1250.0,,3.317962169647217,6242
132,,,,184.7393636,1779715750.7246253,1260.0,,3.329896926879883,6242
133,,,,185.6312744,1779715751.6165407,1270.0,,3.306731700897217,6242
134,,,,186.5250101,1779715752.510298,1280.0,,3.3068008422851562,6242
135,,,,187.4152536,1779715753.4007835,1290.0,,3.314013957977295,6242
136,,,,188.302275,1779715754.287808,1300.0,,3.3064470291137695,6242
137,,,,189.2026411,1779715755.1875725,1310.0,,3.294820785522461,6242
138,,,,190.0926046,1779715756.0777717,1320.0,,3.303561210632324,6242
139,,,,190.9820995,1779715756.967854,1330.0,,3.2857866287231445,6242
140,,,,191.8772015,1779715757.8628337,1340.0,,3.274271011352539,6242
141,,,,192.7653908,1779715758.7504141,1350.0,,3.326359748840332,6242
142,,,,193.6521605,1779715759.6372218,1360.0,,3.3103318214416504,6242
143,,,,194.5485109,1779715760.533977,1370.0,,3.3367881774902344,6242
144,,,,195.4356321,1779715761.4213834,1380.0,,3.313040256500244,6242
145,,,,196.3390183,1779715762.3247728,1390.0,,3.329385757446289,6242
146,,,,197.2365525,1779715763.2221873,1400.0,,3.291506290435791,6242
147,,,,198.1307181,1779715764.1163962,1410.0,,3.300262928009033,6242
148,,,,199.0322265,1779715765.0173762,1420.0,,3.2991490364074707,6242
149,,,,199.9716131,1779715765.9569077,1430.0,,3.2718324661254883,6242
150,,,,200.9106768,1779715766.8948116,1440.0,,3.2898435592651367,6242
151,,,,201.8528944,1779715767.8384395,1450.0,,3.3160362243652344,6242
152,,,,202.7909654,1779715768.7764552,1460.0,,3.2975149154663086,6242
153,,,,203.735939,1779715769.7216918,1470.0,,3.3054027557373047,6242
154,,,,204.6886902,1779715770.6744435,1480.0,,3.316018581390381,6242
155,,,,205.6331019,1779715771.6177926,1490.0,,3.3188419342041016,6242
156,3.3574788570404053,,0.0008305704108364302,218.5545004,1779715784.540031,1500.0,3.3134448528289795,,6242
157,,,,218.6555935,1779715784.6413472,1500.0,,3.2630019187927246,6242
158,,,,219.6132518,1779715785.5988734,1510.0,,3.2997779846191406,6242
159,,,,220.5769141,1779715786.5622303,1520.0,,3.313948631286621,6242
160,,,,221.5372453,1779715787.5229988,1530.0,,3.305182456970215,6242
161,,,,222.4998487,1779715788.4850037,1540.0,,3.2939634323120117,6242
162,,,,223.4703863,1779715789.455935,1550.0,,3.2936062812805176,6242
163,,,,224.415098,1779715790.40085,1560.0,,3.311246871948242,6242
164,,,,225.3684159,1779715791.354056,1570.0,,3.3075122833251953,6242
165,,,,226.3166995,1779715792.3020763,1580.0,,3.307997703552246,6242
166,,,,227.2488383,1779715793.234396,1590.0,,3.308075428009033,6242
167,,,,228.1976502,1779715794.1834035,1600.0,,3.2940330505371094,6242
168,,,,229.1297652,1779715795.1155205,1610.0,,3.2994790077209473,6242
169,,,,230.0613529,1779715796.0468407,1620.0,,3.294809341430664,6242
170,,,,231.0063791,1779715796.9913268,1630.0,,3.286162853240967,6242
171,,,,231.9476953,1779715797.9327636,1640.0,,3.2907094955444336,6242
172,,,,232.8862523,1779715798.8720064,1650.0,,3.3532071113586426,6242
173,,,,233.83178470000001,1779715799.8175156,1660.0,,3.3108692169189453,6242
174,,,,234.7751298,1779715800.760368,1670.0,,3.3328380584716797,6242
175,,,,235.7136326,1779715801.6991482,1680.0,,3.3239316940307617,6242
176,,,,236.652503,1779715802.6382563,1690.0,,3.3195109367370605,6242
177,,,,237.6094186,1779715803.5949783,1700.0,,3.299844741821289,6242
178,,,,238.5560506,1779715804.541802,1710.0,,3.288301467895508,6242
179,,,,239.4993401,1779715805.4843037,1720.0,,3.2982211112976074,6242
180,,,,240.4394154,1779715806.4251702,1730.0,,3.311081886291504,6242
181,,,,241.3808605,1779715807.3664274,1740.0,,3.2989840507507324,6242
182,3.355250835418701,,0.0007708228984017721,254.175481,1779715820.1607423,1750.0,3.310514211654663,,6242
183,,,,254.2718753,1779715820.257628,1750.0,,3.3172526359558105,6242
184,,,,255.2114967,1779715821.19725,1760.0,,3.295414447784424,6242
185,,,,256.1498852,1779715822.1356387,1770.0,,3.307310104370117,6242
186,,,,257.0892762,1779715823.07403,1780.0,,3.28163480758667,6242
187,,,,258.0225288,1779715824.008282,1790.0,,3.305312156677246,6242
188,,,,258.9865215,1779715824.972782,1800.0,,3.285229206085205,6242
189,,,,259.935364,1779715825.9212644,1810.0,,3.3479819297790527,6242
190,,,,260.8771189,1779715826.862375,1820.0,,3.287461757659912,6242
191,,,,261.8267835,1779715827.8115807,1830.0,,3.3196864128112793,6242
192,,,,262.7689311,1779715828.7546618,1840.0,,3.2978782653808594,6242
193,,,,263.720629,1779715829.706383,1850.0,,3.308183193206787,6242
194,,,,264.6707387,1779715830.655199,1860.0,,3.299140453338623,6242
195,,,,265.6041672,1779715831.5895264,1870.0,,3.2965240478515625,6242
196,,,,266.5267443,1779715832.5120895,1880.0,,3.3484230041503906,6242
197,,,,267.4647847,1779715833.4501574,1890.0,,3.3029513359069824,6242
198,,,,268.380411,1779715834.3661644,1900.0,,3.305367946624756,6242
199,,,,269.3064664,1779715835.2920406,1910.0,,3.3198561668395996,6242
200,,,,270.2447317,1779715836.2302701,1920.0,,3.324310302734375,6242
201,,,,271.1781694,1779715837.1639237,1930.0,,3.3164749145507812,6242
202,,,,272.1183017,1779715838.1033041,1940.0,,3.289389133453369,6242
203,,,,273.042539,1779715839.0281012,1950.0,,3.306513786315918,6242
204,,,,273.9973625,1779715839.982355,1960.0,,3.339099407196045,6242
205,,,,274.9204089,1779715840.9061604,1970.0,,3.3062286376953125,6242
206,,,,275.7879186,1779715841.7727268,1980.0,,3.3238344192504883,6242
207,,,,276.6495149,1779715842.635235,1990.0,,3.3096137046813965,6242
208,3.3602099418640137,,0.0007054142744895884,288.8486616,1779715854.8335757,2000.0,3.3178489208221436,,6242
209,,,,288.9451966,1779715854.93095,2000.0,,3.2861270904541016,6242
210,,,,289.8583725,1779715855.8446329,2010.0,,3.296128273010254,6242
211,,,,290.7597725,1779715856.7452118,2020.0,,3.3018102645874023,6242
212,,,,291.6841574,1779715857.6699035,2030.0,,3.287092685699463,6242
213,,,,292.559161,1779715858.5449178,2040.0,,3.3255796432495117,6242
214,,,,293.4745826,1779715859.459473,2050.0,,3.307614326477051,6242
215,,,,294.3901973,1779715860.3757162,2060.0,,3.301259994506836,6242
216,,,,295.28922,1779715861.2749474,2070.0,,3.307213306427002,6242
217,,,,296.1829576,1779715862.1685493,2080.0,,3.2926383018493652,6242
218,,,,297.0908187,1779715863.0761318,2090.0,,3.3148722648620605,6242
219,,,,297.9668097,1779715863.9522452,2100.0,,3.2914280891418457,6242
220,,,,298.8364794,1779715864.8222325,2110.0,,3.3344831466674805,6242
221,,,,299.699981,1779715865.6856365,2120.0,,3.288572311401367,6242
222,,,,300.5540628,1779715866.5398161,2130.0,,3.3359713554382324,6242
223,,,,301.4136489,1779715867.3992298,2140.0,,3.310150146484375,6242
224,,,,302.2664781,1779715868.25223,2150.0,,3.359938621520996,6242
225,,,,303.1237289,1779715869.1092882,2160.0,,3.3076090812683105,6242
226,,,,303.9746085,1779715869.9603603,2170.0,,3.312331199645996,6242
227,,,,304.8399238,1779715870.8255436,2180.0,,3.318845272064209,6242
228,,,,305.6967336,1779715871.682225,2190.0,,3.3135929107666016,6242
229,,,,306.5517624,1779715872.5372503,2200.0,,3.309551239013672,6242
230,,,,307.4081805,1779715873.3939335,2210.0,,3.32975435256958,6242
231,,,,308.2638897,1779715874.2496438,2220.0,,3.2948741912841797,6242
232,,,,309.1211366,1779715875.1062546,2230.0,,3.290250778198242,6242
233,,,,309.9736662,1779715875.9592705,2240.0,,3.3046388626098633,6242
234,3.3555080890655518,,0.0006360213829156177,321.5447871,1779715887.5297575,2250.0,3.3127365112304688,,6242
235,,,,321.6334055,1779715887.6191595,2250.0,,3.3067688941955566,6242
236,,,,322.4860679,1779715888.4715827,2260.0,,3.324052333831787,6242
237,,,,323.3325579,1779715889.3181164,2270.0,,3.314268112182617,6242
238,,,,324.1798892,1779715890.1656446,2280.0,,3.2986655235290527,6242
239,,,,325.0313687,1779715891.0171232,2290.0,,3.295372486114502,6242
240,,,,325.8776167,1779715891.8624768,2300.0,,3.320131778717041,6242
241,,,,326.7250591,1779715892.7108061,2310.0,,3.303077220916748,6242
242,,,,327.5732722,1779715893.5590239,2320.0,,3.300020217895508,6242
243,,,,328.4213525,1779715894.4070487,2330.0,,3.277723789215088,6242
244,,,,329.2673996,1779715895.2529166,2340.0,,3.318725109100342,6242
245,,,,330.1125383,1779715896.0982928,2350.0,,3.2818679809570312,6242
246,,,,330.961718,1779715896.9472046,2360.0,,3.322080135345459,6242
247,,,,331.8059866,1779715897.7916105,2370.0,,3.311194896697998,6242
248,,,,332.6512258,1779715898.636981,2380.0,,3.303612232208252,6242
249,,,,333.491334,1779715899.4768887,2390.0,,3.292787551879883,6242
250,,,,334.3321324,1779715900.3177903,2400.0,,3.3359761238098145,6242
251,,,,335.1693986,1779715901.1551511,2410.0,,3.299363613128662,6242
252,,,,336.0602862,1779715902.0460422,2420.0,,3.304194450378418,6242
253,,,,336.9878321,1779715902.9734426,2430.0,,3.3112125396728516,6242
254,,,,337.8968771,1779715903.8831372,2440.0,,3.302924633026123,6242
255,,,,338.8080656,1779715904.7938187,2450.0,,3.3026280403137207,6242
256,,,,339.7487627,1779715905.7345145,2460.0,,3.3135437965393066,6242
257,,,,340.666417,1779715906.6514273,2470.0,,3.338338851928711,6242
258,,,,341.5854621,1779715907.5712144,2480.0,,3.2910547256469727,6242
259,,,,342.5081448,1779715908.493897,2490.0,,3.307587146759033,6242
260,3.35072660446167,,0.000564423209907245,355.1875004,1779715921.1732032,2500.0,3.31235408782959,,6242
261,,,,355.2854855,1779715921.2712429,2500.0,,3.317160129547119,6242
262,,,,356.2145935,1779715922.2008538,2510.0,,3.294001579284668,6242
263,,,,357.1753779,1779715923.161132,2520.0,,3.31974458694458,6242
264,,,,358.1052988,1779715924.0904713,2530.0,,3.330289363861084,6242
265,,,,359.0313763,1779715925.016495,2540.0,,3.323884963989258,6242
266,,,,359.9633354,1779715925.9481165,2550.0,,3.310211181640625,6242
267,,,,360.8794244,1779715926.8646207,2560.0,,3.3434276580810547,6242
268,,,,361.8087256,1779715927.794479,2570.0,,3.3078598976135254,6242
269,,,,362.7342489,1779715928.7191255,2580.0,,3.3079209327697754,6242
270,,,,363.6628621,1779715929.648618,2590.0,,3.2879462242126465,6242
271,,,,364.5878035,1779715930.573397,2600.0,,3.3113627433776855,6242
272,,,,365.5180984,1779715931.5038514,2610.0,,3.2749500274658203,6242
273,,,,366.4261114,1779715932.4117687,2620.0,,3.3044424057006836,6242
274,,,,367.2816708,1779715933.2674246,2630.0,,3.2982635498046875,6242
275,,,,368.1351553,1779715934.119956,2640.0,,3.3024959564208984,6242
276,,,,368.9941343,1779715934.9798903,2650.0,,3.307013988494873,6242
277,,,,369.8761594,1779715935.8624196,2660.0,,3.2947192192077637,6242
278,,,,370.7365962,1779715936.7223153,2670.0,,3.306333541870117,6242
279,,,,371.5838335,1779715937.569588,2680.0,,3.3045172691345215,6242
280,,,,372.4458486,1779715938.42821,2690.0,,3.350335121154785,6242
281,,,,373.2986466,1779715939.284384,2700.0,,3.3142685890197754,6242
282,,,,374.1550051,1779715940.140758,2710.0,,3.288269519805908,6242
283,,,,375.0108439,1779715940.9965727,2720.0,,3.291781425476074,6242
284,,,,375.869827,1779715941.8552282,2730.0,,3.2958426475524902,6242
285,,,,376.7205875,1779715942.7063377,2740.0,,3.3187828063964844,6242
286,3.3612020015716553,,0.0004924552772419723,388.3172807,1779715954.303138,2750.0,3.317573308944702,,6242
287,,,,388.40496,1779715954.389904,2750.0,,3.311960220336914,6242
288,,,,389.252236,1779715955.2379818,2760.0,,3.300692081451416,6242
289,,,,390.1036057,1779715956.0893586,2770.0,,3.309847831726074,6242
290,,,,390.9517476,1779715956.9365504,2780.0,,3.330972671508789,6242
291,,,,391.8003653,1779715957.7857554,2790.0,,3.324819564819336,6242
292,,,,392.6513828,1779715958.636846,2800.0,,3.306547164916992,6242
293,,,,393.4970273,1779715959.4827788,2810.0,,3.3056139945983887,6242
294,,,,394.3395693,1779715960.3246367,2820.0,,3.306110382080078,6242
295,,,,395.1830858,1779715961.1688378,2830.0,,3.3075032234191895,6242
296,,,,396.0238487,1779715962.009432,2840.0,,3.305797576904297,6242
297,,,,396.8759848,1779715962.861501,2850.0,,3.3021068572998047,6242
298,,,,397.7230809,1779715963.708836,2860.0,,3.312690258026123,6242
299,,,,398.5585995,1779715964.5441859,2870.0,,3.3337907791137695,6242
300,,,,399.4087745,1779715965.394007,2880.0,,3.314277172088623,6242
301,,,,400.2478966,1779715966.2336252,2890.0,,3.3236002922058105,6242
302,,,,401.0932506,1779715967.0779603,2900.0,,3.3191304206848145,6242
303,,,,401.9422915,1779715967.9272485,2910.0,,3.320481777191162,6242
304,,,,402.8308095,1779715968.8163621,2920.0,,3.302072525024414,6242
305,,,,403.7342421,1779715969.7184696,2930.0,,3.312169075012207,6242
306,,,,404.6092722,1779715970.5948114,2940.0,,3.2884702682495117,6242
307,,,,405.4958844,1779715971.4816375,2950.0,,3.317575454711914,6242
308,,,,406.3651686,1779715972.3507442,2960.0,,3.310668468475342,6242
309,,,,407.2147525,1779715973.2010128,2970.0,,3.3067851066589355,6242
310,,,,408.1023245,1779715974.0879183,2980.0,,3.329224109649658,6242
311,,,,409.0084393,1779715974.9932325,2990.0,,3.297499656677246,6242
312,3.3583571910858154,,0.0004219625860160354,420.9793319,1779715986.9652278,3000.0,3.314487934112549,,6242
313,,,,421.067789,1779715987.0535455,3000.0,,3.3515844345092773,6242
314,,,,421.9323644,1779715987.9175453,3010.0,,3.3107247352600098,6242
315,,,,422.8765418,1779715988.8622954,3020.0,,3.3052072525024414,6242
316,,,,423.8115564,1779715989.7973096,3030.0,,3.3097996711730957,6242
317,,,,424.7196677,1779715990.7054222,3040.0,,3.260345458984375,6242
318,,,,425.6591803,1779715991.6448941,3050.0,,3.31899356842041,6242
319,,,,426.5690519,1779715992.554202,3060.0,,3.279691696166992,6242
320,,,,427.4490713,1779715993.434825,3070.0,,3.30641508102417,6242
321,,,,428.3109291,1779715994.2961195,3080.0,,3.313368320465088,6242
322,,,,429.1646741,1779715995.1500254,3090.0,,3.3005552291870117,6242
323,,,,430.029889,1779715996.015643,3100.0,,3.3155288696289062,6242
324,,,,430.886509,1779715996.872261,3110.0,,3.2960095405578613,6242
325,,,,431.7417751,1779715997.7273774,3120.0,,3.305041790008545,6242
326,,,,432.5966378,1779715998.5822136,3130.0,,3.3102941513061523,6242
327,,,,433.4993051,1779715999.4841864,3140.0,,3.2932491302490234,6242
328,,,,434.4229187,1779716000.4086728,3150.0,,3.3355188369750977,6242
329,,,,435.3482269,1779716001.3321545,3160.0,,3.33945894241333,6242
330,,,,436.2951101,1779716002.280701,3170.0,,3.3063673973083496,6242
331,,,,437.1810443,1779716003.1667225,3180.0,,3.2912473678588867,6242
332,,,,438.0429159,1779716004.0286698,3190.0,,3.3030261993408203,6242
333,,,,438.8973819,1779716004.8831346,3200.0,,3.315669536590576,6242
334,,,,439.7555892,1779716005.740503,3210.0,,3.297257900238037,6242
335,,,,440.6164239,1779716006.6021776,3220.0,,3.2854552268981934,6242
336,,,,441.4660074,1779716007.452268,3230.0,,3.283161163330078,6242
337,,,,442.3179037,1779716008.303308,3240.0,,3.328552722930908,6242
338,3.3581368923187256,,0.00035475231739709885,453.970938,1779716019.956199,3250.0,3.316317558288574,,6242
339,,,,454.061627,1779716020.0473704,3250.0,,3.315396308898926,6242
340,,,,454.9249323,1779716020.910657,3260.0,,3.2865262031555176,6242
341,,,,455.8010893,1779716021.7868426,3270.0,,3.320669651031494,6242
342,,,,456.6511925,1779716022.6368723,3280.0,,3.2810826301574707,6242
343,,,,457.5490171,1779716023.534444,3290.0,,3.30696964263916,6242
344,,,,458.4335531,1779716024.4183512,3300.0,,3.30250883102417,6242
345,,,,459.3009891,1779716025.286742,3310.0,,3.2880196571350098,6242
346,,,,460.1731352,1779716026.158889,3320.0,,3.3392152786254883,6242
347,,,,461.0300999,1779716027.0149655,3330.0,,3.2718234062194824,6242
348,,,,461.8881159,1779716027.8734748,3340.0,,3.291102409362793,6242
349,,,,462.7578712,1779716028.7435184,3350.0,,3.317800521850586,6242
350,,,,463.6249092,1779716029.6105459,3360.0,,3.2925214767456055,6242
351,,,,464.4795853,1779716030.4653385,3370.0,,3.290506362915039,6242
352,,,,465.3596799,1779716031.3449411,3380.0,,3.289276123046875,6242
353,,,,466.2178897,1779716032.2036412,3390.0,,3.310492515563965,6242
354,,,,467.0840445,1779716033.069024,3400.0,,3.3271188735961914,6242
355,,,,467.9388518,1779716033.9246058,3410.0,,3.35227632522583,6242
356,,,,468.7954888,1779716034.7811925,3420.0,,3.3009934425354004,6242
357,,,,469.6426676,1779716035.6284215,3430.0,,3.3028931617736816,6242
358,,,,470.5026169,1779716036.4878376,3440.0,,3.349135398864746,6242
359,,,,471.3644789,1779716037.3499,3450.0,,3.284224033355713,6242
360,,,,472.2615278,1779716038.2472835,3460.0,,3.320159435272217,6242
361,,,,473.121343,1779716039.1070971,3470.0,,3.2843990325927734,6242
362,,,,473.9744132,1779716039.9599628,3480.0,,3.289167881011963,6242
363,,,,474.8545059,1779716040.8402336,3490.0,,3.322017192840576,6242
364,3.3612496852874756,,0.0002925475029450237,486.4981945,1779716052.4829493,3500.0,3.3166403770446777,,6242
365,,,,486.5960332,1779716052.580746,3500.0,,3.3096694946289062,6242
366,,,,487.4573874,1779716053.4424305,3510.0,,3.298923969268799,6242
367,,,,488.3326442,1779716054.3183973,3520.0,,3.3306055068969727,6242
368,,,,489.2121167,1779716055.1971126,3530.0,,3.322056770324707,6242
369,,,,490.0785275,1779716056.0634162,3540.0,,3.289504051208496,6242
