lr,train/loss,_step,val/loss,_timestamp,iter,_runtime,train/step_loss,Sample Generation,seed
,,367,,1779707783.9417896,3520.0,612.5978858,0.8828321099281311,,6242
,,368,,1779707785.0180292,3530.0,613.6740737,0.8590729832649231,,6242
,,369,,1779707786.1158571,3540.0,614.7719021,0.8710691928863525,,6242
,,370,,1779707787.182742,3550.0,615.8391848,0.8655476570129395,,6242
,,371,,1779707788.3102782,3560.0,616.9665238,0.8927087187767029,,6242
,,372,,1779707789.3865292,3570.0,618.0427049,0.8645167350769043,,6242
,,373,,1779707790.4547274,3580.0,619.1115317,0.8724366426467896,,6242
,,374,,1779707791.528858,3590.0,620.1849018,0.8596906661987305,,6242
,,375,,1779707792.6019049,3600.0,621.2584533,0.8757433295249939,,6242
,,376,,1779707793.6740131,3610.0,622.330058,0.8858217597007751,,6242
,,377,,1779707794.7425363,3620.0,623.399621,0.84975665807724,,6242
,,378,,1779707795.8165731,3630.0,624.4731134,0.8776176571846008,,6242
,,379,,1779707796.8886325,3640.0,625.5447065,0.8830850720405579,,6242
,,380,,1779707797.9646478,3650.0,626.6215193,0.8553576469421387,,6242
,,381,,1779707799.0434687,3660.0,627.6995165,0.8801664710044861,,6242
,,382,,1779707800.190745,3670.0,628.8473689,0.8944712281227112,,6242
,,383,,1779707801.2680502,3680.0,629.9240948,0.8639759421348572,,6242
,,384,,1779707802.3397903,3690.0,630.9959212,0.8955961465835571,,6242
,,385,,1779707803.414572,3700.0,632.070734,0.8622952699661255,,6242
,,386,,1779707804.5076685,3710.0,633.163715,0.8657938241958618,,6242
,,387,,1779707805.5890775,3720.0,634.245124,0.8499219417572021,,6242
,,388,,1779707806.6949933,3730.0,635.3510366,0.8600955605506897,,6242
,,389,,1779707807.8185182,3740.0,636.4746125,0.869198739528656,,6242
0.00023694285222843113,0.6819959282875061,390,1.6455044746398926,1779707823.720423,3750.0,652.3774762,,,6242
,,391,,1779707823.8360445,3750.0,652.4925448,0.8539141416549683,,6242
,,392,,1779707824.945917,3760.0,653.6019625,0.848548412322998,,6242
,,393,,1779707826.0567887,3770.0,654.7133767,0.8435034155845642,,6242
,,394,,1779707827.1564224,3780.0,655.8124674,0.89382404088974,,6242
,,395,,1779707828.2640336,3790.0,656.9201346,0.8620484471321106,,6242
,,396,,1779707829.3761609,3800.0,658.0329356,0.8415167927742004,,6242
,,397,,1779707830.4894142,3810.0,659.1463548,0.8538910746574402,,6242
,,398,,1779707831.6002085,3820.0,660.2563409,0.8605726957321167,,6242
,,399,,1779707832.7092104,3830.0,661.3662535,0.8543964624404907,,6242
,,400,,1779707833.8259935,3840.0,662.4823313,0.8424911499023438,,6242
,,401,,1779707834.9297895,3850.0,663.5860991,0.8386492729187012,,6242
,,402,,1779707836.0392256,3860.0,664.6959107,0.8353185653686523,,6242
,,403,,1779707837.15202,3870.0,665.8080662,0.868243396282196,,6242
,,404,,1779707838.2689307,3880.0,666.9249774,0.8626224994659424,,6242
,,405,,1779707839.3685942,3890.0,668.0256203,0.8575025796890259,,6242
,,406,,1779707840.4837184,3900.0,669.1397644,0.8463866114616394,,6242
,,407,,1779707841.5998945,3910.0,670.2565851,0.8490824699401855,,6242
,,408,,1779707842.7104964,3920.0,671.3667273,0.8290190100669861,,6242
,,409,,1779707843.832419,3930.0,672.4897369,0.8283281326293945,,6242
,,410,,1779707844.9935958,3940.0,673.6498924,0.8493055105209351,,6242
,,411,,1779707846.0838559,3950.0,674.7399114,0.8450607061386108,,6242
,,412,,1779707847.2114046,3960.0,675.8674514,0.8362697958946228,,6242
,,413,,1779707848.3086655,3970.0,676.9656265,0.8473809957504272,,6242
,,414,,1779707849.4051666,3980.0,678.0612247,0.8596821427345276,,6242
,,415,,1779707850.5009196,3990.0,679.1569661,0.8494725227355957,,6242
0.00018936387015941957,0.6481813192367554,416,1.6690499782562256,1779707866.2773983,4000.0,694.9335619,,,6242
,,417,,1779707866.3937483,4000.0,695.0497962,0.8695441484451294,,6242
,,418,,1779707867.5160425,4010.0,696.1720881,0.8299944996833801,,6242
,,419,,1779707868.6072035,4020.0,697.264173,0.8441558480262756,,6242
,,420,,1779707869.6995146,4030.0,698.3555606,0.8567386269569397,,6242
,,421,,1779707870.807005,4040.0,699.4633912,0.8446993827819824,,6242
,,422,,1779707871.9248104,4050.0,700.5813498,0.8237453103065491,,6242
,,423,,1779707873.0445914,4060.0,701.7008154,0.8395841121673584,,6242
,,424,,1779707874.1640484,4070.0,702.8200934,0.8448051810264587,,6242
,,425,,1779707875.2766848,4080.0,703.9328834,0.8455586433410645,,6242
,,426,,1779707876.396629,4090.0,705.0531689,0.8006304502487183,,6242
,,427,,1779707877.5092633,4100.0,706.1662201,0.8270809054374695,,6242
,,428,,1779707878.6291597,4110.0,707.2858183,0.8175371885299683,,6242
,,429,,1779707879.7468188,4120.0,708.4030638,0.8421730399131775,,6242
,,430,,1779707880.8805497,4130.0,709.5365945,0.8441286087036133,,6242
,,431,,1779707881.9806552,4140.0,710.6367917,0.8425314426422119,,6242
,,432,,1779707883.1028502,4150.0,711.7588961,0.8273159861564636,,6242
,,433,,1779707884.21535,4160.0,712.8714722,0.8260866403579712,,6242
,,434,,1779707885.3190103,4170.0,713.9752561,0.8332128524780273,,6242
,,435,,1779707886.4864883,4180.0,715.1425355,0.8514366745948792,,6242
,,436,,1779707887.607678,4190.0,716.2637864,0.8048861622810364,,6242
,,437,,1779707888.700361,4200.0,717.3564067,0.8200081586837769,,6242
,,438,,1779707889.7899761,4210.0,718.4460394,0.8190553188323975,,6242
,,439,,1779707890.8929706,4220.0,719.5490179,0.8502900004386902,,6242
,,440,,1779707892.0023088,4230.0,720.6583515,0.8189593553543091,,6242
,,441,,1779707893.1029544,4240.0,721.7589992,0.8145605325698853,,6242
0.00015103031213214996,0.6235443949699402,442,1.6812407970428467,1779707909.6382313,4250.0,738.2942375,,,6242
,,443,,1779707909.7552333,4250.0,738.4116742,0.8060669302940369,,6242
,,444,,1779707910.8696043,4260.0,739.5259981,0.8270497918128967,,6242
,,445,,1779707911.982721,4270.0,740.638767,0.8179765343666077,,6242
,,446,,1779707913.0998693,4280.0,741.7559186,0.8420306444168091,,6242
,,447,,1779707914.2041488,4290.0,742.8602394,0.8225389719009399,,6242
,,448,,1779707915.2941973,4300.0,743.9504325,0.7965996861457825,,6242
,,449,,1779707916.3904338,4310.0,745.0464808,0.7978023886680603,,6242
,,450,,1779707917.4928827,4320.0,746.1489589,0.7974166870117188,,6242
,,451,,1779707918.5876544,4330.0,747.2447012,0.8238295316696167,,6242
,,452,,1779707919.714431,4340.0,748.3704749,0.8289865255355835,,6242
,,453,,1779707920.8057523,4350.0,749.4617984,0.8146021962165833,,6242
,,454,,1779707921.889306,4360.0,750.5458407,0.8170647621154785,,6242
,,455,,1779707922.9882517,4370.0,751.6442974,0.8001446723937988,,6242
,,456,,1779707924.0763323,4380.0,752.7323952,0.8030378818511963,,6242
,,457,,1779707925.1650755,4390.0,753.8211187,0.800089955329895,,6242
,,458,,1779707926.245629,4400.0,754.9019485,0.8107064962387085,,6242
,,459,,1779707927.3358245,4410.0,755.9921228,0.825581431388855,,6242
,,460,,1779707928.4218512,4420.0,757.0778974,0.7716361880302429,,6242
,,461,,1779707929.5090494,4430.0,758.1650469,0.8097254633903503,,6242
,,462,,1779707930.5946746,4440.0,759.2507227,0.816217303276062,,6242
,,463,,1779707931.684102,4450.0,760.3401481,0.8185591697692871,,6242
,,464,,1779707932.768227,4460.0,761.4247498,0.8024357557296753,,6242
,,465,,1779707933.8576884,4470.0,762.5139359,0.7865281701087952,,6242
,,466,,1779707934.947076,4480.0,763.6037785,0.7938244938850403,,6242
,,467,,1779707936.0340676,4490.0,764.6901121,0.8056278228759766,,6242
0.00012292491384519912,0.6016080379486084,468,1.700364112854004,1779707951.5646029,4500.0,780.2211413,,,6242
,,469,,1779707951.6778407,4500.0,780.3338857,0.8157446980476379,,6242
,,470,,1779707952.7587154,4510.0,781.4155167,0.798481822013855,,6242
,,471,,1779707953.839973,4520.0,782.4962515,0.8056871891021729,,6242
,,472,,1779707954.9231114,4530.0,783.579157,0.8196606040000916,,6242
,,473,,1779707956.002613,4540.0,784.658152,0.8199985027313232,,6242
,,474,,1779707957.0821002,4550.0,785.7391441,0.8022313117980957,,6242
,,475,,1779707958.1634636,4560.0,786.8195075,0.7923452258110046,,6242
,,476,,1779707959.2530844,4570.0,787.9100144,0.8026468753814697,,6242
,,477,,1779707960.3331757,4580.0,788.9898793,0.8035344481468201,,6242
,,478,,1779707961.4141004,4590.0,790.070147,0.7967832684516907,,6242
,,479,,1779707962.496511,4600.0,791.1528363,0.7956656217575073,,6242
,,480,,1779707963.6022408,4610.0,792.2584944,0.8225300908088684,,6242
,,481,,1779707964.6993716,4620.0,793.3554731,0.7926968932151794,,6242
,,482,,1779707965.817821,4630.0,794.4740109,0.7974279522895813,,6242
,,483,,1779707967.0074189,4640.0,795.6640772,0.7986934781074524,,6242
,,484,,1779707968.1926281,4650.0,796.8491671,0.7960197925567627,,6242
,,485,,1779707969.3676298,4660.0,798.0236748,0.8118529319763184,,6242
,,486,,1779707970.5622163,4670.0,799.2185019,0.7860270738601685,,6242
,,487,,1779707971.7182162,4680.0,800.3742589,0.7925370335578918,,6242
,,488,,1779707972.8577695,4690.0,801.5138161,0.8234155178070068,,6242
,,489,,1779707973.9588144,4700.0,802.6149278,0.8061878085136414,,6242
,,490,,1779707975.0477304,4710.0,803.7037739,0.807884156703949,,6242
,,491,,1779707976.1347487,4720.0,804.791102,0.8012223839759827,,6242
,,492,,1779707977.2260137,4730.0,805.8823124,0.8048043847084045,,6242
,,493,,1779707978.315245,4740.0,806.9712893,0.7812923192977905,,6242
0.00010576819746349742,0.5823798179626465,494,1.7159918546676636,1779707993.8984869,4750.0,822.5550303,,,6242
,,495,,1779707994.0138862,4750.0,822.6704062,0.7889084815979004,,6242
,,496,,1779707995.0899491,4760.0,823.7462046,0.7722926139831543,,6242
,,497,,1779707996.173396,4770.0,824.8294428,0.8012945652008057,,6242
,,498,,1779707997.2530923,4780.0,825.90984,0.7887649536132812,,6242
,,499,,1779707998.3363652,4790.0,826.9924109,0.7929178476333618,,6242
,,500,,1779707999.4143698,4800.0,828.0710295,0.7774883508682251,,6242
,,501,,1779708000.4949954,4810.0,829.1510413,0.7717112898826599,,6242
,,502,,1779708001.57097,4820.0,830.2280531,0.812381386756897,,6242
,,503,,1779708002.66249,4830.0,831.3185345,0.8017398715019226,,6242
,,504,,1779708003.7465653,4840.0,832.4034192,0.7916253209114075,,6242
,,505,,1779708004.8262386,4850.0,833.4825605,0.7836337685585022,,6242
,,506,,1779708005.9070587,4860.0,834.5639983,0.7880334258079529,,6242
,,507,,1779708006.9969022,4870.0,835.6529471,0.7837244868278503,,6242
,,508,,1779708008.0747283,4880.0,836.7307735,0.8007453083992004,,6242
,,509,,1779708009.164322,4890.0,837.8203669,0.7991524934768677,,6242
,,510,,1779708010.239612,4900.0,838.8959488,0.7981576919555664,,6242
,,511,,1779708011.3317375,4910.0,839.9880313,0.7965110540390015,,6242
,,512,,1779708012.4130857,4920.0,841.0691379,0.7777448296546936,,6242
,,513,,1779708013.4934628,4930.0,842.1497766,0.7979914546012878,,6242
,,514,,1779708014.576971,4940.0,843.2337908,0.7917003035545349,,6242
,,515,,1779708015.6553226,4950.0,844.3114804,0.7805326581001282,,6242
,,516,,1779708016.7381613,4960.0,845.3946723,0.8067554235458374,,6242
,,517,,1779708017.8251617,4970.0,846.4812075,0.7868596911430359,,6242
,,518,,1779708018.9110436,4980.0,847.5671525,0.7702678442001343,,6242
,,519,,1779708019.989395,4990.0,848.6454413,0.7979559302330017,,6242
0.0001,0.5712676048278809,520,1.7268010377883911,1779708035.5652618,5000.0,864.2211034,,,6242
,,521,,1779708035.6780972,5000.0,864.3341423,0.7868649363517761,,6242
,,522,,1779708036.9796095,,865.6356732,,"{'path': 'media/html/Sample Generation_522_e7d1a1dc864e79977a1f.html', 'size': 271, '_type': 'html-file', 'sha256': 'e7d1a1dc864e79977a1ff22d83d318ba7f2cd40b8006e94a3e9bf44f20c12bfc'}",6242
