train/loss,_step,val/loss,_timestamp,train/step_loss,lr,Sample Generation,iter,_runtime,seed
,367,,1779697160.8228788,1.0581648349761963,,,3520.0,590.0350365,2026
,368,,1779697161.86536,1.0713568925857544,,,3530.0,591.0775123,2026
,369,,1779697162.9254274,1.070235013961792,,,3540.0,592.1375819,2026
,370,,1779697164.0864878,1.0341604948043823,,,3550.0,593.2989925,2026
,371,,1779697165.3242295,1.0487571954727173,,,3560.0,594.5365414,2026
,372,,1779697166.5519347,1.0591903924942017,,,3570.0,595.7642868,2026
,373,,1779697167.7202659,1.0473394393920898,,,3580.0,596.93242,2026
,374,,1779697168.8578258,1.0701054334640503,,,3590.0,598.0702482,2026
,375,,1779697169.9885943,1.0435538291931152,,,3600.0,599.2007451,2026
,376,,1779697171.0824656,1.0492488145828247,,,3610.0,600.2947356,2026
,377,,1779697172.2785735,1.0534987449645996,,,3620.0,601.4914097,2026
,378,,1779697173.4699342,1.055531620979309,,,3630.0,602.6820861,2026
,379,,1779697174.600819,1.0602506399154663,,,3640.0,603.8129726,2026
,380,,1779697175.7359664,1.0544415712356567,,,3650.0,604.9482678,2026
,381,,1779697176.8646228,1.0534765720367432,,,3660.0,606.0767781,2026
,382,,1779697177.9940147,1.0418460369110107,,,3670.0,607.2061691,2026
,383,,1779697179.1229932,1.032667875289917,,,3680.0,608.335146,2026
,384,,1779697180.253504,1.0542749166488647,,,3690.0,609.4656638,2026
,385,,1779697181.3826375,1.0597131252288818,,,3700.0,610.5947903,2026
,386,,1779697182.5142226,1.0384775400161743,,,3710.0,611.7269536,2026
,387,,1779697183.641157,1.0597169399261475,,,3720.0,612.8533094,2026
,388,,1779697184.7686093,1.0427860021591187,,,3730.0,613.9807612,2026
,389,,1779697185.9001992,1.0502811670303345,,,3740.0,615.1123548,2026
0.9284082651138306,390,1.5274391174316406,1779697200.7834501,,0.00023694285222843113,,3750.0,629.9956012,2026
,391,,1779697200.9064972,1.0172202587127686,,,3750.0,630.1191465,2026
,392,,1779697202.0359244,1.0425560474395752,,,3760.0,631.2480852,2026
,393,,1779697203.1039355,1.0403633117675781,,,3770.0,632.3163231,2026
,394,,1779697204.15662,1.0582243204116821,,,3780.0,633.368774,2026
,395,,1779697205.2042027,1.057985782623291,,,3790.0,634.4163565,2026
,396,,1779697206.2381263,1.0781230926513672,,,3800.0,635.4502795,2026
,397,,1779697207.2853043,1.0324616432189941,,,3810.0,636.4980864,2026
,398,,1779697208.3377864,1.0542664527893066,,,3820.0,637.5499401,2026
,399,,1779697209.396855,1.0222656726837158,,,3830.0,638.6090086,2026
,400,,1779697210.5298362,1.047371506690979,,,3840.0,639.7428414,2026
,401,,1779697211.710736,1.0172951221466064,,,3850.0,640.9228929,2026
,402,,1779697212.8875613,1.0613492727279663,,,3860.0,642.0999062,2026
,403,,1779697214.062779,1.027693748474121,,,3870.0,643.2749302,2026
,404,,1779697215.2204697,1.0460624694824219,,,3880.0,644.4328648,2026
,405,,1779697216.3285158,1.0383186340332031,,,3890.0,645.5415878,2026
,406,,1779697217.4409783,1.0101814270019531,,,3900.0,646.6531339,2026
,407,,1779697218.5519428,1.0234230756759644,,,3910.0,647.7640938,2026
,408,,1779697219.6592572,1.037201166152954,,,3920.0,648.8715704,2026
,409,,1779697220.7689629,1.0479710102081299,,,3930.0,649.9811147,2026
,410,,1779697221.8810394,1.0339505672454834,,,3940.0,651.0933125,2026
,411,,1779697222.9849894,1.0353909730911255,,,3950.0,652.198113,2026
,412,,1779697224.0868387,1.0400309562683105,,,3960.0,653.299664,2026
,413,,1779697225.190417,1.0340547561645508,,,3970.0,654.4025679,2026
,414,,1779697226.2950675,1.0351930856704712,,,3980.0,655.5072212,2026
,415,,1779697227.4007678,1.0176924467086792,,,3990.0,656.6134169,2026
0.9075965285301208,416,1.544545292854309,1779697242.0226088,,0.00018936387015941957,,4000.0,671.235792,2026
,417,,1779697242.1310875,1.0467270612716675,,,4000.0,671.3433436,2026
,418,,1779697243.1764288,1.0453459024429321,,,4010.0,672.3880758,2026
,419,,1779697244.2335665,1.0274791717529297,,,4020.0,673.4457218,2026
,420,,1779697245.3519416,1.0226285457611084,,,4030.0,674.5640955,2026
,421,,1779697246.445441,1.0406659841537476,,,4040.0,675.6575949,2026
,422,,1779697247.5101995,1.0390535593032837,,,4050.0,676.7223515,2026
,423,,1779697248.555105,1.0328052043914795,,,4060.0,677.7673169,2026
,424,,1779697249.6080086,1.0058077573776245,,,4070.0,678.8201624,2026
,425,,1779697250.6615522,1.031671166419983,,,4080.0,679.874111,2026
,426,,1779697251.7166276,1.0268932580947876,,,4090.0,680.9287807,2026
,427,,1779697252.7667856,1.0129910707473755,,,4100.0,681.97984,2026
,428,,1779697253.8194132,1.046699047088623,,,4110.0,683.0315653,2026
,429,,1779697254.9040425,1.0308865308761597,,,4120.0,684.1163011,2026
,430,,1779697256.1623402,1.0098764896392822,,,4130.0,685.3754628,2026
,431,,1779697257.3721251,1.0412395000457764,,,4140.0,686.5844474,2026
,432,,1779697258.5593224,0.9984390735626221,,,4150.0,687.7717692,2026
,433,,1779697259.697828,1.0250188112258911,,,4160.0,688.9100926,2026
,434,,1779697260.8360722,1.005679726600647,,,4170.0,690.0483766,2026
,435,,1779697261.9719362,1.023909568786621,,,4180.0,691.1840911,2026
,436,,1779697263.1124575,1.0326595306396484,,,4190.0,692.3249013,2026
,437,,1779697264.2505617,1.0161583423614502,,,4200.0,693.4627136,2026
,438,,1779697265.386713,1.0464584827423096,,,4210.0,694.5998536,2026
,439,,1779697266.4927351,1.0086398124694824,,,4220.0,695.7048859,2026
,440,,1779697267.5685894,1.0158244371414185,,,4230.0,696.7807431,2026
,441,,1779697268.6487882,1.0199869871139526,,,4240.0,697.8609414,2026
0.888079822063446,442,1.5576695203781128,1779697283.2474964,,0.00015103031213214996,,4250.0,712.4594893,2026
,443,,1779697283.359229,0.9808412790298462,,,4250.0,712.5720092,2026
,444,,1779697284.420951,1.0079050064086914,,,4260.0,713.6331037,2026
,445,,1779697285.4643366,1.029213786125183,,,4270.0,714.6771933,2026
,446,,1779697286.5151117,1.0061218738555908,,,4280.0,715.7275852,2026
,447,,1779697287.6531904,0.9819179773330688,,,4290.0,716.8653441,2026
,448,,1779697288.8152092,1.0152324438095093,,,4300.0,718.0273626,2026
,449,,1779697289.9899526,1.0335170030593872,,,4310.0,719.2021103,2026
,450,,1779697291.1831987,1.0174888372421265,,,4320.0,720.395813,2026
,451,,1779697292.2912977,1.005748987197876,,,4330.0,721.5034499,2026
,452,,1779697293.3654907,0.998291552066803,,,4340.0,722.5777045,2026
,453,,1779697294.4026353,1.0295413732528687,,,4350.0,723.6147924,2026
,454,,1779697295.4406152,1.0051698684692383,,,4360.0,724.6528728,2026
,455,,1779697296.4810932,1.0070948600769043,,,4370.0,725.6932714,2026
,456,,1779697297.5316148,0.992170512676239,,,4380.0,726.7437715,2026
,457,,1779697298.5794644,1.0101929903030396,,,4390.0,727.7916178,2026
,458,,1779697299.7000072,0.9848585724830627,,,4400.0,728.9121588,2026
,459,,1779697300.81879,1.002990961074829,,,4410.0,730.0309433,2026
,460,,1779697301.9698613,1.0002057552337646,,,4420.0,731.1820145,2026
,461,,1779697303.1797767,0.9822558760643005,,,4430.0,732.3920699,2026
,462,,1779697304.3591425,0.9873147010803223,,,4440.0,733.571297,2026
,463,,1779697305.4976072,0.9740917086601257,,,4450.0,734.7101412,2026
,464,,1779697306.6232138,1.0125279426574707,,,4460.0,735.835367,2026
,465,,1779697307.7426121,1.0170093774795532,,,4470.0,736.9549577,2026
,466,,1779697308.8654451,1.0198436975479126,,,4480.0,738.0775957,2026
,467,,1779697309.9843585,1.0018075704574585,,,4490.0,739.1971192,2026
0.8710952997207642,468,1.5642586946487427,1779697324.6786053,,0.00012292491384519912,,4500.0,753.8917586,2026
,469,,1779697324.78904,0.9997228980064392,,,4500.0,754.0011909,2026
,470,,1779697325.8485289,1.0225038528442383,,,4510.0,755.0606829,2026
,471,,1779697326.887426,1.0028855800628662,,,4520.0,756.0997601,2026
,472,,1779697327.940178,0.9996553063392639,,,4530.0,757.1527574,2026
,473,,1779697329.014337,1.0138914585113525,,,4540.0,758.2264959,2026
,474,,1779697330.1254432,1.000907063484192,,,4550.0,759.3377472,2026
,475,,1779697331.236434,0.9895738959312439,,,4560.0,760.4488834,2026
,476,,1779697332.3443067,1.0016932487487793,,,4570.0,761.5564594,2026
,477,,1779697333.4520924,1.0140012502670288,,,4580.0,762.6642634,2026
,478,,1779697334.565232,0.993498682975769,,,4590.0,763.7773875,2026
,479,,1779697335.6761985,0.9947726130485535,,,4600.0,764.889471,2026
,480,,1779697336.913399,0.9765220880508423,,,4610.0,766.1255864,2026
,481,,1779697338.191248,0.9904836416244507,,,4620.0,767.403402,2026
,482,,1779697339.3679185,1.0021687746047974,,,4630.0,768.5806073,2026
,483,,1779697340.4888477,0.9896314740180969,,,4640.0,769.7010076,2026
,484,,1779697341.6049054,0.995053231716156,,,4650.0,770.81728,2026
,485,,1779697342.722128,0.9971020221710205,,,4660.0,771.9342786,2026
,486,,1779697343.8403995,0.9863941073417664,,,4670.0,773.0526872,2026
,487,,1779697344.95556,0.9867870211601257,,,4680.0,774.1677174,2026
,488,,1779697346.0705795,1.004857063293457,,,4690.0,775.2829312,2026
,489,,1779697347.187206,1.0047059059143066,,,4700.0,776.4001651,2026
,490,,1779697348.3879848,1.016369342803955,,,4710.0,777.6001383,2026
,491,,1779697349.585339,1.0099470615386963,,,4720.0,778.7974925,2026
,492,,1779697350.6985233,0.9950338006019592,,,4730.0,779.9114368,2026
,493,,1779697351.7548268,0.9963482618331909,,,4740.0,780.967208,2026
0.8577930331230164,494,1.561886191368103,1779697366.3749387,,0.00010576819746349742,,4750.0,795.5870873,2026
,495,,1779697366.4832768,1.0027934312820435,,,4750.0,795.6956459,2026
,496,,1779697367.5435648,1.0001500844955444,,,4760.0,796.7559053,2026
,497,,1779697368.592251,1.0129225254058838,,,4770.0,797.8044042,2026
,498,,1779697369.6306775,1.0054434537887573,,,4780.0,798.8436343,2026
,499,,1779697370.6747448,1.0004806518554688,,,4790.0,799.8868979,2026
,500,,1779697371.729589,0.9744541645050049,,,4800.0,800.9420589,2026
,501,,1779697372.8188508,0.9724944233894348,,,4810.0,802.0318463,2026
,502,,1779697373.910458,0.9911201596260071,,,4820.0,803.1226176,2026
,503,,1779697375.0021346,0.9783839583396912,,,4830.0,804.2143614,2026
,504,,1779697376.1070418,0.987197995185852,,,4840.0,805.3191928,2026
,505,,1779697377.2985473,0.9781056046485901,,,4850.0,806.5107002,2026
,506,,1779697378.5002093,1.0097910165786743,,,4860.0,807.7127033,2026
,507,,1779697379.703625,1.0216479301452637,,,4870.0,808.9152719,2026
,508,,1779697380.906966,1.0135583877563477,,,4880.0,810.1191183,2026
,509,,1779697382.1585996,1.0011498928070068,,,4890.0,811.3712362,2026
,510,,1779697383.3816085,0.999173641204834,,,4900.0,812.5943143,2026
,511,,1779697384.5451603,0.9874787330627441,,,4910.0,813.757314,2026
,512,,1779697385.630264,0.9904627203941345,,,4920.0,814.8424181,2026
,513,,1779697386.671241,1.0063409805297852,,,4930.0,815.8836036,2026
,514,,1779697387.7042816,0.9695656299591064,,,4940.0,816.916436,2026
,515,,1779697388.7529032,0.9530466198921204,,,4950.0,817.9652632,2026
,516,,1779697389.7964911,0.9714762568473816,,,4960.0,819.0094202,2026
,517,,1779697390.8970563,0.9826128482818604,,,4970.0,820.1094874,2026
,518,,1779697392.0326157,0.976240336894989,,,4980.0,821.2447693,2026
,519,,1779697393.1711233,0.9631618857383728,,,4990.0,822.3832758,2026
0.8492003679275513,520,1.570051908493042,1779697408.0648253,,0.0001,,5000.0,837.2771803,2026
,521,,1779697408.1778204,0.9575790166854858,,,5000.0,837.3904328,2026
,522,,1779697409.3705657,,,"{'_type': 'html-file', 'sha256': '61a372f85d86bb27e2326d433f6fe43edc6cb75bd913e0a512fb4cc8c38ccf4f', 'path': 'media/html/Sample Generation_522_61a372f85d86bb27e232.html', 'size': 273}",,838.5830895,2026
