train/loss,_step,val/loss,_timestamp,train/step_loss,lr,Sample Generation,iter,_runtime,seed
,62,,1779696674.1568,1.6457414627075195,,,590.0,103.3689518,2026
,63,,1779696675.2750359,1.6230027675628662,,,600.0,104.4871909,2026
,64,,1779696676.391947,1.6140022277832031,,,610.0,105.6042275,2026
,65,,1779696677.5124617,1.6078505516052246,,,620.0,106.7246153,2026
,66,,1779696678.6346316,1.596237301826477,,,630.0,107.8468162,2026
,67,,1779696679.7507176,1.5752216577529907,,,640.0,108.9630058,2026
,68,,1779696680.867355,1.5619311332702637,,,650.0,110.0796589,2026
,69,,1779696681.98504,1.5768365859985352,,,660.0,111.1979615,2026
,70,,1779696683.184529,1.5669883489608765,,,670.0,112.3966817,2026
,71,,1779696684.3697903,1.5425955057144165,,,680.0,113.5819421,2026
,72,,1779696685.499637,1.5264747142791748,,,690.0,114.7118425,2026
,73,,1779696686.5426867,1.5314013957977295,,,700.0,115.7553088,2026
,74,,1779696687.575567,1.5236165523529053,,,710.0,116.7887051,2026
,75,,1779696688.6069462,1.5355373620986938,,,720.0,117.8191034,2026
,76,,1779696689.64194,1.5006542205810547,,,730.0,118.8549026,2026
,77,,1779696690.6721969,1.4839744567871094,,,740.0,119.8843553,2026
1.4267218112945557,78,1.637557029724121,1779696704.8931618,,0.0009614856803571157,,750.0,134.1052231,2026
,79,,1779696705.0003762,1.5130704641342163,,,750.0,134.2135294,2026
,80,,1779696706.1440938,1.4964909553527832,,,760.0,135.3562482,2026
,81,,1779696707.2850657,1.5032073259353638,,,770.0,136.4972181,2026
,82,,1779696708.3892598,1.5150504112243652,,,780.0,137.6014136,2026
,83,,1779696709.424401,1.4649673700332642,,,790.0,138.6365549,2026
,84,,1779696710.506544,1.476954460144043,,,800.0,139.7190144,2026
,85,,1779696711.6159644,1.4692937135696411,,,810.0,140.8283559,2026
,86,,1779696712.720186,1.4967385530471802,,,820.0,141.9323398,2026
,87,,1779696713.82772,1.4735740423202515,,,830.0,143.040943,2026
,88,,1779696714.9323611,1.4397296905517578,,,840.0,144.1445141,2026
,89,,1779696716.0893135,1.4590108394622803,,,850.0,145.3014663,2026
,90,,1779696717.3503132,1.4778282642364502,,,860.0,146.562957,2026
,91,,1779696718.6220186,1.489388108253479,,,870.0,147.8341902,2026
,92,,1779696719.8361814,1.4536947011947632,,,880.0,149.0483389,2026
,93,,1779696720.9342191,1.4668704271316528,,,890.0,150.1463724,2026
,94,,1779696722.0034325,1.4624559879302979,,,900.0,151.2155859,2026
,95,,1779696723.0757158,1.4196703433990479,,,910.0,152.2878688,2026
,96,,1779696724.147005,1.4340509176254272,,,920.0,153.3597796,2026
,97,,1779696725.2169547,1.4326084852218628,,,930.0,154.429109,2026
,98,,1779696726.2833993,1.4077718257904053,,,940.0,155.4955551,2026
,99,,1779696727.3517578,1.4208730459213257,,,950.0,156.5647451,2026
,100,,1779696728.451729,1.4607478380203247,,,960.0,157.6640247,2026
,101,,1779696729.5808363,1.3970791101455688,,,970.0,158.7930991,2026
,102,,1779696730.697927,1.414534568786621,,,980.0,159.910058,2026
,103,,1779696731.763772,1.446434497833252,,,990.0,160.9759257,2026
1.3371117115020752,104,1.562909722328186,1779696746.1104088,,0.0009271396472013282,,1000.0,175.3230615,2026
,105,,1779696746.2199662,1.4094974994659424,,,1000.0,175.4321503,2026
,106,,1779696747.2694254,1.4266196489334106,,,1010.0,176.4815767,2026
,107,,1779696748.3032336,1.4250311851501465,,,1020.0,177.516043,2026
,108,,1779696749.3334374,1.3849095106124878,,,1030.0,178.5455885,2026
,109,,1779696750.3775294,1.403499960899353,,,1040.0,179.5897083,2026
,110,,1779696751.4664612,1.4187983274459839,,,1050.0,180.678787,2026
,111,,1779696752.582976,1.3990602493286133,,,1060.0,181.795131,2026
,112,,1779696753.7010322,1.3800114393234253,,,1070.0,182.9131836,2026
,113,,1779696754.7609441,1.4148800373077393,,,1080.0,183.9732445,2026
,114,,1779696755.8082151,1.3990455865859985,,,1090.0,185.0209659,2026
,115,,1779696756.839529,1.402491569519043,,,1100.0,186.052028,2026
,116,,1779696757.8693535,1.4019558429718018,,,1110.0,187.0815093,2026
,117,,1779696758.898923,1.3733131885528564,,,1120.0,188.1110915,2026
,118,,1779696760.0122752,1.4035848379135132,,,1130.0,189.2244295,2026
,119,,1779696761.1350725,1.3585572242736816,,,1140.0,190.3472258,2026
,120,,1779696762.257345,1.3959476947784424,,,1150.0,191.4694996,2026
,121,,1779696763.4653249,1.357545256614685,,,1160.0,192.6774793,2026
,122,,1779696764.6584382,1.3402485847473145,,,1170.0,193.870593,2026
,123,,1779696765.8153389,1.384440302848816,,,1180.0,195.0277793,2026
,124,,1779696766.9392536,1.3659695386886597,,,1190.0,196.1514067,2026
,125,,1779696768.0631933,1.3538914918899536,,,1200.0,197.2754621,2026
,126,,1779696769.1358154,1.363394856452942,,,1210.0,198.3479946,2026
,127,,1779696770.193077,1.3543251752853394,,,1220.0,199.4061974,2026
,128,,1779696771.255342,1.3934526443481445,,,1230.0,200.4674976,2026
,129,,1779696772.3136296,1.3054617643356323,,,1240.0,201.5257821,2026
1.2730865478515625,130,1.5301278829574585,1779696786.8976498,,0.000883125098683892,,1250.0,216.1101696,2026
,131,,1779696787.009247,1.3559060096740723,,,1250.0,216.2213996,2026
,132,,1779696788.0669022,1.3374937772750854,,,1260.0,217.2792447,2026
,133,,1779696789.1098938,1.3210396766662598,,,1270.0,218.3220468,2026
,134,,1779696790.1395166,1.3860729932785034,,,1280.0,219.3515775,2026
,135,,1779696791.197801,1.3427879810333252,,,1290.0,220.4101022,2026
,136,,1779696792.232636,1.3516113758087158,,,1300.0,221.4447888,2026
,137,,1779696793.2948809,1.340701937675476,,,1310.0,222.5072979,2026
,138,,1779696794.3649256,1.3206897974014282,,,1320.0,223.577573,2026
,139,,1779696795.5197911,1.3256111145019531,,,1330.0,224.731947,2026
,140,,1779696796.667962,1.3624670505523682,,,1340.0,225.8803304,2026
,141,,1779696797.8905737,1.3293713331222534,,,1350.0,227.1036789,2026
,142,,1779696799.1280022,1.3234165906906128,,,1360.0,228.3404596,2026
,143,,1779696800.3415127,1.3393992185592651,,,1370.0,229.5537297,2026
,144,,1779696801.4898746,1.31779146194458,,,1380.0,230.7020292,2026
,145,,1779696802.639247,1.3301342725753784,,,1390.0,231.8514088,2026
,146,,1779696803.7873545,1.3092634677886963,,,1400.0,232.9995064,2026
,147,,1779696804.9345667,1.3244035243988037,,,1410.0,234.146718,2026
,148,,1779696806.0411851,1.3220700025558472,,,1420.0,235.2533357,2026
,149,,1779696807.1231353,1.3185688257217407,,,1430.0,236.3352958,2026
,150,,1779696808.2161853,1.3024870157241821,,,1440.0,237.4285121,2026
,151,,1779696809.3710425,1.3036463260650635,,,1450.0,238.5831951,2026
,152,,1779696810.4865618,1.3021713495254517,,,1460.0,239.6987747,2026
,153,,1779696811.6090198,1.3187363147735596,,,1470.0,240.8212143,2026
,154,,1779696812.6602087,1.3201501369476318,,,1480.0,241.8723637,2026
,155,,1779696813.7130303,1.294263482093811,,,1490.0,242.9251812,2026
1.2277089357376099,156,1.5060282945632935,1779696828.26284,,0.0008305704108364302,,1500.0,257.475394,2026
,157,,1779696828.3707755,1.3391270637512207,,,1500.0,257.5838421,2026
,158,,1779696829.4189692,1.2953952550888062,,,1510.0,258.6312926,2026
,159,,1779696830.462992,1.2721022367477417,,,1520.0,259.6751743,2026
,160,,1779696831.5299082,1.2894797325134277,,,1530.0,260.742062,2026
,161,,1779696832.6359246,1.2779369354248047,,,1540.0,261.8487121,2026
,162,,1779696833.7441676,1.3150650262832642,,,1550.0,262.9566774,2026
,163,,1779696834.8545249,1.2710548639297485,,,1560.0,264.0666785,2026
,164,,1779696835.9800103,1.2971078157424927,,,1570.0,265.1921632,2026
,165,,1779696837.1038148,1.3126318454742432,,,1580.0,266.316103,2026
,166,,1779696838.2265162,1.2896686792373657,,,1590.0,267.439394,2026
,167,,1779696839.3500926,1.2978705167770386,,,1600.0,268.5622446,2026
,168,,1779696840.4703887,1.2945746183395386,,,1610.0,269.6828001,2026
,169,,1779696841.5962977,1.2717087268829346,,,1620.0,270.8084492,2026
,170,,1779696842.7380238,1.2846107482910156,,,1630.0,271.9501768,2026
,171,,1779696843.9136987,1.2922422885894775,,,1640.0,273.1258541,2026
,172,,1779696845.0558283,1.2583582401275635,,,1650.0,274.2680888,2026
,173,,1779696846.1565528,1.2728654146194458,,,1660.0,275.3687084,2026
,174,,1779696847.2192183,1.2757006883621216,,,1670.0,276.4313706,2026
,175,,1779696848.2838817,1.2728581428527832,,,1680.0,277.4970585,2026
,176,,1779696849.3485339,1.2726655006408691,,,1690.0,278.5606905,2026
,177,,1779696850.413968,1.239577054977417,,,1700.0,279.6261449,2026
,178,,1779696851.4759,1.2775460481643677,,,1710.0,280.6880507,2026
,179,,1779696852.5440567,1.262391209602356,,,1720.0,281.7562095,2026
,180,,1779696853.6614997,1.250975251197815,,,1730.0,282.8743009,2026
,181,,1779696854.8475895,1.2651692628860474,,,1740.0,284.0599847,2026
1.183665156364441,182,1.4926235675811768,1779696869.5018008,,0.0007708228984017721,,1750.0,298.7144084,2026
,183,,1779696869.6133385,1.279057502746582,,,1750.0,298.8254905,2026
,184,,1779696870.6739113,1.2784175872802734,,,1760.0,299.8861052,2026
,185,,1779696871.7207935,1.2469466924667358,,,1770.0,300.9330627,2026
,186,,1779696872.7742743,1.2462292909622192,,,1780.0,301.9864286,2026
,187,,1779696873.8832498,1.2605597972869873,,,1790.0,303.0956979,2026
,188,,1779696875.0476415,1.2564531564712524,,,1800.0,304.2598085,2026
,189,,1779696876.211856,1.2523767948150635,,,1810.0,305.4241604,2026
,190,,1779696877.4262383,1.2592837810516357,,,1820.0,306.6383951,2026
,191,,1779696878.6671937,1.2847888469696045,,,1830.0,307.8793725,2026
,192,,1779696879.8454366,1.2583876848220825,,,1840.0,309.0578402,2026
,193,,1779696880.955936,1.255849838256836,,,1850.0,310.1680881,2026
,194,,1779696882.0580068,1.2425127029418945,,,1860.0,311.2701601,2026
,195,,1779696883.159948,1.2319726943969727,,,1870.0,312.3725207,2026
,196,,1779696884.264868,1.2643669843673706,,,1880.0,313.4768852,2026
,197,,1779696885.3647435,1.2355213165283203,,,1890.0,314.5770963,2026
,198,,1779696886.4646487,1.2551515102386475,,,1900.0,315.676817,2026
,199,,1779696887.5619748,1.2334306240081787,,,1910.0,316.7741272,2026
,200,,1779696888.6658058,1.257470965385437,,,1920.0,317.8779588,2026
,201,,1779696889.76458,1.2638291120529175,,,1930.0,318.9767326,2026
,202,,1779696890.872817,1.2525825500488281,,,1940.0,320.0849712,2026
,203,,1779696892.0122056,1.2221156358718872,,,1950.0,321.2243584,2026
,204,,1779696893.1162705,1.2416795492172241,,,1960.0,322.328423,2026
,205,,1779696894.195849,1.234647512435913,,,1970.0,323.4080007,2026
,206,,1779696895.2703893,1.2038227319717407,,,1980.0,324.4825443,2026
,207,,1779696896.3503687,1.2230322360992432,,,1990.0,325.5625649,2026
1.1501778364181519,208,1.489587664604187,1779696910.974571,,0.0007054142744895884,,2000.0,340.1865649,2026
,209,,1779696911.0854242,1.2164599895477295,,,2000.0,340.2988352,2026
,210,,1779696912.2186396,1.2168956995010376,,,2010.0,341.4317806,2026
,211,,1779696913.3370962,1.211298942565918,,,2020.0,342.5498737,2026
,212,,1779696914.4341428,1.2092796564102173,,,2030.0,343.6462961,2026
,213,,1779696915.4758277,1.2404471635818481,,,2040.0,344.6890074,2026
,214,,1779696916.524081,1.227789282798767,,,2050.0,345.7362353,2026
,215,,1779696917.5732262,1.2349315881729126,,,2060.0,346.7858631,2026
,216,,1779696918.6407456,1.232736587524414,,,2070.0,347.8528998,2026
,217,,1779696919.7967887,1.2065147161483765,,,2080.0,349.0089417,2026
,218,,1779696920.9868786,1.2572749853134155,,,2090.0,350.1990308,2026
,219,,1779696922.187846,1.2230709791183472,,,2100.0,351.4004462,2026
,220,,1779696923.4682887,1.2022157907485962,,,2110.0,352.6804424,2026
,221,,1779696924.7087348,1.2292771339416504,,,2120.0,353.9208898,2026
,222,,1779696925.8429637,1.1873726844787598,,,2130.0,355.0551189,2026
,223,,1779696926.9027274,1.2268753051757812,,,2140.0,356.1154008,2026
,224,,1779696927.9421363,1.2184183597564697,,,2150.0,357.1548448,2026
,225,,1779696928.9812496,1.1959375143051147,,,2160.0,358.1935848,2026
,226,,1779696930.0199275,1.201271653175354,,,2170.0,359.2320804,2026
,227,,1779696931.0590646,1.199447512626648,,,2180.0,360.2712179,2026
,228,,1779696932.0950537,1.1813559532165527,,,2190.0,361.3074123,2026
,229,,1779696933.1797853,1.2232990264892578,,,2200.0,362.392496,2026
,230,,1779696934.2661233,1.1824487447738647,,,2210.0,363.4792767,2026
,231,,1779696935.3592997,1.1856063604354858,,,2220.0,364.5716792,2026
,232,,1779696936.445231,1.2228775024414062,,,2230.0,365.6583368,2026
,233,,1779696937.5338871,1.1962558031082153,,,2240.0,366.746232,2026
1.1138375997543335,234,1.4891024827957153,1779696952.0777333,,0.0006360213829156177,,2250.0,381.2903807,2026
,235,,1779696952.1889055,1.2024437189102173,,,2250.0,381.4010577,2026
,236,,1779696953.2479365,1.1613184213638306,,,2260.0,382.4600907,2026
,237,,1779696954.2901964,1.2049793004989624,,,2270.0,383.50235,2026
,238,,1779696955.322619,1.1935702562332153,,,2280.0,384.5347739,2026
,239,,1779696956.4301658,1.1879652738571167,,,2290.0,385.6429442,2026
,240,,1779696957.5496416,1.1478360891342163,,,2300.0,386.7617944,2026
,241,,1779696958.7517025,1.2150943279266357,,,2310.0,387.9641536,2026
,242,,1779696959.9491456,1.1918381452560425,,,2320.0,389.1613256,2026
,243,,1779696961.1049845,1.189606785774231,,,2330.0,390.3171384,2026
,244,,1779696962.2252939,1.2027781009674072,,,2340.0,391.4374448,2026
,245,,1779696963.3437207,1.1760163307189941,,,2350.0,392.5558749,2026
,246,,1779696964.4626675,1.16741144657135,,,2360.0,393.6743145,2026
,247,,1779696965.5803733,1.186370611190796,,,2370.0,394.792759,2026
,248,,1779696966.6979032,1.2024708986282349,,,2380.0,395.9100535,2026
,249,,1779696967.8116395,1.1643714904785156,,,2390.0,397.0237903,2026
,250,,1779696968.9281704,1.1853152513504028,,,2400.0,398.1405504,2026
,251,,1779696970.1340883,1.1651006937026978,,,2410.0,399.3463171,2026
,252,,1779696971.3163576,1.1963541507720947,,,2420.0,400.5287449,2026
,253,,1779696972.416852,1.1660208702087402,,,2430.0,401.6294535,2026
,254,,1779696973.4711964,1.1648499965667725,,,2440.0,402.6843602,2026
,255,,1779696974.5274267,1.167272686958313,,,2450.0,403.739579,2026
,256,,1779696975.6347475,1.1739050149917603,,,2460.0,404.8475036,2026
,257,,1779696976.8010917,1.1707687377929688,,,2470.0,406.013764,2026
,258,,1779696977.9679387,1.1554087400436401,,,2480.0,407.1801723,2026
,259,,1779696979.128449,1.1640030145645142,,,2490.0,408.3405999,2026
1.0803488492965698,260,1.4920276403427124,1779696993.57008,,0.000564423209907245,,2500.0,422.7824866,2026
,261,,1779696993.6916273,1.1459587812423706,,,2500.0,422.9037807,2026
,262,,1779696994.8788302,1.171110987663269,,,2510.0,424.0912904,2026
,263,,1779696995.9518664,1.1998251676559448,,,2520.0,425.1640235,2026
,264,,1779696996.995148,1.160735011100769,,,2530.0,426.207468,2026
,265,,1779696998.046147,1.1954377889633179,,,2540.0,427.2582978,2026
,266,,1779696999.0893,1.173287034034729,,,2550.0,428.3014506,2026
,267,,1779697000.1384594,1.1874440908432007,,,2560.0,429.3506354,2026
,268,,1779697001.2170885,1.1443413496017456,,,2570.0,430.4292427,2026
,269,,1779697002.3309898,1.1839416027069092,,,2580.0,431.5431408,2026
,270,,1779697003.4520314,1.153927206993103,,,2590.0,432.6641855,2026
,271,,1779697004.6645305,1.1812703609466553,,,2600.0,433.8766846,2026
,272,,1779697005.856946,1.1512478590011597,,,2610.0,435.0693187,2026
,273,,1779697007.008483,1.1645137071609497,,,2620.0,436.2206514,2026
,274,,1779697008.1210997,1.190298318862915,,,2630.0,437.3332507,2026
,275,,1779697009.2365427,1.1729142665863037,,,2640.0,438.448714,2026
,276,,1779697010.351634,1.161122441291809,,,2650.0,439.5638083,2026
,277,,1779697011.4683838,1.15700101852417,,,2660.0,440.6805348,2026
,278,,1779697012.5807154,1.1372880935668945,,,2670.0,441.7931074,2026
,279,,1779697013.6917772,1.1449949741363525,,,2680.0,442.9039273,2026
,280,,1779697014.8055441,1.1326791048049927,,,2690.0,444.0183439,2026
,281,,1779697016.0074792,1.1519700288772583,,,2700.0,445.2196486,2026
,282,,1779697017.20085,1.1553237438201904,,,2710.0,446.4130029,2026
,283,,1779697018.364331,1.1112122535705566,,,2720.0,447.5764834,2026
,284,,1779697019.4757543,1.1486330032348633,,,2730.0,448.6880443,2026
,285,,1779697020.5913687,1.1333979368209839,,,2740.0,449.8035588,2026
1.0466595888137817,286,1.4967761039733887,1779697034.911524,,0.0004924552772419723,,2750.0,464.1237102,2026
,287,,1779697035.0198152,1.1516602039337158,,,2750.0,464.2321614,2026
,288,,1779697036.0653508,1.1310209035873413,,,2760.0,465.2777608,2026
,289,,1779697037.1146362,1.1385899782180786,,,2770.0,466.3267877,2026
,290,,1779697038.2702594,1.1435105800628662,,,2780.0,467.4824159,2026
,291,,1779697039.4713464,1.1151032447814941,,,2790.0,468.6834971,2026
,292,,1779697040.660663,1.139060616493225,,,2800.0,469.8728179,2026
,293,,1779697041.7906122,1.108717918395996,,,2810.0,471.0027676,2026
,294,,1779697042.9083464,1.1520702838897705,,,2820.0,472.1205018,2026
,295,,1779697044.0203607,1.1414610147476196,,,2830.0,473.232519,2026
,296,,1779697045.1305125,1.1385830640792847,,,2840.0,474.3426662,2026
,297,,1779697046.243251,1.10385262966156,,,2850.0,475.4554044,2026
,298,,1779697047.322583,1.1326470375061035,,,2860.0,476.5347333,2026
,299,,1779697048.3733742,1.1027698516845703,,,2870.0,477.5860833,2026
,300,,1779697049.435763,1.1247880458831787,,,2880.0,478.648062,2026
,301,,1779697050.5782733,1.1409887075424194,,,2890.0,479.7905114,2026
,302,,1779697051.7076843,1.1169075965881348,,,2900.0,480.9198389,2026
,303,,1779697052.8008845,1.132017731666565,,,2910.0,482.0134568,2026
,304,,1779697053.8548565,1.1329981088638306,,,2920.0,483.0670164,2026
,305,,1779697054.9090347,1.1155054569244385,,,2930.0,484.1214611,2026
,306,,1779697055.961104,1.1121069192886353,,,2940.0,485.1732846,2026
,307,,1779697057.0153458,1.0955588817596436,,,2950.0,486.2274986,2026
,308,,1779697058.0750656,1.1050266027450562,,,2960.0,487.2872452,2026
,309,,1779697059.142295,1.1233971118927002,,,2970.0,488.3549433,2026
,310,,1779697060.2093415,1.112426996231079,,,2980.0,489.4221038,2026
,311,,1779697061.3395538,1.1233677864074707,,,2990.0,490.5521214,2026
1.0166071653366089,312,1.5050314664840698,1779697076.1676054,,0.0004219625860160354,,3000.0,505.3802536,2026
,313,,1779697076.2785735,1.1367034912109375,,,3000.0,505.4907467,2026
,314,,1779697077.3483236,1.1192349195480347,,,3010.0,506.5604767,2026
,315,,1779697078.3973906,1.1115456819534302,,,3020.0,507.6102722,2026
,316,,1779697079.443288,1.1092488765716553,,,3030.0,508.655838,2026
,317,,1779697080.515847,1.1205803155899048,,,3040.0,509.7281166,2026
,318,,1779697081.6018152,1.112483263015747,,,3050.0,510.8141031,2026
,319,,1779697082.686697,1.1104670763015747,,,3060.0,511.8988494,2026
,320,,1779697083.7780435,1.1035254001617432,,,3070.0,512.9902378,2026
,321,,1779697084.8737404,1.1011768579483032,,,3080.0,514.0858949,2026
,322,,1779697085.9271398,1.1313475370407104,,,3090.0,515.1392908,2026
,323,,1779697086.9827805,1.1052534580230713,,,3100.0,516.1949364,2026
,324,,1779697088.0376518,1.098296880722046,,,3110.0,517.2498057,2026
,325,,1779697089.0907998,1.1174291372299194,,,3120.0,518.3034069,2026
,326,,1779697090.1492429,1.1059706211090088,,,3130.0,519.3619115,2026
,327,,1779697091.2034166,1.0849312543869019,,,3140.0,520.4155694,2026
,328,,1779697092.2589235,1.08161461353302,,,3150.0,521.4710773,2026
,329,,1779697093.3316798,1.1119482517242432,,,3160.0,522.5446311,2026
,330,,1779697094.4644992,1.091023564338684,,,3170.0,523.6797978,2026
,331,,1779697095.6364903,1.0916237831115723,,,3180.0,524.8486457,2026
,332,,1779697096.8054152,1.0732805728912354,,,3190.0,526.0175675,2026
,333,,1779697097.957544,1.097274661064148,,,3200.0,527.1700235,2026
,334,,1779697099.0647895,1.0815645456314087,,,3210.0,528.2769401,2026
,335,,1779697100.1943114,1.0841020345687866,,,3220.0,529.4067195,2026
,336,,1779697101.3759997,1.1054991483688354,,,3230.0,530.5882185,2026
,337,,1779697102.5535676,1.081496238708496,,,3240.0,531.7659742,2026
0.986100971698761,338,1.5001823902130127,1779697117.282504,,0.00035475231739709885,,3250.0,546.495377,2026
,339,,1779697117.3925042,1.1052061319351196,,,3250.0,546.6046597,2026
,340,,1779697118.5102007,1.088316559791565,,,3260.0,547.722355,2026
,341,,1779697119.651552,1.0967832803726196,,,3270.0,548.8638429,2026
,342,,1779697120.7536194,1.097236156463623,,,3280.0,549.9657712,2026
,343,,1779697121.8207047,1.088241457939148,,,3290.0,551.0330596,2026
,344,,1779697122.8663743,1.1225178241729736,,,3300.0,552.0785264,2026
,345,,1779697123.910112,1.086509108543396,,,3310.0,553.1228618,2026
,346,,1779697124.962158,1.0684442520141602,,,3320.0,554.1743775,2026
,347,,1779697126.0264664,1.1085999011993408,,,3330.0,555.2386195,2026
,348,,1779697127.086091,1.0803890228271484,,,3340.0,556.2982445,2026
,349,,1779697128.1464784,1.0866488218307495,,,3350.0,557.3587255,2026
,350,,1779697129.2501054,1.085605263710022,,,3360.0,558.4622635,2026
,351,,1779697130.3995612,1.0964916944503784,,,3370.0,559.6118688,2026
,352,,1779697131.5375824,1.0582228899002075,,,3380.0,560.7497336,2026
,353,,1779697132.6217518,1.0723778009414673,,,3390.0,561.834478,2026
,354,,1779697133.71075,1.042098045349121,,,3400.0,562.9229009,2026
,355,,1779697134.7957888,1.0810810327529907,,,3410.0,564.0079407,2026
,356,,1779697135.8997233,1.0675640106201172,,,3420.0,565.1120616,2026
,357,,1779697137.085904,1.0662751197814941,,,3430.0,566.2981879,2026
,358,,1779697138.2596886,1.0461397171020508,,,3440.0,567.4718436,2026
,359,,1779697139.3777688,1.0602751970291138,,,3450.0,568.5905367,2026
,360,,1779697140.4972339,1.0909595489501953,,,3460.0,569.7096486,2026
,361,,1779697141.678532,1.061354160308838,,,3470.0,570.8909409,2026
,362,,1779697142.8371425,1.0752989053726196,,,3480.0,572.0493597,2026
,363,,1779697143.969471,1.0635368824005127,,,3490.0,573.1816247,2026
0.9558547735214233,364,1.5209991931915283,1779697158.6052165,,0.0002925475029450237,,3500.0,587.8182227,2026
,365,,1779697158.71465,1.0676997900009155,,,3500.0,587.9268003,2026
,366,,1779697159.7690258,1.0881073474884033,,,3510.0,588.9814681,2026
