train/step_loss,Sample Generation,lr,_step,_timestamp,iter,val/loss,train/loss,_runtime,seed
1.338431477546692,,,101,1779636136.2566736,970.0,,,183.5186082,3740
1.317591667175293,,,102,1779636137.6742377,980.0,,,184.9361721,3740
1.3569740056991577,,,103,1779636139.0415928,990.0,,,186.3035277,3740
,,0.0009271396472013282,104,1779636155.25656,1000.0,1.5142643451690674,1.2692641019821167,202.5179903,3740
1.3249424695968628,,,105,1779636155.3846595,1000.0,,,202.6468355,3740
1.341855525970459,,,106,1779636156.6571662,1010.0,,,203.9199408,3740
1.3317358493804932,,,107,1779636157.9328034,1020.0,,,205.1947414,3740
1.3398715257644653,,,108,1779636159.2041583,1030.0,,,206.467092,3740
1.326523780822754,,,109,1779636160.467157,1040.0,,,207.729093,3740
1.3497518301010132,,,110,1779636161.745003,1050.0,,,209.0069609,3740
1.335213303565979,,,111,1779636163.0180008,1060.0,,,210.279935,3740
1.3148137331008911,,,112,1779636164.2850683,1070.0,,,211.5480121,3740
1.3053483963012695,,,113,1779636165.555733,1080.0,,,212.8176669,3740
1.3213897943496704,,,114,1779636166.8347058,1090.0,,,214.0968569,3740
1.3259309530258179,,,115,1779636168.109126,1100.0,,,215.3710634,3740
1.31949782371521,,,116,1779636169.3850176,1110.0,,,216.6471552,3740
1.304586410522461,,,117,1779636170.6626904,1120.0,,,217.9247595,3740
1.3063756227493286,,,118,1779636171.9276,1130.0,,,219.1895701,3740
1.331000566482544,,,119,1779636173.2077987,1140.0,,,220.4699102,3740
1.3196834325790405,,,120,1779636174.4809606,1150.0,,,221.7435829,3740
1.2920141220092773,,,121,1779636175.7631412,1160.0,,,223.02508,3740
1.2781809568405151,,,122,1779636177.03964,1170.0,,,224.3018265,3740
1.2854125499725342,,,123,1779636178.3500872,1180.0,,,225.6127741,3740
1.2827985286712646,,,124,1779636179.6876712,1190.0,,,226.9500018,3740
1.2860735654830933,,,125,1779636181.0205493,1200.0,,,228.2825669,3740
1.2616513967514038,,,126,1779636182.3501213,1210.0,,,229.6125204,3740
1.2668068408966064,,,127,1779636183.6537347,1220.0,,,230.9157129,3740
1.2758253812789917,,,128,1779636184.958186,1230.0,,,232.2204374,3740
1.2594423294067383,,,129,1779636186.2597837,1240.0,,,233.5217878,3740
,,0.000883125098683892,130,1779636201.9278657,1250.0,1.4822781085968018,1.2008066177368164,249.190367,3740
1.3032516241073608,,,131,1779636202.059965,1250.0,,,249.3219963,3740
1.2802284955978394,,,132,1779636203.317931,1260.0,,,250.5806873,3740
1.235377550125122,,,133,1779636204.584064,1270.0,,,251.8459998,3740
1.287066102027893,,,134,1779636205.8529663,1280.0,,,253.1152004,3740
1.248458981513977,,,135,1779636207.1153505,1290.0,,,254.3772873,3740
1.282433032989502,,,136,1779636208.3814034,1300.0,,,255.6428337,3740
1.2659896612167358,,,137,1779636209.6605287,1310.0,,,256.9224656,3740
1.2141064405441284,,,138,1779636210.9341836,1320.0,,,258.1961189,3740
1.2326292991638184,,,139,1779636212.1933756,1330.0,,,259.4555357,3740
1.2468957901000977,,,140,1779636213.570932,1340.0,,,260.8328686,3740
1.2722182273864746,,,141,1779636215.0411308,1350.0,,,262.3043959,3740
1.2730932235717773,,,142,1779636216.394782,1360.0,,,263.6567185,3740
1.228172779083252,,,143,1779636217.6840525,1370.0,,,264.9461123,3740
1.2396799325942993,,,144,1779636218.951543,1380.0,,,266.2134848,3740
1.2565590143203735,,,145,1779636220.211338,1390.0,,,267.4738051,3740
1.2519475221633911,,,146,1779636221.4684026,1400.0,,,268.7303975,3740
1.2214500904083252,,,147,1779636222.7452486,1410.0,,,270.0071835,3740
1.229135513305664,,,148,1779636224.0274088,1420.0,,,271.289346,3740
1.2209553718566895,,,149,1779636225.2947605,1430.0,,,272.5566948,3740
1.2375541925430298,,,150,1779636226.555719,1440.0,,,273.8176551,3740
1.214416265487671,,,151,1779636227.885332,1450.0,,,275.1472672,3740
1.2190771102905273,,,152,1779636229.235177,1460.0,,,276.4971148,3740
1.2375097274780273,,,153,1779636230.5517373,1470.0,,,277.8136737,3740
1.2244782447814941,,,154,1779636231.8435884,1480.0,,,279.1060682,3740
1.2256104946136475,,,155,1779636233.136478,1490.0,,,280.3985752,3740
,,0.0008305704108364302,156,1779636248.7116952,1500.0,1.4736515283584595,1.1474300622940063,295.9737747,3740
1.2143428325653076,,,157,1779636248.842864,1500.0,,,296.1048198,3740
1.2248656749725342,,,158,1779636250.1153162,1510.0,,,297.377833,3740
1.218568205833435,,,159,1779636251.3840156,1520.0,,,298.6459549,3740
1.200253963470459,,,160,1779636252.653478,1530.0,,,299.9154133,3740
1.205757737159729,,,161,1779636253.914462,1540.0,,,301.1765075,3740
1.2112987041473389,,,162,1779636255.1834352,1550.0,,,302.4454042,3740
1.2009462118148804,,,163,1779636256.4543843,1560.0,,,303.7163388,3740
1.1921331882476807,,,164,1779636257.7151215,1570.0,,,304.9770795,3740
1.1992896795272827,,,165,1779636258.9818192,1580.0,,,306.243759,3740
1.2157516479492188,,,166,1779636260.2469325,1590.0,,,307.5090902,3740
1.2171958684921265,,,167,1779636261.5411758,1600.0,,,308.8037249,3740
1.1823354959487915,,,168,1779636262.860369,1610.0,,,310.1223043,3740
1.1782246828079224,,,169,1779636264.176704,1620.0,,,311.4386401,3740
1.2063864469528198,,,170,1779636265.493037,1630.0,,,312.7549743,3740
1.1850316524505615,,,171,1779636266.7854762,1640.0,,,314.0474123,3740
1.1904964447021484,,,172,1779636268.0776525,1650.0,,,315.3395881,3740
1.182274580001831,,,173,1779636269.380406,1660.0,,,316.6423411,3740
1.1846369504928589,,,174,1779636270.6943178,1670.0,,,317.9564825,3740
1.1811585426330566,,,175,1779636271.9859097,1680.0,,,319.2477624,3740
1.171072006225586,,,176,1779636273.2777262,1690.0,,,320.5406814,3740
1.1962192058563232,,,177,1779636274.561319,1700.0,,,321.8238808,3740
1.1745867729187012,,,178,1779636275.8505204,1710.0,,,323.1124572,3740
1.2159844636917114,,,179,1779636277.1362274,1720.0,,,324.3976576,3740
1.2006094455718994,,,180,1779636278.4646163,1730.0,,,325.7267358,3740
1.1732947826385498,,,181,1779636279.7877765,1740.0,,,327.0497473,3740
,,0.0007708228984017721,182,1779636295.3792665,1750.0,1.4732862710952759,1.0994404554367065,342.6428579,3740
1.1376525163650513,,,183,1779636295.5124574,1750.0,,,342.7738877,3740
1.1905018091201782,,,184,1779636296.7868776,1760.0,,,344.0497043,3740
1.1703554391860962,,,185,1779636298.0552406,1770.0,,,345.3172313,3740
1.1893266439437866,,,186,1779636299.316903,1780.0,,,346.5788376,3740
1.1832832098007202,,,187,1779636300.5749497,1790.0,,,347.8373609,3740
1.171020269393921,,,188,1779636301.8491004,1800.0,,,349.1110352,3740
1.1514129638671875,,,189,1779636303.1232045,1810.0,,,350.3851429,3740
1.1633440256118774,,,190,1779636304.391517,1820.0,,,351.653461,3740
1.1367017030715942,,,191,1779636305.6636488,1830.0,,,352.9255831,3740
1.1815674304962158,,,192,1779636306.9375658,1840.0,,,354.1994999,3740
1.1865630149841309,,,193,1779636308.2134435,1850.0,,,355.4753803,3740
1.1596031188964844,,,194,1779636309.4919798,1860.0,,,356.7539144,3740
1.1482353210449219,,,195,1779636310.7695174,1870.0,,,358.0314531,3740
1.1353797912597656,,,196,1779636312.06631,1880.0,,,359.3284426,3740
1.1557602882385254,,,197,1779636313.3691936,1890.0,,,360.6311289,3740
1.135990858078003,,,198,1779636314.670012,1900.0,,,361.9319524,3740
1.16001296043396,,,199,1779636315.969727,1910.0,,,363.2318239,3740
1.1551564931869507,,,200,1779636317.2767572,1920.0,,,364.5386954,3740
1.1598122119903564,,,201,1779636318.5628543,1930.0,,,365.824794,3740
1.1778794527053833,,,202,1779636319.8323414,1940.0,,,367.094307,3740
1.1849876642227173,,,203,1779636321.0943563,1950.0,,,368.356312,3740
1.1874847412109375,,,204,1779636322.35831,1960.0,,,369.6203484,3740
1.130739450454712,,,205,1779636323.6562207,1970.0,,,370.9192233,3740
1.1571316719055176,,,206,1779636324.9531567,1980.0,,,372.215929,3740
1.1651525497436523,,,207,1779636326.2501633,1990.0,,,373.5120998,3740
,,0.0007054142744895884,208,1779636341.8321342,2000.0,1.4778659343719482,1.05612313747406,389.0940981,3740
1.1400892734527588,,,209,1779636341.9627533,2000.0,,,389.2253043,3740
1.1509983539581299,,,210,1779636343.2162483,2010.0,,,390.4789897,3740
1.1422979831695557,,,211,1779636344.490217,2020.0,,,391.7521519,3740
1.1587070226669312,,,212,1779636345.7597318,2030.0,,,393.0222285,3740
1.1469720602035522,,,213,1779636347.02113,2040.0,,,394.2832447,3740
1.1739851236343384,,,214,1779636348.303777,2050.0,,,395.5657145,3740
1.13306725025177,,,215,1779636349.5739956,2060.0,,,396.835932,3740
1.1507785320281982,,,216,1779636350.8500242,2070.0,,,398.1119634,3740
1.1135748624801636,,,217,1779636352.110752,2080.0,,,399.3726872,3740
1.1342806816101074,,,218,1779636353.3857017,2090.0,,,400.6474816,3740
1.1048821210861206,,,219,1779636354.6533864,2100.0,,,401.9156876,3740
1.1329305171966553,,,220,1779636355.9343817,2110.0,,,403.195812,3740
1.1082462072372437,,,221,1779636357.2241597,2120.0,,,404.487138,3740
1.1198289394378662,,,222,1779636358.5101953,2130.0,,,405.7721296,3740
1.133118987083435,,,223,1779636359.7824123,2140.0,,,407.0443461,3740
1.1018269062042236,,,224,1779636361.0646415,2150.0,,,408.3260718,3740
1.1148226261138916,,,225,1779636362.3483217,2160.0,,,409.6102564,3740
1.1328763961791992,,,226,1779636363.6157172,2170.0,,,410.8776536,3740
1.1155121326446533,,,227,1779636364.9143238,2180.0,,,412.1762589,3740
1.1128017902374268,,,228,1779636366.233363,2190.0,,,413.4953462,3740
1.112433910369873,,,229,1779636367.5492814,2200.0,,,414.8113336,3740
1.1084723472595215,,,230,1779636368.8686903,2210.0,,,416.1301203,3740
1.0978535413742065,,,231,1779636370.1878343,2220.0,,,417.4497679,3740
1.1132171154022217,,,232,1779636371.4937203,2230.0,,,418.7556569,3740
1.1191163063049316,,,233,1779636372.7853246,2240.0,,,420.047261,3740
,,0.0006360213829156177,234,1779636388.3529005,2250.0,1.4950802326202393,1.0063508749008179,435.6149014,3740
1.089786171913147,,,235,1779636388.481698,2250.0,,,435.7436339,3740
1.0969960689544678,,,236,1779636389.7382998,2260.0,,,437.0002364,3740
1.1169984340667725,,,237,1779636391.0035346,2270.0,,,438.2654699,3740
1.1000555753707886,,,238,1779636392.2751164,2280.0,,,439.5382727,3740
1.1344250440597534,,,239,1779636393.5602248,2290.0,,,440.8222249,3740
1.1098629236221313,,,240,1779636394.8361185,2300.0,,,442.0980532,3740
1.0810720920562744,,,241,1779636396.1157598,2310.0,,,443.3776932,3740
1.1036893129348755,,,242,1779636397.3799155,2320.0,,,444.6418511,3740
1.1044429540634155,,,243,1779636398.6444235,2330.0,,,445.9071399,3740
1.0844240188598633,,,244,1779636399.91217,2340.0,,,447.1747323,3740
1.1088480949401855,,,245,1779636401.1847503,2350.0,,,448.4461806,3740
1.1173912286758423,,,246,1779636402.4461517,2360.0,,,449.7082315,3740
1.1012850999832153,,,247,1779636403.7214875,2370.0,,,450.9834243,3740
1.0957704782485962,,,248,1779636404.9963028,2380.0,,,452.2582676,3740
1.1081503629684448,,,249,1779636406.31503,2390.0,,,453.5769642,3740
1.0748404264450073,,,250,1779636407.6305888,2400.0,,,454.8925237,3740
1.1058528423309326,,,251,1779636408.9449508,2410.0,,,456.2074858,3740
1.0716478824615479,,,252,1779636410.260353,2420.0,,,457.5222868,3740
1.0548015832901,,,253,1779636411.5768487,2430.0,,,458.8396352,3740
1.110988736152649,,,254,1779636412.8964396,2440.0,,,460.1583744,3740
1.075671911239624,,,255,1779636414.2130036,2450.0,,,461.4749382,3740
1.0912134647369385,,,256,1779636415.518107,2460.0,,,462.7795372,3740
1.0485553741455078,,,257,1779636416.8085794,2470.0,,,464.0706813,3740
1.0634160041809082,,,258,1779636418.0772827,2480.0,,,465.3399387,3740
1.0665704011917114,,,259,1779636419.3456,2490.0,,,466.6076883,3740
,,0.000564423209907245,260,1779636434.9441729,2500.0,1.5005900859832764,0.9609329700469971,482.2066278,3740
1.0519624948501587,,,261,1779636435.0769641,2500.0,,,482.3393666,3740
1.066185712814331,,,262,1779636436.3429377,2510.0,,,483.6050981,3740
1.0462359189987183,,,263,1779636437.6058018,2520.0,,,484.8681032,3740
1.0571839809417725,,,264,1779636438.8664165,2530.0,,,486.1283539,3740
1.0551341772079468,,,265,1779636440.116831,2540.0,,,487.3787679,3740
1.0636605024337769,,,266,1779636441.3800058,2550.0,,,488.6421169,3740
1.0509339570999146,,,267,1779636442.647854,2560.0,,,489.9097916,3740
1.0497262477874756,,,268,1779636443.9171205,2570.0,,,491.1791713,3740
1.0924519300460815,,,269,1779636445.1808658,2580.0,,,492.4428014,3740
1.0584200620651245,,,270,1779636446.4458003,2590.0,,,493.7083669,3740
1.061498999595642,,,271,1779636447.7015262,2600.0,,,494.9638886,3740
1.0389398336410522,,,272,1779636448.9642336,2610.0,,,496.2263473,3740
1.0475646257400513,,,273,1779636450.2334344,2620.0,,,497.49537,3740
1.0610651969909668,,,274,1779636451.4968233,2630.0,,,498.759659,3740
1.0176836252212524,,,275,1779636452.7556236,2640.0,,,500.0175585,3740
1.04146409034729,,,276,1779636454.0173655,2650.0,,,501.2793029,3740
1.020551323890686,,,277,1779636455.2772574,2660.0,,,502.5391937,3740
1.0507252216339111,,,278,1779636456.5474646,2670.0,,,503.8097112,3740
1.020337462425232,,,279,1779636457.8110487,2680.0,,,505.0729854,3740
1.061663031578064,,,280,1779636459.0921314,2690.0,,,506.3540671,3740
1.0109083652496338,,,281,1779636460.3590043,2700.0,,,507.6211376,3740
1.0258406400680542,,,282,1779636461.6483045,2710.0,,,508.9102396,3740
1.0145316123962402,,,283,1779636462.9834301,2720.0,,,510.2456581,3740
1.0335110425949097,,,284,1779636464.3588753,2730.0,,,511.6210596,3740
1.0540491342544556,,,285,1779636465.6816928,2740.0,,,512.9436279,3740
,,0.0004924552772419723,286,1779636481.3116667,2750.0,1.5049872398376465,0.9168009757995605,528.5744469,3740
1.008978009223938,,,287,1779636481.4417994,2750.0,,,528.7042772,3740
1.0354602336883545,,,288,1779636482.7059357,2760.0,,,529.9680955,3740
1.0109702348709106,,,289,1779636483.974079,2770.0,,,531.2360694,3740
1.004359483718872,,,290,1779636485.2260716,2780.0,,,532.4885019,3740
1.0372647047042847,,,291,1779636486.4930484,2790.0,,,533.7551114,3740
1.0179789066314697,,,292,1779636487.7602642,2800.0,,,535.022274,3740
1.0312126874923706,,,293,1779636489.0241356,2810.0,,,536.2861805,3740
1.0345041751861572,,,294,1779636490.2781196,2820.0,,,537.5411331,3740
1.0385336875915527,,,295,1779636491.5794456,2830.0,,,538.8413833,3740
1.0119383335113525,,,296,1779636492.8890276,2840.0,,,540.1510743,3740
1.004639744758606,,,297,1779636494.1965313,2850.0,,,541.4586394,3740
1.027169942855835,,,298,1779636495.504537,2860.0,,,542.7664727,3740
1.019219994544983,,,299,1779636496.8116503,2870.0,,,544.0737598,3740
1.0175527334213257,,,300,1779636498.1234756,2880.0,,,545.3854098,3740
0.9995590448379517,,,301,1779636499.4109778,2890.0,,,546.6729135,3740
1.008142113685608,,,302,1779636500.679612,2900.0,,,547.9418423,3740
1.025313138961792,,,303,1779636501.9415412,2910.0,,,549.2035307,3740
1.0138521194458008,,,304,1779636503.2142487,2920.0,,,550.4764747,3740
0.9890194535255432,,,305,1779636504.4774857,2930.0,,,551.7400599,3740
1.0006701946258545,,,306,1779636505.7459512,2940.0,,,553.0083821,3740
1.0090746879577637,,,307,1779636507.0087306,2950.0,,,554.2706684,3740
0.9969700574874878,,,308,1779636508.2793322,2960.0,,,555.5412667,3740
0.9780348539352417,,,309,1779636509.5426521,2970.0,,,556.8056116,3740
0.987928032875061,,,310,1779636510.8123908,2980.0,,,558.0743272,3740
0.9800041317939758,,,311,1779636512.0839796,2990.0,,,559.3459173,3740
,,0.0004219625860160354,312,1779636527.6771576,3000.0,1.5264168977737427,0.87482088804245,574.939245,3740
0.9977988600730896,,,313,1779636527.8100426,3000.0,,,575.0725226,3740
1.011843204498291,,,314,1779636529.076617,3010.0,,,576.3394734,3740
0.9976062178611755,,,315,1779636530.3460805,3020.0,,,577.6093639,3740
1.013501763343811,,,316,1779636531.6244247,3030.0,,,578.8863602,3740
0.996230959892273,,,317,1779636532.8940904,3040.0,,,580.1555208,3740
1.0010113716125488,,,318,1779636534.1605961,3050.0,,,581.4225327,3740
0.9944326281547546,,,319,1779636535.4376366,3060.0,,,582.7000974,3740
1.002579927444458,,,320,1779636536.7001736,3070.0,,,583.9621797,3740
0.9697501063346863,,,321,1779636537.960556,3080.0,,,585.2219862,3740
0.9852873682975769,,,322,1779636539.2167933,3090.0,,,586.4787297,3740
1.0048828125,,,323,1779636540.4933708,3100.0,,,587.7553079,3740
0.9826034307479858,,,324,1779636541.7692375,3110.0,,,589.0314338,3740
0.9906291365623474,,,325,1779636543.043265,3120.0,,,590.305362,3740
0.9711275696754456,,,326,1779636544.3215954,3130.0,,,591.5835314,3740
0.9809538125991821,,,327,1779636545.595711,3140.0,,,592.8576459,3740
0.9893866181373596,,,328,1779636546.876086,3150.0,,,594.1380423,3740
0.9709461331367493,,,329,1779636548.155349,3160.0,,,595.4172872,3740
0.9686769247055054,,,330,1779636549.431083,3170.0,,,596.6931626,3740
0.9682281017303467,,,331,1779636550.7029433,3180.0,,,597.9658349,3740
0.9678099155426025,,,332,1779636551.977185,3190.0,,,599.2391201,3740
0.9828920960426331,,,333,1779636553.2423942,3200.0,,,600.5051566,3740
0.9651158452033997,,,334,1779636554.5168588,3210.0,,,601.7787955,3740
0.962665319442749,,,335,1779636555.783067,3220.0,,,603.0452362,3740
0.9620286822319031,,,336,1779636557.0503125,3230.0,,,604.3122477,3740
0.9708186388015747,,,337,1779636558.3210793,3240.0,,,605.5830191,3740
,,0.00035475231739709885,338,1779636573.9877896,3250.0,1.5547960996627808,0.8297367095947266,621.2513523,3740
0.942809522151947,,,339,1779636574.1195025,3250.0,,,621.38144,3740
0.9594164490699768,,,340,1779636575.3964803,3260.0,,,622.6584144,3740
0.9858965873718262,,,341,1779636576.6591506,3270.0,,,623.921085,3740
0.9622640013694763,,,342,1779636577.9332297,3280.0,,,625.1953318,3740
0.9712734818458557,,,343,1779636579.2089334,3290.0,,,626.4709768,3740
0.9511653184890747,,,344,1779636580.4782753,3300.0,,,627.7404902,3740
0.9523594379425049,,,345,1779636581.7931564,3310.0,,,629.0550917,3740
0.967017412185669,,,346,1779636583.1062298,3320.0,,,630.3682855,3740
0.9529322385787964,,,347,1779636584.4213698,3330.0,,,631.6833054,3740
0.9674494862556458,,,348,1779636585.7204897,3340.0,,,632.9824522,3740
0.9989587068557739,,,349,1779636587.0097873,3350.0,,,634.2716933,3740
0.9522347450256348,,,350,1779636588.2980804,3360.0,,,635.5603052,3740
0.9586320519447327,,,351,1779636589.588587,3370.0,,,636.8506066,3740
0.9687820672988892,,,352,1779636590.8739383,3380.0,,,638.1358765,3740
0.9438900947570801,,,353,1779636592.1617975,3390.0,,,639.4247387,3740
0.9362269639968872,,,354,1779636593.450253,3400.0,,,640.7123317,3740
0.9342447519302368,,,355,1779636594.7349887,3410.0,,,641.9969248,3740
0.9416413307189941,,,356,1779636596.0206976,3420.0,,,643.2826336,3740
0.9600634574890137,,,357,1779636597.2895024,3430.0,,,644.5523459,3740
0.9404902458190918,,,358,1779636598.5577843,3440.0,,,645.8199002,3740
0.9536270499229431,,,359,1779636599.823667,3450.0,,,647.0856016,3740
0.9550536274909973,,,360,1779636601.0902853,3460.0,,,648.3524268,3740
0.9381939172744751,,,361,1779636602.353773,3470.0,,,649.6157114,3740
0.9388498067855835,,,362,1779636603.62221,3480.0,,,650.8841763,3740
0.9476011395454407,,,363,1779636604.8910446,3490.0,,,652.1529781,3740
,,0.0002925475029450237,364,1779636620.515973,3500.0,1.575252652168274,0.7870168089866638,667.7786156,3740
0.9370719194412231,,,365,1779636620.649104,3500.0,,,667.9117281,3740
0.9615709781646729,,,366,1779636621.9249372,3510.0,,,669.1868749,3740
