_runtime,Sample Generation,_timestamp,train/step_loss,_step,val/loss,lr,iter,train/loss,seed
66.0598305,,1779640085.7388475,1.7359391450881958,42,,,400.0,,3740
67.0436748,,1779640086.7226508,1.6704707145690918,43,,,410.0,,3740
68.032971,,1779640087.7119858,1.6838234663009644,44,,,420.0,,3740
69.0242412,,1779640088.703258,1.6417531967163086,45,,,430.0,,3740
69.9987344,,1779640089.6777482,1.6400905847549438,46,,,440.0,,3740
70.9888956,,1779640090.66791,1.6119310855865479,47,,,450.0,,3740
72.0346481,,1779640091.713665,1.6188628673553467,48,,,460.0,,3740
73.0814687,,1779640092.7604423,1.6204416751861572,49,,,470.0,,3740
74.1336518,,1779640093.8124435,1.6290227174758911,50,,,480.0,,3740
75.1113723,,1779640094.7903483,1.5662825107574463,51,,,490.0,,3740
88.8171641,,1779640108.4956853,,52,1.704401969909668,0.0009852826883675631,500.0,1.5050721168518066,3740
88.9226436,,1779640108.6015384,1.5936232805252075,53,,,500.0,,3740
89.9158664,,1779640109.5948815,1.5537185668945312,54,,,510.0,,3740
90.9020385,,1779640110.5810308,1.5547736883163452,55,,,520.0,,3740
91.8955278,,1779640111.574543,1.569410800933838,56,,,530.0,,3740
92.8819211,,1779640112.5614424,1.5875276327133179,57,,,540.0,,3740
93.8607325,,1779640113.5394828,1.5509074926376343,58,,,550.0,,3740
94.8485291,,1779640114.5271163,1.5288861989974976,59,,,560.0,,3740
95.8307346,,1779640115.509748,1.4929245710372925,60,,,570.0,,3740
