_runtime,Sample Generation,_timestamp,train/step_loss,_step,val/loss,lr,iter,train/loss,seed
96.8157495,,1779640116.494766,1.5004374980926514,61,,,580.0,,3740
97.8007041,,1779640117.4802253,1.4950976371765137,62,,,590.0,,3740
98.7836654,,1779640118.462682,1.5006524324417114,63,,,600.0,,3740
99.7732861,,1779640119.4522524,1.5019314289093018,64,,,610.0,,3740
100.7546634,,1779640120.4336758,1.5053701400756836,65,,,620.0,,3740
101.723202,,1779640121.4022095,1.5092535018920898,66,,,630.0,,3740
102.7085316,,1779640122.387054,1.4828861951828003,67,,,640.0,,3740
103.6988009,,1779640123.3776147,1.4392783641815186,68,,,650.0,,3740
104.6941434,,1779640124.3730664,1.4964009523391724,69,,,660.0,,3740
105.7139141,,1779640125.39293,1.4826878309249878,70,,,670.0,,3740
106.7654543,,1779640126.444463,1.4791126251220703,71,,,680.0,,3740
107.8248037,,1779640127.5038042,1.4425865411758423,72,,,690.0,,3740
108.8231333,,1779640128.5021496,1.4237399101257324,73,,,700.0,,3740
109.8193067,,1779640129.4983191,1.4576077461242676,74,,,710.0,,3740
110.8099414,,1779640130.4888444,1.405227541923523,75,,,720.0,,3740
111.7968419,,1779640131.4758596,1.4394148588180542,76,,,730.0,,3740
112.7860923,,1779640132.4651039,1.4120311737060547,77,,,740.0,,3740
126.5946248,,1779640146.2732897,,78,1.5906444787979126,0.0009614856803571157,750.0,1.3601059913635254,3740
126.6948676,,1779640146.3743887,1.4180957078933716,79,,,750.0,,3740
127.6809438,,1779640147.3599567,1.4218204021453857,80,,,760.0,,3740
128.7167175,,1779640148.3955085,1.422553539276123,81,,,770.0,,3740
129.7666751,,1779640149.4456904,1.4433375597000122,82,,,780.0,,3740
130.8099557,,1779640150.4889686,1.437535047531128,83,,,790.0,,3740
131.8130363,,1779640151.492052,1.403704047203064,84,,,800.0,,3740
132.8017368,,1779640152.4807541,1.4070932865142822,85,,,810.0,,3740
133.7952089,,1779640153.4741545,1.3816403150558472,86,,,820.0,,3740
134.7872924,,1779640154.4661322,1.427625298500061,87,,,830.0,,3740
