iter,_runtime,lr,_step,_timestamp,Sample Generation,val/loss,train/loss,train/step_loss,seed
1130.0,177.778729,,118,1779638608.109918,,,,1.2990696430206299,3740
1140.0,178.781505,,119,1779638609.1131876,,,,1.3200327157974243,3740
1150.0,179.8402888,,120,1779638610.1712627,,,,1.3048758506774902,3740
1160.0,180.8540836,,121,1779638611.1857657,,,,1.2850522994995117,3740
1170.0,181.856615,,122,1779638612.1888022,,,,1.262968897819519,3740
1180.0,182.8646839,,123,1779638613.1958241,,,,1.2735118865966797,3740
1190.0,183.8679189,,124,1779638614.1984236,,,,1.2751163244247437,3740
1200.0,184.8702495,,125,1779638615.201513,,,,1.2728556394577026,3740
1210.0,185.8721055,,126,1779638616.2042928,,,,1.2514411211013794,3740
1220.0,186.8824646,,127,1779638617.2141438,,,,1.2586443424224854,3740
1230.0,187.8881421,,128,1779638618.2198238,,,,1.2586418390274048,3740
1240.0,188.8993414,,129,1779638619.2310205,,,,1.2552931308746338,3740
1250.0,202.3361942,0.000883125098683892,130,1779638632.6679587,,1.4784311056137085,1.1952153444290161,,3740
1250.0,202.4368682,,131,1779638632.7682402,,,,1.29170823097229,3740
1260.0,203.4453968,,132,1779638633.7770793,,,,1.2728097438812256,3740
1270.0,204.4477073,,133,1779638634.7793047,,,,1.2316490411758423,3740
1280.0,205.4478632,,134,1779638635.779543,,,,1.2743507623672485,3740
1290.0,206.443502,,135,1779638636.775137,,,,1.2324641942977905,3740
1300.0,207.4472587,,136,1779638637.7789161,,,,1.2734789848327637,3740
1310.0,208.4521238,,137,1779638638.783042,,,,1.2587387561798096,3740
1320.0,209.4490995,,138,1779638639.7807777,,,,1.1959024667739868,3740
1330.0,210.4461324,,139,1779638640.7772858,,,,1.2183719873428345,3740
1340.0,211.4385698,,140,1779638641.7702482,,,,1.2425780296325684,3740
1350.0,212.4324192,,141,1779638642.7630527,,,,1.2482001781463623,3740
1360.0,213.4261609,,142,1779638643.7578425,,,,1.2689646482467651,3740
1370.0,214.502803,,143,1779638644.834483,,,,1.2225830554962158,3740
1380.0,215.5063061,,144,1779638645.8377116,,,,1.2285397052764893,3740
1390.0,216.5359271,,145,1779638646.867291,,,,1.2448636293411255,3740
1400.0,217.5519031,,146,1779638647.8835852,,,,1.250988483428955,3740
1410.0,218.5964291,,147,1779638648.9281116,,,,1.221466302871704,3740
1420.0,219.6097506,,148,1779638649.941431,,,,1.2138391733169556,3740
1430.0,220.6257976,,149,1779638650.9574811,,,,1.2073016166687012,3740
1440.0,221.6221352,,150,1779638651.9538157,,,,1.2191987037658691,3740
1450.0,222.6283247,,151,1779638652.95998,,,,1.2041616439819336,3740
1460.0,223.6346123,,152,1779638653.9662955,,,,1.207346796989441,3740
1470.0,224.6538522,,153,1779638654.9855337,,,,1.2323232889175415,3740
1480.0,225.6709435,,154,1779638656.001625,,,,1.218191385269165,3740
1490.0,226.7150459,,155,1779638657.0467288,,,,1.217580795288086,3740
1500.0,240.2996102,0.0008305704108364302,156,1779638670.6312823,,1.4720515012741089,1.1409393548965454,,3740
1500.0,240.405294,,157,1779638670.7369406,,,,1.1945557594299316,3740
1510.0,241.409982,,158,1779638671.7414665,,,,1.2142945528030396,3740
1520.0,242.4085122,,159,1779638672.7401938,,,,1.210227370262146,3740
1530.0,243.3996422,,160,1779638673.7313244,,,,1.1907689571380615,3740
1540.0,244.4023138,,161,1779638674.733997,,,,1.1911895275115967,3740
1550.0,245.4133545,,162,1779638675.7445347,,,,1.2035824060440063,3740
1560.0,246.4151362,,163,1779638676.746799,,,,1.1873582601547241,3740
1570.0,247.4087657,,164,1779638677.7404473,,,,1.178968071937561,3740
1580.0,248.4052388,,165,1779638678.7369206,,,,1.1876018047332764,3740
1590.0,249.4033657,,166,1779638679.7345965,,,,1.210575819015503,3740
1600.0,250.3992228,,167,1779638680.7305198,,,,1.2056927680969238,3740
1610.0,251.3921462,,168,1779638681.7229812,,,,1.169689416885376,3740
1620.0,252.4166222,,169,1779638682.7482984,,,,1.1782422065734863,3740
1630.0,253.434353,,170,1779638683.7657754,,,,1.2035577297210693,3740
1640.0,254.4399274,,171,1779638684.771611,,,,1.1761176586151123,3740
1650.0,255.4499365,,172,1779638685.7816195,,,,1.173399806022644,3740
1660.0,256.4570653,,173,1779638686.7885327,,,,1.1719199419021606,3740
1670.0,257.4500737,,174,1779638687.781754,,,,1.1692391633987427,3740
1680.0,258.4477048,,175,1779638688.779386,,,,1.1668827533721924,3740
1690.0,259.4681938,,176,1779638689.7998743,,,,1.1542677879333496,3740
1700.0,260.4637634,,177,1779638690.795444,,,,1.1824802160263062,3740
1710.0,261.4597786,,178,1779638691.7913826,,,,1.1618229150772095,3740
1720.0,262.4535182,,179,1779638692.785196,,,,1.2037155628204346,3740
1730.0,263.462047,,180,1779638693.7937295,,,,1.1891465187072754,3740
1740.0,264.467982,,181,1779638694.7995126,,,,1.1721700429916382,3740
1750.0,277.9311498,0.0007708228984017721,182,1779638708.2618532,,1.4643707275390625,1.0902161598205566,,3740
1750.0,278.0341527,,183,1779638708.3657537,,,,1.1292363405227661,3740
1760.0,279.0356437,,184,1779638709.3670976,,,,1.181877613067627,3740
1770.0,280.0489586,,185,1779638710.3798668,,,,1.1635106801986694,3740
1780.0,281.0404934,,186,1779638711.3719223,,,,1.1785672903060913,3740
1790.0,282.0362481,,187,1779638712.367931,,,,1.1835664510726929,3740
1800.0,283.0301006,,188,1779638713.3617804,,,,1.149867296218872,3740
1810.0,284.0402402,,189,1779638714.3719206,,,,1.134245753288269,3740
1820.0,285.0376639,,190,1779638715.3687587,,,,1.158647894859314,3740
1830.0,286.0280319,,191,1779638716.3586972,,,,1.130791425704956,3740
1840.0,287.0320008,,192,1779638717.363643,,,,1.1640117168426514,3740
1850.0,288.0205716,,193,1779638718.3527591,,,,1.1817302703857422,3740
1860.0,289.0167189,,194,1779638719.347752,,,,1.1416065692901611,3740
1870.0,290.0114295,,195,1779638720.3429916,,,,1.138736605644226,3740
1880.0,291.0103729,,196,1779638721.3420403,,,,1.1175626516342163,3740
1890.0,292.0225437,,197,1779638722.3540983,,,,1.1610252857208252,3740
1900.0,293.0225178,,198,1779638723.3543506,,,,1.1223100423812866,3740
1910.0,294.0193669,,199,1779638724.351048,,,,1.1401103734970093,3740
1920.0,295.0194339,,200,1779638725.351007,,,,1.145582675933838,3740
1930.0,296.0348074,,201,1779638726.36649,,,,1.1357594728469849,3740
1940.0,297.0366836,,202,1779638727.368367,,,,1.159035086631775,3740
1950.0,298.0360878,,203,1779638728.3677711,,,,1.1661221981048584,3740
1960.0,299.0309292,,204,1779638729.362612,,,,1.1705431938171387,3740
1970.0,300.0299395,,205,1779638730.3615508,,,,1.12553071975708,3740
1980.0,301.0878225,,206,1779638731.4193273,,,,1.1414077281951904,3740
1990.0,302.0929275,,207,1779638732.4239097,,,,1.1598626375198364,3740
2000.0,315.9221886,0.0007054142744895884,208,1779638746.2539291,,1.466505765914917,1.0421947240829468,,3740
2000.0,316.034493,,209,1779638746.3652186,,,,1.1272811889648438,3740
2010.0,317.1031824,,210,1779638747.434865,,,,1.1431928873062134,3740
2020.0,318.1366436,,211,1779638748.468326,,,,1.1361088752746582,3740
2030.0,319.1555085,,212,1779638749.4871907,,,,1.1411373615264893,3740
2040.0,320.2020787,,213,1779638750.5335321,,,,1.1316025257110596,3740
2050.0,321.2358821,,214,1779638751.5675638,,,,1.1492679119110107,3740
2060.0,322.269631,,215,1779638752.601314,,,,1.1166473627090454,3740
2070.0,323.3041576,,216,1779638753.6358392,,,,1.1264513731002808,3740
2080.0,324.3339636,,217,1779638754.665647,,,,1.101578712463379,3740
2090.0,325.3804672,,218,1779638755.7116327,,,,1.1190201044082642,3740
2100.0,326.431628,,219,1779638756.763242,,,,1.0910590887069702,3740
2110.0,327.4729065,,220,1779638757.804348,,,,1.1186010837554932,3740
2120.0,328.5172495,,221,1779638758.8488832,,,,1.091844081878662,3740
2130.0,329.5360533,,222,1779638759.8677194,,,,1.1058896780014038,3740
2140.0,330.5449456,,223,1779638760.876269,,,,1.1279140710830688,3740
2150.0,331.5681325,,224,1779638761.8995888,,,,1.0895377397537231,3740
2160.0,332.5893294,,225,1779638762.9210122,,,,1.1068675518035889,3740
2170.0,333.6215778,,226,1779638763.9530602,,,,1.120444893836975,3740
2180.0,334.6365889,,227,1779638764.968271,,,,1.0998709201812744,3740
2190.0,335.6481958,,228,1779638765.9794943,,,,1.1030131578445435,3740
2200.0,336.6552633,,229,1779638766.986943,,,,1.0989723205566406,3740
2210.0,337.6646497,,230,1779638767.9960678,,,,1.0949232578277588,3740
2220.0,338.6652023,,231,1779638768.995922,,,,1.0845390558242798,3740
2230.0,339.6687312,,232,1779638769.9994104,,,,1.0945768356323242,3740
2240.0,340.6793501,,233,1779638771.0110295,,,,1.1079654693603516,3740
2250.0,354.1970151,0.0006360213829156177,234,1779638784.528054,,1.483882188796997,0.9952822327613831,,3740
2250.0,354.3009483,,235,1779638784.6323845,,,,1.0785698890686035,3740
2260.0,355.3076032,,236,1779638785.6392856,,,,1.0798503160476685,3740
2270.0,356.3083821,,237,1779638786.6393414,,,,1.1046507358551025,3740
2280.0,357.3089926,,238,1779638787.6405652,,,,1.084176778793335,3740
2290.0,358.3037468,,239,1779638788.635934,,,,1.125762701034546,3740
2300.0,359.3073935,,240,1779638789.6389694,,,,1.0953000783920288,3740
2310.0,360.3150662,,241,1779638790.6467488,,,,1.077912449836731,3740
2320.0,361.306156,,242,1779638791.6378272,,,,1.077357292175293,3740
2330.0,362.3045212,,243,1779638792.635501,,,,1.0964866876602173,3740
2340.0,363.3090399,,244,1779638793.6407118,,,,1.06918203830719,3740
2350.0,364.2943734,,245,1779638794.6253173,,,,1.084600806236267,3740
2360.0,365.3140854,,246,1779638795.6462727,,,,1.0999339818954468,3740
2370.0,366.3279076,,247,1779638796.6595852,,,,1.09121835231781,3740
2380.0,367.3321636,,248,1779638797.6635828,,,,1.0840264558792114,3740
2390.0,368.331933,,249,1779638798.6636162,,,,1.0811818838119507,3740
2400.0,369.3392602,,250,1779638799.6707084,,,,1.067746639251709,3740
2410.0,370.3671854,,251,1779638800.6988196,,,,1.0922799110412598,3740
2420.0,371.3713579,,252,1779638801.7029333,,,,1.048519492149353,3740
2430.0,372.3661287,,253,1779638802.6975336,,,,1.039311408996582,3740
2440.0,373.3606068,,254,1779638803.692289,,,,1.087018609046936,3740
2450.0,374.358432,,255,1779638804.6901116,,,,1.0454645156860352,3740
2460.0,375.3594557,,256,1779638805.6910045,,,,1.0747429132461548,3740
2470.0,376.3705809,,257,1779638806.701244,,,,1.038684606552124,3740
2480.0,377.3825183,,258,1779638807.714198,,,,1.044431209564209,3740
2490.0,378.3765087,,259,1779638808.7081895,,,,1.0515235662460327,3740
2500.0,391.7349647,0.000564423209907245,260,1779638822.0663342,,1.4887586832046509,0.9456776976585388,,3740
2500.0,391.8382809,,261,1779638822.169698,,,,1.0439015626907349,3740
2510.0,392.8376194,,262,1779638823.1691594,,,,1.057395100593567,3740
2520.0,393.8326186,,263,1779638824.1642988,,,,1.0262553691864014,3740
2530.0,394.837402,,264,1779638825.1690834,,,,1.0396242141723633,3740
2540.0,395.8352029,,265,1779638826.1668859,,,,1.0325829982757568,3740
2550.0,396.8292988,,266,1779638827.1609814,,,,1.0530729293823242,3740
2560.0,397.8243063,,267,1779638828.1559844,,,,1.0342445373535156,3740
2570.0,398.8417609,,268,1779638829.1732981,,,,1.0287771224975586,3740
2580.0,399.8467773,,269,1779638830.1784036,,,,1.0758886337280273,3740
2590.0,400.8504222,,270,1779638831.1809983,,,,1.0390706062316895,3740
2600.0,401.8467525,,271,1779638832.178434,,,,1.0489529371261597,3740
2610.0,402.8443083,,272,1779638833.1757956,,,,1.0306819677352905,3740
2620.0,403.8502464,,273,1779638834.180982,,,,1.0258265733718872,3740
2630.0,404.8651146,,274,1779638835.1966262,,,,1.0415318012237549,3740
2640.0,405.8629874,,275,1779638836.1937943,,,,1.0063962936401367,3740
2650.0,406.8625437,,276,1779638837.1942267,,,,1.028592824935913,3740
2660.0,407.8556078,,277,1779638838.1860316,,,,0.99974125623703,3740
2670.0,408.8731054,,278,1779638839.2042925,,,,1.0261045694351196,3740
2680.0,409.8751065,,279,1779638840.2066112,,,,1.0006061792373657,3740
2690.0,410.8744063,,280,1779638841.2054486,,,,1.041316270828247,3740
2700.0,411.8745842,,281,1779638842.205428,,,,0.9891600608825684,3740
2710.0,412.8747341,,282,1779638843.2064166,,,,1.0038022994995117,3740
2720.0,413.8699532,,283,1779638844.2016363,,,,0.9972915649414062,3740
2730.0,414.8758561,,284,1779638845.2073617,,,,1.0082502365112305,3740
2740.0,415.8761303,,285,1779638846.2077148,,,,1.0316828489303589,3740
2750.0,429.2818368,0.0004924552772419723,286,1779638859.6135182,,1.51417875289917,0.8977329730987549,,3740
2750.0,429.3867721,,287,1779638859.7184525,,,,0.9927569627761841,3740
2760.0,430.385861,,288,1779638860.7174726,,,,1.0155284404754639,3740
2770.0,431.4001107,,289,1779638861.7317934,,,,0.9962868094444275,3740
2780.0,432.3947841,,290,1779638862.7262259,,,,0.9838009476661682,3740
2790.0,433.3898208,,291,1779638863.7210789,,,,1.0294767618179321,3740
2800.0,434.390598,,292,1779638864.722202,,,,1.0038800239562988,3740
2810.0,435.3960997,,293,1779638865.727242,,,,1.0203391313552856,3740
2820.0,436.3957851,,294,1779638866.7273026,,,,1.0182160139083862,3740
2830.0,437.3794898,,295,1779638867.7111714,,,,1.0300754308700562,3740
2840.0,438.3798094,,296,1779638868.7114909,,,,0.9866111874580383,3740
2850.0,439.3795531,,297,1779638869.7112346,,,,0.98496413230896,3740
2860.0,440.3694329,,298,1779638870.7007735,,,,1.0088582038879395,3740
2870.0,441.3604604,,299,1779638871.692095,,,,0.9914581179618835,3740
2880.0,442.3516079,,300,1779638872.6831276,,,,0.999096155166626,3740
2890.0,443.3580968,,301,1779638873.689767,,,,0.9896928071975708,3740
2900.0,444.3598086,,302,1779638874.6914918,,,,0.9908902645111084,3740
2910.0,445.3681911,,303,1779638875.6995099,,,,1.0012575387954712,3740
2920.0,446.3611783,,304,1779638876.6928608,,,,0.988378643989563,3740
2930.0,447.3668634,,305,1779638877.6985354,,,,0.9835152626037598,3740
2940.0,448.3559926,,306,1779638878.687605,,,,0.9866359233856201,3740
2950.0,449.3570844,,307,1779638879.688643,,,,0.9883887767791748,3740
2960.0,450.3522185,,308,1779638880.683371,,,,0.9834721088409424,3740
2970.0,451.3582757,,309,1779638881.690089,,,,0.9652338027954102,3740
2980.0,452.3560521,,310,1779638882.6876748,,,,0.9722885489463806,3740
2990.0,453.3571558,,311,1779638883.688311,,,,0.955748975276947,3740
3000.0,466.8061975,0.0004219625860160354,312,1779638897.1368265,,1.5373175144195557,0.8523231744766235,,3740
3000.0,466.9121196,,313,1779638897.2437994,,,,0.9835289120674133,3740
3010.0,467.9063515,,314,1779638898.2380178,,,,0.9909205436706543,3740
3020.0,468.9012011,,315,1779638899.232169,,,,0.9848556518554688,3740
3030.0,469.8876385,,316,1779638900.2192883,,,,0.9856469035148621,3740
3040.0,470.884722,,317,1779638901.216269,,,,0.9804240465164185,3740
3050.0,471.8797133,,318,1779638902.2113945,,,,0.9845839738845825,3740
3060.0,472.8889018,,319,1779638903.2196846,,,,0.9781934022903442,3740
3070.0,473.8913778,,320,1779638904.2229908,,,,0.97520512342453,3740
3080.0,474.8930499,,321,1779638905.224578,,,,0.9512245655059814,3740
3090.0,475.8982304,,322,1779638906.2297091,,,,0.962643027305603,3740
3100.0,476.8949551,,323,1779638907.2265873,,,,0.9852207899093628,3740
3110.0,477.8925884,,324,1779638908.2232838,,,,0.9641604423522949,3740
3120.0,478.8942887,,325,1779638909.225966,,,,0.9643464088439941,3740
3130.0,479.8956206,,326,1779638910.2270346,,,,0.9544146060943604,3740
3140.0,480.8899298,,327,1779638911.2216072,,,,0.963965654373169,3740
3150.0,481.8889602,,328,1779638912.2206423,,,,0.9582421779632568,3740
3160.0,482.9002449,,329,1779638913.2319262,,,,0.949076235294342,3740
3170.0,483.8982763,,330,1779638914.229957,,,,0.9514164328575134,3740
3180.0,484.8903128,,331,1779638915.2214372,,,,0.9466901421546936,3740
3190.0,485.8906144,,332,1779638916.2213752,,,,0.9444918632507324,3740
3200.0,486.8973513,,333,1779638917.22903,,,,0.9630533456802368,3740
3210.0,487.8923716,,334,1779638918.2240503,,,,0.9413522481918335,3740
3220.0,488.8916364,,335,1779638919.2233195,,,,0.9407524466514587,3740
3230.0,489.8912723,,336,1779638920.222955,,,,0.9324612617492676,3740
3240.0,490.9046591,,337,1779638921.2362416,,,,0.9485442042350769,3740
3250.0,504.256963,0.00035475231739709885,338,1779638934.5871146,,1.5646755695343018,0.8040536642074585,,3740
3250.0,504.3611043,,339,1779638934.6925206,,,,0.9142058491706848,3740
3260.0,505.3519053,,340,1779638935.6835876,,,,0.9414558410644531,3740
3270.0,506.3669953,,341,1779638936.6981337,,,,0.9641913175582886,3740
3280.0,507.3755323,,342,1779638937.7071743,,,,0.9414448738098145,3740
3290.0,508.3679092,,343,1779638938.6995938,,,,0.9498361945152283,3740
3300.0,509.3646763,,344,1779638939.6963594,,,,0.9266848564147949,3740
3310.0,510.3746734,,345,1779638940.7054937,,,,0.9323803186416626,3740
3320.0,511.3598469,,346,1779638941.691163,,,,0.9500331878662109,3740
3330.0,512.3683248,,347,1779638942.7000055,,,,0.9336826801300049,3740
3340.0,513.3639078,,348,1779638943.6955898,,,,0.9386435747146606,3740
3350.0,514.3587474,,349,1779638944.6904287,,,,0.9624333381652832,3740
3360.0,515.3789405,,350,1779638945.7106237,,,,0.9287744760513306,3740
3370.0,516.3815706,,351,1779638946.7132533,,,,0.9446540474891663,3740
3380.0,517.3806681,,352,1779638947.7123113,,,,0.9442862272262573,3740
3390.0,518.3738351,,353,1779638948.705495,,,,0.9259429574012756,3740
3400.0,519.3722199,,354,1779638949.7039008,,,,0.919364869594574,3740
3410.0,520.3761795,,355,1779638950.70786,,,,0.9157488942146301,3740
3420.0,521.3783564,,356,1779638951.7100372,,,,0.9217991232872009,3740
3430.0,522.3819465,,357,1779638952.7136269,,,,0.9260427355766296,3740
3440.0,523.3724055,,358,1779638953.7040863,,,,0.9091173410415649,3740
3450.0,524.3740625,,359,1779638954.7041688,,,,0.9283796548843384,3740
3460.0,525.3744573,,360,1779638955.7061388,,,,0.929565966129303,3740
3470.0,526.3701715,,361,1779638956.7018533,,,,0.9180681705474854,3740
3480.0,527.3768154,,362,1779638957.7080734,,,,0.9331657290458679,3740
3490.0,528.3844766,,363,1779638958.7161562,,,,0.9219266176223755,3740
3500.0,541.809071,0.0002925475029450237,364,1779638972.1401138,,1.5879943370819092,0.7604753375053406,,3740
3500.0,541.9127377,,365,1779638972.2443945,,,,0.9153347611427307,3740
3510.0,542.9158632,,366,1779638973.247245,,,,0.9406774044036865,3740
