_runtime,train/step_loss,lr,_timestamp,iter,_step,val/loss,train/loss,Sample Generation,seed
955.9631202,0.8786278963088989,,1779708999.6139903,3520.0,367,,,,6242
957.6008573,0.8454014658927917,,1779709001.2516284,3530.0,368,,,,6242
959.2400251,0.8568737506866455,,1779709002.8908942,3540.0,369,,,,6242
960.8799493,0.8680572509765625,,1779709004.5306008,3550.0,370,,,,6242
962.519267,0.892676055431366,,1779709006.169845,3560.0,371,,,,6242
964.1592941,0.8683061599731445,,1779709007.8101633,3570.0,372,,,,6242
965.7967408,0.8592224717140198,,1779709009.4476106,3580.0,373,,,,6242
967.4348997,0.846689760684967,,1779709011.0857692,3590.0,374,,,,6242
969.1260799,0.8650007247924805,,1779709012.776948,3600.0,375,,,,6242
970.8368022,0.873032808303833,,1779709014.4876616,3610.0,376,,,,6242
972.6141902,0.8500607013702393,,1779709016.26502,3620.0,377,,,,6242
974.25514,0.8745952248573303,,1779709017.9058876,3630.0,378,,,,6242
975.8932049,0.8749738335609436,,1779709019.5440738,3640.0,379,,,,6242
977.5332361,0.8604523539543152,,1779709021.1838245,3650.0,380,,,,6242
979.1725284,0.862726628780365,,1779709022.823395,3660.0,381,,,,6242
980.8113028,0.881132960319519,,1779709024.4621706,3670.0,382,,,,6242
982.4507001,0.848739743232727,,1779709026.1005702,3680.0,383,,,,6242
984.0896909,0.8773707151412964,,1779709027.7404187,3690.0,384,,,,6242
985.7295642,0.8576077818870544,,1779709029.3798132,3700.0,385,,,,6242
987.3688559,0.8617163896560669,,1779709031.0193145,3710.0,386,,,,6242
989.0094151,0.8339342474937439,,1779709032.660285,3720.0,387,,,,6242
990.649194,0.8579505681991577,,1779709034.3000638,3730.0,388,,,,6242
992.2881652,0.8650022745132446,,1779709035.9388902,3740.0,389,,,,6242
1016.6901411,,0.00023694285222843113,1779709060.3411152,3750.0,390,1.712225317955017,0.6551138162612915,,6242
1016.8576555,0.8373895287513733,,1779709060.508527,3750.0,391,,,,6242
1018.4972183,0.8469921946525574,,1779709062.1479557,3760.0,392,,,,6242
1020.1363063,0.8402907848358154,,1779709063.7869203,3770.0,393,,,,6242
1021.7730229,0.878396213054657,,1779709065.4233215,3780.0,394,,,,6242
1023.4105942,0.84079909324646,,1779709067.0606747,3790.0,395,,,,6242
1025.0484012,0.8351099491119385,,1779709068.6987696,3800.0,396,,,,6242
1026.6868646,0.8383675813674927,,1779709070.337734,3810.0,397,,,,6242
1028.3267889,0.845122754573822,,1779709071.9767234,3820.0,398,,,,6242
1029.965147,0.8409452438354492,,1779709073.6154227,3830.0,399,,,,6242
1031.6045093,0.8410463333129883,,1779709075.2553787,3840.0,400,,,,6242
1033.2425001,0.8281575441360474,,1779709076.8930795,3850.0,401,,,,6242
1034.8811202,0.8263933658599854,,1779709078.531988,3860.0,402,,,,6242
1036.5227943,0.8513031601905823,,1779709080.1736624,3870.0,403,,,,6242
1038.1618481,0.8469952940940857,,1779709081.812173,3880.0,404,,,,6242
1039.8018289,0.8407329320907593,,1779709083.4526982,3890.0,405,,,,6242
1041.4411658,0.8365688323974609,,1779709085.0919967,3900.0,406,,,,6242
1043.0794199,0.8380591869354248,,1779709086.730041,3910.0,407,,,,6242
1044.7174148,0.8119426965713501,,1779709088.3687904,3920.0,408,,,,6242
1046.3570193,0.8100355863571167,,1779709090.0078862,3930.0,409,,,,6242
1047.9946003,0.8377520442008972,,1779709091.6452744,3940.0,410,,,,6242
1049.634254,0.8270065188407898,,1779709093.2850451,3950.0,411,,,,6242
1051.2718773,0.821600615978241,,1779709094.9225628,3960.0,412,,,,6242
1052.9118737,0.8312879800796509,,1779709096.561678,3970.0,413,,,,6242
1054.5505487,0.8535568118095398,,1779709098.201088,3980.0,414,,,,6242
1056.1898221,0.8372774124145508,,1779709099.840691,3990.0,415,,,,6242
1080.610799,,0.00018936387015941957,1779709124.260844,4000.0,416,1.7386693954467773,0.6178197264671326,,6242
1080.7792011,0.8570243120193481,,1779709124.4299064,4000.0,417,,,,6242
1082.4213207,0.8139213919639587,,1779709126.0717475,4010.0,418,,,,6242
1084.0605754,0.8400975465774536,,1779709127.7108598,4020.0,419,,,,6242
1085.6980972,0.8431434631347656,,1779709129.348944,4030.0,420,,,,6242
1087.3374793,0.8277543783187866,,1779709130.988348,4040.0,421,,,,6242
1088.9756733,0.8164163827896118,,1779709132.6258533,4050.0,422,,,,6242
1090.6142894,0.813787579536438,,1779709134.2651598,4060.0,423,,,,6242
1092.254641,0.8289339542388916,,1779709135.9055104,4070.0,424,,,,6242
1093.8950291,0.8222721815109253,,1779709137.545554,4080.0,425,,,,6242
1095.5348489,0.7701933979988098,,1779709139.1858358,4090.0,426,,,,6242
1097.1715702,0.8273919224739075,,1779709140.822308,4100.0,427,,,,6242
1098.8084211,0.795691728591919,,1779709142.4585557,4110.0,428,,,,6242
1100.4460357,0.8348411917686462,,1779709144.0969043,4120.0,429,,,,6242
1102.0832238,0.8223733305931091,,1779709145.7333655,4130.0,430,,,,6242
1103.7168314,0.8327392339706421,,1779709147.3674495,4140.0,431,,,,6242
1105.3506713,0.7967637777328491,,1779709149.0020468,4150.0,432,,,,6242
1106.9884664,0.8175739049911499,,1779709150.6393378,4160.0,433,,,,6242
1108.6243456,0.8162772059440613,,1779709152.2745216,4170.0,434,,,,6242
1110.2612076,0.8528156876564026,,1779709153.9120617,4180.0,435,,,,6242
1111.89941,0.8005480766296387,,1779709155.5501156,4190.0,436,,,,6242
1113.5384389,0.7962204217910767,,1779709157.1893096,4200.0,437,,,,6242
1115.1771166,0.8002957701683044,,1779709158.82797,4210.0,438,,,,6242
1116.8177556,0.8230795860290527,,1779709160.4680843,4220.0,439,,,,6242
1118.457295,0.8065096139907837,,1779709162.107406,4230.0,440,,,,6242
1120.0945528,0.8023804426193237,,1779709163.7454212,4240.0,441,,,,6242
1144.4960145,,0.00015103031213214996,1779709188.1469288,4250.0,442,1.7564483880996704,0.5929968953132629,,6242
1144.664856,0.7888323068618774,,1779709188.3157277,4250.0,443,,,,6242
1146.3040651,0.8076513409614563,,1779709189.9547167,4260.0,444,,,,6242
1147.9408976,0.8132408857345581,,1779709191.5917656,4270.0,445,,,,6242
1149.5802339,0.8268329501152039,,1779709193.2311018,4280.0,446,,,,6242
1151.2197279,0.8088100552558899,,1779709194.8704298,4290.0,447,,,,6242
1152.8580193,0.7737452983856201,,1779709196.508493,4300.0,448,,,,6242
1154.4965996,0.7932181358337402,,1779709198.1474705,4310.0,449,,,,6242
1156.1358175,0.7774115204811096,,1779709199.7865791,4320.0,450,,,,6242
1157.77314,0.8151307106018066,,1779709201.4240062,4330.0,451,,,,6242
1159.4103594,0.828201174736023,,1779709203.0609286,4340.0,452,,,,6242
1161.0502133,0.8028045296669006,,1779709204.7010813,4350.0,453,,,,6242
1162.6868462,0.7907040119171143,,1779709206.3377159,4360.0,454,,,,6242
1164.3251483,0.7818074226379395,,1779709207.9758527,4370.0,455,,,,6242
1165.9624987,0.7933146357536316,,1779709209.6133685,4380.0,456,,,,6242
1167.6016349,0.7838186621665955,,1779709211.2522976,4390.0,457,,,,6242
1169.2415121,0.7989626526832581,,1779709212.892382,4400.0,458,,,,6242
1170.8795336,0.8051678538322449,,1779709214.5304024,4410.0,459,,,,6242
1172.51719,0.7462822794914246,,1779709216.1678457,4420.0,460,,,,6242
1174.1550811,0.7949687242507935,,1779709217.8059504,4430.0,461,,,,6242
1175.7932288,0.7969286441802979,,1779709219.4438071,4440.0,462,,,,6242
1177.4325709,0.8078291416168213,,1779709221.083155,4450.0,463,,,,6242
1179.0727254,0.7822190523147583,,1779709222.723558,4460.0,464,,,,6242
1180.7111553,0.7683910727500916,,1779709224.3610675,4470.0,465,,,,6242
1182.3482592,0.7844288945198059,,1779709225.9991271,4480.0,466,,,,6242
1183.9857134,0.7910037040710449,,1779709227.6365547,4490.0,467,,,,6242
1208.4158034,,0.00012292491384519912,1779709252.066179,4500.0,468,1.7877163887023926,0.5664328932762146,,6242
1208.5848247,0.7947213649749756,,1779709252.2356946,4500.0,469,,,,6242
1210.2219611,0.7794018387794495,,1779709253.8728018,4510.0,470,,,,6242
1211.8594287,0.794425368309021,,1779709255.5102239,4520.0,471,,,,6242
1213.4967177,0.7925212383270264,,1779709257.1475081,4530.0,472,,,,6242
1215.1361024,0.7922764420509338,,1779709258.7869692,4540.0,473,,,,6242
1216.7726976,0.7878301739692688,,1779709260.4233496,4550.0,474,,,,6242
1218.4106344,0.7740861177444458,,1779709262.061147,4560.0,475,,,,6242
1220.0465564,0.791976273059845,,1779709263.6973748,4570.0,476,,,,6242
1221.6850319,0.8000636696815491,,1779709265.335725,4580.0,477,,,,6242
1223.3223789,0.7688270211219788,,1779709266.973247,4590.0,478,,,,6242
1224.9626275,0.7833924889564514,,1779709268.6134975,4600.0,479,,,,6242
1226.6008319,0.8018248677253723,,1779709270.2517006,4610.0,480,,,,6242
1228.2391325,0.7731289267539978,,1779709271.8900006,4620.0,481,,,,6242
1229.8797688,0.7707963585853577,,1779709273.529638,4630.0,482,,,,6242
1231.517575,0.7782769203186035,,1779709275.1679757,4640.0,483,,,,6242
1233.1585545,0.7729698419570923,,1779709276.8094225,4650.0,484,,,,6242
1234.8005941,0.7901791930198669,,1779709278.450412,4660.0,485,,,,6242
1236.4389525,0.7733796238899231,,1779709280.089799,4670.0,486,,,,6242
1238.0788262,0.7731541395187378,,1779709281.7290397,4680.0,487,,,,6242
1239.7161231,0.8040431141853333,,1779709283.366431,4690.0,488,,,,6242
1241.3546887,0.7835318446159363,,1779709285.0060642,4700.0,489,,,,6242
1242.9940685,0.786907970905304,,1779709286.6439216,4710.0,490,,,,6242
1244.6324675,0.7853090763092041,,1779709288.2832873,4720.0,491,,,,6242
1246.2670422,0.7847556471824646,,1779709289.9176705,4730.0,492,,,,6242
1247.9059371,0.7602501511573792,,1779709291.556059,4740.0,493,,,,6242
1272.310215,,0.00010576819746349742,1779709315.9611151,4750.0,494,1.797247052192688,0.5475289821624756,,6242
1272.479191,0.7602646350860596,,1779709316.12983,4750.0,495,,,,6242
1274.1172238,0.752251923084259,,1779709317.7680936,4760.0,496,,,,6242
1275.7572779,0.7795953750610352,,1779709319.4086533,4770.0,497,,,,6242
1277.3971559,0.7649496793746948,,1779709321.047815,4780.0,498,,,,6242
1279.0369697,0.77199786901474,,1779709322.687357,4790.0,499,,,,6242
1280.6734939,0.7710760831832886,,1779709324.3242123,4800.0,500,,,,6242
1282.3127094,0.7469663023948669,,1779709325.9635718,4810.0,501,,,,6242
1283.953196,0.7864899635314941,,1779709327.6040628,4820.0,502,,,,6242
1285.5951132,0.7910526394844055,,1779709329.2459805,4830.0,503,,,,6242
1287.2342981,0.7726574540138245,,1779709330.8851664,4840.0,504,,,,6242
1288.8714101,0.7591978311538696,,1779709332.5222795,4850.0,505,,,,6242
1290.5082066,0.7634698152542114,,1779709334.1595821,4860.0,506,,,,6242
1292.1463282,0.7645971775054932,,1779709335.7971978,4870.0,507,,,,6242
1293.7857009,0.7852110266685486,,1779709337.4361465,4880.0,508,,,,6242
1295.4254836,0.786408007144928,,1779709339.07633,4890.0,509,,,,6242
1297.0646673,0.7847694158554077,,1779709340.715469,4900.0,510,,,,6242
1298.7032983,0.7960547804832458,,1779709342.3537626,4910.0,511,,,,6242
1300.3416689,0.7574070692062378,,1779709343.9925375,4920.0,512,,,,6242
1301.9792456,0.7755725979804993,,1779709345.6298194,4930.0,513,,,,6242
1303.6180325,0.7822040915489197,,1779709347.2687523,4940.0,514,,,,6242
1305.2561103,0.7595188021659851,,1779709348.9069676,4950.0,515,,,,6242
1306.8938024,0.784524142742157,,1779709350.544391,4960.0,516,,,,6242
1308.5326918,0.7651814222335815,,1779709352.18276,4970.0,517,,,,6242
1310.1697128,0.7505566477775574,,1779709353.8205814,4980.0,518,,,,6242
1311.809061,0.7712644338607788,,1779709355.4599314,4990.0,519,,,,6242
1336.2368161,,0.0001,1779709379.8869982,5000.0,520,1.8102731704711914,0.5353519916534424,,6242
1336.4049549,0.7705314755439758,,1779709380.0558233,5000.0,521,,,,6242
1338.3193135,,,1779709381.9702764,,522,,,"{'path': 'media/html/Sample Generation_522_fc7a3778f67437b1b705.html', 'size': 275, '_type': 'html-file', 'sha256': 'fc7a3778f67437b1b7054bdbfb79dff3bb0ec5fa4c30b0c45e18686559580277'}",6242
