_step,val/loss,lr,train/loss,Sample Generation,_runtime,iter,_timestamp,train/step_loss,seed
75,,,,,48.4898278,720.0,1779643071.0291893,1.6144731044769287,3740
76,,,,,48.9154522,730.0,1779643071.4547136,1.5808205604553223,3740
77,,,,,49.3396706,740.0,1779643071.8780348,1.5744128227233887,3740
78,1.6672455072402954,0.0009614856803571157,1.468245029449463,,55.5268912,750.0,1779643078.0658004,,3740
79,,,,,55.5711366,750.0,1779643078.1104941,1.4959577322006226,3740
80,,,,,55.9982795,760.0,1779643078.5381503,1.5551937818527222,3740
81,,,,,56.4267703,770.0,1779643078.9661353,1.5240107774734497,3740
82,,,,,56.8508243,780.0,1779643079.3901627,1.5410300493240356,3740
83,,,,,57.2763422,790.0,1779643079.8147655,1.5529958009719849,3740
84,,,,,57.704663,800.0,1779643080.2437003,1.5187427997589111,3740
85,,,,,58.1310126,810.0,1779643080.6703784,1.4706584215164185,3740
86,,,,,58.5510106,820.0,1779643081.0897334,1.5309484004974365,3740
87,,,,,58.9774264,830.0,1779643081.5167859,1.506710171699524,3740
88,,,,,59.4103418,840.0,1779643081.9497046,1.4720804691314697,3740
89,,,,,59.8341001,850.0,1779643082.3733597,1.498376488685608,3740
90,,,,,60.2619379,860.0,1779643082.801283,1.5255311727523804,3740
91,,,,,60.6894707,870.0,1779643083.228833,1.4861592054367065,3740
92,,,,,61.1136684,880.0,1779643083.6530323,1.494017243385315,3740
93,,,,,61.5355674,890.0,1779643084.0746534,1.4919387102127075,3740
94,,,,,61.9639261,900.0,1779643084.5032146,1.494052529335022,3740
95,,,,,62.3943702,910.0,1779643084.9337354,1.4726996421813965,3740
96,,,,,62.8131975,920.0,1779643085.3525438,1.4760253429412842,3740
97,,,,,63.2477596,930.0,1779643085.7869482,1.475380301475525,3740
98,,,,,63.6754221,940.0,1779643086.2146792,1.4601823091506958,3740
99,,,,,64.1034496,950.0,1779643086.642815,1.428933024406433,3740
100,,,,,64.5329711,960.0,1779643087.0720365,1.472658634185791,3740
101,,,,,64.9644832,970.0,1779643087.5036833,1.434697151184082,3740
102,,,,,65.3948712,980.0,1779643087.934742,1.4496469497680664,3740
103,,,,,65.8224909,990.0,1779643088.3618567,1.4353821277618408,3740
104,1.5805583000183105,0.0009271396472013282,1.3756065368652344,,72.0000084,1000.0,1779643094.5398793,,3740
105,,,,,72.0452349,1000.0,1779643094.584349,1.41196608543396,3740
106,,,,,72.4727206,1010.0,1779643095.0118544,1.4231972694396973,3740
107,,,,,72.9017786,1020.0,1779643095.4411426,1.4210773706436157,3740
108,,,,,73.3266092,1030.0,1779643095.8659754,1.426926851272583,3740
109,,,,,73.7536812,1040.0,1779643096.2930422,1.4387625455856323,3740
110,,,,,74.1795825,1050.0,1779643096.7184384,1.4253202676773071,3740
111,,,,,74.6083193,1060.0,1779643097.147686,1.4236594438552856,3740
112,,,,,75.0324489,1070.0,1779643097.571741,1.4115890264511108,3740
113,,,,,75.4790156,1080.0,1779643098.017518,1.4354735612869263,3740
114,,,,,75.9115955,1090.0,1779643098.4509594,1.4254611730575562,3740
115,,,,,76.3372222,1100.0,1779643098.8754046,1.37125825881958,3740
116,,,,,76.7687486,1110.0,1779643099.3071313,1.421993374824524,3740
117,,,,,77.1903274,1120.0,1779643099.7296927,1.3864152431488037,3740
118,,,,,77.6193203,1130.0,1779643100.1584702,1.374892234802246,3740
119,,,,,78.046409,1140.0,1779643100.5856688,1.4599807262420654,3740
120,,,,,78.468887,1150.0,1779643101.0082529,1.4194238185882568,3740
121,,,,,78.887126,1160.0,1779643101.4264686,1.4146018028259277,3740
122,,,,,79.3222174,1170.0,1779643101.8608649,1.3433935642242432,3740
123,,,,,79.7524825,1180.0,1779643102.291849,1.4185800552368164,3740
124,,,,,80.1760933,1190.0,1779643102.715386,1.4068701267242432,3740
125,,,,,80.6030838,1200.0,1779643103.142287,1.3690588474273682,3740
126,,,,,81.0353964,1210.0,1779643103.5747616,1.413575530052185,3740
127,,,,,81.4578825,1220.0,1779643103.9964545,1.4007461071014404,3740
128,,,,,81.8840809,1230.0,1779643104.4225798,1.3665257692337036,3740
129,,,,,82.3164895,1240.0,1779643104.85508,1.3915969133377075,3740
130,1.5593205690383911,0.000883125098683892,1.3287310600280762,,88.490477,1250.0,1779643111.029645,,3740
131,,,,,88.5384447,1250.0,1779643111.0770674,1.401341199874878,3740
132,,,,,88.9685344,1260.0,1779643111.5078988,1.393983006477356,3740
133,,,,,89.3968099,1270.0,1779643111.9359977,1.416081428527832,3740
134,,,,,89.826226,1280.0,1779643112.3655903,1.3916642665863037,3740
135,,,,,90.2532708,1290.0,1779643112.792464,1.3457828760147095,3740
136,,,,,90.6795484,1300.0,1779643113.2188892,1.3771562576293945,3740
137,,,,,91.105734,1310.0,1779643113.6450808,1.3863918781280518,3740
138,,,,,91.5277437,1320.0,1779643114.0670831,1.3626337051391602,3740
139,,,,,91.955059,1330.0,1779643114.494403,1.3765532970428467,3740
140,,,,,92.3831674,1340.0,1779643114.922532,1.3882521390914917,3740
141,,,,,92.8091078,1350.0,1779643115.348475,1.3718074560165405,3740
142,,,,,93.2391747,1360.0,1779643115.7784574,1.3703275918960571,3740
143,,,,,93.6676775,1370.0,1779643116.2070432,1.3832255601882935,3740
144,,,,,94.0926464,1380.0,1779643116.6317945,1.344110131263733,3740
145,,,,,94.5134981,1390.0,1779643117.0528631,1.327717661857605,3740
146,,,,,94.9415664,1400.0,1779643117.4805665,1.351189136505127,3740
147,,,,,95.373142,1410.0,1779643117.911716,1.3427228927612305,3740
148,,,,,95.7988504,1420.0,1779643118.3382173,1.3154882192611694,3740
149,,,,,96.2267182,1430.0,1779643118.7660832,1.3438069820404053,3740
150,,,,,96.6480649,1440.0,1779643119.1874304,1.3846137523651123,3740
151,,,,,97.0678081,1450.0,1779643119.6071734,1.3163609504699707,3740
152,,,,,97.4940178,1460.0,1779643120.033383,1.336722493171692,3740
153,,,,,97.9192625,1470.0,1779643120.4586287,1.3671627044677734,3740
154,,,,,98.3445823,1480.0,1779643120.8833227,1.3084698915481567,3740
155,,,,,98.7686213,1490.0,1779643121.3079567,1.2986698150634766,3740
156,1.5316429138183594,0.0008305704108364302,1.2831753492355347,,104.9484898,1500.0,1779643127.4871337,,3740
157,,,,,104.994716,1500.0,1779643127.533942,1.3195964097976685,3740
158,,,,,105.4231934,1510.0,1779643127.9619966,1.3782284259796143,3740
159,,,,,105.8489438,1520.0,1779643128.3882813,1.3015642166137695,3740
160,,,,,106.2776871,1530.0,1779643128.817053,1.2955256700515747,3740
161,,,,,106.708059,1540.0,1779643129.24742,1.3448469638824463,3740
162,,,,,107.1271192,1550.0,1779643129.6663544,1.3536900281906128,3740
163,,,,,107.5571463,1560.0,1779643130.0964015,1.3154914379119873,3740
164,,,,,107.9870577,1570.0,1779643130.5264206,1.3274706602096558,3740
165,,,,,108.4099396,1580.0,1779643130.949306,1.3536807298660278,3740
166,,,,,108.8364601,1590.0,1779643131.3758247,1.3329739570617676,3740
167,,,,,109.2615346,1600.0,1779643131.800863,1.3348395824432373,3740
168,,,,,109.6810517,1610.0,1779643132.220417,1.3189510107040405,3740
169,,,,,110.1070539,1620.0,1779643132.6464164,1.3141632080078125,3740
170,,,,,110.5465122,1630.0,1779643133.0858774,1.2959932088851929,3740
171,,,,,110.9723494,1640.0,1779643133.511495,1.3488571643829346,3740
172,,,,,111.3890242,1650.0,1779643133.928895,1.3437199592590332,3740
173,,,,,111.8135986,1660.0,1779643134.3530614,1.333638310432434,3740
174,,,,,112.2467546,1670.0,1779643134.7861197,1.3511874675750732,3740
175,,,,,112.6762381,1680.0,1779643135.2156043,1.302869439125061,3740
176,,,,,113.1043083,1690.0,1779643135.6436744,1.3270385265350342,3740
177,,,,,113.5248967,1700.0,1779643136.0642607,1.3455657958984375,3740
178,,,,,113.9480127,1710.0,1779643136.4873796,1.3210424184799194,3740
179,,,,,114.3745719,1720.0,1779643136.9139385,1.3129457235336304,3740
180,,,,,114.7917859,1730.0,1779643137.3311534,1.3003699779510498,3740
181,,,,,115.2186609,1740.0,1779643137.758027,1.3512264490127563,3740
182,1.5000364780426025,0.0007708228984017721,1.2434053421020508,,121.4141703,1750.0,1779643143.9533267,,3740
183,,,,,121.4597177,1750.0,1779643143.998573,1.3207714557647705,3740
184,,,,,121.8837575,1760.0,1779643144.422855,1.3085840940475464,3740
185,,,,,122.3109165,1770.0,1779643144.8504212,1.3264418840408325,3740
186,,,,,122.7350472,1780.0,1779643145.274414,1.317744255065918,3740
187,,,,,123.1653461,1790.0,1779643145.704694,1.250260353088379,3740
188,,,,,123.594121,1800.0,1779643146.1334546,1.2893528938293457,3740
189,,,,,124.0149413,1810.0,1779643146.554283,1.323731780052185,3740
190,,,,,124.444625,1820.0,1779643146.9840055,1.2916653156280518,3740
191,,,,,124.8717689,1830.0,1779643147.411135,1.2974882125854492,3740
192,,,,,125.2993904,1840.0,1779643147.8387563,1.2698866128921509,3740
193,,,,,125.7256452,1850.0,1779643148.2650106,1.2480289936065674,3740
194,,,,,126.1540761,1860.0,1779643148.693433,1.263537049293518,3740
195,,,,,126.5816055,1870.0,1779643149.1206152,1.3090965747833252,3740
196,,,,,127.0042966,1880.0,1779643149.543663,1.2853732109069824,3740
197,,,,,127.4357955,1890.0,1779643149.9742305,1.2849456071853638,3740
198,,,,,127.8662404,1900.0,1779643150.405607,1.2948940992355347,3740
199,,,,,128.2904645,1910.0,1779643150.8296297,1.3111227750778198,3740
200,,,,,128.7136859,1920.0,1779643151.2535567,1.2816318273544312,3740
201,,,,,129.1473233,1930.0,1779643151.6866891,1.3211135864257812,3740
202,,,,,129.5780509,1940.0,1779643152.1174154,1.301058292388916,3740
203,,,,,129.9998733,1950.0,1779643152.5388803,1.2781929969787598,3740
204,,,,,130.4245564,1960.0,1779643152.9639158,1.2930359840393066,3740
205,,,,,130.8460047,1970.0,1779643153.3849802,1.2856552600860596,3740
206,,,,,131.2730367,1980.0,1779643153.8124022,1.2469133138656616,3740
207,,,,,131.7026309,1990.0,1779643154.2412498,1.2651551961898804,3740
208,1.4845433235168457,0.0007054142744895884,1.208392858505249,,137.8938981,2000.0,1779643160.4326131,,3740
209,,,,,137.939099,2000.0,1779643160.478368,1.2631975412368774,3740
210,,,,,138.3590045,2010.0,1779643160.8981605,1.290981411933899,3740
211,,,,,138.7853082,2020.0,1779643161.3243976,1.2657594680786133,3740
212,,,,,139.2126586,2030.0,1779643161.7520244,1.2823150157928467,3740
213,,,,,139.636721,2040.0,1779643162.1750844,1.2994683980941772,3740
214,,,,,140.0630063,2050.0,1779643162.6020324,1.2574903964996338,3740
215,,,,,140.483287,2060.0,1779643163.0220838,1.2878004312515259,3740
216,,,,,140.9089756,2070.0,1779643163.4482896,1.289662480354309,3740
217,,,,,141.3416355,2080.0,1779643163.8810017,1.2807656526565552,3740
218,,,,,141.7714357,2090.0,1779643164.3108006,1.2346394062042236,3740
219,,,,,142.1970927,2100.0,1779643164.7364604,1.23117196559906,3740
220,,,,,142.6197409,2110.0,1779643165.1584475,1.2353490591049194,3740
221,,,,,143.0493667,2120.0,1779643165.5892375,1.2365905046463013,3740
222,,,,,143.4711041,2130.0,1779643166.0103872,1.2366535663604736,3740
223,,,,,143.8942768,2140.0,1779643166.4336414,1.2394639253616333,3740
224,,,,,144.3227837,2150.0,1779643166.8621447,1.2482980489730835,3740
225,,,,,144.7491136,2160.0,1779643167.2880912,1.2422882318496704,3740
226,,,,,145.1800792,2170.0,1779643167.719446,1.2719943523406982,3740
227,,,,,145.604016,2180.0,1779643168.1428816,1.2553644180297852,3740
228,,,,,146.0373052,2190.0,1779643168.5761762,1.2478910684585571,3740
229,,,,,146.4663539,2200.0,1779643169.0055292,1.2622721195220947,3740
230,,,,,146.8888341,2210.0,1779643169.4276621,1.2676036357879639,3740
231,,,,,147.3233874,2220.0,1779643169.8627508,1.2300573587417603,3740
232,,,,,147.7497101,2230.0,1779643170.2889073,1.2506319284439087,3740
233,,,,,148.1761249,2240.0,1779643170.715449,1.2467739582061768,3740
234,1.4808456897735596,0.0006360213829156177,1.179274559020996,,154.3669481,2250.0,1779643176.9059556,,3740
235,,,,,154.4121487,2250.0,1779643176.951018,1.2228257656097412,3740
236,,,,,154.8410778,2260.0,1779643177.3804216,1.2571769952774048,3740
237,,,,,155.2608899,2270.0,1779643177.800246,1.2517304420471191,3740
238,,,,,155.6835388,2280.0,1779643178.222409,1.231656789779663,3740
239,,,,,156.112569,2290.0,1779643178.651907,1.236419439315796,3740
240,,,,,156.5400076,2300.0,1779643179.0791616,1.2543648481369019,3740
241,,,,,156.9671447,2310.0,1779643179.5065086,1.2509739398956299,3740
242,,,,,157.398296,2320.0,1779643179.9373078,1.2313792705535889,3740
243,,,,,157.8248811,2330.0,1779643180.3640125,1.2801165580749512,3740
244,,,,,158.2485719,2340.0,1779643180.7879372,1.212262749671936,3740
245,,,,,158.6658686,2350.0,1779643181.2049618,1.2387616634368896,3740
246,,,,,159.0838801,2360.0,1779643181.6230035,1.2102910280227661,3740
247,,,,,159.5137082,2370.0,1779643182.0526223,1.210825800895691,3740
248,,,,,159.9346895,2380.0,1779643182.474055,1.2202638387680054,3740
249,,,,,160.3652423,2390.0,1779643182.904605,1.2049223184585571,3740
250,,,,,160.7900766,2400.0,1779643183.3294432,1.217467188835144,3740
251,,,,,161.2215888,2410.0,1779643183.7609549,1.2359659671783447,3740
252,,,,,161.6549628,2420.0,1779643184.193929,1.2049617767333984,3740
253,,,,,162.0896137,2430.0,1779643184.6289785,1.2714040279388428,3740
254,,,,,162.5150503,2440.0,1779643185.0549212,1.2284471988677979,3740
255,,,,,162.93948,2450.0,1779643185.4783316,1.199053168296814,3740
256,,,,,163.37261,2460.0,1779643185.9119544,1.198218822479248,3740
257,,,,,163.7987803,2470.0,1779643186.3376505,1.2230441570281982,3740
258,,,,,164.2243435,2480.0,1779643186.7637095,1.2350621223449707,3740
259,,,,,164.6543968,2490.0,1779643187.192958,1.2332361936569214,3740
260,1.4723916053771973,0.000564423209907245,1.1509814262390137,,170.8593771,2500.0,1779643193.3986044,,3740
261,,,,,170.9075089,2500.0,1779643193.4465864,1.2618849277496338,3740
262,,,,,171.3321589,2510.0,1779643193.8715255,1.2123106718063354,3740
263,,,,,171.7591316,2520.0,1779643194.2984953,1.1995540857315063,3740
264,,,,,172.1818425,2530.0,1779643194.721205,1.2355611324310303,3740
265,,,,,172.6033076,2540.0,1779643195.142211,1.1753208637237549,3740
266,,,,,173.0360353,2550.0,1779643195.5751214,1.195112943649292,3740
267,,,,,173.4630937,2560.0,1779643196.001474,1.2071844339370728,3740
268,,,,,173.8905407,2570.0,1779643196.4296968,1.2049368619918823,3740
269,,,,,174.3188584,2580.0,1779643196.8568146,1.1842727661132812,3740
270,,,,,174.7496614,2590.0,1779643197.2890246,1.216459035873413,3740
271,,,,,175.1738353,2600.0,1779643197.7130861,1.2247649431228638,3740
272,,,,,175.605874,2610.0,1779643198.1451886,1.2175743579864502,3740
273,,,,,176.0286575,2620.0,1779643198.5678477,1.2242531776428223,3740
274,,,,,176.4569493,2630.0,1779643198.996316,1.2457095384597778,3740
275,,,,,176.8903284,2640.0,1779643199.4291537,1.2491315603256226,3740
276,,,,,177.3222622,2650.0,1779643199.8615417,1.2081971168518066,3740
277,,,,,177.7539237,2660.0,1779643200.2932,1.190557599067688,3740
278,,,,,178.1793656,2670.0,1779643200.7187324,1.1918412446975708,3740
279,,,,,178.608303,2680.0,1779643201.147668,1.2215700149536133,3740
280,,,,,179.0373308,2690.0,1779643201.5762036,1.2098047733306885,3740
281,,,,,179.4676255,2700.0,1779643202.0069432,1.2015882730484009,3740
282,,,,,179.8957464,2710.0,1779643202.4351122,1.2125390768051147,3740
283,,,,,180.3250358,2720.0,1779643202.8643756,1.204604983329773,3740
284,,,,,180.7513088,2730.0,1779643203.2906718,1.1876029968261719,3740
285,,,,,181.182711,2740.0,1779643203.722582,1.218158483505249,3740
286,1.4744164943695068,0.0004924552772419723,1.1227856874465942,,187.410924,2750.0,1779643209.9498034,,3740
287,,,,,187.4579277,2750.0,1779643209.9971766,1.162061333656311,3740
288,,,,,187.8846642,2760.0,1779643210.4234655,1.1435375213623047,3740
289,,,,,188.3084182,2770.0,1779643210.8477848,1.1817643642425537,3740
290,,,,,188.7268386,2780.0,1779643211.266204,1.1895575523376465,3740
291,,,,,189.1511759,2790.0,1779643211.6905427,1.1728038787841797,3740
292,,,,,189.5780654,2800.0,1779643212.1174052,1.2266817092895508,3740
293,,,,,190.0034046,2810.0,1779643212.5427706,1.157999038696289,3740
294,,,,,190.4369488,2820.0,1779643212.9763021,1.1752064228057861,3740
295,,,,,190.8622776,2830.0,1779643213.4014592,1.1922177076339722,3740
296,,,,,191.2970325,2840.0,1779643213.836093,1.2115893363952637,3740
297,,,,,191.7245331,2850.0,1779643214.263897,1.2026172876358032,3740
298,,,,,192.1488738,2860.0,1779643214.6881833,1.2072151899337769,3740
299,,,,,192.5789896,2870.0,1779643215.1188605,1.2228736877441406,3740
300,,,,,193.0064557,2880.0,1779643215.5455701,1.1906288862228394,3740
301,,,,,193.4304027,2890.0,1779643215.9697676,1.1894103288650513,3740
302,,,,,193.8486512,2900.0,1779643216.387956,1.2040338516235352,3740
303,,,,,194.2821797,2910.0,1779643216.8215454,1.219078540802002,3740
304,,,,,194.7130973,2920.0,1779643217.252462,1.1713430881500244,3740
305,,,,,195.1383522,2930.0,1779643217.676815,1.2075666189193726,3740
306,,,,,195.5664989,2940.0,1779643218.1058655,1.1725311279296875,3740
307,,,,,195.9867522,2950.0,1779643218.5253906,1.1570088863372803,3740
308,,,,,196.4231454,2960.0,1779643218.9625027,1.1631778478622437,3740
309,,,,,196.8534777,2970.0,1779643219.392198,1.2223623991012573,3740
310,,,,,197.2802323,2980.0,1779643219.8195925,1.187515377998352,3740
311,,,,,197.7051247,2990.0,1779643220.24449,1.1536500453948975,3740
312,1.4736329317092896,0.0004219625860160354,1.0971070528030396,,203.8712307,3000.0,1779643226.409644,,3740
313,,,,,203.9153921,3000.0,1779643226.4547584,1.2026207447052002,3740
314,,,,,204.3408248,3010.0,1779643226.8801885,1.164883017539978,3740
315,,,,,204.7673366,3020.0,1779643227.3062336,1.1457788944244385,3740
316,,,,,205.1970648,3030.0,1779643227.736235,1.1545109748840332,3740
317,,,,,205.6250354,3040.0,1779643228.1643991,1.1535260677337646,3740
318,,,,,206.0603791,3050.0,1779643228.599735,1.1707727909088135,3740
319,,,,,206.4859139,3060.0,1779643229.0247643,1.1909807920455933,3740
320,,,,,206.9137546,3070.0,1779643229.453119,1.1624085903167725,3740
321,,,,,207.341835,3080.0,1779643229.8804805,1.152974247932434,3740
322,,,,,207.7693416,3090.0,1779643230.3070152,1.1472684144973755,3740
323,,,,,208.1909879,3100.0,1779643230.7300465,1.184403657913208,3740
324,,,,,208.6223666,3110.0,1779643231.160986,1.1736481189727783,3740
325,,,,,209.0435797,3120.0,1779643231.5829453,1.1399024724960327,3740
326,,,,,209.4634263,3130.0,1779643232.0022063,1.2134146690368652,3740
327,,,,,209.891674,3140.0,1779643232.431036,1.1528630256652832,3740
328,,,,,210.318771,3150.0,1779643232.8578463,1.1204419136047363,3740
329,,,,,210.7450647,3160.0,1779643233.2844303,1.160693883895874,3740
330,,,,,211.1748192,3170.0,1779643233.7141848,1.1809136867523193,3740
331,,,,,211.6012244,3180.0,1779643234.1405883,1.1727653741836548,3740
332,,,,,212.0289324,3190.0,1779643234.5682967,1.1577773094177246,3740
333,,,,,212.4599043,3200.0,1779643234.999132,1.1538680791854858,3740
334,,,,,212.8904993,3210.0,1779643235.429866,1.166764497756958,3740
335,,,,,213.3214933,3220.0,1779643235.860859,1.1805921792984009,3740
336,,,,,213.748753,3230.0,1779643236.2879543,1.1636015176773071,3740
337,,,,,214.1746945,3240.0,1779643236.7145653,1.1334902048110962,3740
338,1.480698823928833,0.00035475231739709885,1.0719451904296875,,220.3829492,3250.0,1779643242.9221613,,3740
339,,,,,220.4309841,3250.0,1779643242.9702787,1.1386308670043945,3740
340,,,,,220.8496203,3260.0,1779643243.3888588,1.1447460651397705,3740
341,,,,,221.2897589,3270.0,1779643243.829125,1.1561572551727295,3740
342,,,,,221.7159669,3280.0,1779643244.2553275,1.1481510400772095,3740
343,,,,,222.1462458,3290.0,1779643244.6855934,1.1562371253967285,3740
344,,,,,222.5735918,3300.0,1779643245.112856,1.135520100593567,3740
345,,,,,223.0009135,3310.0,1779643245.5400739,1.1359729766845703,3740
346,,,,,223.4227981,3320.0,1779643245.962163,1.1626529693603516,3740
347,,,,,223.8472238,3330.0,1779643246.3865895,1.1142082214355469,3740
348,,,,,224.2847873,3340.0,1779643246.8241503,1.1089857816696167,3740
349,,,,,224.7163347,3350.0,1779643247.255699,1.1236542463302612,3740
350,,,,,225.1399548,3360.0,1779643247.6793194,1.1527786254882812,3740
351,,,,,225.5688764,3370.0,1779643248.1082435,1.1549514532089233,3740
352,,,,,225.9966986,3380.0,1779643248.536066,1.1261088848114014,3740
353,,,,,226.4171149,3390.0,1779643248.9564798,1.1367449760437012,3740
354,,,,,226.8523053,3400.0,1779643249.3915935,1.0953683853149414,3740
355,,,,,227.2758486,3410.0,1779643249.815214,1.1430248022079468,3740
356,,,,,227.702002,3420.0,1779643250.2413666,1.1459953784942627,3740
357,,,,,228.1382158,3430.0,1779643250.6775777,1.1485034227371216,3740
358,,,,,228.5645284,3440.0,1779643251.103187,1.1447951793670654,3740
359,,,,,228.9932809,3450.0,1779643251.5326457,1.1214978694915771,3740
360,,,,,229.4197338,3460.0,1779643251.9590952,1.1145981550216675,3740
361,,,,,229.8487035,3470.0,1779643252.3880458,1.1122941970825195,3740
362,,,,,230.2766219,3480.0,1779643252.8159878,1.1297425031661987,3740
363,,,,,230.6989793,3490.0,1779643253.2382097,1.1558067798614502,3740
364,1.4773560762405396,0.0002925475029450237,1.0461806058883667,,236.90709090000001,3500.0,1779643259.4459724,,3740
365,,,,,236.9517235,3500.0,1779643259.4910846,1.135611653327942,3740
366,,,,,237.3799638,3510.0,1779643259.9198346,1.1378858089447021,3740
