val/loss,_step,Sample Generation,lr,_timestamp,train/loss,train/step_loss,iter,_runtime,seed
,282,,,1779702853.6125555,,1.2231285572052002,2710.0,169.8408422,2026
,283,,,1779702854.013065,,1.1890162229537964,2720.0,170.2414943,2026
,284,,,1779702854.4105663,,1.1542361974716187,2730.0,170.6386595,2026
,285,,,1779702854.810467,,1.2211418151855469,2740.0,171.0385509,2026
1.4781619310379028,286,,0.0004924552772419723,1779702860.7609785,1.1296368837356567,,2750.0,176.9890731,2026
,287,,,1779702860.8038745,,1.194253921508789,2750.0,177.0319573,2026
,288,,,1779702861.2004597,,1.188617467880249,2760.0,177.4285458,2026
,289,,,1779702861.5953426,,1.1924262046813965,2770.0,177.8240909,2026
,290,,,1779702861.9918308,,1.198601245880127,2780.0,178.2203926,2026
,291,,,1779702862.3919215,,1.1942744255065918,2790.0,178.6206731,2026
,292,,,1779702862.7919354,,1.1967240571975708,2800.0,179.0201292,2026
,293,,,1779702863.1887472,,1.158483862876892,2810.0,179.4171054,2026
,294,,,1779702863.5854905,,1.211870789527893,2820.0,179.8135952,2026
,295,,,1779702863.9830482,,1.19129478931427,2830.0,180.2113883,2026
,296,,,1779702864.3819122,,1.2045934200286865,2840.0,180.609998,2026
,297,,,1779702864.7793515,,1.1880197525024414,2850.0,181.0084087,2026
,298,,,1779702865.1863565,,1.1584751605987549,2860.0,181.414551,2026
,299,,,1779702865.585613,,1.2054728269577026,2870.0,181.813698,2026
,300,,,1779702865.9846094,,1.1752761602401733,2880.0,182.2121882,2026
,301,,,1779702866.3819468,,1.1974048614501953,2890.0,182.6100644,2026
,302,,,1779702866.7893443,,1.2129366397857666,2900.0,183.0174292,2026
,303,,,1779702867.1874583,,1.141281008720398,2910.0,183.4155445,2026
,304,,,1779702867.5846682,,1.1738150119781494,2920.0,183.8127523,2026
,305,,,1779702867.981846,,1.181553602218628,2930.0,184.2100502,2026
,306,,,1779702868.3831356,,1.1674295663833618,2940.0,184.6118161,2026
,307,,,1779702868.7867594,,1.1929707527160645,2950.0,185.0148437,2026
,308,,,1779702869.1846428,,1.1795485019683838,2960.0,185.4128271,2026
,309,,,1779702869.5828419,,1.1916354894638062,2970.0,185.8109306,2026
,310,,,1779702869.9806457,,1.1661055088043213,2980.0,186.2087316,2026
,311,,,1779702870.3798952,,1.1667921543121338,2990.0,186.6079831,2026
1.4719523191452026,312,,0.0004219625860160354,1779702876.3488395,1.0995490550994873,,3000.0,192.5764183,2026
,313,,,1779702876.3914676,,1.164650797843933,3000.0,192.6195518,2026
,314,,,1779702876.788063,,1.1769243478775024,3010.0,193.0161498,2026
,315,,,1779702877.1859329,,1.2094976902008057,3020.0,193.4140188,2026
,316,,,1779702877.5866272,,1.1368552446365356,3030.0,193.8147128,2026
,317,,,1779702877.9876971,,1.2074397802352905,3040.0,194.2158425,2026
,318,,,1779702878.387841,,1.1715805530548096,3050.0,194.6159291,2026
,319,,,1779702878.784589,,1.1485668420791626,3060.0,195.0126941,2026
,320,,,1779702879.1830916,,1.1676397323608398,3070.0,195.4113647,2026
,321,,,1779702879.585647,,1.1523616313934326,3080.0,195.8137536,2026
,322,,,1779702879.9853241,,1.175964593887329,3090.0,196.2135787,2026
,323,,,1779702880.3859098,,1.1427419185638428,3100.0,196.6140006,2026
,324,,,1779702880.7889924,,1.1428552865982056,3110.0,197.0170767,2026
,325,,,1779702881.1882644,,1.1776143312454224,3120.0,197.4163499,2026
,326,,,1779702881.585487,,1.1652851104736328,3130.0,197.8135731,2026
,327,,,1779702881.9840174,,1.1398277282714844,3140.0,198.2121031,2026
,328,,,1779702882.3919842,,1.173904299736023,3150.0,198.6200691,2026
,329,,,1779702882.7892992,,1.197299838066101,3160.0,199.0173843,2026
,330,,,1779702883.1851509,,1.1770604848861694,3170.0,199.4132523,2026
,331,,,1779702883.583118,,1.1612077951431274,3180.0,199.8118447,2026
,332,,,1779702883.9806309,,1.138646125793457,3190.0,200.2093209,2026
,333,,,1779702884.3785648,,1.1299761533737183,3200.0,200.6067662,2026
,334,,,1779702884.7770114,,1.1651105880737305,3210.0,201.0050966,2026
,335,,,1779702885.1805854,,1.1494792699813843,3220.0,201.4086704,2026
,336,,,1779702885.5822132,,1.159104824066162,3230.0,201.8104143,2026
,337,,,1779702885.9820652,,1.1240448951721191,3240.0,202.2101498,2026
1.4806948900222778,338,,0.00035475231739709885,1779702891.9147475,1.0754432678222656,,3250.0,208.1429794,2026
,339,,,1779702891.9571106,,1.1419556140899658,3250.0,208.1858649,2026
,340,,,1779702892.3535142,,1.140262484550476,3260.0,208.5820907,2026
,341,,,1779702892.750397,,1.158172369003296,3270.0,208.9789323,2026
,342,,,1779702893.1496239,,1.162716269493103,3280.0,209.3777099,2026
,343,,,1779702893.5512025,,1.1265662908554077,3290.0,209.7792887,2026
,344,,,1779702893.9495256,,1.1207152605056763,3300.0,210.1778838,2026
,345,,,1779702894.3483505,,1.1325829029083252,3310.0,210.5763688,2026
,346,,,1779702894.7494657,,1.1416727304458618,3320.0,210.9778108,2026
,347,,,1779702895.156132,,1.18124258518219,3330.0,211.3842261,2026
,348,,,1779702895.55603,,1.1496773958206177,3340.0,211.7841149,2026
,349,,,1779702895.9541829,,1.1012557744979858,3350.0,212.1822677,2026
,350,,,1779702896.3544567,,1.1389821767807007,3360.0,212.5829072,2026
,351,,,1779702896.7606544,,1.1292550563812256,3370.0,212.9895722,2026
,352,,,1779702897.1600518,,1.1400355100631714,3380.0,213.3881376,2026
,353,,,1779702897.5562325,,1.15321683883667,3390.0,213.7843193,2026
,354,,,1779702897.9553354,,1.1607171297073364,3400.0,214.1834245,2026
,355,,,1779702898.3669581,,1.1088701486587524,3410.0,214.5953091,2026
,356,,,1779702898.7633107,,1.1491190195083618,3420.0,214.9915476,2026
,357,,,1779702899.1586714,,1.1497702598571777,3430.0,215.386756,2026
,358,,,1779702899.5609078,,1.127690315246582,3440.0,215.7890227,2026
,359,,,1779702899.9584954,,1.1166716814041138,3450.0,216.1865802,2026
,360,,,1779702900.355406,,1.085083246231079,3460.0,216.5836707,2026
,361,,,1779702900.7542236,,1.112034797668457,3470.0,216.9830382,2026
,362,,,1779702901.1565857,,1.123481035232544,3480.0,217.384671,2026
,363,,,1779702901.5562565,,1.1525189876556396,3490.0,217.7843418,2026
1.4794974327087402,364,,0.0002925475029450237,1779702907.467033,1.0516401529312134,,3500.0,223.6955723,2026
,365,,,1779702907.5107102,,1.1373134851455688,3500.0,223.7391616,2026
,366,,,1779702907.9079716,,1.1067631244659424,3510.0,224.1360567,2026
