train/loss,train/step_loss,iter,_step,_timestamp,Sample Generation,lr,val/loss,_runtime,seed
,1.4699205160140991,410.0,43,1779692948.5111883,,,,92.6851057,2026
,1.4846417903900146,420.0,44,1779692949.9339058,,,,94.1078216,2026
,1.5202349424362183,430.0,45,1779692951.3538723,,,,95.5277936,2026
,1.4560039043426514,440.0,46,1779692952.7755017,,,,96.9494176,2026
,1.45200514793396,450.0,47,1779692954.1980228,,,,98.3720797,2026
,1.4246478080749512,460.0,48,1779692955.6193519,,,,99.7935166,2026
,1.4730745553970337,470.0,49,1779692957.0416205,,,,101.2155957,2026
,1.4336951971054077,480.0,50,1779692958.463411,,,,102.6376322,2026
,1.4470208883285522,490.0,51,1779692959.8839822,,,,104.058069,2026
1.352278232574463,,500.0,52,1779692978.1287122,,0.0009852826883675631,1.5766098499298096,122.3026614,2026
,1.4248796701431274,500.0,53,1779692978.259658,,,,122.4336376,2026
,1.4210692644119263,510.0,54,1779692979.6103199,,,,123.7842363,2026
,1.431796669960022,520.0,55,1779692981.032385,,,,125.2066,2026
,1.3916407823562622,530.0,56,1779692982.4533718,,,,126.6273535,2026
,1.4063290357589722,540.0,57,1779692983.8736033,,,,128.0475246,2026
,1.3625718355178833,550.0,58,1779692985.295279,,,,129.4686893,2026
,1.3549014329910278,560.0,59,1779692986.7143471,,,,130.8882626,2026
,1.3603876829147339,570.0,60,1779692988.137017,,,,132.310946,2026
,1.3884012699127197,580.0,61,1779692989.5597775,,,,133.7337032,2026
,1.3936985731124878,590.0,62,1779692990.9807818,,,,135.1549848,2026
,1.3428646326065063,600.0,63,1779692992.404331,,,,136.5782456,2026
,1.366477608680725,610.0,64,1779692993.8272333,,,,138.0011496,2026
,1.3694109916687012,620.0,65,1779692995.247755,,,,139.4216732,2026
,1.3387196063995361,630.0,66,1779692996.6723413,,,,140.8463137,2026
,1.3503384590148926,640.0,67,1779692998.0949674,,,,142.2691863,2026
,1.3504647016525269,650.0,68,1779692999.5085115,,,,143.6824397,2026
,1.3536427021026611,660.0,69,1779693000.9107652,,,,145.0846816,2026
,1.3262560367584229,670.0,70,1779693002.305145,,,,146.4791228,2026
,1.293228030204773,680.0,71,1779693003.7032845,,,,147.8766948,2026
,1.347130298614502,690.0,72,1779693005.101884,,,,149.2758306,2026
,1.3590612411499023,700.0,73,1779693006.4456234,,,,150.6195485,2026
,1.3347971439361572,710.0,74,1779693007.7701614,,,,151.9440884,2026
,1.333601713180542,720.0,75,1779693009.094206,,,,153.268128,2026
,1.2870234251022339,730.0,76,1779693010.4256737,,,,154.5996068,2026
,1.328084945678711,740.0,77,1779693011.763894,,,,155.9373042,2026
1.2526211738586426,,750.0,78,1779693029.9723027,,0.0009614856803571157,1.5199801921844482,174.1462239,2026
,1.3107644319534302,750.0,79,1779693030.1128483,,,,174.2870329,2026
,1.2952051162719727,760.0,80,1779693031.4737744,,,,175.6476974,2026
,1.3203235864639282,770.0,81,1779693032.8336413,,,,177.0076309,2026
,1.302024245262146,780.0,82,1779693034.1919892,,,,178.3659095,2026
,1.2939743995666504,790.0,83,1779693035.5499318,,,,179.7239814,2026
,1.3499763011932373,800.0,84,1779693036.9082153,,,,181.0821315,2026
,1.3037457466125488,810.0,85,1779693038.2738993,,,,182.4478217,2026
,1.32382333278656,820.0,86,1779693039.6962492,,,,183.8701709,2026
,1.3298768997192383,830.0,87,1779693041.1178248,,,,185.2917537,2026
,1.294111728668213,840.0,88,1779693042.5380678,,,,186.7120644,2026
,1.2871596813201904,850.0,89,1779693043.9597743,,,,188.1337916,2026
,1.2928284406661987,860.0,90,1779693045.3795924,,,,189.5536202,2026
,1.3182443380355835,870.0,91,1779693046.801086,,,,190.9750074,2026
,1.300026297569275,880.0,92,1779693048.218942,,,,192.3929146,2026
,1.2602862119674683,890.0,93,1779693049.594631,,,,193.7693901,2026
,1.248363733291626,900.0,94,1779693050.9940262,,,,195.1681032,2026
,1.2914083003997803,910.0,95,1779693052.4140754,,,,196.5879977,2026
,1.2452378273010254,920.0,96,1779693053.8354402,,,,198.0093592,2026
,1.2914408445358276,930.0,97,1779693055.2580774,,,,199.4319929,2026
,1.2550880908966064,940.0,98,1779693056.677633,,,,200.8510432,2026
,1.2787052392959595,950.0,99,1779693058.100225,,,,202.2741613,2026
,1.2784360647201538,960.0,100,1779693059.519967,,,,203.6938837,2026
,1.2659671306610107,970.0,101,1779693060.9337387,,,,205.1076546,2026
,1.2169042825698853,980.0,102,1779693062.3211722,,,,206.4950925,2026
,1.2762376070022583,990.0,103,1779693063.7094219,,,,207.8833366,2026
1.184741497039795,,1000.0,104,1779693081.5928116,,0.0009271396472013282,1.4871282577514648,225.766746,2026
,1.284144401550293,1000.0,105,1779693081.723356,,,,225.89728,2026
,1.2098478078842163,1010.0,106,1779693083.0029454,,,,227.1763558,2026
,1.2258992195129395,1020.0,107,1779693084.290124,,,,228.4640719,2026
,1.2467381954193115,1030.0,108,1779693085.6509602,,,,229.8248778,2026
,1.2520017623901367,1040.0,109,1779693087.0144036,,,,231.1883252,2026
,1.2200555801391602,1050.0,110,1779693088.396398,,,,232.5703391,2026
,1.2569749355316162,1060.0,111,1779693089.7825124,,,,233.9559225,2026
,1.237715482711792,1070.0,112,1779693091.1693254,,,,235.3432422,2026
,1.233749508857727,1080.0,113,1779693092.5759969,,,,236.7502152,2026
,1.219774603843689,1090.0,114,1779693093.9990437,,,,238.1729646,2026
,1.266251564025879,1100.0,115,1779693095.4189,,,,239.5930251,2026
,1.2322880029678345,1110.0,116,1779693096.8419614,,,,241.0161613,2026
,1.2117016315460205,1120.0,117,1779693098.2666433,,,,242.4405635,2026
,1.1889188289642334,1130.0,118,1779693099.6860545,,,,243.8599715,2026
,1.2024959325790405,1140.0,119,1779693101.1089737,,,,245.2823839,2026
,1.2107874155044556,1150.0,120,1779693102.5297127,,,,246.7042093,2026
,1.1924822330474854,1160.0,121,1779693103.9494681,,,,248.1235247,2026
,1.22785222530365,1170.0,122,1779693105.3720095,,,,249.5459519,2026
,1.1919214725494385,1180.0,123,1779693106.7896805,,,,250.9636034,2026
,1.2066431045532227,1190.0,124,1779693108.2126405,,,,252.3875643,2026
,1.1806893348693848,1200.0,125,1779693109.6352272,,,,253.8091765,2026
,1.1882344484329224,1210.0,126,1779693111.055573,,,,255.2294881,2026
,1.1698274612426758,1220.0,127,1779693112.4773889,,,,256.6513087,2026
,1.1881790161132812,1230.0,128,1779693113.871514,,,,258.045431,2026
,1.1866004467010498,1240.0,129,1779693115.2278047,,,,259.4017216,2026
1.1220399141311646,,1250.0,130,1779693133.1085188,,0.000883125098683892,1.4744207859039307,277.2824396,2026
,1.1962342262268066,1250.0,131,1779693133.2426157,,,,277.4165362,2026
,1.224260926246643,1260.0,132,1779693134.5737786,,,,278.7477008,2026
,1.1986106634140015,1270.0,133,1779693135.9285624,,,,280.1024804,2026
,1.1756669282913208,1280.0,134,1779693137.2822177,,,,281.4561399,2026
,1.1908419132232666,1290.0,135,1779693138.6383803,,,,282.8122964,2026
,1.1767421960830688,1300.0,136,1779693139.9929123,,,,284.1668327,2026
,1.2140156030654907,1310.0,137,1779693141.3477738,,,,285.5216966,2026
,1.1873655319213867,1320.0,138,1779693142.7032475,,,,286.8772845,2026
,1.1595674753189087,1330.0,139,1779693144.0572214,,,,288.2316689,2026
,1.149674415588379,1340.0,140,1779693145.4733248,,,,289.6472474,2026
,1.2116390466690063,1350.0,141,1779693146.8902464,,,,291.0644023,2026
,1.161418080329895,1360.0,142,1779693148.3116257,,,,292.4857256,2026
,1.171059489250183,1370.0,143,1779693149.727651,,,,293.9022226,2026
,1.1693748235702515,1380.0,144,1779693151.1373348,,,,295.3112565,2026
,1.1959624290466309,1390.0,145,1779693152.4857204,,,,296.659821,2026
,1.1594743728637695,1400.0,146,1779693153.8387954,,,,298.0129073,2026
,1.174458622932434,1410.0,147,1779693155.1862397,,,,299.3601643,2026
,1.1561295986175537,1420.0,148,1779693156.5328557,,,,300.7067742,2026
,1.151273488998413,1430.0,149,1779693157.8847082,,,,302.0586714,2026
,1.1253037452697754,1440.0,150,1779693159.307035,,,,303.4809933,2026
,1.1578363180160522,1450.0,151,1779693160.7271764,,,,304.9011006,2026
,1.171737551689148,1460.0,152,1779693162.1502872,,,,306.3242099,2026
,1.1402796506881714,1470.0,153,1779693163.5733154,,,,307.7473648,2026
,1.1480897665023804,1480.0,154,1779693164.9925263,,,,309.1664416,2026
,1.169960379600525,1490.0,155,1779693166.4152997,,,,310.5892222,2026
1.071881890296936,,1500.0,156,1779693184.4128156,,0.0008305704108364302,1.4864839315414429,328.5871239,2026
,1.1696171760559082,1500.0,157,1779693184.5460038,,,,328.7200954,2026
,1.1265661716461182,1510.0,158,1779693185.8642793,,,,330.0383008,2026
,1.155051827430725,1520.0,159,1779693187.2471604,,,,331.4205704,2026
,1.1302895545959473,1530.0,160,1779693188.6242244,,,,332.7981796,2026
,1.14734947681427,1540.0,161,1779693189.9965956,,,,334.1706801,2026
,1.1269932985305786,1550.0,162,1779693191.374792,,,,335.5490431,2026
,1.1363773345947266,1560.0,163,1779693192.752242,,,,336.926156,2026
,1.1201868057250977,1570.0,164,1779693194.1305244,,,,338.3047852,2026
,1.1389824151992798,1580.0,165,1779693195.5064838,,,,339.6803998,2026
,1.1451629400253296,1590.0,166,1779693196.8825612,,,,341.0564829,2026
,1.1446057558059692,1600.0,167,1779693198.25848,,,,342.4323962,2026
,1.1191779375076294,1610.0,168,1779693199.6340814,,,,343.8081617,2026
,1.1487705707550049,1620.0,169,1779693201.015161,,,,345.1891075,2026
,1.167541742324829,1630.0,170,1779693202.3905368,,,,346.5648555,2026
,1.140824317932129,1640.0,171,1779693203.7673275,,,,347.9412568,2026
,1.1067715883255005,1650.0,172,1779693205.1432996,,,,349.3175304,2026
,1.1109637022018433,1660.0,173,1779693206.5204592,,,,350.694383,2026
,1.1213611364364624,1670.0,174,1779693207.8950667,,,,352.0695346,2026
,1.1059093475341797,1680.0,175,1779693209.2688458,,,,353.4427736,2026
,1.1309281587600708,1690.0,176,1779693210.648024,,,,354.822204,2026
,1.1216843128204346,1700.0,177,1779693212.022166,,,,356.1960902,2026
,1.1052552461624146,1710.0,178,1779693213.3959703,,,,357.5698904,2026
,1.1435127258300781,1720.0,179,1779693214.7715085,,,,358.9456885,2026
,1.119359016418457,1730.0,180,1779693216.0991166,,,,360.2731626,2026
,1.0909554958343506,1740.0,181,1779693217.397794,,,,361.5717528,2026
1.0235294103622437,,1750.0,182,1779693235.259955,,0.0007708228984017721,1.4725019931793213,379.4340132,2026
,1.0894352197647095,1750.0,183,1779693235.3921118,,,,379.5663281,2026
,1.11482834815979,1760.0,184,1779693236.6934588,,,,380.8674239,2026
,1.1494476795196533,1770.0,185,1779693238.0659342,,,,382.23985,2026
,1.0891852378845215,1780.0,186,1779693239.4417112,,,,383.6159766,2026
,1.1159052848815918,1790.0,187,1779693240.8160052,,,,384.9902385,2026
,1.092215895652771,1800.0,188,1779693242.2051609,,,,386.37903,2026
,1.1221253871917725,1810.0,189,1779693243.610748,,,,387.7847089,2026
,1.0928575992584229,1820.0,190,1779693245.0167687,,,,389.1906914,2026
,1.0882691144943237,1830.0,191,1779693246.4240787,,,,390.5980211,2026
,1.1089262962341309,1840.0,192,1779693247.8313353,,,,392.0047455,2026
,1.0821869373321533,1850.0,193,1779693249.2363808,,,,393.4105628,2026
,1.0869344472885132,1860.0,194,1779693250.641289,,,,394.8156786,2026
,1.118806004524231,1870.0,195,1779693252.0454302,,,,396.2194043,2026
,1.095523476600647,1880.0,196,1779693253.4448497,,,,397.6187667,2026
,1.1085376739501953,1890.0,197,1779693254.8533728,,,,399.0274932,2026
,1.077451467514038,1900.0,198,1779693256.190711,,,,400.3646276,2026
,1.07516610622406,1910.0,199,1779693257.5218637,,,,401.6958062,2026
,1.1105010509490967,1920.0,200,1779693258.8542054,,,,403.0281225,2026
,1.09064781665802,1930.0,201,1779693260.1827304,,,,404.3566537,2026
,1.095238447189331,1940.0,202,1779693261.5129354,,,,405.6869645,2026
,1.0795361995697021,1950.0,203,1779693262.8424752,,,,407.0164616,2026
,1.0936225652694702,1960.0,204,1779693264.244391,,,,408.4185427,2026
,1.0567294359207153,1970.0,205,1779693265.664785,,,,409.8388646,2026
,1.0736079216003418,1980.0,206,1779693267.087393,,,,411.26231,2026
,1.091342806816101,1990.0,207,1779693268.5084567,,,,412.6823726,2026
0.9696106910705566,,2000.0,208,1779693286.5096023,,0.0007054142744895884,1.487856388092041,430.683523,2026
,1.09477698802948,2000.0,209,1779693286.6409037,,,,430.8150732,2026
,1.0628129243850708,2010.0,210,1779693287.9796503,,,,432.1535676,2026
,1.0630096197128296,2020.0,211,1779693289.3509479,,,,433.524865,2026
,1.0624481439590454,2030.0,212,1779693290.7512424,,,,434.9251594,2026
,1.064568281173706,2040.0,213,1779693292.1708846,,,,436.3442947,2026
,1.0530428886413574,2050.0,214,1779693293.5925148,,,,437.7664305,2026
,1.0576138496398926,2060.0,215,1779693295.0122437,,,,439.1862969,2026
,1.072495698928833,2070.0,216,1779693296.435776,,,,440.6097029,2026
,1.0868440866470337,2080.0,217,1779693297.8584177,,,,442.0323287,2026
,1.068073034286499,2090.0,218,1779693299.2783594,,,,443.4525254,2026
,1.0756676197052002,2100.0,219,1779693300.7006123,,,,444.8755286,2026
,1.0771112442016602,2110.0,220,1779693302.124484,,,,446.298409,2026
,1.0544581413269043,2120.0,221,1779693303.5454185,,,,447.7193349,2026
,1.0545289516448975,2130.0,222,1779693304.9658751,,,,449.1392853,2026
,1.0282669067382812,2140.0,223,1779693306.3800244,,,,450.5544222,2026
,1.034545660018921,2150.0,224,1779693307.7975907,,,,451.9715094,2026
,1.0905673503875732,2160.0,225,1779693309.2126887,,,,453.3860989,2026
,1.060912847518921,2170.0,226,1779693310.6306386,,,,454.8046511,2026
,1.0165284872055054,2180.0,227,1779693312.0471854,,,,456.2211082,2026
,1.0382217168807983,2190.0,228,1779693313.4686332,,,,457.6425938,2026
,1.0296655893325806,2200.0,229,1779693314.8881204,,,,459.062213,2026
,1.0338927507400513,2210.0,230,1779693316.3094137,,,,460.484066,2026
,1.0124433040618896,2220.0,231,1779693317.7174485,,,,461.8913706,2026
,1.0662915706634521,2230.0,232,1779693319.0425906,,,,463.2165072,2026
,1.0435954332351685,2240.0,233,1779693320.3557115,,,,464.5306357,2026
0.9257080554962158,,2250.0,234,1779693338.1520903,,0.0006360213829156177,1.5061273574829102,482.3260533,2026
,1.0244027376174927,2250.0,235,1779693338.2820783,,,,482.4570295,2026
,1.0221138000488281,2260.0,236,1779693339.5710292,,,,483.744946,2026
,1.0070796012878418,2270.0,237,1779693340.885633,,,,485.0606757,2026
,1.0163078308105469,2280.0,238,1779693342.2685823,,,,486.4425082,2026
,1.0335612297058105,2290.0,239,1779693343.6521873,,,,487.8262395,2026
,1.0290265083312988,2300.0,240,1779693345.0373564,,,,489.2115123,2026
,1.0457042455673218,2310.0,241,1779693346.4429028,,,,490.6168272,2026
,1.0397639274597168,2320.0,242,1779693347.8655634,,,,492.0395574,2026
,1.0489282608032227,2330.0,243,1779693349.285714,,,,493.4596311,2026
,1.0034396648406982,2340.0,244,1779693350.707476,,,,494.8813983,2026
,1.0481408834457397,2350.0,245,1779693352.130059,,,,496.3037973,2026
,1.0287656784057617,2360.0,246,1779693353.5490396,,,,497.722955,2026
,1.007692813873291,2370.0,247,1779693354.971468,,,,499.1453843,2026
,1.0243133306503296,2380.0,248,1779693356.3896227,,,,500.5635486,2026
,1.0166724920272827,2390.0,249,1779693357.8093803,,,,501.9833666,2026
,0.9976449608802795,2400.0,250,1779693359.231351,,,,503.4052732,2026
,1.0132848024368286,2410.0,251,1779693360.5995657,,,,504.7734876,2026
,1.0336294174194336,2420.0,252,1779693361.9620585,,,,506.13599,2026
,1.024640679359436,2430.0,253,1779693363.3273892,,,,507.5014218,2026
,1.0403213500976562,2440.0,254,1779693364.663566,,,,508.8375192,2026
,0.9972879886627197,2450.0,255,1779693365.9604115,,,,510.1338219,2026
,1.0240182876586914,2460.0,256,1779693367.229986,,,,511.4039032,2026
,0.9795133471488953,2470.0,257,1779693368.5032873,,,,512.6772757,2026
,1.018028974533081,2480.0,258,1779693369.8510315,,,,514.0249487,2026
,0.9888333678245544,2490.0,259,1779693371.208808,,,,515.383357,2026
0.8718518614768982,,2500.0,260,1779693389.1927736,,0.000564423209907245,1.5223400592803955,533.3675218,2026
,0.9998352527618408,2500.0,261,1779693389.3244803,,,,533.4988573,2026
,0.9835008978843689,2510.0,262,1779693390.605153,,,,534.7790739,2026
,1.004915475845337,2520.0,263,1779693392.0178187,,,,536.1919522,2026
,1.0106534957885742,2530.0,264,1779693393.4430785,,,,537.6164887,2026
,0.9965012669563293,2540.0,265,1779693394.8623753,,,,539.0363023,2026
,0.9699605107307434,2550.0,266,1779693396.283185,,,,540.457101,2026
,0.9978060126304626,2560.0,267,1779693397.7060275,,,,541.8800186,2026
,0.9757329225540161,2570.0,268,1779693399.1263466,,,,543.3002698,2026
,0.9967338442802429,2580.0,269,1779693400.5476754,,,,544.7225403,2026
,0.9987334609031677,2590.0,270,1779693401.9698,,,,546.1437205,2026
,0.979017436504364,2600.0,271,1779693403.3880186,,,,547.5619679,2026
,0.9725217819213867,2610.0,272,1779693404.8100808,,,,548.9834909,2026
,0.9805830717086792,2620.0,273,1779693406.228683,,,,550.4025993,2026
,0.9700894951820374,2630.0,274,1779693407.6499393,,,,551.8238841,2026
,0.9858877062797546,2640.0,275,1779693409.0728734,,,,553.2470645,2026
,0.9842211604118347,2650.0,276,1779693410.4935052,,,,554.6674277,2026
,0.9833887219429016,2660.0,277,1779693411.9135623,,,,556.0874793,2026
,0.9658887982368469,2670.0,278,1779693413.335071,,,,557.5089973,2026
,0.9873091578483582,2680.0,279,1779693414.7353837,,,,558.9100293,2026
,0.9726850390434265,2690.0,280,1779693416.0928202,,,,560.2667379,2026
,0.9868198037147522,2700.0,281,1779693417.4542713,,,,561.6283358,2026
,0.9602998495101929,2710.0,282,1779693418.8140671,,,,562.9879833,2026
,0.9700058102607727,2720.0,283,1779693420.1129124,,,,564.2872357,2026
,0.9540326595306396,2730.0,284,1779693421.3982716,,,,565.572439,2026
,0.9683052897453308,2740.0,285,1779693422.684289,,,,566.8583067,2026
0.824795663356781,,2750.0,286,1779693440.5909772,,0.0004924552772419723,1.5441687107086182,584.76512,2026
,0.9678677320480347,2750.0,287,1779693440.722218,,,,584.8961408,2026
,0.9491268992424011,2760.0,288,1779693441.983715,,,,586.1576331,2026
,0.9555721879005432,2770.0,289,1779693443.3754814,,,,587.549401,2026
,0.9798517823219299,2780.0,290,1779693444.7809327,,,,588.9548614,2026
,0.9615846276283264,2790.0,291,1779693446.1868305,,,,590.3607326,2026
,0.9457044005393982,2800.0,292,1779693447.5921822,,,,591.7660985,2026
,0.9180252552032471,2810.0,293,1779693448.9955194,,,,593.1695395,2026
,0.9585935473442078,2820.0,294,1779693450.4008336,,,,594.5749206,2026
,0.948333740234375,2830.0,295,1779693451.8066826,,,,595.9806087,2026
,0.9211957454681396,2840.0,296,1779693453.1898766,,,,597.363896,2026
,0.9486221075057983,2850.0,297,1779693454.5193427,,,,598.6932676,2026
,0.9326992630958557,2860.0,298,1779693455.850769,,,,600.0246905,2026
,0.9291306734085083,2870.0,299,1779693457.1830387,,,,601.3576177,2026
,0.937964141368866,2880.0,300,1779693458.5147798,,,,602.6889441,2026
,0.9633098840713501,2890.0,301,1779693459.888373,,,,604.0631073,2026
,0.9273274540901184,2900.0,302,1779693461.2700567,,,,605.4440865,2026
,0.925529956817627,2910.0,303,1779693462.6549585,,,,606.8288804,2026
,0.9464828968048096,2920.0,304,1779693464.0353217,,,,608.2097978,2026
,0.9477211236953735,2930.0,305,1779693465.4188821,,,,609.5928101,2026
,0.9268032908439636,2940.0,306,1779693466.6974347,,,,610.8714399,2026
,0.9193174839019775,2950.0,307,1779693467.9893136,,,,612.1632683,2026
,0.9268637895584106,2960.0,308,1779693469.3101993,,,,613.4843783,2026
,0.9218515157699585,2970.0,309,1779693470.6300962,,,,614.804019,2026
,0.9146753549575806,2980.0,310,1779693471.952502,,,,616.1264781,2026
,0.9275683164596558,2990.0,311,1779693473.2732177,,,,617.4474872,2026
0.7772212028503418,,3000.0,312,1779693491.231357,,0.0004219625860160354,1.5833849906921387,635.4058698,2026
,0.9263175129890442,3000.0,313,1779693491.36447,,,,635.5383889,2026
,0.9245063066482544,3010.0,314,1779693492.6278858,,,,636.8018031,2026
,0.9350067377090454,3020.0,315,1779693493.9209328,,,,638.094343,2026
,0.9330360293388367,3030.0,316,1779693495.3286037,,,,639.5025315,2026
,0.9397265911102295,3040.0,317,1779693496.751279,,,,640.9251991,2026
,0.9156590700149536,3050.0,318,1779693498.1705868,,,,642.3449508,2026
,0.9243690967559814,3060.0,319,1779693499.5932078,,,,643.7674015,2026
,0.9188156127929688,3070.0,320,1779693501.0173814,,,,645.1917156,2026
,0.905619740486145,3080.0,321,1779693502.439081,,,,646.6130025,2026
,0.9160049557685852,3090.0,322,1779693503.858896,,,,648.0328183,2026
,0.9168813824653625,3100.0,323,1779693505.280409,,,,649.4543265,2026
,0.9080268144607544,3110.0,324,1779693506.7003274,,,,650.8748339,2026
,0.8945319652557373,3120.0,325,1779693508.1239107,,,,652.2978321,2026
,0.8949241638183594,3130.0,326,1779693509.543978,,,,653.7180304,2026
,0.9447476863861084,3140.0,327,1779693510.9653213,,,,655.1392396,2026
,0.8834980130195618,3150.0,328,1779693512.386188,,,,656.5601452,2026
,0.8996197581291199,3160.0,329,1779693513.8061843,,,,657.9801029,2026
,0.878520667552948,3170.0,330,1779693515.2296405,,,,659.4035626,2026
,0.8996418118476868,3180.0,331,1779693516.6513193,,,,660.8252376,2026
,0.8724114298820496,3190.0,332,1779693518.046483,,,,662.2209604,2026
,0.8875619173049927,3200.0,333,1779693519.3635297,,,,663.537455,2026
,0.884981632232666,3210.0,334,1779693520.6396148,,,,664.8135676,2026
,0.897504985332489,3220.0,335,1779693521.9237678,,,,666.0979916,2026
,0.8958687782287598,3230.0,336,1779693523.2658122,,,,667.439729,2026
,0.9187970161437988,3240.0,337,1779693524.6054347,,,,668.7793559,2026
0.7381488084793091,,3250.0,338,1779693542.4969907,,0.00035475231739709885,1.5993572473526,686.6709126,2026
,0.9016336798667908,3250.0,339,1779693542.627784,,,,686.8017352,2026
,0.8792180418968201,3260.0,340,1779693543.8972554,,,,688.071183,2026
,0.9110617637634277,3270.0,341,1779693545.3177676,,,,689.4916929,2026
,0.8901142477989197,3280.0,342,1779693546.739669,,,,690.9134076,2026
,0.907385528087616,3290.0,343,1779693548.1617048,,,,692.3360038,2026
,0.9047240018844604,3300.0,344,1779693549.5862439,,,,693.7601662,2026
,0.8944844007492065,3310.0,345,1779693551.0082138,,,,695.1822685,2026
,0.8903073668479919,3320.0,346,1779693552.4294813,,,,696.6033987,2026
,0.885334312915802,3330.0,347,1779693553.8518453,,,,698.0257685,2026
,0.8814230561256409,3340.0,348,1779693555.2675457,,,,699.4414957,2026
,0.8885887861251831,3350.0,349,1779693556.684289,,,,700.8582103,2026
,0.8946475982666016,3360.0,350,1779693558.097495,,,,702.2715929,2026
,0.8719096779823303,3370.0,351,1779693559.4718971,,,,703.6458142,2026
,0.8856748938560486,3380.0,352,1779693560.818239,,,,704.9921558,2026
,0.8646692633628845,3390.0,353,1779693562.1626525,,,,706.3366186,2026
,0.9082887768745422,3400.0,354,1779693563.5082324,,,,707.6821506,2026
,0.8737096786499023,3410.0,355,1779693564.8559575,,,,709.0303589,2026
,0.8794310092926025,3420.0,356,1779693566.2027652,,,,710.3766813,2026
,0.852165162563324,3430.0,357,1779693567.5502293,,,,711.7241525,2026
,0.8984275460243225,3440.0,358,1779693568.8915944,,,,713.0655216,2026
,0.85365229845047,3450.0,359,1779693570.2395492,,,,714.4129593,2026
,0.8647912740707397,3460.0,360,1779693571.5858462,,,,715.7597728,2026
,0.8783503770828247,3470.0,361,1779693572.930753,,,,717.1049459,2026
,0.8445233106613159,3480.0,362,1779693574.2751389,,,,718.4490615,2026
,0.8940979838371277,3490.0,363,1779693575.6708126,,,,719.8447291,2026
0.6956226825714111,,3500.0,364,1779693593.7753978,,0.0002925475029450237,1.6279881000518799,737.9493183,2026
,0.8708713054656982,3500.0,365,1779693593.9055517,,,,738.0794742,2026
,0.8580729961395264,3510.0,366,1779693595.1726315,,,,739.3467856,2026
