iter,_step,train/loss,train/step_loss,lr,val/loss,_runtime,Sample Generation,_timestamp,seed
400.0,42,,1.7527499198913574,,,58.1868067,,1779701392.8969216,2026
410.0,43,,1.7178754806518555,,,59.0551547,,1779701393.7651653,2026
420.0,44,,1.7003543376922607,,,59.9251315,,1779701394.6352491,2026
430.0,45,,1.7243551015853882,,,60.7924424,,1779701395.5025587,2026
440.0,46,,1.6863458156585693,,,61.6606539,,1779701396.3707445,2026
450.0,47,,1.6647878885269165,,,62.5297505,,1779701397.2398689,2026
460.0,48,,1.6707987785339355,,,63.3994707,,1779701398.1085992,2026
470.0,49,,1.633682131767273,,,64.2693329,,1779701398.9794497,2026
480.0,50,,1.6582162380218506,,,65.1391074,,1779701399.8490088,2026
490.0,51,,1.593423843383789,,,66.0064306,,1779701400.7159827,2026
500.0,52,1.5339837074279785,,0.0009852826883675631,1.7232693433761597,78.126975,,1779701412.8368454,2026
500.0,53,,1.602017879486084,,,78.2187016,,1779701412.9285078,2026
510.0,54,,1.631238579750061,,,79.0868825,,1779701413.796997,2026
520.0,55,,1.5582321882247925,,,79.9558358,,1779701414.6650574,2026
530.0,56,,1.5494425296783447,,,80.8252216,,1779701415.535338,2026
540.0,57,,1.5568639039993286,,,81.6948018,,1779701416.404918,2026
550.0,58,,1.5808894634246826,,,82.5621258,,1779701417.2722416,2026
560.0,59,,1.5312211513519287,,,83.4311229,,1779701418.140971,2026
570.0,60,,1.515215516090393,,,84.2974377,,1779701419.0075529,2026
580.0,61,,1.5453450679779053,,,85.1666936,,1779701419.8763673,2026
590.0,62,,1.5515737533569336,,,86.0349319,,1779701420.7450473,2026
600.0,63,,1.5237748622894287,,,86.9049059,,1779701421.6148264,2026
610.0,64,,1.520372748374939,,,87.7745398,,1779701422.4844055,2026
620.0,65,,1.542608618736267,,,88.6449014,,1779701423.3550167,2026
630.0,66,,1.5099148750305176,,,89.5134971,,1779701424.223613,2026
640.0,67,,1.4865500926971436,,,90.382972,,1779701425.0928092,2026
650.0,68,,1.4787966012954712,,,91.2519506,,1779701425.962068,2026
660.0,69,,1.488057017326355,,,92.122741,,1779701426.8328545,2026
670.0,70,,1.4809571504592896,,,92.9927281,,1779701427.702844,2026
680.0,71,,1.4612526893615723,,,93.8613135,,1779701428.571176,2026
690.0,72,,1.4479819536209106,,,94.7289849,,1779701429.4382155,2026
700.0,73,,1.4475213289260864,,,95.5983356,,1779701430.3084493,2026
710.0,74,,1.4404900074005127,,,96.4665102,,1779701431.1766202,2026
720.0,75,,1.4566826820373535,,,97.3328269,,1779701432.042939,2026
730.0,76,,1.4184329509735107,,,98.2036247,,1779701432.9127345,2026
740.0,77,,1.3990955352783203,,,99.0732736,,1779701433.783896,2026
750.0,78,1.3563475608825684,,0.0009614856803571157,1.5834295749664307,111.2376632,,1779701445.9472837,2026
750.0,79,,1.4477884769439697,,,111.3291257,,1779701446.0392442,2026
760.0,80,,1.4063767194747925,,,112.2165254,,1779701446.9264696,2026
770.0,81,,1.4126616716384888,,,113.1147867,,1779701447.8247397,2026
780.0,82,,1.4279117584228516,,,113.9996141,,1779701448.7096608,2026
790.0,83,,1.3849583864212036,,,114.9013917,,1779701449.6109922,2026
800.0,84,,1.3890230655670166,,,115.7838512,,1779701450.4936762,2026
810.0,85,,1.3795719146728516,,,116.6616451,,1779701451.3717613,2026
820.0,86,,1.4225499629974365,,,117.541578,,1779701452.2516947,2026
830.0,87,,1.3896024227142334,,,118.419296,,1779701453.1293972,2026
840.0,88,,1.369115948677063,,,119.2976801,,1779701454.006959,2026
850.0,89,,1.3786545991897583,,,120.1780027,,1779701454.8881116,2026
860.0,90,,1.4010004997253418,,,121.056676,,1779701455.7667925,2026
870.0,91,,1.4016919136047363,,,121.9354308,,1779701456.6455233,2026
880.0,92,,1.3696762323379517,,,122.8146961,,1779701457.5248117,2026
890.0,93,,1.3808585405349731,,,123.6941298,,1779701458.4041414,2026
900.0,94,,1.3915538787841797,,,124.5739019,,1779701459.2839448,2026
910.0,95,,1.3417305946350098,,,125.4518071,,1779701460.1610954,2026
920.0,96,,1.3580514192581177,,,126.328418,,1779701461.0380569,2026
930.0,97,,1.3638694286346436,,,127.2090837,,1779701461.9192004,2026
940.0,98,,1.3349896669387817,,,128.0873693,,1779701462.7974882,2026
950.0,99,,1.3483572006225586,,,128.9666242,,1779701463.6767375,2026
960.0,100,,1.3906372785568237,,,129.8463977,,1779701464.5565143,2026
970.0,101,,1.3129682540893555,,,130.7252348,,1779701465.4347837,2026
980.0,102,,1.3297325372695923,,,131.6071179,,1779701466.3169844,2026
990.0,103,,1.3666905164718628,,,132.4874009,,1779701467.1973236,2026
1000.0,104,1.2691882848739624,,0.0009271396472013282,1.5127122402191162,144.8936614,,1779701479.6037793,2026
1000.0,105,,1.3289750814437866,,,144.9881277,,1779701479.6982453,2026
1010.0,106,,1.3482040166854858,,,145.8751025,,1779701480.5850782,2026
1020.0,107,,1.3513301610946655,,,146.7703237,,1779701481.4803786,2026
1030.0,108,,1.3009932041168213,,,147.6610181,,1779701482.3705523,2026
1040.0,109,,1.3269833326339722,,,148.5589959,,1779701483.2691107,2026
1050.0,110,,1.34717857837677,,,149.4849959,,1779701484.1952503,2026
1060.0,111,,1.3283611536026,,,150.3854848,,1779701485.0949206,2026
1070.0,112,,1.2984607219696045,,,151.2694232,,1779701485.979535,2026
1080.0,113,,1.3362480401992798,,,152.1556527,,1779701486.865771,2026
1090.0,114,,1.3188213109970093,,,153.0421013,,1779701487.752218,2026
1100.0,115,,1.3246418237686157,,,153.9248336,,1779701488.6349485,2026
1110.0,116,,1.3253742456436157,,,154.810896,,1779701489.520896,2026
1120.0,117,,1.3048031330108643,,,155.6964324,,1779701490.4065442,2026
1130.0,118,,1.3192980289459229,,,156.5815563,,1779701491.291672,2026
1140.0,119,,1.283558964729309,,,157.4660148,,1779701492.1761298,2026
1150.0,120,,1.3173999786376953,,,158.3528199,,1779701493.0628521,2026
1160.0,121,,1.2805275917053223,,,159.2355633,,1779701493.94568,2026
1170.0,122,,1.260806918144226,,,160.1210407,,1779701494.8310359,2026
1180.0,123,,1.3106878995895386,,,161.0080229,,1779701495.7181382,2026
1190.0,124,,1.2915641069412231,,,161.8924605,,1779701496.602577,2026
1200.0,125,,1.2665636539459229,,,162.7801675,,1779701497.4902837,2026
1210.0,126,,1.289523720741272,,,163.6637555,,1779701498.3738747,2026
1220.0,127,,1.2729734182357788,,,164.5497298,,1779701499.259845,2026
1230.0,128,,1.3085832595825195,,,165.4338297,,1779701500.1429477,2026
1240.0,129,,1.227982759475708,,,166.3189406,,1779701501.028896,2026
1250.0,130,1.204697847366333,,0.000883125098683892,1.4954066276550293,178.6197306,,1779701513.3294194,2026
1250.0,131,,1.2756140232086182,,,178.7125352,,1779701513.422653,2026
1260.0,132,,1.2692705392837524,,,179.5966355,,1779701514.3066993,2026
1270.0,133,,1.2438316345214844,,,180.4831947,,1779701515.1925106,2026
1280.0,134,,1.3005554676055908,,,181.3667185,,1779701516.076836,2026
1290.0,135,,1.2706499099731445,,,182.2529111,,1779701516.963029,2026
1300.0,136,,1.2764817476272583,,,183.1371598,,1779701517.8472755,2026
1310.0,137,,1.2620973587036133,,,184.0223424,,1779701518.732459,2026
1320.0,138,,1.2418686151504517,,,184.9055645,,1779701519.6156576,2026
1330.0,139,,1.2423909902572632,,,185.7899784,,1779701520.5000932,2026
1340.0,140,,1.2774615287780762,,,186.6753164,,1779701521.3843343,2026
1350.0,141,,1.2487984895706177,,,187.5599845,,1779701522.2700822,2026
1360.0,142,,1.2366647720336914,,,188.4455686,,1779701523.1552994,2026
1370.0,143,,1.2555670738220215,,,189.3299586,,1779701524.0400755,2026
1380.0,144,,1.2320748567581177,,,190.2170485,,1779701524.927139,2026
1390.0,145,,1.249190330505371,,,191.0992747,,1779701525.8093932,2026
1400.0,146,,1.2344290018081665,,,191.9860177,,1779701526.6961355,2026
1410.0,147,,1.2378793954849243,,,192.8706234,,1779701527.580212,2026
1420.0,148,,1.2414079904556274,,,193.7542365,,1779701528.4642956,2026
1430.0,149,,1.2402764558792114,,,194.638026,,1779701529.347876,2026
1440.0,150,,1.2246443033218384,,,195.5235706,,1779701530.2336602,2026
1450.0,151,,1.2268388271331787,,,196.4061073,,1779701531.1155376,2026
1460.0,152,,1.2148487567901611,,,197.2906295,,1779701532.000744,2026
1470.0,153,,1.2380727529525757,,,198.1732452,,1779701532.8833587,2026
1480.0,154,,1.2432105541229248,,,199.0573604,,1779701533.7674766,2026
1490.0,155,,1.214548110961914,,,199.9410819,,1779701534.6513526,2026
1500.0,156,1.1524616479873657,,0.0008305704108364302,1.487210988998413,212.2576551,,1779701546.9667728,2026
1500.0,157,,1.2704883813858032,,,212.3502589,,1779701547.0603778,2026
1510.0,158,,1.217015027999878,,,213.2342016,,1779701547.9443183,2026
1520.0,159,,1.1984564065933228,,,214.119791,,1779701548.8296201,2026
1530.0,160,,1.1965347528457642,,,215.002657,,1779701549.7127755,2026
1540.0,161,,1.1996955871582031,,,215.8902289,,1779701550.6001713,2026
1550.0,162,,1.2321208715438843,,,216.7739915,,1779701551.483856,2026
1560.0,163,,1.1902118921279907,,,217.659405,,1779701552.3689594,2026
1570.0,164,,1.2239099740982056,,,218.5491194,,1779701553.259235,2026
1580.0,165,,1.231028437614441,,,219.4332242,,1779701554.1433434,2026
1590.0,166,,1.2081388235092163,,,220.3198078,,1779701555.029922,2026
1600.0,167,,1.2090280055999756,,,221.2026999,,1779701555.9119062,2026
1610.0,168,,1.214113712310791,,,222.0884099,,1779701556.7984097,2026
1620.0,169,,1.1932405233383179,,,222.9715185,,1779701557.6813385,2026
1630.0,170,,1.2090744972229004,,,223.8590262,,1779701558.568141,2026
1640.0,171,,1.2171896696090698,,,224.7473399,,1779701559.4569135,2026
1650.0,172,,1.1819822788238525,,,225.629169,,1779701560.3392768,2026
1660.0,173,,1.19275963306427,,,226.5167468,,1779701561.2259488,2026
1670.0,174,,1.1914358139038086,,,227.4005987,,1779701562.1104531,2026
1680.0,175,,1.1883835792541504,,,228.2862569,,1779701562.9963732,2026
1690.0,176,,1.1950807571411133,,,229.1689491,,1779701563.8790646,2026
1700.0,177,,1.170709252357483,,,230.0546057,,1779701564.7642272,2026
1710.0,178,,1.1923582553863525,,,230.93779,,1779701565.6479034,2026
1720.0,179,,1.1826549768447876,,,231.8261221,,1779701566.5353713,2026
1730.0,180,,1.168020486831665,,,232.7094629,,1779701567.4193945,2026
1740.0,181,,1.185509204864502,,,233.5931415,,1779701568.3029647,2026
1750.0,182,1.1040054559707642,,0.0007708228984017721,1.48445725440979,245.9384686,,1779701580.6483226,2026
1750.0,183,,1.1980931758880615,,,246.0325737,,1779701580.742593,2026
1760.0,184,,1.1940693855285645,,,246.9181888,,1779701581.6283047,2026
1770.0,185,,1.165878415107727,,,247.8030189,,1779701582.5130048,2026
1780.0,186,,1.171024203300476,,,248.6890864,,1779701583.3992019,2026
1790.0,187,,1.1832165718078613,,,249.5772834,,1779701584.2873998,2026
1800.0,188,,1.165492296218872,,,250.4644258,,1779701585.1745431,2026
1810.0,189,,1.1729763746261597,,,251.3525035,,1779701586.0625937,2026
1820.0,190,,1.1749545335769653,,,252.2388573,,1779701586.948629,2026
1830.0,191,,1.2009104490280151,,,253.1267092,,1779701587.8368204,2026
1840.0,192,,1.1819738149642944,,,254.0103454,,1779701588.7203965,2026
1850.0,193,,1.1648619174957275,,,254.8945009,,1779701589.6046135,2026
1860.0,194,,1.1606024503707886,,,255.7781404,,1779701590.488257,2026
1870.0,195,,1.144870400428772,,,256.6742925,,1779701591.384187,2026
1880.0,196,,1.183490514755249,,,257.5616153,,1779701592.2714615,2026
1890.0,197,,1.1463861465454102,,,258.4449383,,1779701593.1550539,2026
1900.0,198,,1.1677123308181763,,,259.3295238,,1779701594.03964,2026
1910.0,199,,1.1426101922988892,,,260.212743,,1779701594.9228427,2026
1920.0,200,,1.1703858375549316,,,261.0975589,,1779701595.8076746,2026
1930.0,201,,1.1740460395812988,,,261.9839238,,1779701596.6940386,2026
1940.0,202,,1.1734790802001953,,,262.867846,,1779701597.577962,2026
1950.0,203,,1.1320890188217163,,,263.7540602,,1779701598.4641778,2026
1960.0,204,,1.153589129447937,,,264.6391209,,1779701599.3485878,2026
1970.0,205,,1.1375741958618164,,,265.5238643,,1779701600.233464,2026
1980.0,206,,1.1236958503723145,,,266.4065002,,1779701601.11648,2026
1990.0,207,,1.1308506727218628,,,267.2917616,,1779701602.0018578,2026
2000.0,208,1.059875726699829,,0.0007054142744895884,1.4836994409561157,279.6243283,,1779701614.3344464,2026
2000.0,209,,1.1231497526168823,,,279.7156994,,1779701614.4252584,2026
2010.0,210,,1.1331541538238525,,,280.6033245,,1779701615.3134391,2026
2020.0,211,,1.1330134868621826,,,281.4892996,,1779701616.1991203,2026
2030.0,212,,1.1232080459594727,,,282.3744444,,1779701617.084009,2026
2040.0,213,,1.1504318714141846,,,283.2608274,,1779701617.970946,2026
2050.0,214,,1.143046498298645,,,284.1457542,,1779701618.8558733,2026
2060.0,215,,1.1387406587600708,,,285.0325142,,1779701619.7418811,2026
2070.0,216,,1.128023386001587,,,285.9190882,,1779701620.629204,2026
2080.0,217,,1.1225463151931763,,,286.8156389,,1779701621.5257578,2026
2090.0,218,,1.1587071418762207,,,287.7001812,,1779701622.4102976,2026
2100.0,219,,1.1344996690750122,,,288.5866878,,1779701623.2966182,2026
2110.0,220,,1.1091201305389404,,,289.4687995,,1779701624.1789181,2026
2120.0,221,,1.1402677297592163,,,290.3559886,,1779701625.0658326,2026
2130.0,222,,1.105890154838562,,,291.2415362,,1779701625.951652,2026
2140.0,223,,1.1318464279174805,,,292.1274165,,1779701626.8375325,2026
2150.0,224,,1.1253868341445923,,,293.0104338,,1779701627.7205462,2026
2160.0,225,,1.1121315956115723,,,293.8968314,,1779701628.607454,2026
2170.0,226,,1.1241250038146973,,,294.7809377,,1779701629.490869,2026
2180.0,227,,1.1124597787857056,,,295.6657996,,1779701630.3759186,2026
2190.0,228,,1.0931005477905273,,,296.5573064,,1779701631.2668967,2026
2200.0,229,,1.1353399753570557,,,297.4409175,,1779701632.1509185,2026
2210.0,230,,1.0923166275024414,,,298.3364441,,1779701633.0465546,2026
2220.0,231,,1.091814398765564,,,299.2196555,,1779701633.9297726,2026
2230.0,232,,1.1325035095214844,,,300.1039395,,1779701634.8133786,2026
2240.0,233,,1.1032015085220337,,,300.9925302,,1779701635.702646,2026
2250.0,234,1.0120807886123657,,0.0006360213829156177,1.4822418689727783,313.3101817,,1779701648.020204,2026
2250.0,235,,1.1070681810379028,,,313.4032957,,1779701648.11323,2026
2260.0,236,,1.0726380348205566,,,314.2880779,,1779701648.9981935,2026
2270.0,237,,1.1086361408233643,,,315.1728285,,1779701649.8829453,2026
2280.0,238,,1.1084301471710205,,,316.0560015,,1779701650.7658558,2026
2290.0,239,,1.0881376266479492,,,316.9390826,,1779701651.6492,2026
2300.0,240,,1.060048222541809,,,317.8236396,,1779701652.5337574,2026
2310.0,241,,1.1179063320159912,,,318.7079032,,1779701653.4180198,2026
2320.0,242,,1.0868289470672607,,,319.593485,,1779701654.3036015,2026
2330.0,243,,1.0959680080413818,,,320.4767746,,1779701655.186465,2026
2340.0,244,,1.109627366065979,,,321.363174,,1779701656.0728438,2026
2350.0,245,,1.0797107219696045,,,322.2481115,,1779701656.9574444,2026
2360.0,246,,1.0638384819030762,,,323.1339147,,1779701657.844033,2026
2370.0,247,,1.0930683612823486,,,324.0165868,,1779701658.7266283,2026
2380.0,248,,1.1168593168258667,,,324.9032457,,1779701659.6132226,2026
2390.0,249,,1.0635473728179932,,,325.7888973,,1779701660.499012,2026
2400.0,250,,1.0853583812713623,,,326.6726276,,1779701661.3827443,2026
2410.0,251,,1.0680800676345825,,,327.5569032,,1779701662.267018,2026
2420.0,252,,1.0936622619628906,,,328.4430377,,1779701663.153072,2026
2430.0,253,,1.067281723022461,,,329.3278886,,1779701664.0380008,2026
2440.0,254,,1.0597862005233765,,,330.2115415,,1779701664.9216578,2026
2450.0,255,,1.0693652629852295,,,331.1082408,,1779701665.818357,2026
2460.0,256,,1.0848658084869385,,,332.0025222,,1779701666.7123652,2026
2470.0,257,,1.0730257034301758,,,332.886318,,1779701667.59621,2026
2480.0,258,,1.059043526649475,,,333.7733203,,1779701668.4831147,2026
2490.0,259,,1.0718016624450684,,,334.6590611,,1779701669.3691776,2026
2500.0,260,0.9670224189758301,,0.000564423209907245,1.513407588005066,346.9847772,,1779701681.6943996,2026
2500.0,261,,1.048877239227295,,,347.0794876,,1779701681.7896042,2026
2510.0,262,,1.0702705383300781,,,347.9664289,,1779701682.6765444,2026
2520.0,263,,1.094223141670227,,,348.8506464,,1779701683.5607607,2026
2530.0,264,,1.0590027570724487,,,349.7462919,,1779701684.4564083,2026
2540.0,265,,1.085045576095581,,,350.6315232,,1779701685.3421457,2026
2550.0,266,,1.0672571659088135,,,351.5221535,,1779701686.23198,2026
2560.0,267,,1.0878273248672485,,,352.4083957,,1779701687.1176288,2026
2570.0,268,,1.043074369430542,,,353.2906829,,1779701688.0008004,2026
2580.0,269,,1.0833851099014282,,,354.1735356,,1779701688.883011,2026
2590.0,270,,1.0488362312316895,,,355.0593955,,1779701689.769507,2026
2600.0,271,,1.079020619392395,,,355.9436744,,1779701690.6530848,2026
2610.0,272,,1.0509757995605469,,,356.8282458,,1779701691.538362,2026
2620.0,273,,1.0617653131484985,,,357.7117081,,1779701692.421825,2026
2630.0,274,,1.0749350786209106,,,358.5946338,,1779701693.304747,2026
2640.0,275,,1.0735368728637695,,,359.4832268,,1779701694.1933174,2026
2650.0,276,,1.0571256875991821,,,360.3747173,,1779701695.0848243,2026
2660.0,277,,1.056684970855713,,,361.2585962,,1779701695.968712,2026
2670.0,278,,1.0282576084136963,,,362.1525834,,1779701696.8627,2026
2680.0,279,,1.0324598550796509,,,363.0392512,,1779701697.7493675,2026
2690.0,280,,1.029100775718689,,,363.9265412,,1779701698.636629,2026
2700.0,281,,1.0462031364440918,,,364.8147302,,1779701699.5248466,2026
2710.0,282,,1.0547504425048828,,,365.7013185,,1779701700.4111593,2026
2720.0,283,,1.0211988687515259,,,366.5995023,,1779701701.3096187,2026
2730.0,284,,1.0340662002563477,,,367.485765,,1779701702.1957753,2026
2740.0,285,,1.0327551364898682,,,368.3848317,,1779701703.0949473,2026
2750.0,286,0.9198053479194641,,0.0004924552772419723,1.515721082687378,380.825979,,1779701715.535605,2026
2750.0,287,,1.0349984169006348,,,380.9177114,,1779701715.6277115,2026
2760.0,288,,1.0211294889450073,,,381.8049963,,1779701716.514497,2026
2770.0,289,,1.0328216552734375,,,382.6929238,,1779701717.403041,2026
2780.0,290,,1.0358633995056152,,,383.5832925,,1779701718.2934084,2026
2790.0,291,,1.0097459554672241,,,384.473895,,1779701719.1837761,2026
2800.0,292,,1.0430408716201782,,,385.3597041,,1779701720.0698195,2026
2810.0,293,,1.0044629573822021,,,386.2440692,,1779701720.954186,2026
2820.0,294,,1.0429878234863281,,,387.1474873,,1779701721.8574512,2026
2830.0,295,,1.0352805852890015,,,388.0361025,,1779701722.7462187,2026
2840.0,296,,1.0377951860427856,,,388.9223402,,1779701723.6324568,2026
2850.0,297,,0.9949487447738647,,,389.8100326,,1779701724.519599,2026
2860.0,298,,1.0313687324523926,,,390.7012335,,1779701725.4113505,2026
2870.0,299,,1.0008249282836914,,,391.5885208,,1779701726.2986372,2026
2880.0,300,,1.017113447189331,,,392.4781611,,1779701727.188277,2026
2890.0,301,,1.0290064811706543,,,393.3770947,,1779701728.0872114,2026
2900.0,302,,1.006140112876892,,,394.2714177,,1779701728.9815357,2026
2910.0,303,,1.0066155195236206,,,395.1581635,,1779701729.8682823,2026
2920.0,304,,1.027174949645996,,,396.0710631,,1779701730.781179,2026
2930.0,305,,1.0076967477798462,,,396.9595731,,1779701731.6696908,2026
2940.0,306,,1.0015944242477417,,,397.8531376,,1779701732.5631785,2026
2950.0,307,,0.9841924905776978,,,398.7470347,,1779701733.4571514,2026
2960.0,308,,0.9918256998062134,,,399.6382039,,1779701734.348,2026
2970.0,309,,1.0094093084335327,,,400.531177,,1779701735.2403812,2026
2980.0,310,,0.9957797527313232,,,401.420983,,1779701736.1308968,2026
2990.0,311,,1.012233018875122,,,402.3099749,,1779701737.019953,2026
3000.0,312,0.876756489276886,,0.0004219625860160354,1.5460110902786255,414.7420531,,1779701749.4521716,2026
3000.0,313,,1.0231244564056396,,,414.8359119,,1779701749.5460303,2026
3010.0,314,,1.0035760402679443,,,415.7218323,,1779701750.431894,2026
3020.0,315,,1.0041416883468628,,,416.6167473,,1779701751.326863,2026
3030.0,316,,0.9929385185241699,,,417.506949,,1779701752.2170563,2026
3040.0,317,,1.0036638975143433,,,418.3958634,,1779701753.1059198,2026
3050.0,318,,1.0024564266204834,,,419.287159,,1779701753.9972775,2026
3060.0,319,,0.9967979788780212,,,420.1771713,,1779701754.887287,2026
3070.0,320,,0.9854010343551636,,,421.0746089,,1779701755.7847242,2026
3080.0,321,,0.9913510084152222,,,421.961888,,1779701756.6720047,2026
3090.0,322,,1.0024745464324951,,,422.8495628,,1779701757.5596797,2026
3100.0,323,,0.9841243624687195,,,423.7390193,,1779701758.448845,2026
3110.0,324,,0.9793307185173035,,,424.6252012,,1779701759.3353176,2026
3120.0,325,,1.0043126344680786,,,425.5149299,,1779701760.2250485,2026
3130.0,326,,0.9896447062492371,,,426.4076186,,1779701761.116736,2026
3140.0,327,,0.970275342464447,,,427.3032559,,1779701762.0130754,2026
3150.0,328,,0.9677906036376953,,,428.1924008,,1779701762.902507,2026
3160.0,329,,0.9913754463195801,,,429.0831785,,1779701763.7927377,2026
3170.0,330,,0.9876564145088196,,,429.9697455,,1779701764.6797624,2026
3180.0,331,,0.9740746021270752,,,430.8533924,,1779701765.5634925,2026
3190.0,332,,0.9509248733520508,,,431.7419752,,1779701766.4520912,2026
3200.0,333,,0.9729123115539551,,,432.6373823,,1779701767.3474965,2026
3210.0,334,,0.9723181128501892,,,433.5292059,,1779701768.2390535,2026
3220.0,335,,0.9671125411987305,,,434.427249,,1779701769.1375482,2026
3230.0,336,,0.9938406944274902,,,435.3214396,,1779701770.0315554,2026
3240.0,337,,0.9628829956054688,,,436.2095711,,1779701770.9196875,2026
3250.0,338,0.8358737230300903,,0.00035475231739709885,1.5564152002334595,448.5990771,,1779701783.3090453,2026
3250.0,339,,0.9817453026771545,,,448.6923638,,1779701783.4020813,2026
3260.0,340,,0.9658927917480469,,,449.5848064,,1779701784.2949202,2026
3270.0,341,,0.9724306464195251,,,450.4823031,,1779701785.1924193,2026
3280.0,342,,0.9748616814613342,,,451.3693158,,1779701786.0791888,2026
3290.0,343,,0.9631869196891785,,,452.2575818,,1779701786.967699,2026
3300.0,344,,0.9932168126106262,,,453.1451088,,1779701787.855224,2026
3310.0,345,,0.9615637063980103,,,454.0324334,,1779701788.742547,2026
3320.0,346,,0.955695629119873,,,454.9238667,,1779701789.6339786,2026
3330.0,347,,0.9805200695991516,,,455.8166007,,1779701790.526385,2026
3340.0,348,,0.962944507598877,,,456.7097504,,1779701791.4198658,2026
3350.0,349,,0.9684829115867615,,,457.5937914,,1779701792.303908,2026
3360.0,350,,0.9703298211097717,,,458.4810831,,1779701793.1911972,2026
3370.0,351,,0.9687935709953308,,,459.3657044,,1779701794.0758166,2026
3380.0,352,,0.9327434301376343,,,460.2550382,,1779701794.96498,2026
3390.0,353,,0.9558435678482056,,,461.1426704,,1779701795.8527799,2026
3400.0,354,,0.9226795434951782,,,462.0309982,,1779701796.7411168,2026
3410.0,355,,0.9564043879508972,,,462.9181229,,1779701797.6282394,2026
3420.0,356,,0.9493453502655029,,,463.8055536,,1779701798.5154793,2026
3430.0,357,,0.9449778199195862,,,464.6933123,,1779701799.4033763,2026
3440.0,358,,0.9244416356086731,,,465.5816767,,1779701800.291792,2026
3450.0,359,,0.9355583190917969,,,466.4764691,,1779701801.1865873,2026
3460.0,360,,0.9601375460624695,,,467.3667077,,1779701802.0768247,2026
3470.0,361,,0.9350607395172119,,,468.2567036,,1779701802.9659245,2026
3480.0,362,,0.9526479840278625,,,469.1529308,,1779701803.8635533,2026
3490.0,363,,0.9332404136657715,,,470.0522388,,1779701804.7623403,2026
3500.0,364,0.7923539876937866,,0.0002925475029450237,1.5829918384552002,482.4394815,,1779701817.14867,2026
3500.0,365,,0.9438329935073853,,,482.5303123,,1779701817.2404292,2026
3510.0,366,,0.9647509455680847,,,483.4282741,,1779701818.1383896,2026
