iter,_runtime,train/step_loss,Sample Generation,train/loss,lr,_step,val/loss,_timestamp,seed
2220.0,332.2304964,1.119760513305664,,,,231,,1779712851.0293307,6242
2230.0,333.2210846,1.11006498336792,,,,232,,1779712852.019768,6242
2240.0,334.2318428,1.120922327041626,,,,233,,1779712853.0304666,6242
2250.0,347.8264979,,,1.007950782775879,0.0006360213829156177,234,1.495286226272583,1779712866.6252003,6242
2250.0,347.9252617,1.091354489326477,,,,235,,1779712866.7240953,6242
2260.0,348.8802203,1.0828856229782104,,,,236,,1779712867.6786098,6242
2270.0,349.8358987,1.0878398418426514,,,,237,,1779712868.6345394,6242
2280.0,350.7954196,1.103624701499939,,,,238,,1779712869.5941203,6242
2290.0,351.7560882,1.123445987701416,,,,239,,1779712870.554661,6242
2300.0,352.7423761,1.0980616807937622,,,,240,,1779712871.5404866,6242
2310.0,353.7236256,1.0933390855789185,,,,241,,1779712872.5224595,6242
2320.0,354.6986708,1.0822869539260864,,,,242,,1779712873.4975066,6242
2330.0,355.6793241,1.1155810356140137,,,,243,,1779712874.4781463,6242
2340.0,356.6682019,1.0863310098648071,,,,244,,1779712875.466534,6242
2350.0,357.6616971,1.1136654615402222,,,,245,,1779712876.460462,6242
2360.0,358.678265,1.0769872665405273,,,,246,,1779712877.476752,6242
2370.0,359.6977041,1.0632914304733276,,,,247,,1779712878.496414,6242
2380.0,360.7045007,1.095049262046814,,,,248,,1779712879.50346,6242
2390.0,361.708307,1.1162710189819336,,,,249,,1779712880.506995,6242
2400.0,362.7217883,1.0482215881347656,,,,250,,1779712881.5206897,6242
2410.0,363.7248634,1.080125331878662,,,,251,,1779712882.5237038,6242
2420.0,364.720619,1.093554973602295,,,,252,,1779712883.51943,6242
2430.0,365.7159929,1.0668907165527344,,,,253,,1779712884.5153332,6242
2440.0,366.7172699,1.0796806812286377,,,,254,,1779712885.515609,6242
2450.0,367.7209643,1.0773248672485352,,,,255,,1779712886.519399,6242
2460.0,368.7114047,1.0591018199920654,,,,256,,1779712887.510245,6242
2470.0,369.7292539,1.0646934509277344,,,,257,,1779712888.5282273,6242
2480.0,370.7426317,1.068688988685608,,,,258,,1779712889.5414717,6242
2490.0,371.7526842,1.0767784118652344,,,,259,,1779712890.5515282,6242
2500.0,385.4982809,,,0.9596739411354065,0.000564423209907245,260,1.5158751010894775,1779712904.2964041,6242
2500.0,385.5986307,1.0480716228485107,,,,261,,1779712904.397465,6242
2510.0,386.5857764,1.0659083127975464,,,,262,,1779712905.383749,6242
2520.0,387.5966827,1.0469306707382202,,,,263,,1779712906.3950222,6242
2530.0,388.5856412,1.0660122632980347,,,,264,,1779712907.3841808,6242
2540.0,389.5768832,1.048282265663147,,,,265,,1779712908.3748884,6242
2550.0,390.5811384,1.0558702945709229,,,,266,,1779712909.3797233,6242
2560.0,391.5644314,1.0435854196548462,,,,267,,1779712910.3632624,6242
2570.0,392.5574709,1.0677587985992432,,,,268,,1779712911.3562984,6242
2580.0,393.5405797,1.0468196868896484,,,,269,,1779712912.3394141,6242
2590.0,394.5338998,1.0218390226364136,,,,270,,1779712913.3327336,6242
2600.0,395.5196567,1.050093173980713,,,,271,,1779712914.3184893,6242
2610.0,396.5144411,1.0750583410263062,,,,272,,1779712915.3131177,6242
2620.0,397.5001021,1.0489004850387573,,,,273,,1779712916.298937,6242
2630.0,398.4800671,1.0446115732192993,,,,274,,1779712917.278891,6242
2640.0,399.468139,1.0498034954071045,,,,275,,1779712918.2662838,6242
2650.0,400.4502496,1.0313646793365479,,,,276,,1779712919.2490854,6242
2660.0,401.4382353,1.0546084642410278,,,,277,,1779712920.2364907,6242
2670.0,402.4219812,1.031814455986023,,,,278,,1779712921.220769,6242
2680.0,403.4058701,1.0500379800796509,,,,279,,1779712922.204489,6242
2690.0,404.3853649,1.0271413326263428,,,,280,,1779712923.184201,6242
2700.0,405.3697518,1.0320866107940674,,,,281,,1779712924.1685817,6242
2710.0,406.3580424,1.054394006729126,,,,282,,1779712925.156875,6242
2720.0,407.3475339,1.0650303363800049,,,,283,,1779712926.1455176,6242
2730.0,408.3277423,1.051335334777832,,,,284,,1779712927.126474,6242
2740.0,409.3167858,1.0389025211334229,,,,285,,1779712928.1148915,6242
2750.0,422.9391578,,,0.9144598245620728,0.0004924552772419723,286,1.528520941734314,1779712941.7374408,6242
2750.0,423.0458037,1.0073024034500122,,,,287,,1779712941.845144,6242
2760.0,424.0404336,1.0252341032028198,,,,288,,1779712942.8391385,6242
2770.0,425.0193844,1.0242531299591064,,,,289,,1779712943.8187246,6242
2780.0,426.0035448,1.007794976234436,,,,290,,1779712944.8023798,6242
2790.0,426.989071,1.0117311477661133,,,,291,,1779712945.7879,6242
2800.0,427.9816253,1.023090124130249,,,,292,,1779712946.78046,6242
2810.0,428.9666835,1.0322359800338745,,,,293,,1779712947.765517,6242
2820.0,429.9483327,1.0147682428359985,,,,294,,1779712948.7466667,6242
2830.0,430.9276846,1.0027352571487427,,,,295,,1779712949.726328,6242
2840.0,431.9123475,1.026908040046692,,,,296,,1779712950.7106721,6242
2850.0,432.8925831,1.0306854248046875,,,,297,,1779712951.6912353,6242
2860.0,433.8763861,1.002112627029419,,,,298,,1779712952.675221,6242
2870.0,434.8577534,0.9996129870414734,,,,299,,1779712953.6570935,6242
2880.0,435.845318,1.0126889944076538,,,,300,,1779712954.643708,6242
2890.0,436.8346444,0.993545651435852,,,,301,,1779712955.633149,6242
2900.0,437.8150812,1.0052464008331299,,,,302,,1779712956.613882,6242
2910.0,438.7928502,1.0145257711410522,,,,303,,1779712957.591544,6242
2920.0,439.7792699,0.9971038699150085,,,,304,,1779712958.5781114,6242
2930.0,440.8141768,0.9952438473701477,,,,305,,1779712959.6130116,6242
2940.0,441.780552,1.0167779922485352,,,,306,,1779712960.578659,6242
2950.0,442.7538776,0.9911630749702454,,,,307,,1779712961.5527103,6242
2960.0,443.7246384,1.003899335861206,,,,308,,1779712962.5230443,6242
2970.0,444.7459771,0.9860413670539856,,,,309,,1779712963.5446734,6242
2980.0,445.7172811,0.9911478757858276,,,,310,,1779712964.5166214,6242
2990.0,446.6932186,1.0020781755447388,,,,311,,1779712965.492559,6242
3000.0,460.7746122,,,0.8673313856124878,0.0004219625860160354,312,1.5558102130889893,1779712979.572955,6242
3000.0,460.8745055,0.9797459244728088,,,,313,,1779712979.6733143,6242
3010.0,461.871183,0.9937344193458557,,,,314,,1779712980.670017,6242
3020.0,462.8705389,0.9975833892822266,,,,315,,1779712981.6693718,6242
3030.0,463.8586993,0.9783238172531128,,,,316,,1779712982.657531,6242
3040.0,464.8332,1.0064750909805298,,,,317,,1779712983.6320312,6242
3050.0,465.7927607,0.9766533374786377,,,,318,,1779712984.5915935,6242
3060.0,466.7586673,0.9997835159301758,,,,319,,1779712985.5570078,6242
3070.0,467.7172219,0.9865517616271973,,,,320,,1779712986.5159357,6242
3080.0,468.6781801,0.9844224452972412,,,,321,,1779712987.477014,6242
3090.0,469.6496409,0.980191171169281,,,,322,,1779712988.4484746,6242
3100.0,470.6045021,0.9784783720970154,,,,323,,1779712989.4032364,6242
3110.0,471.5682456,0.9832748770713806,,,,324,,1779712990.3670793,6242
3120.0,472.52458,1.0043939352035522,,,,325,,1779712991.3228278,6242
3130.0,473.4822462,0.9728891849517822,,,,326,,1779712992.2810812,6242
3140.0,474.4455566,0.9681167006492615,,,,327,,1779712993.2443902,6242
3150.0,475.3977985,0.965794563293457,,,,328,,1779712994.1966312,6242
3160.0,476.3508841,0.9491742849349976,,,,329,,1779712995.149721,6242
3170.0,477.3034552,0.9492088556289673,,,,330,,1779712996.1022892,6242
3180.0,478.2545252,0.9608010053634644,,,,331,,1779712997.053169,6242
3190.0,479.2157229,0.9564090371131897,,,,332,,1779712998.0139282,6242
3200.0,480.1627073,0.951898992061615,,,,333,,1779712998.9615405,6242
3210.0,481.1614794,0.9582592844963074,,,,334,,1779712999.9603121,6242
3220.0,482.1390628,0.9650939702987671,,,,335,,1779713000.9377713,6242
3230.0,483.1375829,0.986255407333374,,,,336,,1779713001.9356241,6242
3240.0,484.1182453,0.9261228442192078,,,,337,,1779713002.9168186,6242
3250.0,497.6162571,,,0.8214290142059326,0.00035475231739709885,338,1.5775164365768433,1779713016.4149954,6242
3250.0,497.7152015,0.965082049369812,,,,339,,1779713016.514034,6242
3260.0,498.6738232,0.977976381778717,,,,340,,1779713017.4721732,6242
3270.0,499.6280513,0.9518729448318481,,,,341,,1779713018.4268847,6242
3280.0,500.5731693,0.9858382940292358,,,,342,,1779713019.3720007,6242
3290.0,501.5267078,0.9491889476776123,,,,343,,1779713020.325541,6242
3300.0,502.4751382,0.9674411416053772,,,,344,,1779713021.2733715,6242
3310.0,503.4230436,0.9528915882110596,,,,345,,1779713022.2213671,6242
3320.0,504.3739136,0.9605923295021057,,,,346,,1779713023.1727476,6242
3330.0,505.3884384,0.9814033508300781,,,,347,,1779713024.1868663,6242
3340.0,506.4017606,0.9448167681694031,,,,348,,1779713025.2001197,6242
3350.0,507.4193792,0.9258546829223633,,,,349,,1779713026.2180772,6242
3360.0,508.3683904,0.9684391617774963,,,,350,,1779713027.1672242,6242
3370.0,509.3072705,0.9714361429214478,,,,351,,1779713028.105924,6242
3380.0,510.2740562,0.9609665274620056,,,,352,,1779713029.0721908,6242
3390.0,511.2264298,0.9328749179840088,,,,353,,1779713030.0242481,6242
3400.0,512.2029992,0.9256156086921692,,,,354,,1779713031.001729,6242
3410.0,513.1602413,0.9185596108436584,,,,355,,1779713031.9590747,6242
3420.0,514.1711031,0.942223846912384,,,,356,,1779713032.969934,6242
3430.0,515.2168786,0.950110912322998,,,,357,,1779713034.015789,6242
3440.0,516.243171,0.9324959516525269,,,,358,,1779713035.0417676,6242
3450.0,517.2503053,0.9688916206359863,,,,359,,1779713036.0481052,6242
3460.0,518.2201899,0.8979811668395996,,,,360,,1779713037.0185316,6242
3470.0,519.2129885,0.9412866234779358,,,,361,,1779713038.011822,6242
3480.0,520.212376,0.9428334832191467,,,,362,,1779713039.0111248,6242
3490.0,521.1625688,0.9251476526260376,,,,363,,1779713039.961909,6242
3500.0,534.7300084,,,0.7792827486991882,0.0002925475029450237,364,1.604123592376709,1779713053.5284169,6242
3500.0,534.8341937,0.9251588582992554,,,,365,,1779713053.632815,6242
3510.0,535.8499484,0.9153183698654175,,,,366,,1779713054.6484528,6242
3520.0,536.8646564,0.9318743348121643,,,,367,,1779713055.6634889,6242
