_timestamp,lr,_step,val/loss,iter,_runtime,Sample Generation,train/loss,train/step_loss,seed
1779698552.3627708,,165,,1580.0,269.6827424,,,1.2310181856155396,2026
1779698553.51576,,166,,1590.0,270.836089,,,1.2188973426818848,2026
1779698554.6644878,,167,,1600.0,271.98432,,,1.2049351930618286,2026
1779698555.8167772,,168,,1610.0,273.1366135,,,1.2141518592834473,2026
1779698556.964096,,169,,1620.0,274.2839324,,,1.1890339851379395,2026
1779698558.1176608,,170,,1630.0,275.4374981,,,1.1968520879745483,2026
1779698559.2636516,,171,,1640.0,276.5834856,,,1.2097010612487793,2026
1779698560.41569,,172,,1650.0,277.7357772,,,1.1735674142837524,2026
1779698561.56581,,173,,1660.0,278.885644,,,1.1926114559173584,2026
1779698562.7134435,,174,,1670.0,280.0332789,,,1.1987230777740479,2026
1779698563.8244562,,175,,1680.0,281.1442922,,,1.1935861110687256,2026
1779698564.91522,,176,,1690.0,282.2350585,,,1.1889595985412598,2026
1779698566.0072708,,177,,1700.0,283.3271736,,,1.1661999225616455,2026
1779698567.0978773,,178,,1710.0,284.4177379,,,1.1992640495300293,2026
1779698568.190409,,179,,1720.0,285.5097375,,,1.1921466588974,2026
1779698569.2835088,,180,,1730.0,286.6033418,,,1.1757210493087769,2026
1779698570.446587,,181,,1740.0,287.7671491,,,1.1819984912872314,2026
1779698584.9002414,0.0007708228984017721,182,1.4878332614898682,1750.0,302.2210745,,1.1034324169158936,,2026
1779698585.0148945,,183,,1750.0,302.33482,,,1.1826252937316895,2026
1779698586.1123102,,184,,1760.0,303.4321467,,,1.1915174722671509,2026
1779698587.2039042,,185,,1770.0,304.5241628,,,1.168124794960022,2026
1779698588.282806,,186,,1780.0,305.6026464,,,1.1620160341262817,2026
1779698589.3706925,,187,,1790.0,306.6905278,,,1.1762572526931763,2026
1779698590.4666598,,188,,1800.0,307.7874384,,,1.1739779710769653,2026
1779698591.5591757,,189,,1810.0,308.8790104,,,1.1662468910217285,2026
1779698592.6500094,,190,,1820.0,309.9698443,,,1.175789475440979,2026
1779698593.7423928,,191,,1830.0,311.0625479,,,1.1985090970993042,2026
1779698594.832024,,192,,1840.0,312.1518585,,,1.184929609298706,2026
1779698595.9293394,,193,,1850.0,313.2491729,,,1.1688928604125977,2026
1779698597.0334895,,194,,1860.0,314.3533243,,,1.1582494974136353,2026
1779698598.1601923,,195,,1870.0,315.4805602,,,1.1419270038604736,2026
1779698599.3461125,,196,,1880.0,316.6659469,,,1.1815850734710693,2026
1779698600.5238922,,197,,1890.0,317.844635,,,1.1483979225158691,2026
1779698601.7001152,,198,,1900.0,319.0199863,,,1.1724839210510254,2026
1779698602.8775566,,199,,1910.0,320.1973938,,,1.1393823623657227,2026
1779698604.051445,,200,,1920.0,321.3712798,,,1.178466796875,2026
1779698605.2290044,,201,,1930.0,322.5488767,,,1.1725916862487793,2026
1779698606.4353273,,202,,1940.0,323.7551681,,,1.169172763824463,2026
1779698607.6932828,,203,,1950.0,325.0131166,,,1.1343817710876465,2026
1779698608.8504384,,204,,1960.0,326.1702705,,,1.148406744003296,2026
1779698609.9432006,,205,,1970.0,327.2630357,,,1.1371212005615234,2026
1779698611.0345554,,206,,1980.0,328.3550069,,,1.1206783056259155,2026
1779698612.1691892,,207,,1990.0,329.4890247,,,1.1240262985229492,2026
1779698626.6314785,0.0007054142744895884,208,1.4772380590438843,2000.0,343.9516185,,1.057183027267456,,2026
1779698626.7438731,,209,,2000.0,344.0637052,,,1.1261506080627441,2026
1779698627.8950987,,210,,2010.0,345.2150903,,,1.1390920877456665,2026
1779698629.0749125,,211,,2020.0,346.3947687,,,1.1269701719284058,2026
1779698630.2584345,,212,,2030.0,347.5787629,,,1.1194798946380615,2026
1779698631.4415858,,213,,2040.0,348.7614186,,,1.1470140218734741,2026
1779698632.5858939,,214,,2050.0,349.9058354,,,1.1484843492507935,2026
1779698633.6967344,,215,,2060.0,351.0168444,,,1.14120614528656,2026
1779698634.8090632,,216,,2070.0,352.1292267,,,1.1360597610473633,2026
1779698635.9217691,,217,,2080.0,353.2418085,,,1.1310274600982666,2026
1779698637.034406,,218,,2090.0,354.3542407,,,1.1699330806732178,2026
1779698638.1471536,,219,,2100.0,355.4669887,,,1.1321192979812622,2026
1779698639.2612731,,220,,2110.0,356.5811089,,,1.1170510053634644,2026
1779698640.3757412,,221,,2120.0,357.6955771,,,1.134692907333374,2026
1779698641.4883988,,222,,2130.0,358.8084647,,,1.1055766344070435,2026
1779698642.6019382,,223,,2140.0,359.921772,,,1.1253299713134766,2026
1779698643.713947,,224,,2150.0,361.0338515,,,1.1260569095611572,2026
1779698644.8281627,,225,,2160.0,362.1483288,,,1.1148520708084106,2026
1779698645.9433587,,226,,2170.0,363.2631918,,,1.1185574531555176,2026
1779698647.0582972,,227,,2180.0,364.378152,,,1.1084177494049072,2026
1779698648.1719234,,228,,2190.0,365.4917574,,,1.0995299816131592,2026
1779698649.2835019,,229,,2200.0,366.6039868,,,1.1377675533294678,2026
1779698650.3964233,,230,,2210.0,367.7162835,,,1.0920710563659668,2026
1779698651.5102437,,231,,2220.0,368.830336,,,1.0858007669448853,2026
1779698652.6210325,,232,,2230.0,369.9408643,,,1.1307296752929688,2026
1779698653.7321653,,233,,2240.0,371.0519988,,,1.1018826961517334,2026
1779698668.1711946,0.0006360213829156177,234,1.4896130561828613,2250.0,385.4910155,,1.0124708414077759,,2026
1779698668.2847161,,235,,2250.0,385.6047528,,,1.100727915763855,2026
1779698669.371606,,236,,2260.0,386.6920856,,,1.0694608688354492,2026
1779698670.4593513,,237,,2270.0,387.7793645,,,1.0977853536605835,2026
1779698671.5538287,,238,,2280.0,388.8739241,,,1.0991426706314087,2026
1779698672.644951,,239,,2290.0,389.9647867,,,1.0823867321014404,2026
1779698673.732406,,240,,2300.0,391.052425,,,1.0690948963165283,2026
1779698674.811332,,241,,2310.0,392.1318787,,,1.1292308568954468,2026
1779698675.9101706,,242,,2320.0,393.2300871,,,1.080954909324646,2026
1779698677.0189552,,243,,2330.0,394.3387878,,,1.0915210247039795,2026
1779698678.1224575,,244,,2340.0,395.4423065,,,1.1110610961914062,2026
1779698679.2252247,,245,,2350.0,396.545065,,,1.0884500741958618,2026
1779698680.3325322,,246,,2360.0,397.6523647,,,1.0680547952651978,2026
1779698681.4444928,,247,,2370.0,398.7643278,,,1.084751844406128,2026
1779698682.641558,,248,,2380.0,399.9616167,,,1.1069093942642212,2026
1779698683.8135526,,249,,2390.0,401.1333888,,,1.0653976202011108,2026
1779698684.937969,,250,,2400.0,402.2580529,,,1.0820820331573486,2026
1779698686.0662148,,251,,2410.0,403.3863053,,,1.0694082975387573,2026
1779698687.198469,,252,,2420.0,404.5188713,,,1.092622995376587,2026
1779698688.3271503,,253,,2430.0,405.6469856,,,1.0676809549331665,2026
1779698689.4590657,,254,,2440.0,406.7789077,,,1.0668059587478638,2026
1779698690.5884426,,255,,2450.0,407.9082946,,,1.0614606142044067,2026
1779698691.7130644,,256,,2460.0,409.0328992,,,1.0839934349060059,2026
1779698692.8371058,,257,,2470.0,410.156938,,,1.0734103918075562,2026
1779698693.964418,,258,,2480.0,411.2843143,,,1.061072826385498,2026
1779698695.0944266,,259,,2490.0,412.4145302,,,1.0678532123565674,2026
1779698709.5418077,0.000564423209907245,260,1.506931185722351,2500.0,426.8618912,,0.9634795188903809,,2026
1779698709.6563053,,261,,2500.0,426.9761397,,,1.0437504053115845,2026
1779698710.7464154,,262,,2510.0,428.066398,,,1.0653866529464722,2026
1779698711.832545,,263,,2520.0,429.1523817,,,1.1007128953933716,2026
1779698712.9283328,,264,,2530.0,430.2481664,,,1.0572878122329712,2026
1779698714.0242217,,265,,2540.0,431.3440567,,,1.0920695066452026,2026
1779698715.1360579,,266,,2550.0,432.4558917,,,1.0677024126052856,2026
1779698716.2578628,,267,,2560.0,433.577699,,,1.0807294845581055,2026
1779698717.3724205,,268,,2570.0,434.6922552,,,1.0387043952941895,2026
1779698718.4907556,,269,,2580.0,435.8105878,,,1.0817148685455322,2026
1779698719.6075516,,270,,2590.0,436.9275163,,,1.0465584993362427,2026
1779698720.725235,,271,,2600.0,438.0450674,,,1.07631254196167,2026
1779698721.8423004,,272,,2610.0,439.1621756,,,1.042304277420044,2026
1779698722.9635217,,273,,2620.0,440.283357,,,1.0517746210098267,2026
1779698724.08399,,274,,2630.0,441.4040463,,,1.0702788829803467,2026
1779698725.2001681,,275,,2640.0,442.5200029,,,1.069476842880249,2026
1779698726.3596468,,276,,2650.0,443.6796641,,,1.0501316785812378,2026
1779698727.6095967,,277,,2660.0,444.9294332,,,1.0617358684539795,2026
1779698728.803599,,278,,2670.0,446.1236941,,,1.0233937501907349,2026
1779698729.9878476,,279,,2680.0,447.3076835,,,1.029641032218933,2026
1779698731.1688268,,280,,2690.0,448.4886615,,,1.0243375301361084,2026
1779698732.3530347,,281,,2700.0,449.6730478,,,1.046205997467041,2026
1779698733.528283,,282,,2710.0,450.8481183,,,1.050129771232605,2026
1779698734.6411414,,283,,2720.0,451.9609767,,,1.010266661643982,2026
1779698735.7546537,,284,,2730.0,453.0744904,,,1.0286520719528198,2026
1779698736.86921,,285,,2740.0,454.1890438,,,1.031862497329712,2026
1779698751.344176,0.0004924552772419723,286,1.5306915044784546,2750.0,468.6642908,,0.9179990887641907,,2026
1779698751.4554734,,287,,2750.0,468.7748018,,,1.0395679473876953,2026
1779698752.5439765,,288,,2760.0,469.8638099,,,1.023901343345642,2026
1779698753.6551023,,289,,2770.0,470.9749373,,,1.0261099338531494,2026
1779698754.7382953,,290,,2780.0,472.0581929,,,1.0312607288360596,2026
1779698755.833884,,291,,2790.0,473.1537194,,,1.0054093599319458,2026
1779698756.9210956,,292,,2800.0,474.2409293,,,1.0314233303070068,2026
1779698758.0205886,,293,,2810.0,475.3404282,,,0.9980869293212891,2026
1779698759.0974715,,294,,2820.0,476.4174532,,,1.036453127861023,2026
1779698760.1877654,,295,,2830.0,477.5076018,,,1.032899260520935,2026
1779698761.2867062,,296,,2840.0,478.6065693,,,1.0320782661437988,2026
1779698762.3811786,,297,,2850.0,479.7014269,,,0.9982269406318665,2026
1779698763.4937055,,298,,2860.0,480.8135391,,,1.015984058380127,2026
1779698764.6417336,,299,,2870.0,481.9616024,,,0.9914149641990662,2026
1779698765.7910788,,300,,2880.0,483.1109771,,,1.0168204307556152,2026
1779698766.938311,,301,,2890.0,484.2581476,,,1.0272544622421265,2026
1779698768.0848024,,302,,2900.0,485.4048077,,,1.004315972328186,2026
1779698769.230663,,303,,2910.0,486.5504957,,,1.0079678297042847,2026
1779698770.3756704,,304,,2920.0,487.6955836,,,1.020613670349121,2026
1779698771.5192404,,305,,2930.0,488.8392864,,,1.006867527961731,2026
1779698772.6603367,,306,,2940.0,489.9806003,,,1.0000483989715576,2026
1779698773.8076189,,307,,2950.0,491.1274555,,,0.9869300723075867,2026
1779698774.961079,,308,,2960.0,492.2809497,,,0.9786213040351868,2026
1779698776.1110022,,309,,2970.0,493.4308343,,,1.0036133527755737,2026
1779698777.2635648,,310,,2980.0,494.5833997,,,0.9946342706680298,2026
1779698778.418599,,311,,2990.0,495.7384332,,,1.0034515857696533,2026
1779698792.8771217,0.0004219625860160354,312,1.549827218055725,3000.0,510.1969542,,0.8711521029472351,,2026
1779698792.9906669,,313,,3000.0,510.3104993,,,1.010457992553711,2026
1779698794.0809562,,314,,3010.0,511.4014261,,,1.0045561790466309,2026
1779698795.2560906,,315,,3020.0,512.5759269,,,1.0042475461959839,2026
1779698796.3765624,,316,,3030.0,513.696204,,,0.9810910224914551,2026
1779698797.4991896,,317,,3040.0,514.8192393,,,1.0011109113693237,2026
1779698798.581978,,318,,3050.0,515.9018143,,,0.9893150329589844,2026
1779698799.7110188,,319,,3060.0,517.030852,,,0.9824945330619812,2026
1779698800.8372152,,320,,3070.0,518.157269,,,0.9777430295944214,2026
1779698801.9658813,,321,,3080.0,519.2857144,,,0.9926849007606506,2026
1779698803.0899763,,322,,3090.0,520.4098141,,,0.9939935803413391,2026
1779698804.2178524,,323,,3100.0,521.5376874,,,0.9850691556930542,2026
1779698805.338693,,324,,3110.0,522.6585308,,,0.9719160199165344,2026
1779698806.4155467,,325,,3120.0,523.7353815,,,0.9870198369026184,2026
1779698807.4934921,,326,,3130.0,524.8128208,,,0.9874588847160339,2026
1779698808.5724113,,327,,3140.0,525.8924525,,,0.9593089818954468,2026
1779698809.656862,,328,,3150.0,526.9766965,,,0.9633515477180481,2026
1779698810.734449,,329,,3160.0,528.0542833,,,0.9847643375396729,2026
1779698811.820299,,330,,3170.0,529.1406274,,,0.9716857671737671,2026
1779698812.9776886,,331,,3180.0,530.2975236,,,0.9636469483375549,2026
1779698814.1346333,,332,,3190.0,531.45447,,,0.9467798471450806,2026
1779698815.291779,,333,,3200.0,532.6116115,,,0.9695188403129578,2026
1779698816.445891,,334,,3210.0,533.7660216,,,0.9674357175827026,2026
1779698817.6007392,,335,,3220.0,534.9210778,,,0.9676613211631775,2026
1779698818.7564044,,336,,3230.0,536.0763387,,,0.9840407371520996,2026
1779698819.905054,,337,,3240.0,537.2250607,,,0.9623711109161377,2026
1779698834.305825,0.00035475231739709885,338,1.564421534538269,3250.0,551.6255358,,0.8294809460639954,,2026
1779698834.4190347,,339,,3250.0,551.7388673,,,0.9702003598213196,2026
1779698835.5142703,,340,,3260.0,552.8341045,,,0.9597873091697693,2026
1779698836.5965483,,341,,3270.0,553.9163849,,,0.9619858860969543,2026
1779698837.673813,,342,,3280.0,554.9936453,,,0.9780061841011047,2026
1779698838.762089,,343,,3290.0,556.0819238,,,0.9762008786201477,2026
1779698839.8467374,,344,,3300.0,557.1666157,,,0.9959778785705566,2026
1779698840.9485056,,345,,3310.0,558.268352,,,0.957095742225647,2026
1779698842.0331037,,346,,3320.0,559.3529387,,,0.9446306228637695,2026
1779698843.1173308,,347,,3330.0,560.4371661,,,0.9766948819160461,2026
1779698844.2018359,,348,,3340.0,561.5216712,,,0.9486662745475769,2026
1779698845.281598,,349,,3350.0,562.6021229,,,0.9621701836585999,2026
1779698846.3757317,,350,,3360.0,563.695568,,,0.9618827104568481,2026
1779698847.4476912,,351,,3370.0,564.7675248,,,0.9601712226867676,2026
1779698848.532966,,352,,3380.0,565.8528012,,,0.9299689531326294,2026
1779698849.6321185,,353,,3390.0,566.9522131,,,0.9560095071792603,2026
1779698850.7509108,,354,,3400.0,568.0708785,,,0.9167742133140564,2026
1779698851.9170427,,355,,3410.0,569.2370831,,,0.9440828561782837,2026
1779698853.0807104,,356,,3420.0,570.4005975,,,0.9415026307106018,2026
1779698854.2462156,,357,,3430.0,571.5660652,,,0.9358347058296204,2026
1779698855.4105926,,358,,3440.0,572.7305044,,,0.9307180643081665,2026
1779698856.5713353,,359,,3450.0,573.89117,,,0.9240737557411194,2026
1779698857.736516,,360,,3460.0,575.0563507,,,0.9455198645591736,2026
1779698858.8994212,,361,,3470.0,576.2192565,,,0.9230876564979553,2026
1779698860.062559,,362,,3480.0,577.3824757,,,0.9505452513694763,2026
