_step,_timestamp,train/loss,_runtime,train/step_loss,Sample Generation,lr,iter,val/loss,seed
120,1779691310.3306286,,192.1779819,1.321212887763977,,,1150.0,,2026
121,1779691311.36228,,193.2087595,1.2730730772018433,,,1160.0,,2026
122,1779691312.3935735,,194.2413765,1.2710309028625488,,,1170.0,,2026
123,1779691313.4265034,,195.2734901,1.3047438859939575,,,1180.0,,2026
124,1779691314.459898,,196.306886,1.2894717454910278,,,1190.0,,2026
125,1779691315.4905496,,197.3383776,1.2705090045928955,,,1200.0,,2026
126,1779691316.5235786,,198.3705638,1.2925382852554321,,,1210.0,,2026
127,1779691317.5555582,,199.4038316,1.2817758321762085,,,1220.0,,2026
128,1779691318.5885975,,200.4355814,1.3125755786895752,,,1230.0,,2026
129,1779691319.6188247,,201.4658707,1.231756567955017,,,1240.0,,2026
130,1779691334.269718,1.2035139799118042,216.1168203,,,0.000883125098683892,1250.0,1.4913455247879028,2026
131,1779691334.391498,,216.238482,1.2669812440872192,,,1250.0,,2026
132,1779691335.5495985,,217.3967777,1.2656055688858032,,,1260.0,,2026
133,1779691336.6316214,,218.479338,1.249137282371521,,,1270.0,,2026
134,1779691337.6820323,,219.5290214,1.3079984188079834,,,1280.0,,2026
135,1779691338.7241712,,220.5711558,1.2689646482467651,,,1290.0,,2026
136,1779691339.7607977,,221.6077913,1.272545337677002,,,1300.0,,2026
137,1779691340.7944028,,222.641955,1.266611933708191,,,1310.0,,2026
138,1779691341.869332,,223.7168611,1.2386672496795654,,,1320.0,,2026
139,1779691342.90495,,224.7522036,1.2407326698303223,,,1330.0,,2026
140,1779691343.9375553,,225.7849823,1.283132553100586,,,1340.0,,2026
141,1779691344.9739978,,226.8209817,1.2446930408477783,,,1350.0,,2026
142,1779691346.005002,,227.8523411,1.2449313402175903,,,1360.0,,2026
143,1779691347.0346143,,228.881849,1.2568312883377075,,,1370.0,,2026
144,1779691348.0683875,,229.9159515,1.238116979598999,,,1380.0,,2026
145,1779691349.1011014,,230.9485814,1.2542335987091064,,,1390.0,,2026
146,1779691350.139519,,231.9870895,1.2375354766845703,,,1400.0,,2026
147,1779691351.172878,,233.0204515,1.2352757453918457,,,1410.0,,2026
148,1779691352.205502,,234.0519816,1.245417594909668,,,1420.0,,2026
149,1779691353.2374568,,235.0844434,1.2452900409698486,,,1430.0,,2026
150,1779691354.2727642,,236.1197522,1.2289459705352783,,,1440.0,,2026
151,1779691355.3049657,,237.1514453,1.2229135036468506,,,1450.0,,2026
152,1779691356.3354938,,238.1826188,1.2219966650009155,,,1460.0,,2026
153,1779691357.37002,,239.2172467,1.2386415004730225,,,1470.0,,2026
154,1779691358.4018755,,240.2488614,1.2427018880844116,,,1480.0,,2026
155,1779691359.440744,,241.2877856,1.2137404680252075,,,1490.0,,2026
156,1779691373.770115,1.1557598114013672,255.6174737,,,0.0008305704108364302,1500.0,1.4750778675079346,2026
157,1779691373.879953,,255.7271366,1.2681158781051636,,,1500.0,,2026
158,1779691374.9510894,,256.798555,1.217171549797058,,,1510.0,,2026
159,1779691376.0007923,,257.8484659,1.19564688205719,,,1520.0,,2026
160,1779691377.040773,,258.887759,1.205755591392517,,,1530.0,,2026
161,1779691378.0762079,,259.9238304,1.2084823846817017,,,1540.0,,2026
162,1779691379.1121106,,260.9590763,1.2305867671966553,,,1550.0,,2026
163,1779691380.1462638,,261.99315,1.192905306816101,,,1560.0,,2026
164,1779691381.1802483,,263.0272349,1.2173587083816528,,,1570.0,,2026
165,1779691382.2160025,,264.0632941,1.2342928647994995,,,1580.0,,2026
166,1779691383.2514746,,265.0984627,1.210265040397644,,,1590.0,,2026
167,1779691384.286734,,266.1337216,1.2073001861572266,,,1600.0,,2026
168,1779691385.343285,,267.1904462,1.2231495380401611,,,1610.0,,2026
169,1779691386.389006,,268.2359928,1.1942505836486816,,,1620.0,,2026
170,1779691387.4482803,,269.2953873,1.2089741230010986,,,1630.0,,2026
171,1779691388.4998345,,270.3468665,1.2102177143096924,,,1640.0,,2026
172,1779691389.5416908,,271.3886803,1.1792314052581787,,,1650.0,,2026
173,1779691390.5799134,,272.4269285,1.2011343240737915,,,1660.0,,2026
174,1779691391.616103,,273.4630925,1.193390130996704,,,1670.0,,2026
175,1779691392.6524262,,274.499722,1.1995387077331543,,,1680.0,,2026
176,1779691393.6895783,,275.53658,1.2004368305206299,,,1690.0,,2026
177,1779691394.7271261,,276.5741876,1.1627626419067383,,,1700.0,,2026
178,1779691395.766805,,277.6137913,1.1932895183563232,,,1710.0,,2026
179,1779691396.8024132,,278.6494229,1.1895794868469238,,,1720.0,,2026
180,1779691397.8573422,,279.7047046,1.1746197938919067,,,1730.0,,2026
181,1779691398.9020324,,280.7490214,1.1847890615463257,,,1740.0,,2026
182,1779691413.248685,1.1045626401901245,295.0957063,,,0.0007708228984017721,1750.0,1.4788247346878052,2026
183,1779691413.3589976,,295.2059821,1.195992350578308,,,1750.0,,2026
184,1779691414.4795973,,296.3268098,1.2029107809066772,,,1760.0,,2026
185,1779691415.6249125,,297.4718972,1.1703495979309082,,,1770.0,,2026
186,1779691416.7278528,,298.5757646,1.1632002592086792,,,1780.0,,2026
187,1779691417.793909,,299.6413883,1.1803288459777832,,,1790.0,,2026
188,1779691418.8458908,,300.6928784,1.1685805320739746,,,1800.0,,2026
189,1779691419.8933434,,301.7403307,1.1723428964614868,,,1810.0,,2026
190,1779691420.9337935,,302.7807794,1.1811867952346802,,,1820.0,,2026
191,1779691421.9723744,,303.8193684,1.1992706060409546,,,1830.0,,2026
192,1779691423.0098639,,304.8568493,1.1834050416946411,,,1840.0,,2026
193,1779691424.0467057,,305.8937131,1.1732743978500366,,,1850.0,,2026
194,1779691425.0866814,,306.9336722,1.1587131023406982,,,1860.0,,2026
195,1779691426.1272628,,307.9744102,1.145741581916809,,,1870.0,,2026
196,1779691427.1659446,,309.0129313,1.1848890781402588,,,1880.0,,2026
197,1779691428.2034385,,310.0504236,1.1484071016311646,,,1890.0,,2026
198,1779691429.2418017,,311.0888213,1.1844351291656494,,,1900.0,,2026
199,1779691430.280861,,312.1285317,1.1451036930084229,,,1910.0,,2026
200,1779691431.3190765,,313.1662854,1.1759613752365112,,,1920.0,,2026
201,1779691432.3594167,,314.206639,1.1759300231933594,,,1930.0,,2026
202,1779691433.3969324,,315.2442699,1.1729514598846436,,,1940.0,,2026
203,1779691434.4356956,,316.2836871,1.139422059059143,,,1950.0,,2026
204,1779691435.4752922,,317.3224218,1.1525343656539917,,,1960.0,,2026
205,1779691436.514806,,318.3617917,1.1428951025009155,,,1970.0,,2026
206,1779691437.5575042,,319.4045992,1.1233166456222534,,,1980.0,,2026
207,1779691438.5965364,,320.443016,1.1306402683258057,,,1990.0,,2026
208,1779691453.1544814,1.0604239702224731,335.001265,,,0.0007054142744895884,2000.0,1.4797260761260986,2026
209,1779691453.2654257,,335.1124122,1.125787615776062,,,2000.0,,2026
210,1779691454.3572364,,336.2042229,1.132479190826416,,,2010.0,,2026
211,1779691455.420017,,337.2677378,1.132981538772583,,,2020.0,,2026
212,1779691456.4709647,,338.3185267,1.1312406063079834,,,2030.0,,2026
213,1779691457.5153513,,339.3623379,1.1438089609146118,,,2040.0,,2026
214,1779691458.5545406,,340.4021108,1.1381536722183228,,,2050.0,,2026
215,1779691459.5968041,,341.4437673,1.1380614042282104,,,2060.0,,2026
216,1779691460.6428983,,342.4907986,1.1414294242858887,,,2070.0,,2026
217,1779691461.7582645,,343.6052713,1.1312825679779053,,,2080.0,,2026
218,1779691462.8365695,,344.6841816,1.1629325151443481,,,2090.0,,2026
219,1779691463.9066718,,345.7531515,1.137619137763977,,,2100.0,,2026
220,1779691464.9854815,,346.8324687,1.1131216287612915,,,2110.0,,2026
221,1779691466.0645757,,347.9120493,1.129639744758606,,,2120.0,,2026
222,1779691467.1400366,,348.9870255,1.1032075881958008,,,2130.0,,2026
223,1779691468.2090664,,350.0568348,1.1312057971954346,,,2140.0,,2026
224,1779691469.3442812,,351.1913452,1.1323044300079346,,,2150.0,,2026
225,1779691470.4472783,,352.2942661,1.114374041557312,,,2160.0,,2026
226,1779691471.5319521,,353.3789701,1.1246418952941895,,,2170.0,,2026
227,1779691472.5900323,,354.4370205,1.1111884117126465,,,2180.0,,2026
228,1779691473.6888337,,355.5358198,1.1023606061935425,,,2190.0,,2026
229,1779691474.7748086,,356.6217972,1.140783429145813,,,2200.0,,2026
230,1779691475.8454468,,357.6932294,1.0940792560577393,,,2210.0,,2026
231,1779691476.944844,,358.7918288,1.0913630723953247,,,2220.0,,2026
232,1779691478.024662,,359.8717086,1.1357570886611938,,,2230.0,,2026
233,1779691479.0704947,,360.9182521,1.1106433868408203,,,2240.0,,2026
234,1779691493.8909059,1.016180157661438,375.7380761,,,0.0006360213829156177,2250.0,1.4995360374450684,2026
235,1779691494.0085611,,375.8555472,1.1057602167129517,,,2250.0,,2026
236,1779691495.1348643,,376.9829737,1.08065664768219,,,2260.0,,2026
237,1779691496.2173674,,378.0654416,1.111265778541565,,,2270.0,,2026
238,1779691497.2840152,,379.1310063,1.1072906255722046,,,2280.0,,2026
239,1779691498.33846,,380.1854832,1.0939552783966064,,,2290.0,,2026
240,1779691499.3866646,,381.2336498,1.0633550882339478,,,2300.0,,2026
241,1779691500.4371266,,382.2851734,1.1263084411621094,,,2310.0,,2026
242,1779691501.4881055,,383.3356521,1.0925519466400146,,,2320.0,,2026
243,1779691502.5356786,,384.3826644,1.0935852527618408,,,2330.0,,2026
244,1779691503.58756,,385.4345517,1.1151999235153198,,,2340.0,,2026
245,1779691504.6478431,,386.4950127,1.092568039894104,,,2350.0,,2026
246,1779691505.700393,,387.5491202,1.0757368803024292,,,2360.0,,2026
247,1779691506.749883,,388.5968703,1.0961878299713135,,,2370.0,,2026
248,1779691507.797525,,389.6452816,1.1082751750946045,,,2380.0,,2026
249,1779691508.8444517,,390.6922401,1.0617384910583496,,,2390.0,,2026
250,1779691509.8902278,,391.7372402,1.0913891792297363,,,2400.0,,2026
251,1779691510.9380496,,392.7850366,1.0680832862854004,,,2410.0,,2026
252,1779691511.982224,,393.829484,1.1015394926071167,,,2420.0,,2026
253,1779691513.0290926,,394.8760803,1.0681366920471191,,,2430.0,,2026
254,1779691514.076306,,395.9241996,1.0755900144577026,,,2440.0,,2026
255,1779691515.122573,,396.9698146,1.066909670829773,,,2450.0,,2026
256,1779691516.1704016,,398.0173861,1.0836330652236938,,,2460.0,,2026
257,1779691517.2150724,,399.062478,1.0804129838943481,,,2470.0,,2026
258,1779691518.260118,,400.1071076,1.069809913635254,,,2480.0,,2026
259,1779691519.3090084,,401.1559958,1.0759671926498413,,,2490.0,,2026
260,1779691534.2085707,0.9685205221176147,416.0556128,,,0.000564423209907245,2500.0,1.5090892314910889,2026
261,1779691534.3232718,,416.1704104,1.0468690395355225,,,2500.0,,2026
262,1779691535.4422343,,417.2892204,1.0675989389419556,,,2510.0,,2026
263,1779691536.5297086,,418.3766992,1.1051300764083862,,,2520.0,,2026
264,1779691537.6022675,,419.449946,1.0617657899856567,,,2530.0,,2026
265,1779691538.6715648,,420.5185506,1.0924009084701538,,,2540.0,,2026
266,1779691539.741974,,421.5889623,1.068494439125061,,,2550.0,,2026
267,1779691540.8028483,,422.6498365,1.0936726331710815,,,2560.0,,2026
268,1779691541.8591468,,423.7067653,1.0404311418533325,,,2570.0,,2026
269,1779691542.9163358,,424.7639491,1.0855940580368042,,,2580.0,,2026
270,1779691543.9708679,,425.8178569,1.0515774488449097,,,2590.0,,2026
271,1779691545.0178192,,426.8657977,1.0812265872955322,,,2600.0,,2026
272,1779691546.063931,,427.9118154,1.047455072402954,,,2610.0,,2026
273,1779691547.1123195,,428.9593032,1.05830717086792,,,2620.0,,2026
274,1779691548.1578867,,430.0051323,1.0860836505889893,,,2630.0,,2026
275,1779691549.207477,,431.0550864,1.07258141040802,,,2640.0,,2026
276,1779691550.2553294,,432.1027832,1.0521290302276611,,,2650.0,,2026
277,1779691551.3020887,,433.1498474,1.0621423721313477,,,2660.0,,2026
278,1779691552.3515067,,434.1989157,1.0310378074645996,,,2670.0,,2026
279,1779691553.399226,,435.2462119,1.0444172620773315,,,2680.0,,2026
280,1779691554.4459422,,436.2929575,1.0289835929870605,,,2690.0,,2026
281,1779691555.495457,,437.343522,1.043021559715271,,,2700.0,,2026
282,1779691556.5473614,,438.3944894,1.0516202449798584,,,2710.0,,2026
283,1779691557.5943284,,439.4414908,1.0221076011657715,,,2720.0,,2026
284,1779691558.6446245,,440.4916139,1.0304064750671387,,,2730.0,,2026
285,1779691559.69061,,441.5375997,1.0338237285614014,,,2740.0,,2026
286,1779691574.6814663,0.922953188419342,456.5287497,,,0.0004924552772419723,2750.0,1.524337887763977,2026
287,1779691574.796323,,456.6440425,1.0416449308395386,,,2750.0,,2026
288,1779691575.9349856,,457.7819714,1.0244736671447754,,,2760.0,,2026
289,1779691577.0212693,,458.8682551,1.0358614921569824,,,2770.0,,2026
290,1779691578.088575,,459.9355608,1.033440113067627,,,2780.0,,2026
291,1779691579.1519651,,460.9989525,1.0128010511398315,,,2790.0,,2026
292,1779691580.2053485,,462.0525467,1.0367724895477295,,,2800.0,,2026
293,1779691581.258237,,463.1052252,1.0074368715286255,,,2810.0,,2026
294,1779691582.3106859,,464.1576731,1.0452961921691895,,,2820.0,,2026
295,1779691583.3588674,,465.205855,1.0468459129333496,,,2830.0,,2026
296,1779691584.4047382,,466.2527347,1.0327436923980713,,,2840.0,,2026
297,1779691585.4546185,,467.3016423,0.9946364164352417,,,2850.0,,2026
298,1779691586.5009058,,468.3478917,1.033437728881836,,,2860.0,,2026
299,1779691587.5486133,,469.395598,1.0029430389404297,,,2870.0,,2026
300,1779691588.5949004,,470.4426014,1.0174031257629395,,,2880.0,,2026
301,1779691589.6422353,,471.4893015,1.0322238206863403,,,2890.0,,2026
302,1779691590.6908567,,472.5379526,1.0112026929855347,,,2900.0,,2026
303,1779691591.7390695,,473.5860535,1.0178849697113037,,,2910.0,,2026
304,1779691592.7878354,,474.6358294,1.0276418924331665,,,2920.0,,2026
305,1779691593.8347783,,475.6819888,1.0085827112197876,,,2930.0,,2026
306,1779691594.8846178,,476.7320866,1.0021495819091797,,,2940.0,,2026
307,1779691595.9317422,,477.7787291,0.9807016849517822,,,2950.0,,2026
308,1779691596.9812863,,478.829146,0.9875872135162354,,,2960.0,,2026
309,1779691598.0267951,,479.8740991,1.012282371520996,,,2970.0,,2026
310,1779691599.0724404,,480.9199848,1.0040898323059082,,,2980.0,,2026
311,1779691600.1215065,,481.9685001,1.0165082216262817,,,2990.0,,2026
312,1779691616.4269483,0.8800819516181946,498.2743567,,,0.0004219625860160354,3000.0,1.5490176677703857,2026
313,1779691616.5649164,,498.4120433,1.0213667154312134,,,3000.0,,2026
314,1779691617.8408308,,499.6878163,1.0040837526321411,,,3010.0,,2026
315,1779691619.006952,,500.8542002,0.9968937039375305,,,3020.0,,2026
316,1779691620.107601,,501.9545887,0.9961430430412292,,,3030.0,,2026
317,1779691621.1830585,,503.0301262,1.003686785697937,,,3040.0,,2026
318,1779691622.2491748,,504.0959641,0.9978896975517273,,,3050.0,,2026
319,1779691623.347802,,505.1947888,1.0006089210510254,,,3060.0,,2026
320,1779691624.4541078,,506.3011752,0.9946175813674927,,,3070.0,,2026
321,1779691625.5751746,,507.422169,0.9889358282089233,,,3080.0,,2026
322,1779691626.7634096,,508.6103927,1.008476734161377,,,3090.0,,2026
323,1779691627.968735,,509.8157275,0.9877076745033264,,,3100.0,,2026
324,1779691629.1280665,,510.9750586,0.9802947044372559,,,3110.0,,2026
325,1779691630.2278597,,512.0751159,1.0045026540756226,,,3120.0,,2026
326,1779691631.3172336,,513.1645567,0.9935829043388367,,,3130.0,,2026
327,1779691632.423769,,514.2711767,0.974965512752533,,,3140.0,,2026
328,1779691633.5135736,,515.361266,0.9678321480751038,,,3150.0,,2026
329,1779691634.5893152,,516.4363131,0.9963732361793518,,,3160.0,,2026
330,1779691635.6809988,,517.5280103,0.9742043614387512,,,3170.0,,2026
331,1779691636.740957,,518.5886849,0.9739444255828857,,,3180.0,,2026
332,1779691637.8126738,,519.660156,0.9638382792472839,,,3190.0,,2026
333,1779691638.893203,,520.740761,0.9786344170570374,,,3200.0,,2026
334,1779691639.9895327,,521.837075,0.9605664610862732,,,3210.0,,2026
335,1779691641.0980392,,522.9450268,0.9610936045646667,,,3220.0,,2026
336,1779691642.1952348,,524.0422189,0.9843757152557373,,,3230.0,,2026
337,1779691643.2493389,,525.0963187,0.9544361233711243,,,3240.0,,2026
338,1779691657.7606764,0.838023841381073,539.6081555,,,0.00035475231739709885,3250.0,1.5512439012527466,2026
339,1779691657.8723629,,539.7195257,0.9801890850067139,,,3250.0,,2026
340,1779691658.9532611,,540.8000618,0.9634318947792053,,,3260.0,,2026
341,1779691660.0434752,,541.8909569,0.9689424633979797,,,3270.0,,2026
342,1779691661.121389,,542.96838,0.9778524041175842,,,3280.0,,2026
343,1779691662.192545,,544.0395292,0.971389889717102,,,3290.0,,2026
344,1779691663.277275,,545.1248329,1.000051736831665,,,3300.0,,2026
345,1779691664.3503072,,546.1974292,0.9664863348007202,,,3310.0,,2026
346,1779691665.4260266,,547.2730046,0.9561101198196411,,,3320.0,,2026
347,1779691666.5016673,,548.3486545,0.977325975894928,,,3330.0,,2026
348,1779691667.5639174,,549.4109095,0.9518848061561584,,,3340.0,,2026
349,1779691668.6404564,,550.4874358,0.9656833410263062,,,3350.0,,2026
350,1779691669.7187035,,551.5656838,0.9749292731285095,,,3360.0,,2026
351,1779691670.787897,,552.634876,0.9616814851760864,,,3370.0,,2026
352,1779691671.8690362,,553.7160372,0.9400177001953125,,,3380.0,,2026
353,1779691672.9455438,,554.7926591,0.9583807587623596,,,3390.0,,2026
354,1779691674.0177567,,555.8647434,0.921308159828186,,,3400.0,,2026
355,1779691675.0982788,,556.9453859,0.9503681659698486,,,3410.0,,2026
356,1779691676.1652682,,558.0122499,0.9463935494422913,,,3420.0,,2026
357,1779691677.2259123,,559.0728929,0.9507429599761963,,,3430.0,,2026
358,1779691678.3059137,,560.1528925,0.9245396256446838,,,3440.0,,2026
359,1779691679.381586,,561.2290662,0.929401695728302,,,3450.0,,2026
360,1779691680.4564977,,562.3036126,0.9586960673332214,,,3460.0,,2026
361,1779691681.5385568,,563.3856082,0.9407262206077576,,,3470.0,,2026
362,1779691682.6101813,,564.4573116,0.9540488123893738,,,3480.0,,2026
363,1779691683.6890411,,565.5360192,0.9348651170730591,,,3490.0,,2026
364,1779691698.486482,0.7954515814781189,580.333968,,,0.0002925475029450237,3500.0,1.5892972946166992,2026
365,1779691698.6024806,,580.4494757,0.9454511404037476,,,3500.0,,2026
366,1779691699.7219257,,581.5689113,0.9710509181022644,,,3510.0,,2026
