val/loss,_step,_timestamp,train/step_loss,_runtime,lr,iter,train/loss,Sample Generation,seed
,84,1779640923.6058002,1.321662425994873,137.6675086,,800.0,,,3740
,85,1779640924.6563733,1.347710371017456,138.7181705,,810.0,,,3740
,86,1779640925.7071586,1.3421739339828491,139.7690571,,820.0,,,3740
,87,1779640926.7523415,1.3136897087097168,140.8140489,,830.0,,,3740
,88,1779640927.8111005,1.3309733867645264,141.8728073,,840.0,,,3740
,89,1779640928.8672855,1.3113113641738892,142.9296244,,850.0,,,3740
,90,1779640929.9084756,1.3272160291671753,143.9711595,,860.0,,,3740
,91,1779640930.9622066,1.3157460689544678,145.0239623,,870.0,,,3740
,92,1779640932.012008,1.3171806335449219,146.0737155,,880.0,,,3740
,93,1779640933.084063,1.3761837482452393,147.1472841,,890.0,,,3740
,94,1779640934.1491606,1.311331033706665,148.2115527,,900.0,,,3740
,95,1779640935.2034295,1.3013043403625488,149.2660388,,910.0,,,3740
,96,1779640936.2569942,1.3204957246780396,150.3187009,,920.0,,,3740
,97,1779640937.3064919,1.287327766418457,151.3685912,,930.0,,,3740
,98,1779640938.3575869,1.3202660083770752,152.4194554,,940.0,,,3740
,99,1779640939.4107366,1.2946209907531738,153.4725223,,950.0,,,3740
,100,1779640940.468625,1.3240383863449097,154.5307156,,960.0,,,3740
,101,1779640941.5203836,1.2819349765777588,155.5819609,,970.0,,,3740
,102,1779640942.5778313,1.3087139129638672,156.6395373,,980.0,,,3740
,103,1779640943.6332812,1.2856961488723755,157.6944833,,990.0,,,3740
1.5285829305648804,104,1779640957.9272957,,171.9891904,0.0009271396472013282,1000.0,1.224960446357727,,3740
,105,1779640958.036039,1.2441377639770508,172.0978919,,1000.0,,,3740
,106,1779640959.0827496,1.285497784614563,173.1444571,,1010.0,,,3740
,107,1779640960.1232646,1.2537107467651367,174.1850201,,1020.0,,,3740
,108,1779640961.1775155,1.2495583295822144,175.2392446,,1030.0,,,3740
,109,1779640962.2279758,1.3018592596054077,176.2896832,,1040.0,,,3740
,110,1779640963.2755787,1.244783639907837,177.3372863,,1050.0,,,3740
,111,1779640964.31915,1.2743151187896729,178.3809783,,1060.0,,,3740
,112,1779640965.3670692,1.2409762144088745,179.4290975,,1070.0,,,3740
,113,1779640966.4153886,1.267498254776001,180.477098,,1080.0,,,3740
,114,1779640967.4785075,1.2355871200561523,181.5404943,,1090.0,,,3740
,115,1779640968.6092882,1.2833739519119263,182.6710987,,1100.0,,,3740
,116,1779640969.6604607,1.2617660760879517,183.7221674,,1110.0,,,3740
,117,1779640970.717029,1.2697272300720215,184.7792296,,1120.0,,,3740
,118,1779640971.7602782,1.2315198183059692,185.821985,,1130.0,,,3740
,119,1779640972.8672,1.230262279510498,186.9289601,,1140.0,,,3740
,120,1779640973.9386804,1.282155990600586,188.0006494,,1150.0,,,3740
,121,1779640974.986263,1.248734951019287,189.0479718,,1160.0,,,3740
,122,1779640976.035379,1.244159460067749,190.0970852,,1170.0,,,3740
,123,1779640977.0891094,1.218670129776001,191.1508173,,1180.0,,,3740
,124,1779640978.142811,1.2457506656646729,192.204553,,1190.0,,,3740
,125,1779640979.1943023,1.2304296493530273,193.2560075,,1200.0,,,3740
,126,1779640980.242405,1.2391293048858643,194.3041135,,1210.0,,,3740
,127,1779640981.3001943,1.2330548763275146,195.3620435,,1220.0,,,3740
,128,1779640982.3440866,1.2585349082946777,196.4060559,,1230.0,,,3740
,129,1779640983.3940659,1.2362672090530396,197.4562617,,1240.0,,,3740
1.5051356554031372,130,1779640997.6639776,,211.7265065,0.000883125098683892,1250.0,1.1565738916397095,,3740
,131,1779640997.7740474,1.2497775554656982,211.835752,,1250.0,,,3740
,132,1779640998.8271093,1.2388548851013184,212.8888182,,1260.0,,,3740
,133,1779640999.8767736,1.2189923524856567,213.9384807,,1270.0,,,3740
,134,1779641000.9256158,1.200722575187683,214.9873218,,1280.0,,,3740
,135,1779641001.9753845,1.2200230360031128,216.0380925,,1290.0,,,3740
,136,1779641003.0279179,1.2124782800674438,217.0903424,,1300.0,,,3740
,137,1779641004.0730813,1.2077237367630005,218.1347873,,1310.0,,,3740
,138,1779641005.1198442,1.2320401668548584,219.1810459,,1320.0,,,3740
,139,1779641006.1667945,1.2073695659637451,220.2287169,,1330.0,,,3740
,140,1779641007.2158556,1.1916066408157349,221.2775633,,1340.0,,,3740
,141,1779641008.2601464,1.2284882068634033,222.3220398,,1350.0,,,3740
,142,1779641009.3163366,1.177266240119934,223.3775385,,1360.0,,,3740
,143,1779641010.3613997,1.1927143335342407,224.4231102,,1370.0,,,3740
,144,1779641011.415349,1.1825051307678223,225.4770571,,1380.0,,,3740
,145,1779641012.460222,1.2087401151657104,226.5219298,,1390.0,,,3740
,146,1779641013.5087552,1.212923526763916,227.569957,,1400.0,,,3740
,147,1779641014.5593264,1.1927838325500488,228.6217955,,1410.0,,,3740
,148,1779641015.618977,1.1839096546173096,229.6806916,,1420.0,,,3740
,149,1779641016.6709838,1.1697273254394531,230.7327765,,1430.0,,,3740
,150,1779641017.7172518,1.1707872152328491,231.779142,,1440.0,,,3740
,151,1779641018.7692785,1.2016409635543823,232.8309851,,1450.0,,,3740
,152,1779641019.8199966,1.2092467546463013,233.8817025,,1460.0,,,3740
,153,1779641020.8686852,1.1995774507522583,234.9303932,,1470.0,,,3740
,154,1779641021.9129632,1.2052110433578491,235.97467,,1480.0,,,3740
,155,1779641022.97409,1.158026933670044,237.035798,,1490.0,,,3740
1.517520785331726,156,1779641037.2582982,,251.3201315,0.0008305704108364302,1500.0,1.1064329147338867,,3740
,157,1779641037.3664064,1.159912109375,251.4286155,,1500.0,,,3740
,158,1779641038.42053,1.1817395687103271,252.4822378,,1510.0,,,3740
,159,1779641039.4791868,1.1415737867355347,253.5416156,,1520.0,,,3740
,160,1779641040.5347865,1.1798235177993774,254.5965394,,1530.0,,,3740
,161,1779641041.583626,1.1790105104446411,255.6455774,,1540.0,,,3740
,162,1779641042.643772,1.1562148332595825,256.7054805,,1550.0,,,3740
,163,1779641043.686977,1.2105145454406738,257.7481789,,1560.0,,,3740
,164,1779641044.7395973,1.1800079345703125,258.8013042,,1570.0,,,3740
,165,1779641045.795069,1.149622917175293,259.8570653,,1580.0,,,3740
,166,1779641046.8472483,1.1895649433135986,260.9093883,,1590.0,,,3740
,167,1779641047.8897982,1.179136872291565,261.9515236,,1600.0,,,3740
,168,1779641048.94525,1.1892259120941162,263.0069567,,1610.0,,,3740
,169,1779641049.9980967,1.1288729906082153,264.0598027,,1620.0,,,3740
,170,1779641051.0466983,1.1616902351379395,265.1084312,,1630.0,,,3740
,171,1779641052.101307,1.147789716720581,266.1630131,,1640.0,,,3740
,172,1779641053.1607325,1.1552410125732422,267.2228923,,1650.0,,,3740
,173,1779641054.227814,1.1371235847473145,268.2895972,,1660.0,,,3740
,174,1779641055.280804,1.1176098585128784,269.3425116,,1670.0,,,3740
,175,1779641056.336472,1.1735600233078003,270.3981781,,1680.0,,,3740
,176,1779641057.3922625,1.169054388999939,271.4539756,,1690.0,,,3740
,177,1779641058.4411259,1.140027642250061,272.5036445,,1700.0,,,3740
,178,1779641059.4940355,1.160663366317749,273.5567528,,1710.0,,,3740
,179,1779641060.592821,1.1398330926895142,274.6550167,,1720.0,,,3740
,180,1779641061.7031898,1.1557488441467285,275.7648972,,1730.0,,,3740
,181,1779641062.7777336,1.157437801361084,276.8394445,,1740.0,,,3740
1.5249770879745483,182,1779641077.3607576,,291.4233152,0.0007708228984017721,1750.0,1.0523593425750732,,3740
,183,1779641077.470908,1.10072660446167,291.5326379,,1750.0,,,3740
,184,1779641078.581498,1.1046233177185059,292.6432064,,1760.0,,,3740
,185,1779641079.6797912,1.1308616399765015,293.7418161,,1770.0,,,3740
,186,1779641080.7636495,1.1243360042572021,294.8253579,,1780.0,,,3740
,187,1779641081.823549,1.1348748207092285,295.8852595,,1790.0,,,3740
,188,1779641082.8893235,1.123939871788025,296.951049,,1800.0,,,3740
,189,1779641083.9715066,1.1413058042526245,298.0332141,,1810.0,,,3740
,190,1779641085.031164,1.12998628616333,299.0928717,,1820.0,,,3740
,191,1779641086.096809,1.1144142150878906,300.1587169,,1830.0,,,3740
,192,1779641087.2333436,1.128424048423767,301.2950499,,1840.0,,,3740
,193,1779641088.3337224,1.092644214630127,302.3955751,,1850.0,,,3740
,194,1779641089.404754,1.1122725009918213,303.4668158,,1860.0,,,3740
,195,1779641090.4875314,1.1384187936782837,304.5492374,,1870.0,,,3740
,196,1779641091.545172,1.1481550931930542,305.6071221,,1880.0,,,3740
,197,1779641092.6092064,1.0860192775726318,306.6713126,,1890.0,,,3740
,198,1779641093.6582854,1.116684079170227,307.7199915,,1900.0,,,3740
,199,1779641094.7201054,1.1013026237487793,308.7818139,,1910.0,,,3740
,200,1779641095.7737172,1.1022380590438843,309.8355944,,1920.0,,,3740
,201,1779641096.8294644,1.1058486700057983,310.8914079,,1930.0,,,3740
,202,1779641097.8862927,1.1037310361862183,311.9480002,,1940.0,,,3740
,203,1779641098.9512703,1.1034166812896729,313.0135835,,1950.0,,,3740
,204,1779641100.0047696,1.0850037336349487,314.0666272,,1960.0,,,3740
,205,1779641101.0575433,1.0957988500595093,315.1192686,,1970.0,,,3740
,206,1779641102.1158783,1.0964292287826538,316.1793268,,1980.0,,,3740
,207,1779641103.2056153,1.107616901397705,317.2674108,,1990.0,,,3740
1.5313482284545898,208,1779641118.337114,,332.3995116,0.0007054142744895884,2000.0,0.9997610449790955,,3740
,209,1779641118.450632,1.0811067819595337,332.5129835,,2000.0,,,3740
,210,1779641119.5323024,1.0761209726333618,333.5940108,,2010.0,,,3740
,211,1779641120.602591,1.1144459247589111,334.6642983,,2020.0,,,3740
,212,1779641121.6884322,1.1064765453338623,335.7501614,,2030.0,,,3740
,213,1779641122.7501884,1.1122649908065796,336.8118967,,2040.0,,,3740
,214,1779641123.8138032,1.0847651958465576,337.8760573,,2050.0,,,3740
,215,1779641124.8768811,1.0525741577148438,338.9389413,,2060.0,,,3740
,216,1779641125.9226573,1.0934906005859375,339.9844308,,2070.0,,,3740
,217,1779641126.9747312,1.099550724029541,341.0364381,,2080.0,,,3740
,218,1779641128.0390074,1.065899133682251,342.1008621,,2090.0,,,3740
,219,1779641129.12746,1.0849573612213135,343.1891685,,2100.0,,,3740
,220,1779641130.1950061,1.0943660736083984,344.2567128,,2110.0,,,3740
,221,1779641131.26511,1.0555881261825562,345.3278185,,2120.0,,,3740
,222,1779641132.3244956,1.0557894706726074,346.3862017,,2130.0,,,3740
,223,1779641133.3980975,1.0680965185165405,347.460005,,2140.0,,,3740
,224,1779641134.4957702,1.0920352935791016,348.5574764,,2150.0,,,3740
,225,1779641135.5813243,1.0740324258804321,349.6437286,,2160.0,,,3740
,226,1779641136.6719484,1.0667370557785034,350.73419,,2170.0,,,3740
,227,1779641137.7538652,1.0590940713882446,351.8155727,,2180.0,,,3740
,228,1779641138.8303173,1.05165696144104,352.8920652,,2190.0,,,3740
,229,1779641139.8946002,1.0494309663772583,353.9563421,,2200.0,,,3740
,230,1779641140.959235,1.046641230583191,355.020943,,2210.0,,,3740
,231,1779641142.0190082,1.047160029411316,356.080717,,2220.0,,,3740
,232,1779641143.083023,1.0488988161087036,357.1454105,,2230.0,,,3740
,233,1779641144.155879,1.0498828887939453,358.2175855,,2240.0,,,3740
1.5467065572738647,234,1779641158.6005764,,372.6629011,0.0006360213829156177,2250.0,0.9434087872505188,,3740
,235,1779641158.71569,1.0712560415267944,372.7777018,,2250.0,,,3740
,236,1779641159.7733307,1.056238055229187,373.8350376,,2260.0,,,3740
,237,1779641160.8391232,1.0289620161056519,374.9008317,,2270.0,,,3740
,238,1779641161.919865,1.0267516374588013,375.9815898,,2280.0,,,3740
,239,1779641162.9827213,1.0733790397644043,377.0444278,,2290.0,,,3740
,240,1779641164.038066,1.0450949668884277,378.0997747,,2300.0,,,3740
,241,1779641165.099726,1.035735011100769,379.1614633,,2310.0,,,3740
,242,1779641166.1586828,1.0562468767166138,380.2204674,,2320.0,,,3740
,243,1779641167.2226741,1.0531083345413208,381.2843825,,2330.0,,,3740
,244,1779641168.2865477,1.0108652114868164,382.3483124,,2340.0,,,3740
,245,1779641169.3561242,1.063359260559082,383.4181918,,2350.0,,,3740
,246,1779641170.4132152,1.018833875656128,384.4749256,,2360.0,,,3740
,247,1779641171.4782422,1.0188932418823242,385.5399487,,2370.0,,,3740
,248,1779641172.5363748,1.0152355432510376,386.5975768,,2380.0,,,3740
,249,1779641173.5951648,1.0353788137435913,387.6571663,,2390.0,,,3740
,250,1779641174.6521864,1.0205410718917847,388.7138922,,2400.0,,,3740
,251,1779641175.7056217,1.0244760513305664,389.767329,,2410.0,,,3740
,252,1779641176.7623122,1.0228843688964844,390.8242967,,2420.0,,,3740
,253,1779641177.8218527,1.0374943017959595,391.8835624,,2430.0,,,3740
,254,1779641178.8730164,0.9974346160888672,392.9347246,,2440.0,,,3740
,255,1779641179.9330225,0.9995229244232178,393.9942244,,2450.0,,,3740
,256,1779641180.9962265,1.0140619277954102,395.0581797,,2460.0,,,3740
,257,1779641182.054789,1.0328989028930664,396.1169415,,2470.0,,,3740
,258,1779641183.1792157,1.0425089597702026,397.2409265,,2480.0,,,3740
,259,1779641184.2359908,1.0329772233963013,398.2976973,,2490.0,,,3740
1.587397575378418,260,1779641198.6039367,,412.6662542,0.000564423209907245,2500.0,0.8969265818595886,,3740
,261,1779641198.713114,1.007894515991211,412.7748237,,2500.0,,,3740
,262,1779641199.763211,1.0190075635910034,413.8249795,,2510.0,,,3740
,263,1779641200.8174045,1.003244161605835,414.8796529,,2520.0,,,3740
,264,1779641201.870236,0.9784315228462219,415.9320466,,2530.0,,,3740
,265,1779641202.9217367,1.001809000968933,416.9841069,,2540.0,,,3740
,266,1779641203.978155,1.0108989477157593,418.040363,,2550.0,,,3740
,267,1779641205.054179,1.0093568563461304,419.1158885,,2560.0,,,3740
,268,1779641206.1031795,0.9949744939804077,420.165804,,2570.0,,,3740
,269,1779641207.1580114,0.9734353423118591,421.2202828,,2580.0,,,3740
,270,1779641208.2116601,0.9984866380691528,422.273537,,2590.0,,,3740
,271,1779641209.2688017,0.9910557866096497,423.3305101,,2600.0,,,3740
,272,1779641210.3226147,0.9721403121948242,424.3843732,,2610.0,,,3740
,273,1779641211.3756452,0.983640193939209,425.4368472,,2620.0,,,3740
,274,1779641212.4332533,0.989902138710022,426.4949693,,2630.0,,,3740
,275,1779641213.4851553,0.9918657541275024,427.5469717,,2640.0,,,3740
,276,1779641214.5386565,0.9643582105636597,428.6003626,,2650.0,,,3740
,277,1779641215.6078014,0.9790133833885193,429.6695387,,2660.0,,,3740
,278,1779641216.6673563,0.9959460496902466,430.7290642,,2670.0,,,3740
,279,1779641217.720636,0.9714409112930298,431.7824658,,2680.0,,,3740
,280,1779641218.788434,0.965243399143219,432.8502397,,2690.0,,,3740
,281,1779641219.8400152,0.9634628891944885,433.9022847,,2700.0,,,3740
,282,1779641220.8950336,0.9785445928573608,434.9562356,,2710.0,,,3740
,283,1779641221.951324,0.9701724052429199,436.0130314,,2720.0,,,3740
,284,1779641223.0111268,0.9592123031616211,437.0728332,,2730.0,,,3740
,285,1779641224.0980434,0.9896422624588013,438.1605753,,2740.0,,,3740
1.6192611455917358,286,1779641238.3898542,,452.4515605,0.0004924552772419723,2750.0,0.8351677060127258,,3740
,287,1779641238.50009,0.9677254557609558,452.5612917,,2750.0,,,3740
,288,1779641239.5520847,0.941103458404541,453.6137953,,2760.0,,,3740
,289,1779641240.6039002,0.9710149168968201,454.6657658,,2770.0,,,3740
,290,1779641241.652109,0.9579685926437378,455.7140395,,2780.0,,,3740
,291,1779641242.699384,0.956992506980896,456.7610908,,2790.0,,,3740
,292,1779641243.7456248,0.9455291628837585,457.8073307,,2800.0,,,3740
,293,1779641244.812108,0.9615929126739502,458.87331,,2810.0,,,3740
,294,1779641245.8832588,0.9627587795257568,459.9449679,,2820.0,,,3740
,295,1779641246.9389372,0.9825007915496826,461.0001389,,2830.0,,,3740
,296,1779641247.9766216,0.9613359570503235,462.0384137,,2840.0,,,3740
,297,1779641249.033201,0.9663251042366028,463.0949338,,2850.0,,,3740
,298,1779641250.0828915,0.9611701965332031,464.1446057,,2860.0,,,3740
,299,1779641251.132121,0.9617472887039185,465.1938524,,2870.0,,,3740
,300,1779641252.1761887,0.9196645021438599,466.2373906,,2880.0,,,3740
,301,1779641253.2236457,0.9522711038589478,467.2854478,,2890.0,,,3740
,302,1779641254.292261,0.9505870938301086,468.3539682,,2900.0,,,3740
,303,1779641255.3483179,0.9483628869056702,469.4100257,,2910.0,,,3740
,304,1779641256.402698,0.9581685662269592,470.4644304,,2920.0,,,3740
,305,1779641257.4548585,0.9286177754402161,471.5172104,,2930.0,,,3740
,306,1779641258.51162,0.9298281073570251,472.5733262,,2940.0,,,3740
,307,1779641259.547466,0.928462028503418,473.6093801,,2950.0,,,3740
,308,1779641260.5965748,0.9309572577476501,474.6582925,,2960.0,,,3740
,309,1779641261.6524022,0.9336089491844177,475.7146571,,2970.0,,,3740
,310,1779641262.7113461,0.9522108435630798,476.773053,,2980.0,,,3740
,311,1779641263.7550838,0.9486411213874817,477.8167902,,2990.0,,,3740
1.6547869443893433,312,1779641278.028097,,492.090293,0.0004219625860160354,3000.0,0.7860805988311768,,3740
,313,1779641278.1369712,0.9253352284431458,492.1986707,,3000.0,,,3740
,314,1779641279.2011886,0.9316649436950684,493.2630419,,3010.0,,,3740
,315,1779641280.2459009,0.9543210864067078,494.3081478,,3020.0,,,3740
,316,1779641281.3003173,0.9575290679931641,495.361519,,3030.0,,,3740
,317,1779641282.3526168,0.9299667477607727,496.4143245,,3040.0,,,3740
,318,1779641283.403004,0.9288378953933716,497.4647113,,3050.0,,,3740
,319,1779641284.4377472,0.9186923503875732,498.4994546,,3060.0,,,3740
,320,1779641285.4876285,0.9420030117034912,499.5500275,,3070.0,,,3740
,321,1779641286.54997,0.8979604244232178,500.6116766,,3080.0,,,3740
,322,1779641287.6026914,0.8940179944038391,501.6643986,,3090.0,,,3740
,323,1779641288.6558979,0.9047619104385376,502.7184915,,3100.0,,,3740
,324,1779641289.7185757,0.9112090468406677,503.7802875,,3110.0,,,3740
,325,1779641290.7735174,0.9383668303489685,504.8354746,,3120.0,,,3740
,326,1779641291.8179262,0.890697181224823,505.8796404,,3130.0,,,3740
,327,1779641292.8701463,0.9037071466445923,506.9318527,,3140.0,,,3740
,328,1779641293.9208727,0.9174009561538696,507.9826498,,3150.0,,,3740
,329,1779641294.9710605,0.9231098890304565,509.0327667,,3160.0,,,3740
,330,1779641296.0236213,0.9121495485305786,510.0853274,,3170.0,,,3740
,331,1779641297.0750263,0.912464439868927,511.1367537,,3180.0,,,3740
,332,1779641298.126806,0.9123522639274597,512.1885123,,3190.0,,,3740
,333,1779641299.1794186,0.9339153170585632,513.2412731,,3200.0,,,3740
,334,1779641300.22879,0.8977690935134888,514.290528,,3210.0,,,3740
,335,1779641301.277241,0.9038139581680298,515.3392427,,3220.0,,,3740
,336,1779641302.3224437,0.9035524725914001,516.3848087,,3230.0,,,3740
,337,1779641303.3739333,0.8976839780807495,517.4366442,,3240.0,,,3740
1.688936710357666,338,1779641317.6590648,,531.7217983,0.00035475231739709885,3250.0,0.7420617938041687,,3740
,339,1779641317.7701826,0.9095174074172974,531.8318891,,3250.0,,,3740
,340,1779641318.8234298,0.9050229787826538,532.8852652,,3260.0,,,3740
,341,1779641319.8755724,0.9014164805412292,533.9388162,,3270.0,,,3740
,342,1779641320.9272072,0.9052886366844177,534.9894591,,3280.0,,,3740
,343,1779641321.9731648,0.891629695892334,536.0348704,,3290.0,,,3740
,344,1779641323.028256,0.8934256434440613,537.0908834,,3300.0,,,3740
,345,1779641324.0696952,0.9129058718681335,538.1314021,,3310.0,,,3740
,346,1779641325.1211147,0.9077404737472534,539.1834622,,3320.0,,,3740
,347,1779641326.1734889,0.8906121850013733,540.2354467,,3330.0,,,3740
,348,1779641327.226724,0.8912607431411743,541.288432,,3340.0,,,3740
,349,1779641328.2837865,0.8851330280303955,542.3454916,,3350.0,,,3740
,350,1779641329.3284242,0.8818236589431763,543.3901334,,3360.0,,,3740
,351,1779641330.3822966,0.8909022212028503,544.4447116,,3370.0,,,3740
,352,1779641331.4345431,0.8691307902336121,545.4966335,,3380.0,,,3740
,353,1779641332.4829986,0.8938185572624207,546.5447075,,3390.0,,,3740
,354,1779641333.5332673,0.8795952796936035,547.5949736,,3400.0,,,3740
,355,1779641334.5805964,0.8514829874038696,548.6430275,,3410.0,,,3740
,356,1779641335.637006,0.8968605995178223,549.6982081,,3420.0,,,3740
,357,1779641336.6792734,0.8720874786376953,550.7411206,,3430.0,,,3740
,358,1779641337.7291355,0.851199746131897,551.7908414,,3440.0,,,3740
,359,1779641338.7776856,0.8726502060890198,552.8393921,,3450.0,,,3740
,360,1779641339.832747,0.8246054649353027,553.8945287,,3460.0,,,3740
,361,1779641340.8837152,0.8894534111022949,554.9463222,,3470.0,,,3740
,362,1779641341.9398286,0.8683494329452515,556.0015359,,3480.0,,,3740
,363,1779641342.980057,0.8907895684242249,557.0427519,,3490.0,,,3740
1.7348114252090454,364,1779641357.256342,,571.3180877,0.0002925475029450237,3500.0,0.6948256492614746,,3740
,365,1779641357.3653424,0.8520624041557312,571.4274191,,3500.0,,,3740
