val/loss,_timestamp,_step,Sample Generation,train/loss,train/step_loss,lr,iter,_runtime,seed
,1779695612.854002,73,,,1.4567937850952148,,700.0,153.9852339,2026
,1779695614.4320412,74,,,1.4447048902511597,,710.0,155.5632759,2026
,1779695616.0087125,75,,,1.463422179222107,,720.0,157.1405084,2026
,1779695617.5451198,76,,,1.423842430114746,,730.0,158.6763539,2026
,1779695619.0634935,77,,,1.40422785282135,,740.0,160.1947234,2026
1.5898035764694214,1779695636.4715707,78,,1.3592664003372192,,0.0009614856803571157,750.0,177.6033517,2026
,1779695636.6173775,79,,,1.4426518678665161,,750.0,177.7487404,2026
,1779695638.0234203,80,,,1.4119164943695068,,760.0,179.1546529,2026
,1779695639.4203095,81,,,1.4215877056121826,,770.0,180.5515421,2026
,1779695640.823445,82,,,1.4370741844177246,,780.0,181.9546789,2026
,1779695642.2427835,83,,,1.3936779499053955,,790.0,183.374014,2026
,1779695643.6596205,84,,,1.3879497051239014,,800.0,184.7903473,2026
,1779695645.1258955,85,,,1.3905822038650513,,810.0,186.2572777,2026
,1779695646.7039838,86,,,1.4214285612106323,,820.0,187.8351502,2026
,1779695648.279194,87,,,1.3897265195846558,,830.0,189.4104287,2026
,1779695649.8553557,88,,,1.3662441968917847,,840.0,190.986588,2026
,1779695651.4314723,89,,,1.3747445344924927,,850.0,192.5628671,2026
,1779695653.0091398,90,,,1.4081850051879883,,860.0,194.1405215,2026
,1779695654.5850022,91,,,1.3953235149383545,,870.0,195.7169888,2026
,1779695656.0908759,92,,,1.3691617250442505,,880.0,197.2221077,2026
,1779695657.5902953,93,,,1.3853875398635864,,890.0,198.7215697,2026
,1779695659.0903242,94,,,1.385611891746521,,900.0,200.2215608,2026
,1779695660.5888722,95,,,1.3414500951766968,,910.0,201.7201052,2026
,1779695662.0909894,96,,,1.360600233078003,,920.0,203.2222604,2026
,1779695663.5900853,97,,,1.3654837608337402,,930.0,204.7213184,2026
,1779695665.0919304,98,,,1.3313755989074707,,940.0,206.2231673,2026
,1779695666.6251833,99,,,1.3466823101043701,,950.0,207.7570659,2026
,1779695668.205663,100,,,1.3841583728790283,,960.0,209.3369348,2026
,1779695669.7657633,101,,,1.3138188123703003,,970.0,210.8970467,2026
,1779695671.3064256,102,,,1.3408139944076538,,980.0,212.4376602,2026
,1779695672.848929,103,,,1.364277720451355,,990.0,213.9802657,2026
1.5253597497940063,1779695690.1292288,104,,1.2752676010131836,,0.0009271396472013282,1000.0,231.2614624,2026
,1779695690.2730007,105,,,1.3366332054138184,,1000.0,231.4045206,2026
,1779695691.7639477,106,,,1.3508961200714111,,1010.0,232.8951815,2026
,1779695693.2706027,107,,,1.3527969121932983,,1020.0,234.4019566,2026
,1779695694.7791767,108,,,1.3054970502853394,,1030.0,235.9104104,2026
,1779695696.2897894,109,,,1.3313236236572266,,1040.0,237.4214771,2026
,1779695697.7966204,110,,,1.3525272607803345,,1050.0,238.9287378,2026
,1779695699.327775,111,,,1.332215428352356,,1060.0,240.4595429,2026
,1779695700.8615458,112,,,1.3018252849578857,,1070.0,241.9928012,2026
,1779695702.3918817,113,,,1.3349312543869019,,1080.0,243.5238808,2026
,1779695703.9249017,114,,,1.3266830444335938,,1090.0,245.0561333,2026
,1779695705.4580379,115,,,1.3276786804199219,,1100.0,246.5892701,2026
,1779695706.9389398,116,,,1.3311879634857178,,1110.0,248.0702675,2026
,1779695708.3326604,117,,,1.3053523302078247,,1120.0,249.4638933,2026
,1779695709.7738338,118,,,1.321791410446167,,1130.0,250.9050684,2026
,1779695711.2816389,119,,,1.2870887517929077,,1140.0,252.4128719,2026
,1779695712.7893255,120,,,1.3196628093719482,,1150.0,253.9205623,2026
,1779695714.2969096,121,,,1.2838047742843628,,1160.0,255.4283076,2026
,1779695715.8030267,122,,,1.267174482345581,,1170.0,256.9342592,2026
,1779695717.3091724,123,,,1.307838797569275,,1180.0,258.441053,2026
,1779695718.8162713,124,,,1.2922357320785522,,1190.0,259.9475034,2026
,1779695720.340148,125,,,1.274139404296875,,1200.0,261.4714986,2026
,1779695721.8754833,126,,,1.291666030883789,,1210.0,263.0067142,2026
,1779695723.389405,127,,,1.2801262140274048,,1220.0,264.520665,2026
,1779695724.9038134,128,,,1.3133031129837036,,1230.0,266.0350438,2026
,1779695726.4187145,129,,,1.2351723909378052,,1240.0,267.5502339,2026
1.489587426185608,1779695743.7447577,130,,1.203495979309082,,0.000883125098683892,1250.0,284.876485,2026
,1779695743.8884547,131,,,1.2705776691436768,,1250.0,285.0197091,2026
,1779695745.2958593,132,,,1.270527958869934,,1260.0,286.4270915,2026
,1779695746.8115537,133,,,1.2455497980117798,,1270.0,287.9429114,2026
,1779695748.3387175,134,,,1.3150714635849,,1280.0,289.4704451,2026
,1779695749.866511,135,,,1.266326665878296,,1290.0,290.9977415,2026
,1779695751.3903525,136,,,1.2750661373138428,,1300.0,292.5216142,2026
,1779695752.918657,137,,,1.2694716453552246,,1310.0,294.04989,2026
,1779695754.4446325,138,,,1.2388007640838623,,1320.0,295.5761645,2026
,1779695755.9746387,139,,,1.2469059228897095,,1330.0,297.1061539,2026
,1779695757.5001953,140,,,1.279439926147461,,1340.0,298.6314269,2026
,1779695759.0544477,141,,,1.2444016933441162,,1350.0,300.1856809,2026
,1779695760.6324754,142,,,1.2409454584121704,,1360.0,301.763709,2026
,1779695762.2090256,143,,,1.2571202516555786,,1370.0,303.3404939,2026
,1779695763.7690547,144,,,1.239107370376587,,1380.0,304.9002879,2026
,1779695765.2883193,145,,,1.255454659461975,,1390.0,306.4198996,2026
,1779695766.8514013,146,,,1.2407082319259644,,1400.0,307.9828584,2026
,1779695768.4320939,147,,,1.2394907474517822,,1410.0,309.5633274,2026
,1779695770.003855,148,,,1.2462103366851807,,1420.0,311.1351474,2026
,1779695771.5677245,149,,,1.2409260272979736,,1430.0,312.6992137,2026
,1779695773.056385,150,,,1.2275352478027344,,1440.0,314.1885753,2026
,1779695774.516454,151,,,1.2251497507095337,,1450.0,315.6479474,2026
,1779695775.9349186,152,,,1.2249168157577515,,1460.0,317.066152,2026
,1779695777.3484445,153,,,1.2406182289123535,,1470.0,318.4798109,2026
,1779695778.7833183,154,,,1.239229440689087,,1480.0,319.9146542,2026
,1779695780.2722929,155,,,1.2080186605453491,,1490.0,321.4037177,2026
1.4867128133773804,1779695798.7767942,156,,1.1555249691009521,,0.0008305704108364302,1500.0,339.9085219,2026
,1779695798.9345229,157,,,1.2647216320037842,,1500.0,340.0657566,2026
,1779695800.491061,158,,,1.2201706171035767,,1510.0,341.6223663,2026
,1779695802.0391684,159,,,1.1990946531295776,,1520.0,343.1704003,2026
,1779695803.5275311,160,,,1.206070899963379,,1530.0,344.6587758,2026
,1779695805.0019097,161,,,1.2166146039962769,,1540.0,346.1331526,2026
,1779695806.526976,162,,,1.238439917564392,,1550.0,347.6583871,2026
,1779695808.0252142,163,,,1.1911132335662842,,1560.0,349.1564443,2026
,1779695809.5530286,164,,,1.2150185108184814,,1570.0,350.6853007,2026
,1779695811.1382608,165,,,1.2315057516098022,,1580.0,352.2705134,2026
,1779695812.6646893,166,,,1.221409559249878,,1590.0,353.7959223,2026
,1779695814.1674898,167,,,1.2096517086029053,,1600.0,355.2988274,2026
,1779695815.6149583,168,,,1.2169300317764282,,1610.0,356.7461908,2026
,1779695817.065335,169,,,1.1925146579742432,,1620.0,358.196568,2026
,1779695818.5253952,170,,,1.2038811445236206,,1630.0,359.6571208,2026
,1779695820.007904,171,,,1.2156860828399658,,1640.0,361.1392093,2026
,1779695821.4640977,172,,,1.1763265132904053,,1650.0,362.5954006,2026
,1779695822.924584,173,,,1.1993861198425293,,1660.0,364.0558166,2026
,1779695824.4324462,174,,,1.1929019689559937,,1670.0,365.56368,2026
,1779695825.9118032,175,,,1.198559045791626,,1680.0,367.043238,2026
,1779695827.4376483,176,,,1.1954289674758911,,1690.0,368.5688809,2026
,1779695828.9210074,177,,,1.1698732376098633,,1700.0,370.0522749,2026
,1779695830.44544,178,,,1.199073076248169,,1710.0,371.576675,2026
,1779695832.0544822,179,,,1.1928329467773438,,1720.0,373.1860738,2026
,1779695833.6773684,180,,,1.171235203742981,,1730.0,374.8087675,2026
,1779695835.2134876,181,,,1.1817975044250488,,1740.0,376.3448132,2026
1.4710241556167603,1779695855.4048538,182,,1.1057097911834717,,0.0007708228984017721,1750.0,396.6400485,2026
,1779695856.0901804,183,,,1.1986688375473022,,1750.0,397.2235303,2026
,1779695857.697683,184,,,1.2017054557800293,,1760.0,398.8291802,2026
,1779695859.370909,185,,,1.1719340085983276,,1770.0,400.5026995,2026
,1779695860.9601052,186,,,1.1658095121383667,,1780.0,402.0920247,2026
,1779695862.4858644,187,,,1.1847422122955322,,1790.0,403.6180545,2026
,1779695863.9395406,188,,,1.171071171760559,,1800.0,405.0713203,2026
,1779695865.349599,189,,,1.1707450151443481,,1810.0,406.4809594,2026
,1779695866.8535457,190,,,1.1791563034057617,,1820.0,407.9847821,2026
,1779695868.417759,191,,,1.206117868423462,,1830.0,409.5543429,2026
,1779695870.008863,192,,,1.1781890392303467,,1840.0,411.1407783,2026
,1779695871.575146,193,,,1.1730533838272095,,1850.0,412.7064997,2026
,1779695873.1406045,194,,,1.154767632484436,,1860.0,414.2718377,2026
,1779695874.7868242,195,,,1.1421914100646973,,1870.0,415.9185947,2026
,1779695876.4129326,196,,,1.183019757270813,,1880.0,417.5441741,2026
,1779695877.9564424,197,,,1.1585887670516968,,1890.0,419.0885436,2026
,1779695879.502826,198,,,1.1792694330215454,,1900.0,420.6340823,2026
,1779695881.1340563,199,,,1.1418217420578003,,1910.0,422.2652906,2026
,1779695882.76408,200,,,1.1708805561065674,,1920.0,423.8953123,2026
,1779695884.30693,201,,,1.178726315498352,,1930.0,425.4387809,2026
,1779695885.850795,202,,,1.1753647327423096,,1940.0,426.982603,2026
,1779695887.3949854,203,,,1.1329762935638428,,1950.0,428.5263358,2026
,1779695888.9366784,204,,,1.1549886465072632,,1960.0,430.0679458,2026
,1779695890.4759886,205,,,1.1460100412368774,,1970.0,431.6072264,2026
,1779695892.1440651,206,,,1.1222859621047974,,1980.0,433.2762976,2026
,1779695893.7817516,207,,,1.1329611539840698,,1990.0,434.9130043,2026
1.4791862964630127,1779695912.2625642,208,,1.0588328838348389,,0.0007054142744895884,2000.0,453.3942889,2026
,1779695912.4102607,209,,,1.1320390701293945,,2000.0,453.5416948,2026
,1779695913.8841577,210,,,1.144655466079712,,2010.0,455.015391,2026
,1779695915.414143,211,,,1.1354202032089233,,2020.0,456.546949,2026
,1779695916.9515972,212,,,1.127443552017212,,2030.0,458.0828286,2026
,1779695918.4891477,213,,,1.1469026803970337,,2040.0,459.6203858,2026
,1779695920.028114,214,,,1.1421676874160767,,2050.0,461.1588409,2026
,1779695921.5668058,215,,,1.1409544944763184,,2060.0,462.6982481,2026
,1779695923.104309,216,,,1.143633484840393,,2070.0,464.2355441,2026
,1779695924.642973,217,,,1.1312133073806763,,2080.0,465.7742139,2026
,1779695926.2827618,218,,,1.1618540287017822,,2090.0,467.4148498,2026
,1779695927.9834573,219,,,1.1390472650527954,,2100.0,469.1149456,2026
,1779695929.5770538,220,,,1.1200639009475708,,2110.0,470.7082922,2026
,1779695931.1204786,221,,,1.1310234069824219,,2120.0,472.2517401,2026
,1779695932.6647136,222,,,1.1065821647644043,,2130.0,473.7959517,2026
,1779695934.2075443,223,,,1.134718418121338,,2140.0,475.3387853,2026
,1779695935.7457724,224,,,1.1248624324798584,,2150.0,476.8770093,2026
,1779695937.3492813,225,,,1.1116504669189453,,2160.0,478.4805226,2026
,1779695939.0259223,226,,,1.1206036806106567,,2170.0,480.1589997,2026
,1779695940.6110773,227,,,1.1118789911270142,,2180.0,481.7423173,2026
,1779695942.1319692,228,,,1.0941954851150513,,2190.0,483.2632117,2026
,1779695943.6501517,229,,,1.1428474187850952,,2200.0,484.7813892,2026
,1779695945.1720617,230,,,1.09641432762146,,2210.0,486.3033926,2026
,1779695946.689151,231,,,1.0980072021484375,,2220.0,487.8204674,2026
,1779695948.2080297,232,,,1.1263236999511719,,2230.0,489.3392599,2026
,1779695949.844498,233,,,1.107898473739624,,2240.0,490.9757365,2026
1.4860605001449585,1779695967.2641773,234,,1.016352891921997,,0.0006360213829156177,2250.0,508.3954138,2026
,1779695967.4090595,235,,,1.1162912845611572,,2250.0,508.5402917,2026
,1779695968.790247,236,,,1.0751543045043945,,2260.0,509.9214794,2026
,1779695970.2544706,237,,,1.1115942001342773,,2270.0,511.3860403,2026
,1779695971.8678873,238,,,1.1098713874816895,,2280.0,512.9991746,2026
,1779695973.5638628,239,,,1.0927150249481201,,2290.0,514.6951947,2026
,1779695975.157346,240,,,1.0610215663909912,,2300.0,516.2886523,2026
,1779695976.698712,241,,,1.130336046218872,,2310.0,517.8308773,2026
,1779695978.239559,242,,,1.0906729698181152,,2320.0,519.3714591,2026
,1779695979.7770383,243,,,1.098799467086792,,2330.0,520.9082989,2026
,1779695981.3160617,244,,,1.1178510189056396,,2340.0,522.4472925,2026
,1779695982.886582,245,,,1.0904242992401123,,2350.0,524.0188367,2026
,1779695984.5860815,246,,,1.069170594215393,,2360.0,525.7175224,2026
,1779695986.1909924,247,,,1.0904133319854736,,2370.0,527.3222262,2026
,1779695987.7334764,248,,,1.1098201274871826,,2380.0,528.8655212,2026
,1779695989.2758975,249,,,1.067233920097351,,2390.0,530.4071342,2026
,1779695990.8178227,250,,,1.0910818576812744,,2400.0,531.9490551,2026
,1779695992.3573613,251,,,1.07565438747406,,2410.0,533.4885949,2026
,1779695993.8972843,252,,,1.1019365787506104,,2420.0,535.0290918,2026
,1779695995.5776558,253,,,1.077254056930542,,2430.0,536.7098493,2026
,1779695997.2460482,254,,,1.0739753246307373,,2440.0,538.3782808,2026
,1779695998.7211664,255,,,1.066804051399231,,2450.0,539.8533188,2026
,1779696000.1996644,256,,,1.0806596279144287,,2460.0,541.331002,2026
,1779696001.7384713,257,,,1.0831180810928345,,2470.0,542.8697037,2026
,1779696003.2753072,258,,,1.0713773965835571,,2480.0,544.4075403,2026
,1779696004.8133135,259,,,1.0694478750228882,,2490.0,545.9446361,2026
1.5098719596862793,1779696022.2278595,260,,0.9688951373100281,,0.000564423209907245,2500.0,563.359791,2026
,1779696022.3695827,261,,,1.0497044324874878,,2500.0,563.500814,2026
,1779696023.799325,262,,,1.0725866556167603,,2510.0,564.9310161,2026
,1779696025.2549458,263,,,1.1052731275558472,,2520.0,566.3861797,2026
,1779696026.7818785,264,,,1.0646378993988037,,2530.0,567.9131114,2026
,1779696028.320979,265,,,1.0885772705078125,,2540.0,569.4524873,2026
,1779696030.0109086,266,,,1.0711067914962769,,2550.0,571.1422396,2026
,1779696031.6982446,267,,,1.089855432510376,,2560.0,572.8298591,2026
,1779696033.2379584,268,,,1.0410447120666504,,2570.0,574.3691922,2026
,1779696034.7804198,269,,,1.0852502584457397,,2580.0,575.9126266,2026
,1779696036.3189204,270,,,1.057861089706421,,2590.0,577.4501566,2026
,1779696037.8569393,271,,,1.0806772708892822,,2600.0,578.9881698,2026
,1779696039.3935902,272,,,1.047107458114624,,2610.0,580.5254707,2026
,1779696041.064696,273,,,1.0631805658340454,,2620.0,582.1959301,2026
,1779696042.6681693,274,,,1.0821561813354492,,2630.0,583.7994025,2026
,1779696044.1715531,275,,,1.0693072080612183,,2640.0,585.3035807,2026
,1779696045.6578798,276,,,1.0587035417556763,,2650.0,586.7897816,2026
,1779696047.147498,277,,,1.066238522529602,,2660.0,588.2787296,2026
,1779696048.6469579,278,,,1.031251072883606,,2670.0,589.7781912,2026
,1779696050.1839697,279,,,1.0391435623168945,,2680.0,591.3158201,2026
,1779696051.7867584,280,,,1.0241942405700684,,2690.0,592.9187774,2026
,1779696053.4498587,281,,,1.0442287921905518,,2700.0,594.5812561,2026
,1779696055.0369413,282,,,1.051788330078125,,2710.0,596.1683465,2026
,1779696056.559811,283,,,1.009050726890564,,2720.0,597.6911545,2026
,1779696058.0839183,284,,,1.0358595848083496,,2730.0,599.2151514,2026
,1779696059.6042054,285,,,1.0321582555770874,,2740.0,600.735467,2026
1.5230680704116821,1779696076.9078925,286,,0.9215469360351562,,0.0004924552772419723,2750.0,618.0391249,2026
,1779696077.0637894,287,,,1.0367621183395386,,2750.0,618.1951966,2026
,1779696078.4657462,288,,,1.0253772735595703,,2760.0,619.5969765,2026
,1779696079.9216096,289,,,1.0351293087005615,,2770.0,621.0535982,2026
,1779696081.3766108,290,,,1.0377763509750366,,2780.0,622.5087283,2026
,1779696082.8401484,291,,,1.0088131427764893,,2790.0,623.9716015,2026
,1779696084.338422,292,,,1.0411015748977661,,2800.0,625.4696571,2026
,1779696085.9068136,293,,,1.0070949792861938,,2810.0,627.0380482,2026
,1779696087.59019,294,,,1.0440499782562256,,2820.0,628.7215622,2026
,1779696089.2076006,295,,,1.0291862487792969,,2830.0,630.3388336,2026
,1779696090.736591,296,,,1.046431303024292,,2840.0,631.868782,2026
,1779696092.26847,297,,,0.9903417825698853,,2850.0,633.3997024,2026
,1779696093.8007915,298,,,1.0319477319717407,,2860.0,634.932132,2026
,1779696095.3349648,299,,,0.994780421257019,,2870.0,636.4661965,2026
,1779696096.8742218,300,,,1.0128618478775024,,2880.0,638.0060852,2026
,1779696098.561332,301,,,1.03090500831604,,2890.0,639.693333,2026
,1779696100.167959,302,,,1.0111995935440063,,2900.0,641.2994425,2026
,1779696101.585813,303,,,1.012244462966919,,2910.0,642.7172208,2026
,1779696102.9973834,304,,,1.0237534046173096,,2920.0,644.1286164,2026
,1779696104.4089234,305,,,1.0073668956756592,,2930.0,645.5402598,2026
,1779696105.8177648,306,,,1.0036500692367554,,2940.0,646.9490355,2026
,1779696107.2221882,307,,,0.9863854646682739,,2950.0,648.3542019,2026
,1779696108.629977,308,,,0.9842689633369446,,2960.0,649.7614517,2026
,1779696110.1067774,309,,,1.0066337585449219,,2970.0,651.2380353,2026
,1779696111.6180124,310,,,1.0048887729644775,,2980.0,652.7497752,2026
,1779696113.1605606,311,,,1.0074597597122192,,2990.0,654.2918189,2026
1.5448193550109863,1779696130.6897964,312,,0.876339852809906,,0.0004219625860160354,3000.0,671.8217313,2026
,1779696130.8313065,313,,,1.0171175003051758,,3000.0,671.9628681,2026
,1779696132.2678788,314,,,1.004839539527893,,3010.0,673.3991256,2026
,1779696133.7095332,315,,,0.997927725315094,,3020.0,674.8407673,2026
,1779696135.2986915,316,,,0.9962447881698608,,3030.0,676.4299235,2026
,1779696136.8394887,317,,,1.0053735971450806,,3040.0,677.971733,2026
,1779696138.3845625,318,,,1.0006113052368164,,3050.0,679.5162113,2026
,1779696139.925635,319,,,0.9963700175285339,,3060.0,681.0568675,2026
,1779696141.462247,320,,,0.9869150519371033,,3070.0,682.5943873,2026
,1779696143.003417,321,,,0.997945249080658,,3080.0,684.134688,2026
,1779696144.6912227,322,,,1.0072935819625854,,3090.0,685.8225749,2026
,1779696146.252659,323,,,0.9734877347946167,,3100.0,687.3839,2026
,1779696147.7016659,324,,,0.9843525886535645,,3110.0,688.832897,2026
,1779696149.097356,325,,,1.009766697883606,,3120.0,690.2289408,2026
,1779696150.4892397,326,,,0.9822698831558228,,3130.0,691.6208181,2026
,1779696151.8879,327,,,0.9765225648880005,,3140.0,693.0191503,2026
,1779696153.2783031,328,,,0.9741523265838623,,3150.0,694.4105536,2026
,1779696154.728954,329,,,0.9876728057861328,,3160.0,695.8601928,2026
,1779696156.2214572,330,,,0.9798452854156494,,3170.0,697.3528571,2026
,1779696157.7571404,331,,,0.9701446294784546,,3180.0,698.888534,2026
,1779696159.292713,332,,,0.955971360206604,,3190.0,700.423944,2026
,1779696160.8285484,333,,,0.975888192653656,,3200.0,701.9597791,2026
,1779696162.3634188,334,,,0.9690965414047241,,3210.0,703.4946498,2026
,1779696163.8979683,335,,,0.9664599895477295,,3220.0,705.0291983,2026
,1779696165.4328308,336,,,0.9854757189750671,,3230.0,706.5651249,2026
,1779696167.0749996,337,,,0.9636735916137695,,3240.0,708.2067857,2026
1.5511265993118286,1779696184.9105647,338,,0.8334786891937256,,0.00035475231739709885,3250.0,726.0422917,2026
,1779696185.0521812,339,,,0.9866981506347656,,3250.0,726.1836335,2026
,1779696186.4302738,340,,,0.9629358053207397,,3260.0,727.5615051,2026
,1779696187.786567,341,,,0.9646656513214111,,3270.0,728.9172937,2026
,1779696189.2893844,342,,,0.9720565676689148,,3280.0,730.4215516,2026
,1779696190.9612262,343,,,0.9776535034179688,,3290.0,732.093496,2026
,1779696192.5597758,344,,,1.0002552270889282,,3300.0,733.6910061,2026
,1779696194.0866067,345,,,0.9655142426490784,,3310.0,735.2181091,2026
,1779696195.6107724,346,,,0.9532356262207031,,3320.0,736.742463,2026
,1779696197.1342037,347,,,0.9809622168540955,,3330.0,738.2664551,2026
,1779696198.665838,348,,,0.9471536874771118,,3340.0,739.7970688,2026
,1779696200.202112,349,,,0.9718824028968811,,3350.0,741.3333426,2026
,1779696201.8762226,350,,,0.9703351855278015,,3360.0,743.0080374,2026
,1779696203.4921327,351,,,0.9607089757919312,,3370.0,744.6233656,2026
,1779696204.9710672,352,,,0.9417519569396973,,3380.0,746.1025832,2026
,1779696206.442476,353,,,0.9533853530883789,,3390.0,747.5737424,2026
,1779696207.909009,354,,,0.9334255456924438,,3400.0,749.0402427,2026
,1779696209.377781,355,,,0.9530578255653381,,3410.0,750.5103598,2026
,1779696210.8420007,356,,,0.9444399476051331,,3420.0,751.9732335,2026
,1779696212.3085132,357,,,0.9449596405029297,,3430.0,753.4397451,2026
,1779696213.7810686,358,,,0.9274554252624512,,3440.0,754.913189,2026
,1779696215.3193429,359,,,0.9338987469673157,,3450.0,756.4512413,2026
,1779696216.8560998,360,,,0.9617511034011841,,3460.0,757.9876134,2026
,1779696218.383332,361,,,0.9295636415481567,,3470.0,759.5146095,2026
,1779696219.8782794,362,,,0.9589709639549255,,3480.0,761.0099769,2026
,1779696221.3246658,363,,,0.9248372316360474,,3490.0,762.4565283,2026
1.5847479104995728,1779696238.9532652,364,,0.7932038903236389,,0.0002925475029450237,3500.0,780.0850778,2026
,1779696239.0955143,365,,,0.9403230547904968,,3500.0,780.2274432,2026
,1779696240.4761522,366,,,0.966019332408905,,3510.0,781.6076129,2026
