_timestamp,train/step_loss,iter,Sample Generation,_step,val/loss,lr,_runtime,train/loss,seed
1779718288.9193192,1.4784877300262451,1210.0,,126,,,174.4273033,,6242
1779718289.8210015,1.4583725929260254,1220.0,,127,,,175.3291841,,6242
1779718290.738255,1.438912272453308,1230.0,,128,,,176.2468324,,6242
1779718291.644089,1.481594443321228,1240.0,,129,,,177.1518089,,6242
1779718305.2858167,,1250.0,,130,1.6050982475280762,0.000883125098683892,190.7940318,1.3931080102920532,6242
1779718305.3802817,1.4745850563049316,1250.0,,131,,,190.8880003,,6242
1779718306.2847705,1.4375300407409668,1260.0,,132,,,191.7924895,,6242
1779718307.1962042,1.477051854133606,1270.0,,133,,,192.7041878,,6242
1779718308.1036453,1.4843991994857788,1280.0,,134,,,193.6120749,,6242
1779718309.0186706,1.4721322059631348,1290.0,,135,,,194.5263957,,6242
1779718309.93285,1.5010402202606201,1300.0,,136,,,195.4407105,,6242
1779718310.8348942,1.4675277471542358,1310.0,,137,,,196.3426129,,6242
1779718311.748134,1.4554294347763062,1320.0,,138,,,197.2558537,,6242
1779718312.6565883,1.4874056577682495,1330.0,,139,,,198.1643135,,6242
1779718313.5661619,1.4652906656265259,1340.0,,140,,,199.0738816,,6242
1779718314.4780111,1.4593321084976196,1350.0,,141,,,199.9859231,,6242
1779718315.3909633,1.434678554534912,1360.0,,142,,,200.8986936,,6242
1779718316.2994928,1.4402375221252441,1370.0,,143,,,201.8080894,,6242
1779718317.205367,1.4451777935028076,1380.0,,144,,,202.7130885,,6242
1779718318.120926,1.4541431665420532,1390.0,,145,,,203.6286471,,6242
1779718319.0313234,1.4441882371902466,1400.0,,146,,,204.5390429,,6242
1779718319.9374566,1.4800853729248047,1410.0,,147,,,205.4459319,,6242
1779718320.8481581,1.455434799194336,1420.0,,148,,,206.35618,,6242
1779718321.7624197,1.455562710762024,1430.0,,149,,,207.2710909,,6242
1779718322.6733167,1.4218873977661133,1440.0,,150,,,208.1810365,,6242
1779718323.5814464,1.414445400238037,1450.0,,151,,,209.0891679,,6242
1779718324.4860585,1.4060577154159546,1460.0,,152,,,209.9942804,,6242
1779718325.4028654,1.4649301767349243,1470.0,,153,,,210.9108375,,6242
1779718326.3108513,1.4265514612197876,1480.0,,154,,,211.8185719,,6242
1779718327.221546,1.4508553743362427,1490.0,,155,,,212.7292669,,6242
1779718340.8599997,,1500.0,,156,1.5693362951278687,0.0008305704108364302,226.3681519,1.3391703367233276,6242
1779718340.95422,1.4247362613677979,1500.0,,157,,,226.4619421,,6242
1779718341.8600352,1.4140186309814453,1510.0,,158,,,227.3677555,,6242
1779718342.7709832,1.4019125699996948,1520.0,,159,,,228.2787051,,6242
1779718343.676016,1.4140137434005737,1530.0,,160,,,229.1840329,,6242
1779718344.5837584,1.4219485521316528,1540.0,,161,,,230.0920272,,6242
1779718345.4926724,1.4098292589187622,1550.0,,162,,,231.0005683,,6242
1779718346.399473,1.393324613571167,1560.0,,163,,,231.9081371,,6242
1779718347.309959,1.4115501642227173,1570.0,,164,,,232.8177111,,6242
1779718348.2199519,1.402561068534851,1580.0,,165,,,233.7276709,,6242
1779718349.1308217,1.4169431924819946,1590.0,,166,,,234.638544,,6242
1779718350.0359905,1.4082295894622803,1600.0,,167,,,235.5437125,,6242
1779718350.9414039,1.39375901222229,1610.0,,168,,,236.4491248,,6242
1779718351.8487318,1.375293254852295,1620.0,,169,,,237.3572636,,6242
1779718352.7557278,1.382744550704956,1630.0,,170,,,238.2639206,,6242
1779718353.6662219,1.3966954946517944,1640.0,,171,,,239.1739455,,6242
1779718354.576303,1.3559455871582031,1650.0,,172,,,240.0840458,,6242
1779718355.48619,1.3730448484420776,1660.0,,173,,,240.9942517,,6242
1779718356.398414,1.3612293004989624,1670.0,,174,,,241.9062245,,6242
1779718357.3038692,1.3632596731185913,1680.0,,175,,,242.811415,,6242
1779718358.212547,1.371042251586914,1690.0,,176,,,243.7202661,,6242
1779718359.1222682,1.3699374198913574,1700.0,,177,,,244.6299903,,6242
1779718360.0266407,1.3841989040374756,1710.0,,178,,,245.5343637,,6242
1779718360.947507,1.3866498470306396,1720.0,,179,,,246.4554637,,6242
1779718361.860866,1.372168779373169,1730.0,,180,,,247.3690422,,6242
1779718362.7659934,1.3569496870040894,1740.0,,181,,,248.2737161,,6242
1779718376.4020905,,1750.0,,182,1.5383180379867554,0.0007708228984017721,261.9107935,1.2989245653152466,6242
1779718376.4984658,1.3805094957351685,1750.0,,183,,,262.0062286,,6242
1779718377.4056547,1.3962217569351196,1760.0,,184,,,262.913996,,6242
1779718378.312437,1.3770833015441895,1770.0,,185,,,263.8202091,,6242
1779718379.217008,1.3687056303024292,1780.0,,186,,,264.7254282,,6242
1779718380.1282594,1.3801792860031128,1790.0,,187,,,265.6360064,,6242
1779718381.0391796,1.4136862754821777,1800.0,,188,,,266.5471064,,6242
1779718381.9461575,1.345584511756897,1810.0,,189,,,267.4538772,,6242
1779718382.855565,1.3650580644607544,1820.0,,190,,,268.3639716,,6242
1779718383.7634368,1.3889687061309814,1830.0,,191,,,269.2714205,,6242
1779718384.6642053,1.3462791442871094,1840.0,,192,,,270.1728416,,6242
1779718385.5729492,1.339392900466919,1850.0,,193,,,271.0805637,,6242
1779718386.4809299,1.381423830986023,1860.0,,194,,,271.9886501,,6242
1779718387.3912854,1.3675123453140259,1870.0,,195,,,272.8990091,,6242
1779718388.2949402,1.3226557970046997,1880.0,,196,,,273.8032989,,6242
1779718389.203135,1.3677445650100708,1890.0,,197,,,274.7112525,,6242
1779718390.1139057,1.34467613697052,1900.0,,198,,,275.6219143,,6242
1779718391.0255637,1.3184409141540527,1910.0,,199,,,276.5340017,,6242
1779718391.9400437,1.3319671154022217,1920.0,,200,,,277.4477678,,6242
1779718392.8463616,1.3610254526138306,1930.0,,201,,,278.3540808,,6242
1779718393.7634516,1.3568031787872314,1940.0,,202,,,279.2711707,,6242
1779718394.6673448,1.3453489542007446,1950.0,,203,,,280.175064,,6242
1779718395.5825746,1.301965355873108,1960.0,,204,,,281.0905165,,6242
1779718396.4858613,1.3187140226364136,1970.0,,205,,,281.9937597,,6242
1779718397.394468,1.316452145576477,1980.0,,206,,,282.9026723,,6242
1779718398.299493,1.340384840965271,1990.0,,207,,,283.8072156,,6242
1779718411.9272394,,2000.0,,208,1.5129503011703491,0.0007054142744895884,297.435427,1.2601701021194458,6242
1779718412.0205822,1.3589341640472412,2000.0,,209,,,297.528385,,6242
1779718412.930222,1.3550039529800415,2010.0,,210,,,298.4384411,,6242
1779718413.8406312,1.335848331451416,2020.0,,211,,,299.3486885,,6242
1779718414.749594,1.3453476428985596,2030.0,,212,,,300.2575143,,6242
1779718415.6552172,1.334132432937622,2040.0,,213,,,301.1636668,,6242
1779718416.5647712,1.3354296684265137,2050.0,,214,,,302.0724911,,6242
1779718417.470532,1.3153188228607178,2060.0,,215,,,302.9782507,,6242
1779718418.3768256,1.3479350805282593,2070.0,,216,,,303.8846756,,6242
1779718419.2876563,1.337547779083252,2080.0,,217,,,304.7953814,,6242
1779718420.2011395,1.3205357789993286,2090.0,,218,,,305.7088665,,6242
1779718421.1121655,1.3980669975280762,2100.0,,219,,,306.6199233,,6242
1779718422.0174093,1.3327945470809937,2110.0,,220,,,307.525133,,6242
1779718422.9351192,1.3531157970428467,2120.0,,221,,,308.4428417,,6242
1779718423.8411984,1.2952625751495361,2130.0,,222,,,309.3489426,,6242
1779718424.749418,1.3018977642059326,2140.0,,223,,,310.2571403,,6242
1779718425.6546876,1.2871369123458862,2150.0,,224,,,311.1624103,,6242
1779718426.5601456,1.341936469078064,2160.0,,225,,,312.0678667,,6242
1779718427.4697313,1.313882827758789,2170.0,,226,,,312.9774508,,6242
1779718428.3787017,1.3409255743026733,2180.0,,227,,,313.8864226,,6242
1779718429.2870018,1.3077166080474854,2190.0,,228,,,314.7947218,,6242
1779718430.1950724,1.30998694896698,2200.0,,229,,,315.7028267,,6242
1779718431.1048195,1.262375831604004,2210.0,,230,,,316.6125391,,6242
1779718432.0101252,1.3354616165161133,2220.0,,231,,,317.5178439,,6242
1779718432.9151082,1.3207013607025146,2230.0,,232,,,318.4228729,,6242
1779718433.8233793,1.3285142183303833,2240.0,,233,,,319.3321113,,6242
1779718447.4629717,,2250.0,,234,1.5136806964874268,0.0006360213829156177,332.9707697,1.2379271984100342,6242
1779718447.5577843,1.3044759035110474,2250.0,,235,,,333.0655057,,6242
1779718448.4684327,1.2912219762802124,2260.0,,236,,,333.9761552,,6242
1779718449.385193,1.3036593198776245,2270.0,,237,,,334.8929147,,6242
1779718450.2964585,1.311379075050354,2280.0,,238,,,335.8043116,,6242
1779718451.2049606,1.3197380304336548,2290.0,,239,,,336.7131066,,6242
1779718452.1179416,1.302079439163208,2300.0,,240,,,337.6264197,,6242
1779718453.0350685,1.2996360063552856,2310.0,,241,,,338.5427916,,6242
1779718453.9554944,1.2822765111923218,2320.0,,242,,,339.4632149,,6242
1779718454.8615532,1.3201556205749512,2330.0,,243,,,340.3692732,,6242
1779718455.7724571,1.2810776233673096,2340.0,,244,,,341.2803473,,6242
1779718456.6907988,1.31888747215271,2350.0,,245,,,342.1990741,,6242
1779718457.6075556,1.2881498336791992,2360.0,,246,,,343.1158842,,6242
1779718458.5229504,1.2821323871612549,2370.0,,247,,,344.0306706,,6242
1779718459.442229,1.3005095720291138,2380.0,,248,,,344.950207,,6242
1779718460.3515356,1.3242727518081665,2390.0,,249,,,345.8598372,,6242
1779718461.2659388,1.2620993852615356,2400.0,,250,,,346.7740683,,6242
1779718462.1928277,1.2744622230529785,2410.0,,251,,,347.7007353,,6242
1779718463.1092925,1.2998707294464111,2420.0,,252,,,348.6170728,,6242
1779718464.0270534,1.2863819599151611,2430.0,,253,,,349.5350335,,6242
1779718464.9446206,1.292404294013977,2440.0,,254,,,350.4523441,,6242
1779718465.8629239,1.3055120706558228,2450.0,,255,,,351.3707423,,6242
1779718466.7780716,1.254835844039917,2460.0,,256,,,352.2860146,,6242
1779718467.7039285,1.302446722984314,2470.0,,257,,,353.2116516,,6242
1779718468.6241431,1.2799099683761597,2480.0,,258,,,354.1320629,,6242
1779718469.5418782,1.29901123046875,2490.0,,259,,,355.0498495,,6242
1779718483.4130325,,2500.0,,260,1.490523099899292,0.000564423209907245,368.9214646,1.208090901374817,6242
1779718483.5084255,1.2661445140838623,2500.0,,261,,,369.0166641,,6242
1779718484.4303844,1.285911202430725,2510.0,,262,,,369.9383955,,6242
1779718485.3517065,1.262312650680542,2520.0,,263,,,370.8600159,,6242
1779718486.2727113,1.2980220317840576,2530.0,,264,,,371.7804325,,6242
1779718487.1947787,1.2548059225082397,2540.0,,265,,,372.7026256,,6242
1779718488.1161184,1.268181324005127,2550.0,,266,,,373.6238416,,6242
1779718489.0410743,1.2589058876037598,2560.0,,267,,,374.5497707,,6242
1779718489.9639966,1.303078293800354,2570.0,,268,,,375.471718,,6242
1779718490.8868032,1.2821506261825562,2580.0,,269,,,376.3946658,,6242
1779718491.8051448,1.243537187576294,2590.0,,270,,,377.3128881,,6242
1779718492.7236621,1.2643707990646362,2600.0,,271,,,378.2321906,,6242
1779718493.6450086,1.299851417541504,2610.0,,272,,,379.152729,,6242
1779718494.5666,1.2870217561721802,2620.0,,273,,,380.0743203,,6242
1779718495.489708,1.2798833847045898,2630.0,,274,,,380.9974313,,6242
1779718496.4085371,1.2795995473861694,2640.0,,275,,,381.9162583,,6242
1779718497.334951,1.2457202672958374,2650.0,,276,,,382.8426816,,6242
1779718498.2561076,1.2710622549057007,2660.0,,277,,,383.7638322,,6242
1779718499.1803193,1.2506678104400635,2670.0,,278,,,384.68803809999997,,6242
1779718500.1062872,1.266466498374939,2680.0,,279,,,385.6140069,,6242
1779718501.0269608,1.2613543272018433,2690.0,,280,,,386.534682,,6242
1779718501.9455183,1.260903239250183,2700.0,,281,,,387.4533449,,6242
1779718502.8640337,1.2661631107330322,2710.0,,282,,,388.3717517,,6242
1779718503.7793565,1.2936931848526,2720.0,,283,,,389.2871098,,6242
1779718504.697501,1.2674543857574463,2730.0,,284,,,390.2052261,,6242
1779718505.6159308,1.2810876369476318,2740.0,,285,,,391.123654,,6242
1779718519.4006016,,2750.0,,286,1.482517123222351,0.0004924552772419723,404.9093234,1.1822118759155273,6242
1779718519.4998147,1.2240827083587646,2750.0,,287,,,405.0075647,,6242
1779718520.419281,1.2567030191421509,2760.0,,288,,,405.926949,,6242
1779718521.331415,1.2642098665237427,2770.0,,289,,,406.8391344,,6242
1779718522.2458193,1.2341032028198242,2780.0,,290,,,407.7537613,,6242
1779718523.154995,1.2539225816726685,2790.0,,291,,,408.6627391,,6242
1779718524.075421,1.2492427825927734,2800.0,,292,,,409.5831412,,6242
1779718525.0120919,1.2543859481811523,2810.0,,293,,,410.5198337,,6242
1779718525.934261,1.2524259090423584,2820.0,,294,,,411.442136,,6242
1779718526.845486,1.2278763055801392,2830.0,,295,,,412.353208,,6242
1779718527.7753437,1.261114478111267,2840.0,,296,,,413.2830624,,6242
1779718528.6898582,1.2545667886734009,2850.0,,297,,,414.1975803,,6242
1779718529.6062317,1.2448779344558716,2860.0,,298,,,415.1139547,,6242
1779718530.5218341,1.2435200214385986,2870.0,,299,,,416.0295595,,6242
1779718531.437779,1.2534369230270386,2880.0,,300,,,416.9454998,,6242
1779718532.3576467,1.2304272651672363,2890.0,,301,,,417.8653695,,6242
1779718533.269191,1.2550641298294067,2900.0,,302,,,418.7770517,,6242
1779718534.1883295,1.2410290241241455,2910.0,,303,,,419.6962432,,6242
1779718535.1000705,1.2327014207839966,2920.0,,304,,,420.6077934,,6242
1779718536.0204837,1.233683705329895,2930.0,,305,,,421.5283956,,6242
1779718536.9394984,1.2448652982711792,2940.0,,306,,,422.4477436,,6242
1779718537.862992,1.2240618467330933,2950.0,,307,,,423.3708395,,6242
1779718538.7870333,1.2417174577713013,2960.0,,308,,,424.2947746,,6242
1779718539.7007942,1.2167918682098389,2970.0,,309,,,425.2090201,,6242
1779718540.623397,1.2252721786499023,2980.0,,310,,,426.1311211,,6242
1779718541.5380147,1.2371485233306885,2990.0,,311,,,427.0467208,,6242
1779718555.2729108,,3000.0,,312,1.4779636859893799,0.0004219625860160354,440.78151,1.1615071296691895,6242
1779718555.371902,1.2198566198349,3000.0,,313,,,440.8796233,,6242
1779718556.2893476,1.2402013540267944,3010.0,,314,,,441.7972197,,6242
1779718557.2118967,1.2358694076538086,3020.0,,315,,,442.7202491,,6242
1779718558.126556,1.213006615638733,3030.0,,316,,,443.6342791,,6242
1779718559.0395014,1.2572985887527466,3040.0,,317,,,444.5472228,,6242
1779718559.9537706,1.2151024341583252,3050.0,,318,,,445.4621683,,6242
1779718560.8719025,1.2357213497161865,3060.0,,319,,,446.3797649,,6242
1779718561.7947612,1.2300243377685547,3070.0,,320,,,447.3032557,,6242
1779718562.7079115,1.233545184135437,3080.0,,321,,,448.2163429,,6242
1779718563.6313634,1.230177402496338,3090.0,,322,,,449.1390868,,6242
1779718564.5600407,1.2311491966247559,3100.0,,323,,,450.0677629,,6242
1779718565.480241,1.2236794233322144,3110.0,,324,,,450.9879643,,6242
1779718566.3988838,1.244732141494751,3120.0,,325,,,451.9068295,,6242
1779718567.3174698,1.22628915309906,3130.0,,326,,,452.825558,,6242
1779718568.2337136,1.2174814939498901,3140.0,,327,,,453.7424513,,6242
1779718569.1467483,1.2078603506088257,3150.0,,328,,,454.6544668,,6242
1779718570.0669396,1.202737808227539,3160.0,,329,,,455.5748318,,6242
1779718570.985024,1.1953191757202148,3170.0,,330,,,456.4930597,,6242
1779718571.9017856,1.2116484642028809,3180.0,,331,,,457.4096448,,6242
1779718572.8171527,1.2122416496276855,3190.0,,332,,,458.3251559,,6242
1779718573.7320607,1.2000421285629272,3200.0,,333,,,459.2397791,,6242
1779718574.6485596,1.2293908596038818,3210.0,,334,,,460.1566275,,6242
1779718575.5732577,1.2237212657928467,3220.0,,335,,,461.0810322,,6242
1779718576.489907,1.2312390804290771,3230.0,,336,,,461.9976277,,6242
1779718577.4128551,1.1883487701416016,3240.0,,337,,,462.9206413,,6242
1779718591.02729,,3250.0,,338,1.4787319898605347,0.00035475231739709885,476.5348241,1.1349598169326782,6242
1779718591.1233666,1.2262156009674072,3250.0,,339,,,476.6310879,,6242
1779718592.0372455,1.215859293937683,3260.0,,340,,,477.5449683,,6242
1779718592.9528449,1.2034460306167603,3270.0,,341,,,478.4605639,,6242
1779718593.8653564,1.2285618782043457,3280.0,,342,,,479.3730754,,6242
1779718594.782524,1.2067394256591797,3290.0,,343,,,480.2904676,,6242
1779718595.693974,1.23453688621521,3300.0,,344,,,481.2024389,,6242
1779718596.608096,1.2202513217926025,3310.0,,345,,,482.1158149,,6242
1779718597.5260813,1.2001601457595825,3320.0,,346,,,483.0338007,,6242
1779718598.4390726,1.2418829202651978,3330.0,,347,,,483.9467923,,6242
1779718599.3443613,1.2093616724014282,3340.0,,348,,,484.8520861,,6242
1779718600.257707,1.1907854080200195,3350.0,,349,,,485.7654283,,6242
1779718601.1693974,1.2465810775756836,3360.0,,350,,,486.6781885,,6242
1779718602.08541,1.2301466464996338,3370.0,,351,,,487.5931294,,6242
1779718603.0006237,1.2149730920791626,3380.0,,352,,,488.5086271,,6242
1779718603.9096184,1.2003542184829712,3390.0,,353,,,489.4174442,,6242
1779718604.8332322,1.2037889957427979,3400.0,,354,,,490.3412144,,6242
1779718605.7405748,1.181792140007019,3410.0,,355,,,491.2477896,,6242
1779718606.6469884,1.2086906433105469,3420.0,,356,,,492.1547077,,6242
1779718607.5601933,1.2121025323867798,3430.0,,357,,,493.0680148,,6242
1779718608.4752707,1.2027043104171753,3440.0,,358,,,493.9829913,,6242
1779718609.3947926,1.2118827104568481,3450.0,,359,,,494.9025115,,6242
1779718610.3127847,1.1719145774841309,3460.0,,360,,,495.8206222,,6242
1779718611.225225,1.224058747291565,3470.0,,361,,,496.7329447,,6242
1779718612.1392682,1.2077699899673462,3480.0,,362,,,497.646987,,6242
1779718613.048409,1.1940279006958008,3490.0,,363,,,498.5561336,,6242
1779718626.6660244,,3500.0,,364,1.4633618593215942,0.0002925475029450237,512.1740595,1.117231845855713,6242
1779718626.7610397,1.199445128440857,3500.0,,365,,,512.2687621,,6242
1779718627.675882,1.192150354385376,3510.0,,366,,,513.183681,,6242
1779718628.5855675,1.2022199630737305,3520.0,,367,,,514.0934446,,6242
