iter,_step,val/loss,Sample Generation,lr,_runtime,train/step_loss,_timestamp,train/loss,seed
590.0,62,,,,40.9779743,1.6217857599258423,1779628912.006279,,3242
600.0,63,,,,41.3853149,1.60170578956604,1779628912.413632,,3242
610.0,64,,,,41.8071243,1.5784143209457397,1779628912.8352332,,3242
620.0,65,,,,42.2144067,1.6019933223724365,1779628913.2426484,,3242
630.0,66,,,,42.6258921,1.5832642316818237,1779628913.6542096,,3242
640.0,67,,,,43.038348,1.6187353134155273,1779628914.0665505,,3242
650.0,68,,,,43.4442163,1.5796430110931396,1779628914.4725337,,3242
660.0,69,,,,43.8565836,1.5668412446975708,1779628914.8854058,,3242
670.0,70,,,,44.2677452,1.5728307962417603,1779628915.295807,,3242
680.0,71,,,,44.6757955,1.5728334188461304,1779628915.7046177,,3242
690.0,72,,,,45.0838183,1.5374958515167236,1779628916.111768,,3242
700.0,73,,,,45.5034381,1.5618585348129272,1779628916.5317495,,3242
710.0,74,,,,45.9141781,1.5692795515060425,1779628916.9423232,,3242
720.0,75,,,,46.3208169,1.5784953832626343,1779628917.348246,,3242
730.0,76,,,,46.7272369,1.5244605541229248,1779628917.7555497,,3242
740.0,77,,,,47.138306,1.5171769857406616,1779628918.1666212,,3242
750.0,78,1.6650564670562744,,0.0009614856803571157,53.1332673,,1779628924.1614723,1.4648683071136475,3242
750.0,79,,,,53.176313,1.538437843322754,1779628924.2043417,,3242
760.0,80,,,,53.5881864,1.5288997888565063,1779628924.6153545,,3242
770.0,81,,,,54.0038293,1.5359333753585815,1779628925.0321467,,3242
780.0,82,,,,54.4155504,1.5328021049499512,1779628925.443868,,3242
790.0,83,,,,54.8280657,1.544086217880249,1779628925.855642,,3242
800.0,84,,,,55.2400733,1.5049290657043457,1779628926.2678947,,3242
810.0,85,,,,55.6548225,1.4716440439224243,1779628926.6821237,,3242
820.0,86,,,,56.0674251,1.4701604843139648,1779628927.0956008,,3242
830.0,87,,,,56.4755281,1.5020158290863037,1779628927.5038455,,3242
840.0,88,,,,56.8899319,1.4400564432144165,1779628927.917716,,3242
850.0,89,,,,57.3069551,1.5178642272949219,1779628928.3351464,,3242
860.0,90,,,,57.7163275,1.4648709297180176,1779628928.7446456,,3242
870.0,91,,,,58.1315648,1.4735051393508911,1779628929.1591587,,3242
880.0,92,,,,58.5433032,1.5064209699630737,1779628929.57162,,3242
890.0,93,,,,58.9559036,1.4627220630645752,1779628929.9833114,,3242
900.0,94,,,,59.3721381,1.4564359188079834,1779628930.4002135,,3242
910.0,95,,,,59.7798925,1.4586971998214722,1779628930.8075683,,3242
920.0,96,,,,60.2017527,1.450116753578186,1779628931.230054,,3242
930.0,97,,,,60.6180533,1.4795149564743042,1779628931.6458073,,3242
940.0,98,,,,61.0417356,1.4854527711868286,1779628932.0700533,,3242
950.0,99,,,,61.4500737,1.4450843334197998,1779628932.478181,,3242
960.0,100,,,,61.8608139,1.4757046699523926,1779628932.8884075,,3242
970.0,101,,,,62.2767459,1.4616501331329346,1779628933.3040626,,3242
980.0,102,,,,62.6929212,1.4346611499786377,1779628933.7206173,,3242
990.0,103,,,,63.1058661,1.4560821056365967,1779628934.1341841,,3242
1000.0,104,1.593495488166809,,0.0009271396472013282,69.1157478,,1779628940.14457,1.3741402626037598,3242
1000.0,105,,,,69.1597406,1.4238841533660889,1779628940.1873507,,3242
1010.0,106,,,,69.5824253,1.4165620803833008,1779628940.6100945,,3242
1020.0,107,,,,70.0093465,1.4391661882400513,1779628941.0376616,,3242
1030.0,108,,,,70.4237986,1.450748085975647,1779628941.4516044,,3242
1040.0,109,,,,70.8407735,1.4423588514328003,1779628941.8690903,,3242
1050.0,110,,,,71.2555317,1.4391684532165527,1779628942.283701,,3242
1060.0,111,,,,71.6667749,1.4349273443222046,1779628942.6950881,,3242
1070.0,112,,,,72.101623,1.450229525566101,1779628943.129132,,3242
1080.0,113,,,,72.5171608,1.4305193424224854,1779628943.545479,,3242
1090.0,114,,,,72.9294237,1.3719199895858765,1779628943.9577398,,3242
1100.0,115,,,,73.3440445,1.4214427471160889,1779628944.3721387,,3242
1110.0,116,,,,73.7567639,1.4353718757629395,1779628944.784304,,3242
1120.0,117,,,,74.1824641,1.4224385023117065,1779628945.2101457,,3242
1130.0,118,,,,74.5965553,1.3944450616836548,1779628945.624231,,3242
1140.0,119,,,,75.0127473,1.4240899085998535,1779628946.0410473,,3242
1150.0,120,,,,75.4283697,1.4098403453826904,1779628946.4566858,,3242
1160.0,121,,,,75.848467,1.3969883918762207,1779628946.8767848,,3242
1170.0,122,,,,76.2612619,1.386470079421997,1779628947.2895555,,3242
1180.0,123,,,,76.6825554,1.3731179237365723,1779628947.710548,,3242
1190.0,124,,,,77.1048839,1.406172275543213,1779628948.133202,,3242
1200.0,125,,,,77.5211295,1.3845165967941284,1779628948.5494447,,3242
1210.0,126,,,,77.9395092,1.4272966384887695,1779628948.967229,,3242
1220.0,127,,,,78.3492604,1.3639636039733887,1779628949.3775785,,3242
1230.0,128,,,,78.7582431,1.4125580787658691,1779628949.7865307,,3242
1240.0,129,,,,79.1709217,1.3595212697982788,1779628950.1989584,,3242
1250.0,130,1.5529979467391968,,0.000883125098683892,85.2394223,,1779628956.2672381,1.3187260627746582,3242
1250.0,131,,,,85.283936,1.3487412929534912,1779628956.3119802,,3242
1260.0,132,,,,85.7004882,1.4049025774002075,1779628956.728802,,3242
1270.0,133,,,,86.1201804,1.361295223236084,1779628957.1484988,,3242
1280.0,134,,,,86.5389536,1.3609837293624878,1779628957.567272,,3242
1290.0,135,,,,86.9562668,1.3994542360305786,1779628957.9843662,,3242
1300.0,136,,,,87.3709045,1.3714029788970947,1779628958.399221,,3242
1310.0,137,,,,87.7860985,1.3850775957107544,1779628958.814347,,3242
1320.0,138,,,,88.2065381,1.3741015195846558,1779628959.2353601,,3242
1330.0,139,,,,88.6231196,1.3716179132461548,1779628959.6504931,,3242
1340.0,140,,,,89.0405136,1.4098966121673584,1779628960.068705,,3242
1350.0,141,,,,89.4573665,1.3726574182510376,1779628960.4851384,,3242
1360.0,142,,,,89.8799915,1.3535041809082031,1779628960.908306,,3242
1370.0,143,,,,90.2970249,1.3796260356903076,1779628961.3251307,,3242
1380.0,144,,,,90.7157346,1.3618814945220947,1779628961.744051,,3242
1390.0,145,,,,91.1312786,1.3249621391296387,1779628962.1595774,,3242
1400.0,146,,,,91.5459376,1.3297816514968872,1779628962.574255,,3242
1410.0,147,,,,91.9608164,1.3936846256256104,1779628962.9884503,,3242
1420.0,148,,,,92.3802347,1.3709101676940918,1779628963.408547,,3242
1430.0,149,,,,92.7988876,1.357513189315796,1779628963.8272045,,3242
1440.0,150,,,,93.2176999,1.3503084182739258,1779628964.246018,,3242
1450.0,151,,,,93.6323514,1.3609979152679443,1779628964.6603696,,3242
1460.0,152,,,,94.0515934,1.3402155637741089,1779628965.0799108,,3242
1470.0,153,,,,94.4693267,1.3251969814300537,1779628965.4976106,,3242
1480.0,154,,,,94.8892663,1.3720484972000122,1779628965.9175615,,3242
1490.0,155,,,,95.3098797,1.3459014892578125,1779628966.338073,,3242
1500.0,156,1.521425724029541,,0.0008305704108364302,101.3564758,,1779628972.3839335,1.2750085592269897,3242
1500.0,157,,,,101.4012907,1.360316514968872,1779628972.429607,,3242
1510.0,158,,,,101.8232514,1.290865421295166,1779628972.8513958,,3242
1520.0,159,,,,102.2446742,1.333227276802063,1779628973.272933,,3242
1530.0,160,,,,102.6647137,1.3582360744476318,1779628973.693027,,3242
1540.0,161,,,,103.0824319,1.3750191926956177,1779628974.1107492,,3242
1550.0,162,,,,103.5015841,1.3354520797729492,1779628974.5304065,,3242
1560.0,163,,,,103.92053,1.3437820672988892,1779628974.9486182,,3242
1570.0,164,,,,104.3373204,1.3637807369232178,1779628975.3650794,,3242
1580.0,165,,,,104.7558399,1.323053240776062,1779628975.7838871,,3242
1590.0,166,,,,105.1825883,1.334030270576477,1779628976.2109065,,3242
1600.0,167,,,,105.600314,1.3499075174331665,1779628976.6286333,,3242
1610.0,168,,,,106.016293,1.3666715621948242,1779628977.0446117,,3242
1620.0,169,,,,106.4399593,1.3443468809127808,1779628977.4682477,,3242
1630.0,170,,,,106.8584831,1.313363790512085,1779628977.8873053,,3242
1640.0,171,,,,107.2744804,1.3105242252349854,1779628978.3017983,,3242
1650.0,172,,,,107.6961671,1.2848855257034302,1779628978.7241209,,3242
1660.0,173,,,,108.1229757,1.3510273694992065,1779628979.1512933,,3242
1670.0,174,,,,108.5373619,1.310125470161438,1779628979.5661843,,3242
1680.0,175,,,,108.9564482,1.3623120784759521,1779628979.984555,,3242
1690.0,176,,,,109.3798764,1.3234869241714478,1779628980.4081936,,3242
1700.0,177,,,,109.7992654,1.3281129598617554,1779628980.8275833,,3242
1710.0,178,,,,110.2206686,1.3356178998947144,1779628981.248987,,3242
1720.0,179,,,,110.6339026,1.3146131038665771,1779628981.662218,,3242
1730.0,180,,,,111.0553023,1.3036664724349976,1779628982.082859,,3242
1740.0,181,,,,111.477219,1.3461439609527588,1779628982.5052989,,3242
1750.0,182,1.4945611953735352,,0.0007708228984017721,117.5982588,,1779628988.626312,1.2375195026397705,3242
1750.0,183,,,,117.6454637,1.302480936050415,1779628988.6733413,,3242
1760.0,184,,,,118.0641891,1.3306324481964111,1779628989.092267,,3242
1770.0,185,,,,118.4842113,1.3037556409835815,1779628989.512529,,3242
1780.0,186,,,,118.9026425,1.2953473329544067,1779628989.9309237,,3242
1790.0,187,,,,119.3218882,1.2849392890930176,1779628990.3502033,,3242
1800.0,188,,,,119.7407952,1.295350432395935,1779628990.7696173,,3242
1810.0,189,,,,120.1582815,1.2608325481414795,1779628991.1865954,,3242
1820.0,190,,,,120.5800365,1.2959694862365723,1779628991.6083548,,3242
1830.0,191,,,,120.9964062,1.344239354133606,1779628992.024471,,3242
1840.0,192,,,,121.4120248,1.2874585390090942,1779628992.4395227,,3242
1850.0,193,,,,121.8338113,1.258103609085083,1779628992.8617747,,3242
1860.0,194,,,,122.2549257,1.295595407485962,1779628993.2832434,,3242
1870.0,195,,,,122.6685227,1.2711191177368164,1779628993.6968412,,3242
1880.0,196,,,,123.0847442,1.3414828777313232,1779628994.1130614,,3242
1890.0,197,,,,123.5069373,1.2997395992279053,1779628994.535256,,3242
1900.0,198,,,,123.9373918,1.3166038990020752,1779628994.9656117,,3242
1910.0,199,,,,124.3503272,1.2700499296188354,1779628995.378645,,3242
1920.0,200,,,,124.7631533,1.2878570556640625,1779628995.7912445,,3242
1930.0,201,,,,125.1843361,1.255460500717163,1779628996.2126515,,3242
1940.0,202,,,,125.6152417,1.248340129852295,1779628996.6435597,,3242
1950.0,203,,,,126.0321629,1.269031047821045,1779628997.0604806,,3242
1960.0,204,,,,126.4618386,1.2996208667755127,1779628997.490155,,3242
1970.0,205,,,,126.8858757,1.294440746307373,1779628997.9141448,,3242
1980.0,206,,,,127.3009496,1.2822579145431519,1779628998.3297718,,3242
1990.0,207,,,,127.71812,1.2644070386886597,1779628998.7462308,,3242
2000.0,208,1.481063961982727,,0.0007054142744895884,133.836049,,1779629004.8636165,1.2100682258605957,3242
2000.0,209,,,,133.878951,1.292507290840149,1779629004.906557,,3242
2010.0,210,,,,134.2942403,1.2641515731811523,1779629005.3225565,,3242
2020.0,211,,,,134.7122121,1.2721444368362427,1779629005.7405298,,3242
2030.0,212,,,,135.128693,1.2539360523223877,1779629006.1570084,,3242
2040.0,213,,,,135.5527408,1.2964959144592285,1779629006.5810573,,3242
2050.0,214,,,,135.9692175,1.2677277326583862,1779629006.997536,,3242
2060.0,215,,,,136.3895699,1.2774841785430908,1779629007.4170291,,3242
2070.0,216,,,,136.8058003,1.233072280883789,1779629007.8341184,,3242
2080.0,217,,,,137.2274332,1.2687368392944336,1779629008.254266,,3242
2090.0,218,,,,137.6504779,1.2713134288787842,1779629008.6786702,,3242
2100.0,219,,,,138.0723319,1.2546404600143433,1779629009.1006489,,3242
2110.0,220,,,,138.4935163,1.213322639465332,1779629009.521299,,3242
2120.0,221,,,,138.9142258,1.2516592741012573,1779629009.9424484,,3242
2130.0,222,,,,139.350002,1.2839161157608032,1779629010.3783195,,3242
2140.0,223,,,,139.7849965,1.259031057357788,1779629010.8132467,,3242
2150.0,224,,,,140.2177989,1.2513471841812134,1779629011.2461143,,3242
2160.0,225,,,,140.6499467,1.2542747259140015,1779629011.678264,,3242
2170.0,226,,,,141.071663,1.2875334024429321,1779629012.099981,,3242
2180.0,227,,,,141.5244418,1.2646294832229614,1779629012.5526617,,3242
2190.0,228,,,,141.9623486,1.2277517318725586,1779629012.9906628,,3242
2200.0,229,,,,142.4049029,1.238491415977478,1779629013.4332209,,3242
2210.0,230,,,,142.8426061,1.2575763463974,1779629013.8709238,,3242
2220.0,231,,,,143.2855419,1.2621890306472778,1779629014.3133109,,3242
2230.0,232,,,,143.7080261,1.2456740140914917,1779629014.7361314,,3242
2240.0,233,,,,144.1070457,1.2762110233306885,1779629015.134558,,3242
2250.0,234,1.4807586669921875,,0.0006360213829156177,150.2430578,,1779629021.2711341,1.1752437353134155,3242
2250.0,235,,,,150.2851904,1.2340115308761597,1779629021.3125124,,3242
2260.0,236,,,,150.6795743,1.2580652236938477,1779629021.7074678,,3242
2270.0,237,,,,151.0756602,1.2671815156936646,1779629022.103893,,3242
2280.0,238,,,,151.4732332,1.2696359157562256,1779629022.500745,,3242
2290.0,239,,,,151.8685162,1.2137287855148315,1779629022.896832,,3242
2300.0,240,,,,152.2651339,1.2226606607437134,1779629023.2934477,,3242
2310.0,241,,,,152.6628244,1.2408519983291626,1779629023.6911376,,3242
2320.0,242,,,,153.0587001,1.2461801767349243,1779629024.086604,,3242
2330.0,243,,,,153.4567423,1.207400918006897,1779629024.485056,,3242
2340.0,244,,,,153.854181,1.2319523096084595,1779629024.8821807,,3242
2350.0,245,,,,154.2511236,1.2132982015609741,1779629025.2789242,,3242
2360.0,246,,,,154.6478088,1.263109803199768,1779629025.6758637,,3242
2370.0,247,,,,155.0433569,1.2482050657272339,1779629026.0707188,,3242
2380.0,248,,,,155.4393154,1.2407200336456299,1779629026.467632,,3242
2390.0,249,,,,155.8348219,1.2109678983688354,1779629026.862646,,3242
2400.0,250,,,,156.2321791,1.2194854021072388,1779629027.260367,,3242
2410.0,251,,,,156.6257119,1.254696249961853,1779629027.652769,,3242
2420.0,252,,,,157.0227297,1.2523396015167236,1779629028.0508287,,3242
2430.0,253,,,,157.4216858,1.2350244522094727,1779629028.450001,,3242
2440.0,254,,,,157.8216888,1.2452852725982666,1779629028.8499794,,3242
2450.0,255,,,,158.2190042,1.1939661502838135,1779629029.2473202,,3242
2460.0,256,,,,158.6159726,1.189475655555725,1779629029.6440458,,3242
2470.0,257,,,,159.014368,1.200940728187561,1779629030.042685,,3242
2480.0,258,,,,159.4106794,1.2245265245437622,1779629030.438091,,3242
2490.0,259,,,,159.8065062,1.2211827039718628,1779629030.8349133,,3242
2500.0,260,1.4689619541168213,,0.000564423209907245,165.9630839,,1779629036.98914,1.1471128463745117,3242
2500.0,261,,,,166.007625,1.2023049592971802,1779629037.035114,,3242
2510.0,262,,,,166.4011675,1.1945595741271973,1779629037.4288914,,3242
2520.0,263,,,,166.7912292,1.1669647693634033,1779629037.819527,,3242
2530.0,264,,,,167.1844937,1.2342948913574219,1779629038.212811,,3242
2540.0,265,,,,167.584278,1.2193584442138672,1779629038.612522,,3242
2550.0,266,,,,167.974241,1.2229677438735962,1779629039.0022025,,3242
2560.0,267,,,,168.364992,1.1939003467559814,1779629039.3923333,,3242
2570.0,268,,,,168.7581357,1.1787463426589966,1779629039.7864048,,3242
2580.0,269,,,,169.1496729,1.2293071746826172,1779629040.1775281,,3242
2590.0,270,,,,169.5417254,1.2127224206924438,1779629040.5697722,,3242
2600.0,271,,,,169.9330125,1.2129439115524292,1779629040.9610088,,3242
2610.0,272,,,,170.3224447,1.1978470087051392,1779629041.3504653,,3242
2620.0,273,,,,170.7107291,1.1697745323181152,1779629041.7387106,,3242
2630.0,274,,,,171.1044912,1.2014118432998657,1779629042.132674,,3242
2640.0,275,,,,171.5011863,1.1834077835083008,1779629042.5294967,,3242
2650.0,276,,,,171.8948993,1.1936765909194946,1779629042.9227712,,3242
2660.0,277,,,,172.2858458,1.1692514419555664,1779629043.313528,,3242
2670.0,278,,,,172.6812378,1.1874057054519653,1779629043.7091012,,3242
2680.0,279,,,,173.0725026,1.2347615957260132,1779629044.1005995,,3242
2690.0,280,,,,173.4646849,1.1893454790115356,1779629044.4927163,,3242
2700.0,281,,,,173.8554426,1.174385905265808,1779629044.8833454,,3242
2710.0,282,,,,174.2475848,1.2012910842895508,1779629045.2758954,,3242
2720.0,283,,,,174.6377239,1.2000128030776978,1779629045.6660357,,3242
2730.0,284,,,,175.0329467,1.1870663166046143,1779629046.06126,,3242
2740.0,285,,,,175.4223273,1.173190951347351,1779629046.44986,,3242
2750.0,286,1.4725837707519531,,0.0004924552772419723,181.533424,,1779629052.560729,1.1202731132507324,3242
2750.0,287,,,,181.5752421,1.1913716793060303,1779629052.6035578,,3242
2760.0,288,,,,181.9635413,1.2285287380218506,1779629052.9912262,,3242
2770.0,289,,,,182.3623889,1.1861015558242798,1779629053.3905623,,3242
2780.0,290,,,,182.7523039,1.1991643905639648,1779629053.7806196,,3242
2790.0,291,,,,183.1430385,1.1388664245605469,1779629054.1713548,,3242
2800.0,292,,,,183.5330892,1.1773792505264282,1779629054.561405,,3242
2810.0,293,,,,183.9227283,1.216251015663147,1779629054.9510472,,3242
2820.0,294,,,,184.3172089,1.1911942958831787,1779629055.3447242,,3242
2830.0,295,,,,184.7092896,1.1516625881195068,1779629055.736644,,3242
2840.0,296,,,,185.1006499,1.1656237840652466,1779629056.1289654,,3242
2850.0,297,,,,185.4914651,1.2255613803863525,1779629056.519749,,3242
2860.0,298,,,,185.8857375,1.1751080751419067,1779629056.9140518,,3242
2870.0,299,,,,186.2779771,1.1752617359161377,1779629057.3062959,,3242
2880.0,300,,,,186.6734871,1.205997347831726,1779629057.7018006,,3242
2890.0,301,,,,187.0647896,1.1649249792099,1779629058.0921037,,3242
2900.0,302,,,,187.4548655,1.1893036365509033,1779629058.4829092,,3242
2910.0,303,,,,187.8455448,1.1788222789764404,1779629058.8732207,,3242
2920.0,304,,,,188.2373168,1.2171862125396729,1779629059.2655811,,3242
2930.0,305,,,,188.6301086,1.203984260559082,1779629059.6582882,,3242
2940.0,306,,,,189.0280989,1.1678341627120972,1779629060.0564146,,3242
2950.0,307,,,,189.4170382,1.173281192779541,1779629060.4448807,,3242
2960.0,308,,,,189.8109328,1.1729258298873901,1779629060.8387766,,3242
2970.0,309,,,,190.201354,1.1731430292129517,1779629061.2286427,,3242
2980.0,310,,,,190.5962718,1.171762466430664,1779629061.6237848,,3242
2990.0,311,,,,190.9855175,1.1622315645217896,1779629062.0138333,,3242
3000.0,312,1.4714847803115845,,0.0004219625860160354,197.1308935,,1779629068.1588538,1.0950684547424316,3242
3000.0,313,,,,197.1732143,1.1586065292358398,1779629068.201067,,3242
3010.0,314,,,,197.572646,1.1852390766143799,1779629068.6008558,,3242
3020.0,315,,,,197.965698,1.1763471364974976,1779629068.9934158,,3242
3030.0,316,,,,198.3562676,1.1677722930908203,1779629069.3841774,,3242
3040.0,317,,,,198.7494356,1.1654870510101318,1779629069.7775922,,3242
3050.0,318,,,,199.1391989,1.15730881690979,1779629070.167301,,3242
3060.0,319,,,,199.5292164,1.1404979228973389,1779629070.556919,,3242
3070.0,320,,,,199.9196303,1.1532511711120605,1779629070.9479458,,3242
3080.0,321,,,,200.3143488,1.179491400718689,1779629071.3426638,,3242
3090.0,322,,,,200.7072588,1.170849084854126,1779629071.735324,,3242
3100.0,323,,,,201.0970285,1.1984306573867798,1779629072.1250727,,3242
3110.0,324,,,,201.4879754,1.159865140914917,1779629072.515899,,3242
3120.0,325,,,,201.8806713,1.162230134010315,1779629072.9086413,,3242
3130.0,326,,,,202.2736621,1.1831505298614502,1779629073.3019795,,3242
3140.0,327,,,,202.66509,1.1140028238296509,1779629073.6934035,,3242
3150.0,328,,,,203.0557666,1.1698554754257202,1779629074.083306,,3242
3160.0,329,,,,203.4470481,1.1429518461227417,1779629074.4753623,,3242
3170.0,330,,,,203.8343471,1.15043044090271,1779629074.862514,,3242
3180.0,331,,,,204.2296947,1.1430281400680542,1779629075.2580092,,3242
3190.0,332,,,,204.6159386,1.1326837539672852,1779629075.6436512,,3242
3200.0,333,,,,205.0050496,1.121722936630249,1779629076.0328298,,3242
3210.0,334,,,,205.3931479,1.1167733669281006,1779629076.4209278,,3242
3220.0,335,,,,205.7812698,1.178633213043213,1779629076.809054,,3242
3230.0,336,,,,206.1764623,1.155929684638977,1779629077.2037783,,3242
3240.0,337,,,,206.5782072,1.1722192764282227,1779629077.6064627,,3242
3250.0,338,1.4657124280929565,,0.00035475231739709885,212.6841121,,1779629083.711711,1.0660395622253418,3242
3250.0,339,,,,212.7313135,1.147418737411499,1779629083.759082,,3242
3260.0,340,,,,213.1185037,1.1354610919952393,1779629084.146816,,3242
3270.0,341,,,,213.5107692,1.1298214197158813,1779629084.5390537,,3242
3280.0,342,,,,213.9086563,1.1102747917175293,1779629084.9369724,,3242
3290.0,343,,,,214.2993185,1.135043740272522,1779629085.3276358,,3242
3300.0,344,,,,214.6854826,1.1468722820281982,1779629085.7137978,,3242
3310.0,345,,,,215.0780529,1.139481782913208,1779629086.1063673,,3242
3320.0,346,,,,215.4698241,1.1145873069763184,1779629086.4981394,,3242
3330.0,347,,,,215.8598146,1.1526708602905273,1779629086.8875768,,3242
3340.0,348,,,,216.252912,1.1539907455444336,1779629087.2812276,,3242
3350.0,349,,,,216.6471013,1.1481947898864746,1779629087.6752367,,3242
3360.0,350,,,,217.0343619,1.1639078855514526,1779629088.0626771,,3242
3370.0,351,,,,217.4199914,1.1356713771820068,1779629088.4474413,,3242
3380.0,352,,,,217.8117343,1.1600298881530762,1779629088.839134,,3242
3390.0,353,,,,218.2032238,1.1654207706451416,1779629089.2315373,,3242
3400.0,354,,,,218.5974494,1.0874381065368652,1779629089.6252527,,3242
3410.0,355,,,,218.988169,1.1653509140014648,1779629090.016279,,3242
3420.0,356,,,,219.3801117,1.1311663389205933,1779629090.4074597,,3242
3430.0,357,,,,219.7716164,1.128978967666626,1779629090.7990372,,3242
3440.0,358,,,,220.1633159,1.0994664430618286,1779629091.1912136,,3242
3450.0,359,,,,220.551601,1.1445794105529785,1779629091.5797722,,3242
3460.0,360,,,,220.940523,1.1196460723876953,1779629091.9688025,,3242
3470.0,361,,,,221.3309138,1.1342318058013916,1779629092.3586438,,3242
3480.0,362,,,,221.7217154,1.1251599788665771,1779629092.750032,,3242
3490.0,363,,,,222.1180732,1.1230614185333252,1779629093.1459448,,3242
3500.0,364,1.4766360521316528,,0.0002925475029450237,228.4029081,,1779629099.4301488,1.0421432256698608,3242
3500.0,365,,,,228.4453092,1.1357605457305908,1779629099.4729407,,3242
3510.0,366,,,,228.8380927,1.1519715785980225,1779629099.8655005,,3242
