_step,val/loss,train/step_loss,iter,train/loss,Sample Generation,lr,_runtime,_timestamp,seed
59,,1.6853761672973633,560.0,,,,105.9681136,1779697518.811902,2026
60,,1.6832064390182495,570.0,,,,107.2187965,1779697520.0625892,2026
61,,1.7060785293579102,580.0,,,,108.5223399,1779697521.3655179,2026
62,,1.7183771133422852,590.0,,,,109.8194192,1779697522.663164,2026
63,,1.6778687238693237,600.0,,,,111.0327233,1779697523.8758771,2026
64,,1.6787528991699219,610.0,,,,112.2388762,1779697525.082656,2026
65,,1.6873332262039185,620.0,,,,113.4459201,1779697526.2896955,2026
66,,1.6690388917922974,630.0,,,,114.5939407,1779697527.4377348,2026
67,,1.644066572189331,640.0,,,,115.7320269,1779697528.5757642,2026
68,,1.6229008436203003,650.0,,,,116.8681785,1779697529.711972,2026
69,,1.6395831108093262,660.0,,,,118.0120383,1779697530.8556333,2026
70,,1.6376818418502808,670.0,,,,119.2352396,1779697532.0788622,2026
71,,1.6140800714492798,680.0,,,,120.4263725,1779697533.2692378,2026
72,,1.5969189405441284,690.0,,,,121.5866693,1779697534.4301994,2026
73,,1.5967628955841064,700.0,,,,122.7469656,1779697535.5902207,2026
74,,1.5983307361602783,710.0,,,,123.9662511,1779697536.8096454,2026
75,,1.6131048202514648,720.0,,,,125.1824785,1779697538.0262733,2026
76,,1.5714328289031982,730.0,,,,126.4019799,1779697539.2457714,2026
77,,1.5521695613861084,740.0,,,,127.6773137,1779697540.5211058,2026
78,1.6463161706924438,,750.0,1.4503990411758423,,0.0009614856803571157,142.7624423,1779697555.606116,2026
79,,1.5832432508468628,750.0,,,,142.8778602,1779697555.721655,2026
80,,1.551316499710083,760.0,,,,144.0105287,1779697556.8543198,2026
81,,1.576877236366272,770.0,,,,145.1225353,1779697557.9663284,2026
82,,1.5736677646636963,780.0,,,,146.2499611,1779697559.0937276,2026
83,,1.5309500694274902,790.0,,,,147.3678182,1779697560.2116096,2026
84,,1.5375242233276367,800.0,,,,148.4790959,1779697561.3228893,2026
85,,1.5238584280014038,810.0,,,,149.6092202,1779697562.4530122,2026
86,,1.563278079032898,820.0,,,,150.8248669,1779697563.6686435,2026
87,,1.523528814315796,830.0,,,,151.987287,1779697564.831079,2026
88,,1.4952343702316284,840.0,,,,153.2036389,1779697566.0474315,2026
89,,1.5171184539794922,850.0,,,,154.3991693,1779697567.242846,2026
90,,1.546910285949707,860.0,,,,155.5712597,1779697568.4145262,2026
91,,1.5482447147369385,870.0,,,,156.679679,1779697569.5234714,2026
92,,1.5116958618164062,880.0,,,,157.8200649,1779697570.663498,2026
93,,1.5231904983520508,890.0,,,,158.9587086,1779697571.8024979,2026
94,,1.5185436010360718,900.0,,,,160.0960511,1779697572.939845,2026
95,,1.478459119796753,910.0,,,,161.235311,1779697574.0791023,2026
96,,1.4875962734222412,920.0,,,,162.3718661,1779697575.2161648,2026
97,,1.4971126317977905,930.0,,,,163.5424608,1779697576.3862555,2026
98,,1.4553184509277344,940.0,,,,164.8730506,1779697577.7162278,2026
99,,1.4793041944503784,950.0,,,,166.2021001,1779697579.0458953,2026
100,,1.5287493467330933,960.0,,,,167.4763306,1779697580.3201253,2026
101,,1.457580804824829,970.0,,,,168.7101191,1779697581.5535848,2026
102,,1.471405267715454,980.0,,,,169.9405069,1779697582.7848055,2026
103,,1.5047961473464966,990.0,,,,171.1719116,1779697584.0147066,2026
104,1.5778915882110596,,1000.0,1.3627221584320068,,0.0009271396472013282,186.1333644,1779697598.976617,2026
105,,1.471591830253601,1000.0,,,,186.2528471,1779697599.096618,2026
106,,1.4929113388061523,1010.0,,,,187.4631721,1779697600.3069634,2026
107,,1.48247230052948,1020.0,,,,188.6722002,1779697601.515994,2026
108,,1.425621509552002,1030.0,,,,189.8272955,1779697602.671088,2026
109,,1.467708945274353,1040.0,,,,190.9579218,1779697603.8007164,2026
110,,1.4771329164505005,1050.0,,,,192.0874878,1779697604.9312794,2026
111,,1.4604008197784424,1060.0,,,,193.1965927,1779697606.0403867,2026
112,,1.4354822635650635,1070.0,,,,194.3344848,1779697607.178277,2026
113,,1.4739501476287842,1080.0,,,,195.4484923,1779697608.2922869,2026
114,,1.459728479385376,1090.0,,,,196.5687764,1779697609.4125,2026
115,,1.4541547298431396,1100.0,,,,197.7193309,1779697610.5631237,2026
116,,1.4596463441848755,1110.0,,,,198.8672475,1779697611.7110405,2026
117,,1.4368574619293213,1120.0,,,,200.1165397,1779697612.9599066,2026
118,,1.4585614204406738,1130.0,,,,201.3679571,1779697614.2117512,2026
119,,1.4146074056625366,1140.0,,,,202.6250981,1779697615.4688897,2026
120,,1.451355218887329,1150.0,,,,203.8508629,1779697616.6944494,2026
121,,1.3995357751846313,1160.0,,,,205.0401353,1779697617.8831222,2026
122,,1.4039250612258911,1170.0,,,,206.1885043,1779697619.0322945,2026
123,,1.437428593635559,1180.0,,,,207.3126099,1779697620.1564043,2026
124,,1.420119047164917,1190.0,,,,208.4613831,1779697621.305682,2026
125,,1.407192587852478,1200.0,,,,209.6840137,1779697622.5277724,2026
126,,1.4276868104934692,1210.0,,,,210.9671898,1779697623.8109825,2026
127,,1.3940521478652954,1220.0,,,,212.1689757,1779697625.0124252,2026
128,,1.4480412006378174,1230.0,,,,213.3452994,1779697626.1890922,2026
129,,1.3637769222259521,1240.0,,,,214.4945804,1779697627.3382561,2026
130,1.5377954244613647,,1250.0,1.300999641418457,,0.000883125098683892,229.4717128,1779697642.3150945,2026
131,,1.4097577333450317,1250.0,,,,229.5871092,1779697642.430904,2026
132,,1.3947551250457764,1260.0,,,,230.7145219,1779697643.5583155,2026
133,,1.3858362436294556,1270.0,,,,231.8292352,1779697644.6729567,2026
134,,1.439188003540039,1280.0,,,,232.9851888,1779697645.8287854,2026
135,,1.3958815336227417,1290.0,,,,234.1978668,1779697647.0416586,2026
136,,1.4051110744476318,1300.0,,,,235.3869193,1779697648.2307115,2026
137,,1.3941336870193481,1310.0,,,,236.5242542,1779697649.3680463,2026
138,,1.3699088096618652,1320.0,,,,237.6508038,1779697650.4945066,2026
139,,1.3704791069030762,1330.0,,,,238.8104423,1779697651.6543717,2026
140,,1.4043084383010864,1340.0,,,,240.0332299,1779697652.8770227,2026
141,,1.374754786491394,1350.0,,,,241.2554595,1779697654.09914,2026
142,,1.3645778894424438,1360.0,,,,242.4738837,1779697655.3176754,2026
143,,1.3847442865371704,1370.0,,,,243.6923185,1779697656.5359497,2026
144,,1.3621978759765625,1380.0,,,,244.8530729,1779697657.6968663,2026
145,,1.3752626180648804,1390.0,,,,245.9995757,1779697658.8433697,2026
146,,1.3648725748062134,1400.0,,,,247.14982,1779697659.9936152,2026
147,,1.3693125247955322,1410.0,,,,248.2966283,1779697661.14039,2026
148,,1.3782737255096436,1420.0,,,,249.4422296,1779697662.285262,2026
149,,1.369788646697998,1430.0,,,,250.5555461,1779697663.3991992,2026
150,,1.3553234338760376,1440.0,,,,251.6606351,1779697664.5044281,2026
151,,1.3576444387435913,1450.0,,,,252.7875031,1779697665.631296,2026
152,,1.3406846523284912,1460.0,,,,253.9139699,1779697666.7577505,2026
153,,1.3662136793136597,1470.0,,,,255.0373188,1779697667.8811145,2026
154,,1.3682337999343872,1480.0,,,,256.2299988,1779697669.073794,2026
155,,1.3514230251312256,1490.0,,,,257.4717731,1779697670.3155656,2026
156,1.5142903327941895,,1500.0,1.254542350769043,,0.0008305704108364302,271.9994166,1779697684.842235,2026
157,,1.3943063020706177,1500.0,,,,272.1155385,1779697684.9583054,2026
158,,1.346498966217041,1510.0,,,,273.2420174,1779697686.085803,2026
159,,1.3362541198730469,1520.0,,,,274.3678765,1779697687.2116687,2026
160,,1.3342400789260864,1530.0,,,,275.6050367,1779697688.4488277,2026
161,,1.3341546058654785,1540.0,,,,276.8424501,1779697689.6852682,2026
162,,1.3627443313598633,1550.0,,,,278.0557925,1779697690.8993979,2026
163,,1.3209168910980225,1560.0,,,,279.1863996,1779697692.0301945,2026
164,,1.3574914932250977,1570.0,,,,280.3021555,1779697693.1452327,2026
165,,1.3605905771255493,1580.0,,,,281.4106132,1779697694.2543962,2026
166,,1.352601170539856,1590.0,,,,282.5212598,1779697695.365052,2026
167,,1.3431061506271362,1600.0,,,,283.6332595,1779697696.4770517,2026
168,,1.3412795066833496,1610.0,,,,284.745025,1779697697.5888195,2026
169,,1.3260010480880737,1620.0,,,,285.8564969,1779697698.6992896,2026
170,,1.328959345817566,1630.0,,,,286.9673634,1779697699.8111558,2026
171,,1.3287774324417114,1640.0,,,,288.0782614,1779697700.922053,2026
172,,1.3008366823196411,1650.0,,,,289.2207794,1779697702.0645738,2026
173,,1.326601505279541,1660.0,,,,290.4456152,1779697703.28941,2026
174,,1.3275682926177979,1670.0,,,,291.6649953,1779697704.5087628,2026
175,,1.3315409421920776,1680.0,,,,292.8193885,1779697705.6631813,2026
176,,1.3122707605361938,1690.0,,,,293.9885315,1779697706.8322952,2026
177,,1.3006882667541504,1700.0,,,,295.2004576,1779697708.0437107,2026
178,,1.3256852626800537,1710.0,,,,296.4141269,1779697709.257431,2026
179,,1.3184309005737305,1720.0,,,,297.6299771,1779697710.4737513,2026
180,,1.300147533416748,1730.0,,,,298.8358796,1779697711.6794589,2026
181,,1.3175932168960571,1740.0,,,,299.9763133,1779697712.8201063,2026
182,1.498799443244934,,1750.0,1.2163550853729248,,0.0007708228984017721,314.3852495,1779697727.2285476,2026
183,,1.3226230144500732,1750.0,,,,314.5010262,1779697727.3447876,2026
184,,1.3284599781036377,1760.0,,,,315.6162942,1779697728.4600878,2026
185,,1.293035626411438,1770.0,,,,316.7277563,1779697729.5715466,2026
186,,1.2822459936141968,1780.0,,,,317.8510719,1779697730.694867,2026
187,,1.3086169958114624,1790.0,,,,318.9564354,1779697731.800229,2026
188,,1.2990366220474243,1800.0,,,,320.066926,1779697732.9107156,2026
189,,1.3022737503051758,1810.0,,,,321.1748387,1779697734.0186033,2026
190,,1.3071764707565308,1820.0,,,,322.2888626,1779697735.1326523,2026
191,,1.3306694030761719,1830.0,,,,323.4026057,1779697736.246155,2026
192,,1.3151520490646362,1840.0,,,,324.5198541,1779697737.3631675,2026
193,,1.305908203125,1850.0,,,,325.642811,1779697738.4866047,2026
194,,1.285806655883789,1860.0,,,,326.7801585,1779697739.623952,2026
195,,1.2763763666152954,1870.0,,,,327.89082989999997,1779697740.7346246,2026
196,,1.308799147605896,1880.0,,,,329.0170897,1779697741.8601763,2026
197,,1.284792184829712,1890.0,,,,330.1335619,1779697742.9773543,2026
198,,1.304795265197754,1900.0,,,,331.2549279,1779697744.098523,2026
199,,1.272911787033081,1910.0,,,,332.3725562,1779697745.2163503,2026
200,,1.3038794994354248,1920.0,,,,333.5200878,1779697746.363214,2026
201,,1.3090815544128418,1930.0,,,,334.6669789,1779697747.509952,2026
202,,1.3056436777114868,1940.0,,,,335.811716,1779697748.6554792,2026
203,,1.266903042793274,1950.0,,,,336.9580561,1779697749.8008494,2026
204,,1.286575198173523,1960.0,,,,338.1029064,1779697750.9466984,2026
205,,1.2812978029251099,1970.0,,,,339.2458499,1779697752.0891943,2026
206,,1.2556277513504028,1980.0,,,,340.3937902,1779697753.2375832,2026
207,,1.2735800743103027,1990.0,,,,341.5383073,1779697754.3818352,2026
208,1.4859384298324585,,2000.0,1.1806584596633911,,0.0007054142744895884,356.0556749,1779697768.8984673,2026
209,,1.2598129510879517,2000.0,,,,356.1727747,1779697769.015541,2026
210,,1.2583104372024536,2010.0,,,,357.2935167,1779697770.1371944,2026
211,,1.2584444284439087,2020.0,,,,358.4235941,1779697771.266885,2026
212,,1.2576463222503662,2030.0,,,,359.5408594,1779697772.3844314,2026
213,,1.2844644784927368,2040.0,,,,360.6731824,1779697773.5168257,2026
214,,1.2816637754440308,2050.0,,,,361.7981423,1779697774.6417234,2026
215,,1.2838777303695679,2060.0,,,,362.9227438,1779697775.7665384,2026
216,,1.2834734916687012,2070.0,,,,364.030835,1779697776.8745902,2026
217,,1.2610446214675903,2080.0,,,,365.1654455,1779697778.0091734,2026
218,,1.3028357028961182,2090.0,,,,366.3082405,1779697779.1511471,2026
219,,1.26436185836792,2100.0,,,,367.4511711,1779697780.2948081,2026
220,,1.2520567178726196,2110.0,,,,368.5948811,1779697781.438178,2026
221,,1.270287036895752,2120.0,,,,369.7387235,1779697782.5825164,2026
222,,1.2422308921813965,2130.0,,,,370.8811981,1779697783.7244432,2026
223,,1.274727702140808,2140.0,,,,372.0969436,1779697784.9405382,2026
224,,1.2745327949523926,2150.0,,,,373.3436953,1779697786.18749,2026
225,,1.243991494178772,2160.0,,,,374.5903027,1779697787.4339004,2026
226,,1.2459585666656494,2170.0,,,,375.8345813,1779697788.6783762,2026
227,,1.248947262763977,2180.0,,,,377.0633068,1779697789.906805,2026
228,,1.230383276939392,2190.0,,,,378.1773394,1779697791.0210688,2026
229,,1.2724688053131104,2200.0,,,,379.2850329,1779697792.128418,2026
230,,1.225409746170044,2210.0,,,,380.3859608,1779697793.229725,2026
231,,1.2427250146865845,2220.0,,,,381.4931229,1779697794.3367643,2026
232,,1.2750407457351685,2230.0,,,,382.6007023,1779697795.444496,2026
233,,1.2455389499664307,2240.0,,,,383.7020009,1779697796.5457942,2026
234,1.4791531562805176,,2250.0,1.147972822189331,,0.0006360213829156177,398.15691,1779697810.9998105,2026
235,,1.2445825338363647,2250.0,,,,398.2737711,1779697811.1175537,2026
236,,1.2205758094787598,2260.0,,,,399.3958915,1779697812.2394617,2026
237,,1.2444560527801514,2270.0,,,,400.5641026,1779697813.4073963,2026
238,,1.2376865148544312,2280.0,,,,401.7665477,1779697814.6102533,2026
239,,1.232584834098816,2290.0,,,,402.9700227,1779697815.8143215,2026
240,,1.1981695890426636,2300.0,,,,404.1290406,1779697816.9728353,2026
241,,1.2685106992721558,2310.0,,,,405.2627084,1779697818.1064072,2026
242,,1.2365797758102417,2320.0,,,,406.3976215,1779697819.2414167,2026
243,,1.242600679397583,2330.0,,,,407.5311063,1779697820.374703,2026
244,,1.258025884628296,2340.0,,,,408.6631312,1779697821.5069232,2026
245,,1.226963758468628,2350.0,,,,409.7972581,1779697822.6409042,2026
246,,1.2099061012268066,2360.0,,,,410.9740661,1779697823.817859,2026
247,,1.244942545890808,2370.0,,,,412.1967831,1779697825.040445,2026
248,,1.2581658363342285,2380.0,,,,413.4073637,1779697826.2511547,2026
249,,1.2168045043945312,2390.0,,,,414.5608561,1779697827.4046495,2026
250,,1.2390341758728027,2400.0,,,,415.7093517,1779697828.55329,2026
251,,1.209365725517273,2410.0,,,,416.9206794,1779697829.7642972,2026
252,,1.2378876209259033,2420.0,,,,418.1557503,1779697831.000049,2026
253,,1.2090336084365845,2430.0,,,,419.323398,1779697832.1664405,2026
254,,1.2182013988494873,2440.0,,,,420.4872712,1779697833.3310604,2026
255,,1.211190938949585,2450.0,,,,421.6513677,1779697834.4951627,2026
256,,1.2284890413284302,2460.0,,,,422.8164515,1779697835.6602445,2026
257,,1.226702332496643,2470.0,,,,423.9821686,1779697836.825961,2026
258,,1.2116256952285767,2480.0,,,,425.1499904,1779697837.9934218,2026
259,,1.2266825437545776,2490.0,,,,426.2985477,1779697839.1423392,2026
260,1.4780306816101074,,2500.0,1.1191165447235107,,0.000564423209907245,440.7227371,1779697853.5666718,2026
261,,1.193407654762268,2500.0,,,,440.8395233,1779697853.6832907,2026
262,,1.2228960990905762,2510.0,,,,441.9526231,1779697854.7964153,2026
263,,1.249207615852356,2520.0,,,,443.0812769,1779697855.9250672,2026
264,,1.2083956003189087,2530.0,,,,444.2026447,1779697857.0462751,2026
265,,1.2415465116500854,2540.0,,,,445.3532785,1779697858.1970508,2026
266,,1.225151538848877,2550.0,,,,446.6034532,1779697859.447245,2026
267,,1.2397956848144531,2560.0,,,,447.8529165,1779697860.696668,2026
268,,1.1837117671966553,2570.0,,,,449.1016969,1779697861.945482,2026
269,,1.2249382734298706,2580.0,,,,450.2951728,1779697863.1388946,2026
270,,1.1989036798477173,2590.0,,,,451.4770215,1779697864.3208168,2026
271,,1.2283918857574463,2600.0,,,,452.6639837,1779697865.507777,2026
272,,1.1989072561264038,2610.0,,,,453.8463856,1779697866.6901808,2026
273,,1.216672420501709,2620.0,,,,455.0314951,1779697867.8747692,2026
274,,1.2344034910202026,2630.0,,,,456.2145644,1779697869.0582788,2026
275,,1.2229231595993042,2640.0,,,,457.3663218,1779697870.210117,2026
276,,1.2098376750946045,2650.0,,,,458.4826606,1779697871.3261967,2026
277,,1.2026447057724,2660.0,,,,459.6002351,1779697872.443848,2026
278,,1.1942766904830933,2670.0,,,,460.7150719,1779697873.5588672,2026
279,,1.1851487159729004,2680.0,,,,461.8161743,1779697874.660473,2026
280,,1.1892379522323608,2690.0,,,,462.9189752,1779697875.7617683,2026
281,,1.1965945959091187,2700.0,,,,464.0211367,1779697876.8647175,2026
282,,1.2024774551391602,2710.0,,,,465.1310253,1779697877.974817,2026
283,,1.1557095050811768,2720.0,,,,466.2482957,1779697879.0920882,2026
284,,1.1913496255874634,2730.0,,,,467.3620242,1779697880.2058182,2026
285,,1.181686520576477,2740.0,,,,468.4714874,1779697881.3152163,2026
286,1.4750059843063354,,2750.0,1.0848782062530518,,0.0004924552772419723,482.8917466,1779697895.735045,2026
287,,1.193280816078186,2750.0,,,,483.0088945,1779697895.8526864,2026
288,,1.1673870086669922,2760.0,,,,484.1266422,1779697896.970435,2026
289,,1.1843301057815552,2770.0,,,,485.2450033,1779697898.088606,2026
290,,1.1903125047683716,2780.0,,,,486.3505368,1779697899.194327,2026
291,,1.1572679281234741,2790.0,,,,487.5170411,1779697900.3608341,2026
292,,1.1984623670578003,2800.0,,,,488.7205038,1779697901.5642955,2026
293,,1.1549948453903198,2810.0,,,,489.9245247,1779697902.7682633,2026
294,,1.2059749364852905,2820.0,,,,491.1272587,1779697903.970744,2026
295,,1.1861685514450073,2830.0,,,,492.3295579,1779697905.1733518,2026
296,,1.1907459497451782,2840.0,,,,493.5329128,1779697906.376706,2026
297,,1.149704933166504,2850.0,,,,494.7361718,1779697907.579967,2026
298,,1.185920000076294,2860.0,,,,495.9387665,1779697908.78256,2026
299,,1.1605397462844849,2870.0,,,,497.1428523,1779697909.986645,2026
300,,1.1710388660430908,2880.0,,,,498.3248562,1779697911.1686406,2026
301,,1.1965878009796143,2890.0,,,,499.457668,1779697912.301447,2026
302,,1.1663609743118286,2900.0,,,,500.5942764,1779697913.4380713,2026
303,,1.1743165254592896,2910.0,,,,501.7255828,1779697914.5693762,2026
304,,1.1799157857894897,2920.0,,,,502.8539342,1779697915.6977277,2026
305,,1.1652932167053223,2930.0,,,,503.9886401,1779697916.8324316,2026
306,,1.155076265335083,2940.0,,,,505.1243038,1779697917.968097,2026
307,,1.1351978778839111,2950.0,,,,506.2395135,1779697919.083306,2026
308,,1.154000997543335,2960.0,,,,507.3487186,1779697920.191572,2026
309,,1.1685682535171509,2970.0,,,,508.4550357,1779697921.2982323,2026
310,,1.1584341526031494,2980.0,,,,509.5663819,1779697922.4097466,2026
311,,1.1672650575637817,2990.0,,,,510.6733316,1779697923.5171227,2026
312,1.481923222541809,,3000.0,1.0577812194824219,,0.0004219625860160354,525.0285571,1779697937.8714035,2026
313,,1.196239709854126,3000.0,,,,525.1441388,1779697937.9877563,2026
314,,1.168234944343567,3010.0,,,,526.2603106,1779697939.1041057,2026
315,,1.173176646232605,3020.0,,,,527.3748266,1779697940.2186182,2026
316,,1.1652469635009766,3030.0,,,,528.4996163,1779697941.3431342,2026
317,,1.1660674810409546,3040.0,,,,529.6239659,1779697942.4677587,2026
318,,1.161509394645691,3050.0,,,,530.7374336,1779697943.5812252,2026
319,,1.1551895141601562,3060.0,,,,531.9175488,1779697944.7613387,2026
320,,1.153995394706726,3070.0,,,,533.122103,1779697945.9657204,2026
321,,1.1550309658050537,3080.0,,,,534.3254926,1779697947.1692848,2026
322,,1.1731650829315186,3090.0,,,,535.5283873,1779697948.37218,2026
323,,1.1455339193344116,3100.0,,,,536.7313664,1779697949.5749,2026
324,,1.1487897634506226,3110.0,,,,537.9365459,1779697950.7803392,2026
325,,1.1762630939483643,3120.0,,,,539.0942141,1779697951.9380057,2026
326,,1.1544688940048218,3130.0,,,,540.2265253,1779697953.07032,2026
327,,1.1390154361724854,3140.0,,,,541.3603732,1779697954.204166,2026
328,,1.1377946138381958,3150.0,,,,542.4946015,1779697955.3382177,2026
329,,1.1610658168792725,3160.0,,,,543.6281806,1779697956.4719741,2026
330,,1.1354695558547974,3170.0,,,,544.7612718,1779697957.6055706,2026
331,,1.1408292055130005,3180.0,,,,545.8943992,1779697958.7381916,2026
332,,1.1287287473678589,3190.0,,,,547.0289965,1779697959.872237,2026
333,,1.1509337425231934,3200.0,,,,548.1624392,1779697961.0055835,2026
334,,1.1321837902069092,3210.0,,,,549.2957569,1779697962.1393967,2026
335,,1.1376304626464844,3220.0,,,,550.428466,1779697963.2721722,2026
336,,1.1653645038604736,3230.0,,,,551.561866,1779697964.4056594,2026
337,,1.1253340244293213,3240.0,,,,552.6917827,1779697965.5352645,2026
338,1.4716212749481201,,3250.0,1.032538890838623,,0.00035475231739709885,567.1010684,1779697979.9444084,2026
339,,1.152766466140747,3250.0,,,,567.2180683,1779697980.0613399,2026
340,,1.1424028873443604,3260.0,,,,568.3346089,1779697981.1784015,2026
341,,1.1471222639083862,3270.0,,,,569.4504658,1779697982.2942588,2026
342,,1.1459203958511353,3280.0,,,,570.5684265,1779697983.412222,2026
343,,1.145460844039917,3290.0,,,,571.7726525,1779697984.6153827,2026
344,,1.1712030172348022,3300.0,,,,572.9712859,1779697985.8150558,2026
345,,1.1296436786651611,3310.0,,,,574.1689349,1779697987.0127292,2026
346,,1.1206011772155762,3320.0,,,,575.3669191,1779697988.2107098,2026
347,,1.1688660383224487,3330.0,,,,576.5644311,1779697989.408223,2026
348,,1.1271281242370605,3340.0,,,,577.7244118,1779697990.5679133,2026
349,,1.1306065320968628,3350.0,,,,578.8907943,1779697991.7345748,2026
350,,1.139744520187378,3360.0,,,,580.0987216,1779697992.9425166,2026
351,,1.1435327529907227,3370.0,,,,581.3097816,1779697994.1535752,2026
352,,1.1058225631713867,3380.0,,,,582.4954513,1779697995.3392305,2026
353,,1.1194652318954468,3390.0,,,,583.6308889,1779697996.474403,2026
354,,1.0921741724014282,3400.0,,,,584.7331671,1779697997.576962,2026
355,,1.133333683013916,3410.0,,,,585.8443753,1779697998.6881683,2026
356,,1.122199296951294,3420.0,,,,586.9525221,1779697999.7962282,2026
357,,1.1263210773468018,3430.0,,,,588.0600715,1779698000.9038656,2026
358,,1.1013394594192505,3440.0,,,,589.2230133,1779698002.0668056,2026
359,,1.1043117046356201,3450.0,,,,590.426876,1779698003.2705617,2026
360,,1.1469365358352661,3460.0,,,,591.5668045,1779698004.4100332,2026
361,,1.1097497940063477,3470.0,,,,592.6997193,1779698005.5435119,2026
362,,1.1269980669021606,3480.0,,,,593.8303165,1779698006.6741102,2026
363,,1.1201716661453247,3490.0,,,,594.9625529,1779698007.8063457,2026
364,1.4824780225753784,,3500.0,1.0042089223861694,,0.0002925475029450237,609.4045114,1779698022.2478971,2026
365,,1.1115652322769165,3500.0,,,,609.5190491,1779698022.3628438,2026
366,,1.1452763080596924,3510.0,,,,610.6358349,1779698023.479383,2026
