val/loss,_timestamp,train/loss,Sample Generation,lr,_step,_runtime,train/step_loss,iter,seed
,1779709459.420407,,,,38,71.7499073,1.8118911981582642,360.0,6242
,1779709460.6280456,,,,39,72.9565104,1.7978522777557373,370.0,6242
,1779709461.8345454,,,,40,74.1632582,1.7587811946868896,380.0,6242
,1779709463.0394852,,,,41,75.368601,1.789620041847229,390.0,6242
,1779709464.2447736,,,,42,76.5741686,1.7266871929168701,400.0,6242
,1779709465.4525225,,,,43,77.7809882,1.7162679433822632,410.0,6242
,1779709466.6582549,,,,44,78.9867204,1.701970100402832,420.0,6242
,1779709467.8664691,,,,45,80.1949352,1.6855789422988892,430.0,6242
,1779709469.0722141,,,,46,81.4007937,1.6732590198516846,440.0,6242
,1779709470.2802882,,,,47,82.6087644,1.6429297924041748,450.0,6242
,1779709471.4860046,,,,48,83.8144704,1.675473928451538,460.0,6242
,1779709472.6911004,,,,49,85.0201195,1.6457393169403076,470.0,6242
,1779709473.9028063,,,,50,86.2317725,1.6741094589233398,480.0,6242
,1779709475.1101034,,,,51,87.4386258,1.6023672819137573,490.0,6242
1.7162716388702393,1779709489.9625707,1.5316270589828491,,0.0009852826883675631,52,102.291745,,500.0,6242
,1779709490.087838,,,,53,102.416377,1.6373038291931152,500.0,6242
,1779709491.2941713,,,,54,103.6236373,1.6002342700958252,510.0,6242
,1779709492.4998577,,,,55,104.828324,1.6160180568695068,520.0,6242
,1779709493.7036703,,,,56,106.0323438,1.539960503578186,530.0,6242
,1779709494.909594,,,,57,107.2383212,1.5909850597381592,540.0,6242
,1779709496.1152742,,,,58,108.4439671,1.537500262260437,550.0,6242
,1779709497.3227339,,,,59,109.6515623,1.5488247871398926,560.0,6242
,1779709498.5302582,,,,60,110.8593267,1.496044397354126,570.0,6242
,1779709499.7364593,,,,61,112.0655968,1.551659345626831,580.0,6242
,1779709500.9423814,,,,62,113.2718889,1.5290253162384033,590.0,6242
,1779709502.1482332,,,,63,114.4766992,1.4974093437194824,600.0,6242
,1779709503.3535957,,,,64,115.6821509,1.4860035181045532,610.0,6242
,1779709504.5592334,,,,65,116.8878152,1.506689190864563,620.0,6242
,1779709505.7686431,,,,66,118.0971092,1.478163242340088,630.0,6242
,1779709506.9758043,,,,67,119.304289,1.4965636730194092,640.0,6242
,1779709508.1850197,,,,68,120.5137254,1.4999561309814453,650.0,6242
,1779709509.392981,,,,69,121.721453,1.4670085906982422,660.0,6242
,1779709510.600237,,,,70,122.9297049,1.4726667404174805,670.0,6242
,1779709511.8074794,,,,71,124.1359467,1.4729704856872559,680.0,6242
,1779709513.0156143,,,,72,125.34408,1.4486942291259766,690.0,6242
,1779709514.222301,,,,73,126.5507669,1.444747805595398,700.0,6242
,1779709515.4301255,,,,74,127.7585927,1.4402320384979248,710.0,6242
,1779709516.637304,,,,75,128.9658038,1.445705771446228,720.0,6242
,1779709517.8445442,,,,76,130.1730328,1.4508767127990723,730.0,6242
,1779709519.0508904,,,,77,131.3793555,1.4110934734344482,740.0,6242
1.5793449878692627,1779709533.9266918,1.3582552671432495,,0.0009614856803571157,78,146.2556509,,750.0,6242
,1779709534.0504315,,,,79,146.3789639,1.4498659372329712,750.0,6242
,1779709535.257019,,,,80,147.5854854,1.4374603033065796,760.0,6242
,1779709536.4649756,,,,81,148.7937045,1.411080241203308,770.0,6242
,1779709537.6688235,,,,82,149.997786,1.41196608543396,780.0,6242
,1779709538.8774247,,,,83,151.2058919,1.3741563558578491,790.0,6242
,1779709540.0841405,,,,84,152.4128263,1.4052256345748901,800.0,6242
,1779709541.2923734,,,,85,153.6209565,1.4109668731689453,810.0,6242
,1779709542.500658,,,,86,154.8291248,1.437457799911499,820.0,6242
,1779709543.7084854,,,,87,156.0371055,1.3912256956100464,830.0,6242
,1779709544.9176657,,,,88,157.2461337,1.3704591989517212,840.0,6242
,1779709546.1240447,,,,89,158.4533561,1.3419967889785767,850.0,6242
,1779709547.3335507,,,,90,159.6620177,1.3729737997055054,860.0,6242
,1779709548.5384545,,,,91,160.8672415,1.3627430200576782,870.0,6242
,1779709549.7451622,,,,92,162.0746554,1.3798391819000244,880.0,6242
,1779709550.9516988,,,,93,163.2805822,1.3580318689346313,890.0,6242
,1779709552.157267,,,,94,164.4861826,1.348707675933838,900.0,6242
,1779709553.363947,,,,95,165.6924687,1.344789743423462,910.0,6242
,1779709554.5724027,,,,96,166.9010837,1.386242151260376,920.0,6242
,1779709555.779914,,,,97,168.1089035,1.325150728225708,930.0,6242
,1779709556.9873335,,,,98,169.3164674,1.3526288270950317,940.0,6242
,1779709558.1966512,,,,99,170.5252584,1.3587263822555542,950.0,6242
,1779709559.4030669,,,,100,171.7315337,1.3916183710098267,960.0,6242
,1779709560.611201,,,,101,172.9396656,1.3433769941329956,970.0,6242
,1779709561.8174355,,,,102,174.1463481,1.3642772436141968,980.0,6242
,1779709563.024972,,,,103,175.3542948,1.3365989923477173,990.0,6242
1.518721580505371,1779709577.8346112,1.2622530460357666,,0.0009271396472013282,104,190.163784,,1000.0,6242
,1779709577.9575803,,,,105,190.2869873,1.3703572750091553,1000.0,6242
,1779709579.1647024,,,,106,191.4933256,1.3334592580795288,1010.0,6242
,1779709580.372945,,,,107,192.701499,1.340136170387268,1020.0,6242
,1779709581.5794168,,,,108,193.9084115,1.350234031677246,1030.0,6242
,1779709582.7857757,,,,109,195.1142388,1.3329942226409912,1040.0,6242
,1779709583.9910672,,,,110,196.3202369,1.3269668817520142,1050.0,6242
,1779709585.1971183,,,,111,197.5261529,1.3071978092193604,1060.0,6242
,1779709586.4101875,,,,112,198.7387178,1.302783727645874,1070.0,6242
,1779709587.617263,,,,113,199.9457314,1.3270045518875122,1080.0,6242
,1779709588.824605,,,,114,201.1533899,1.2958972454071045,1090.0,6242
,1779709590.0325253,,,,115,202.3609926,1.3249773979187012,1100.0,6242
,1779709591.2400181,,,,116,203.5684813,1.3089991807937622,1110.0,6242
,1779709592.4458532,,,,117,204.7743178,1.3017714023590088,1120.0,6242
,1779709593.6539192,,,,118,205.9824443,1.2977098226547241,1130.0,6242
,1779709594.8619242,,,,119,207.1907253,1.3020957708358765,1140.0,6242
,1779709596.067944,,,,120,208.3964071,1.2918366193771362,1150.0,6242
,1779709597.275545,,,,121,209.6040117,1.3148938417434692,1160.0,6242
,1779709598.4830902,,,,122,210.8115572,1.289069414138794,1170.0,6242
,1779709599.6913004,,,,123,212.0197645,1.2953500747680664,1180.0,6242
,1779709600.8988504,,,,124,213.2273718,1.2707593441009521,1190.0,6242
,1779709602.105233,,,,125,214.4337628,1.2717013359069824,1200.0,6242
,1779709603.313401,,,,126,215.6418671,1.2761152982711792,1210.0,6242
,1779709604.5192413,,,,127,216.8478834,1.255899429321289,1220.0,6242
,1779709605.725454,,,,128,218.0539198,1.2487884759902954,1230.0,6242
,1779709606.9303818,,,,129,219.2596486,1.2814857959747314,1240.0,6242
1.4876723289489746,1779709621.8025594,1.2012420892715454,,0.000883125098683892,130,234.1312754,,1250.0,6242
,1779709621.9273536,,,,131,234.255817,1.2790203094482422,1250.0,6242
,1779709623.1370034,,,,132,235.4654712,1.243630290031433,1260.0,6242
,1779709624.3467734,,,,133,236.6755159,1.281990885734558,1270.0,6242
,1779709625.556361,,,,134,237.8848263,1.2819373607635498,1280.0,6242
,1779709626.7626326,,,,135,239.0911887,1.2552217245101929,1290.0,6242
,1779709627.9695113,,,,136,240.2979829,1.3010585308074951,1300.0,6242
,1779709629.177849,,,,137,241.5067834,1.2696231603622437,1310.0,6242
,1779709630.3871884,,,,138,242.7165366,1.2592544555664062,1320.0,6242
,1779709631.5975761,,,,139,243.9260392,1.2748475074768066,1330.0,6242
,1779709632.8005514,,,,140,245.1290207,1.2792516946792603,1340.0,6242
,1779709634.0090683,,,,141,246.3375974,1.2522079944610596,1350.0,6242
,1779709635.2173827,,,,142,247.5458485,1.2555859088897705,1360.0,6242
,1779709636.4252858,,,,143,248.7547035,1.2351654767990112,1370.0,6242
,1779709637.6347818,,,,144,249.9638983,1.245877981185913,1380.0,6242
,1779709638.8424468,,,,145,251.1709182,1.252586007118225,1390.0,6242
,1779709640.0499961,,,,146,252.3787608,1.2439074516296387,1400.0,6242
,1779709641.2568233,,,,147,253.5855572,1.2741789817810059,1410.0,6242
,1779709642.4687586,,,,148,254.7972244,1.253847360610962,1420.0,6242
,1779709643.6752355,,,,149,256.004327,1.2613316774368286,1430.0,6242
,1779709644.8811874,,,,150,257.2099553,1.2278326749801636,1440.0,6242
,1779709646.089959,,,,151,258.4184244,1.223922848701477,1450.0,6242
,1779709647.3029697,,,,152,259.6318524,1.2196547985076904,1460.0,6242
,1779709648.5082448,,,,153,260.8367104,1.266387701034546,1470.0,6242
,1779709649.7166774,,,,154,262.0462052,1.2299301624298096,1480.0,6242
,1779709650.9263604,,,,155,263.2548227,1.2440680265426636,1490.0,6242
1.4778305292129517,1779709665.7677217,1.1516928672790527,,0.0008305704108364302,156,278.0963088,,1500.0,6242
,1779709665.8941085,,,,157,278.2227192,1.2302789688110352,1500.0,6242
,1779709667.1007373,,,,158,279.4292023,1.229015588760376,1510.0,6242
,1779709668.3040633,,,,159,280.6328028,1.1936241388320923,1520.0,6242
,1779709669.5124342,,,,160,281.8409009,1.2194709777832031,1530.0,6242
,1779709670.7197132,,,,161,283.0481792,1.229962944984436,1540.0,6242
,1779709671.9246855,,,,162,284.2526448,1.2259303331375122,1550.0,6242
,1779709673.1333487,,,,163,285.4623639,1.2017412185668945,1560.0,6242
,1779709674.3434155,,,,164,286.6718797,1.213521122932434,1570.0,6242
,1779709675.5502248,,,,165,287.879672,1.2105995416641235,1580.0,6242
,1779709676.7592285,,,,166,289.0876949,1.2249441146850586,1590.0,6242
,1779709677.9640603,,,,167,290.2925275,1.2107571363449097,1600.0,6242
,1779709679.172927,,,,168,291.5013921,1.2054355144500732,1610.0,6242
,1779709680.378468,,,,169,292.7078499,1.1782879829406738,1620.0,6242
,1779709681.586521,,,,170,293.9154798,1.200441598892212,1630.0,6242
,1779709682.7942772,,,,171,295.122811,1.218367576599121,1640.0,6242
,1779709684.0004466,,,,172,296.3289118,1.1713212728500366,1650.0,6242
,1779709685.208662,,,,173,297.5371428,1.1831672191619873,1660.0,6242
,1779709686.4161913,,,,174,298.7446561,1.1631537675857544,1670.0,6242
,1779709687.6276925,,,,175,299.9561572,1.1748923063278198,1680.0,6242
,1779709688.8338819,,,,176,301.1623478,1.1779892444610596,1690.0,6242
,1779709690.037987,,,,177,302.3665662,1.1808485984802246,1700.0,6242
,1779709691.2493477,,,,178,303.5778115,1.1936254501342773,1710.0,6242
,1779709692.4534929,,,,179,304.7829215,1.1993123292922974,1720.0,6242
,1779709693.6622653,,,,180,305.9912251,1.1795086860656738,1730.0,6242
,1779709694.8697085,,,,181,307.1990786,1.1797651052474976,1740.0,6242
1.4731435775756836,1779709709.718595,1.101241946220398,,0.0007708228984017721,182,322.0475746,,1750.0,6242
,1779709709.8461795,,,,183,322.1746427,1.1940090656280518,1750.0,6242
,1779709711.0518875,,,,184,323.3813186,1.1861145496368408,1760.0,6242
,1779709712.2577388,,,,185,324.5868349,1.175842523574829,1770.0,6242
,1779709713.4665236,,,,186,325.7957254,1.1799213886260986,1780.0,6242
,1779709714.6760015,,,,187,327.0044667,1.1823959350585938,1790.0,6242
,1779709715.8825681,,,,188,328.2112521,1.2028471231460571,1800.0,6242
,1779709717.0892646,,,,189,329.4177294,1.1484168767929077,1810.0,6242
,1779709718.2957227,,,,190,330.6246873,1.177431583404541,1820.0,6242
,1779709719.5004163,,,,191,331.829882,1.1946020126342773,1830.0,6242
,1779709720.7079718,,,,192,333.0365602,1.1626547574996948,1840.0,6242
,1779709721.9154162,,,,193,334.2438865,1.146499514579773,1850.0,6242
,1779709723.1228802,,,,194,335.4513452,1.1841577291488647,1860.0,6242
,1779709724.3320622,,,,195,336.6605284,1.1791208982467651,1870.0,6242
,1779709725.537904,,,,196,337.8664784,1.1417056322097778,1880.0,6242
,1779709726.7439446,,,,197,339.0724119,1.1764055490493774,1890.0,6242
,1779709727.9494967,,,,198,340.2781615,1.1506099700927734,1900.0,6242
,1779709729.1538408,,,,199,341.4830679,1.1191072463989258,1910.0,6242
,1779709730.361596,,,,200,342.6901454,1.140067458152771,1920.0,6242
,1779709731.5679245,,,,201,343.8970831,1.1637530326843262,1930.0,6242
,1779709732.7743847,,,,202,345.103002,1.1622967720031738,1940.0,6242
,1779709733.9788742,,,,203,346.3073472,1.1570249795913696,1950.0,6242
,1779709735.1853743,,,,204,347.513901,1.1206316947937012,1960.0,6242
,1779709736.3953826,,,,205,348.7243723,1.1305501461029053,1970.0,6242
,1779709737.5987446,,,,206,349.9272115,1.1314756870269775,1980.0,6242
,1779709738.807236,,,,207,351.1361955,1.1399281024932861,1990.0,6242
1.4689215421676636,1779709753.6288757,1.0546977519989014,,0.0007054142744895884,208,365.9578015,,2000.0,6242
,1779709753.7542121,,,,209,366.0828993,1.1657130718231201,2000.0,6242
,1779709754.961135,,,,210,367.2899331,1.1587245464324951,2010.0,6242
,1779709756.168606,,,,211,368.4972729,1.1436715126037598,2020.0,6242
,1779709757.3755662,,,,212,369.7042463,1.1539243459701538,2030.0,6242
,1779709758.5810986,,,,213,370.9097007,1.1320364475250244,2040.0,6242
,1779709759.7876093,,,,214,372.1163042,1.1317317485809326,2050.0,6242
,1779709760.9933116,,,,215,373.3217768,1.1228127479553223,2060.0,6242
,1779709762.1992702,,,,216,374.5277366,1.1496835947036743,2070.0,6242
,1779709763.4061215,,,,217,375.7346566,1.1369701623916626,2080.0,6242
,1779709764.6121902,,,,218,376.9413965,1.125049114227295,2090.0,6242
,1779709765.81618,,,,219,378.1446525,1.1810100078582764,2100.0,6242
,1779709767.024447,,,,220,379.3530751,1.1325207948684692,2110.0,6242
,1779709768.229621,,,,221,380.5586516,1.1591328382492065,2120.0,6242
,1779709769.4380896,,,,222,381.7672246,1.1008832454681396,2130.0,6242
,1779709770.6462562,,,,223,382.9748673,1.1066668033599854,2140.0,6242
,1779709771.850875,,,,224,384.1793378,1.0790596008300781,2150.0,6242
,1779709773.0568097,,,,225,385.3856861,1.1314003467559814,2160.0,6242
,1779709774.2657764,,,,226,386.5948021,1.1236637830734253,2170.0,6242
,1779709775.472672,,,,227,387.8011362,1.1226640939712524,2180.0,6242
,1779709776.6786861,,,,228,389.0081175,1.1121947765350342,2190.0,6242
,1779709777.8823798,,,,229,390.2117526,1.1011124849319458,2200.0,6242
,1779709779.0891464,,,,230,391.4176122,1.0712352991104126,2210.0,6242
,1779709780.2940528,,,,231,392.623489,1.122438907623291,2220.0,6242
,1779709781.5023239,,,,232,393.8307898,1.1151409149169922,2230.0,6242
,1779709782.7091274,,,,233,395.0378851,1.1318507194519043,2240.0,6242
1.4857451915740967,1779709797.5374582,1.011657476425171,,0.0006360213829156177,234,409.8664179,,2250.0,6242
,1779709797.6638472,,,,235,409.9923121,1.098923683166504,2250.0,6242
,1779709798.8714602,,,,236,411.2008912,1.0872458219528198,2260.0,6242
,1779709800.0800228,,,,237,412.4084868,1.094032883644104,2270.0,6242
,1779709801.2818804,,,,238,413.6112989,1.1099801063537598,2280.0,6242
,1779709802.4937608,,,,239,414.8217199,1.1271635293960571,2290.0,6242
,1779709803.7024379,,,,240,416.0309,1.0948851108551025,2300.0,6242
,1779709804.9096327,,,,241,417.2383201,1.0965744256973267,2310.0,6242
,1779709806.1194997,,,,242,418.4481476,1.0799036026000977,2320.0,6242
,1779709807.3249986,,,,243,419.6534632,1.1110892295837402,2330.0,6242
,1779709808.531905,,,,244,420.8606317,1.0847125053405762,2340.0,6242
,1779709809.736614,,,,245,422.0654283,1.1139473915100098,2350.0,6242
,1779709810.943421,,,,246,423.2719583,1.082316279411316,2360.0,6242
,1779709812.1533065,,,,247,424.4817741,1.0648410320281982,2370.0,6242
,1779709813.4842052,,,,248,425.8128617,1.0980850458145142,2380.0,6242
,1779709814.9103253,,,,249,427.238789,1.122351884841919,2390.0,6242
,1779709816.1152105,,,,250,428.4444736,1.0529924631118774,2400.0,6242
,1779709817.3232665,,,,251,429.6517702,1.0807867050170898,2410.0,6242
,1779709818.528569,,,,252,430.8572583,1.0970675945281982,2420.0,6242
,1779709819.7370281,,,,253,432.0657719,1.0708385705947876,2430.0,6242
,1779709820.9434223,,,,254,433.2725462,1.0852699279785156,2440.0,6242
,1779709822.1510017,,,,255,434.4794644,1.084579348564148,2450.0,6242
,1779709823.3596032,,,,256,435.6880698,1.059242844581604,2460.0,6242
,1779709824.5659416,,,,257,436.894406,1.0702810287475586,2470.0,6242
,1779709825.7720249,,,,258,438.1004896,1.0694621801376343,2480.0,6242
,1779709826.9787614,,,,259,439.3075518,1.0791481733322144,2490.0,6242
1.4990118741989136,1779709841.654791,0.9620568752288818,,0.000564423209907245,260,453.9833261,,2500.0,6242
,1779709841.7792838,,,,261,454.1077468,1.059482455253601,2500.0,6242
,1779709842.9832902,,,,262,455.3118396,1.0699009895324707,2510.0,6242
,1779709844.188007,,,,263,456.5164782,1.0533455610275269,2520.0,6242
,1779709845.394816,,,,264,457.7234403,1.0719839334487915,2530.0,6242
,1779709846.5969062,,,,265,458.9262771,1.0513029098510742,2540.0,6242
,1779709847.8017638,,,,266,460.1307454,1.060001254081726,2550.0,6242
,1779709849.0070853,,,,267,461.3357734,1.0371655225753784,2560.0,6242
,1779709850.2105417,,,,268,462.5393408,1.0738983154296875,2570.0,6242
,1779709851.4173014,,,,269,463.7457675,1.0646569728851318,2580.0,6242
,1779709852.6230302,,,,270,464.9520414,1.0322132110595703,2590.0,6242
,1779709853.8285596,,,,271,466.1579603,1.0560803413391113,2600.0,6242
,1779709855.0362182,,,,272,467.3648069,1.079868197441101,2610.0,6242
,1779709856.243014,,,,273,468.5714843,1.0687859058380127,2620.0,6242
,1779709857.4501734,,,,274,469.7793901,1.0506900548934937,2630.0,6242
,1779709858.658876,,,,275,470.987446,1.0603276491165161,2640.0,6242
,1779709859.8653038,,,,276,472.1940253,1.0295060873031616,2650.0,6242
,1779709861.0714457,,,,277,473.3999108,1.0572433471679688,2660.0,6242
,1779709862.2779508,,,,278,474.6066409,1.0360559225082397,2670.0,6242
,1779709863.4844973,,,,279,475.8139703,1.0509175062179565,2680.0,6242
,1779709864.6914356,,,,280,477.019906,1.0347537994384766,2690.0,6242
,1779709865.8983448,,,,281,478.2276595,1.0396183729171753,2700.0,6242
,1779709867.105085,,,,282,479.4338466,1.0579246282577515,2710.0,6242
,1779709868.3109314,,,,283,480.6402521,1.0767356157302856,2720.0,6242
,1779709869.518275,,,,284,481.8467401,1.0600935220718384,2730.0,6242
,1779709870.726408,,,,285,483.054873,1.0493797063827515,2740.0,6242
1.5184801816940308,1779709885.4252257,0.9195755124092102,,0.0004924552772419723,286,497.75365,,2750.0,6242
,1779709885.5494053,,,,287,497.8778681,1.0098187923431396,2750.0,6242
,1779709886.755674,,,,288,499.0842998,1.0326029062271118,2760.0,6242
,1779709887.9590874,,,,289,500.2875522,1.0379523038864136,2770.0,6242
,1779709889.165249,,,,290,501.4947176,1.0152000188827515,2780.0,6242
,1779709890.3723595,,,,291,502.7008219,1.0147958993911743,2790.0,6242
,1779709891.5783083,,,,292,503.906775,1.0343350172042847,2800.0,6242
,1779709892.7853367,,,,293,505.1138017,1.0394518375396729,2810.0,6242
,1779709893.9910116,,,,294,506.3202299,1.0180672407150269,2820.0,6242
,1779709895.1991966,,,,295,507.5278074,1.0107473134994507,2830.0,6242
,1779709896.4051433,,,,296,508.7336091,1.02886164188385,2840.0,6242
,1779709897.610587,,,,297,509.939955,1.041182041168213,2850.0,6242
,1779709898.8194213,,,,298,511.1479602,1.015425443649292,2860.0,6242
,1779709900.0268784,,,,299,512.3553476,1.008528709411621,2870.0,6242
,1779709901.235032,,,,300,513.5634978,1.018065094947815,2880.0,6242
,1779709902.44154,,,,301,514.7700062,1.0115430355072021,2890.0,6242
,1779709903.646543,,,,302,515.9750103,1.0204026699066162,2900.0,6242
,1779709904.8523364,,,,303,517.1807994,1.0200687646865845,2910.0,6242
,1779709906.0587945,,,,304,518.3875267,1.0059529542922974,2920.0,6242
,1779709907.2666507,,,,305,519.5951141,1.0028551816940308,2930.0,6242
,1779709908.4723783,,,,306,520.8008469,1.0046924352645874,2940.0,6242
,1779709909.6799035,,,,307,522.0085128,0.9978160858154297,2950.0,6242
,1779709910.8852053,,,,308,523.2142277,1.0099704265594482,2960.0,6242
,1779709912.091165,,,,309,524.4203442,0.9857305884361267,2970.0,6242
,1779709913.2995858,,,,310,525.6280516,0.9893400073051453,2980.0,6242
,1779709914.5059004,,,,311,526.8343666,1.0010937452316284,2990.0,6242
1.535414457321167,1779709929.1539593,0.8734428286552429,,0.0004219625860160354,312,541.4825723,,3000.0,6242
,1779709929.278993,,,,313,541.6078732,0.9810514450073242,3000.0,6242
,1779709930.485061,,,,314,542.8136097,0.9893486499786377,3010.0,6242
,1779709931.6886559,,,,315,544.0172402,0.9899422526359558,3020.0,6242
,1779709932.8909516,,,,316,545.2198831,0.9765425324440002,3030.0,6242
,1779709934.0942042,,,,317,546.423534,1.0123335123062134,3040.0,6242
,1779709935.2993603,,,,318,547.6278253,0.9866144061088562,3050.0,6242
,1779709936.5023372,,,,319,548.8314681,1.0112075805664062,3060.0,6242
,1779709937.7065454,,,,320,550.0350108,0.995678186416626,3070.0,6242
,1779709938.9089646,,,,321,551.2374339,0.9852606058120728,3080.0,6242
,1779709940.1128669,,,,322,552.4413325,0.9845558404922485,3090.0,6242
,1779709941.3157916,,,,323,553.6442561,0.9815597534179688,3100.0,6242
,1779709942.5198615,,,,324,554.8483271,0.9887630343437195,3110.0,6242
,1779709943.7251174,,,,325,556.054223,1.0004444122314453,3120.0,6242
,1779709944.9297028,,,,326,557.2583018,0.9761784076690674,3130.0,6242
,1779709946.1331465,,,,327,558.461868,0.981132447719574,3140.0,6242
,1779709947.336101,,,,328,559.6653797,0.9619520902633667,3150.0,6242
,1779709948.5396373,,,,329,560.8681035,0.9660710096359253,3160.0,6242
,1779709949.7439187,,,,330,562.0723838,0.9600676894187927,3170.0,6242
,1779709950.9463499,,,,331,563.2749843,0.9683413505554199,3180.0,6242
,1779709952.1496394,,,,332,564.4781055,0.9675434827804565,3190.0,6242
,1779709953.3559651,,,,333,565.6845637,0.9559890031814575,3200.0,6242
,1779709954.561964,,,,334,566.8908511,0.9618180990219116,3210.0,6242
,1779709955.7659109,,,,335,568.0953567,0.9728769659996033,3220.0,6242
,1779709956.969866,,,,336,569.2984974,0.9837888479232788,3230.0,6242
,1779709958.170747,,,,337,570.4992131,0.936525285243988,3240.0,6242
1.5571383237838745,1779709972.7638705,0.827698826789856,,0.00035475231739709885,338,585.0932008,,3250.0,6242
,1779709972.8888075,,,,339,585.2173348,0.9663205742835999,3250.0,6242
,1779709974.0917985,,,,340,586.4207419,0.9811890721321106,3260.0,6242
,1779709975.2965305,,,,341,587.6249986,0.9594161510467529,3270.0,6242
,1779709976.4983733,,,,342,588.8273275,0.9883255958557129,3280.0,6242
,1779709977.7041357,,,,343,590.0327307,0.9553616642951965,3290.0,6242
,1779709978.9108124,,,,344,591.2392778,0.9698276519775391,3300.0,6242
,1779709980.1169865,,,,345,592.4454538,0.9708344340324402,3310.0,6242
,1779709981.3231184,,,,346,593.6515827,0.9702072143554688,3320.0,6242
,1779709982.5299642,,,,347,594.8584307,0.9932579398155212,3330.0,6242
,1779709983.7343993,,,,348,596.0628651,0.9461736083030701,3340.0,6242
,1779709984.9371467,,,,349,597.2658137,0.9304664134979248,3350.0,6242
,1779709986.1401308,,,,350,598.4690807,0.9730006456375122,3360.0,6242
,1779709987.3433065,,,,351,599.6724202,0.9854506850242615,3370.0,6242
,1779709988.5469296,,,,352,600.8753957,0.9607139229774475,3380.0,6242
,1779709989.7498748,,,,353,602.0790575,0.9502755403518677,3390.0,6242
,1779709990.9552197,,,,354,603.2846828,0.9423335790634155,3400.0,6242
,1779709992.161806,,,,355,604.4912078,0.9227483868598938,3410.0,6242
,1779709993.3661356,,,,356,605.6946513,0.9489280581474304,3420.0,6242
,1779709994.5705392,,,,357,606.899803,0.958032488822937,3430.0,6242
,1779709995.7772717,,,,358,608.1059925,0.9304961562156677,3440.0,6242
,1779709996.9804716,,,,359,609.3099702,0.9685067534446716,3450.0,6242
,1779709998.18707,,,,360,610.5155326,0.9103987216949463,3460.0,6242
,1779709999.3906121,,,,361,611.7190781,0.9468615651130676,3470.0,6242
,1779710000.5928152,,,,362,612.9221191,0.9457905292510986,3480.0,6242
,1779710001.7997444,,,,363,614.128275,0.9319429397583008,3490.0,6242
1.5839109420776367,1779710016.5687206,0.7855982780456543,,0.0002925475029450237,364,628.8976802,,3500.0,6242
,1779710016.6930344,,,,365,629.0214999,0.9341154098510742,3500.0,6242
,1779710017.8991756,,,,366,630.2276393,0.919962465763092,3510.0,6242
