_timestamp,train/step_loss,Sample Generation,lr,iter,_step,val/loss,train/loss,_runtime,seed
1779706624.8687105,1.4504717588424683,,,1240.0,129,,,174.5133575,6242
1779706637.9719834,,,0.000883125098683892,1250.0,130,1.6214964389801025,1.3855035305023193,187.6168095,6242
1779706638.067436,1.4950494766235352,,,1250.0,131,,,187.7117992,6242
1779706639.0030808,1.446453332901001,,,1260.0,132,,,188.647351,6242
1779706639.9186022,1.4571948051452637,,,1270.0,133,,,189.5634449,6242
1779706640.8386614,1.4355624914169312,,,1280.0,134,,,190.4830131,6242
1779706641.7505682,1.423202395439148,,,1290.0,135,,,191.394839,6242
1779706642.682593,1.456563949584961,,,1300.0,136,,,192.3270959,6242
1779706643.6101916,1.4516699314117432,,,1310.0,137,,,193.2546847,6242
1779706644.5367534,1.436181664466858,,,1320.0,138,,,194.1810245,6242
1779706645.446757,1.4549388885498047,,,1330.0,139,,,195.0911015,6242
1779706646.3555932,1.4292426109313965,,,1340.0,140,,,196.0004891,6242
1779706647.2808805,1.4603134393692017,,,1350.0,141,,,196.9251541,6242
1779706648.1996987,1.4440522193908691,,,1360.0,142,,,197.8439703,6242
1779706649.1232333,1.4628841876983643,,,1370.0,143,,,198.767616,6242
1779706650.0328355,1.467509388923645,,,1380.0,144,,,199.677108,6242
1779706650.9594371,1.417770266532898,,,1390.0,145,,,200.6047195,6242
1779706651.914845,1.4311637878417969,,,1400.0,146,,,201.5594521,6242
1779706652.832423,1.431473970413208,,,1410.0,147,,,202.4766955,6242
1779706653.7796366,1.4202635288238525,,,1420.0,148,,,203.4244033,6242
1779706654.714632,1.4210784435272217,,,1430.0,149,,,204.3589042,6242
1779706655.6464608,1.416787028312683,,,1440.0,150,,,205.2907312,6242
1779706656.566863,1.3985583782196045,,,1450.0,151,,,206.2110403,6242
1779706657.4881644,1.4349621534347534,,,1460.0,152,,,207.1324587,6242
1779706658.4046178,1.4184983968734741,,,1470.0,153,,,208.0492709,6242
1779706659.3084764,1.4029513597488403,,,1480.0,154,,,208.9527468,6242
1779706660.2294843,1.431433081626892,,,1490.0,155,,,209.8737555,6242
1779706673.2699609,,,0.0008305704108364302,1500.0,156,1.584893822669983,1.3206862211227417,222.9142269,6242
1779706673.3664267,1.4107129573822021,,,1500.0,157,,,223.0106986,6242
1779706674.288807,1.3963512182235718,,,1510.0,158,,,223.9330779,6242
1779706675.2026362,1.3956332206726074,,,1520.0,159,,,224.8469086,6242
1779706676.1266222,1.372760534286499,,,1530.0,160,,,225.7714304,6242
1779706677.071006,1.4482672214508057,,,1540.0,161,,,226.7153789,6242
1779706677.998036,1.4457371234893799,,,1550.0,162,,,227.642306,6242
1779706678.9177754,1.4032812118530273,,,1560.0,163,,,228.5629939,6242
1779706679.8514385,1.3923832178115845,,,1570.0,164,,,229.4965878,6242
1779706680.7831979,1.396904706954956,,,1580.0,165,,,230.4274735,6242
1779706681.7017727,1.3650689125061035,,,1590.0,166,,,231.3469596,6242
1779706682.6226974,1.412023663520813,,,1600.0,167,,,232.2672319,6242
1779706683.5423346,1.3701341152191162,,,1610.0,168,,,233.1868743,6242
1779706684.4618323,1.3715771436691284,,,1620.0,169,,,234.1061022,6242
1779706685.3805444,1.396087408065796,,,1630.0,170,,,235.0255463,6242
1779706686.2897117,1.4001877307891846,,,1640.0,171,,,235.9339851,6242
1779706687.1988852,1.4017874002456665,,,1650.0,172,,,236.8431582,6242
1779706688.124559,1.397352695465088,,,1660.0,173,,,237.768324,6242
1779706689.0530844,1.4024274349212646,,,1670.0,174,,,238.6975829,6242
1779706689.9698892,1.3848804235458374,,,1680.0,175,,,239.6151968,6242
1779706690.8956077,1.406190037727356,,,1690.0,176,,,240.5400539,6242
1779706691.8147452,1.3600380420684814,,,1700.0,177,,,241.4590162,6242
1779706692.738754,1.3672747611999512,,,1710.0,178,,,242.3836189,6242
1779706693.6549819,1.3892465829849243,,,1720.0,179,,,243.3002549,6242
1779706694.5717878,1.3780040740966797,,,1730.0,180,,,244.2160597,6242
1779706695.4946673,1.3828561305999756,,,1740.0,181,,,245.1391244,6242
1779706708.3931315,,,0.0007708228984017721,1750.0,182,1.556246280670166,1.3000967502593994,258.0376976,6242
1779706708.4901237,1.3871269226074219,,,1750.0,183,,,258.134396,6242
1779706709.425614,1.3782373666763306,,,1760.0,184,,,259.069888,6242
1779706710.3456883,1.3705641031265259,,,1770.0,185,,,259.9901554,6242
1779706711.27231,1.3256577253341675,,,1780.0,186,,,260.9171855,6242
1779706712.1968193,1.375792145729065,,,1790.0,187,,,261.8421275,6242
1779706713.1177275,1.3839571475982666,,,1800.0,188,,,262.7626628,6242
1779706714.054234,1.3857985734939575,,,1810.0,189,,,263.6985039,6242
1779706714.9653454,1.3371819257736206,,,1820.0,190,,,264.609617,6242
1779706715.8896222,1.3736841678619385,,,1830.0,191,,,265.5340263,6242
1779706716.816455,1.3798929452896118,,,1840.0,192,,,266.460727,6242
1779706717.7386594,1.367780089378357,,,1850.0,193,,,267.3832512,6242
1779706718.6668875,1.3315340280532837,,,1860.0,194,,,268.3121799,6242
1779706719.586939,1.3574069738388062,,,1870.0,195,,,269.2312104,6242
1779706720.5277295,1.33034086227417,,,1880.0,196,,,270.1722665,6242
1779706721.4499817,1.3379241228103638,,,1890.0,197,,,271.0943992,6242
1779706722.371414,1.3379777669906616,,,1900.0,198,,,272.0156851,6242
1779706723.3021712,1.3534170389175415,,,1910.0,199,,,272.946443,6242
1779706724.2169642,1.3067936897277832,,,1920.0,200,,,273.8612361,6242
1779706725.1322281,1.3816087245941162,,,1930.0,201,,,274.777385,6242
1779706726.048613,1.3411258459091187,,,1940.0,202,,,275.6928841,6242
1779706726.9696858,1.3638149499893188,,,1950.0,203,,,276.6142278,6242
1779706727.882692,1.3337613344192505,,,1960.0,204,,,277.5269677,6242
1779706728.794295,1.338300347328186,,,1970.0,205,,,278.4389324,6242
1779706729.710481,1.3063042163848877,,,1980.0,206,,,279.3547523,6242
1779706730.633867,1.3140008449554443,,,1990.0,207,,,280.2783539,6242
1779706743.5915546,,,0.0007054142744895884,2000.0,208,1.5607690811157227,1.2697346210479736,293.236322,6242
1779706743.690521,1.3414088487625122,,,2000.0,209,,,293.3349802,6242
1779706744.6050436,1.31174635887146,,,2010.0,210,,,294.2495228,6242
1779706745.5196204,1.3405914306640625,,,2020.0,211,,,295.1639247,6242
1779706746.4347274,1.3119001388549805,,,2030.0,212,,,296.0797195,6242
1779706747.3663447,1.3182049989700317,,,2040.0,213,,,297.0106169,6242
1779706748.2936678,1.3610076904296875,,,2050.0,214,,,297.9388089,6242
1779706749.2164862,1.317577600479126,,,2060.0,215,,,298.8616494,6242
1779706750.1444752,1.3414387702941895,,,2070.0,216,,,299.7890837,6242
1779706751.0668516,1.3270745277404785,,,2080.0,217,,,300.7120697,6242
1779706751.9856024,1.3078621625900269,,,2090.0,218,,,301.6298714,6242
1779706752.912479,1.3657269477844238,,,2100.0,219,,,302.5567508,6242
1779706753.830515,1.3266050815582275,,,2110.0,220,,,303.4757499,6242
1779706754.7533653,1.3505171537399292,,,2120.0,221,,,304.3976839,6242
1779706755.6680522,1.322829008102417,,,2130.0,222,,,305.3124508,6242
1779706756.5925915,1.314089059829712,,,2140.0,223,,,306.2368644,6242
1779706757.5105917,1.324562430381775,,,2150.0,224,,,307.155214,6242
1779706758.4280968,1.3071082830429077,,,2160.0,225,,,308.0725184,6242
1779706759.3491466,1.3185368776321411,,,2170.0,226,,,308.9934178,6242
1779706760.2608523,1.3372361660003662,,,2180.0,227,,,309.905127,6242
1779706761.1846426,1.2719502449035645,,,2190.0,228,,,310.8294945,6242
1779706762.1046894,1.3344371318817139,,,2200.0,229,,,311.748767,6242
1779706763.021784,1.3138790130615234,,,2210.0,230,,,312.666055,6242
1779706763.9559138,1.2988133430480957,,,2220.0,231,,,313.6001853,6242
1779706764.8776898,1.298849105834961,,,2230.0,232,,,314.52196,6242
1779706765.808137,1.322965145111084,,,2240.0,233,,,315.4524582,6242
1779706778.6884465,,,0.0006360213829156177,2250.0,234,1.5360225439071655,1.2270185947418213,328.3327155,6242
1779706778.7864976,1.3153092861175537,,,2250.0,235,,,328.4311044,6242
1779706779.7062488,1.34552800655365,,,2260.0,236,,,329.3512893,6242
1779706780.633443,1.3001868724822998,,,2270.0,237,,,330.277715,6242
1779706781.5640714,1.3078025579452515,,,2280.0,238,,,331.2083408,6242
1779706782.474112,1.2990766763687134,,,2290.0,239,,,332.1183846,6242
1779706783.3864195,1.2471199035644531,,,2300.0,240,,,333.0314786,6242
1779706784.2930768,1.2677669525146484,,,2310.0,241,,,333.9373489,6242
1779706785.211359,1.2776600122451782,,,2320.0,242,,,334.855631,6242
1779706786.1222758,1.2885669469833374,,,2330.0,243,,,335.7667869,6242
1779706787.0631926,1.2863969802856445,,,2340.0,244,,,336.7074651,6242
1779706787.9846294,1.2956827878952026,,,2350.0,245,,,337.6283947,6242
1779706788.9057472,1.2975118160247803,,,2360.0,246,,,338.5500184,6242
1779706789.8215668,1.248729944229126,,,2370.0,247,,,339.465837,6242
1779706790.7338297,1.3278334140777588,,,2380.0,248,,,340.3781021,6242
1779706791.6533475,1.3350447416305542,,,2390.0,249,,,341.2976197,6242
1779706792.5698657,1.3053454160690308,,,2400.0,250,,,342.2141376,6242
1779706793.4975016,1.2941339015960693,,,2410.0,251,,,343.1418807,6242
1779706794.42327,1.2868585586547852,,,2420.0,252,,,344.0679686,6242
1779706795.3366854,1.2676091194152832,,,2430.0,253,,,344.9811422,6242
1779706796.2732434,1.2703520059585571,,,2440.0,254,,,345.9177986,6242
1779706797.191213,1.31814706325531,,,2450.0,255,,,346.8355077,6242
1779706798.1148405,1.2766718864440918,,,2460.0,256,,,347.7591112,6242
1779706799.0462413,1.2878729104995728,,,2470.0,257,,,348.6908501,6242
1779706799.9666522,1.2820638418197632,,,2480.0,258,,,349.6109243,6242
1779706800.8937426,1.2949376106262207,,,2490.0,259,,,350.5390531,6242
1779706813.7086165,,,0.000564423209907245,2500.0,260,1.5350899696350098,1.2149765491485596,363.3537704,6242
1779706813.8046625,1.2845913171768188,,,2500.0,261,,,363.4489348,6242
1779706814.7112389,1.2671494483947754,,,2510.0,262,,,364.3555125,6242
1779706815.639882,1.2538087368011475,,,2520.0,263,,,365.2842093,6242
1779706816.5781775,1.3014320135116577,,,2530.0,264,,,366.2228016,6242
1779706817.5254383,1.283423900604248,,,2540.0,265,,,367.1698765,6242
1779706818.4378574,1.2646461725234985,,,2550.0,266,,,368.082128,6242
1779706819.3708289,1.259040117263794,,,2560.0,267,,,369.0151027,6242
1779706820.2989593,1.2609164714813232,,,2570.0,268,,,369.9440203,6242
1779706821.2153516,1.277147889137268,,,2580.0,269,,,370.8596444,6242
1779706822.1327324,1.2981761693954468,,,2590.0,270,,,371.7775747,6242
1779706823.0444534,1.2858489751815796,,,2600.0,271,,,372.6887243,6242
1779706823.9663856,1.2551038265228271,,,2610.0,272,,,373.6116913,6242
1779706824.8881433,1.2500773668289185,,,2620.0,273,,,374.5324171,6242
1779706825.8118074,1.265895962715149,,,2630.0,274,,,375.456285,6242
1779706826.7394633,1.2624986171722412,,,2640.0,275,,,376.3846418,6242
1779706827.659623,1.2853389978408813,,,2650.0,276,,,377.3049514,6242
1779706828.5805614,1.2683314085006714,,,2660.0,277,,,378.2248424,6242
1779706829.498943,1.2740511894226074,,,2670.0,278,,,379.1432156,6242
1779706830.416745,1.2821757793426514,,,2680.0,279,,,380.0610179,6242
1779706831.3602526,1.2397541999816895,,,2690.0,280,,,381.0055104,6242
1779706832.3140771,1.2669512033462524,,,2700.0,281,,,381.9584999,6242
1779706833.3263078,1.2738564014434814,,,2710.0,282,,,382.9714069,6242
1779706834.3417945,1.2706393003463745,,,2720.0,283,,,383.9860666,6242
1779706835.3489707,1.2869575023651123,,,2730.0,284,,,384.9933871,6242
1779706836.2787461,1.2525794506072998,,,2740.0,285,,,385.923317,6242
1779706848.964021,,,0.0004924552772419723,2750.0,286,1.535178780555725,1.1795204877853394,398.6092943,6242
1779706849.0626802,1.2313207387924194,,,2750.0,287,,,398.7069522,6242
1779706849.9676704,1.2771265506744385,,,2760.0,288,,,399.6124403,6242
1779706850.8714502,1.2480883598327637,,,2770.0,289,,,400.515729,6242
1779706851.7760983,1.2473180294036865,,,2780.0,290,,,401.4203696,6242
1779706852.6925855,1.2477494478225708,,,2790.0,291,,,402.337236,6242
1779706853.6039112,1.2466380596160889,,,2800.0,292,,,403.2481822,6242
1779706854.5274205,1.2635141611099243,,,2810.0,293,,,404.1717484,6242
1779706855.43643,1.2395217418670654,,,2820.0,294,,,405.0807024,6242
1779706856.3717995,1.2471388578414917,,,2830.0,295,,,406.0160722,6242
1779706857.3067863,1.2343887090682983,,,2840.0,296,,,406.9512505,6242
1779706858.2088733,1.2364356517791748,,,2850.0,297,,,407.8531436,6242
1779706859.1103027,1.2378621101379395,,,2860.0,298,,,408.7545743,6242
1779706860.011751,1.24350106716156,,,2870.0,299,,,409.6560218,6242
1779706860.912505,1.2396297454833984,,,2880.0,300,,,410.5574665,6242
1779706861.813265,1.2050329446792603,,,2890.0,301,,,411.4575355,6242
1779706862.7112648,1.249710202217102,,,2900.0,302,,,412.3555397,6242
1779706863.620127,1.2262741327285767,,,2910.0,303,,,413.2643988,6242
1779706864.5247967,1.244613766670227,,,2920.0,304,,,414.1692453,6242
1779706865.4546869,1.2164558172225952,,,2930.0,305,,,415.0996191,6242
1779706866.39481,1.2468043565750122,,,2940.0,306,,,416.0398542,6242
1779706867.3122563,1.2385293245315552,,,2950.0,307,,,416.9575414,6242
1779706868.216566,1.2264060974121094,,,2960.0,308,,,417.8610011,6242
1779706869.1199145,1.2216434478759766,,,2970.0,309,,,418.7641889,6242
1779706870.0284033,1.2302932739257812,,,2980.0,310,,,419.6726777,6242
1779706870.942743,1.2286957502365112,,,2990.0,311,,,420.5870249,6242
1779706883.6952503,,,0.0004219625860160354,3000.0,312,1.529260277748108,1.1549749374389648,433.339764,6242
1779706883.791122,1.2084680795669556,,,3000.0,313,,,433.4353945,6242
1779706884.697853,1.2097574472427368,,,3010.0,314,,,434.3431578,6242
1779706885.6044118,1.2274702787399292,,,3020.0,315,,,435.2487094,6242
1779706886.5178175,1.2267789840698242,,,3030.0,316,,,436.1620864,6242
1779706887.4265914,1.2218869924545288,,,3040.0,317,,,437.071816,6242
1779706888.3370452,1.2224758863449097,,,3050.0,318,,,437.9813164,6242
1779706889.25918,1.2212889194488525,,,3060.0,319,,,438.9040954,6242
1779706890.2026677,1.211332082748413,,,3070.0,320,,,439.846433,6242
1779706891.1304884,1.2398583889007568,,,3080.0,321,,,440.7748913,6242
1779706892.051082,1.2524864673614502,,,3090.0,322,,,441.6953527,6242
1779706892.9634342,1.2202105522155762,,,3100.0,323,,,442.6081341,6242
1779706893.8858519,1.21876060962677,,,3110.0,324,,,443.5301229,6242
1779706894.7953806,1.2047805786132812,,,3120.0,325,,,444.4396518,6242
1779706895.7096076,1.2191905975341797,,,3130.0,326,,,445.3537877,6242
1779706896.6230392,1.2359459400177002,,,3140.0,327,,,446.2673119,6242
1779706897.5428736,1.2240543365478516,,,3150.0,328,,,447.1871998,6242
1779706898.4612012,1.1895420551300049,,,3160.0,329,,,448.1054775,6242
1779706899.3798082,1.225252628326416,,,3170.0,330,,,449.024389,6242
1779706900.2932417,1.1796377897262573,,,3180.0,331,,,449.9375126,6242
1779706901.2096324,1.1953696012496948,,,3190.0,332,,,450.8539075,6242
1779706902.140469,1.2180198431015015,,,3200.0,333,,,451.7847423,6242
1779706903.077358,1.2061806917190552,,,3210.0,334,,,452.7217478,6242
1779706904.0061166,1.2211403846740723,,,3220.0,335,,,453.6503895,6242
1779706904.922681,1.195406198501587,,,3230.0,336,,,454.5676121,6242
1779706905.8362753,1.1834639310836792,,,3240.0,337,,,455.4807109,6242
1779706918.6291223,,,0.00035475231739709885,3250.0,338,1.5689562559127808,1.1849004030227661,468.2739358,6242
1779706918.7314065,1.205546498298645,,,3250.0,339,,,468.3757198,6242
1779706919.6800623,1.2088415622711182,,,3260.0,340,,,469.324334,6242
1779706920.606959,1.235428810119629,,,3270.0,341,,,470.251529,6242
1779706921.5282693,1.1790525913238525,,,3280.0,342,,,471.1725646,6242
1779706922.467908,1.2123433351516724,,,3290.0,343,,,472.112407,6242
1779706923.380648,1.1883916854858398,,,3300.0,344,,,473.0249196,6242
1779706924.2893848,1.2265937328338623,,,3310.0,345,,,473.9336543,6242
1779706925.2047575,1.1858395338058472,,,3320.0,346,,,474.8493594,6242
1779706926.1280043,1.1947757005691528,,,3330.0,347,,,475.7722785,6242
1779706927.04567,1.2019599676132202,,,3340.0,348,,,476.6899441,6242
1779706927.9735072,1.1839178800582886,,,3350.0,349,,,477.6182712,6242
1779706928.8897803,1.193998098373413,,,3360.0,350,,,478.5344047,6242
1779706929.8097916,1.193637728691101,,,3370.0,351,,,479.4540613,6242
1779706930.7197366,1.2003676891326904,,,3380.0,352,,,480.3640061,6242
1779706931.647377,1.1981532573699951,,,3390.0,353,,,481.2921614,6242
1779706932.5753324,1.2007036209106445,,,3400.0,354,,,482.2196196,6242
1779706933.4925523,1.21982741355896,,,3410.0,355,,,483.1368568,6242
1779706934.4463768,1.199022889137268,,,3420.0,356,,,484.090832,6242
1779706935.3521423,1.1966919898986816,,,3430.0,357,,,484.9964479,6242
1779706936.2775366,1.1993621587753296,,,3440.0,358,,,485.9219072,6242
1779706937.1948419,1.2037125825881958,,,3450.0,359,,,486.839225,6242
1779706938.1107469,1.191583275794983,,,3460.0,360,,,487.7550497,6242
1779706939.02191,1.1949758529663086,,,3470.0,361,,,488.6661822,6242
1779706939.9335418,1.1738009452819824,,,3480.0,362,,,489.5779033,6242
1779706940.8524685,1.2144443988800049,,,3490.0,363,,,490.4968111,6242
1779706953.6510766,,,0.0002925475029450237,3500.0,364,1.5323975086212158,1.1151789426803589,503.2957281,6242
1779706953.748645,1.2188917398452759,,,3500.0,365,,,503.3929198,6242
1779706954.6759005,1.1482326984405518,,,3510.0,366,,,504.3201717,6242
1779706955.5933547,1.1759517192840576,,,3520.0,367,,,505.2378108,6242
