lr,_step,iter,train/loss,train/step_loss,Sample Generation,_runtime,val/loss,_timestamp,seed
,84,800.0,,1.3657331466674805,,139.4047983,,1779714160.9039214,6242
,85,810.0,,1.3434184789657593,,140.4842889,,1779714161.9834101,6242
,86,820.0,,1.3252438306808472,,141.5090319,,1779714163.0080612,6242
,87,830.0,,1.3445005416870117,,142.5632006,,1779714164.062035,6242
,88,840.0,,1.3353753089904785,,143.6041406,,1779714165.1032634,6242
,89,850.0,,1.3208376169204712,,144.6477395,,1779714166.1467164,6242
,90,860.0,,1.3218656778335571,,145.6754807,,1779714167.174604,6242
,91,870.0,,1.341500997543335,,146.7407963,,1779714168.2399187,6242
,92,880.0,,1.311119794845581,,147.8113789,,1779714169.3105042,6242
,93,890.0,,1.320849895477295,,148.905615,,1779714170.4044106,6242
,94,900.0,,1.3163671493530273,,149.9540406,,1779714171.4521902,6242
,95,910.0,,1.3297773599624634,,151.0006574,,1779714172.4987805,6242
,96,920.0,,1.3149513006210327,,152.0484499,,1779714173.547167,6242
,97,930.0,,1.3097054958343506,,153.1276795,,1779714174.626375,6242
,98,940.0,,1.295621633529663,,154.1694683,,1779714175.6682765,6242
,99,950.0,,1.2973473072052002,,155.2110618,,1779714176.7101874,6242
,100,960.0,,1.3115875720977783,,156.2747843,,1779714177.7739089,6242
,101,970.0,,1.2725601196289062,,157.3034028,,1779714178.8025208,6242
,102,980.0,,1.296916127204895,,158.3546827,,1779714179.8543127,6242
,103,990.0,,1.3288114070892334,,159.3945865,,1779714180.8932145,6242
0.0009271396472013282,104,1000.0,1.2303111553192139,,,173.856475,1.5162467956542969,1779714195.3556046,6242
,105,1000.0,,1.2855685949325562,,173.9713353,,1779714195.4704561,6242
,106,1010.0,,1.3039146661758423,,175.0728657,,1779714196.5718386,6242
,107,1020.0,,1.3107702732086182,,176.1773722,,1779714197.6764958,6242
,108,1030.0,,1.2848801612854004,,177.2436579,,1779714198.7427318,6242
,109,1040.0,,1.2836962938308716,,178.2995409,,1779714199.7986648,6242
,110,1050.0,,1.293826937675476,,179.3098664,,1779714200.8089874,6242
,111,1060.0,,1.280444860458374,,180.330005,,1779714201.8281162,6242
,112,1070.0,,1.2911192178726196,,181.3715085,,1779714202.8696246,6242
,113,1080.0,,1.2587977647781372,,182.4345918,,1779714203.933718,6242
,114,1090.0,,1.3109878301620483,,183.4942799,,1779714204.993352,6242
,115,1100.0,,1.266707420349121,,184.5449988,,1779714206.044121,6242
,116,1110.0,,1.2730151414871216,,185.5998603,,1779714207.098837,6242
,117,1120.0,,1.2539528608322144,,186.682191,,1779714208.1810918,6242
,118,1130.0,,1.2900676727294922,,187.7297531,,1779714209.2288773,6242
,119,1140.0,,1.2719178199768066,,188.7896773,,1779714210.288361,6242
,120,1150.0,,1.267067790031433,,189.8493776,,1779714211.34751,6242
,121,1160.0,,1.269351601600647,,190.9339815,,1779714212.4331052,6242
,122,1170.0,,1.229544758796692,,191.9664384,,1779714213.4649982,6242
,123,1180.0,,1.2469037771224976,,193.0033202,,1779714214.5017424,6242
,124,1190.0,,1.2635756731033325,,194.1104247,,1779714215.6093402,6242
,125,1200.0,,1.2533832788467407,,195.1770585,,1779714216.6753051,6242
,126,1210.0,,1.263487696647644,,196.2748916,,1779714217.7735183,6242
,127,1220.0,,1.247657060623169,,197.3489337,,1779714218.8480282,6242
,128,1230.0,,1.2398741245269775,,198.4303625,,1779714219.9294868,6242
,129,1240.0,,1.2265541553497314,,199.4995564,,1779714220.9986799,6242
0.000883125098683892,130,1250.0,1.165445327758789,,,213.7122762,1.5142673254013062,1779714235.210906,6242
,131,1250.0,,1.211199402809143,,213.8157824,,1779714235.3147218,6242
,132,1260.0,,1.264232873916626,,214.8253433,,1779714236.3237991,6242
,133,1270.0,,1.2128270864486694,,215.8329452,,1779714237.331969,6242
,134,1280.0,,1.2333003282546997,,216.8349888,,1779714238.3341153,6242
,135,1290.0,,1.2310675382614136,,217.8317994,,1779714239.3299856,6242
,136,1300.0,,1.2018282413482666,,218.828548,,1779714240.3276722,6242
,137,1310.0,,1.2139947414398193,,219.8383399,,1779714241.337409,6242
,138,1320.0,,1.2218255996704102,,220.8429241,,1779714242.3418863,6242
,139,1330.0,,1.2244819402694702,,221.8370193,,1779714243.3351426,6242
,140,1340.0,,1.2166777849197388,,222.836809,,1779714244.3354383,6242
,141,1350.0,,1.230811595916748,,223.8387641,,1779714245.3378882,6242
,142,1360.0,,1.194659948348999,,224.8410801,,1779714246.3401783,6242
,143,1370.0,,1.226637363433838,,225.8401244,,1779714247.3382661,6242
,144,1380.0,,1.1978559494018555,,226.8363901,,1779714248.3355145,6242
,145,1390.0,,1.2183804512023926,,227.8436299,,1779714249.34199,6242
,146,1400.0,,1.179631233215332,,228.8668508,,1779714250.3658397,6242
,147,1410.0,,1.2018941640853882,,229.8715003,,1779714251.370362,6242
,148,1420.0,,1.2132729291915894,,230.874537,,1779714252.3733687,6242
,149,1430.0,,1.1881550550460815,,231.8642705,,1779714253.363357,6242
,150,1440.0,,1.1854456663131714,,232.8574003,,1779714254.3565247,6242
,151,1450.0,,1.1867671012878418,,233.8575442,,1779714255.3566658,6242
,152,1460.0,,1.1981122493743896,,234.8532975,,1779714256.3524203,6242
,153,1470.0,,1.1995617151260376,,235.8456694,,1779714257.3447945,6242
,154,1480.0,,1.2190366983413696,,236.8396679,,1779714258.33852,6242
,155,1490.0,,1.2219645977020264,,237.8327516,,1779714259.3318787,6242
0.0008305704108364302,156,1500.0,1.1147494316101074,,,251.4978033,1.5083575248718262,1779714272.9960487,6242
,157,1500.0,,1.1689685583114624,,251.6012386,,1779714273.10013,6242
,158,1510.0,,1.186342477798462,,252.5951112,,1779714274.0939398,6242
,159,1520.0,,1.1721372604370117,,253.5839183,,1779714275.0823789,6242
,160,1530.0,,1.1990844011306763,,254.5691121,,1779714276.068223,6242
,161,1540.0,,1.1797329187393188,,255.5567311,,1779714277.0557337,6242
,162,1550.0,,1.1766414642333984,,256.5421931,,1779714278.041316,6242
,163,1560.0,,1.163421869277954,,257.5274788,,1779714279.0266042,6242
,164,1570.0,,1.1540884971618652,,258.5175302,,1779714280.0163708,6242
,165,1580.0,,1.1765472888946533,,259.497745,,1779714280.9961567,6242
,166,1590.0,,1.144930362701416,,260.5139401,,1779714282.0130634,6242
,167,1600.0,,1.160456895828247,,261.5319034,,1779714283.03102,6242
,168,1610.0,,1.1713544130325317,,262.5538781,,1779714284.053001,6242
,169,1620.0,,1.149559736251831,,263.5548833,,1779714285.0539649,6242
,170,1630.0,,1.179390549659729,,264.5462148,,1779714286.0453377,6242
,171,1640.0,,1.1522164344787598,,265.542843,,1779714287.0419667,6242
,172,1650.0,,1.1640756130218506,,266.5453154,,1779714288.0444386,6242
,173,1660.0,,1.1517282724380493,,267.5452415,,1779714289.0437894,6242
,174,1670.0,,1.1390326023101807,,268.5588591,,1779714290.0579827,6242
,175,1680.0,,1.147143006324768,,269.604955,,1779714291.104078,6242
,176,1690.0,,1.1213001012802124,,270.6178532,,1779714292.1169782,6242
,177,1700.0,,1.1695996522903442,,271.6427337,,1779714293.1418579,6242
,178,1710.0,,1.1685632467269897,,272.6509686,,1779714294.1499507,6242
,179,1720.0,,1.1054519414901733,,273.6877686,,1779714295.186749,6242
,180,1730.0,,1.1242882013320923,,274.7114505,,1779714296.2098322,6242
,181,1740.0,,1.1128218173980713,,275.7133665,,1779714297.212489,6242
0.0007708228984017721,182,1750.0,1.0620853900909424,,,289.9705092,1.5123229026794434,1779714311.4691787,6242
,183,1750.0,,1.1321790218353271,,290.0745538,,1779714311.57368,6242
,184,1760.0,,1.1116093397140503,,291.085633,,1779714312.5847564,6242
,185,1770.0,,1.145851492881775,,292.1062293,,1779714313.6053543,6242
,186,1780.0,,1.1346453428268433,,293.1280106,,1779714314.6262326,6242
,187,1790.0,,1.1466782093048096,,294.1482896,,1779714315.6474133,6242
,188,1800.0,,1.1539252996444702,,295.1705836,,1779714316.6690335,6242
,189,1810.0,,1.1243436336517334,,296.2056025,,1779714317.704726,6242
,190,1820.0,,1.1220711469650269,,297.2284524,,1779714318.7275739,6242
,191,1830.0,,1.1515477895736694,,298.2444936,,1779714319.7434828,6242
,192,1840.0,,1.147100567817688,,299.244689,,1779714320.7430785,6242
,193,1850.0,,1.1410908699035645,,300.2486048,,1779714321.7477267,6242
,194,1860.0,,1.1393295526504517,,301.288153,,1779714322.787086,6242
,195,1870.0,,1.126052737236023,,302.3406848,,1779714323.839647,6242
,196,1880.0,,1.1088615655899048,,303.3562237,,1779714324.855349,6242
,197,1890.0,,1.127483606338501,,304.3856218,,1779714325.8843527,6242
,198,1900.0,,1.1185059547424316,,305.4458177,,1779714326.9449399,6242
,199,1910.0,,1.0904549360275269,,306.5355692,,1779714328.0340724,6242
,200,1920.0,,1.1160738468170166,,307.5635367,,1779714329.0616114,6242
,201,1930.0,,1.1472992897033691,,308.7146062,,1779714330.2137892,6242
,202,1940.0,,1.116712212562561,,309.8014701,,1779714331.3005953,6242
,203,1950.0,,1.1088676452636719,,310.799486,,1779714332.2986093,6242
,204,1960.0,,1.110744595527649,,311.8050899,,1779714333.3035579,6242
,205,1970.0,,1.0866520404815674,,312.8060112,,1779714334.3049512,6242
,206,1980.0,,1.1230372190475464,,313.8070796,,1779714335.3061173,6242
,207,1990.0,,1.0968300104141235,,314.8060695,,1779714336.305193,6242
0.0007054142744895884,208,2000.0,1.0093001127243042,,,328.4649166,1.5399794578552246,1779714349.963908,6242
,209,2000.0,,1.1043578386306763,,328.5683823,,1779714350.0664797,6242
,210,2010.0,,1.1066408157348633,,329.5515707,,1779714351.0506945,6242
,211,2020.0,,1.101701021194458,,330.5472603,,1779714352.046384,6242
,212,2030.0,,1.107363224029541,,331.5334656,,1779714353.0323963,6242
,213,2040.0,,1.1056249141693115,,332.5165875,,1779714354.015713,6242
,214,2050.0,,1.0560686588287354,,333.5101585,,1779714355.0092826,6242
,215,2060.0,,1.087212324142456,,334.4934803,,1779714355.992337,6242
,216,2070.0,,1.0817055702209473,,335.4750725,,1779714356.974193,6242
,217,2080.0,,1.093688726425171,,336.4643322,,1779714357.9634554,6242
,218,2090.0,,1.076560616493225,,337.4467873,,1779714358.9456987,6242
,219,2100.0,,1.0793863534927368,,338.4301767,,1779714359.9292984,6242
,220,2110.0,,1.098522663116455,,339.4222074,,1779714360.921039,6242
,221,2120.0,,1.1076138019561768,,340.4047943,,1779714361.9030976,6242
,222,2130.0,,1.0827478170394897,,341.3932356,,1779714362.8923616,6242
,223,2140.0,,1.088989496231079,,342.3832694,,1779714363.881943,6242
,224,2150.0,,1.0998623371124268,,343.3673886,,1779714364.8665125,6242
,225,2160.0,,1.034906268119812,,344.3541452,,1779714365.8525972,6242
,226,2170.0,,1.0847349166870117,,345.3451465,,1779714366.84427,6242
,227,2180.0,,1.0649958848953247,,346.3203662,,1779714367.8194926,6242
,228,2190.0,,1.0863620042800903,,347.3048881,,1779714368.8035655,6242
,229,2200.0,,1.085445523262024,,348.2827519,,1779714369.7816882,6242
,230,2210.0,,1.0576149225234985,,349.2694366,,1779714370.7679968,6242
,231,2220.0,,1.0577396154403687,,350.2944066,,1779714371.7935321,6242
,232,2230.0,,1.050137996673584,,351.3585184,,1779714372.8573484,6242
,233,2240.0,,1.0826596021652222,,352.3706309,,1779714373.8693304,6242
0.0006360213829156177,234,2250.0,0.9511563181877136,,,366.9441913,1.5541996955871582,1779714388.4429965,6242
,235,2250.0,,1.0321422815322876,,367.0531577,,1779714388.552259,6242
,236,2260.0,,1.0412194728851318,,368.0417122,,1779714389.540624,6242
,237,2270.0,,1.0602003335952759,,369.0298213,,1779714390.5289433,6242
,238,2280.0,,1.0608463287353516,,370.0304631,,1779714391.5294917,6242
,239,2290.0,,1.0562670230865479,,371.0244958,,1779714392.5236194,6242
,240,2300.0,,1.0568362474441528,,372.0212582,,1779714393.5193825,6242
,241,2310.0,,1.018251895904541,,373.0137515,,1779714394.5128753,6242
,242,2320.0,,1.0545028448104858,,373.9992954,,1779714395.4984186,6242
,243,2330.0,,1.0449378490447998,,374.9987012,,1779714396.4978244,6242
,244,2340.0,,1.0578171014785767,,375.9936848,,1779714397.4922328,6242
,245,2350.0,,1.0336624383926392,,376.983467,,1779714398.482453,6242
,246,2360.0,,1.0664048194885254,,377.9719672,,1779714399.4708838,6242
,247,2370.0,,1.0491501092910767,,378.9663031,,1779714400.4654226,6242
,248,2380.0,,1.0721640586853027,,379.9595932,,1779714401.4583802,6242
,249,2390.0,,1.0348248481750488,,380.9460597,,1779714402.4449074,6242
,250,2400.0,,1.0463889837265015,,381.9379512,,1779714403.4367352,6242
,251,2410.0,,1.0002273321151733,,382.9251504,,1779714404.4242737,6242
,252,2420.0,,1.0067319869995117,,383.911069,,1779714405.4093304,6242
,253,2430.0,,1.0400463342666626,,384.9106741,,1779714406.409797,6242
,254,2440.0,,1.014806866645813,,385.893845,,1779714407.3923137,6242
,255,2450.0,,1.061907410621643,,386.8772064,,1779714408.3756576,6242
,256,2460.0,,1.0602624416351318,,387.8775215,,1779714409.376488,6242
,257,2470.0,,1.0377321243286133,,388.8607787,,1779714410.3595145,6242
,258,2480.0,,1.0177773237228394,,389.8485224,,1779714411.347643,6242
,259,2490.0,,1.0304908752441406,,390.8370973,,1779714412.3360038,6242
0.000564423209907245,260,2500.0,0.902728259563446,,,404.7948247,1.584692358970642,1779714426.2939491,6242
,261,2500.0,,0.9890809655189514,,404.9020806,,1779714426.4002037,6242
,262,2510.0,,1.0361056327819824,,405.9067661,,1779714427.4058905,6242
,263,2520.0,,1.01150643825531,,406.9450038,,1779714428.4437642,6242
,264,2530.0,,1.0383473634719849,,408.0026067,,1779714429.500136,6242
,265,2540.0,,0.9929296374320984,,409.0642363,,1779714430.5633168,6242
,266,2550.0,,1.0287575721740723,,410.1137625,,1779714431.6128845,6242
,267,2560.0,,1.0075507164001465,,411.1509376,,1779714432.650062,6242
,268,2570.0,,1.0112947225570679,,412.1894528,,1779714433.6885035,6242
,269,2580.0,,1.0186247825622559,,413.2121963,,1779714434.7113202,6242
,270,2590.0,,1.0084784030914307,,414.2565907,,1779714435.7556055,6242
,271,2600.0,,0.9873379468917847,,415.2816683,,1779714436.7805877,6242
,272,2610.0,,0.9887112975120544,,416.2850472,,1779714437.7841702,6242
,273,2620.0,,0.9830630421638489,,417.2856098,,1779714438.7852397,6242
,274,2630.0,,0.9994707703590393,,418.2850847,,1779714439.783474,6242
,275,2640.0,,0.975042998790741,,419.2823758,,1779714440.7815,6242
,276,2650.0,,1.000830888748169,,420.2905972,,1779714441.7894921,6242
,277,2660.0,,0.977939248085022,,421.2871667,,1779714442.7861104,6242
,278,2670.0,,1.003556489944458,,422.2906618,,1779714443.7896295,6242
,279,2680.0,,0.9872846007347107,,423.2888233,,1779714444.7872665,6242
,280,2690.0,,1.004384160041809,,424.2846762,,1779714445.7837558,6242
,281,2700.0,,0.9675194025039673,,425.3129546,,1779714446.812079,6242
,282,2710.0,,0.9816108345985413,,426.3259652,,1779714447.8250875,6242
,283,2720.0,,0.9756656885147095,,427.3559211,,1779714448.855044,6242
,284,2730.0,,0.9755280613899231,,428.4140794,,1779714449.9137096,6242
,285,2740.0,,0.9720498323440552,,429.459116,,1779714450.9582381,6242
0.0004924552772419723,286,2750.0,0.8494451642036438,,,444.1498402,1.6198235750198364,1779714465.6490946,6242
,287,2750.0,,0.9841148257255554,,444.2571662,,1779714465.7562807,6242
,288,2760.0,,0.9992212057113647,,445.2890032,,1779714466.7879248,6242
,289,2770.0,,0.9941141605377197,,446.3384224,,1779714467.8375475,6242
,290,2780.0,,0.9612125158309937,,447.3818526,,1779714468.880976,6242
,291,2790.0,,0.9459996223449707,,448.4245662,,1779714469.9230094,6242
,292,2800.0,,0.9852561950683594,,449.4920011,,1779714470.9899156,6242
,293,2810.0,,0.9590529799461365,,450.5333556,,1779714472.031507,6242
,294,2820.0,,0.9782897233963013,,451.5938287,,1779714473.0922298,6242
,295,2830.0,,0.953860342502594,,452.6530283,,1779714474.1521506,6242
,296,2840.0,,0.9646706581115723,,453.6579679,,1779714475.1568215,6242
,297,2850.0,,0.9600095748901367,,454.6696098,,1779714476.1687336,6242
,298,2860.0,,0.983449399471283,,455.6957806,,1779714477.1941123,6242
,299,2870.0,,0.9780251979827881,,456.7262429,,1779714478.2253668,6242
,300,2880.0,,0.9620063900947571,,457.7535463,,1779714479.2521687,6242
,301,2890.0,,0.9827497601509094,,458.7598437,,1779714480.2589688,6242
,302,2900.0,,0.9591798782348633,,459.7785271,,1779714481.2776494,6242
,303,2910.0,,0.951893150806427,,460.7950662,,1779714482.294189,6242
,304,2920.0,,0.9683288931846619,,461.837826,,1779714483.3359215,6242
,305,2930.0,,0.9389418959617615,,462.8508836,,1779714484.3500082,6242
,306,2940.0,,0.9336493611335754,,463.8775164,,1779714485.3764668,6242
,307,2950.0,,0.9415858387947083,,464.8942255,,1779714486.3928297,6242
,308,2960.0,,0.9692342877388,,465.9002951,,1779714487.3994188,6242
,309,2970.0,,0.961129367351532,,466.9473429,,1779714488.4464936,6242
,310,2980.0,,0.9556949734687805,,467.9911283,,1779714489.4902523,6242
,311,2990.0,,0.9301127195358276,,469.0290496,,1779714490.528173,6242
0.0004219625860160354,312,3000.0,0.7961623668670654,,,483.4420126,1.6556541919708252,1779714504.9405956,6242
,313,3000.0,,0.9884639382362366,,483.5486322,,1779714505.0470948,6242
,314,3010.0,,0.9479079246520996,,484.5846231,,1779714506.0836022,6242
,315,3020.0,,0.9397497177124023,,485.6334991,,1779714507.132434,6242
,316,3030.0,,0.9383960366249084,,486.7299528,,1779714508.2280767,6242
,317,3040.0,,0.9300737380981445,,487.8275663,,1779714509.3265226,6242
,318,3050.0,,0.9178584218025208,,488.9344871,,1779714510.43361,6242
,319,3060.0,,0.921741247177124,,490.0484187,,1779714511.5471466,6242
,320,3070.0,,0.9424644708633423,,491.0933256,,1779714512.592388,6242
,321,3080.0,,0.9315471649169922,,492.1654488,,1779714513.6645725,6242
,322,3090.0,,0.9238531589508057,,493.2431713,,1779714514.7428014,6242
,323,3100.0,,0.9105777144432068,,494.3156227,,1779714515.8137476,6242
,324,3110.0,,0.9315733313560486,,495.3695288,,1779714516.8686528,6242
,325,3120.0,,0.9198440909385681,,496.4876059,,1779714517.9867306,6242
,326,3130.0,,0.940746545791626,,497.5994809,,1779714519.098458,6242
,327,3140.0,,0.9089978933334351,,498.6589664,,1779714520.1585965,6242
,328,3150.0,,0.8958985805511475,,499.7067123,,1779714521.205514,6242
,329,3160.0,,0.9545996785163879,,500.7657103,,1779714522.2648175,6242
,330,3170.0,,0.9314265251159668,,501.8167633,,1779714523.3156738,6242
,331,3180.0,,0.9423307180404663,,502.8901608,,1779714524.3892832,6242
,332,3190.0,,0.9015591144561768,,503.9395359,,1779714525.4386578,6242
,333,3200.0,,0.9092540740966797,,504.9732802,,1779714526.4724042,6242
,334,3210.0,,0.9259994029998779,,506.0284513,,1779714527.5273857,6242
,335,3220.0,,0.8919863104820251,,507.088155,,1779714528.586338,6242
,336,3230.0,,0.8997864723205566,,508.1337882,,1779714529.6329117,6242
,337,3240.0,,0.9142597317695618,,509.2571083,,1779714530.7560768,6242
0.00035475231739709885,338,3250.0,0.7474061846733093,,,524.1758316,1.682336449623108,1779714545.67498,6242
,339,3250.0,,0.8915699124336243,,524.2840648,,1779714545.7831573,6242
,340,3260.0,,0.9373015761375427,,525.3396958,,1779714546.8379595,6242
,341,3270.0,,0.89522784948349,,526.3880971,,1779714547.8872216,6242
,342,3280.0,,0.9126334190368652,,527.4360824,,1779714548.9352071,6242
,343,3290.0,,0.8800984621047974,,528.5167272,,1779714550.0158505,6242
,344,3300.0,,0.9270152449607849,,529.6220318,,1779714551.1212296,6242
,345,3310.0,,0.8981704115867615,,530.7225076,,1779714552.2215948,6242
,346,3320.0,,0.9123319387435913,,531.8848871,,1779714553.3827116,6242
,347,3330.0,,0.8821107745170593,,532.9391037,,1779714554.4382281,6242
,348,3340.0,,0.888521671295166,,533.9861738,,1779714555.485261,6242
,349,3350.0,,0.8848233819007874,,535.0354879,,1779714556.5345728,6242
,350,3360.0,,0.8883094787597656,,536.089838,,1779714557.588962,6242
,351,3370.0,,0.864619255065918,,537.1754178,,1779714558.6744118,6242
,352,3380.0,,0.8918903470039368,,538.2731162,,1779714559.7719483,6242
,353,3390.0,,0.8769378662109375,,539.3537672,,1779714560.85233,6242
,354,3400.0,,0.8982441425323486,,540.4143275,,1779714561.913422,6242
,355,3410.0,,0.8764371871948242,,541.4567312,,1779714562.9552755,6242
,356,3420.0,,0.8701759576797485,,542.4718129,,1779714563.970933,6242
,357,3430.0,,0.8918154835700989,,543.5224936,,1779714565.020763,6242
,358,3440.0,,0.8921932578086853,,544.5900317,,1779714566.0891566,6242
,359,3450.0,,0.8854476809501648,,545.6159549,,1779714567.1140285,6242
,360,3460.0,,0.8727656602859497,,546.6380072,,1779714568.1371293,6242
,361,3470.0,,0.851759672164917,,547.7123627,,1779714569.2114837,6242
,362,3480.0,,0.867118239402771,,548.7856352,,1779714570.284757,6242
,363,3490.0,,0.8700845241546631,,549.8373808,,1779714571.336016,6242
0.0002925475029450237,364,3500.0,0.7017654180526733,,,564.4462365,1.729599952697754,1779714585.9444861,6242
,365,3500.0,,0.8972989320755005,,564.5556353,,1779714586.0547593,6242
