lr,_step,val/loss,train/loss,train/step_loss,Sample Generation,iter,_runtime,_timestamp,seed
,367,,,1.132078766822815,,3520.0,234.0766005,1779716482.243868,6242
,368,,,1.141302227973938,,3530.0,234.5272774,1779716482.6946635,6242
,369,,,1.1128312349319458,,3540.0,234.9710746,1779716483.138747,6242
,370,,,1.124876856803894,,3550.0,235.3979689,1779716483.5652368,6242
,371,,,1.1394811868667603,,3560.0,235.8428442,1779716484.0104113,6242
,372,,,1.111429214477539,,3570.0,236.2970036,1779716484.4646354,6242
,373,,,1.1257911920547485,,3580.0,236.7367972,1779716484.904976,6242
,374,,,1.1080695390701294,,3590.0,237.2042111,1779716485.3718815,6242
,375,,,1.1255626678466797,,3600.0,237.6360986,1779716485.8035529,6242
,376,,,1.1103886365890503,,3610.0,238.0712718,1779716486.2389438,6242
,377,,,1.139888882637024,,3620.0,238.5347557,1779716486.7022088,6242
,378,,,1.1105116605758667,,3630.0,238.9874809,1779716487.154621,6242
,379,,,1.135843276977539,,3640.0,239.4053892,1779716487.5730605,6242
,380,,,1.108604907989502,,3650.0,239.8283391,1779716487.9960124,6242
,381,,,1.1257922649383545,,3660.0,240.2758461,1779716488.4419143,6242
,382,,,1.130363941192627,,3670.0,240.7417378,1779716488.9092638,6242
,383,,,1.104954719543457,,3680.0,241.1962822,1779716489.363329,6242
,384,,,1.1355482339859009,,3690.0,241.6399915,1779716489.8069842,6242
,385,,,1.1087199449539185,,3700.0,242.0719078,1779716490.2395804,6242
,386,,,1.0817614793777466,,3710.0,242.5074145,1779716490.6750877,6242
,387,,,1.110425591468811,,3720.0,242.9724194,1779716491.1396332,6242
,388,,,1.0938900709152222,,3730.0,243.4062758,1779716491.5739439,6242
,389,,,1.1301649808883667,,3740.0,243.8305291,1779716491.998197,6242
0.00023694285222843113,390,1.4716567993164062,1.0287233591079712,,,3750.0,250.6417759,1779716498.808956,6242
,391,,,1.1179981231689453,,3750.0,250.6929549,1779716498.8606265,6242
,392,,,1.1151351928710938,,3760.0,251.1430133,1779716499.3105829,6242
,393,,,1.091008186340332,,3770.0,251.5969009,1779716499.764571,6242
,394,,,1.1133434772491455,,3780.0,252.0552226,1779716500.2228582,6242
,395,,,1.1190576553344727,,3790.0,252.5113048,1779716500.6780894,6242
,396,,,1.0745316743850708,,3800.0,252.9460263,1779716501.1136982,6242
,397,,,1.147915244102478,,3810.0,253.3832858,1779716501.5499864,6242
,398,,,1.1062071323394775,,3820.0,253.8256241,1779716501.992801,6242
,399,,,1.11647629737854,,3830.0,254.2586513,1779716502.4255986,6242
,400,,,1.1142473220825195,,3840.0,254.7012995,1779716502.868744,6242
,401,,,1.1008027791976929,,3850.0,255.1381839,1779716503.3057427,6242
,402,,,1.075177550315857,,3860.0,255.5707227,1779716503.7379,6242
,403,,,1.1006752252578735,,3870.0,256.0069974,1779716504.1746695,6242
,404,,,1.0982035398483276,,3880.0,256.4380987,1779716504.6050725,6242
,405,,,1.0964338779449463,,3890.0,256.8711631,1779716505.038835,6242
,406,,,1.077392339706421,,3900.0,257.2917124,1779716505.4587374,6242
,407,,,1.1085773706436157,,3910.0,257.7212471,1779716505.8889174,6242
,408,,,1.1114778518676758,,3920.0,258.1560194,1779716506.3236923,6242
,409,,,1.105000615119934,,3930.0,258.5848676,1779716506.7525225,6242
,410,,,1.1071316003799438,,3940.0,259.0096626,1779716507.1766577,6242
,411,,,1.1104120016098022,,3950.0,259.4452493,1779716507.6129205,6242
,412,,,1.1009701490402222,,3960.0,259.8737087,1779716508.0413823,6242
,413,,,1.1032932996749878,,3970.0,260.3082614,1779716508.4756286,6242
,414,,,1.092126488685608,,3980.0,260.7389553,1779716508.906624,6242
,415,,,1.0665578842163086,,3990.0,261.1725897,1779716509.339734,6242
0.00018936387015941957,416,1.4781075716018677,1.003696322441101,,,4000.0,267.7248226,1779716515.8920937,6242
,417,,,1.082454800605774,,4000.0,267.7710019,1779716515.9376736,6242
,418,,,1.129365086555481,,4010.0,268.2461045,1779716516.4137683,6242
,419,,,1.082995891571045,,4020.0,268.6966248,1779716516.8642955,6242
,420,,,1.091441035270691,,4030.0,269.1345237,1779716517.3018398,6242
,421,,,1.1204050779342651,,4040.0,269.5769159,1779716517.7444952,6242
,422,,,1.1151679754257202,,4050.0,270.0420122,1779716518.2095191,6242
,423,,,1.059576153755188,,4060.0,270.5032069,1779716518.6707416,6242
,424,,,1.0703450441360474,,4070.0,270.9857535,1779716519.153424,6242
,425,,,1.0733401775360107,,4080.0,271.4590199,1779716519.626648,6242
,426,,,1.1184567213058472,,4090.0,271.9216993,1779716520.0893693,6242
,427,,,1.0727113485336304,,4100.0,272.3866344,1779716520.5535378,6242
,428,,,1.0862863063812256,,4110.0,272.8369144,1779716521.004586,6242
,429,,,1.0850603580474854,,4120.0,273.2846462,1779716521.4523146,6242
,430,,,1.0946044921875,,4130.0,273.7143882,1779716521.8820584,6242
,431,,,1.1168681383132935,,4140.0,274.1541537,1779716522.321824,6242
,432,,,1.0570803880691528,,4150.0,274.5970687,1779716522.7647395,6242
,433,,,1.094001054763794,,4160.0,275.0398855,1779716523.2075577,6242
,434,,,1.0977180004119873,,4170.0,275.4767942,1779716523.6440988,6242
,435,,,1.1040714979171753,,4180.0,275.913445,1779716524.081102,6242
,436,,,1.107319951057434,,4190.0,276.3504096,1779716524.5179327,6242
,437,,,1.1071841716766357,,4200.0,276.7870491,1779716524.95472,6242
,438,,,1.091102123260498,,4210.0,277.2262526,1779716525.3938036,6242
,439,,,1.099932312965393,,4220.0,277.6639402,1779716525.8316147,6242
,440,,,1.0566155910491943,,4230.0,278.1357351,1779716526.3033047,6242
,441,,,1.0668182373046875,,4240.0,278.5870397,1779716526.7547119,6242
0.00015103031213214996,442,1.483299732208252,0.9863284826278687,,,4250.0,285.3874936,1779716533.5546732,6242
,443,,,1.0856201648712158,,4250.0,285.4353769,1779716533.6028392,6242
,444,,,1.0682317018508911,,4260.0,285.8821009,1779716534.0496492,6242
,445,,,1.0379910469055176,,4270.0,286.3246286,1779716534.4928074,6242
,446,,,1.0873924493789673,,4280.0,286.7677787,1779716534.9359574,6242
,447,,,1.064831018447876,,4290.0,287.2125376,1779716535.3801553,6242
,448,,,1.0723352432250977,,4300.0,287.6550698,1779716535.821782,6242
,449,,,1.0840752124786377,,4310.0,288.0925176,1779716536.2601805,6242
,450,,,1.1006693840026855,,4320.0,288.5333753,1779716536.7010472,6242
,451,,,1.0670384168624878,,4330.0,288.9651017,1779716537.1322126,6242
,452,,,1.0594605207443237,,4340.0,289.3828942,1779716537.550567,6242
,453,,,1.0810775756835938,,4350.0,289.8110571,1779716537.9782987,6242
,454,,,1.0863213539123535,,4360.0,290.240089,1779716538.407728,6242
,455,,,1.0689144134521484,,4370.0,290.6758705,1779716538.843061,6242
,456,,,1.0696654319763184,,4380.0,291.1103657,1779716539.2781067,6242
,457,,,1.1266934871673584,,4390.0,291.5345806,1779716539.7018619,6242
,458,,,1.0776573419570923,,4400.0,291.9508996,1779716540.1185737,6242
,459,,,1.0857195854187012,,4410.0,292.3744121,1779716540.541912,6242
,460,,,1.085640549659729,,4420.0,292.7911705,1779716540.9588416,6242
,461,,,1.0678259134292603,,4430.0,293.2094514,1779716541.3771238,6242
,462,,,1.0847383737564087,,4440.0,293.6265816,1779716541.7942472,6242
,463,,,1.0729079246520996,,4450.0,294.0407614,1779716542.2082868,6242
,464,,,1.0579885244369507,,4460.0,294.4522702,1779716542.6199427,6242
,465,,,1.055225133895874,,4470.0,294.8671921,1779716543.0347776,6242
,466,,,1.104770302772522,,4480.0,295.2822501,1779716543.4494815,6242
,467,,,1.0291709899902344,,4490.0,295.6880833,1779716543.854854,6242
0.00012292491384519912,468,1.4895378351211548,0.9732450842857361,,,4500.0,302.2705731,1779716550.4376714,6242
,469,,,1.1084396839141846,,4500.0,302.3175654,1779716550.4846044,6242
,470,,,1.042238473892212,,4510.0,302.7330664,1779716550.900739,6242
,471,,,1.071831226348877,,4520.0,303.1515465,1779716551.318444,6242
,472,,,1.0584226846694946,,4530.0,303.5879115,1779716551.7555835,6242
,473,,,1.0606555938720703,,4540.0,304.0026594,1779716552.1702738,6242
,474,,,1.0822453498840332,,4550.0,304.4131317,1779716552.5807972,6242
,475,,,1.0619566440582275,,4560.0,304.8240069,1779716552.9916184,6242
,476,,,1.0737829208374023,,4570.0,305.241707,1779716553.4093802,6242
,477,,,1.0567938089370728,,4580.0,305.6555375,1779716553.8232083,6242
,478,,,1.069709300994873,,4590.0,306.0741646,1779716554.241566,6242
,479,,,1.0494908094406128,,4600.0,306.4867268,1779716554.6543398,6242
,480,,,1.0974385738372803,,4610.0,306.9006686,1779716555.067866,6242
,481,,,1.0593503713607788,,4620.0,307.3128894,1779716555.4810681,6242
,482,,,1.0679267644882202,,4630.0,307.7258826,1779716555.8934152,6242
,483,,,1.0580339431762695,,4640.0,308.1431563,1779716556.3108292,6242
,484,,,1.0727825164794922,,4650.0,308.5625096,1779716556.7296534,6242
,485,,,1.085139274597168,,4660.0,308.9685235,1779716557.1355197,6242
,486,,,1.0710700750350952,,4670.0,309.3786585,1779716557.5459769,6242
,487,,,1.0795270204544067,,4680.0,309.7881769,1779716557.9554763,6242
,488,,,1.0581319332122803,,4690.0,310.2009309,1779716558.3686032,6242
,489,,,1.0439491271972656,,4700.0,310.6105461,1779716558.778215,6242
,490,,,1.0568913221359253,,4710.0,311.0379017,1779716559.2046537,6242
,491,,,1.050607442855835,,4720.0,311.4532948,1779716559.6207101,6242
,492,,,1.0791789293289185,,4730.0,311.8635416,1779716560.0307894,6242
,493,,,1.034838318824768,,4740.0,312.273127,1779716560.4407973,6242
0.00010576819746349742,494,1.4938114881515503,0.9611802101135254,,,4750.0,318.3871734,1779716566.5543516,6242
,495,,,1.0492008924484253,,4750.0,318.4321238,1779716566.5997965,6242
,496,,,1.0436675548553467,,4760.0,318.8587101,1779716567.0263817,6242
,497,,,1.0374813079833984,,4770.0,319.2722603,1779716567.4399323,6242
,498,,,1.0833243131637573,,4780.0,319.6799417,1779716567.8475208,6242
,499,,,1.032007098197937,,4790.0,320.0950641,1779716568.2619023,6242
,500,,,1.05190110206604,,4800.0,320.5061564,1779716568.6732316,6242
,501,,,1.06094491481781,,4810.0,320.9136676,1779716569.0813394,6242
,502,,,1.0558438301086426,,4820.0,321.3454835,1779716569.5131004,6242
,503,,,1.078969120979309,,4830.0,321.755513,1779716569.9231822,6242
,504,,,1.0674000978469849,,4840.0,322.1638775,1779716570.330648,6242
,505,,,1.0640947818756104,,4850.0,322.5736627,1779716570.7411277,6242
,506,,,1.07759690284729,,4860.0,322.9813202,1779716571.1489925,6242
,507,,,1.0850144624710083,,4870.0,323.3903176,1779716571.55799,6242
,508,,,1.0618952512741089,,4880.0,323.7990945,1779716571.9659207,6242
,509,,,1.0440490245819092,,4890.0,324.207522,1779716572.3751934,6242
,510,,,1.063915491104126,,4900.0,324.6171232,1779716572.784771,6242
,511,,,1.0155184268951416,,4910.0,325.0259471,1779716573.1934826,6242
,512,,,1.056099534034729,,4920.0,325.4296597,1779716573.5973294,6242
,513,,,1.070488691329956,,4930.0,325.83697,1779716574.0046427,6242
,514,,,1.0393799543380737,,4940.0,326.252209,1779716574.4198794,6242
,515,,,1.0750335454940796,,4950.0,326.6563155,1779716574.8239882,6242
,516,,,1.0442532300949097,,4960.0,327.0587316,1779716575.226371,6242
,517,,,1.0577237606048584,,4970.0,327.4809386,1779716575.648336,6242
,518,,,1.0515871047973633,,4980.0,327.8888336,1779716576.056229,6242
,519,,,1.0640488862991333,,4990.0,328.2969922,1779716576.4646633,6242
0.0001,520,1.4931862354278564,0.9512298703193665,,,5000.0,334.4294695,1779716582.596655,6242
,521,,,1.0607279539108276,,5000.0,334.4757427,1779716582.643375,6242
,522,,,,"{'size': 272, '_type': 'html-file', 'sha256': '1c78acc08eb73ff14767cccea7e0a9abc52bb61793161c068a3f32c136d44ea5', 'path': 'media/html/Sample Generation_522_1c78acc08eb73ff14767.html'}",,335.372067,1779716583.5397322,6242
