lr,_step,val/loss,train/loss,train/step_loss,Sample Generation,iter,_runtime,_timestamp,seed
,34,,,1.8993570804595947,,320.0,24.681562,1779716272.8492098,6242
,35,,,1.8746365308761597,,330.0,25.0798371,1779716273.2475104,6242
,36,,,1.8699771165847778,,340.0,25.479962,1779716273.6467881,6242
,37,,,1.8230127096176147,,350.0,25.8830518,1779716274.0506883,6242
,38,,,1.8470168113708496,,360.0,26.2875195,1779716274.4556983,6242
,39,,,1.8195338249206543,,370.0,26.6872895,1779716274.854348,6242
,40,,,1.8170596361160278,,380.0,27.0901533,1779716275.257826,6242
,41,,,1.7833638191223145,,390.0,27.4910445,1779716275.6585557,6242
,42,,,1.737512469291687,,400.0,27.8922798,1779716276.0597975,6242
,43,,,1.7831436395645142,,410.0,28.2942332,1779716276.4614565,6242
,44,,,1.785243272781372,,420.0,28.6920282,1779716276.8597023,6242
,45,,,1.8010400533676147,,430.0,29.0995017,1779716277.2676804,6242
,46,,,1.7658040523529053,,440.0,29.5033566,1779716277.6710265,6242
,47,,,1.72427499294281,,450.0,29.9079486,1779716278.0756173,6242
,48,,,1.7162129878997803,,460.0,30.3104269,1779716278.4779475,6242
,49,,,1.698982834815979,,470.0,30.7103493,1779716278.8777728,6242
,50,,,1.726475715637207,,480.0,31.1102921,1779716279.277956,6242
,51,,,1.7077277898788452,,490.0,31.5169419,1779716279.6836648,6242
0.0009852826883675631,52,1.7884008884429932,1.6060898303985596,,,500.0,37.6145108,1779716285.7821178,6242
,53,,,1.679822564125061,,500.0,37.6575605,1779716285.8249846,6242
,54,,,1.680652379989624,,510.0,38.0559782,1779716286.2235525,6242
,55,,,1.656671404838562,,520.0,38.4574709,1779716286.6251397,6242
,56,,,1.6798015832901,,530.0,38.8575568,1779716287.025205,6242
,57,,,1.6138453483581543,,540.0,39.2582139,1779716287.4256136,6242
,58,,,1.6740227937698364,,550.0,39.658555,1779716287.8262274,6242
,59,,,1.613000512123108,,560.0,40.0588942,1779716288.2262914,6242
,60,,,1.6554051637649536,,570.0,40.4595927,1779716288.6272647,6242
,61,,,1.6058622598648071,,580.0,40.8552709,1779716289.0228276,6242
,62,,,1.604477047920227,,590.0,41.2576435,1779716289.425316,6242
,63,,,1.6085060834884644,,600.0,41.6580025,1779716289.825674,6242
,64,,,1.6051372289657593,,610.0,42.0595029,1779716290.2270167,6242
,65,,,1.573939561843872,,620.0,42.4638394,1779716290.6305034,6242
,66,,,1.6305512189865112,,630.0,42.8631126,1779716291.0307848,6242
,67,,,1.5708832740783691,,640.0,43.2684178,1779716291.4355576,6242
,68,,,1.5905216932296753,,650.0,43.6702865,1779716291.8377116,6242
,69,,,1.5732148885726929,,660.0,44.0719586,1779716292.2396314,6242
,70,,,1.5913000106811523,,670.0,44.4731859,1779716292.6408587,6242
,71,,,1.5718365907669067,,680.0,44.8753709,1779716293.042373,6242
,72,,,1.5808806419372559,,690.0,45.2768063,1779716293.4444768,6242
,73,,,1.5591362714767456,,700.0,45.6816507,1779716293.848487,6242
,74,,,1.5687185525894165,,710.0,46.08448,1779716294.2521513,6242
,75,,,1.5437439680099487,,720.0,46.4853885,1779716294.6530607,6242
,76,,,1.5323582887649536,,730.0,46.88628,1779716295.053622,6242
,77,,,1.5570399761199951,,740.0,47.2982035,1779716295.4656553,6242
0.0009614856803571157,78,1.6622793674468994,1.4662708044052124,,,750.0,53.3363671,1779716301.5040894,6242
,79,,,1.5595225095748901,,750.0,53.3797523,1779716301.547424,6242
,80,,,1.5548243522644043,,760.0,53.7815039,1779716301.9485457,6242
,81,,,1.5127828121185303,,770.0,54.1855544,1779716302.3532035,6242
,82,,,1.5396242141723633,,780.0,54.5886044,1779716302.7553165,6242
,83,,,1.528631329536438,,790.0,54.9909304,1779716303.1584342,6242
,84,,,1.5070464611053467,,800.0,55.3920761,1779716303.5597467,6242
,85,,,1.4995540380477905,,810.0,55.7957245,1779716303.9628935,6242
,86,,,1.4875383377075195,,820.0,56.1967005,1779716304.3643565,6242
,87,,,1.5391814708709717,,830.0,56.5959992,1779716304.7636693,6242
,88,,,1.5228378772735596,,840.0,56.9939996,1779716305.1616719,6242
,89,,,1.5148184299468994,,850.0,57.3991871,1779716305.566856,6242
,90,,,1.461114764213562,,860.0,57.806276,1779716305.9739478,6242
,91,,,1.4912588596343994,,870.0,58.2081928,1779716306.3758667,6242
,92,,,1.4576276540756226,,880.0,58.6133264,1779716306.780999,6242
,93,,,1.4939104318618774,,890.0,59.0195585,1779716307.1871295,6242
,94,,,1.4676657915115356,,900.0,59.425517,1779716307.5931897,6242
,95,,,1.4884419441223145,,910.0,59.8258664,1779716307.9935,6242
,96,,,1.4979875087738037,,920.0,60.2264507,1779716308.394224,6242
,97,,,1.4995232820510864,,930.0,60.6267234,1779716308.7936714,6242
,98,,,1.4419881105422974,,940.0,61.0267944,1779716309.1942248,6242
,99,,,1.4066083431243896,,950.0,61.4282944,1779716309.5954325,6242
,100,,,1.456384539604187,,960.0,61.8298757,1779716309.9975493,6242
,101,,,1.4072240591049194,,970.0,62.2327847,1779716310.4004557,6242
,102,,,1.4810246229171753,,980.0,62.6360261,1779716310.8032653,6242
,103,,,1.431489109992981,,990.0,63.0407638,1779716311.2084355,6242
0.0009271396472013282,104,1.6030443906784058,1.3774769306182861,,,1000.0,69.0580706,1779716317.2251859,6242
,105,,,1.4456772804260254,,1000.0,69.1039111,1779716317.2715836,6242
,106,,,1.4546713829040527,,1010.0,69.5061828,1779716317.6738563,6242
,107,,,1.4402258396148682,,1020.0,69.9044476,1779716318.0721152,6242
,108,,,1.4458420276641846,,1030.0,70.3112944,1779716318.4789665,6242
,109,,,1.4494006633758545,,1040.0,70.7194207,1779716318.8875995,6242
,110,,,1.4406335353851318,,1050.0,71.12272,1779716319.2903922,6242
,111,,,1.4271459579467773,,1060.0,71.5267309,1779716319.6944022,6242
,112,,,1.4016804695129395,,1070.0,71.9315888,1779716320.0992265,6242
,113,,,1.4300976991653442,,1080.0,72.3369828,1779716320.5046563,6242
,114,,,1.4328731298446655,,1090.0,72.7434725,1779716320.9111404,6242
,115,,,1.4204035997390747,,1100.0,73.1486625,1779716321.3162127,6242
,116,,,1.4124548435211182,,1110.0,73.5469574,1779716321.71456,6242
,117,,,1.378549575805664,,1120.0,73.9506913,1779716322.1183634,6242
,118,,,1.4121029376983643,,1130.0,74.3549914,1779716322.5226643,6242
,119,,,1.4360541105270386,,1140.0,74.7594021,1779716322.9270754,6242
,120,,,1.404740810394287,,1150.0,75.1610323,1779716323.329211,6242
,121,,,1.3889161348342896,,1160.0,75.5617955,1779716323.7294486,6242
,122,,,1.418621301651001,,1170.0,75.9634822,1779716324.1310225,6242
,123,,,1.432935118675232,,1180.0,76.3701647,1779716324.5378368,6242
,124,,,1.4214473962783813,,1190.0,76.7748661,1779716324.942532,6242
,125,,,1.390841007232666,,1200.0,77.1811591,1779716325.348641,6242
,126,,,1.3824782371520996,,1210.0,77.5855341,1779716325.753237,6242
,127,,,1.3874417543411255,,1220.0,77.989455,1779716326.156947,6242
,128,,,1.3955649137496948,,1230.0,78.3928115,1779716326.56099,6242
,129,,,1.3813066482543945,,1240.0,78.7974912,1779716326.9644756,6242
0.000883125098683892,130,1.5579135417938232,1.3216264247894287,,,1250.0,84.8050044,1779716332.97268,6242
,131,,,1.3631421327590942,,1250.0,84.8482097,1779716333.0158803,6242
,132,,,1.354203701019287,,1260.0,85.2536069,1779716333.4212294,6242
,133,,,1.3747190237045288,,1270.0,85.6575581,1779716333.8246455,6242
,134,,,1.3419067859649658,,1280.0,86.0601196,1779716334.2271793,6242
,135,,,1.3525211811065674,,1290.0,86.4635461,1779716334.6312196,6242
,136,,,1.4028366804122925,,1300.0,86.8667055,1779716335.034374,6242
,137,,,1.395983338356018,,1310.0,87.2701548,1779716335.4376924,6242
,138,,,1.3793342113494873,,1320.0,87.6735529,1779716335.8412242,6242
,139,,,1.3490430116653442,,1330.0,88.0771165,1779716336.244386,6242
,140,,,1.3613227605819702,,1340.0,88.4797032,1779716336.6473742,6242
,141,,,1.3432388305664062,,1350.0,88.8845682,1779716337.0522404,6242
,142,,,1.3658560514450073,,1360.0,89.2896866,1779716337.4573581,6242
,143,,,1.3552606105804443,,1370.0,89.6929815,1779716337.860538,6242
,144,,,1.356330156326294,,1380.0,90.0904976,1779716338.2580004,6242
,145,,,1.3192179203033447,,1390.0,90.4977764,1779716338.665955,6242
,146,,,1.326235294342041,,1400.0,90.903049,1779716339.07072,6242
,147,,,1.3627891540527344,,1410.0,91.3087673,1779716339.475649,6242
,148,,,1.3559232950210571,,1420.0,91.7146824,1779716339.8820317,6242
,149,,,1.3273966312408447,,1430.0,92.1178327,1779716340.2855065,6242
,150,,,1.3351550102233887,,1440.0,92.5177012,1779716340.684453,6242
,151,,,1.3419663906097412,,1450.0,92.9219395,1779716341.089341,6242
,152,,,1.336839199066162,,1460.0,93.3246019,1779716341.4920332,6242
,153,,,1.3337364196777344,,1470.0,93.7305013,1779716341.897918,6242
,154,,,1.3131459951400757,,1480.0,94.1340408,1779716342.301686,6242
,155,,,1.3567134141921997,,1490.0,94.5390497,1779716342.7067218,6242
0.0008305704108364302,156,1.5219645500183105,1.2764250040054321,,,1500.0,100.5850807,1779716348.7522607,6242
,157,,,1.3590550422668457,,1500.0,100.628959,1779716348.796632,6242
,158,,,1.3768887519836426,,1510.0,101.0317741,1779716349.1994438,6242
,159,,,1.359917402267456,,1520.0,101.4378257,1779716349.6054375,6242
,160,,,1.3379954099655151,,1530.0,101.8412053,1779716350.008626,6242
,161,,,1.3381998538970947,,1540.0,102.2444031,1779716350.4119208,6242
,162,,,1.3031944036483765,,1550.0,102.6483058,1779716350.815981,6242
,163,,,1.3543919324874878,,1560.0,103.0525496,1779716351.22016,6242
,164,,,1.373388648033142,,1570.0,103.454714,1779716351.622146,6242
,165,,,1.3409708738327026,,1580.0,103.8569913,1779716352.0246618,6242
,166,,,1.387900710105896,,1590.0,104.2654403,1779716352.4328244,6242
,167,,,1.3463703393936157,,1600.0,104.6698896,1779716352.8375626,6242
,168,,,1.3523262739181519,,1610.0,105.0712503,1779716353.2389154,6242
,169,,,1.2945444583892822,,1620.0,105.477413,1779716353.6450846,6242
,170,,,1.326628565788269,,1630.0,105.8831682,1779716354.0506675,6242
,171,,,1.2973082065582275,,1640.0,106.2819595,1779716354.4496317,6242
,172,,,1.3117821216583252,,1650.0,106.6815318,1779716354.8491998,6242
,173,,,1.31289803981781,,1660.0,107.0859085,1779716355.2530031,6242
,174,,,1.2965258359909058,,1670.0,107.4923173,1779716355.6592908,6242
,175,,,1.3046140670776367,,1680.0,107.8970156,1779716356.0646896,6242
,176,,,1.32272207736969,,1690.0,108.3018267,1779716356.469276,6242
,177,,,1.3449749946594238,,1700.0,108.7062653,1779716356.8739388,6242
,178,,,1.3055000305175781,,1710.0,109.1106806,1779716357.277803,6242
,179,,,1.2862353324890137,,1720.0,109.5092242,1779716357.6768963,6242
,180,,,1.3327598571777344,,1730.0,109.9166253,1779716358.084256,6242
,181,,,1.3100699186325073,,1740.0,110.32089,1779716358.4885619,6242
0.0007708228984017721,182,1.5005995035171509,1.2429392337799072,,,1750.0,116.3826706,1779716364.5500655,6242
,183,,,1.2981386184692383,,1750.0,116.4281461,1779716364.5958095,6242
,184,,,1.3627830743789673,,1760.0,116.8318115,1779716364.9991877,6242
,185,,,1.3498148918151855,,1770.0,117.2356288,1779716365.4031706,6242
,186,,,1.297151803970337,,1780.0,117.6397458,1779716365.8074193,6242
,187,,,1.324547529220581,,1790.0,118.0415038,1779716366.2091765,6242
,188,,,1.3033078908920288,,1800.0,118.44425150000001,1779716366.6119223,6242
,189,,,1.2485402822494507,,1810.0,118.8481495,1779716367.0150394,6242
,190,,,1.270103096961975,,1820.0,119.2515928,1779716367.4184723,6242
,191,,,1.2658029794692993,,1830.0,119.654946,1779716367.8220248,6242
,192,,,1.2435647249221802,,1840.0,120.0592459,1779716368.2263758,6242
,193,,,1.2649887800216675,,1850.0,120.4600028,1779716368.6276402,6242
,194,,,1.2901076078414917,,1860.0,120.8593928,1779716369.0270665,6242
,195,,,1.2866201400756836,,1870.0,121.2601724,1779716369.427766,6242
,196,,,1.2998709678649902,,1880.0,121.6652726,1779716369.831907,6242
,197,,,1.307694911956787,,1890.0,122.0660878,1779716370.2329693,6242
,198,,,1.2711405754089355,,1900.0,122.4698148,1779716370.6365674,6242
,199,,,1.2774544954299927,,1910.0,122.8736737,1779716371.0412889,6242
,200,,,1.2746868133544922,,1920.0,123.2718688,1779716371.4390495,6242
,201,,,1.2803409099578857,,1930.0,123.6781033,1779716371.8445237,6242
,202,,,1.2724394798278809,,1940.0,124.0830014,1779716372.2502155,6242
,203,,,1.2866435050964355,,1950.0,124.4889541,1779716372.6566253,6242
,204,,,1.2913708686828613,,1960.0,124.8937431,1779716373.0614133,6242
,205,,,1.2760213613510132,,1970.0,125.2929957,1779716373.4606674,6242
,206,,,1.278080940246582,,1980.0,125.6902289,1779716373.8575208,6242
,207,,,1.2843557596206665,,1990.0,126.0989442,1779716374.266617,6242
0.0007054142744895884,208,1.4866955280303955,1.2085133790969849,,,2000.0,132.1855418,1779716380.3527434,6242
,209,,,1.2691389322280884,,2000.0,132.228281,1779716380.3959522,6242
,210,,,1.2642484903335571,,2010.0,132.6324023,1779716380.800075,6242
,211,,,1.3113751411437988,,2020.0,133.0351712,1779716381.2027333,6242
,212,,,1.2745603322982788,,2030.0,133.4330775,1779716381.6006176,6242
,213,,,1.2610211372375488,,2040.0,133.8351899,1779716382.0026217,6242
,214,,,1.2861614227294922,,2050.0,134.2383568,1779716382.4060261,6242
,215,,,1.2860472202301025,,2060.0,134.6413625,1779716382.8095412,6242
,216,,,1.2599506378173828,,2070.0,135.0450598,1779716383.2126358,6242
,217,,,1.2825733423233032,,2080.0,135.4479519,1779716383.6155248,6242
,218,,,1.2841218709945679,,2090.0,135.8507256,1779716384.0183964,6242
,219,,,1.2520681619644165,,2100.0,136.254488,1779716384.4221597,6242
,220,,,1.269095540046692,,2110.0,136.6586593,1779716384.826332,6242
,221,,,1.2729501724243164,,2120.0,137.0622717,1779716385.2293668,6242
,222,,,1.2135071754455566,,2130.0,137.4664367,1779716385.6339877,6242
,223,,,1.2440720796585083,,2140.0,137.8682397,1779716386.0359092,6242
,224,,,1.2612911462783813,,2150.0,138.2716695,1779716386.4393418,6242
,225,,,1.262337327003479,,2160.0,138.6741081,1779716386.8409111,6242
,226,,,1.238429307937622,,2170.0,139.0772585,1779716387.2439196,6242
,227,,,1.2346996068954468,,2180.0,139.4820898,1779716387.64976,6242
,228,,,1.2532134056091309,,2190.0,139.885976,1779716388.0535445,6242
,229,,,1.24293851852417,,2200.0,140.28897,1779716388.456304,6242
,230,,,1.2608256340026855,,2210.0,140.7123674,1779716388.88004,6242
,231,,,1.2570827007293701,,2220.0,141.1188607,1779716389.2860744,6242
,232,,,1.2326788902282715,,2230.0,141.6033895,1779716389.7710624,6242
,233,,,1.213855266571045,,2240.0,142.0344291,1779716390.2021022,6242
0.0006360213829156177,234,1.4850757122039795,1.177467942237854,,,2250.0,148.2912443,1779716396.4587796,6242
,235,,,1.2343608140945435,,2250.0,148.3362133,1779716396.5036082,6242
,236,,,1.2470756769180298,,2260.0,148.7465452,1779716396.9142172,6242
,237,,,1.2192758321762085,,2270.0,149.1816586,1779716397.3483229,6242
,238,,,1.2604269981384277,,2280.0,149.5869901,1779716397.7538931,6242
,239,,,1.2754396200180054,,2290.0,149.9948581,1779716398.1620786,6242
,240,,,1.2385365962982178,,2300.0,150.3973316,1779716398.564794,6242
,241,,,1.243367314338684,,2310.0,150.8065389,1779716398.974181,6242
,242,,,1.2615500688552856,,2320.0,151.2148574,1779716399.3817155,6242
,243,,,1.227007508277893,,2330.0,151.6227378,1779716399.7904096,6242
,244,,,1.23557448387146,,2340.0,152.0242914,1779716400.191964,6242
,245,,,1.230660080909729,,2350.0,152.4357161,1779716400.6032782,6242
,246,,,1.2448405027389526,,2360.0,152.842382,1779716401.0100546,6242
,247,,,1.226849913597107,,2370.0,153.2456564,1779716401.4133294,6242
,248,,,1.2246057987213135,,2380.0,153.6490967,1779716401.8167672,6242
,249,,,1.2245031595230103,,2390.0,154.0584084,1779716402.2256885,6242
,250,,,1.2198827266693115,,2400.0,154.4675117,1779716402.635183,6242
,251,,,1.2039326429367065,,2410.0,154.8744605,1779716403.042133,6242
,252,,,1.2326304912567139,,2420.0,155.2828988,1779716403.4505696,6242
,253,,,1.2497482299804688,,2430.0,155.6895959,1779716403.8571227,6242
,254,,,1.2166695594787598,,2440.0,156.0974071,1779716404.2647853,6242
,255,,,1.2021608352661133,,2450.0,156.4973621,1779716404.6650324,6242
,256,,,1.2425252199172974,,2460.0,156.9056079,1779716405.0737867,6242
,257,,,1.2474911212921143,,2470.0,157.311016,1779716405.478691,6242
,258,,,1.2423502206802368,,2480.0,157.7177713,1779716405.8854132,6242
,259,,,1.2025401592254639,,2490.0,158.1228377,1779716406.2905107,6242
0.000564423209907245,260,1.465816855430603,1.1497607231140137,,,2500.0,164.6426496,1779716412.8103547,6242
,261,,,1.2181020975112915,,2500.0,164.685479,1779716412.853155,6242
,262,,,1.1965426206588745,,2510.0,165.1000736,1779716413.2672522,6242
,263,,,1.209976077079773,,2520.0,165.5325826,1779716413.6997106,6242
,264,,,1.2318695783615112,,2530.0,165.9734595,1779716414.1402066,6242
,265,,,1.2230491638183594,,2540.0,166.4238259,1779716414.5912275,6242
,266,,,1.2128589153289795,,2550.0,166.8612664,1779716415.0289357,6242
,267,,,1.2478160858154297,,2560.0,167.2887784,1779716415.4559574,6242
,268,,,1.2095465660095215,,2570.0,167.7223826,1779716415.890008,6242
,269,,,1.2082983255386353,,2580.0,168.161259,1779716416.328931,6242
,270,,,1.236897587776184,,2590.0,168.5988409,1779716416.7656722,6242
,271,,,1.2020984888076782,,2600.0,169.0344041,1779716417.2010775,6242
,272,,,1.2453958988189697,,2610.0,169.4644341,1779716417.6321065,6242
,273,,,1.1945304870605469,,2620.0,169.9160487,1779716418.0827734,6242
,274,,,1.1856029033660889,,2630.0,170.3502534,1779716418.5179272,6242
,275,,,1.1950607299804688,,2640.0,170.7830504,1779716418.950705,6242
,276,,,1.1614834070205688,,2650.0,171.2183821,1779716419.3865607,6242
,277,,,1.1813355684280396,,2660.0,171.6581016,1779716419.8254645,6242
,278,,,1.2111101150512695,,2670.0,172.0920896,1779716420.259761,6242
,279,,,1.1490541696548462,,2680.0,172.5282667,1779716420.6956596,6242
,280,,,1.193725347518921,,2690.0,172.9720225,1779716421.1386788,6242
,281,,,1.1716363430023193,,2700.0,173.4093903,1779716421.5765662,6242
,282,,,1.1902021169662476,,2710.0,173.8526176,1779716422.0202892,6242
,283,,,1.1891049146652222,,2720.0,174.2943767,1779716422.4617724,6242
,284,,,1.2112536430358887,,2730.0,174.7345552,1779716422.9020329,6242
,285,,,1.211174488067627,,2740.0,175.1824995,1779716423.3494244,6242
0.0004924552772419723,286,1.4667962789535522,1.1267061233520508,,,2750.0,181.6677196,1779716429.8349955,6242
,287,,,1.210097312927246,,2750.0,181.7185516,1779716429.886223,6242
,288,,,1.1772218942642212,,2760.0,182.1640784,1779716430.331361,6242
,289,,,1.2271842956542969,,2770.0,182.6142933,1779716430.7819638,6242
,290,,,1.1771963834762573,,2780.0,183.0349578,1779716431.2020936,6242
,291,,,1.2065645456314087,,2790.0,183.46651,1779716431.63418,6242
,292,,,1.1653469800949097,,2800.0,183.9151205,1779716432.0827909,6242
,293,,,1.2261788845062256,,2810.0,184.3359943,1779716432.5036664,6242
,294,,,1.2166111469268799,,2820.0,184.7706266,1779716432.9381897,6242
,295,,,1.1947706937789917,,2830.0,185.1923045,1779716433.3599775,6242
,296,,,1.2131917476654053,,2840.0,185.6413438,1779716433.8090155,6242
,297,,,1.1761964559555054,,2850.0,186.0841817,1779716434.2518446,6242
,298,,,1.1936792135238647,,2860.0,186.4917745,1779716434.6591957,6242
,299,,,1.1836373805999756,,2870.0,186.9031115,1779716435.0707822,6242
,300,,,1.1626181602478027,,2880.0,187.3545558,1779716435.5217402,6242
,301,,,1.1948282718658447,,2890.0,187.7775166,1779716435.944767,6242
,302,,,1.1821198463439941,,2900.0,188.1944981,1779716436.3613596,6242
,303,,,1.2032127380371094,,2910.0,188.6354809,1779716436.8031526,6242
,304,,,1.1839216947555542,,2920.0,189.0777597,1779716437.2454312,6242
,305,,,1.1797758340835571,,2930.0,189.5050262,1779716437.6718316,6242
,306,,,1.2058374881744385,,2940.0,189.9584999,1779716438.1261709,6242
,307,,,1.1360204219818115,,2950.0,190.3721672,1779716438.53984,6242
,308,,,1.1623969078063965,,2960.0,190.82927660000001,1779716438.9967022,6242
,309,,,1.1514464616775513,,2970.0,191.2711727,1779716439.438453,6242
,310,,,1.1841962337493896,,2980.0,191.6970804,1779716439.8647306,6242
,311,,,1.1567965745925903,,2990.0,192.1473356,1779716440.3150074,6242
0.0004219625860160354,312,1.4689385890960693,1.1022282838821411,,,3000.0,198.5668375,1779716446.734672,6242
,313,,,1.1902084350585938,,3000.0,198.6118123,1779716446.7794566,6242
,314,,,1.176914095878601,,3010.0,199.0122344,1779716447.179908,6242
,315,,,1.1366276741027832,,3020.0,199.4354626,1779716447.6029868,6242
,316,,,1.1471586227416992,,3030.0,199.8798813,1779716448.0475497,6242
,317,,,1.1558302640914917,,3040.0,200.2852804,1779716448.4529278,6242
,318,,,1.1272858381271362,,3050.0,200.7147452,1779716448.882014,6242
,319,,,1.1492648124694824,,3060.0,201.1699653,1779716449.337473,6242
,320,,,1.1868268251419067,,3070.0,201.6135558,1779716449.7806194,6242
,321,,,1.1362851858139038,,3080.0,202.072599,1779716450.2390609,6242
,322,,,1.1508543491363525,,3090.0,202.5185847,1779716450.686257,6242
,323,,,1.144482135772705,,3100.0,202.9600021,1779716451.1276753,6242
,324,,,1.1471202373504639,,3110.0,203.4025701,1779716451.570064,6242
,325,,,1.1825159788131714,,3120.0,203.8415814,1779716452.0092537,6242
,326,,,1.1787443161010742,,3130.0,204.273109,1779716452.4402883,6242
,327,,,1.1781377792358398,,3140.0,204.7364052,1779716452.9040372,6242
,328,,,1.164404034614563,,3150.0,205.1749302,1779716453.343109,6242
,329,,,1.1555787324905396,,3160.0,205.6140447,1779716453.7815685,6242
,330,,,1.1597702503204346,,3170.0,206.0636848,1779716454.231357,6242
,331,,,1.1619898080825806,,3180.0,206.5157243,1779716454.6833963,6242
,332,,,1.1662064790725708,,3190.0,206.9578786,1779716455.125363,6242
,333,,,1.1588703393936157,,3200.0,207.4067519,1779716455.574608,6242
,334,,,1.1526870727539062,,3210.0,207.868946,1779716456.0366194,6242
,335,,,1.1641966104507446,,3220.0,208.3203366,1779716456.4880097,6242
,336,,,1.1102070808410645,,3230.0,208.7701175,1779716456.9376564,6242
,337,,,1.1595184803009033,,3240.0,209.226144,1779716457.393731,6242
0.00035475231739709885,338,1.4752869606018066,1.0743224620819092,,,3250.0,216.2209543,1779716464.3877747,6242
,339,,,1.1692878007888794,,3250.0,216.2680096,1779716464.4356823,6242
,340,,,1.1802911758422852,,3260.0,216.6770515,1779716464.8445024,6242
,341,,,1.15402352809906,,3270.0,217.0868356,1779716465.2536469,6242
,342,,,1.1789956092834473,,3280.0,217.5413049,1779716465.7079911,6242
,343,,,1.1418095827102661,,3290.0,217.9898258,1779716466.1568065,6242
,344,,,1.1180174350738525,,3300.0,218.4485783,1779716466.615666,6242
,345,,,1.1380921602249146,,3310.0,218.8719985,1779716467.0391498,6242
,346,,,1.1218796968460083,,3320.0,219.2846425,1779716467.451316,6242
,347,,,1.0938692092895508,,3330.0,219.7331133,1779716467.9007866,6242
,348,,,1.1309385299682617,,3340.0,220.180959,1779716468.348451,6242
,349,,,1.136763095855713,,3350.0,220.6299035,1779716468.7980824,6242
,350,,,1.1457016468048096,,3360.0,221.0701123,1779716469.2377837,6242
,351,,,1.1317099332809448,,3370.0,221.5037436,1779716469.6711314,6242
,352,,,1.129477858543396,,3380.0,221.9182237,1779716470.0855546,6242
,353,,,1.0995680093765259,,3390.0,222.35474,1779716470.5221908,6242
,354,,,1.1409664154052734,,3400.0,222.8024289,1779716470.9701004,6242
,355,,,1.1369725465774536,,3410.0,223.2416794,1779716471.409185,6242
,356,,,1.174080729484558,,3420.0,223.6841944,1779716471.8514245,6242
,357,,,1.1187243461608887,,3430.0,224.0996327,1779716472.267301,6242
,358,,,1.1497511863708496,,3440.0,224.5269774,1779716472.694648,6242
,359,,,1.1121547222137451,,3450.0,224.9372517,1779716473.1046238,6242
,360,,,1.144485354423523,,3460.0,225.3689813,1779716473.535647,6242
,361,,,1.0921339988708496,,3470.0,225.7920228,1779716473.9595792,6242
,362,,,1.125375747680664,,3480.0,226.2026057,1779716474.3700166,6242
,363,,,1.0997151136398315,,3490.0,226.6340415,1779716474.801714,6242
0.0002925475029450237,364,1.468663215637207,1.0503827333450317,,,3500.0,233.129162,1779716481.2963417,6242
,365,,,1.1019175052642822,,3500.0,233.1766823,1779716481.3437018,6242
,366,,,1.1169977188110352,,3510.0,233.6328724,1779716481.8000896,6242
