train/step_loss,lr,_step,Sample Generation,iter,_runtime,val/loss,_timestamp,train/loss,seed
3.307314872741699,,41,,390.0,57.2875794,,1779642396.6838365,,3740
3.2743020057678223,,42,,400.0,58.200506,,1779642397.5964808,,3740
3.2810583114624023,,43,,410.0,59.0936656,,1779642398.4898071,,3740
3.3160576820373535,,44,,420.0,59.98989,,1779642399.3851466,,3740
3.322354316711426,,45,,430.0,60.8835902,,1779642400.2798471,,3740
3.278263568878174,,46,,440.0,61.7832404,,1779642401.1794422,,3740
3.3220763206481934,,47,,450.0,62.664654,,1779642402.060911,,3740
3.312459945678711,,48,,460.0,63.5528876,,1779642402.9489844,,3740
3.3244853019714355,,49,,470.0,64.4520244,,1779642403.8482816,,3740
3.327242851257324,,50,,480.0,65.3424766,,1779642404.7386038,,3740
3.2777624130249023,,51,,490.0,66.2493495,,1779642405.6456034,,3740
,0.0009852826883675631,52,,500.0,78.1481521,3.352059841156006,1779642417.544387,3.3136584758758545,3740
3.3235678672790527,,53,,500.0,78.2399567,,1779642417.6367183,,3740
3.3140907287597656,,54,,510.0,79.1263977,,1779642418.5226548,,3740
3.3097915649414062,,55,,520.0,80.0155506,,1779642419.4117472,,3740
3.322035789489746,,56,,530.0,80.9004466,,1779642420.2967036,,3740
3.3021011352539062,,57,,540.0,81.7944365,,1779642421.1906934,,3740
3.32145357131958,,58,,550.0,82.6814898,,1779642422.077746,,3740
3.327934741973877,,59,,560.0,83.5756845,,1779642422.9719417,,3740
3.339897632598877,,60,,570.0,84.4559412,,1779642423.8521948,,3740
3.3323607444763184,,61,,580.0,85.3501272,,1779642424.7462342,,3740
3.3002753257751465,,62,,590.0,86.2451625,,1779642425.6412487,,3740
3.3113670349121094,,63,,600.0,87.1293523,,1779642426.525609,,3740
3.308567523956299,,64,,610.0,88.0067425,,1779642427.4029994,,3740
3.2995615005493164,,65,,620.0,88.8979864,,1779642428.2942436,,3740
3.305363655090332,,66,,630.0,89.7823902,,1779642429.1781514,,3740
3.3121581077575684,,67,,640.0,90.6697886,,1779642430.0660443,,3740
3.3255748748779297,,68,,650.0,91.5601574,,1779642430.9563591,,3740
3.2955636978149414,,69,,660.0,92.4469182,,1779642431.843171,,3740
3.2983298301696777,,70,,670.0,93.3345958,,1779642432.7308526,,3740
3.3039050102233887,,71,,680.0,94.2259736,,1779642433.6222293,,3740
3.3011412620544434,,72,,690.0,95.1217695,,1779642434.518023,,3740
3.3242621421813965,,73,,700.0,96.0115945,,1779642435.407733,,3740
3.309504508972168,,74,,710.0,96.9003917,,1779642436.2966268,,3740
3.307009696960449,,75,,720.0,97.7927018,,1779642437.188012,,3740
3.3122730255126953,,76,,730.0,98.6786832,,1779642438.0749404,,3740
3.310844898223877,,77,,740.0,99.5617455,,1779642438.9573748,,3740
,0.0009614856803571157,78,,750.0,111.4158011,3.353957414627075,1779642450.8119857,3.312101125717163,3740
3.2942705154418945,,79,,750.0,111.5076311,,1779642450.9038053,,3740
3.293027400970459,,80,,760.0,112.3936981,,1779642451.7897503,,3740
3.2958426475524902,,81,,770.0,113.2863952,,1779642452.6825955,,3740
3.3242621421813965,,82,,780.0,114.1808964,,1779642453.5768957,,3740
3.3004403114318848,,83,,790.0,115.0689007,,1779642454.465257,,3740
3.2899131774902344,,84,,800.0,115.9516666,,1779642455.3477883,,3740
3.336940288543701,,85,,810.0,116.8410121,,1779642456.2372646,,3740
3.3152847290039062,,86,,820.0,117.7299139,,1779642457.1254766,,3740
3.2901806831359863,,87,,830.0,118.6092242,,1779642458.0054073,,3740
3.29837703704834,,88,,840.0,119.4979252,,1779642458.8941817,,3740
3.312553882598877,,89,,850.0,120.3899411,,1779642459.7861447,,3740
3.2873449325561523,,90,,860.0,121.2813993,,1779642460.6772053,,3740
3.3123183250427246,,91,,870.0,122.1823818,,1779642461.5781436,,3740
3.28665828704834,,92,,880.0,123.0683842,,1779642462.464613,,3740
3.2998828887939453,,93,,890.0,123.955488,,1779642463.3517451,,3740
3.3349609375,,94,,900.0,124.839103,,1779642464.234682,,3740
3.337890148162842,,95,,910.0,125.7216826,,1779642465.1169198,,3740
3.2887654304504395,,96,,920.0,126.6173428,,1779642466.0129945,,3740
3.3211493492126465,,97,,930.0,127.5055363,,1779642466.9015872,,3740
3.294020175933838,,98,,940.0,128.393477,,1779642467.7895637,,3740
3.291393756866455,,99,,950.0,129.2811988,,1779642468.677455,,3740
3.2898712158203125,,100,,960.0,130.1729556,,1779642469.5692072,,3740
3.337094783782959,,101,,970.0,131.0579904,,1779642470.4542449,,3740
3.319699764251709,,102,,980.0,131.9437661,,1779642471.3398309,,3740
3.311185359954834,,103,,990.0,132.8295326,,1779642472.2257848,,3740
,0.0009271396472013282,104,,1000.0,144.6725411,3.3613784313201904,1779642484.068418,3.3188135623931885,3740
3.311760425567627,,105,,1000.0,144.7643998,,1779642484.1608505,,3740
3.323288917541504,,106,,1010.0,145.6509841,,1779642485.0470586,,3740
3.311948299407959,,107,,1020.0,146.545517,,1779642485.940789,,3740
3.3063173294067383,,108,,1030.0,147.441665,,1779642486.837232,,3740
3.299014091491699,,109,,1040.0,148.3441921,,1779642487.7403507,,3740
3.29536771774292,,110,,1050.0,149.2373214,,1779642488.634083,,3740
3.295569896697998,,111,,1060.0,150.1238026,,1779642489.5200582,,3740
3.298704147338867,,112,,1070.0,150.9982051,,1779642490.3943448,,3740
3.3241167068481445,,113,,1080.0,151.8804663,,1779642491.2757213,,3740
3.3138375282287598,,114,,1090.0,152.7680391,,1779642492.1642954,,3740
3.2862181663513184,,115,,1100.0,153.6550975,,1779642493.051355,,3740
3.283808708190918,,116,,1110.0,154.5476093,,1779642493.9432976,,3740
3.3252925872802734,,117,,1120.0,155.4388356,,1779642494.8350923,,3740
3.3184638023376465,,118,,1130.0,156.3207294,,1779642495.7168493,,3740
3.289003372192383,,119,,1140.0,157.2088893,,1779642496.6051462,,3740
3.29475736618042,,120,,1150.0,158.0998926,,1779642497.496149,,3740
3.283669948577881,,121,,1160.0,158.9810201,,1779642498.377277,,3740
3.331096649169922,,122,,1170.0,159.8722715,,1779642499.2676864,,3740
3.325076103210449,,123,,1180.0,160.7656044,,1779642500.1617916,,3740
3.3112549781799316,,124,,1190.0,161.6558759,,1779642501.0518405,,3740
3.293057918548584,,125,,1200.0,162.5475898,,1779642501.9438446,,3740
3.297667980194092,,126,,1210.0,163.4399072,,1779642502.8361635,,3740
3.325082302093506,,127,,1220.0,164.3273721,,1779642503.723628,,3740
3.3113250732421875,,128,,1230.0,165.2239852,,1779642504.619946,,3740
3.322371006011963,,129,,1240.0,166.1347482,,1779642505.5315099,,3740
,0.000883125098683892,130,,1250.0,178.0416562,3.3547463417053223,1779642517.438028,3.313689947128296,3740
3.3184218406677246,,131,,1250.0,178.1343449,,1779642517.530602,,3740
3.299844741821289,,132,,1260.0,179.0210561,,1779642518.4173129,,3740
3.320157527923584,,133,,1270.0,179.9103327,,1779642519.3065894,,3740
3.2993435859680176,,134,,1280.0,180.8000181,,1779642520.196064,,3740
3.327488899230957,,135,,1290.0,181.6922036,,1779642521.0884585,,3740
3.28220796585083,,136,,1300.0,182.5826696,,1779642521.9779255,,3740
3.3065266609191895,,137,,1310.0,183.4757269,,1779642522.8717296,,3740
3.3203134536743164,,138,,1320.0,184.3669708,,1779642523.7632272,,3740
3.3086886405944824,,139,,1330.0,185.2577296,,1779642524.6539235,,3740
3.314321994781494,,140,,1340.0,186.1458241,,1779642525.5420816,,3740
3.295459270477295,,141,,1350.0,187.0473994,,1779642526.4436567,,3740
3.2913565635681152,,142,,1360.0,187.9335179,,1779642527.3296385,,3740
3.3243956565856934,,143,,1370.0,188.8320668,,1779642528.22783,,3740
3.312429428100586,,144,,1380.0,189.7224805,,1779642529.1185493,,3740
3.350470542907715,,145,,1390.0,190.6128944,,1779642530.0091486,,3740
3.323902130126953,,146,,1400.0,191.5086376,,1779642530.904895,,3740
3.305345058441162,,147,,1410.0,192.3981155,,1779642531.7943366,,3740
3.3208141326904297,,148,,1420.0,193.2880223,,1779642532.6842768,,3740
3.341203212738037,,149,,1430.0,194.1901734,,1779642533.5864296,,3740
3.3057360649108887,,150,,1440.0,195.0806476,,1779642534.476906,,3740
3.3258414268493652,,151,,1450.0,195.9658046,,1779642535.3625662,,3740
3.3295235633850098,,152,,1460.0,196.8537328,,1779642536.2495763,,3740
3.2968215942382812,,153,,1470.0,197.743543,,1779642537.1390812,,3740
3.3337769508361816,,154,,1480.0,198.6418278,,1779642538.0385895,,3740
3.33013916015625,,155,,1490.0,199.5400444,,1779642538.9362369,,3740
,0.0008305704108364302,156,,1500.0,211.4602372,3.360722541809082,1779642550.8564444,3.317269802093506,3740
3.332390785217285,,157,,1500.0,211.5508486,,1779642550.947105,,3740
3.3172593116760254,,158,,1510.0,212.4407979,,1779642551.8368437,,3740
3.337947368621826,,159,,1520.0,213.3317725,,1779642552.7280288,,3740
3.310342311859131,,160,,1530.0,214.227032,,1779642553.623287,,3740
3.304959297180176,,161,,1540.0,215.1094595,,1779642554.505712,,3740
3.303421974182129,,162,,1550.0,216.0066958,,1779642555.4027956,,3740
3.307508945465088,,163,,1560.0,216.8944872,,1779642556.2907443,,3740
3.316769599914551,,164,,1570.0,217.7923584,,1779642557.188605,,3740
3.300022602081299,,165,,1580.0,218.6877874,,1779642558.0840328,,3740
3.292600154876709,,166,,1590.0,219.580571,,1779642558.9758244,,3740
3.305039882659912,,167,,1600.0,220.4587803,,1779642559.8548079,,3740
3.3403964042663574,,168,,1610.0,221.3565942,,1779642560.7528484,,3740
3.3307714462280273,,169,,1620.0,222.2421331,,1779642561.6373348,,3740
3.3041348457336426,,170,,1630.0,223.1401209,,1779642562.5363772,,3740
3.320563316345215,,171,,1640.0,224.0272534,,1779642563.4234543,,3740
3.3313121795654297,,172,,1650.0,224.9125095,,1779642564.3087294,,3740
3.318272590637207,,173,,1660.0,225.8029755,,1779642565.199161,,3740
3.329399585723877,,174,,1670.0,226.6853705,,1779642566.0809672,,3740
3.328958511352539,,175,,1680.0,227.5798099,,1779642566.9760654,,3740
3.293735980987549,,176,,1690.0,228.4711811,,1779642567.8668468,,3740
3.3060364723205566,,177,,1700.0,229.3609223,,1779642568.7561672,,3740
3.347930908203125,,178,,1710.0,230.2568331,,1779642569.6530488,,3740
3.278904914855957,,179,,1720.0,231.1526528,,1779642570.5488963,,3740
3.2876415252685547,,180,,1730.0,232.0419025,,1779642571.4372034,,3740
3.3065452575683594,,181,,1740.0,232.9222077,,1779642572.3176842,,3740
,0.0007708228984017721,182,,1750.0,244.8181127,3.35969614982605,1779642584.212864,3.3174970149993896,3740
3.3339881896972656,,183,,1750.0,244.9123245,,1779642584.3079367,,3740
3.306674003601074,,184,,1760.0,245.8080668,,1779642585.2043233,,3740
3.3063693046569824,,185,,1770.0,246.7008838,,1779642586.09714,,3740
3.2829861640930176,,186,,1780.0,247.5798229,,1779642586.9760773,,3740
3.2885146141052246,,187,,1790.0,248.4818335,,1779642587.8780887,,3740
3.3289260864257812,,188,,1800.0,249.3653062,,1779642588.7614477,,3740
3.3235087394714355,,189,,1810.0,250.2455294,,1779642589.641741,,3740
3.2939682006835938,,190,,1820.0,251.1315982,,1779642590.5278525,,3740
3.3131256103515625,,191,,1830.0,252.0241821,,1779642591.4199135,,3740
3.3103652000427246,,192,,1840.0,252.907308,,1779642592.3035564,,3740
3.300875663757324,,193,,1850.0,253.7925201,,1779642593.1885068,,3740
3.333528995513916,,194,,1860.0,254.6911033,,1779642594.0864353,,3740
3.3389739990234375,,195,,1870.0,255.5759589,,1779642594.9719014,,3740
3.3094749450683594,,196,,1880.0,256.4652285,,1779642595.8614604,,3740
3.309312343597412,,197,,1890.0,257.3557579,,1779642596.7519326,,3740
3.315755844116211,,198,,1900.0,258.2635209,,1779642597.6597748,,3740
3.295060157775879,,199,,1910.0,259.1455887,,1779642598.541846,,3740
3.299294948577881,,200,,1920.0,260.0356799,,1779642599.4319167,,3740
3.3232460021972656,,201,,1930.0,260.9390477,,1779642600.3352778,,3740
3.275402545928955,,202,,1940.0,261.8223245,,1779642601.2185795,,3740
3.2715091705322266,,203,,1950.0,262.7237324,,1779642602.1193116,,3740
3.2892508506774902,,204,,1960.0,263.6115052,,1779642603.0075622,,3740
3.287660598754883,,205,,1970.0,264.494775,,1779642603.8910286,,3740
3.292642116546631,,206,,1980.0,265.3925036,,1779642604.7887585,,3740
3.308436393737793,,207,,1990.0,266.2813451,,1779642605.6775982,,3740
,0.0007054142744895884,208,,2000.0,278.1894102,3.3627805709838867,1779642617.5851688,3.3219974040985107,3740
3.317049503326416,,209,,2000.0,278.2820085,,1779642617.6780584,,3740
3.297903537750244,,210,,2010.0,279.1758927,,1779642618.5721495,,3740
3.300334930419922,,211,,2020.0,280.0639139,,1779642619.4606755,,3740
3.301647186279297,,212,,2030.0,280.9514549,,1779642620.3474572,,3740
3.287731170654297,,213,,2040.0,281.8396677,,1779642621.2359226,,3740
3.316864013671875,,214,,2050.0,282.7279254,,1779642622.1237636,,3740
3.305016040802002,,215,,2060.0,283.6197754,,1779642623.0160313,,3740
3.3344130516052246,,216,,2070.0,284.5059508,,1779642623.9021819,,3740
3.321343421936035,,217,,2080.0,285.3867511,,1779642624.7829754,,3740
3.3029332160949707,,218,,2090.0,286.2894249,,1779642625.6856828,,3740
3.3155136108398438,,219,,2100.0,287.1889672,,1779642626.5849168,,3740
3.3224964141845703,,220,,2110.0,288.0803809,,1779642627.4761121,,3740
3.3030171394348145,,221,,2120.0,288.9688517,,1779642628.3651042,,3740
3.302903652191162,,222,,2130.0,289.8588465,,1779642629.2550983,,3740
3.2826242446899414,,223,,2140.0,290.7516727,,1779642630.1479294,,3740
3.315542221069336,,224,,2150.0,291.6431828,,1779642631.0391662,,3740
3.316039562225342,,225,,2160.0,292.5282779,,1779642631.9241807,,3740
3.3033547401428223,,226,,2170.0,293.4174224,,1779642632.8136797,,3740
3.317274570465088,,227,,2180.0,294.3099779,,1779642633.7062309,,3740
3.3098068237304688,,228,,2190.0,295.1989104,,1779642634.5951145,,3740
3.3112330436706543,,229,,2200.0,296.0916522,,1779642635.4876134,,3740
3.3046727180480957,,230,,2210.0,296.9823267,,1779642636.3785837,,3740
3.314258098602295,,231,,2220.0,297.870049,,1779642637.2663395,,3740
3.2772068977355957,,232,,2230.0,298.7704294,,1779642638.166272,,3740
3.2901101112365723,,233,,2240.0,299.6536094,,1779642639.049334,,3740
,0.0006360213829156177,234,,2250.0,311.5791575,3.3578014373779297,1779642650.9751291,3.316279411315918,3740
3.2969017028808594,,235,,2250.0,311.6738666,,1779642651.069766,,3740
3.3064403533935547,,236,,2260.0,312.5624705,,1779642651.9587276,,3740
3.3090596199035645,,237,,2270.0,313.4604554,,1779642652.856574,,3740
3.3317794799804688,,238,,2280.0,314.3416244,,1779642653.7378812,,3740
3.3019471168518066,,239,,2290.0,315.2268855,,1779642654.623647,,3740
3.2964606285095215,,240,,2300.0,316.1149112,,1779642655.5111687,,3740
3.2993645668029785,,241,,2310.0,317.0030829,,1779642656.3992991,,3740
3.2937159538269043,,242,,2320.0,317.8864716,,1779642657.2832332,,3740
3.2912755012512207,,243,,2330.0,318.7757912,,1779642658.1720035,,3740
3.308103561401367,,244,,2340.0,319.6709536,,1779642659.0669608,,3740
3.297372341156006,,245,,2350.0,320.5529168,,1779642659.9488268,,3740
3.3081555366516113,,246,,2360.0,321.4413897,,1779642660.8381515,,3740
3.3034720420837402,,247,,2370.0,322.3365184,,1779642661.7327363,,3740
3.29136323928833,,248,,2380.0,323.2190506,,1779642662.6153061,,3740
3.2883925437927246,,249,,2390.0,324.1139675,,1779642663.5102234,,3740
3.3143177032470703,,250,,2400.0,324.9918368,,1779642664.3880918,,3740
3.260132312774658,,251,,2410.0,325.8791507,,1779642665.2759123,,3740
3.311086654663086,,252,,2420.0,326.7627117,,1779642666.1589665,,3740
3.3100008964538574,,253,,2430.0,327.6527491,,1779642667.0483496,,3740
3.3059606552124023,,254,,2440.0,328.5405871,,1779642667.935844,,3740
3.3176422119140625,,255,,2450.0,329.4465163,,1779642668.8427713,,3740
3.31280517578125,,256,,2460.0,330.331021,,1779642669.7272787,,3740
3.3168954849243164,,257,,2470.0,331.2195008,,1779642670.6157582,,3740
3.319718837738037,,258,,2480.0,332.1100453,,1779642671.5061526,,3740
3.2879772186279297,,259,,2490.0,333.0044673,,1779642672.3999493,,3740
,0.000564423209907245,260,,2500.0,344.9175803,3.358452081680298,1779642684.3129756,3.314577102661133,3740
3.3154654502868652,,261,,2500.0,345.0077375,,1779642684.4039757,,3740
3.3064370155334473,,262,,2510.0,345.8985915,,1779642685.2948442,,3740
3.325552463531494,,263,,2520.0,346.7862739,,1779642686.1818204,,3740
3.3069539070129395,,264,,2530.0,347.6777952,,1779642687.073892,,3740
3.3137364387512207,,265,,2540.0,348.5609489,,1779642687.9572043,,3740
3.2919716835021973,,266,,2550.0,349.479382,,1779642688.8756013,,3740
3.3048715591430664,,267,,2560.0,350.3608675,,1779642689.7561393,,3740
3.3026437759399414,,268,,2570.0,351.2458923,,1779642690.6421492,,3740
3.268115997314453,,269,,2580.0,352.1298135,,1779642691.5260704,,3740
3.292895793914795,,270,,2590.0,353.0261041,,1779642692.4221437,,3740
3.298434257507324,,271,,2600.0,353.9113033,,1779642693.3075595,,3740
3.3317227363586426,,272,,2610.0,354.8055682,,1779642694.201826,,3740
3.3050522804260254,,273,,2620.0,355.6931361,,1779642695.089393,,3740
3.283261775970459,,274,,2630.0,356.5858901,,1779642695.982122,,3740
3.295675277709961,,275,,2640.0,357.4754409,,1779642696.8716981,,3740
3.325239658355713,,276,,2650.0,358.3517853,,1779642697.7480416,,3740
3.3418378829956055,,277,,2660.0,359.2367183,,1779642698.632127,,3740
3.3151183128356934,,278,,2670.0,360.1272203,,1779642699.5234723,,3740
3.339935302734375,,279,,2680.0,361.0147873,,1779642700.4107082,,3740
3.3043274879455566,,280,,2690.0,361.9089616,,1779642701.305218,,3740
3.3324227333068848,,281,,2700.0,362.7907835,,1779642702.1868463,,3740
3.3228602409362793,,282,,2710.0,363.6743098,,1779642703.0705674,,3740
3.331085205078125,,283,,2720.0,364.5723545,,1779642703.968609,,3740
3.353745460510254,,284,,2730.0,365.4564568,,1779642704.852462,,3740
3.3191609382629395,,285,,2740.0,366.3415541,,1779642705.737557,,3740
,0.0004924552772419723,286,,2750.0,378.2182122,3.355114459991455,1779642717.6144662,3.31229305267334,3740
3.319901943206787,,287,,2750.0,378.3117642,,1779642717.7077808,,3740
3.312039375305176,,288,,2760.0,379.1952614,,1779642718.5914187,,3740
3.3168516159057617,,289,,2770.0,380.0918218,,1779642719.4874754,,3740
3.3495259284973145,,290,,2780.0,380.9906469,,1779642720.3865206,,3740
3.310163974761963,,291,,2790.0,381.8816922,,1779642721.2779381,,3740
3.3343567848205566,,292,,2800.0,382.7732074,,1779642722.1694639,,3740
3.286543369293213,,293,,2810.0,383.6582435,,1779642723.0544963,,3740
3.2949790954589844,,294,,2820.0,384.5426245,,1779642723.938287,,3740
3.280397891998291,,295,,2830.0,385.434051,,1779642724.8303077,,3740
3.3129730224609375,,296,,2840.0,386.3174229,,1779642725.7131891,,3740
3.3107004165649414,,297,,2850.0,387.2254595,,1779642726.621058,,3740
3.2998757362365723,,298,,2860.0,388.1156505,,1779642727.5119078,,3740
3.3315443992614746,,299,,2870.0,389.0054408,,1779642728.4016967,,3740
3.3005638122558594,,300,,2880.0,389.8993804,,1779642729.2947462,,3740
3.323099136352539,,301,,2890.0,390.7879462,,1779642730.1842024,,3740
3.3110790252685547,,302,,2900.0,391.6727848,,1779642731.0688992,,3740
3.31727933883667,,303,,2910.0,392.559227,,1779642731.9554844,,3740
3.3249611854553223,,304,,2920.0,393.4594038,,1779642732.8556597,,3740
3.323568344116211,,305,,2930.0,394.3468101,,1779642733.743207,,3740
3.2859654426574707,,306,,2940.0,395.2364705,,1779642734.6327193,,3740
3.303658962249756,,307,,2950.0,396.1294101,,1779642735.5256252,,3740
3.3101091384887695,,308,,2960.0,397.0173084,,1779642736.413567,,3740
3.3406972885131836,,309,,2970.0,397.9303611,,1779642737.3266149,,3740
3.3276114463806152,,310,,2980.0,398.8240853,,1779642738.220342,,3740
3.3331542015075684,,311,,2990.0,399.7137311,,1779642739.1095915,,3740
,0.0004219625860160354,312,,3000.0,411.6387186,3.3621747493743896,1779642751.034544,3.3177404403686523,3740
3.3095297813415527,,313,,3000.0,411.7286455,,1779642751.1248612,,3740
3.327139377593994,,314,,3010.0,412.6187135,,1779642752.0149455,,3740
3.309695243835449,,315,,3020.0,413.51229060000003,,1779642752.9083385,,3740
3.307140350341797,,316,,3030.0,414.4055231,,1779642753.8017797,,3740
3.283611297607422,,317,,3040.0,415.2928859,,1779642754.6881557,,3740
3.306255340576172,,318,,3050.0,416.1851147,,1779642755.581371,,3740
3.2866687774658203,,319,,3060.0,417.0766494,,1779642756.4729033,,3740
3.290888786315918,,320,,3070.0,417.9581089,,1779642757.3541934,,3740
3.3487281799316406,,321,,3080.0,418.8660456,,1779642758.26186,,3740
3.322848320007324,,322,,3090.0,419.7507945,,1779642759.1470518,,3740
3.3095664978027344,,323,,3100.0,420.6412661,,1779642760.037492,,3740
3.2884764671325684,,324,,3110.0,421.5418349,,1779642760.9380896,,3740
3.3008193969726562,,325,,3120.0,422.4314473,,1779642761.8272939,,3740
3.321305751800537,,326,,3130.0,423.3214427,,1779642762.717698,,3740
3.306844711303711,,327,,3140.0,424.211435,,1779642763.6067648,,3740
3.311835289001465,,328,,3150.0,425.1036908,,1779642764.499949,,3740
3.305607318878174,,329,,3160.0,425.9887463,,1779642765.384971,,3740
3.2924537658691406,,330,,3170.0,426.8779126,,1779642766.2737887,,3740
3.317066192626953,,331,,3180.0,427.7621618,,1779642767.1584175,,3740
3.3182849884033203,,332,,3190.0,428.6784365,,1779642768.0746918,,3740
3.298792839050293,,333,,3200.0,429.5632576,,1779642768.9595144,,3740
3.2935423851013184,,334,,3210.0,430.4476927,,1779642769.8439467,,3740
3.31903076171875,,335,,3220.0,431.3490473,,1779642770.7450914,,3740
3.3371148109436035,,336,,3230.0,432.2363423,,1779642771.6325994,,3740
3.3240904808044434,,337,,3240.0,433.1265425,,1779642772.5222929,,3740
,0.00035475231739709885,338,,3250.0,445.0325785,3.362766742706299,1779642784.4287019,3.316009759902954,3740
3.3174514770507812,,339,,3250.0,445.1259547,,1779642784.5222085,,3740
3.319915771484375,,340,,3260.0,446.025023,,1779642785.4212806,,3740
3.3180084228515625,,341,,3270.0,446.915561,,1779642786.311816,,3740
3.323470115661621,,342,,3280.0,447.8151391,,1779642787.2104845,,3740
3.2864742279052734,,343,,3290.0,448.7018524,,1779642788.0972428,,3740
3.326864719390869,,344,,3300.0,449.5880101,,1779642788.9842298,,3740
3.3125200271606445,,345,,3310.0,450.4770724,,1779642789.8733273,,3740
3.2795262336730957,,346,,3320.0,451.3641931,,1779642790.7604458,,3740
3.3085079193115234,,347,,3330.0,452.24982,,1779642791.6465814,,3740
3.283653736114502,,348,,3340.0,453.1420006,,1779642792.5382547,,3740
3.303114414215088,,349,,3350.0,454.0376085,,1779642793.433864,,3740
3.3366589546203613,,350,,3360.0,454.9248949,,1779642794.3211462,,3740
3.3059630393981934,,351,,3370.0,455.8177543,,1779642795.213974,,3740
3.28690767288208,,352,,3380.0,456.7093359,,1779642796.1055923,,3740
3.318136215209961,,353,,3390.0,457.5882871,,1779642796.9845402,,3740
3.2837395668029785,,354,,3400.0,458.4820283,,1779642797.8775475,,3740
3.3324122428894043,,355,,3410.0,459.371324,,1779642798.7675805,,3740
3.313920497894287,,356,,3420.0,460.2667557,,1779642799.6626916,,3740
3.3247337341308594,,357,,3430.0,461.1653178,,1779642800.5613358,,3740
3.330113410949707,,358,,3440.0,462.054339,,1779642801.4505928,,3740
3.2998900413513184,,359,,3450.0,462.940696,,1779642802.3374577,,3740
3.286428451538086,,360,,3460.0,463.8267757,,1779642803.222937,,3740
3.3201422691345215,,361,,3470.0,464.7143278,,1779642804.1105845,,3740
3.2984542846679688,,362,,3480.0,465.6131035,,1779642805.0090663,,3740
3.297178268432617,,363,,3490.0,466.5066063,,1779642805.902598,,3740
,0.0002925475029450237,364,,3500.0,478.4322129,3.3599178791046143,1779642817.8279777,3.3199164867401123,3740
3.2998147010803223,,365,,3500.0,478.5231895,,1779642817.9189992,,3740
3.29779052734375,,366,,3510.0,479.4100818,,1779642818.8063362,,3740
3.2948923110961914,,367,,3520.0,480.2990777,,1779642819.6953218,,3740
3.307432174682617,,368,,3530.0,481.1837109,,1779642820.5797963,,3740
