Sample Generation,train/step_loss,lr,iter,val/loss,_step,_runtime,_timestamp,train/loss,seed
,1.5566303730010986,,370.0,,39,112.2886005,1779621083.8098507,,3242
,1.5507267713546753,,380.0,,40,113.9693613,1779621085.4906108,,3242
,1.5522059202194214,,390.0,,41,115.6172626,1779621087.1385148,,3242
,1.5549683570861816,,400.0,,42,117.2672552,1779621088.7882648,,3242
,1.5192936658859253,,410.0,,43,118.9147027,1779621090.4359522,,3242
,1.500507116317749,,420.0,,44,120.625062,1779621092.1461987,,3242
,1.5396511554718018,,430.0,,45,122.305106,1779621093.826152,,3242
,1.5100595951080322,,440.0,,46,123.9160329,1779621095.4372811,,3242
,1.511592149734497,,450.0,,47,125.5653096,1779621097.0859113,,3242
,1.470696210861206,,460.0,,48,127.2546142,1779621098.775864,,3242
,1.468455195426941,,470.0,,49,128.8905508,1779621100.4115603,,3242
,1.460358738899231,,480.0,,50,130.5118566,1779621102.032123,,3242
,1.4790805578231812,,490.0,,51,132.1190479,1779621103.639753,,3242
,,0.0009852826883675631,500.0,1.6098252534866333,52,157.1599744,1779621128.6811,1.3846641778945923,3242
,1.4678915739059448,,500.0,,53,157.3399737,1779621128.8609781,,3242
,1.4690521955490112,,510.0,,54,159.1277201,1779621130.6489692,,3242
,1.4724041223526,,520.0,,55,160.8067083,1779621132.3278177,,3242
,1.4243346452713013,,530.0,,56,162.5726627,1779621134.0939152,,3242
,1.4582213163375854,,540.0,,57,164.2553714,1779621135.776111,,3242
,1.4578441381454468,,550.0,,58,166.0011835,1779621137.522352,,3242
,1.4329718351364136,,560.0,,59,167.6343597,1779621139.1553905,,3242
,1.4130123853683472,,570.0,,60,169.2869465,1779621140.8072784,,3242
,1.426688551902771,,580.0,,61,170.9157885,1779621142.4370382,,3242
,1.4194393157958984,,590.0,,62,172.571882,1779621144.092651,,3242
,1.4029896259307861,,600.0,,63,174.2489522,1779621145.7686079,,3242
,1.3810017108917236,,610.0,,64,175.9517757,1779621147.4725893,,3242
,1.401261568069458,,620.0,,65,177.6357968,1779621149.156846,,3242
,1.4201244115829468,,630.0,,66,179.3328581,1779621150.853745,,3242
,1.3822309970855713,,640.0,,67,180.9857507,1779621152.5058265,,3242
,1.3849434852600098,,650.0,,68,182.6498852,1779621154.1711342,,3242
,1.3789304494857788,,660.0,,69,184.3110319,1779621155.8311913,,3242
,1.37470543384552,,670.0,,70,185.9414932,1779621157.4627428,,3242
,1.4143836498260498,,680.0,,71,187.587936,1779621159.1089761,,3242
,1.3430280685424805,,690.0,,72,189.201427,1779621160.7224584,,3242
,1.3793907165527344,,700.0,,73,190.8064496,1779621162.327699,,3242
,1.378775715827942,,710.0,,74,192.39639,1779621163.9176044,,3242
,1.3365148305892944,,720.0,,75,193.9841162,1779621165.5043688,,3242
,1.3490744829177856,,730.0,,76,195.5537985,1779621167.0744004,,3242
,1.369930386543274,,740.0,,77,197.1302033,1779621168.6505265,,3242
,,0.0009614856803571157,750.0,1.5460246801376343,78,221.5482742,1779621193.0685196,1.276382327079773,3242
,1.3357471227645874,,750.0,,79,221.7197047,1779621193.2407377,,3242
,1.3566797971725464,,760.0,,80,223.3183166,1779621194.8389559,,3242
,1.3674144744873047,,770.0,,81,224.9340084,1779621196.4552586,,3242
,1.3565118312835693,,780.0,,82,226.6273477,1779621198.1480095,,3242
,1.352139949798584,,790.0,,83,228.257833,1779621199.7790833,,3242
,1.3551868200302124,,800.0,,84,229.9047433,1779621201.4259927,,3242
,1.3597488403320312,,810.0,,85,231.5198604,1779621203.0410678,,3242
,1.2934612035751343,,820.0,,86,233.159508,1779621204.6795127,,3242
,1.3580092191696167,,830.0,,87,234.7799712,1779621206.3012214,,3242
,1.320581078529358,,840.0,,88,236.450691,1779621207.9716213,,3242
,1.2949355840682983,,850.0,,89,238.1235734,1779621209.6440501,,3242
,1.3414734601974487,,860.0,,90,239.7623444,1779621211.2835543,,3242
,1.286423683166504,,870.0,,91,241.3795531,1779621212.900037,,3242
,1.3287792205810547,,880.0,,92,243.0174919,1779621214.5387442,,3242
,1.3181287050247192,,890.0,,93,244.6711541,1779621216.192281,,3242
,1.2937535047531128,,900.0,,94,246.311494,1779621217.8327453,,3242
,1.3288867473602295,,910.0,,95,247.9740533,1779621219.495303,,3242
,1.2971978187561035,,920.0,,96,249.6314221,1779621221.1526706,,3242
,1.279598593711853,,930.0,,97,251.3039413,1779621222.8251915,,3242
,1.2995284795761108,,940.0,,98,253.0090184,1779621224.530063,,3242
,1.300342082977295,,950.0,,99,254.7080834,1779621226.229432,,3242
,1.3073996305465698,,960.0,,100,256.3449602,1779621227.866717,,3242
,1.308714509010315,,970.0,,101,257.9874889,1779621229.5080612,,3242
,1.2738817930221558,,980.0,,102,259.612025,1779621231.1332495,,3242
,1.2963284254074097,,990.0,,103,261.226626,1779621232.7465618,,3242
,,0.0009271396472013282,1000.0,1.5038464069366455,104,285.8056578,1779621257.3263166,1.2002524137496948,3242
,1.3037947416305542,,1000.0,,105,285.9754869,1779621257.4966319,,3242
,1.274657130241394,,1010.0,,106,287.6015168,1779621259.1226597,,3242
,1.2978063821792603,,1020.0,,107,289.2247799,1779621260.74603,,3242
,1.289845585823059,,1030.0,,108,290.8462984,1779621262.3675501,,3242
,1.2757891416549683,,1040.0,,109,292.4585984,1779621263.9798026,,3242
,1.304969072341919,,1050.0,,110,294.0627191,1779621265.5833077,,3242
,1.269200086593628,,1060.0,,111,295.7159761,1779621267.2371767,,3242
,1.2560919523239136,,1070.0,,112,297.3915376,1779621268.9119852,,3242
,1.2695451974868774,,1080.0,,113,299.0767931,1779621270.5974286,,3242
,1.2526473999023438,,1090.0,,114,300.7680206,1779621272.2892718,,3242
,1.2298431396484375,,1100.0,,115,302.4386548,1779621273.9590654,,3242
,1.2518858909606934,,1110.0,,116,304.1049858,1779621275.625921,,3242
,1.2898025512695312,,1120.0,,117,305.785588,1779621277.3068357,,3242
,1.2771731615066528,,1130.0,,118,307.4618433,1779621278.9830937,,3242
,1.231572151184082,,1140.0,,119,309.1959358,1779621280.7166772,,3242
,1.2307374477386475,,1150.0,,120,310.8641095,1779621282.3850777,,3242
,1.2543792724609375,,1160.0,,121,312.466637,1779621283.9878862,,3242
,1.238041639328003,,1170.0,,122,314.0668546,1779621285.5880842,,3242
,1.2631542682647705,,1180.0,,123,315.6637916,1779621287.1847844,,3242
,1.220778465270996,,1190.0,,124,317.3446961,1779621288.8653922,,3242
,1.2188763618469238,,1200.0,,125,319.0001255,1779621290.5213757,,3242
,1.2258154153823853,,1210.0,,126,320.6406164,1779621292.1608791,,3242
,1.2340894937515259,,1220.0,,127,322.2833066,1779621293.8037345,,3242
,1.2823997735977173,,1230.0,,128,323.8857033,1779621295.4068642,,3242
,1.2450196743011475,,1240.0,,129,325.5020203,1779621297.023201,,3242
,,0.000883125098683892,1250.0,1.4859100580215454,130,350.2452618,1779621321.765816,1.139662265777588,3242
,1.242514729499817,,1250.0,,131,350.4149507,1779621321.9360116,,3242
,1.2226033210754395,,1260.0,,132,352.0873791,1779621323.6086264,,3242
,1.2042362689971924,,1270.0,,133,353.7429061,1779621325.2641578,,3242
,1.2449778318405151,,1280.0,,134,355.3749782,1779621326.896228,,3242
,1.1859080791473389,,1290.0,,135,356.9908179,1779621328.5114949,,3242
,1.206488013267517,,1300.0,,136,358.6195938,1779621330.140782,,3242
,1.2147856950759888,,1310.0,,137,360.2854106,1779621331.8066602,,3242
,1.2252219915390015,,1320.0,,138,361.9598473,1779621333.4810984,,3242
,1.214287281036377,,1330.0,,139,363.6317062,1779621335.1529572,,3242
,1.1847400665283203,,1340.0,,140,365.3312942,1779621336.8510826,,3242
,1.2036057710647583,,1350.0,,141,367.0123588,1779621338.5330327,,3242
,1.2169283628463745,,1360.0,,142,368.6897676,1779621340.2109568,,3242
,1.233076810836792,,1370.0,,143,370.3829649,1779621341.9041853,,3242
,1.191917896270752,,1380.0,,144,372.0533105,1779621343.5745623,,3242
,1.216905117034912,,1390.0,,145,373.7097991,1779621345.2310464,,3242
,1.1846034526824951,,1400.0,,146,375.3629883,1779621346.8841565,,3242
,1.1953319311141968,,1410.0,,147,376.9909894,1779621348.512238,,3242
,1.2031198740005493,,1420.0,,148,378.5842991,1779621350.1055505,,3242
,1.1933245658874512,,1430.0,,149,380.2293885,1779621351.750511,,3242
,1.2033298015594482,,1440.0,,150,381.8609086,1779621353.3814306,,3242
,1.1872385740280151,,1450.0,,151,383.462889,1779621354.9834583,,3242
,1.1952621936798096,,1460.0,,152,385.0965314,1779621356.6171634,,3242
,1.1856012344360352,,1470.0,,153,386.7231434,1779621358.2441666,,3242
,1.1773896217346191,,1480.0,,154,388.3425798,1779621359.8631635,,3242
,1.1523234844207764,,1490.0,,155,389.9902791,1779621361.5115225,,3242
,,0.0008305704108364302,1500.0,1.4965884685516357,156,414.6786718,1779621386.1989138,1.0897213220596313,3242
,1.1844030618667603,,1500.0,,157,414.8542691,1779621386.3753407,,3242
,1.167356014251709,,1510.0,,158,416.5909741,1779621388.1118352,,3242
,1.2086591720581055,,1520.0,,159,418.3548743,1779621389.8756783,,3242
,1.2047520875930786,,1530.0,,160,420.0575722,1779621391.5787976,,3242
,1.1797984838485718,,1540.0,,161,421.8006258,1779621393.3218782,,3242
,1.1449940204620361,,1550.0,,162,423.5290904,1779621395.050341,,3242
,1.1584599018096924,,1560.0,,163,425.1866045,1779621396.7078345,,3242
,1.1659724712371826,,1570.0,,164,426.8268541,1779621398.3480968,,3242
,1.156082034111023,,1580.0,,165,428.483109,1779621400.0032375,,3242
,1.1615639925003052,,1590.0,,166,430.1576546,1779621401.678905,,3242
,1.1819134950637817,,1600.0,,167,431.9018294,1779621403.42308,,3242
,1.1926827430725098,,1610.0,,168,433.6038575,1779621405.125106,,3242
,1.1750524044036865,,1620.0,,169,435.333162,1779621406.8539255,,3242
,1.183980941772461,,1630.0,,170,437.0148602,1779621408.5354748,,3242
,1.1791608333587646,,1640.0,,171,438.755286,1779621410.2765365,,3242
,1.158063292503357,,1650.0,,172,440.5487863,1779621412.0691857,,3242
,1.139346718788147,,1660.0,,173,442.2733097,1779621413.7943568,,3242
,1.1879689693450928,,1670.0,,174,443.9671773,1779621415.4874692,,3242
,1.1395525932312012,,1680.0,,175,445.6758307,1779621417.1970408,,3242
,1.1460684537887573,,1690.0,,176,447.3190336,1779621418.8402843,,3242
,1.1445282697677612,,1700.0,,177,448.9878321,1779621420.5089333,,3242
,1.1480841636657715,,1710.0,,178,450.6513846,1779621422.1721437,,3242
,1.1908589601516724,,1720.0,,179,452.3624092,1779621423.88292,,3242
,1.1404485702514648,,1730.0,,180,454.0706954,1779621425.5918336,,3242
,1.1077803373336792,,1740.0,,181,455.7831305,1779621427.303832,,3242
,,0.0007708228984017721,1750.0,1.4954637289047241,182,480.9555261,1779621452.4754207,1.0382822751998901,3242
,1.1313560009002686,,1750.0,,183,481.1278859,1779621452.6491354,,3242
,1.1356254816055298,,1760.0,,184,482.8229505,1779621454.3433,,3242
,1.1216511726379395,,1770.0,,185,484.4738444,1779621455.9950824,,3242
,1.1200335025787354,,1780.0,,186,486.1471942,1779621457.668444,,3242
,1.1512317657470703,,1790.0,,187,487.8159539,1779621459.3364625,,3242
,1.1139910221099854,,1800.0,,188,489.4703415,1779621460.9911184,,3242
,1.1253559589385986,,1810.0,,189,491.1595577,1779621462.6808083,,3242
,1.1260919570922852,,1820.0,,190,492.816548,1779621464.3375318,,3242
,1.1494824886322021,,1830.0,,191,494.4819422,1779621466.0031898,,3242
,1.1064581871032715,,1840.0,,192,496.2018774,1779621467.723129,,3242
,1.1282228231430054,,1850.0,,193,497.855672,1779621469.376922,,3242
,1.1536798477172852,,1860.0,,194,499.5374634,1779621471.0587125,,3242
,1.1308523416519165,,1870.0,,195,501.2162474,1779621472.7374978,,3242
,1.110651969909668,,1880.0,,196,502.906304,1779621474.4275098,,3242
,1.1116100549697876,,1890.0,,197,504.5578289,1779621476.0785422,,3242
,1.1037323474884033,,1900.0,,198,506.2102463,1779621477.7309334,,3242
,1.1539241075515747,,1910.0,,199,507.8890279,1779621479.4102771,,3242
,1.1029961109161377,,1920.0,,200,509.5519377,1779621481.07301,,3242
,1.0963680744171143,,1930.0,,201,511.2182582,1779621482.7395082,,3242
,1.1255378723144531,,1940.0,,202,512.882818,1779621484.404069,,3242
,1.1242539882659912,,1950.0,,203,514.5536401,1779621486.0748906,,3242
,1.092282772064209,,1960.0,,204,516.257014,1779621487.7773943,,3242
,1.1117511987686157,,1970.0,,205,517.9257783,1779621489.4464605,,3242
,1.0873106718063354,,1980.0,,206,519.6141943,1779621491.1354463,,3242
,1.095592975616455,,1990.0,,207,521.3088703,1779621492.8290849,,3242
,,0.0007054142744895884,2000.0,1.5070818662643433,208,546.7776126,1779621518.2979004,0.986612856388092,3242
,1.118884801864624,,2000.0,,209,546.9533491,1779621518.474595,,3242
,1.1104960441589355,,2010.0,,210,548.6108149,1779621520.1315148,,3242
,1.117358684539795,,2020.0,,211,550.2887551,1779621521.809518,,3242
,1.0977338552474976,,2030.0,,212,551.9940224,1779621523.5152733,,3242
,1.0867788791656494,,2040.0,,213,553.6986159,1779621525.219573,,3242
,1.0867791175842285,,2050.0,,214,555.3801562,1779621526.9011536,,3242
,1.0929200649261475,,2060.0,,215,557.0551944,1779621528.5762627,,3242
,1.1083922386169434,,2070.0,,216,558.7354217,1779621530.2563791,,3242
,1.0638090372085571,,2080.0,,217,560.4356167,1779621531.9573736,,3242
,1.0926953554153442,,2090.0,,218,562.1450532,1779621533.6649635,,3242
,1.0689276456832886,,2100.0,,219,563.8463022,1779621535.367553,,3242
,1.0938498973846436,,2110.0,,220,565.5860433,1779621537.1072574,,3242
,1.0785361528396606,,2120.0,,221,567.2916798,1779621538.812562,,3242
,1.0749571323394775,,2130.0,,222,568.9140478,1779621540.4344034,,3242
,1.0609768629074097,,2140.0,,223,570.5021856,1779621542.0234363,,3242
,1.0801222324371338,,2150.0,,224,572.0901851,1779621543.6114352,,3242
,1.0799992084503174,,2160.0,,225,573.735008,1779621545.2561357,,3242
,1.0701149702072144,,2170.0,,226,575.466684,1779621546.9879322,,3242
,1.0533910989761353,,2180.0,,227,577.1534187,1779621548.6738937,,3242
,1.065423846244812,,2190.0,,228,578.8341461,1779621550.3553967,,3242
,1.0681039094924927,,2200.0,,229,580.5628127,1779621552.0833378,,3242
,1.0620408058166504,,2210.0,,230,582.2578141,1779621553.778515,,3242
,1.0541056394577026,,2220.0,,231,583.9524388,1779621555.473662,,3242
,1.0291489362716675,,2230.0,,232,585.6110742,1779621557.131637,,3242
,1.0422608852386475,,2240.0,,233,587.2555987,1779621558.7768505,,3242
,,0.0006360213829156177,2250.0,1.5245379209518433,234,611.9160466,1779621583.4368718,0.933540940284729,3242
,1.0531424283981323,,2250.0,,235,612.0792458,1779621583.600495,,3242
,1.0402344465255737,,2260.0,,236,613.6769121,1779621585.1981628,,3242
,1.0810366868972778,,2270.0,,237,615.258269,1779621586.779404,,3242
,1.03956937789917,,2280.0,,238,616.8339622,1779621588.3548863,,3242
,1.0315335988998413,,2290.0,,239,618.4130575,1779621589.9342422,,3242
,1.0365421772003174,,2300.0,,240,619.9927104,1779621591.5133805,,3242
,1.051828145980835,,2310.0,,241,621.578698,1779621593.09933,,3242
,1.0038189888000488,,2320.0,,242,623.1604317,1779621594.68135,,3242
,1.05424165725708,,2330.0,,243,624.744845,1779621596.2651787,,3242
,1.0691713094711304,,2340.0,,244,626.3278487,1779621597.8489733,,3242
,1.059217095375061,,2350.0,,245,627.9286952,1779621599.4493244,,3242
,1.0620012283325195,,2360.0,,246,629.5652236,1779621601.0864732,,3242
,1.0209156274795532,,2370.0,,247,631.1842591,1779621602.7054787,,3242
,1.0429404973983765,,2380.0,,248,632.8086665,1779621604.3294585,,3242
,1.0196783542633057,,2390.0,,249,634.4024183,1779621605.9235125,,3242
,1.0221877098083496,,2400.0,,250,635.9701401,1779621607.4913876,,3242
,1.0181550979614258,,2410.0,,251,637.5442107,1779621609.0650787,,3242
,1.02439284324646,,2420.0,,252,639.11805,1779621610.6392999,,3242
,1.0463080406188965,,2430.0,,253,640.6881289,1779621612.2092927,,3242
,1.0298696756362915,,2440.0,,254,642.2590765,1779621613.7803278,,3242
,1.0132993459701538,,2450.0,,255,643.8309738,1779621615.351811,,3242
,1.0265231132507324,,2460.0,,256,645.4080248,1779621616.92855,,3242
,1.031622290611267,,2470.0,,257,646.9733268,1779621618.4945502,,3242
,1.0102667808532715,,2480.0,,258,648.5403821,1779621620.0614777,,3242
,1.0092718601226807,,2490.0,,259,650.140566,1779621621.6618166,,3242
,,0.000564423209907245,2500.0,1.5591208934783936,260,673.8229177,1779621645.3437095,0.8831301927566528,3242
,1.0293101072311401,,2500.0,,261,673.9829891,1779621645.5032642,,3242
,0.9999281167984009,,2510.0,,262,675.5459319,1779621647.066615,,3242
,1.0275717973709106,,2520.0,,263,677.1149578,1779621648.6359463,,3242
,1.0139003992080688,,2530.0,,264,678.6800512,1779621650.2011986,,3242
,1.020793080329895,,2540.0,,265,680.2433739,1779621651.7641025,,3242
,1.0328058004379272,,2550.0,,266,681.8100243,1779621653.3312616,,3242
,1.0347481966018677,,2560.0,,267,683.3750977,1779621654.8963482,,3242
,1.0290974378585815,,2570.0,,268,684.9429788,1779621656.4630942,,3242
,1.0143325328826904,,2580.0,,269,686.5094999,1779621658.030682,,3242
,1.006698489189148,,2590.0,,270,688.072973,1779621659.594118,,3242
,0.9986431002616882,,2600.0,,271,689.6413612,1779621661.1621542,,3242
,1.00466787815094,,2610.0,,272,691.2016147,1779621662.7228668,,3242
,1.0171600580215454,,2620.0,,273,692.7672724,1779621664.2885005,,3242
,0.9726108908653259,,2630.0,,274,694.3298218,1779621665.8509064,,3242
,1.0131597518920898,,2640.0,,275,695.8953926,1779621667.4166417,,3242
,0.990467369556427,,2650.0,,276,697.4597277,1779621668.9803355,,3242
,1.0051294565200806,,2660.0,,277,699.0205998,1779621670.5418496,,3242
,0.9741800427436829,,2670.0,,278,700.5832407,1779621672.103508,,3242
,1.0005875825881958,,2680.0,,279,702.1462263,1779621673.6674175,,3242
,0.9918909072875977,,2690.0,,280,703.7121396,1779621675.2331347,,3242
,0.9888770580291748,,2700.0,,281,705.2755651,1779621676.7968023,,3242
,0.9777567386627197,,2710.0,,282,706.844479,1779621678.3651655,,3242
,0.9908192753791809,,2720.0,,283,708.4144949,1779621679.935028,,3242
,0.9763626456260681,,2730.0,,284,709.9782497,1779621681.4994986,,3242
,0.9721894264221191,,2740.0,,285,711.5402969,1779621683.0615478,,3242
,,0.0004924552772419723,2750.0,1.5791490077972412,286,735.5251597,1779621707.0458648,0.8299908638000488,3242
,1.005814790725708,,2750.0,,287,735.6878393,1779621707.2090893,,3242
,0.9976826906204224,,2760.0,,288,737.3684374,1779621708.8896365,,3242
,1.0098243951797485,,2770.0,,289,739.0519946,1779621710.5727086,,3242
,0.9758889675140381,,2780.0,,290,740.6827845,1779621712.2040005,,3242
,0.9782270193099976,,2790.0,,291,742.3317972,1779621713.8529828,,3242
,0.968208372592926,,2800.0,,292,744.0141587,1779621715.5354111,,3242
,0.9647122621536255,,2810.0,,293,745.711306,1779621717.2325473,,3242
,0.9608381986618042,,2820.0,,294,747.4182516,1779621718.939502,,3242
,0.979557991027832,,2830.0,,295,749.1153687,1779621720.6371257,,3242
,0.9520072340965271,,2840.0,,296,750.8057338,1779621722.3269842,,3242
,0.9528864026069641,,2850.0,,297,752.5472213,1779621724.0684724,,3242
,0.9885878562927246,,2860.0,,298,754.2563761,1779621725.7774003,,3242
,0.9634720087051392,,2870.0,,299,755.9560181,1779621727.4772701,,3242
,0.9907386302947998,,2880.0,,300,757.6334967,1779621729.1552536,,3242
,0.9516992568969727,,2890.0,,301,759.2992289,1779621730.8197045,,3242
,0.9686002135276794,,2900.0,,302,760.961413,1779621732.482712,,3242
,0.9610029458999634,,2910.0,,303,762.6274014,1779621734.1484606,,3242
,0.9903863072395325,,2920.0,,304,764.2779485,1779621735.7997055,,3242
,0.9433128237724304,,2930.0,,305,765.9453313,1779621737.466356,,3242
,0.9455917477607727,,2940.0,,306,767.6075577,1779621739.1288097,,3242
,0.9487675428390503,,2950.0,,307,769.2802377,1779621740.801489,,3242
,0.9390293955802917,,2960.0,,308,770.9689236,1779621742.4901485,,3242
,0.9516913890838623,,2970.0,,309,772.6408852,1779621744.1620417,,3242
,0.9634913206100464,,2980.0,,310,774.3110895,1779621745.8322816,,3242
,0.9475396871566772,,2990.0,,311,775.9851302,1779621747.5063815,,3242
,,0.0004219625860160354,3000.0,1.6160184144973755,312,800.6370997,1779621772.15788,0.7820684313774109,3242
,0.9559239745140076,,3000.0,,313,800.8128261,1779621772.3340771,,3242
,0.9459695816040039,,3010.0,,314,802.5145559,1779621774.0355666,,3242
,0.9232997298240662,,3020.0,,315,804.2327536,1779621775.7540016,,3242
,0.9326900243759155,,3030.0,,316,805.9593584,1779621777.4804792,,3242
,0.9273355007171631,,3040.0,,317,807.6600175,1779621779.1812694,,3242
,0.9740657210350037,,3050.0,,318,809.3852499,1779621780.9065015,,3242
,0.9491422176361084,,3060.0,,319,811.0440866,1779621782.5653374,,3242
,0.9275279641151428,,3070.0,,320,812.6777592,1779621784.198438,,3242
,0.9589737057685852,,3080.0,,321,814.3461601,1779621785.8674107,,3242
,0.9441641569137573,,3090.0,,322,816.0195237,1779621787.5401814,,3242
,0.9260622262954712,,3100.0,,323,817.6065595,1779621789.1273477,,3242
,0.9344745874404907,,3110.0,,324,819.2232458,1779621790.7444956,,3242
,0.9460488557815552,,3120.0,,325,820.8137828,1779621792.3350332,,3242
,0.9249286651611328,,3130.0,,326,822.4371933,1779621793.9584444,,3242
,0.9472735524177551,,3140.0,,327,824.0801551,1779621795.6006844,,3242
,0.9204658269882202,,3150.0,,328,825.8438389,1779621797.3648539,,3242
,0.9241136908531189,,3160.0,,329,827.4806956,1779621799.0019464,,3242
,0.9412537813186646,,3170.0,,330,829.0427639,1779621800.5639477,,3242
,0.9245703816413879,,3180.0,,331,830.6404413,1779621802.1616948,,3242
,0.9140459299087524,,3190.0,,332,832.2698945,1779621803.791092,,3242
,0.9184226393699646,,3200.0,,333,833.8500147,1779621805.3712664,,3242
,0.8914867639541626,,3210.0,,334,835.4420394,1779621806.9626496,,3242
,0.9062095284461975,,3220.0,,335,837.1141507,1779621808.6353378,,3242
,0.9234985709190369,,3230.0,,336,838.7116538,1779621810.231906,,3242
,0.9077115654945374,,3240.0,,337,840.2699904,1779621811.7903724,,3242
,,0.00035475231739709885,3250.0,1.6590406894683838,338,863.9976148,1779621835.5173368,0.7359769344329834,3242
,0.9176486730575562,,3250.0,,339,864.1588406,1779621835.6798549,,3242
,0.9024407267570496,,3260.0,,340,865.7167734,1779621837.2378933,,3242
,0.9057629108428955,,3270.0,,341,867.2743263,1779621838.795577,,3242
,0.8909748196601868,,3280.0,,342,868.8682819,1779621840.3895037,,3242
,0.9125567674636841,,3290.0,,343,870.5346021,1779621842.055854,,3242
,0.9320011138916016,,3300.0,,344,872.1452122,1779621843.6664643,,3242
,0.939535915851593,,3310.0,,345,873.7139938,1779621845.2351358,,3242
,0.9078409671783447,,3320.0,,346,875.2775503,1779621846.7988017,,3242
,0.9323450326919556,,3330.0,,347,876.8399579,1779621848.3601658,,3242
,0.890945315361023,,3340.0,,348,878.4116006,1779621849.9326231,,3242
,0.9094600677490234,,3350.0,,349,879.978873,1779621851.4999747,,3242
,0.9023532271385193,,3360.0,,350,881.6429238,1779621853.1634517,,3242
,0.9424488544464111,,3370.0,,351,883.2714036,1779621854.792627,,3242
,0.8858434557914734,,3380.0,,352,884.8532517,1779621856.374319,,3242
,0.9296300411224365,,3390.0,,353,886.4273546,1779621857.9486036,,3242
,0.9156106114387512,,3400.0,,354,887.9966737,1779621859.5172606,,3242
,0.882748544216156,,3410.0,,355,889.556834,1779621861.078088,,3242
,0.8982717990875244,,3420.0,,356,891.1126195,1779621862.6333158,,3242
,0.889563262462616,,3430.0,,357,892.658189,1779621864.1793025,,3242
,0.8720507621765137,,3440.0,,358,894.1958982,1779621865.715986,,3242
,0.8685470223426819,,3450.0,,359,895.735907,1779621867.2569447,,3242
,0.8725062012672424,,3460.0,,360,897.2778932,1779621868.7991407,,3242
,0.8810624480247498,,3470.0,,361,898.8176768,1779621870.3383975,,3242
,0.8915841579437256,,3480.0,,362,900.3484125,1779621871.869658,,3242
,0.8858439326286316,,3490.0,,363,901.8795945,1779621873.4001567,,3242
,,0.0002925475029450237,3500.0,1.667503833770752,364,924.7687629,1779621896.2897732,0.6931430101394653,3242
,0.8784166574478149,,3500.0,,365,924.9251626,1779621896.4464138,,3242
,0.8749404549598694,,3510.0,,366,926.4518683,1779621897.972935,,3242
