_step,Sample Generation,train/step_loss,iter,val/loss,_timestamp,lr,_runtime,train/loss,seed
367,,1.0095438957214355,3520.0,,1779626443.5104585,,483.477494,,3242
368,,0.9890161156654358,3530.0,,1779626444.3604624,,484.3273678,,3242
369,,0.9935697317123413,3540.0,,1779626445.2067194,,485.1739147,,3242
370,,0.9978231191635132,3550.0,,1779626446.0740764,,486.0412935,,3242
371,,1.007024884223938,3560.0,,1779626446.9220552,,486.8895847,,3242
372,,0.976131021976471,3570.0,,1779626447.779279,,487.7471165,,3242
373,,1.0008033514022827,3580.0,,1779626448.6285822,,488.5957773,,3242
374,,1.0010087490081787,3590.0,,1779626449.4773347,,489.4442355,,3242
375,,1.0066218376159668,3600.0,,1779626450.322748,,490.2896856,,3242
376,,0.9736097455024719,3610.0,,1779626451.1805384,,491.1474414,,3242
377,,1.0110658407211304,3620.0,,1779626452.0292604,,491.9970845,,3242
378,,0.985789954662323,3630.0,,1779626452.8752215,,492.8427371,,3242
379,,0.990985095500946,3640.0,,1779626453.7224455,,493.6897453,,3242
380,,0.9978498220443726,3650.0,,1779626454.5774155,,494.5448524,,3242
381,,0.9698004126548767,3660.0,,1779626455.4283953,,495.3958206,,3242
382,,0.98537278175354,3670.0,,1779626456.2773414,,496.2443681,,3242
383,,0.9818691611289978,3680.0,,1779626457.1253014,,497.0927413,,3242
384,,0.9780507683753967,3690.0,,1779626457.9719563,,497.9388597,,3242
385,,0.95656818151474,3700.0,,1779626458.8261387,,498.7940259,,3242
386,,0.9676871299743652,3710.0,,1779626459.6744418,,499.6413468,,3242
387,,0.9604619145393372,3720.0,,1779626460.5244834,,500.4919499,,3242
388,,1.0067188739776611,3730.0,,1779626461.3773172,,501.3451774,,3242
389,,0.9691900014877319,3740.0,,1779626462.2260191,,502.1936566,,3242
390,,,3750.0,1.5380685329437256,1779626474.32061,0.00023694285222843113,514.2878075,0.8412766456604004,3242
391,,0.9841078519821167,3750.0,,1779626474.409682,,514.3765847,,3242
392,,0.9513024687767029,3760.0,,1779626475.262334,,515.2302063,,3242
393,,0.9386002421379089,3770.0,,1779626476.1140351,,516.081659,,3242
394,,0.9562933444976807,3780.0,,1779626476.963429,,516.9303319,,3242
395,,0.9494134783744812,3790.0,,1779626477.8072987,,517.7742326,,3242
396,,0.9854891896247864,3800.0,,1779626478.6601238,,518.6275735,,3242
397,,0.9768344759941101,3810.0,,1779626479.5042226,,519.4716393,,3242
398,,0.9749104380607605,3820.0,,1779626480.349843,,520.3167481,,3242
399,,0.9368008971214294,3830.0,,1779626481.2138734,,521.1810235,,3242
400,,0.9612484574317932,3840.0,,1779626482.0618918,,522.0290818,,3242
401,,0.9564957022666931,3850.0,,1779626482.9119856,,522.8788873,,3242
402,,0.9556635618209839,3860.0,,1779626483.7539222,,523.7209373,,3242
403,,0.9679111242294312,3870.0,,1779626484.6192493,,524.5861783,,3242
404,,0.9284405708312988,3880.0,,1779626485.4652112,,525.4321147,,3242
405,,0.9336135387420654,3890.0,,1779626486.3169582,,526.2838625,,3242
406,,0.9774020314216614,3900.0,,1779626487.1648448,,527.132456,,3242
407,,0.9703511595726013,3910.0,,1779626488.009671,,527.9765761,,3242
408,,0.9672797918319702,3920.0,,1779626488.8604176,,528.8276612,,3242
409,,0.9449442028999329,3930.0,,1779626489.7132168,,529.6804146,,3242
410,,0.9331177473068237,3940.0,,1779626490.5599039,,530.5274342,,3242
411,,0.9485442638397217,3950.0,,1779626491.406716,,531.3744588,,3242
412,,0.9635884761810303,3960.0,,1779626492.2688508,,532.2363064,,3242
413,,0.9428707361221313,3970.0,,1779626493.1222785,,533.0898916,,3242
414,,0.9381822347640991,3980.0,,1779626493.9743507,,533.9412533,,3242
415,,0.927424430847168,3990.0,,1779626494.8240983,,534.7911296,,3242
416,,,4000.0,1.5483808517456055,1779626507.0359159,0.00018936387015941957,547.0036433,0.8149594664573669,3242
417,,0.976150631904602,4000.0,,1779626507.1256614,,547.0933061,,3242
418,,0.9462913274765015,4010.0,,1779626507.9721541,,547.9399819,,3242
419,,0.9392004013061523,4020.0,,1779626508.8174715,,548.7843754,,3242
420,,0.9332015514373779,4030.0,,1779626509.6714442,,549.6383976,,3242
421,,0.9664063453674316,4040.0,,1779626510.5226207,,550.4895254,,3242
422,,0.9733016490936279,4050.0,,1779626511.3731532,,551.3412701,,3242
423,,0.9516825675964355,4060.0,,1779626512.2186067,,552.1855377,,3242
424,,0.9626908302307129,4070.0,,1779626513.0669298,,553.0338831,,3242
425,,0.9230902194976807,4080.0,,1779626513.9211526,,553.8885833,,3242
426,,0.9640459418296814,4090.0,,1779626514.774574,,554.7414763,,3242
427,,0.9444998502731323,4100.0,,1779626515.6272779,,555.5948493,,3242
428,,0.9407761693000793,4110.0,,1779626516.475672,,556.442941,,3242
429,,0.944912314414978,4120.0,,1779626517.331865,,557.2994368,,3242
430,,0.9275302290916443,4130.0,,1779626518.1816955,,558.1491465,,3242
431,,0.970589280128479,4140.0,,1779626519.0362768,,559.0032827,,3242
432,,0.9303103089332581,4150.0,,1779626519.8858016,,559.8527063,,3242
433,,0.9413448572158813,4160.0,,1779626520.7332242,,560.7009873,,3242
434,,0.9555544853210449,4170.0,,1779626521.5954971,,561.5624363,,3242
435,,0.9337354898452759,4180.0,,1779626522.4473822,,562.4148522,,3242
436,,0.934878408908844,4190.0,,1779626523.3030303,,563.2699339,,3242
437,,0.9336459636688232,4200.0,,1779626524.1520731,,564.119836,,3242
438,,0.9265530705451965,4210.0,,1779626525.0010839,,564.9679885,,3242
439,,0.9515635967254639,4220.0,,1779626525.848049,,565.8153254,,3242
440,,0.9546617865562439,4230.0,,1779626526.705265,,566.6732334,,3242
441,,0.9484765529632568,4240.0,,1779626527.5609825,,567.5280549,,3242
442,,,4250.0,1.5525898933410645,1779626539.792857,0.00015103031213214996,579.7604266,0.7905392646789551,3242
443,,0.9237300753593445,4250.0,,1779626539.8840792,,579.8509818,,3242
444,,0.9225903153419495,4260.0,,1779626540.7345893,,580.7014954,,3242
445,,0.911180317401886,4270.0,,1779626541.5894246,,581.5570193,,3242
446,,0.9431259036064148,4280.0,,1779626542.4507122,,582.4176722,,3242
447,,0.9150316715240479,4290.0,,1779626543.3005126,,583.2674179,,3242
448,,0.9188207983970642,4300.0,,1779626544.1467588,,584.1143752,,3242
449,,0.9469718337059021,4310.0,,1779626544.9959843,,584.9628857,,3242
450,,0.9292303323745728,4320.0,,1779626545.8425372,,585.8095919,,3242
451,,0.9468033313751221,4330.0,,1779626546.7015355,,586.6684392,,3242
452,,0.9250301718711853,4340.0,,1779626547.5548,,587.5218354,,3242
453,,0.9303222298622131,4350.0,,1779626548.4093268,,588.3762309,,3242
454,,0.9458979368209839,4360.0,,1779626549.2607381,,589.2277727,,3242
455,,0.9286119937896729,4370.0,,1779626550.110233,,590.0771374,,3242
456,,0.9332460165023804,4380.0,,1779626550.9685533,,590.93602,,3242
457,,0.9271116852760315,4390.0,,1779626551.819549,,591.7864521,,3242
458,,0.9306843876838684,4400.0,,1779626552.6735077,,592.640411,,3242
459,,0.9425820708274841,4410.0,,1779626553.5299625,,593.4974043,,3242
460,,0.9379836916923523,4420.0,,1779626554.375456,,594.3433628,,3242
461,,0.9274575710296631,4430.0,,1779626555.2246547,,595.1915589,,3242
462,,0.9175735116004944,4440.0,,1779626556.1296763,,596.0960732,,3242
463,,0.921191394329071,4450.0,,1779626557.0012467,,596.9681502,,3242
464,,0.9340980648994446,4460.0,,1779626557.9622242,,597.9291289,,3242
465,,0.9252666234970093,4470.0,,1779626558.825395,,598.7928349,,3242
466,,0.9011520743370056,4480.0,,1779626559.6955805,,599.6633918,,3242
467,,0.8812848925590515,4490.0,,1779626560.5547879,,600.521819,,3242
468,,,4500.0,1.5673773288726807,1779626572.7972019,0.00012292491384519912,612.7642846,0.7684108018875122,3242
469,,0.9074828028678894,4500.0,,1779626572.8856199,,612.8527556,,3242
470,,0.9325265884399414,4510.0,,1779626573.736508,,613.703557,,3242
471,,0.9098869562149048,4520.0,,1779626574.5882046,,614.5551095,,3242
472,,0.9138226509094238,4530.0,,1779626575.4373062,,615.4042082,,3242
473,,0.9307225346565247,4540.0,,1779626576.2848217,,616.2517266,,3242
474,,0.9258311986923218,4550.0,,1779626577.1326437,,617.0995852,,3242
475,,0.8980793952941895,4560.0,,1779626577.9841518,,617.951774,,3242
476,,0.9081348180770874,4570.0,,1779626578.8347805,,618.8016852,,3242
477,,0.9276667237281799,4580.0,,1779626579.6846454,,619.6518017,,3242
478,,0.8822004795074463,4590.0,,1779626580.535299,,620.5030102,,3242
479,,0.9378094673156738,4600.0,,1779626581.3871489,,621.3545692,,3242
480,,0.9166021943092346,4610.0,,1779626582.2379296,,622.2050157,,3242
481,,0.8949441313743591,4620.0,,1779626583.0873299,,623.0542795,,3242
482,,0.9097128510475159,4630.0,,1779626583.9343045,,623.9012131,,3242
483,,0.9193245768547058,4640.0,,1779626584.7834067,,624.7503086,,3242
484,,0.9154565334320068,4650.0,,1779626585.6306622,,625.5975719,,3242
485,,0.8983361721038818,4660.0,,1779626586.485292,,626.4532386,,3242
486,,0.9229409694671631,4670.0,,1779626587.3326638,,627.3002165,,3242
487,,0.9028067588806152,4680.0,,1779626588.1780767,,628.1449795,,3242
488,,0.8995540738105774,4690.0,,1779626589.0296583,,628.9966455,,3242
489,,0.9038546681404114,4700.0,,1779626589.8748693,,629.8419717,,3242
490,,0.9066311717033386,4710.0,,1779626590.7312827,,630.6991528,,3242
491,,0.9415789842605591,4720.0,,1779626591.5852077,,631.5521188,,3242
492,,0.8906061053276062,4730.0,,1779626592.430007,,632.3969082,,3242
493,,0.9280617833137512,4740.0,,1779626593.2749498,,633.2413468,,3242
494,,,4750.0,1.5780428647994995,1779626605.4662542,0.00010576819746349742,645.434273,0.752826988697052,3242
495,,0.9021329283714294,4750.0,,1779626605.556659,,645.523757,,3242
496,,0.9138474464416504,4760.0,,1779626606.4073083,,646.3742394,,3242
497,,0.9068782329559326,4770.0,,1779626607.259683,,647.2267383,,3242
498,,0.9085743427276611,4780.0,,1779626608.1078382,,648.0750628,,3242
499,,0.9255790114402771,4790.0,,1779626608.9550614,,648.9223384,,3242
500,,0.8863344192504883,4800.0,,1779626609.8021424,,649.7690648,,3242
501,,0.9083532094955444,4810.0,,1779626610.6524334,,650.6193379,,3242
502,,0.920668363571167,4820.0,,1779626611.5110214,,651.478732,,3242
503,,0.8740090131759644,4830.0,,1779626612.3614886,,652.3289615,,3242
504,,0.9174486398696899,4840.0,,1779626613.2099652,,653.1768697,,3242
505,,0.9059491157531738,4850.0,,1779626614.065494,,654.0327974,,3242
506,,0.9036298394203186,4860.0,,1779626614.912055,,654.8792008,,3242
507,,0.9243759512901306,4870.0,,1779626615.7648122,,655.73223,,3242
508,,0.9068542718887329,4880.0,,1779626616.6141517,,656.5812461,,3242
509,,0.8984012603759766,4890.0,,1779626617.4692574,,657.4361597,,3242
510,,0.9047208428382874,4900.0,,1779626618.3246942,,658.2916384,,3242
511,,0.9057064056396484,4910.0,,1779626619.1678681,,659.135807,,3242
512,,0.899813711643219,4920.0,,1779626620.0189085,,659.9859361,,3242
513,,0.908917248249054,4930.0,,1779626620.869528,,660.8365231,,3242
514,,0.9168838262557983,4940.0,,1779626621.7151392,,661.6820427,,3242
515,,0.9239077568054199,4950.0,,1779626622.568512,,662.5359311,,3242
516,,0.8915939927101135,4960.0,,1779626623.4198937,,663.3867976,,3242
517,,0.9113243818283081,4970.0,,1779626624.2724278,,664.2393336,,3242
518,,0.9139033555984497,4980.0,,1779626625.1196134,,665.0865185,,3242
519,,0.9013794660568237,4990.0,,1779626625.9693842,,665.9362861,,3242
520,,,5000.0,1.5950675010681152,1779626638.1667771,0.0001,678.1343243,0.737979531288147,3242
521,,0.8994301557540894,5000.0,,1779626638.2554202,,678.2223491,,3242
522,"{'_type': 'html-file', 'sha256': '7949f0658a1ad257b379767048e7835c560165b9d512af6d7cf33599c1829022', 'path': 'media/html/Sample Generation_522_7949f0658a1ad257b379.html', 'size': 276}",,,,1779626639.4495685,,679.4169654,,3242
