_step,Sample Generation,train/step_loss,iter,val/loss,_timestamp,lr,_runtime,train/loss,seed
48,,1.6310198307037354,460.0,,1779626022.4918172,,62.4587202,,3242
49,,1.6260550022125244,470.0,,1779626023.331388,,63.2986462,,3242
50,,1.619805097579956,480.0,,1779626024.1705134,,64.1379572,,3242
51,,1.6038424968719482,490.0,,1779626025.0096157,,64.9766107,,3242
52,,,500.0,1.7086683511734009,1779626037.119478,0.0009852826883675631,77.0871694,1.5164586305618286,3242
53,,1.5656589269638062,500.0,,1779626037.2081685,,77.1750692,,3242
54,,1.581230640411377,510.0,,1779626038.0511088,,78.0180127,,3242
55,,1.565033197402954,520.0,,1779626038.889907,,78.8578091,,3242
56,,1.5482295751571655,530.0,,1779626039.730763,,79.6976667,,3242
57,,1.5392295122146606,540.0,,1779626040.571925,,80.5393299,,3242
58,,1.5536794662475586,550.0,,1779626041.4140751,,81.3817089,,3242
59,,1.4899961948394775,560.0,,1779626042.2563603,,82.2233445,,3242
60,,1.5141406059265137,570.0,,1779626043.093037,,83.0602921,,3242
61,,1.4977432489395142,580.0,,1779626043.9353495,,83.9022518,,3242
62,,1.5177267789840698,590.0,,1779626044.773582,,84.7407739,,3242
63,,1.4831809997558594,600.0,,1779626045.618567,,85.5855353,,3242
64,,1.508536696434021,610.0,,1779626046.4661133,,86.4330142,,3242
65,,1.4578427076339722,620.0,,1779626047.3079538,,87.2748551,,3242
66,,1.487740397453308,630.0,,1779626048.1533673,,88.1205028,,3242
67,,1.469743251800537,640.0,,1779626048.9938731,,88.9607763,,3242
68,,1.4801043272018433,650.0,,1779626049.8353508,,89.8022528,,3242
69,,1.4532458782196045,660.0,,1779626050.681827,,90.6487306,,3242
70,,1.4425833225250244,670.0,,1779626051.5270417,,91.4941477,,3242
71,,1.4664040803909302,680.0,,1779626052.3769367,,92.3448322,,3242
72,,1.4391833543777466,690.0,,1779626053.2205737,,93.1882631,,3242
73,,1.4713239669799805,700.0,,1779626054.0625718,,94.0294749,,3242
74,,1.4404016733169556,710.0,,1779626054.9216547,,94.8887295,,3242
75,,1.409653902053833,720.0,,1779626055.769829,,95.736733,,3242
76,,1.433106541633606,730.0,,1779626056.6163418,,96.5840623,,3242
77,,1.4240338802337646,740.0,,1779626057.4683106,,97.4353767,,3242
78,,,750.0,1.5944327116012573,1779626069.6235387,0.0009614856803571157,109.5909355,1.3582550287246704,3242
79,,1.4554693698883057,750.0,,1779626069.7130113,,109.6799153,,3242
80,,1.4049500226974487,760.0,,1779626070.5591445,,110.5260496,,3242
81,,1.3987948894500732,770.0,,1779626071.40539,,111.3722944,,3242
82,,1.3839365243911743,780.0,,1779626072.2526333,,112.2195332,,3242
83,,1.4256699085235596,790.0,,1779626073.1004333,,113.0680749,,3242
84,,1.4212960004806519,800.0,,1779626073.945177,,113.91208,,3242
85,,1.4030029773712158,810.0,,1779626074.7917476,,114.7593761,,3242
86,,1.421021819114685,820.0,,1779626075.6350694,,115.6025172,,3242
87,,1.4066725969314575,830.0,,1779626076.4797213,,116.4466274,,3242
88,,1.396796703338623,840.0,,1779626077.3322082,,117.2997005,,3242
89,,1.4001713991165161,850.0,,1779626078.1769395,,118.1441001,,3242
90,,1.3838666677474976,860.0,,1779626079.0254197,,118.9923239,,3242
91,,1.3621410131454468,870.0,,1779626079.876742,,119.8443681,,3242
92,,1.3698327541351318,880.0,,1779626080.724664,,120.691568,,3242
93,,1.3655931949615479,890.0,,1779626081.587141,,121.5540451,,3242
94,,1.352278709411621,900.0,,1779626082.470684,,122.4375889,,3242
95,,1.3955979347229004,910.0,,1779626083.3285747,,123.2954781,,3242
96,,1.3706833124160767,920.0,,1779626084.1801598,,124.1478342,,3242
97,,1.3565911054611206,930.0,,1779626085.0412655,,125.0084396,,3242
98,,1.3563151359558105,940.0,,1779626085.9039145,,125.87236,,3242
99,,1.347823977470398,950.0,,1779626086.7597284,,126.7272739,,3242
100,,1.3419427871704102,960.0,,1779626087.6125195,,127.5794239,,3242
101,,1.3338896036148071,970.0,,1779626088.4802403,,128.4473402,,3242
102,,1.3033857345581055,980.0,,1779626089.3332677,,129.3003724,,3242
103,,1.3279534578323364,990.0,,1779626090.186901,,130.1546496,,3242
104,,,1000.0,1.5283012390136719,1779626102.4351995,0.0009271396472013282,142.4024826,1.2729657888412476,3242
105,,1.344152808189392,1000.0,,1779626102.5258982,,142.4928086,,3242
106,,1.3439308404922485,1010.0,,1779626103.3832633,,143.3501573,,3242
107,,1.3544244766235352,1020.0,,1779626104.2343059,,144.2013032,,3242
108,,1.3419647216796875,1030.0,,1779626105.0938444,,145.0607912,,3242
109,,1.3346394300460815,1040.0,,1779626105.9475405,,145.9144431,,3242
110,,1.3317039012908936,1050.0,,1779626106.7992208,,146.7666487,,3242
111,,1.3323591947555542,1060.0,,1779626107.66148,,147.6283809,,3242
112,,1.3339236974716187,1070.0,,1779626108.5103667,,148.4777842,,3242
113,,1.2927367687225342,1080.0,,1779626109.3607352,,149.3276385,,3242
114,,1.3201439380645752,1090.0,,1779626110.2134717,,150.1804809,,3242
115,,1.2976038455963135,1100.0,,1779626111.0679693,,151.0355696,,3242
116,,1.290931224822998,1110.0,,1779626111.91796,,151.8848705,,3242
117,,1.2884433269500732,1120.0,,1779626112.7689788,,152.7358801,,3242
118,,1.3036932945251465,1130.0,,1779626113.6301026,,153.5972752,,3242
119,,1.3066060543060303,1140.0,,1779626114.5038335,,154.4707388,,3242
120,,1.2800235748291016,1150.0,,1779626115.3763926,,155.3432965,,3242
121,,1.3042750358581543,1160.0,,1779626116.2585769,,156.2254827,,3242
122,,1.313073992729187,1170.0,,1779626117.168074,,157.1349786,,3242
123,,1.2954219579696655,1180.0,,1779626118.0716772,,158.0387108,,3242
124,,1.317099928855896,1190.0,,1779626118.991828,,158.9587345,,3242
125,,1.3003300428390503,1200.0,,1779626119.8601747,,159.8270786,,3242
126,,1.3126226663589478,1210.0,,1779626120.7277493,,160.694794,,3242
127,,1.2887061834335327,1220.0,,1779626121.6893342,,161.6565455,,3242
128,,1.2631186246871948,1230.0,,1779626122.5592036,,162.5262376,,3242
129,,1.2757611274719238,1240.0,,1779626123.41652,,163.3841738,,3242
130,,,1250.0,1.4884446859359741,1779626135.7584836,0.000883125098683892,175.7255598,1.2135509252548218,3242
131,,1.3065106868743896,1250.0,,1779626135.8494306,,175.8163362,,3242
132,,1.290928602218628,1260.0,,1779626136.6985335,,176.6654386,,3242
133,,1.3096904754638672,1270.0,,1779626137.55324,,177.5207408,,3242
134,,1.2766903638839722,1280.0,,1779626138.4042082,,178.3716057,,3242
135,,1.2833765745162964,1290.0,,1779626139.2593951,,179.2263015,,3242
136,,1.2527529001235962,1300.0,,1779626140.1061203,,180.0735254,,3242
137,,1.2817507982254028,1310.0,,1779626140.9502363,,180.9182615,,3242
138,,1.254475474357605,1320.0,,1779626141.8108752,,181.7786782,,3242
139,,1.272806167602539,1330.0,,1779626142.659563,,182.6266609,,3242
140,,1.2800747156143188,1340.0,,1779626143.5175104,,183.4844117,,3242
141,,1.2614784240722656,1350.0,,1779626144.3788269,,184.3457316,,3242
142,,1.2586305141448975,1360.0,,1779626145.2326086,,185.2005873,,3242
143,,1.2536671161651611,1370.0,,1779626146.08732,,186.0544434,,3242
144,,1.2801611423492432,1380.0,,1779626146.9388793,,186.9061848,,3242
145,,1.259865164756775,1390.0,,1779626147.7943435,,187.7614023,,3242
146,,1.2471370697021484,1400.0,,1779626148.6412792,,188.6083592,,3242
147,,1.268049716949463,1410.0,,1779626149.495493,,189.462893,,3242
148,,1.2411471605300903,1420.0,,1779626150.343125,,190.3108822,,3242
149,,1.2484464645385742,1430.0,,1779626151.188571,,191.154968,,3242
150,,1.2507834434509277,1440.0,,1779626152.0473726,,192.014854,,3242
151,,1.2482025623321533,1450.0,,1779626152.904671,,192.871575,,3242
152,,1.2516802549362183,1460.0,,1779626153.7590141,,193.7259186,,3242
153,,1.2519718408584595,1470.0,,1779626154.607161,,194.5740854,,3242
154,,1.2484084367752075,1480.0,,1779626155.4553578,,195.4222857,,3242
155,,1.2322592735290527,1490.0,,1779626156.3020773,,196.2694743,,3242
156,,,1500.0,1.4712327718734741,1779626168.5086691,0.0008305704108364302,208.4755975,1.1700451374053955,3242
157,,1.226967453956604,1500.0,,1779626168.6002362,,208.5671372,,3242
158,,1.2565908432006836,1510.0,,1779626169.4550257,,209.4219287,,3242
159,,1.2026581764221191,1520.0,,1779626170.3125122,,210.2796818,,3242
160,,1.2483179569244385,1530.0,,1779626171.163552,,211.1310121,,3242
161,,1.2497729063034058,1540.0,,1779626172.0181828,,211.9850882,,3242
162,,1.2396479845046997,1550.0,,1779626172.9194555,,212.8863609,,3242
163,,1.2454265356063843,1560.0,,1779626173.8424985,,213.810511,,3242
164,,1.229651689529419,1570.0,,1779626174.7396252,,214.7077672,,3242
165,,1.2396044731140137,1580.0,,1779626175.6650798,,215.6319846,,3242
166,,1.2021868228912354,1590.0,,1779626176.5856173,,216.5528673,,3242
167,,1.2117879390716553,1600.0,,1779626177.5035884,,217.4704903,,3242
168,,1.2078912258148193,1610.0,,1779626178.3948867,,218.3617903,,3242
169,,1.213852882385254,1620.0,,1779626179.2703683,,219.2374004,,3242
170,,1.2338181734085083,1630.0,,1779626180.1539094,,220.1212759,,3242
171,,1.2184549570083618,1640.0,,1779626181.0386038,,221.00556,,3242
172,,1.19204843044281,1650.0,,1779626181.9371421,,221.9047963,,3242
173,,1.2453745603561401,1660.0,,1779626182.8409815,,222.8078845,,3242
174,,1.2093664407730103,1670.0,,1779626183.731137,,223.6980402,,3242
175,,1.2045098543167114,1680.0,,1779626184.6192598,,224.5861678,,3242
176,,1.2105028629302979,1690.0,,1779626185.4907076,,225.4576094,,3242
177,,1.2139816284179688,1700.0,,1779626186.373638,,226.3406803,,3242
178,,1.1887941360473633,1710.0,,1779626187.2574875,,227.2243906,,3242
179,,1.2089126110076904,1720.0,,1779626188.136171,,228.10357,,3242
180,,1.20332932472229,1730.0,,1779626189.0201805,,228.9871246,,3242
181,,1.169847011566162,1740.0,,1779626189.8988862,,229.8657906,,3242
182,,,1750.0,1.4659240245819092,1779626203.077831,0.0007708228984017721,243.044228,1.1295870542526245,3242
183,,1.2324138879776,1750.0,,1779626203.17819,,243.1457301,,3242
184,,1.1984082460403442,1760.0,,1779626204.1401138,,244.1070174,,3242
185,,1.199907898902893,1770.0,,1779626205.1103263,,245.0772287,,3242
186,,1.2053135633468628,1780.0,,1779626206.0696447,,246.036548,,3242
187,,1.191811203956604,1790.0,,1779626207.0617974,,247.0287506,,3242
188,,1.2111659049987793,1800.0,,1779626208.006566,,247.9734691,,3242
189,,1.1926757097244263,1810.0,,1779626208.9724534,,248.9396441,,3242
190,,1.183171033859253,1820.0,,1779626209.9119034,,249.8788077,,3242
191,,1.2196497917175293,1830.0,,1779626210.8550417,,250.8221423,,3242
192,,1.1946585178375244,1840.0,,1779626211.8004887,,251.7674066,,3242
193,,1.1932435035705566,1850.0,,1779626212.7378862,,252.7048064,,3242
194,,1.2000170946121216,1860.0,,1779626213.6987162,,253.6661447,,3242
195,,1.1681187152862549,1870.0,,1779626214.6544757,,254.6213792,,3242
196,,1.1732286214828491,1880.0,,1779626215.6037726,,255.5716779,,3242
197,,1.2108222246170044,1890.0,,1779626216.5444868,,256.5113916,,3242
198,,1.1745928525924683,1900.0,,1779626217.4967937,,257.463726,,3242
199,,1.186315655708313,1910.0,,1779626218.4408796,,258.4078764,,3242
200,,1.1783196926116943,1920.0,,1779626219.3953218,,259.3622228,,3242
201,,1.1846827268600464,1930.0,,1779626220.3354292,,260.3023329,,3242
202,,1.2003438472747803,1940.0,,1779626221.2745976,,261.2414988,,3242
203,,1.1961991786956787,1950.0,,1779626222.2188005,,262.1857031,,3242
204,,1.1911803483963013,1960.0,,1779626223.1651666,,263.1321204,,3242
205,,1.156485676765442,1970.0,,1779626224.097381,,264.064314,,3242
206,,1.1751006841659546,1980.0,,1779626225.0265741,,264.993479,,3242
207,,1.1972359418869019,1990.0,,1779626225.9530377,,265.9200271,,3242
208,,,2000.0,1.4620760679244995,1779626239.1237013,0.0007054142744895884,279.0910996,1.0881861448287964,3242
209,,1.1790021657943726,2000.0,,1779626239.2209194,,279.1878257,,3242
210,,1.208568811416626,2010.0,,1779626240.1549947,,280.1238014,,3242
211,,1.1791071891784668,2020.0,,1779626241.094361,,281.0612635,,3242
212,,1.1538920402526855,2030.0,,1779626242.0233338,,281.9902478,,3242
213,,1.1861963272094727,2040.0,,1779626242.9527414,,282.9196456,,3242
214,,1.18392813205719,2050.0,,1779626243.8739634,,283.8408672,,3242
215,,1.1657819747924805,2060.0,,1779626244.8046994,,284.7720977,,3242
216,,1.142235517501831,2070.0,,1779626245.73071,,285.6976156,,3242
217,,1.1783701181411743,2080.0,,1779626246.648377,,286.6156474,,3242
218,,1.165313482284546,2090.0,,1779626247.5386794,,287.5061274,,3242
219,,1.1538982391357422,2100.0,,1779626248.4310894,,288.3980924,,3242
220,,1.1692954301834106,2110.0,,1779626249.3260124,,289.292915,,3242
221,,1.142154574394226,2120.0,,1779626250.2199667,,290.1874446,,3242
222,,1.1696913242340088,2130.0,,1779626251.1177588,,291.0850111,,3242
223,,1.1366382837295532,2140.0,,1779626252.014553,,291.9817161,,3242
224,,1.1532105207443237,2150.0,,1779626252.9295835,,292.8964853,,3242
225,,1.1565508842468262,2160.0,,1779626253.8303893,,293.797291,,3242
226,,1.1560724973678589,2170.0,,1779626254.7328413,,294.6998359,,3242
227,,1.1335351467132568,2180.0,,1779626255.6310647,,295.5981748,,3242
228,,1.172516942024231,2190.0,,1779626256.5291529,,296.4960586,,3242
229,,1.1600149869918823,2200.0,,1779626257.4418163,,297.4087207,,3242
230,,1.1375935077667236,2210.0,,1779626258.3573961,,298.3251544,,3242
231,,1.125834345817566,2220.0,,1779626259.2657874,,299.2326909,,3242
232,,1.1343101263046265,2230.0,,1779626260.1664295,,300.1333703,,3242
233,,1.1458234786987305,2240.0,,1779626261.0635095,,301.0306135,,3242
234,,,2250.0,1.4579315185546875,1779626274.2522469,0.0006360213829156177,314.2201868,1.053269624710083,3242
235,,1.1601274013519287,2250.0,,1779626274.3511176,,314.3182487,,3242
236,,1.1544288396835327,2260.0,,1779626275.2631104,,315.2300145,,3242
237,,1.1025285720825195,2270.0,,1779626276.1586523,,316.1257297,,3242
238,,1.114368200302124,2280.0,,1779626277.0581768,,317.0250807,,3242
239,,1.1379140615463257,2290.0,,1779626277.9580047,,317.9256866,,3242
240,,1.132835865020752,2300.0,,1779626278.848125,,318.8150287,,3242
241,,1.1262441873550415,2310.0,,1779626279.7343996,,319.7015481,,3242
242,,1.1393601894378662,2320.0,,1779626280.6384592,,320.6053646,,3242
243,,1.1246930360794067,2330.0,,1779626281.5314157,,321.4983535,,3242
244,,1.1366828680038452,2340.0,,1779626282.4250576,,322.3919618,,3242
245,,1.098510503768921,2350.0,,1779626283.3182895,,323.2856939,,3242
246,,1.1154148578643799,2360.0,,1779626284.2140856,,324.1809894,,3242
247,,1.1162431240081787,2370.0,,1779626285.1083522,,325.0752536,,3242
248,,1.1438559293746948,2380.0,,1779626285.9999273,,325.9668325,,3242
249,,1.1382875442504883,2390.0,,1779626286.895691,,326.8625973,,3242
250,,1.130649209022522,2400.0,,1779626287.7755744,,327.7424774,,3242
251,,1.1030076742172241,2410.0,,1779626288.6685696,,328.6354988,,3242
252,,1.1436951160430908,2420.0,,1779626289.5602913,,329.5281225,,3242
253,,1.11910879611969,2430.0,,1779626290.4556365,,330.4227241,,3242
254,,1.125208854675293,2440.0,,1779626291.3416939,,331.30898,,3242
255,,1.093744158744812,2450.0,,1779626292.2324536,,332.1993642,,3242
256,,1.1037194728851318,2460.0,,1779626293.1276963,,333.0948867,,3242
257,,1.0974971055984497,2470.0,,1779626294.0124414,,333.9793452,,3242
258,,1.1058939695358276,2480.0,,1779626294.9031372,,334.8704672,,3242
259,,1.1059105396270752,2490.0,,1779626295.793384,,335.7603736,,3242
260,,,2500.0,1.4744948148727417,1779626308.4689825,0.000564423209907245,348.4362778,1.0157244205474854,3242
261,,1.0840774774551392,2500.0,,1779626308.5644286,,348.531357,,3242
262,,1.064720630645752,2510.0,,1779626309.5235343,,349.4904371,,3242
263,,1.1076560020446777,2520.0,,1779626310.447204,,350.4141055,,3242
264,,1.0968488454818726,2530.0,,1779626311.3393853,,351.3062888,,3242
265,,1.0776656866073608,2540.0,,1779626312.2382863,,352.2067322,,3242
266,,1.098468542098999,2550.0,,1779626313.1286495,,353.0961567,,3242
267,,1.0972466468811035,2560.0,,1779626314.0177119,,353.9860099,,3242
268,,1.0984742641448975,2570.0,,1779626314.912777,,354.8797124,,3242
269,,1.0731372833251953,2580.0,,1779626315.8207626,,355.7879021,,3242
270,,1.073696255683899,2590.0,,1779626316.7251604,,356.6927534,,3242
271,,1.0779953002929688,2600.0,,1779626317.6283355,,357.5953836,,3242
272,,1.0841541290283203,2610.0,,1779626318.5287778,,358.4957541,,3242
273,,1.0952537059783936,2620.0,,1779626319.4205055,,359.3874432,,3242
274,,1.087383508682251,2630.0,,1779626320.3074384,,360.2743416,,3242
275,,1.0853811502456665,2640.0,,1779626321.2065506,,361.1734552,,3242
276,,1.076608419418335,2650.0,,1779626322.0978355,,362.0649629,,3242
277,,1.0997767448425293,2660.0,,1779626322.994246,,362.9611514,,3242
278,,1.0723155736923218,2670.0,,1779626323.8796566,,363.8465594,,3242
279,,1.0770444869995117,2680.0,,1779626324.7922082,,364.7593626,,3242
280,,1.067538857460022,2690.0,,1779626325.686685,,365.653593,,3242
281,,1.0560986995697021,2700.0,,1779626326.579742,,366.5466491,,3242
282,,1.0808565616607666,2710.0,,1779626327.4935813,,367.4604844,,3242
283,,1.0705480575561523,2720.0,,1779626328.4040878,,368.3709904,,3242
284,,1.0933692455291748,2730.0,,1779626329.3014488,,369.2689489,,3242
285,,1.1001735925674438,2740.0,,1779626330.2287996,,370.1969229,,3242
286,,,2750.0,1.4773743152618408,1779626342.9862804,0.0004924552772419723,382.9538527,0.9762905836105347,3242
287,,1.08712637424469,2750.0,,1779626343.0777628,,383.0450632,,3242
288,,1.084403157234192,2760.0,,1779626343.943198,,383.9101027,,3242
289,,1.0693548917770386,2770.0,,1779626344.8044503,,384.7713524,,3242
290,,1.0925672054290771,2780.0,,1779626345.6701417,,385.6376124,,3242
291,,1.081998348236084,2790.0,,1779626346.5299392,,386.4973592,,3242
292,,1.0607337951660156,2800.0,,1779626347.3922405,,387.3591882,,3242
293,,1.0586516857147217,2810.0,,1779626348.2499492,,388.2168838,,3242
294,,1.1055428981781006,2820.0,,1779626349.114604,,389.0815066,,3242
295,,1.0631084442138672,2830.0,,1779626349.970131,,389.9386455,,3242
296,,1.0550565719604492,2840.0,,1779626350.8438516,,390.8110629,,3242
297,,1.04909086227417,2850.0,,1779626351.699491,,391.6668866,,3242
298,,1.0383628606796265,2860.0,,1779626352.5508091,,392.5185989,,3242
299,,1.051375150680542,2870.0,,1779626353.4176636,,393.384752,,3242
300,,1.0854518413543701,2880.0,,1779626354.2712479,,394.2381508,,3242
301,,1.0556553602218628,2890.0,,1779626355.1404,,395.1078851,,3242
302,,1.0905067920684814,2900.0,,1779626355.999591,,395.9664968,,3242
303,,1.0792328119277954,2910.0,,1779626356.8616986,,396.8288215,,3242
304,,1.0784283876419067,2920.0,,1779626357.719639,,397.6865401,,3242
305,,1.0449442863464355,2930.0,,1779626358.5769863,,398.5443958,,3242
306,,1.0721436738967896,2940.0,,1779626359.4417531,,399.4088272,,3242
307,,1.0417981147766113,2950.0,,1779626360.2943814,,400.261304,,3242
308,,1.0596829652786255,2960.0,,1779626361.1673,,401.13438,,3242
309,,1.0639302730560303,2970.0,,1779626362.0254018,,401.9924625,,3242
310,,1.041725754737854,2980.0,,1779626362.8875167,,402.8544222,,3242
311,,1.0646392107009888,2990.0,,1779626363.7406304,,403.7085563,,3242
312,,,3000.0,1.4893656969070435,1779626376.0334632,0.0004219625860160354,416.0012615,0.9400285482406616,3242
313,,1.0549051761627197,3000.0,,1779626376.125344,,416.0922506,,3242
314,,1.0494439601898193,3010.0,,1779626376.972563,,416.9395294,,3242
315,,1.0456372499465942,3020.0,,1779626377.8409665,,417.8078689,,3242
316,,1.043595552444458,3030.0,,1779626378.6899369,,418.6582884,,3242
317,,1.0417792797088623,3040.0,,1779626379.5452874,,419.5127508,,3242
318,,1.0265495777130127,3050.0,,1779626380.4105313,,420.377437,,3242
319,,1.0534477233886719,3060.0,,1779626381.2635636,,421.2314227,,3242
320,,1.0487982034683228,3070.0,,1779626382.1174178,,422.0848791,,3242
321,,1.0228919982910156,3080.0,,1779626382.9877856,,422.9547794,,3242
322,,1.025688648223877,3090.0,,1779626383.835862,,423.8028519,,3242
323,,1.0394206047058105,3100.0,,1779626384.6933072,,424.6602109,,3242
324,,1.0557595491409302,3110.0,,1779626385.5456407,,425.5125903,,3242
325,,1.0550144910812378,3120.0,,1779626386.4077382,,426.3746407,,3242
326,,1.0253111124038696,3130.0,,1779626387.2626595,,427.2295634,,3242
327,,1.0239362716674805,3140.0,,1779626388.1143992,,428.0813032,,3242
328,,1.0359303951263428,3150.0,,1779626388.984121,,428.9510432,,3242
329,,1.0137231349945068,3160.0,,1779626389.842115,,429.8091453,,3242
330,,1.028498888015747,3170.0,,1779626390.6938,,430.6611092,,3242
331,,1.0361279249191284,3180.0,,1779626391.5418074,,431.5087105,,3242
332,,1.0285989046096802,3190.0,,1779626392.3932304,,432.3606937,,3242
333,,1.0091406106948853,3200.0,,1779626393.2567866,,433.2237632,,3242
334,,0.9991708993911743,3210.0,,1779626394.112154,,434.0791974,,3242
335,,1.0297905206680298,3220.0,,1779626394.9673226,,434.9342255,,3242
336,,1.0325660705566406,3230.0,,1779626395.8347452,,435.8016497,,3242
337,,1.030207872390747,3240.0,,1779626396.6914945,,436.6583968,,3242
338,,,3250.0,1.4967150688171387,1779626408.90675,0.00035475231739709885,448.8743198,0.9045335650444031,3242
339,,1.0326231718063354,3250.0,,1779626408.9969442,,448.9644961,,3242
340,,0.9977859854698181,3260.0,,1779626409.8511255,,449.819027,,3242
341,,1.0196303129196167,3270.0,,1779626410.7121592,,450.6796648,,3242
342,,1.023452877998352,3280.0,,1779626411.56383,,451.5307346,,3242
343,,1.0435609817504883,3290.0,,1779626412.4099143,,452.3777853,,3242
344,,0.9951114058494568,3300.0,,1779626413.2579079,,453.2248096,,3242
345,,1.042993426322937,3310.0,,1779626414.118433,,454.0869754,,3242
346,,0.9869870543479919,3320.0,,1779626414.972466,,454.9394168,,3242
347,,0.991414487361908,3330.0,,1779626415.834233,,455.8011368,,3242
348,,1.0224583148956299,3340.0,,1779626416.685253,,456.6521571,,3242
349,,1.0115445852279663,3350.0,,1779626417.5438764,,457.5110762,,3242
350,,1.0167317390441895,3360.0,,1779626418.3967605,,458.3636661,,3242
351,,1.0182218551635742,3370.0,,1779626419.2474992,,459.2146722,,3242
352,,1.0106229782104492,3380.0,,1779626420.0939362,,460.0608664,,3242
353,,0.998915433883667,3390.0,,1779626420.9445872,,460.9114923,,3242
354,,1.0296798944473267,3400.0,,1779626421.79785,,461.7647502,,3242
355,,0.9913746118545532,3410.0,,1779626422.660715,,462.6276567,,3242
356,,0.9953073263168335,3420.0,,1779626423.5127137,,463.4796147,,3242
357,,1.0035855770111084,3430.0,,1779626424.3618352,,464.3290232,,3242
358,,1.0200775861740112,3440.0,,1779626425.2131414,,465.1803258,,3242
359,,1.0008410215377808,3450.0,,1779626426.0634055,,466.0303096,,3242
360,,1.004284143447876,3460.0,,1779626426.9155633,,466.8824672,,3242
361,,1.0121153593063354,3470.0,,1779626427.7815387,,467.7484836,,3242
362,,1.0046113729476929,3480.0,,1779626428.6356416,,468.6025465,,3242
363,,0.9987947940826416,3490.0,,1779626429.4918475,,469.4593434,,3242
364,,,3500.0,1.532487392425537,1779626441.7182755,0.0002925475029450237,481.6857513,0.8745943307876587,3242
365,,0.9933960437774658,3500.0,,1779626441.8094757,,481.7763799,,3242
366,,0.9721248745918274,3510.0,,1779626442.6533563,,482.6202637,,3242
