_runtime,_timestamp,train/loss,train/step_loss,Sample Generation,val/loss,lr,iter,_step,seed
131.9640219,1779694036.9314363,,1.5189944505691528,,,,390.0,41,2026
133.9883111,1779694038.9554515,,1.500717282295227,,,,400.0,42,2026
136.0118627,1779694040.9791434,,1.5057536363601685,,,,410.0,43,2026
138.0330281,1779694043.000441,,1.512940764427185,,,,420.0,44,2026
140.0575395,1779694045.0248241,,1.5614006519317627,,,,430.0,45,2026
142.0801444,1779694047.0475583,,1.4952982664108276,,,,440.0,46,2026
144.1005671,1779694049.0679817,,1.501471996307373,,,,450.0,47,2026
146.1220154,1779694051.0887334,,1.4626342058181763,,,,460.0,48,2026
148.1460093,1779694053.1134105,,1.5174534320831299,,,,470.0,49,2026
150.1666835,1779694055.1339903,,1.4699671268463135,,,,480.0,50,2026
152.1930384,1779694057.1603756,,1.488397479057312,,,,490.0,51,2026
180.3116649,1779694085.2790802,1.382338285446167,,,1.6027511358261108,0.0009852826883675631,500.0,52,2026
180.4996631,1779694085.4670308,,1.4658010005950928,,,,500.0,53,2026
182.3479459,1779694087.3153603,,1.4523931741714478,,,,510.0,54,2026
184.2745247,1779694089.2419329,,1.4576833248138428,,,,520.0,55,2026
186.1994658,1779694091.166713,,1.4317787885665894,,,,530.0,56,2026
188.200431,1779694093.1673505,,1.4315510988235474,,,,540.0,57,2026
190.2230302,1779694095.1903832,,1.4090567827224731,,,,550.0,58,2026
192.2465811,1779694097.2139957,,1.3874679803848267,,,,560.0,59,2026
194.2697129,1779694099.2371302,,1.4033143520355225,,,,570.0,60,2026
196.2913688,1779694101.2592902,,1.4188954830169678,,,,580.0,61,2026
198.3146552,1779694103.2814121,,1.4340637922286987,,,,590.0,62,2026
200.3363064,1779694105.3036718,,1.3849663734436035,,,,600.0,63,2026
202.3599342,1779694107.3273487,,1.396321177482605,,,,610.0,64,2026
204.3860774,1779694109.3534923,,1.409044861793518,,,,620.0,65,2026
206.4131415,1779694111.380546,,1.3721712827682495,,,,630.0,66,2026
208.4342753,1779694113.4016528,,1.3804523944854736,,,,640.0,67,2026
210.4575621,1779694115.4249763,,1.388852834701538,,,,650.0,68,2026
212.4802288,1779694117.4476218,,1.3894261121749878,,,,660.0,69,2026
214.5022538,1779694119.4696543,,1.362917184829712,,,,670.0,70,2026
216.5250164,1779694121.49241,,1.3250097036361694,,,,680.0,71,2026
218.5486608,1779694123.515838,,1.3831764459609985,,,,690.0,72,2026
220.5690667,1779694125.536988,,1.3970036506652832,,,,700.0,73,2026
222.5924067,1779694127.5598154,,1.3669862747192383,,,,710.0,74,2026
224.6171522,1779694129.584552,,1.374553918838501,,,,720.0,75,2026
226.6377981,1779694131.6051977,,1.3205742835998535,,,,730.0,76,2026
228.6625245,1779694133.6299343,,1.3558909893035889,,,,740.0,77,2026
256.4291784,1779694161.3963294,1.2757728099822998,,,1.5416576862335205,0.0009614856803571157,750.0,78,2026
256.6210738,1779694161.5884848,,1.3324123620986938,,,,750.0,79,2026
258.5326484,1779694163.500052,,1.3316881656646729,,,,760.0,80,2026
260.4727407,1779694165.440251,,1.3457481861114502,,,,770.0,81,2026
262.4322725,1779694167.3996818,,1.3313509225845337,,,,780.0,82,2026
264.4551662,1779694169.422573,,1.3307963609695435,,,,790.0,83,2026
266.4728343,1779694171.4400363,,1.3879051208496094,,,,800.0,84,2026
268.4269286,1779694173.3942952,,1.3465806245803833,,,,810.0,85,2026
270.2668815,1779694175.2338247,,1.3444364070892334,,,,820.0,86,2026
272.168534,1779694177.1359456,,1.3738973140716553,,,,830.0,87,2026
274.1170509,1779694179.0844522,,1.3309885263442993,,,,840.0,88,2026
276.0630387,1779694181.0304499,,1.316654920578003,,,,850.0,89,2026
278.0670724,1779694183.034456,,1.3281928300857544,,,,860.0,90,2026
280.0891003,1779694185.0570216,,1.3593720197677612,,,,870.0,91,2026
282.1070969,1779694187.0743535,,1.3324675559997559,,,,880.0,92,2026
284.1322417,1779694189.099605,,1.2992748022079468,,,,890.0,93,2026
286.1562761,1779694191.1236775,,1.2798724174499512,,,,900.0,94,2026
288.2061662,1779694193.1735706,,1.3162074089050293,,,,910.0,95,2026
290.0457303,1779694195.0131457,,1.264788269996643,,,,920.0,96,2026
291.8918286,1779694196.859238,,1.3237667083740234,,,,930.0,97,2026
293.7403151,1779694198.7077305,,1.2884550094604492,,,,940.0,98,2026
295.7426092,1779694200.7100236,,1.314124584197998,,,,950.0,99,2026
297.6953207,1779694202.6623626,,1.3168187141418457,,,,960.0,100,2026
299.579374,1779694204.5467832,,1.305177092552185,,,,970.0,101,2026
301.5461619,1779694206.5135767,,1.254300594329834,,,,980.0,102,2026
303.569736,1779694208.5371418,,1.3101080656051636,,,,990.0,103,2026
332.0133641,1779694236.980775,1.2067880630493164,,,1.5035030841827393,0.0009271396472013282,1000.0,104,2026
332.2121593,1779694237.179491,,1.3156379461288452,,,,1000.0,105,2026
334.201533,1779694239.168948,,1.2404671907424927,,,,1010.0,106,2026
336.2270549,1779694241.1944432,,1.2538421154022217,,,,1020.0,107,2026
338.249317,1779694243.2172382,,1.2941092252731323,,,,1030.0,108,2026
340.2700757,1779694245.2374785,,1.2895501852035522,,,,1040.0,109,2026
342.2931984,1779694247.2603753,,1.2483683824539185,,,,1050.0,110,2026
344.3142176,1779694249.2816327,,1.2992522716522217,,,,1060.0,111,2026
346.3352572,1779694251.3026717,,1.271803617477417,,,,1070.0,112,2026
348.3633148,1779694253.3307917,,1.276606798171997,,,,1080.0,113,2026
350.3846802,1779694255.3504982,,1.2526297569274902,,,,1090.0,114,2026
352.4055669,1779694257.3729815,,1.3020094633102417,,,,1100.0,115,2026
354.429305,1779694259.3965864,,1.267671823501587,,,,1110.0,116,2026
356.4548449,1779694261.422766,,1.2465068101882935,,,,1120.0,117,2026
358.4760236,1779694263.4434333,,1.2282871007919312,,,,1130.0,118,2026
360.4999675,1779694265.4673443,,1.230615258216858,,,,1140.0,119,2026
362.5207606,1779694267.4881754,,1.2388209104537964,,,,1150.0,120,2026
364.5410921,1779694269.5085003,,1.219496250152588,,,,1160.0,121,2026
366.5657843,1779694271.533193,,1.2608017921447754,,,,1170.0,122,2026
368.5929337,1779694273.5603497,,1.2321991920471191,,,,1180.0,123,2026
370.612401,1779694275.5798073,,1.245970606803894,,,,1190.0,124,2026
372.6368668,1779694277.603964,,1.213860273361206,,,,1200.0,125,2026
374.6596677,1779694279.6268988,,1.2242701053619385,,,,1210.0,126,2026
376.6827944,1779694281.649313,,1.196631908416748,,,,1220.0,127,2026
378.7053661,1779694283.672775,,1.2179882526397705,,,,1230.0,128,2026
380.7287958,1779694285.6962051,,1.2186236381530762,,,,1240.0,129,2026
408.5913134,1779694313.558235,1.1405354738235474,,,1.4905614852905273,0.000883125098683892,1250.0,130,2026
408.7791188,1779694313.7465296,,1.2346028089523315,,,,1250.0,131,2026
410.6847417,1779694315.6521506,,1.2542608976364136,,,,1260.0,132,2026
412.7064131,1779694317.6738212,,1.2446614503860474,,,,1270.0,133,2026
414.7292973,1779694319.6967087,,1.2108793258666992,,,,1280.0,134,2026
416.7526904,1779694321.7200534,,1.227887749671936,,,,1290.0,135,2026
418.7757942,1779694323.7432091,,1.2058497667312622,,,,1300.0,136,2026
420.7996187,1779694325.7670329,,1.2423039674758911,,,,1310.0,137,2026
422.8195008,1779694327.7869153,,1.2157396078109741,,,,1320.0,138,2026
424.8395894,1779694329.8070035,,1.1862879991531372,,,,1330.0,139,2026
426.863111,1779694331.8305156,,1.1802613735198975,,,,1340.0,140,2026
428.8847189,1779694333.852134,,1.238975167274475,,,,1350.0,141,2026
430.9062764,1779694335.8736763,,1.1972770690917969,,,,1360.0,142,2026
432.9309712,1779694337.8982944,,1.2107784748077393,,,,1370.0,143,2026
434.9530751,1779694339.9209964,,1.1984161138534546,,,,1380.0,144,2026
436.9752885,1779694341.942352,,1.230699896812439,,,,1390.0,145,2026
438.9974473,1779694343.964844,,1.1812607049942017,,,,1400.0,146,2026
441.0186894,1779694345.98603,,1.2102633714675903,,,,1410.0,147,2026
443.040568,1779694348.0084891,,1.1934794187545776,,,,1420.0,148,2026
445.0630829,1779694350.030425,,1.1827678680419922,,,,1430.0,149,2026
447.0860684,1779694352.0534773,,1.1591225862503052,,,,1440.0,150,2026
449.1072146,1779694354.0746229,,1.1956068277359009,,,,1450.0,151,2026
451.1310824,1779694356.0982878,,1.199125051498413,,,,1460.0,152,2026
453.1513776,1779694358.119299,,1.169819712638855,,,,1470.0,153,2026
455.1736675,1779694360.1409366,,1.1805830001831055,,,,1480.0,154,2026
457.1984155,1779694362.1663368,,1.208759069442749,,,,1490.0,155,2026
484.8729695,1779694389.8403854,1.0951684713363647,,,1.4966375827789307,0.0008305704108364302,1500.0,156,2026
485.0631821,1779694390.0305855,,1.2052122354507446,,,,1500.0,157,2026
486.9284633,1779694391.895068,,1.1527276039123535,,,,1510.0,158,2026
488.9166275,1779694393.8840334,,1.1970112323760986,,,,1520.0,159,2026
490.9395861,1779694395.906995,,1.1563923358917236,,,,1530.0,160,2026
492.9053548,1779694397.8727715,,1.1773581504821777,,,,1540.0,161,2026
494.7398026,1779694399.7072117,,1.1596342325210571,,,,1550.0,162,2026
496.739003,1779694401.7062924,,1.1638084650039673,,,,1560.0,163,2026
498.7597678,1779694403.7271528,,1.1449509859085083,,,,1570.0,164,2026
500.7818528,1779694405.749266,,1.1737298965454102,,,,1580.0,165,2026
502.8050077,1779694407.7724175,,1.1674927473068237,,,,1590.0,166,2026
504.8256933,1779694409.7936146,,1.1718134880065918,,,,1600.0,167,2026
506.8485087,1779694411.815674,,1.1432738304138184,,,,1610.0,168,2026
508.8726448,1779694413.8400562,,1.1822930574417114,,,,1620.0,169,2026
510.8938743,1779694415.8612885,,1.1882848739624023,,,,1630.0,170,2026
512.9173925,1779694417.8846848,,1.1729751825332642,,,,1640.0,171,2026
514.9406994,1779694419.9086208,,1.1337631940841675,,,,1650.0,172,2026
516.9608541,1779694421.9282591,,1.1367675065994263,,,,1660.0,173,2026
518.9841096,1779694423.951227,,1.1515424251556396,,,,1670.0,174,2026
521.0085231,1779694425.9759374,,1.1348483562469482,,,,1680.0,175,2026
523.0345089,1779694428.00192,,1.164185643196106,,,,1690.0,176,2026
525.0543806,1779694430.0217917,,1.153276801109314,,,,1700.0,177,2026
527.0770819,1779694432.044497,,1.1343920230865479,,,,1710.0,178,2026
529.1025253,1779694434.069893,,1.169658899307251,,,,1720.0,179,2026
531.1228893,1779694436.0908105,,1.14162015914917,,,,1730.0,180,2026
533.1458592,1779694438.1132731,,1.1192216873168945,,,,1740.0,181,2026
560.9614427,1779694465.9288118,1.0430256128311157,,,1.510134220123291,0.0007708228984017721,1750.0,182,2026
561.1525148,1779694466.1198747,,1.124796986579895,,,,1750.0,183,2026
563.0028653,1779694467.969537,,1.1464004516601562,,,,1760.0,184,2026
564.8847471,1779694469.8521338,,1.1855008602142334,,,,1770.0,185,2026
566.8219224,1779694471.7893276,,1.122666358947754,,,,1780.0,186,2026
568.8450897,1779694473.8123555,,1.1527875661849976,,,,1790.0,187,2026
570.8650482,1779694475.8324368,,1.1205768585205078,,,,1800.0,188,2026
572.8887633,1779694477.8561442,,1.1520769596099854,,,,1810.0,189,2026
574.9131013,1779694479.8802998,,1.1228973865509033,,,,1820.0,190,2026
576.9330877,1779694481.900447,,1.1229239702224731,,,,1830.0,191,2026
578.9539818,1779694483.9213793,,1.1410231590270996,,,,1840.0,192,2026
580.9786872,1779694485.946097,,1.1150282621383667,,,,1850.0,193,2026
582.9985214,1779694487.96591,,1.1123288869857788,,,,1860.0,194,2026
585.0184902,1779694489.98588,,1.1467061042785645,,,,1870.0,195,2026
587.0416542,1779694492.0090086,,1.120048999786377,,,,1880.0,196,2026
589.0623165,1779694494.0297313,,1.1334807872772217,,,,1890.0,197,2026
591.0837122,1779694496.0511253,,1.104965329170227,,,,1900.0,198,2026
593.107222,1779694498.0746331,,1.0982362031936646,,,,1910.0,199,2026
595.1256122,1779694500.0929303,,1.1302844285964966,,,,1920.0,200,2026
597.1482576,1779694502.1156738,,1.1256786584854126,,,,1930.0,201,2026
599.1695215,1779694504.136935,,1.1307612657546997,,,,1940.0,202,2026
601.1931236,1779694506.160521,,1.1046113967895508,,,,1950.0,203,2026
603.2174318,1779694508.184837,,1.1221818923950195,,,,1960.0,204,2026
605.241429,1779694510.2088382,,1.0825189352035522,,,,1970.0,205,2026
607.260821,1779694512.2279904,,1.0985735654830933,,,,1980.0,206,2026
609.284786,1779694514.2520142,,1.1235318183898926,,,,1990.0,207,2026
637.5899053,1779694542.5571463,0.9827939867973328,,,1.5092177391052246,0.0007054142744895884,2000.0,208,2026
637.7806431,1779694542.7480545,,1.1234805583953857,,,,2000.0,209,2026
639.7157944,1779694544.6832047,,1.0888327360153198,,,,2010.0,210,2026
641.7399001,1779694546.7073061,,1.0899832248687744,,,,2020.0,211,2026
643.7629999,1779694548.7301047,,1.0845565795898438,,,,2030.0,212,2026
645.7831944,1779694550.7505991,,1.0854216814041138,,,,2040.0,213,2026
647.8083783,1779694552.7757854,,1.0760773420333862,,,,2050.0,214,2026
649.8326731,1779694554.7999425,,1.090616226196289,,,,2060.0,215,2026
651.8523012,1779694556.8197088,,1.1186532974243164,,,,2070.0,216,2026
653.8756588,1779694558.8430698,,1.1098464727401733,,,,2080.0,217,2026
655.9000072,1779694560.867397,,1.1036046743392944,,,,2090.0,218,2026
657.9219759,1779694562.8893907,,1.108575463294983,,,,2100.0,219,2026
659.9423644,1779694564.9097748,,1.1006758213043213,,,,2110.0,220,2026
661.9668203,1779694566.934233,,1.075437307357788,,,,2120.0,221,2026
663.9907529,1779694568.9581668,,1.0766633749008179,,,,2130.0,222,2026
666.0131954,1779694570.9807851,,1.0629303455352783,,,,2140.0,223,2026
668.0380404,1779694573.0054092,,1.0593304634094238,,,,2150.0,224,2026
670.0587023,1779694575.026011,,1.1203052997589111,,,,2160.0,225,2026
672.0795815,1779694577.0469863,,1.0849798917770386,,,,2170.0,226,2026
674.1033219,1779694579.0707364,,1.04331374168396,,,,2180.0,227,2026
676.1263599,1779694581.0937076,,1.0693109035491943,,,,2190.0,228,2026
678.1488886,1779694583.116299,,1.0544250011444092,,,,2200.0,229,2026
680.1717146,1779694585.1391275,,1.0570393800735474,,,,2210.0,230,2026
682.1916813,1779694587.1590965,,1.03075110912323,,,,2220.0,231,2026
684.2123204,1779694589.1797314,,1.0940409898757935,,,,2230.0,232,2026
686.2370485,1779694591.2044513,,1.0633046627044678,,,,2240.0,233,2026
714.0260036,1779694618.9933023,0.937909722328186,,,1.53664231300354,0.0006360213829156177,2250.0,234,2026
714.2172725,1779694619.1842065,,1.049721360206604,,,,2250.0,235,2026
716.0734215,1779694621.0413427,,1.052674412727356,,,,2260.0,236,2026
718.0234364,1779694622.9899936,,1.0222364664077759,,,,2270.0,237,2026
720.046724,1779694625.01414,,1.0467941761016846,,,,2280.0,238,2026
722.0705928,1779694627.0385141,,1.0541383028030396,,,,2290.0,239,2026
724.0904221,1779694629.0577102,,1.0604486465454102,,,,2300.0,240,2026
726.1138037,1779694631.08122,,1.0607467889785767,,,,2310.0,241,2026
728.1355336,1779694633.1029468,,1.0737833976745605,,,,2320.0,242,2026
730.155961,1779694635.1233335,,1.077010989189148,,,,2330.0,243,2026
732.180445,1779694637.1475923,,1.02762770652771,,,,2340.0,244,2026
734.2061914,1779694639.1735892,,1.0687601566314697,,,,2350.0,245,2026
736.2281333,1779694641.1955419,,1.0578138828277588,,,,2360.0,246,2026
738.2495085,1779694643.2166495,,1.026570200920105,,,,2370.0,247,2026
740.2722788,1779694645.2396936,,1.0624679327011108,,,,2380.0,248,2026
742.2964589,1779694647.2643802,,1.0374425649642944,,,,2390.0,249,2026
744.3190252,1779694649.286436,,1.024045705795288,,,,2400.0,250,2026
746.3427819,1779694651.310192,,1.0338612794876099,,,,2410.0,251,2026
748.3669986,1779694653.3341653,,1.0512669086456299,,,,2420.0,252,2026
750.3417365,1779694655.3091466,,1.0514147281646729,,,,2430.0,253,2026
752.1801521,1779694657.1475616,,1.0557152032852173,,,,2440.0,254,2026
754.124544,1779694659.091945,,1.0306798219680786,,,,2450.0,255,2026
756.1427076,1779694661.1100008,,1.0458528995513916,,,,2460.0,256,2026
758.1637376,1779694663.131149,,0.9970183968544006,,,,2470.0,257,2026
760.1799714,1779694665.1473863,,1.0387074947357178,,,,2480.0,258,2026
762.2033624,1779694667.1708317,,0.9955002665519714,,,,2490.0,259,2026
790.0224671,1779694694.988893,0.885356605052948,,,1.5662976503372192,0.000564423209907245,2500.0,260,2026
790.2196088,1779694695.1870177,,1.0245277881622314,,,,2500.0,261,2026
792.221465,1779694697.1888778,,1.0044217109680176,,,,2510.0,262,2026
794.2693164,1779694699.2367132,,1.0358654260635376,,,,2520.0,263,2026
796.113922,1779694701.0810552,,1.0462509393692017,,,,2530.0,264,2026
798.1346416,1779694703.10198,,1.0239548683166504,,,,2540.0,265,2026
800.1545003,1779694705.121916,,0.9906908869743347,,,,2550.0,266,2026
802.1762893,1779694707.1437058,,1.0184218883514404,,,,2560.0,267,2026
804.1979942,1779694709.1654093,,1.0076688528060913,,,,2570.0,268,2026
806.21971,1779694711.1868773,,1.0359888076782227,,,,2580.0,269,2026
808.2416863,1779694713.2080624,,1.0218217372894287,,,,2590.0,270,2026
810.2648559,1779694715.2321212,,1.0085527896881104,,,,2600.0,271,2026
812.2883343,1779694717.2557402,,0.9973198771476746,,,,2610.0,272,2026
814.309312,1779694719.276662,,1.0107768774032593,,,,2620.0,273,2026
816.3333503,1779694721.3004708,,0.9891033172607422,,,,2630.0,274,2026
818.355079,1779694723.3220198,,0.9983611702919006,,,,2640.0,275,2026
820.3761115,1779694725.3434973,,1.0004119873046875,,,,2650.0,276,2026
822.3991193,1779694727.3665292,,1.0024579763412476,,,,2660.0,277,2026
824.4232632,1779694729.3903754,,0.9936221241950989,,,,2670.0,278,2026
826.443271,1779694731.4111924,,1.010408639907837,,,,2680.0,279,2026
828.469462,1779694733.4368653,,1.0042914152145386,,,,2690.0,280,2026
830.4928025,1779694735.459984,,1.0097026824951172,,,,2700.0,281,2026
832.5152643,1779694737.4826663,,0.9853323698043823,,,,2710.0,282,2026
834.5395285,1779694739.5069351,,0.9906459450721741,,,,2720.0,283,2026
836.5632828,1779694741.530556,,0.9783906936645508,,,,2730.0,284,2026
838.5799205,1779694743.5471575,,0.9950140118598938,,,,2740.0,285,2026
866.3755327,1779694771.3428457,0.8340306282043457,,,1.576694369316101,0.0004924552772419723,2750.0,286,2026
866.5775239,1779694771.5449407,,0.9853855967521667,,,,2750.0,287,2026
868.6010526,1779694773.5684636,,0.9542641043663025,,,,2760.0,288,2026
870.6232223,1779694775.5902088,,0.9887166023254395,,,,2770.0,289,2026
872.6443852,1779694777.6117992,,0.9920328855514526,,,,2780.0,290,2026
874.6679361,1779694779.6353512,,0.9930200576782227,,,,2790.0,291,2026
876.6919773,1779694781.6593862,,0.9637234210968018,,,,2800.0,292,2026
878.7127002,1779694783.680117,,0.9446821808815002,,,,2810.0,293,2026
880.7367568,1779694785.7039719,,0.9775376915931702,,,,2820.0,294,2026
882.759369,1779694787.726783,,0.9652407765388489,,,,2830.0,295,2026
884.7838804,1779694789.751225,,0.9398010969161987,,,,2840.0,296,2026
886.8041732,1779694791.7715797,,0.9737892746925354,,,,2850.0,297,2026
888.8276652,1779694793.7948394,,0.950772225856781,,,,2860.0,298,2026
890.8511683,1779694795.8185623,,0.9507126808166504,,,,2870.0,299,2026
892.8730562,1779694797.8398645,,0.9589787125587463,,,,2880.0,300,2026
894.895862,1779694799.8630877,,0.9836471080780029,,,,2890.0,301,2026
896.92152,1779694801.8886638,,0.9576597213745117,,,,2900.0,302,2026
898.941821,1779694803.9092371,,0.9424552917480469,,,,2910.0,303,2026
900.9653445,1779694805.932753,,0.9643034934997559,,,,2920.0,304,2026
902.9797694,1779694807.9471762,,0.9800567030906677,,,,2930.0,305,2026
904.9130148,1779694809.8804297,,0.9467542171478271,,,,2940.0,306,2026
906.8919025,1779694811.8593166,,0.931310772895813,,,,2950.0,307,2026
908.9133809,1779694813.8806648,,0.9377305507659912,,,,2960.0,308,2026
910.9330118,1779694815.900933,,0.9487907886505127,,,,2970.0,309,2026
912.9562489,1779694817.9236631,,0.9413343667984009,,,,2980.0,310,2026
914.9274589,1779694819.8947425,,0.9489978551864624,,,,2990.0,311,2026
942.4910342,1779694847.4576132,0.7869831323623657,,,1.6237143278121948,0.0004219625860160354,3000.0,312,2026
942.6779993,1779694847.644637,,0.9332371950149536,,,,3000.0,313,2026
944.5932655,1779694849.5602703,,0.942658007144928,,,,3010.0,314,2026
946.611339,1779694851.5787506,,0.9546526074409485,,,,3020.0,315,2026
948.6335045,1779694853.6008677,,0.9484666585922241,,,,3030.0,316,2026
950.6578668,1779694855.6252809,,0.9538017511367798,,,,3040.0,317,2026
952.6779727,1779694857.645386,,0.9305014610290527,,,,3050.0,318,2026
954.70163,1779694859.668798,,0.9516945481300354,,,,3060.0,319,2026
956.7220304,1779694861.689447,,0.9439873695373535,,,,3070.0,320,2026
958.7414385,1779694863.708779,,0.9325727820396423,,,,3080.0,321,2026
960.7655832,1779694865.7327516,,0.9429280161857605,,,,3090.0,322,2026
962.7881046,1779694867.755128,,0.9397704601287842,,,,3100.0,323,2026
964.8097791,1779694869.7771888,,0.926364541053772,,,,3110.0,324,2026
966.8333229,1779694871.8007388,,0.9071836471557617,,,,3120.0,325,2026
968.8556244,1779694873.822728,,0.9218451976776123,,,,3130.0,326,2026
970.8766828,1779694875.8439195,,0.9502841830253601,,,,3140.0,327,2026
972.9020443,1779694877.8694556,,0.8965399861335754,,,,3150.0,328,2026
974.9260689,1779694879.8934839,,0.9071273803710938,,,,3160.0,329,2026
976.9480383,1779694881.9154465,,0.9065930247306824,,,,3170.0,330,2026
978.9701386,1779694883.9375522,,0.9184557795524597,,,,3180.0,331,2026
980.9941746,1779694885.9607854,,0.8856775164604187,,,,3190.0,332,2026
983.0167712,1779694887.9838097,,0.8984073400497437,,,,3200.0,333,2026
985.0393947,1779694890.0066304,,0.898395299911499,,,,3210.0,334,2026
987.0632607,1779694892.0306683,,0.9182000756263733,,,,3220.0,335,2026
989.0868063,1779694894.0539384,,0.915023922920227,,,,3230.0,336,2026
991.1069173,1779694896.0742893,,0.9361515641212463,,,,3240.0,337,2026
1019.0261084,1779694923.992596,0.7412551641464233,,,1.6517529487609863,0.00035475231739709885,3250.0,338,2026
1019.2190436,1779694924.18624,,0.920266330242157,,,,3250.0,339,2026
1021.1005276,1779694926.068449,,0.8988653421401978,,,,3260.0,340,2026
1022.984717,1779694927.9526381,,0.9196911454200745,,,,3270.0,341,2026
1024.9216079,1779694929.888983,,0.9064193367958069,,,,3280.0,342,2026
1026.922465,1779694931.889876,,0.914515495300293,,,,3290.0,343,2026
1028.9420152,1779694933.909429,,0.9297769665718079,,,,3300.0,344,2026
1030.9615715,1779694935.9289145,,0.9086148142814636,,,,3310.0,345,2026
1032.9860513,1779694937.953466,,0.9164831042289734,,,,3320.0,346,2026
1035.0080847,1779694939.9754717,,0.8911756873130798,,,,3330.0,347,2026
1037.0300681,1779694941.997462,,0.8919584155082703,,,,3340.0,348,2026
1039.0527864,1779694944.0201945,,0.8910967707633972,,,,3350.0,349,2026
1041.0743368,1779694946.041746,,0.9061279892921448,,,,3360.0,350,2026
1043.099094,1779694948.0662525,,0.8938192129135132,,,,3370.0,351,2026
1045.1210932,1779694950.0885038,,0.8858625888824463,,,,3380.0,352,2026
1047.1414231,1779694952.1088068,,0.8719157576560974,,,,3390.0,353,2026
1049.1621079,1779694954.1300292,,0.9261897802352905,,,,3400.0,354,2026
1051.1880306,1779694956.1554453,,0.8775556087493896,,,,3410.0,355,2026
1053.2095082,1779694958.1763835,,0.8890723586082458,,,,3420.0,356,2026
1055.2292229,1779694960.196634,,0.8641448020935059,,,,3430.0,357,2026
1057.2533449,1779694962.2206511,,0.9218984246253967,,,,3440.0,358,2026
1059.1510456,1779694964.1184614,,0.8646395206451416,,,,3450.0,359,2026
1061.0239963,1779694965.9914057,,0.8781647086143494,,,,3460.0,360,2026
1062.9064279,1779694967.8737173,,0.8838874101638794,,,,3470.0,361,2026
1064.9190445,1779694969.8864534,,0.8516258001327515,,,,3480.0,362,2026
1066.9370909,1779694971.9045062,,0.8984511494636536,,,,3490.0,363,2026
1094.8453761,1779694999.8127365,0.6937409043312073,,,1.666642189025879,0.0002925475029450237,3500.0,364,2026
1095.0435124,1779695000.0106773,,0.877285897731781,,,,3500.0,365,2026
