Sample Generation,_step,iter,val/loss,_timestamp,train/step_loss,train/loss,lr,_runtime,seed
,368,3530.0,,1779623628.053768,1.037848711013794,,,482.2688831,3242
,369,3540.0,,1779623628.9080107,1.0689884424209595,,,483.1222184,3242
,370,3550.0,,1779623629.7636368,1.0639142990112305,,,483.9778459,3242
,371,3560.0,,1779623630.6153243,1.0729668140411377,,,484.8295854,3242
,372,3570.0,,1779623631.489733,1.0494569540023804,,,485.7047247,3242
,373,3580.0,,1779623632.3419073,1.0684256553649902,,,486.5561397,3242
,374,3590.0,,1779623633.1925237,1.0697376728057861,,,487.4067425,3242
,375,3600.0,,1779623634.047682,1.060313105583191,,,488.2619196,3242
,376,3610.0,,1779623634.906317,1.0380935668945312,,,489.1207353,3242
,377,3620.0,,1779623635.7670503,1.0812063217163086,,,489.9814929,3242
,378,3630.0,,1779623636.6246593,1.0566798448562622,,,490.8388679,3242
,379,3640.0,,1779623637.4812527,1.0682545900344849,,,491.6961802,3242
,380,3650.0,,1779623638.3373814,1.0721924304962158,,,492.5518567,3242
,381,3660.0,,1779623639.1934607,1.0419213771820068,,,493.4077915,3242
,382,3670.0,,1779623640.046476,1.0586744546890259,,,494.2606839,3242
,383,3680.0,,1779623640.9052787,1.0553083419799805,,,495.1207804,3242
,384,3690.0,,1779623641.7562768,1.0542278289794922,,,495.9704833,3242
,385,3700.0,,1779623642.6247864,1.0324304103851318,,,496.8390475,3242
,386,3710.0,,1779623643.4858253,1.0372867584228516,,,497.7000418,3242
,387,3720.0,,1779623644.334337,1.0408533811569214,,,498.5485492,3242
,388,3730.0,,1779623645.1895483,1.0709376335144043,,,499.4037653,3242
,389,3740.0,,1779623646.0467365,1.0381211042404175,,,500.2609473,3242
,390,3750.0,1.5463509559631348,1779623658.2619166,,0.9265286326408386,0.00023694285222843113,512.4768631,3242
,391,3750.0,,1779623658.3521817,1.0528134107589722,,,512.5664864,3242
,392,3760.0,,1779623659.201592,1.024617075920105,,,513.4158336,3242
,393,3770.0,,1779623660.0679064,1.0032151937484741,,,514.2821124,3242
,394,3780.0,,1779623660.925923,1.0264627933502197,,,515.1409804,3242
,395,3790.0,,1779623661.7822943,1.0207343101501465,,,515.9965324,3242
,396,3800.0,,1779623662.6414428,1.0451908111572266,,,516.8562193,3242
,397,3810.0,,1779623663.4954429,1.0467529296875,,,517.7096758,3242
,398,3820.0,,1779623664.357126,1.0438488721847534,,,518.5713341,3242
,399,3830.0,,1779623665.2130914,1.0040422677993774,,,519.4278792,3242
,400,3840.0,,1779623666.0670104,1.0259792804718018,,,520.2817785,3242
,401,3850.0,,1779623666.9198303,1.030616044998169,,,521.1350186,3242
,402,3860.0,,1779623667.7822852,1.0212886333465576,,,521.996721,3242
,403,3870.0,,1779623668.643533,1.0402756929397583,,,522.8583182,3242
,404,3880.0,,1779623669.500658,1.0019190311431885,,,523.7150205,3242
,405,3890.0,,1779623670.348422,1.0012941360473633,,,524.5631973,3242
,406,3900.0,,1779623671.2098124,1.0567609071731567,,,525.4241432,3242
,407,3910.0,,1779623672.0680285,1.0391429662704468,,,526.2822363,3242
,408,3920.0,,1779623672.9346542,1.0362868309020996,,,527.1488638,3242
,409,3930.0,,1779623673.7919095,1.015393853187561,,,528.0071192,3242
,410,3940.0,,1779623674.6440558,1.0011239051818848,,,528.8583438,3242
,411,3950.0,,1779623675.5084522,1.0252710580825806,,,529.7226813,3242
,412,3960.0,,1779623676.3646488,1.0294939279556274,,,530.5788544,3242
,413,3970.0,,1779623677.2283869,1.021601915359497,,,531.4425965,3242
,414,3980.0,,1779623678.084998,1.0018815994262695,,,532.2997682,3242
,415,3990.0,,1779623678.9443562,0.9954302906990051,,,533.1587367,3242
,416,4000.0,1.545005202293396,1779623691.316551,,0.8999825119972229,0.00018936387015941957,545.5324022,3242
,417,4000.0,,1779623691.4100425,1.0539742708206177,,,545.6243034,3242
,418,4010.0,,1779623692.2622244,1.0194923877716064,,,546.4770932,3242
,419,4020.0,,1779623693.1264982,1.0143333673477173,,,547.3407062,3242
,420,4030.0,,1779623693.9857008,1.0078092813491821,,,548.2005364,3242
,421,4040.0,,1779623694.8472345,1.0384734869003296,,,549.0621833,3242
,422,4050.0,,1779623695.7063026,1.0533194541931152,,,549.9213339,3242
,423,4060.0,,1779623696.5809996,1.023522138595581,,,550.7952904,3242
,424,4070.0,,1779623697.4373813,1.0228922367095947,,,551.6517314,3242
,425,4080.0,,1779623698.3094075,0.9969532489776611,,,552.5245056,3242
,426,4090.0,,1779623699.1679354,1.042462706565857,,,553.3821422,3242
,427,4100.0,,1779623700.029109,1.0096936225891113,,,554.2441882,3242
,428,4110.0,,1779623700.893877,1.020616054534912,,,555.1082305,3242
,429,4120.0,,1779623701.755994,1.0211831331253052,,,555.9714026,3242
,430,4130.0,,1779623702.6263835,0.9910824298858643,,,556.8406283,3242
,431,4140.0,,1779623703.4831457,1.0523885488510132,,,557.6979528,3242
,432,4150.0,,1779623704.3410242,1.0075992345809937,,,558.5557729,3242
,433,4160.0,,1779623705.200939,1.0033135414123535,,,559.4154764,3242
,434,4170.0,,1779623706.066022,1.0197112560272217,,,560.2807345,3242
,435,4180.0,,1779623706.927253,1.0094153881072998,,,561.1414615,3242
,436,4190.0,,1779623707.7924995,0.9962645769119263,,,562.007537,3242
,437,4200.0,,1779623708.6448998,1.0038987398147583,,,562.8595251,3242
,438,4210.0,,1779623709.5089695,1.0050084590911865,,,563.7231778,3242
,439,4220.0,,1779623710.3616366,1.0162301063537598,,,564.575891,3242
,440,4230.0,,1779623711.2219467,1.0367668867111206,,,565.4368457,3242
,441,4240.0,,1779623712.0821743,1.0275626182556152,,,566.2963809,3242
,442,4250.0,1.5563347339630127,1779623724.2607372,,0.8793377876281738,0.00015103031213214996,578.4752738,3242
,443,4250.0,,1779623724.3509266,0.9976489543914795,,,578.5651343,3242
,444,4260.0,,1779623725.2192621,0.987731397151947,,,579.4339825,3242
,445,4270.0,,1779623726.079429,0.9981722235679626,,,580.2931311,3242
,446,4280.0,,1779623726.9382527,1.01568603515625,,,581.1529274,3242
,447,4290.0,,1779623727.8032079,0.987471342086792,,,582.0174291,3242
,448,4300.0,,1779623728.661697,0.9914401769638062,,,582.8759265,3242
,449,4310.0,,1779623729.5279143,1.01740300655365,,,583.7421218,3242
,450,4320.0,,1779623730.3783963,1.0003546476364136,,,584.5926403,3242
,451,4330.0,,1779623731.231183,1.020153284072876,,,585.4448855,3242
,452,4340.0,,1779623732.1002977,1.004330039024353,,,586.3147039,3242
,453,4350.0,,1779623732.9594357,0.9964524507522583,,,587.1743265,3242
,454,4360.0,,1779623733.8251882,1.0245692729949951,,,588.0393977,3242
,455,4370.0,,1779623734.6817904,1.0054643154144287,,,588.8966945,3242
,456,4380.0,,1779623735.5448208,1.0173031091690063,,,589.7590425,3242
,457,4390.0,,1779623736.406427,1.005566954612732,,,590.6206366,3242
,458,4400.0,,1779623737.2652426,0.9930291771888733,,,591.4803269,3242
,459,4410.0,,1779623738.1247146,1.0163326263427734,,,592.3389238,3242
,460,4420.0,,1779623738.9868138,1.0074542760849,,,593.2010228,3242
,461,4430.0,,1779623739.8462152,1.0004931688308716,,,594.0608701,3242
,462,4440.0,,1779623740.711533,0.989733874797821,,,594.925919,3242
,463,4450.0,,1779623741.5687704,0.9918902516365051,,,595.7829763,3242
,464,4460.0,,1779623742.429846,1.003957748413086,,,596.6446811,3242
,465,4470.0,,1779623743.2920938,1.0004836320877075,,,597.5063008,3242
,466,4480.0,,1779623744.1568296,0.9841106534004211,,,598.371066,3242
,467,4490.0,,1779623745.0120878,0.9527140855789185,,,599.2268702,3242
,468,4500.0,1.5679314136505127,1779623757.2205594,,0.8630596399307251,0.00012292491384519912,611.4353441,3242
,469,4500.0,,1779623757.3091376,0.9890424609184265,,,611.5238335,3242
,470,4510.0,,1779623758.1670601,1.0091193914413452,,,612.3812719,3242
,471,4520.0,,1779623759.0286942,0.9884829521179199,,,613.2429007,3242
,472,4530.0,,1779623759.900549,0.9876275658607483,,,614.1150271,3242
,473,4540.0,,1779623760.7575428,1.0001856088638306,,,614.972662,3242
,474,4550.0,,1779623761.6174057,1.0091254711151123,,,615.8316514,3242
,475,4560.0,,1779623762.473685,0.9713330268859863,,,616.688264,3242
,476,4570.0,,1779623763.3281384,0.9810420870780945,,,617.5427963,3242
,477,4580.0,,1779623764.1786673,1.0028377771377563,,,618.3929218,3242
,478,4590.0,,1779623765.0374095,0.9623298645019531,,,619.2522971,3242
,479,4600.0,,1779623765.9002194,1.0102252960205078,,,620.1144383,3242
,480,4610.0,,1779623766.757265,0.9877957105636597,,,620.9716217,3242
,481,4620.0,,1779623767.6228437,0.9600743651390076,,,621.8375873,3242
,482,4630.0,,1779623768.4802825,0.9918952584266663,,,622.6944908,3242
,483,4640.0,,1779623769.345325,1.004591941833496,,,623.5603056,3242
,484,4650.0,,1779623770.204287,1.0010125637054443,,,624.4188444,3242
,485,4660.0,,1779623771.0640583,0.9713590145111084,,,625.279046,3242
,486,4670.0,,1779623771.9255838,1.0039188861846924,,,626.1397914,3242
,487,4680.0,,1779623772.7802317,0.9735692739486694,,,626.9944614,3242
,488,4690.0,,1779623773.6425617,0.9762758016586304,,,627.8567706,3242
,489,4700.0,,1779623774.499955,0.9951085448265076,,,628.7144303,3242
,490,4710.0,,1779623775.3591487,0.9818108081817627,,,629.5733891,3242
,491,4720.0,,1779623776.220965,1.0150831937789917,,,630.4351735,3242
,492,4730.0,,1779623777.0990882,0.9683689475059509,,,631.3134248,3242
,493,4740.0,,1779623777.9533038,0.9993029236793518,,,632.167513,3242
,494,4750.0,1.569300889968872,1779623790.3706126,,0.8479490876197815,0.00010576819746349742,644.5853162,3242
,495,4750.0,,1779623790.4623058,0.9772452116012573,,,644.6771727,3242
,496,4760.0,,1779623791.3290696,0.9826546311378479,,,645.543301,3242
,497,4770.0,,1779623792.19226,0.9841114282608032,,,646.4064658,3242
,498,4780.0,,1779623793.0571713,0.9886746406555176,,,647.2713802,3242
,499,4790.0,,1779623793.9150364,1.0106918811798096,,,648.129786,3242
,500,4800.0,,1779623794.7815347,0.9747274518013,,,648.9968428,3242
,501,4810.0,,1779623795.6484265,0.9845131039619446,,,649.8626374,3242
,502,4820.0,,1779623796.5110812,0.9879827499389648,,,650.7252882,3242
,503,4830.0,,1779623797.3749573,0.9534237384796143,,,651.5891719,3242
,504,4840.0,,1779623798.2292414,1.002156138420105,,,652.4440207,3242
,505,4850.0,,1779623799.0933933,0.9914987683296204,,,653.3076044,3242
,506,4860.0,,1779623799.954382,0.9841795563697815,,,654.1688081,3242
,507,4870.0,,1779623800.820213,1.012175440788269,,,655.0351586,3242
,508,4880.0,,1779623801.6805542,0.988509476184845,,,655.8947648,3242
,509,4890.0,,1779623802.5449572,0.9816588759422302,,,656.7600627,3242
,510,4900.0,,1779623803.4246316,0.9854527115821838,,,657.6390069,3242
,511,4910.0,,1779623804.3034227,0.9823812246322632,,,658.5180756,3242
,512,4920.0,,1779623805.2096076,0.9799603223800659,,,659.4246293,3242
,513,4930.0,,1779623806.0792074,0.9884240627288818,,,660.2940456,3242
,514,4940.0,,1779623806.9521325,1.0030720233917236,,,661.1663428,3242
,515,4950.0,,1779623807.822817,1.007326364517212,,,662.0372113,3242
,516,4960.0,,1779623808.6895316,0.9673660397529602,,,662.904426,3242
,517,4970.0,,1779623809.5607657,0.9905601739883423,,,663.7752501,3242
,518,4980.0,,1779623810.4283154,0.9899584054946899,,,664.6425251,3242
,519,4990.0,,1779623811.2905986,0.982198178768158,,,665.5048272,3242
,520,5000.0,1.5786093473434448,1779623823.5304983,,0.8363053202629089,0.0001,677.7457056,3242
,521,5000.0,,1779623823.6216974,0.9853889346122742,,,677.8359072,3242
"{'path': 'media/html/Sample Generation_522_4a84a204fe8d97115e26.html', 'size': 279, '_type': 'html-file', 'sha256': '4a84a204fe8d97115e26af2bbe9361c6adf3eb8b7eeae88d6d33826b38972e0d'}",522,,,1779623824.5470917,,,,678.7614123,3242
