Sample Generation,_step,iter,val/loss,_timestamp,train/step_loss,train/loss,lr,_runtime,seed
,112,1070.0,,1779623299.4391286,1.4048099517822266,,,153.6538296,3242
,113,1080.0,,1779623300.361346,1.3671363592147827,,,154.5755551,3242
,114,1090.0,,1779623301.249128,1.392797827720642,,,155.4639162,3242
,115,1100.0,,1779623302.1175346,1.3776413202285767,,,156.3317776,3242
,116,1110.0,,1779623302.9807909,1.3679243326187134,,,157.1951914,3242
,117,1120.0,,1779623303.853951,1.3613016605377197,,,158.0681636,3242
,118,1130.0,,1779623304.721603,1.3677319288253784,,,158.9364091,3242
,119,1140.0,,1779623305.5854359,1.3720934391021729,,,159.7999065,3242
,120,1150.0,,1779623306.454228,1.3514881134033203,,,160.6686159,3242
,121,1160.0,,1779623307.3185215,1.369681477546692,,,161.5332672,3242
,122,1170.0,,1779623308.1890004,1.3888165950775146,,,162.403232,3242
,123,1180.0,,1779623309.0747676,1.3671032190322876,,,163.2889762,3242
,124,1190.0,,1779623310.0080214,1.3822709321975708,,,164.2222311,3242
,125,1200.0,,1779623310.9235628,1.3689894676208496,,,165.1378218,3242
,126,1210.0,,1779623311.831925,1.376820683479309,,,166.0461353,3242
,127,1220.0,,1779623312.7164817,1.361326813697815,,,166.9312598,3242
,128,1230.0,,1779623313.5945024,1.3327960968017578,,,167.8092439,3242
,129,1240.0,,1779623314.5055718,1.3376303911209106,,,168.7198464,3242
,130,1250.0,1.532193899154663,1779623327.26536,,1.2725595235824585,0.000883125098683892,181.4800099,3242
,131,1250.0,,1779623327.358539,1.3743351697921753,,,181.573004,3242
,132,1260.0,,1779623328.2274654,1.347066044807434,,,182.4416755,3242
,133,1270.0,,1779623329.0928473,1.36942458152771,,,183.3072998,3242
,134,1280.0,,1779623329.9571044,1.357628583908081,,,184.1714167,3242
,135,1290.0,,1779623330.828063,1.3488688468933105,,,185.0424403,3242
,136,1300.0,,1779623331.736936,1.3250261545181274,,,185.951147,3242
,137,1310.0,,1779623332.6671517,1.3415197134017944,,,186.881412,3242
,138,1320.0,,1779623333.5985575,1.3289635181427002,,,187.8127676,3242
,139,1330.0,,1779623334.5069108,1.338552474975586,,,188.7211951,3242
,140,1340.0,,1779623335.3985536,1.3414160013198853,,,189.6127613,3242
,141,1350.0,,1779623336.2830935,1.3187003135681152,,,190.497936,3242
,142,1360.0,,1779623337.1879034,1.3230129480361938,,,191.4021433,3242
,143,1370.0,,1779623338.0955777,1.315233588218689,,,192.3099118,3242
,144,1380.0,,1779623339.0035436,1.3417874574661255,,,193.2186764,3242
,145,1390.0,,1779623339.8810155,1.32306706905365,,,194.0953791,3242
,146,1400.0,,1779623340.7834933,1.3191499710083008,,,194.9977019,3242
,147,1410.0,,1779623341.706038,1.3277440071105957,,,195.9202496,3242
,148,1420.0,,1779623342.6139266,1.3086994886398315,,,196.8284156,3242
,149,1430.0,,1779623343.5102932,1.3131510019302368,,,197.7245604,3242
,150,1440.0,,1779623344.4189322,1.3129839897155762,,,198.6331457,3242
,151,1450.0,,1779623345.3116982,1.307862401008606,,,199.5260333,3242
,152,1460.0,,1779623346.203375,1.3102900981903076,,,200.4177808,3242
,153,1470.0,,1779623347.0868196,1.3134050369262695,,,201.3016004,3242
,154,1480.0,,1779623347.9624758,1.3105182647705078,,,202.1766847,3242
,155,1490.0,,1779623348.8396516,1.2932933568954468,,,203.0549187,3242
,156,1500.0,1.518030047416687,1779623361.2193866,,1.2255841493606567,0.0008305704108364302,215.4347426,3242
,157,1500.0,,1779623361.3106327,1.2795240879058838,,,215.524844,3242
,158,1510.0,,1779623362.1747596,1.3139917850494385,,,216.3889681,3242
,159,1520.0,,1779623363.053955,1.2731177806854248,,,217.2684444,3242
,160,1530.0,,1779623363.921662,1.3011629581451416,,,218.1364586,3242
,161,1540.0,,1779623364.799125,1.3029729127883911,,,219.0141624,3242
,162,1550.0,,1779623365.6663659,1.302311658859253,,,219.8814678,3242
,163,1560.0,,1779623366.5279288,1.2982978820800781,,,220.7422501,3242
,164,1570.0,,1779623367.3938265,1.2861403226852417,,,221.6080331,3242
,165,1580.0,,1779623368.257331,1.2969701290130615,,,222.4715405,3242
,166,1590.0,,1779623369.1295917,1.2651485204696655,,,223.3437993,3242
,167,1600.0,,1779623370.0091796,1.271659016609192,,,224.2239361,3242
,168,1610.0,,1779623370.8777132,1.2758169174194336,,,225.0919385,3242
,169,1620.0,,1779623371.7410412,1.2625350952148438,,,225.9555452,3242
,170,1630.0,,1779623372.6055498,1.2934582233428955,,,226.8206905,3242
,171,1640.0,,1779623373.4721038,1.2816212177276611,,,227.6865074,3242
,172,1650.0,,1779623374.3291976,1.2650667428970337,,,228.543406,3242
,173,1660.0,,1779623375.1946583,1.3175339698791504,,,229.4088673,3242
,174,1670.0,,1779623376.0624373,1.2725862264633179,,,230.2771447,3242
,175,1680.0,,1779623376.932219,1.2691667079925537,,,231.1464276,3242
,176,1690.0,,1779623377.797093,1.2642966508865356,,,232.0123314,3242
,177,1700.0,,1779623378.661626,1.2785249948501587,,,232.8758999,3242
,178,1710.0,,1779623379.5231087,1.2532747983932495,,,233.7373789,3242
,179,1720.0,,1779623380.390746,1.2780814170837402,,,234.6054515,3242
,180,1730.0,,1779623381.2610044,1.2667611837387085,,,235.4752137,3242
,181,1740.0,,1779623382.126011,1.2306277751922607,,,236.3409337,3242
,182,1750.0,1.5124250650405884,1779623394.383435,,1.1854043006896973,0.0007708228984017721,248.5981284,3242
,183,1750.0,,1779623394.4765189,1.3013519048690796,,,248.6907248,3242
,184,1760.0,,1779623395.3352592,1.2533230781555176,,,249.5494682,3242
,185,1770.0,,1779623396.1960146,1.262434720993042,,,250.4102231,3242
,186,1780.0,,1779623397.056685,1.2614997625350952,,,251.2708947,3242
,187,1790.0,,1779623397.9088025,1.257433533668518,,,252.12382,3242
,188,1800.0,,1779623398.772683,1.266493797302246,,,252.9869841,3242
,189,1810.0,,1779623399.6307297,1.24807870388031,,,253.8444319,3242
,190,1820.0,,1779623400.4970443,1.2440423965454102,,,254.711886,3242
,191,1830.0,,1779623401.355723,1.2798465490341187,,,255.5699311,3242
,192,1840.0,,1779623402.2208803,1.2548630237579346,,,256.4353019,3242
,193,1850.0,,1779623403.0780723,1.2478070259094238,,,257.2928901,3242
,194,1860.0,,1779623403.934841,1.2672127485275269,,,258.1492675,3242
,195,1870.0,,1779623404.7955973,1.2334872484207153,,,259.0098122,3242
,196,1880.0,,1779623405.6527667,1.236746907234192,,,259.8675274,3242
,197,1890.0,,1779623406.5170736,1.2753764390945435,,,260.7312823,3242
,198,1900.0,,1779623407.3728673,1.2274665832519531,,,261.5870782,3242
,199,1910.0,,1779623408.2316558,1.2456899881362915,,,262.4458687,3242
,200,1920.0,,1779623409.0934815,1.2401864528656006,,,263.3076911,3242
,201,1930.0,,1779623409.9613872,1.2382493019104004,,,264.176324,3242
,202,1940.0,,1779623410.819183,1.2645015716552734,,,265.0333908,3242
,203,1950.0,,1779623411.6921282,1.2587031126022339,,,265.9063419,3242
,204,1960.0,,1779623412.5431004,1.252515435218811,,,266.7576126,3242
,205,1970.0,,1779623413.4101322,1.2208826541900635,,,267.6243399,3242
,206,1980.0,,1779623414.2711213,1.2424577474594116,,,268.4855789,3242
,207,1990.0,,1779623415.1329749,1.2612507343292236,,,269.3471825,3242
,208,2000.0,1.503088355064392,1779623427.309412,,1.149065375328064,0.0007054142744895884,281.5242894,3242
,209,2000.0,,1779623427.4013357,1.2397475242614746,,,281.6155471,3242
,210,2010.0,,1779623428.258858,1.2594135999679565,,,282.4735694,3242
,211,2020.0,,1779623429.1185207,1.2358109951019287,,,283.3330829,3242
,212,2030.0,,1779623429.9845757,1.2104270458221436,,,284.1998248,3242
,213,2040.0,,1779623430.8421488,1.2476649284362793,,,285.0569756,3242
,214,2050.0,,1779623431.7110503,1.2416315078735352,,,285.9252569,3242
,215,2060.0,,1779623432.571451,1.2293890714645386,,,286.7862414,3242
,216,2070.0,,1779623433.4233294,1.1976724863052368,,,287.6376101,3242
,217,2080.0,,1779623434.2846873,1.23776376247406,,,288.4988942,3242
,218,2090.0,,1779623435.1390157,1.2110800743103027,,,289.3535855,3242
,219,2100.0,,1779623435.9935703,1.2141755819320679,,,290.2080958,3242
,220,2110.0,,1779623436.8505142,1.225903868675232,,,291.0649058,3242
,221,2120.0,,1779623437.707985,1.2055333852767944,,,291.9228935,3242
,222,2130.0,,1779623438.567454,1.2438791990280151,,,292.7816622,3242
,223,2140.0,,1779623439.4309697,1.1986565589904785,,,293.6451798,3242
,224,2150.0,,1779623440.290115,1.21853768825531,,,294.5043229,3242
,225,2160.0,,1779623441.1505344,1.2214919328689575,,,295.3656885,3242
,226,2170.0,,1779623442.0087824,1.2163686752319336,,,296.2230454,3242
,227,2180.0,,1779623442.8625975,1.1902835369110107,,,297.0769873,3242
,228,2190.0,,1779623443.7196405,1.234153151512146,,,297.9346677,3242
,229,2200.0,,1779623444.5823796,1.2094857692718506,,,298.7968231,3242
,230,2210.0,,1779623445.444305,1.1925806999206543,,,299.6592016,3242
,231,2220.0,,1779623446.3061132,1.1886838674545288,,,300.5203206,3242
,232,2230.0,,1779623447.1625733,1.200463891029358,,,301.3770616,3242
,233,2240.0,,1779623448.0328553,1.2023361921310425,,,302.2480949,3242
,234,2250.0,1.4915788173675537,1779623460.289398,,1.1115498542785645,0.0006360213829156177,314.5040862,3242
,235,2250.0,,1779623460.3814602,1.2231013774871826,,,314.5966132,3242
,236,2260.0,,1779623461.2386622,1.2119536399841309,,,315.452984,3242
,237,2270.0,,1779623462.1015596,1.161357045173645,,,316.3164802,3242
,238,2280.0,,1779623462.9593198,1.1755480766296387,,,317.1743263,3242
,239,2290.0,,1779623463.8256853,1.2036547660827637,,,318.0398938,3242
,240,2300.0,,1779623464.6860452,1.1945059299468994,,,318.9003573,3242
,241,2310.0,,1779623465.5483685,1.1875972747802734,,,319.7637208,3242
,242,2320.0,,1779623466.4016087,1.2004718780517578,,,320.6168214,3242
,243,2330.0,,1779623467.260429,1.1845959424972534,,,321.4756752,3242
,244,2340.0,,1779623468.1273727,1.1869301795959473,,,322.3415824,3242
,245,2350.0,,1779623468.9865017,1.1680141687393188,,,323.2012497,3242
,246,2360.0,,1779623469.8466203,1.1719698905944824,,,324.0614664,3242
,247,2370.0,,1779623470.7175283,1.169875144958496,,,324.9317362,3242
,248,2380.0,,1779623471.5789173,1.1961051225662231,,,325.7934105,3242
,249,2390.0,,1779623472.438853,1.1985622644424438,,,326.6536875,3242
,250,2400.0,,1779623473.307491,1.1947977542877197,,,327.5217006,3242
,251,2410.0,,1779623474.1680942,1.172092080116272,,,328.3827801,3242
,252,2420.0,,1779623475.0358999,1.1990447044372559,,,329.2508367,3242
,253,2430.0,,1779623475.8942416,1.184104084968567,,,330.1091122,3242
,254,2440.0,,1779623476.7517507,1.1851876974105835,,,330.966748,3242
,255,2450.0,,1779623477.618308,1.1627269983291626,,,331.8325146,3242
,256,2460.0,,1779623478.4751549,1.1659280061721802,,,332.6903612,3242
,257,2470.0,,1779623479.349473,1.1667441129684448,,,333.5636823,3242
,258,2480.0,,1779623480.221567,1.1689062118530273,,,334.4361987,3242
,259,2490.0,,1779623481.0907154,1.1695876121520996,,,335.3054542,3242
,260,2500.0,1.4969042539596558,1779623493.4243186,,1.0804831981658936,0.000564423209907245,347.6392617,3242
,261,2500.0,,1779623493.516046,1.151426911354065,,,347.730255,3242
,262,2510.0,,1779623494.378485,1.12440025806427,,,348.5926923,3242
,263,2520.0,,1779623495.2394965,1.175247073173523,,,349.4537052,3242
,264,2530.0,,1779623496.105312,1.1581640243530273,,,350.3196663,3242
,265,2540.0,,1779623496.96221,1.143320918083191,,,351.177079,3242
,266,2550.0,,1779623497.8259957,1.1567422151565552,,,352.0406352,3242
,267,2560.0,,1779623498.6838398,1.1636674404144287,,,352.898093,3242
,268,2570.0,,1779623499.5461085,1.1571800708770752,,,353.7603168,3242
,269,2580.0,,1779623500.4085276,1.1326044797897339,,,354.6229204,3242
,270,2590.0,,1779623501.279025,1.144371509552002,,,355.4932358,3242
,271,2600.0,,1779623502.1449246,1.1483266353607178,,,356.3591384,3242
,272,2610.0,,1779623503.0096884,1.1485381126403809,,,357.2247494,3242
,273,2620.0,,1779623503.873477,1.1495327949523926,,,358.0876864,3242
,274,2630.0,,1779623504.737546,1.1488367319107056,,,358.9517556,3242
,275,2640.0,,1779623505.5967941,1.15959894657135,,,359.8111987,3242
,276,2650.0,,1779623506.4645007,1.1370234489440918,,,360.6787116,3242
,277,2660.0,,1779623507.322886,1.1712087392807007,,,361.5370928,3242
,278,2670.0,,1779623508.18894,1.1419614553451538,,,362.4031491,3242
,279,2680.0,,1779623509.0448282,1.1464868783950806,,,363.2590361,3242
,280,2690.0,,1779623509.9094641,1.1384944915771484,,,364.1242056,3242
,281,2700.0,,1779623510.7720838,1.1152938604354858,,,364.9863034,3242
,282,2710.0,,1779623511.633957,1.1385505199432373,,,365.8481674,3242
,283,2720.0,,1779623512.4983475,1.1371840238571167,,,366.7126611,3242
,284,2730.0,,1779623513.3713613,1.1580003499984741,,,367.58557,3242
,285,2740.0,,1779623514.2345552,1.167235016822815,,,368.4487934,3242
,286,2750.0,1.5022577047348022,1779623526.4826627,,1.0423110723495483,0.0004924552772419723,380.6979241,3242
,287,2750.0,,1779623526.573351,1.1420559883117676,,,380.7878362,3242
,288,2760.0,,1779623527.4283793,1.1536470651626587,,,381.6425888,3242
,289,2770.0,,1779623528.297657,1.1299558877944946,,,382.5118668,3242
,290,2780.0,,1779623529.15668,1.147875189781189,,,383.3714723,3242
,291,2790.0,,1779623530.0129375,1.1510095596313477,,,384.2276225,3242
,292,2800.0,,1779623530.8667798,1.1222039461135864,,,385.08099,3242
,293,2810.0,,1779623531.728237,1.1252155303955078,,,385.942759,3242
,294,2820.0,,1779623532.5915046,1.1740822792053223,,,386.8067474,3242
,295,2830.0,,1779623533.4470136,1.1312482357025146,,,387.6612229,3242
,296,2840.0,,1779623534.304249,1.11538827419281,,,388.5194617,3242
,297,2850.0,,1779623535.1657794,1.1233481168746948,,,389.3807329,3242
,298,2860.0,,1779623536.0249863,1.109866738319397,,,390.2394792,3242
,299,2870.0,,1779623536.8866575,1.1042381525039673,,,391.1020363,3242
,300,2880.0,,1779623537.7507772,1.151904821395874,,,391.9652527,3242
,301,2890.0,,1779623538.6073544,1.1165988445281982,,,392.8217915,3242
,302,2900.0,,1779623539.4769447,1.154312014579773,,,393.6911559,3242
,303,2910.0,,1779623540.3363378,1.147171139717102,,,394.5505451,3242
,304,2920.0,,1779623541.193138,1.147297978401184,,,395.4078559,3242
,305,2930.0,,1779623542.0539863,1.1189768314361572,,,396.269102,3242
,306,2940.0,,1779623542.91351,1.1441378593444824,,,397.1277313,3242
,307,2950.0,,1779623543.7745717,1.1034952402114868,,,397.9890894,3242
,308,2960.0,,1779623544.636369,1.130692720413208,,,398.8506094,3242
,309,2970.0,,1779623545.5003405,1.1370505094528198,,,399.714825,3242
,310,2980.0,,1779623546.361203,1.1125969886779785,,,400.5761511,3242
,311,2990.0,,1779623547.2230515,1.137843370437622,,,401.4372582,3242
,312,3000.0,1.509474515914917,1779623559.5089736,,1.0117440223693848,0.0004219625860160354,413.7240897,3242
,313,3000.0,,1779623559.5986955,1.1230179071426392,,,413.8129281,3242
,314,3010.0,,1779623560.4506998,1.1150275468826294,,,414.664907,3242
,315,3020.0,,1779623561.3161016,1.1107678413391113,,,415.5308949,3242
,316,3030.0,,1779623562.1717262,1.1103508472442627,,,416.3862209,3242
,317,3040.0,,1779623563.030625,1.1004934310913086,,,417.2448329,3242
,318,3050.0,,1779623563.8964117,1.0904306173324585,,,418.1107682,3242
,319,3060.0,,1779623564.7487657,1.1136904954910278,,,418.9631,3242
,320,3070.0,,1779623565.603397,1.121198058128357,,,419.8185754,3242
,321,3080.0,,1779623566.4669006,1.09256911277771,,,420.6819271,3242
,322,3090.0,,1779623567.327535,1.1003352403640747,,,421.5417428,3242
,323,3100.0,,1779623568.1842496,1.1034560203552246,,,422.3984591,3242
,324,3110.0,,1779623569.0457726,1.1154851913452148,,,423.2599863,3242
,325,3120.0,,1779623569.9035785,1.1186047792434692,,,424.1179524,3242
,326,3130.0,,1779623570.7734358,1.0987824201583862,,,424.9878355,3242
,327,3140.0,,1779623571.629494,1.087052583694458,,,425.8439707,3242
,328,3150.0,,1779623572.4995031,1.0948293209075928,,,426.7132054,3242
,329,3160.0,,1779623573.350677,1.0814865827560425,,,427.5656281,3242
,330,3170.0,,1779623574.217806,1.0972867012023926,,,428.4326593,3242
,331,3180.0,,1779623575.0790102,1.110640048980713,,,429.2933685,3242
,332,3190.0,,1779623575.9319632,1.0936644077301025,,,430.1461706,3242
,333,3200.0,,1779623576.802833,1.0816515684127808,,,431.0170391,3242
,334,3210.0,,1779623577.6546052,1.0729120969772339,,,431.8703678,3242
,335,3220.0,,1779623578.5101259,1.0971583127975464,,,432.7243478,3242
,336,3230.0,,1779623579.3786783,1.0917478799819946,,,433.5928877,3242
,337,3240.0,,1779623580.2299185,1.0950802564620972,,,434.4443918,3242
,338,3250.0,1.5142390727996826,1779623592.4983878,,0.9770596027374268,0.00035475231739709885,446.7128863,3242
,339,3250.0,,1779623592.5919466,1.1062036752700806,,,446.8072392,3242
,340,3260.0,,1779623593.4467585,1.0576612949371338,,,447.6611784,3242
,341,3270.0,,1779623594.303083,1.0972580909729004,,,448.5173299,3242
,342,3280.0,,1779623595.1666076,1.082187294960022,,,449.3814286,3242
,343,3290.0,,1779623596.0255783,1.104054570198059,,,450.2399096,3242
,344,3300.0,,1779623596.887973,1.0566799640655518,,,451.1028975,3242
,345,3310.0,,1779623597.749263,1.1254249811172485,,,451.9635687,3242
,346,3320.0,,1779623598.6120908,1.05811607837677,,,452.8262987,3242
,347,3330.0,,1779623599.4698462,1.0640580654144287,,,453.6840541,3242
,348,3340.0,,1779623600.3271415,1.090944766998291,,,454.5413505,3242
,349,3350.0,,1779623601.1829116,1.0733189582824707,,,455.3979915,3242
,350,3360.0,,1779623602.042891,1.0921475887298584,,,456.2575793,3242
,351,3370.0,,1779623602.897564,1.0942552089691162,,,457.1117712,3242
,352,3380.0,,1779623603.7617598,1.0675253868103027,,,457.9760083,3242
,353,3390.0,,1779623604.606262,1.0544499158859253,,,458.8206204,3242
,354,3400.0,,1779623605.4738595,1.1040303707122803,,,459.6886335,3242
,355,3410.0,,1779623606.3263495,1.0557889938354492,,,460.5413798,3242
,356,3420.0,,1779623607.1992412,1.064321756362915,,,461.4140706,3242
,357,3430.0,,1779623608.0594726,1.0765249729156494,,,462.274366,3242
,358,3440.0,,1779623608.9285731,1.0809980630874634,,,463.1427816,3242
,359,3450.0,,1779623609.7832239,1.0821852684020996,,,463.9969262,3242
,360,3460.0,,1779623610.6448557,1.0711915493011475,,,464.8590627,3242
,361,3470.0,,1779623611.5018687,1.082506537437439,,,465.7165708,3242
,362,3480.0,,1779623612.3590717,1.0662201642990112,,,466.5734185,3242
,363,3490.0,,1779623613.2262967,1.0549622774124146,,,467.4405032,3242
,364,3500.0,1.536769151687622,1779623625.3872223,,0.9499454498291016,0.0002925475029450237,479.6021399,3242
,365,3500.0,,1779623625.478263,1.0571534633636475,,,479.692698,3242
,366,3510.0,,1779623626.3367624,1.0365278720855713,,,480.5510346,3242
,367,3520.0,,1779623627.1943533,1.075705647468567,,,481.4087455,3242
